GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G4500350","2016","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",55324,2927,2300,1708,3332,1917,2682,3041,3444,1698,5855,7321,6832,5482,2575,2275,1935,"Dorchester County, South Carolina",1276,994,967,752,1091,741,864,915,935,630,1454,1710,1070,1300,691,722,531
"G4500410","2016","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",50193,4868,3120,3114,3110,2042,2734,2445,3168,2322,3685,5237,5691,4001,1742,1471,1443,"Florence County, South Carolina",1743,1127,829,942,909,667,834,860,915,610,960,1247,1213,835,592,489,610
"G4500450","2016","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",187957,11563,9376,9116,9690,10747,8161,7564,10674,7554,15570,19218,25181,15433,8908,9871,9331,"Greenville County, South Carolina",2342,1763,1921,1619,1468,1739,1678,1267,1451,1548,1861,2057,2374,1801,1190,1568,1099
"G4500470","2016","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",27533,3294,1914,1832,2062,1884,1943,1345,1905,1099,2558,1721,2708,1600,513,682,473,"Greenwood County, South Carolina",1150,1057,731,754,645,698,802,572,802,529,873,776,731,586,349,503,320
"G4500510","2016","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",125562,8558,7040,6769,8117,8278,7743,7706,7726,5813,10429,12537,15172,9195,3594,3973,2912,"Horry County, South Carolina",3301,1538,1435,1366,1178,1329,1309,1343,1331,1139,1586,1507,1946,1617,857,954,652
"G4500570","2016","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",32630,2132,2059,1048,2073,2257,1269,1844,1933,711,1586,4061,4059,1714,1937,1960,1987,"Lancaster County, South Carolina",1216,741,796,596,689,966,625,768,817,391,651,1109,1006,627,738,799,932
"G4500590","2016","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",24805,1420,2256,1607,1513,1189,1803,941,1984,1262,2065,2415,3111,1573,743,640,283,"Laurens County, South Carolina",1232,460,702,545,538,415,634,375,714,530,668,644,799,589,396,345,187
"G4500630","2016","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",110146,6872,4746,5070,4480,4813,5574,4609,4643,6779,9453,10829,15386,10544,5426,6420,4502,"Lexington County, South Carolina",2037,1310,991,1050,931,963,1120,1003,894,1253,1419,1448,1644,1251,956,1234,840
"G4500730","2016","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",31498,1603,2113,2763,1810,1885,2225,1215,2398,1507,2882,2388,3264,2372,744,965,1364,"Oconee County, South Carolina",1248,651,781,971,627,649,714,441,692,623,1002,792,812,936,403,405,524
"G4500750","2016","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",33449,6121,2665,1992,2223,2412,2042,1215,2733,1469,3064,2125,2441,1628,409,495,415,"Orangeburg County, South Carolina",1347,1391,839,751,749,818,648,542,899,659,977,590,795,578,201,284,296
"G4500770","2016","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",47303,3472,3000,3017,2832,2826,2428,2696,2869,2344,3953,4072,4996,3575,1795,2005,1423,"Pickens County, South Carolina",1354,959,897,1026,807,820,693,899,844,730,989,861,1008,877,627,936,564
"G4500790","2016","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",153376,12237,7582,5510,8040,8260,8210,7787,6202,7958,15136,15485,20662,11960,5688,6446,6213,"Richland County, South Carolina",2566,2134,1340,1181,1551,1493,1415,1623,1396,1843,2340,2147,2472,1931,1105,1391,923
"G4500830","2016","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",113463,9430,5838,5814,7222,7911,6322,6177,5056,5849,9464,13558,12401,6839,4526,3878,3178,"Spartanburg County, South Carolina",2259,1603,1271,1093,1317,1608,1151,1407,1249,1291,1440,2113,1680,1199,966,934,786
"G4500850","2016","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",41439,4389,2888,3140,2987,2849,2810,1384,2211,2266,4263,3164,3893,2025,1137,1227,806,"Sumter County, South Carolina",1441,1128,913,977,813,1016,974,494,717,671,909,851,890,628,536,532,411
"G4500910","2016","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",98128,5999,4109,4204,3577,3382,4972,3832,3564,5611,9287,9451,13797,9281,6214,4867,5981,"York County, South Carolina",1665,1246,995,960,1037,902,1116,966,913,1318,1742,1838,1782,1488,1275,921,1119
"G4600990","2016","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",73808,4017,2946,3073,3307,3642,3457,4037,2911,3554,5937,7915,12158,6974,3645,3292,2943,"Minnehaha County, South Dakota",1392,804,834,975,852,792,935,1036,858,942,1124,1396,1420,1059,884,841,821
"G4601030","2016","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",42956,4421,2322,1706,1378,1829,2989,1817,2442,2087,4372,4666,5780,3014,1423,1287,1423,"Pennington County, South Dakota",1437,1096,848,594,508,530,866,616,717,897,1161,1105,1123,712,481,476,505
"G4700010","2016","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",31209,2363,1433,2257,1847,2033,2074,1377,1950,1067,3423,2482,3568,1909,1149,1292,985,"Anderson County, Tennessee",1084,835,593,842,648,734,679,573,824,516,1018,637,864,588,540,473,459
"G4700090","2016","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",49672,3554,2198,2302,3231,3186,2390,2765,2465,1820,4861,5573,6831,3294,2017,1942,1243,"Blount County, Tennessee",1397,984,727,584,948,871,618,957,727,611,1077,1005,1174,724,713,639,413
"G4700110","2016","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",40710,2953,1880,1800,3047,2730,2017,2421,3576,2189,2800,4293,5220,3459,1360,277,688,"Bradley County, Tennessee",1251,781,698,647,836,986,862,677,1031,723,763,1045,1157,1037,529,204,401
"G4700370","2016","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",281967,19735,10355,10840,15156,14793,14671,13875,15435,15059,21184,31323,35534,21945,12649,13885,15528,"Davidson County, Tennessee",3233,2446,1691,1746,2136,2037,2164,1877,2205,2356,2576,3108,2710,2415,1572,2065,1602
"G4700590","2016","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",25418,2855,2352,1458,1011,2059,1004,1386,1733,812,2266,2202,2616,1536,478,1051,599,"Greene County, Tennessee",1671,881,843,545,456,694,399,526,709,430,753,618,748,587,322,537,434
"G4700650","2016","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",139615,9935,6947,8862,9370,8040,7926,8090,7033,5484,11940,11941,14734,10897,6442,5274,6700,"Hamilton County, Tennessee",2674,1666,1281,1727,1663,1400,1455,1315,1298,1013,1871,1545,1941,1694,1224,1221,1115
"G4700930","2016","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",183889,14204,8798,9583,10782,8699,11103,9198,8324,7450,13919,18661,23588,14043,9135,7882,8520,"Knox County, Tennessee",3184,1820,1418,1499,1573,1281,1826,1482,1423,1443,1756,2122,2194,1808,1387,1227,1034
"G4701130","2016","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",37322,4828,1910,2240,2269,2298,1655,2622,2158,1531,3244,3133,3588,2325,1096,1166,1259,"Madison County, Tennessee",1304,1277,710,690,689,720,649,861,670,550,953,944,955,567,441,488,467
"G4701190","2016","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",33667,1649,1551,1910,2273,955,1535,1893,2092,2622,3726,3584,5059,1650,1025,1183,960,"Maury County, Tennessee",951,724,631,748,900,391,707,687,903,878,985,974,1093,629,455,531,447
"G4701250","2016","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",69427,4515,2568,2645,3778,3540,3459,2818,3904,2649,6818,9803,11471,4912,2464,2342,1741,"Montgomery County, Tennessee",1755,1229,996,904,874,953,982,968,1073,862,1257,1715,1684,1108,832,716,691
"G4701410","2016","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",31343,4005,2805,2528,2184,1624,1537,1288,856,1644,2240,3445,3119,1377,984,1060,647,"Putnam County, Tennessee",1019,989,823,776,590,629,667,574,472,570,790,802,949,466,459,430,325
"G4701470","2016","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",25302,1416,749,712,1758,1440,1203,880,1179,1451,1732,3663,3548,1903,2068,802,798,"Robertson County, Tennessee",725,571,349,329,643,552,528,399,588,566,575,969,825,589,697,381,428
"G4701490","2016","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",111387,4147,3303,6281,4597,4504,4473,5436,5356,5909,10055,13167,18152,10344,6087,5362,4214,"Rutherford County, Tennessee",1266,1030,1080,1579,1172,1098,1353,1143,1356,1633,1818,1964,2314,1480,1343,1042,983
"G4701550","2016","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",36098,2113,1590,2252,2539,2267,2835,1726,2281,2264,3404,4774,4129,1974,646,702,602,"Sevier County, Tennessee",1917,675,598,788,719,784,1007,586,852,902,874,1154,1109,1012,416,545,460
"G4701570","2016","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",354666,32246,22012,22659,18767,19254,19330,15381,19570,13171,29002,33395,38173,23696,14092,17907,16011,"Shelby County, Tennessee",4263,3103,2776,2312,2332,2239,2054,2068,2872,1870,2722,2787,2876,2649,2133,2312,1679
"G4701630","2016","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",64795,4795,3196,4413,4980,4498,4459,3722,3901,2912,6304,5841,7546,2886,1555,2114,1673,"Sullivan County, Tennessee",1676,1190,752,1028,1050,819,1107,900,1001,840,1339,1057,1062,681,588,693,574
"G4701650","2016","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",65186,3494,1907,3168,3013,2250,3749,3035,3510,2458,5706,6876,9482,6493,3826,3539,2680,"Sumner County, Tennessee",1356,826,604,920,992,667,1109,802,885,612,1300,1172,1390,1165,929,828,742
"G4701790","2016","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",52707,3226,2577,2894,5029,3157,3335,2633,2590,3202,3510,5730,5711,3950,2285,1261,1617,"Washington County, Tennessee",1805,1008,875,809,1103,1031,962,894,834,902,799,1315,1127,924,723,533,648
"G4701870","2016","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",73811,2056,1321,1287,2461,755,2037,2015,2784,1824,3811,4778,9120,9543,7527,9379,13113,"Williamson County, Tennessee",1371,832,672,650,997,449,782,866,1022,724,1108,1124,1554,1675,1573,1296,1305
"G4701890","2016","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",47707,2195,1060,1167,1817,2121,2048,1851,1843,2186,3848,5542,6696,5738,3164,3995,2436,"Wilson County, Tennessee",1288,689,427,503,700,721,785,775,616,896,997,1207,1262,1190,863,1102,726
"G4800050","2016","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",30210,2566,1461,3333,2877,1441,1663,1477,1118,1489,3077,2963,3350,1694,351,625,725,"Angelina County, Texas",1391,934,561,962,954,698,735,621,615,676,1018,929,1131,564,277,339,379
"G4800210","2016","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",25975,1827,1565,1226,1359,1321,1006,1428,1449,700,1728,3223,3168,2570,1236,1447,722,"Bastrop County, Texas",1428,1064,805,652,622,645,651,697,709,492,754,1029,1149,947,501,669,524
"G4800270","2016","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",119985,7082,5767,5440,6140,7153,5576,5903,7089,5619,11779,12781,19264,7582,5550,2829,4431,"Bell County, Texas",2331,1178,1225,1221,1305,1659,1399,1467,1409,1126,1924,1952,2324,1621,1181,1062,1120
"G4800290","2016","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",628924,43838,29699,28939,34749,32838,29848,34119,28443,29547,57542,64857,75584,49559,30763,28379,30220,"Bexar County, Texas",4705,3808,3040,2734,3062,3068,2411,3403,2834,3006,4171,3923,3910,3746,3138,2293,2504
"G4800370","2016","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",33031,3295,1958,1457,2777,1082,1893,1985,1767,1279,3021,3508,3615,1329,1194,1403,1468,"Bowie County, Texas",1391,932,730,738,1070,523,661,774,737,476,910,981,990,664,691,678,629
"G4800390","2016","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",117168,4520,5422,2279,4493,4235,3564,3202,4624,4626,9177,12574,17810,13353,9214,8538,9537,"Brazoria County, Texas",2891,1382,1367,822,1118,1237,1186,1011,1284,1507,1873,2527,2580,2416,1796,1536,1590
"G4800410","2016","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",78272,9216,4766,4368,6471,3611,5183,3743,3816,2276,4432,5293,7740,4777,3763,3945,4872,"Brazos County, Texas",2085,1534,1137,1283,1612,1170,1445,873,1067,877,1168,1202,1091,1100,830,928,1013
"G4800610","2016","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",120499,16331,10049,8942,9004,7589,5550,5842,5799,5464,10662,10488,11243,5536,3231,2633,2136,"Cameron County, Texas",2424,1951,1713,1734,1845,1322,1242,1332,1330,1121,1830,1605,1619,1181,937,726,787
"G4800850","2016","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",334794,11979,5564,7548,8372,8026,9585,7914,14935,11088,20833,33978,44269,39866,29916,39184,41737,"Collin County, Texas",2415,1835,1347,1509,1602,1559,1785,1522,2525,1861,2510,3003,3500,3598,3057,3599,2834
"G4800910","2016","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",48604,1637,1960,2042,1385,2105,776,2100,1560,1485,3511,4928,7284,5400,3085,4296,5050,"Comal County, Texas",1422,582,762,735,535,727,395,728,626,531,931,1099,1237,1074,883,999,1107
"G4800990","2016","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",22682,1673,403,965,1452,761,1906,1526,1235,969,2264,2983,2585,2189,876,660,235,"Coryell County, Texas",1216,641,271,432,566,386,581,572,496,390,684,875,777,713,369,310,205
"G4801130","2016","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",924789,55318,40197,42019,51838,47754,54623,44698,47275,38726,76794,94659,110537,74901,40808,44424,60218,"Dallas County, Texas",5111,3774,3822,3124,3606,4173,3669,3097,3781,3331,4985,5316,5971,4329,3167,2731,3013
"G4801210","2016","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",281964,10954,7030,7480,7906,10161,9840,10250,11245,8675,22446,25702,35073,31354,22874,28975,31999,"Denton County, Texas",2810,1754,1365,1483,1418,2230,1661,1809,1941,1248,2317,2943,3128,2442,2153,2692,2277
"G4801350","2016","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",51012,3558,2796,2851,3130,2281,3207,1608,1871,2694,3310,4994,6562,5809,2357,1674,2310,"Ector County, Texas",1394,1243,1205,991,975,754,1010,687,608,991,921,1271,1447,1532,839,652,851
"G4801390","2016","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",55586,2338,2812,1464,1158,2171,2028,2427,1981,2057,4411,7295,8815,4744,4753,4048,3084,"Ellis County, Texas",1060,783,794,616,408,799,707,737,668,657,1101,1331,1418,955,1004,1204,802
"G4801410","2016","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",267376,24648,21473,16005,17053,16373,15250,16265,12542,13077,22989,24279,28861,17912,7524,7484,5641,"El Paso County, Texas",3238,2399,2236,1933,2314,2370,2002,2430,1862,2005,3050,2648,2758,2280,1255,1246,1384
"G4801570","2016","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",230121,8644,4090,4316,7762,7962,6426,6063,8905,5025,14507,19251,32746,26125,18665,28227,31407,"Fort Bend County, Texas",3206,1831,1330,1145,1963,2206,1739,1537,1944,1218,2161,2583,3799,3308,2552,3502,2993
"G4801670","2016","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",120938,7648,5223,5367,4775,5500,6708,5473,4891,4054,7436,9369,12102,11263,7849,11196,12084,"Galveston County, Texas",2296,1563,1181,1113,1066,1486,1472,1438,1102,1136,1375,1798,2179,1888,1706,1654,2267
"G4801810","2016","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",47135,3304,2467,2246,2300,2035,2845,2650,1843,2252,4580,5449,5995,3811,1889,2240,1229,"Grayson County, Texas",1543,888,817,844,748,758,880,777,687,704,1063,1100,1163,910,635,738,398
"G4801830","2016","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",45231,3563,3403,2004,3230,2774,3158,2041,2825,3229,3135,3994,4765,2596,1197,1737,1580,"Gregg County, Texas",1442,1032,949,745,963,875,1154,764,876,933,864,828,971,807,527,647,559
"G4801870","2016","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",51935,2315,1400,1238,1482,1323,1691,2443,2524,2791,5060,6810,6760,6307,3720,3296,2775,"Guadalupe County, Texas",1257,859,607,535,602,507,831,934,868,987,1183,1278,1160,1185,832,842,715
"G4802010","2016","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1606399,98456,72907,79102,88380,78118,84443,71406,75908,63487,124012,157285,179389,135904,81903,92851,122848,"Harris County, Texas",7964,6048,5578,6027,5950,5194,6303,5876,5538,4780,5855,7690,8432,5747,4481,5303,4318
"G4802030","2016","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",23742,1990,1258,1071,1446,2043,1449,959,1447,1182,1890,3150,2647,1402,824,502,482,"Harrison County, Texas",1173,666,652,598,750,813,581,468,622,656,724,817,830,526,383,348,303
"G4802090","2016","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",71267,4848,2698,1551,3882,2238,3290,2816,2679,2074,6361,7993,11296,6296,4365,4676,4204,"Hays County, Texas",1408,1181,1034,794,1340,948,1080,858,1014,745,1571,1829,2174,1369,1274,1172,1011
"G4802130","2016","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",30403,2099,1554,2290,1596,2488,2432,1180,1796,1435,1859,2809,4228,1839,1355,620,823,"Henderson County, Texas",1432,755,580,667,645,885,869,443,693,653,560,843,931,630,540,356,481
"G4802150","2016","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",234716,28270,20227,18923,17806,13830,15003,11416,11308,10521,18269,20356,17895,12584,7421,6245,4642,"Hidalgo County, Texas",4137,2660,2292,2342,2255,2415,2162,2217,2060,1830,2400,2400,2654,2392,1579,1584,1176
"G4802310","2016","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",31377,2152,1904,2271,1668,1276,1202,1161,1645,979,2675,3365,4212,1818,2131,1840,1078,"Hunt County, Texas",1309,693,605,824,561,452,497,553,789,443,904,743,1029,546,589,629,509
"G4802450","2016","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",95801,10698,4893,6315,5937,5735,4990,4891,4206,3412,6930,7586,10782,7379,4940,3612,3495,"Jefferson County, Texas",1773,1411,1202,1243,1076,1460,1144,1233,1245,868,1471,1696,1537,1338,1050,884,1010
"G4802510","2016","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",54048,1811,2635,1852,2416,2188,2491,3440,2286,2712,5222,6351,8361,5519,2677,2688,1399,"Johnson County, Texas",1472,720,815,679,817,861,803,1012,874,883,1159,1365,1647,1344,812,980,540
"G4802570","2016","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",36696,1088,990,2078,1370,2334,1691,1749,2353,1400,2025,4784,4192,4513,3046,1908,1175,"Kaufman County, Texas",918,473,461,656,681,832,649,837,828,574,679,1149,990,1023,710,582,355
"G4802910","2016","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",26204,1416,1666,1801,679,2292,1826,1437,2402,839,1637,2875,2773,1624,1151,1011,775,"Liberty County, Texas",1365,753,790,586,350,955,948,630,1004,587,954,993,1078,716,730,567,364
"G4803030","2016","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",111975,10416,4308,5575,5641,7340,5395,5681,6041,6494,9577,10350,13335,7576,4719,4181,5346,"Lubbock County, Texas",2185,2137,927,1393,1135,1461,1578,1233,1352,1451,1962,1720,1950,1519,886,1183,908
"G4803090","2016","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",87163,6571,4426,6040,5297,5861,5152,4362,4148,4135,6016,8476,9881,7192,2953,3400,3253,"McLennan County, Texas",2069,1232,969,1473,1246,1198,1098,1059,950,912,1262,1469,1681,1238,893,897,922
"G4803290","2016","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",56178,2246,1492,1446,2400,2843,2788,1601,2848,2379,5801,5921,5526,5250,3814,4006,5817,"Midland County, Texas",1332,827,852,820,921,1048,1100,906,1096,1216,1463,1356,1515,1153,989,1132,1091
"G4803390","2016","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",193637,8446,6721,6342,6828,8223,8421,6041,10205,7132,15999,16807,24630,19386,10704,14728,23024,"Montgomery County, Texas",2985,2009,1794,1696,1721,1902,2387,1482,2000,1658,2661,2729,3647,3402,2449,2268,2793
"G4803470","2016","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",23080,2510,1398,2470,2069,1388,1547,1030,937,1315,1312,1644,2404,1351,853,292,560,"Nacogdoches County, Texas",1302,906,593,922,765,584,836,402,488,655,623,608,653,564,431,208,371
"G4803550","2016","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",129254,8947,5661,6962,6252,6519,7476,5835,6093,5184,10298,14824,16706,10921,6959,5388,5229,"Nueces County, Texas",3069,1400,1305,1434,1442,1202,1290,1248,1491,1185,1778,1897,1947,1667,1612,1056,1084
"G4803610","2016","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",32538,2181,2214,1465,1392,1242,2462,955,1733,1646,2201,3708,3221,3435,1813,2104,766,"Orange County, Texas",1154,736,740,531,660,565,752,494,727,686,708,884,782,989,663,697,524
"G4803670","2016","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",44098,2229,2018,1777,1132,1979,1265,2029,2431,1708,3052,4757,5576,5191,3339,2815,2800,"Parker County, Texas",1111,726,884,712,556,616,797,665,934,650,932,1029,1081,1249,958,812,749
"G4803750","2016","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",42179,3803,2608,3441,1618,3088,2974,2169,1823,1565,4123,5344,3530,2391,1276,1259,1167,"Potter County, Texas",1475,820,694,924,504,769,820,695,697,564,970,1068,819,692,530,584,471
"G4803810","2016","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",49728,2292,981,2367,1474,2317,2620,2418,2382,1730,4048,5299,7376,5512,2253,3423,3236,"Randall County, Texas",1182,754,477,764,524,817,834,749,794,587,1003,1070,1311,1092,609,961,778
"G4803970","2016","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",31620,542,671,324,995,957,1525,750,824,761,2398,3201,3594,3829,3182,4631,3436,"Rockwall County, Texas",839,574,444,268,605,551,805,633,417,405,894,859,865,1015,964,952,828
"G4804090","2016","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",23761,1627,1340,1367,1762,1423,970,944,1110,514,2255,2563,3192,1763,1299,1442,190,"San Patricio County, Texas",1048,651,574,535,748,673,471,449,492,350,696,761,900,634,565,497,157
