GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G3801010","2016","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",27803,1719,767,1011,962,1136,1089,1333,1457,1527,2395,3312,3390,3214,2279,992,1220,"Ward County, North Dakota",1490,693,354,553,526,499,608,507,616,690,682,981,805,866,771,409,516
"G3900030","2016","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",39982,3575,2764,1883,3132,2656,1833,1765,1567,1631,4525,3818,5362,2275,1046,1121,1029,"Allen County, Ohio",1213,875,713,527,929,712,483,524,510,454,927,832,758,566,309,425,431
"G3900070","2016","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",38728,4593,2288,2394,2751,2067,1660,2226,2234,2005,3394,3902,3780,2685,1489,409,851,"Ashtabula County, Ohio",1250,1187,671,729,663,612,607,578,583,590,737,874,812,625,620,216,415
"G3900090","2016","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",21732,2696,1023,1961,1934,1337,1645,1164,878,742,1359,1923,1757,986,849,968,510,"Athens County, Ohio",1142,720,374,611,598,387,700,455,352,375,468,737,573,430,378,421,305
"G3900130","2016","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",27240,2256,2215,2086,1636,1358,949,1099,1244,1054,2044,2331,4137,2362,1442,601,426,"Belmont County, Ohio",929,718,659,652,556,385,390,376,440,429,579,612,922,689,619,289,221
"G3900170","2016","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",137314,8541,5563,6621,6559,4532,6816,6431,5003,4072,10953,14888,17527,14334,8706,8977,7791,"Butler County, Ohio",2256,1265,1230,1394,1281,1008,1379,1191,1115,925,1852,1966,2171,1944,1191,1439,1333
"G3900230","2016","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",54548,3531,3186,3362,3919,3783,2969,2553,3158,2436,4369,5956,7753,3432,1683,1473,985,"Clark County, Ohio",1391,707,876,685,842,708,688,642,738,687,731,1046,962,734,599,492,416
"G3900250","2016","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",77925,4452,3715,2739,2535,4004,2892,4207,4156,2957,6801,8039,10600,7386,4756,4709,3977,"Clermont County, Ohio",1403,1010,1019,669,677,941,803,854,1091,794,1237,1072,1426,1184,1001,849,847
"G3900290","2016","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",41469,2822,2143,2359,3305,2927,1875,1572,2640,1857,3728,4201,5474,3244,1660,999,663,"Columbiana County, Ohio",1478,901,773,872,738,862,632,555,720,728,1026,841,1036,772,526,560,386
"G3900350","2016","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",534355,58047,33042,29842,29570,27604,29599,24322,27822,20522,44234,44986,59293,35562,22909,20904,26097,"Cuyahoga County, Ohio",4530,3678,2289,2319,2290,2605,2633,2049,2569,2292,3102,2719,2955,2313,2005,1589,2041
"G3900410","2016","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",68617,2599,899,1382,2001,1543,1771,2291,2387,1712,4087,6437,6527,8358,7347,7634,11642,"Delaware County, Ohio",1091,827,412,462,670,617,575,678,701,675,996,1078,1097,1333,1307,1359,1464
"G3900430","2016","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",30682,1929,1575,1532,1650,1401,1611,1769,2851,1258,1828,3412,3348,2606,1291,1456,1165,"Erie County, Ohio",1432,906,719,533,661,606,668,620,974,480,572,796,779,652,549,571,596
"G3900450","2016","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",55614,2065,2794,1876,2526,2480,3041,1511,2498,2239,4079,6331,7944,5863,4710,3467,2190,"Fairfield County, Ohio",1284,813,851,635,810,753,771,497,809,702,831,1108,1407,1059,1155,686,789
"G3900490","2016","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",502932,38174,22082,22952,21962,23463,27140,21377,24338,20711,42664,55173,63899,44279,23607,26556,24555,"Franklin County, Ohio",4081,3038,2471,2517,2512,2805,2884,2268,2621,2514,3355,3665,4722,3442,2391,2533,1710
"G3900550","2016","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",35519,783,1328,502,737,862,1671,1714,2149,1840,2354,3515,4205,4928,2866,3256,2809,"Geauga County, Ohio",658,418,459,296,319,404,545,639,625,638,597,809,857,961,748,790,807
"G3900570","2016","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",63908,4452,2883,2637,2312,2244,2578,2826,3279,2434,5308,7408,6812,6196,4989,4187,3363,"Greene County, Ohio",1457,877,993,734,707,576,862,715,913,662,1210,1109,1115,1348,946,970,702
"G3900610","2016","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",335907,27487,18575,18784,17088,14918,17818,14891,13831,14618,26256,33850,37894,24340,18332,16361,20864,"Hamilton County, Ohio",3583,2708,2092,2635,2267,1902,2583,1929,2091,1826,2329,2913,2410,2385,2326,1698,1875
"G3900630","2016","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",31693,1286,1856,1317,1472,2094,1693,1977,1462,1537,2480,3519,3478,3371,1727,1543,881,"Hancock County, Ohio",936,394,685,521,706,797,675,847,465,761,791,808,831,811,494,575,365
"G3900810","2016","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",26971,2793,1558,1946,2258,1185,1311,1201,1451,1512,2402,2964,2834,1584,854,610,508,"Jefferson County, Ohio",1186,688,519,578,532,468,473,402,418,581,707,659,736,398,366,328,287
"G3900850","2016","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",96325,4291,3183,3385,4900,5217,4456,4963,4181,4079,7330,12111,14124,9375,5715,5532,3483,"Lake County, Ohio",1424,991,907,884,1013,1095,1080,1069,962,956,1131,1444,1541,1495,1043,1089,728
"G3900890","2016","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",62898,3952,2962,2950,3054,2111,3076,2723,2874,2865,5865,6314,9010,5935,3223,3283,2701,"Licking County, Ohio",1554,1345,852,880,900,769,1045,766,780,821,1047,1232,1386,1125,988,778,845
"G3900930","2016","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",117871,8611,4671,5882,5495,6855,4839,5340,6089,4787,11235,13010,15009,9967,5849,4900,5332,"Lorain County, Ohio",2165,1404,922,1178,1133,1273,1072,993,1139,929,1470,1810,1454,1513,1386,1027,1084
"G3900950","2016","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",180217,17798,12546,11700,11417,10426,9910,8600,8463,6292,13489,19369,17383,13437,6487,6686,6214,"Lucas County, Ohio",2346,2358,1865,1669,1870,1796,1756,1402,1342,1281,1822,2325,1570,1498,1153,1046,1004
"G3900990","2016","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",96998,9608,5586,7448,7201,5970,5209,5436,4854,4030,8251,8401,10335,6687,3227,2225,2530,"Mahoning County, Ohio",2259,1410,1068,1303,1314,963,897,1115,908,963,1059,1303,1486,1289,784,616,761
"G3901010","2016","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",25114,2269,2117,1795,1238,996,1892,1208,1628,702,2439,2759,2956,1772,482,464,397,"Marion County, Ohio",1713,811,904,584,596,424,587,411,640,364,679,797,597,642,284,279,229
"G3901030","2016","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",67812,2729,1571,2100,2471,2353,2412,2798,3205,2945,5103,7272,9889,9028,5683,4150,4103,"Medina County, Ohio",1365,867,594,687,728,669,755,650,832,808,904,1116,1379,1342,1185,826,969
"G3901090","2016","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",41313,1655,1862,2151,1691,1815,2115,1934,1119,2940,3312,5943,5733,3753,2164,2178,948,"Miami County, Ohio",1173,648,683,656,572,827,785,573,447,866,887,1059,949,1084,790,642,429
"G3901130","2016","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",223131,20691,12080,14388,14668,10804,11700,11393,12018,9343,17066,22274,26034,15874,9094,8083,7621,"Montgomery County, Ohio",3179,2281,1463,1658,1875,1728,1526,1617,1780,1326,1928,2203,2384,1406,1546,1220,1198
"G3901190","2016","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",34169,2746,2034,2521,2547,2724,1796,1661,1544,2739,2140,3748,3575,2134,687,1089,484,"Muskingum County, Ohio",1315,718,668,748,637,837,613,687,444,788,594,1001,1046,605,285,546,331
"G3901330","2016","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",62468,5044,4297,2869,4097,3204,3147,3226,3316,2110,5366,5655,8184,3993,3135,2593,2232,"Portage County, Ohio",1678,1232,1192,834,1046,791,924,707,943,600,1004,1081,1567,806,781,610,697
"G3901390","2016","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",48437,3415,2755,3212,3443,2316,3390,3953,2315,2187,4957,5657,5077,2753,1314,980,713,"Richland County, Ohio",1420,926,811,694,853,727,893,1096,715,661,1274,1130,841,752,581,421,424
"G3901410","2016","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",28710,1991,2710,1717,1409,1560,1841,1287,1513,964,1653,3499,3973,2408,942,509,734,"Ross County, Ohio",1156,642,780,529,561,598,593,501,666,304,553,757,918,812,481,334,386
"G3901450","2016","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",29904,4161,2265,1782,1902,1362,1529,2222,1882,1093,2155,2225,3171,2172,755,809,419,"Scioto County, Ohio",1206,1022,765,714,679,505,498,669,711,555,703,701,929,660,350,563,293
"G3901510","2016","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",152129,9360,7205,7841,7915,8496,8034,8232,8902,8526,12643,16837,20905,11175,7155,5266,3637,"Stark County, Ohio",1952,1505,1228,1413,1447,1413,1309,1447,1268,1363,1727,2082,2012,1464,1325,1084,789
"G3901530","2016","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",222202,14591,12364,11605,13514,11559,11908,9863,11433,8914,19777,22488,28513,15268,10880,9682,9843,"Summit County, Ohio",2934,1869,1657,1590,1961,1839,1722,1542,1351,1244,2102,2363,2350,1820,1475,1362,1184
"G3901550","2016","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",85799,7632,4506,5630,6308,3576,5824,4868,3984,4742,6790,8810,11065,5770,2280,2063,1951,"Trumbull County, Ohio",1744,1338,961,1237,1146,841,1129,1110,958,1094,1146,1161,1494,1074,592,545,752
"G3901570","2016","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",34968,1672,1810,2179,2121,2217,2501,1921,1620,1284,3026,5151,4725,2277,1281,588,595,"Tuscarawas County, Ohio",1304,580,589,573,576,660,725,626,506,515,819,968,903,650,453,295,329
"G3901650","2016","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",82404,2920,1879,2378,2816,2124,2430,2921,4525,3276,6077,7949,11537,8519,6353,8010,8690,"Warren County, Ohio",1178,845,793,816,877,651,751,930,1190,997,1099,1379,1603,1383,1291,1636,1376
"G3901690","2016","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",43277,2112,2351,2611,2549,2520,1969,2027,2449,1611,4393,4804,6031,3126,2068,1507,1149,"Wayne County, Ohio",1009,616,795,730,757,777,613,663,627,612,926,905,761,671,596,485,371
"G3901730","2016","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",50175,2835,2031,2453,2557,1751,3043,2100,2084,1828,4335,5654,6047,5304,2484,3331,2338,"Wood County, Ohio",1221,882,674,718,847,571,1054,619,687,599,820,1122,975,1029,718,872,642
"G4000170","2016","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",44235,1814,1134,1696,1724,2483,1929,1859,1592,1706,4143,4781,7444,4876,2506,2675,1873,"Canadian County, Oklahoma",1000,582,424,667,612,748,715,637,609,606,853,850,917,1015,567,637,500
"G4000270","2016","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",105102,7093,3340,3902,4966,5468,4247,3814,4689,4103,9647,12711,17449,8329,5814,4955,4575,"Cleveland County, Oklahoma",2170,1599,927,1031,1261,1145,1121,898,916,878,1667,1641,2028,1372,1219,1041,1004
"G4000310","2016","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",42986,3056,2317,1440,2345,2555,2772,2213,2012,2370,2332,5163,6453,4216,1607,1281,854,"Comanche County, Oklahoma",1636,852,775,562,693,746,748,666,561,739,608,1120,1351,1023,569,544,395
"G4000370","2016","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",25658,2011,1609,1960,1318,1979,1689,1377,1132,806,1981,2858,3076,1740,810,798,514,"Creek County, Oklahoma",635,438,401,581,323,447,419,365,402,321,517,598,591,427,321,260,238
"G4001010","2016","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",26000,3412,1628,2097,1431,1645,1580,880,1485,1020,2935,1864,2534,1481,574,855,579,"Muskogee County, Oklahoma",853,698,392,608,456,515,512,322,406,349,729,479,574,438,311,373,258
"G4001090","2016","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",300690,21272,15729,17223,16592,15665,17234,15328,15669,12415,25332,28795,35198,21624,13425,14293,14896,"Oklahoma County, Oklahoma",3262,2203,1675,1788,1714,1796,1747,2026,1757,1679,2340,2270,2768,2037,1516,1806,1585
"G4001190","2016","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",30657,5677,3120,1720,1235,1858,1513,997,1515,845,1559,2230,3117,2184,1229,784,1074,"Payne County, Oklahoma",1115,1123,888,697,385,719,697,511,591,311,548,680,865,631,485,397,552
"G4001250","2016","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",25547,2164,1744,1012,1861,1554,1836,2028,1337,1292,1846,2861,2373,1623,949,682,385,"Pottawatomie County, Oklahoma",769,451,424,310,396,448,422,521,374,388,436,537,486,439,360,254,210
"G4001310","2016","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",34130,1444,1264,1020,1681,1499,1613,1639,1427,1314,3126,4747,3735,3745,1983,2433,1460,"Rogers County, Oklahoma",645,384,364,267,435,445,392,398,348,374,640,678,681,575,477,449,421
"G4001430","2016","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",254473,20225,12131,13576,13428,12687,13717,13303,13665,11043,20056,25624,27036,20778,12384,12203,12617,"Tulsa County, Oklahoma",1476,1508,1264,1256,1261,1318,1366,1329,1359,1247,1537,1736,1489,1560,1274,1347,1181
"G4001450","2016","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",28289,1611,781,1619,1284,1150,1221,926,1242,1474,2073,2987,4780,3525,1899,974,743,"Wagoner County, Oklahoma",618,416,301,454,420,398,386,349,385,365,512,617,797,635,410,322,286
"G4100030","2016","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",34543,3768,1506,1797,1646,1840,1370,1484,520,1700,2759,2686,4116,2748,1728,2507,2368,"Benton County, Oregon",1077,887,594,851,620,642,693,563,302,580,722,618,785,710,527,680,588
"G4100050","2016","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",154070,5204,4317,6095,5886,4788,5617,6140,4372,6599,12809,15285,22659,16399,12701,11855,13344,"Clackamas County, Oregon",1986,1465,1018,1257,1306,1308,1276,1249,999,1215,1764,2092,2103,1847,1884,1633,1608
"G4100170","2016","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",71262,3393,2430,1877,2788,3677,3376,3156,3579,4083,6280,9242,9481,6640,3944,4253,3063,"Deschutes County, Oregon",1966,1219,973,732,1071,1076,1087,974,1201,1135,1515,1793,1592,1462,1152,1297,1037
"G4100190","2016","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",43818,2429,3104,4120,3256,2653,3294,1717,2238,1504,4068,5080,4381,2835,1346,783,1010,"Douglas County, Oregon",1380,773,773,1012,993,955,965,641,757,545,958,1264,1098,791,674,343,445
"G4100290","2016","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",86745,6696,5830,3856,5010,5887,4375,4342,4142,4536,7791,7811,9592,6720,4225,2862,3070,"Jackson County, Oregon",1916,1570,1445,974,1271,1619,1230,973,1048,1165,1565,1582,1618,1337,1080,933,885
"G4100330","2016","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",35439,4595,2432,2680,2140,2701,2654,1754,1205,1765,2083,4703,3109,1903,335,839,541,"Josephine County, Oregon",1093,1050,739,1056,800,957,827,770,618,726,699,1232,852,687,248,383,303
"G4100350","2016","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",26359,1520,2436,1505,1310,1750,1240,1345,1846,2075,2386,2502,2669,1298,871,1039,567,"Klamath County, Oregon",1213,517,682,570,478,703,559,588,586,644,670,674,614,519,323,452,285
"G4100390","2016","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",147712,13191,7664,7901,8925,9528,7595,7742,7660,6440,12222,15093,17562,10807,5257,5575,4550,"Lane County, Oregon",2024,1649,1242,1329,1487,1657,1450,1351,1425,1172,2169,1953,2130,1343,963,1097,835
"G4100430","2016","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",46645,2471,2106,2736,2247,3339,2755,1967,2802,2389,3107,5837,6446,4225,1418,1742,1058,"Linn County, Oregon",1122,712,726,679,782,1044,882,795,985,669,823,1157,1355,1018,504,735,408
"G4100470","2016","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",116787,4191,4855,5904,7513,5006,8508,6133,4472,5270,10376,14996,16048,10566,5230,4402,3317,"Marion County, Oregon",1920,915,1164,1411,1748,1144,1571,1074,954,1078,1477,2105,1959,1605,1097,1140,869
"G4100510","2016","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",320476,21869,14663,11733,14393,14931,13477,11762,13474,13032,24358,32058,38870,32230,20137,19656,23833,"Multnomah County, Oregon",3269,2388,2125,1835,2212,2066,1649,1697,2029,1947,2184,2694,2992,2975,2192,2002,2096
"G4100530","2016","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",29291,1851,791,1026,1125,1884,1746,2289,1439,1131,2572,3254,3746,2756,1056,1664,961,"Polk County, Oregon",891,674,380,402,536,638,704,903,747,606,880,851,1083,744,421,586,517
