GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G4200950","2014","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",113312,5513,4946,5901,5468,4383,5452,3987,5329,3984,9819,13003,14805,11076,6748,6489,6409,"Northampton County, Pennsylvania",1629,1080,1231,1064,1005,968,1029,839,1044,863,1162,1371,1596,1491,1414,1178,1004
"G4200970","2014","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",38712,3234,2460,2867,2415,2652,3382,2451,1756,1436,3438,4187,4625,1940,677,702,490,"Northumberland County, Pennsylvania",1179,907,574,767,510,727,713,665,495,487,766,794,715,555,248,266,231
"G4201010","2014","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",577862,80041,46345,38683,33789,30856,36259,27826,29980,24238,43769,47291,53283,32111,17675,19296,16420,"Philadelphia County, Pennsylvania",5809,4515,3548,3191,3468,3071,2954,2639,2804,2776,3464,4103,3720,2849,2171,2151,1883
"G4201070","2014","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",58061,4114,4040,4371,3839,2900,4044,3572,3140,2409,5315,6429,6429,4244,1459,1278,478,"Schuylkill County, Pennsylvania",1701,786,847,800,949,672,847,810,721,576,933,899,791,767,465,433,258
"G4201110","2014","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",29481,1608,2398,1482,2019,1606,1374,1975,1636,1759,2746,3535,3527,1741,963,625,487,"Somerset County, Pennsylvania",1128,383,527,330,544,365,402,520,405,554,602,594,611,441,339,292,254
"G4201250","2014","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",82396,4183,4489,4600,4478,3365,4597,4738,4101,3342,5423,7661,10470,7988,4645,4229,4087,"Washington County, Pennsylvania",1669,700,771,634,847,717,802,950,733,737,903,982,1283,1323,1018,675,787
"G4201290","2014","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",151362,9556,7770,8716,8091,7281,6356,6632,7159,6900,14798,17169,19616,12695,6624,6927,5072,"Westmoreland County, Pennsylvania",2205,1413,1165,1389,1350,1123,987,1282,1123,1065,1720,1615,1743,1494,1009,1016,878
"G4201330","2014","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",169212,8942,7148,8218,9066,8064,7024,8698,6991,7948,14456,20619,22923,16023,8570,9548,4974,"York County, Pennsylvania",1991,1393,1162,1262,1254,1412,1190,1415,1269,1336,1987,1887,1984,1427,1247,1171,1055
"G4400030","2014","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",67432,4185,2508,3202,3251,1672,4141,2366,2840,2704,5693,6581,8666,7619,4565,3477,3962,"Kent County, Rhode Island",1344,1021,814,1062,832,599,1056,793,985,791,1157,1160,1338,1060,900,728,850
"G4400050","2014","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",35825,1851,1523,971,1742,1403,2183,601,1166,1551,2450,3160,4169,4194,2525,3056,3280,"Newport County, Rhode Island",1304,548,630,374,618,484,725,314,486,734,744,784,863,892,715,856,681
"G4400070","2014","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",237787,24420,14853,12302,13526,12521,11712,13250,12118,8171,17473,21623,27929,16298,10254,10284,11053,"Providence County, Rhode Island",2329,2601,1748,1657,2013,1809,1425,2018,1646,1307,1790,2214,2194,1784,1548,1395,1453
"G4400090","2014","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",48898,2882,2046,2351,1716,1363,1613,2586,1589,1157,3596,4781,7290,5236,3233,3692,3767,"Washington County, Rhode Island",1858,932,713,848,604,697,620,808,563,474,916,1164,1119,1026,706,911,740
"G4500030","2014","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",63518,4649,3295,4116,3633,3821,2565,3788,3102,3689,4238,6079,8097,5963,2688,2181,1614,"Aiken County, South Carolina",2202,1072,741,1028,1036,1065,884,1090,910,1037,1062,1277,1194,1279,921,749,582
"G4500070","2014","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",74333,6071,5249,6012,5394,4772,3462,3408,4709,3922,7967,5767,8651,4313,2397,1415,824,"Anderson County, South Carolina",1963,1152,1429,1246,1200,1143,799,996,1092,1212,1375,1114,1516,1089,841,714,354
"G4500130","2014","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",66191,3781,2237,3258,3176,3962,2841,4597,2969,2338,6261,7093,8716,5485,2608,2566,4303,"Beaufort County, South Carolina",2132,974,733,905,1066,1043,823,1410,873,784,1107,1423,1434,972,804,703,1084
"G4500150","2014","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",69821,4631,2892,3414,3330,4666,4082,3325,3308,2719,7566,7920,8774,6526,2692,1857,2119,"Berkeley County, South Carolina",1621,937,906,1025,875,1122,1122,807,750,818,1354,1390,1405,1196,792,590,678
"G4500190","2014","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",153179,11352,7727,8092,8622,6464,8173,8772,7080,5249,10901,15474,16774,12261,7805,8025,10408,"Charleston County, South Carolina",2537,1639,1611,1232,1434,1277,1401,1599,1346,1119,1763,2194,1911,1820,1599,1558,1545
"G4500310","2014","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",25099,3418,2237,2023,1445,1504,2023,1528,1045,1229,1363,2261,2134,1020,982,627,260,"Darlington County, South Carolina",1080,989,763,653,619,719,716,779,523,573,524,684,528,393,504,359,228
"G4500350","2014","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",53509,4352,2280,1672,2829,2911,3708,2030,1839,2202,4035,6674,7856,4658,2956,2441,1066,"Dorchester County, South Carolina",1339,1126,875,543,957,999,1053,648,690,856,962,1336,1155,860,815,855,448
"G4500410","2014","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",52716,6129,4052,2394,3641,2845,2489,3081,2304,1531,4312,5694,7155,2858,1464,1568,1199,"Florence County, South Carolina",1353,1388,947,678,1068,704,835,1039,713,543,1151,986,1258,708,570,671,444
"G4500450","2014","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",181092,11343,11604,9882,12590,11636,10570,7724,9114,7103,15596,18094,20845,11794,7922,7802,7473,"Greenville County, South Carolina",2747,1762,1596,1517,1954,1492,1247,1150,1753,1220,1723,1734,2074,1545,1241,1043,1101
"G4500470","2014","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",27151,3029,2248,1550,2327,1946,997,2084,1326,1268,1800,2083,2764,1797,921,245,766,"Greenwood County, South Carolina",1144,786,725,543,756,637,406,721,550,504,742,662,997,727,355,183,323
"G4500510","2014","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",125157,9250,8044,7355,7719,7753,8548,9063,7780,8606,10214,14012,12135,5953,3229,3247,2249,"Horry County, South Carolina",3511,1464,1480,1360,1522,1372,1414,1461,1293,1534,1469,1733,1596,1111,854,856,696
"G4500570","2014","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",28903,2336,2023,1763,1588,2238,1450,1665,1611,1073,2025,3168,3061,1477,1393,1599,433,"Lancaster County, South Carolina",1416,847,694,657,626,703,579,696,633,483,667,981,886,582,599,771,316
"G4500590","2014","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",24998,2928,1781,1563,2309,1453,1714,1436,1671,1996,1282,2319,2941,572,421,295,317,"Laurens County, South Carolina",1199,804,662,610,791,468,677,405,619,670,537,577,736,264,353,186,254
"G4500630","2014","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",107408,6178,5202,6470,5311,5411,5222,5127,5009,5155,9668,12358,14422,9091,5288,4301,3195,"Lexington County, South Carolina",2046,1073,1161,1250,1125,1106,965,975,1138,1169,1375,1658,1748,1376,1094,793,757
"G4500730","2014","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",32113,2078,3699,2743,2601,2224,2650,1323,1053,803,3029,3294,2956,1712,779,434,735,"Oconee County, South Carolina",1468,641,1182,986,776,814,865,458,426,350,764,830,849,542,311,253,379
"G4500750","2014","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",31350,6027,3669,2650,1731,2087,2012,1574,1635,912,2447,1838,1525,1402,1006,504,331,"Orangeburg County, South Carolina",1522,1016,805,805,563,722,577,549,604,439,775,610,571,485,447,328,241
"G4500770","2014","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",43859,3361,3913,3426,3681,3047,2196,2243,2585,2272,2803,3798,4477,2811,1578,1285,383,"Pickens County, South Carolina",1680,841,1132,813,943,803,726,817,640,673,867,784,880,779,631,473,312
"G4500790","2014","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",146458,10773,8204,7821,9556,8192,8996,6540,6523,6585,13967,12698,17241,10840,8109,5297,5116,"Richland County, South Carolina",2828,1407,1246,1456,1656,1550,1806,1328,1193,1253,2317,1613,1976,1548,1435,1037,1081
"G4500830","2014","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",110179,7022,8076,6991,8671,6944,7309,5696,5658,5614,8816,11928,13080,5863,3550,2708,2253,"Spartanburg County, South Carolina",2024,1115,1329,1424,1554,1385,1510,1341,1230,1291,1426,1972,1572,1167,841,687,648
"G4500850","2014","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",39936,4673,2622,3038,4050,3158,1751,1750,2435,1241,3291,3898,4226,1934,911,723,235,"Sumter County, South Carolina",1360,1036,733,897,1167,1004,600,618,778,547,1019,959,1129,683,424,499,176
"G4500910","2014","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",91868,5798,5545,5231,4578,4948,4461,5127,4546,3551,7113,8308,11499,6541,4815,5445,4362,"York County, South Carolina",1674,1371,1275,1493,1084,1189,977,1043,912,887,1456,1501,1518,1070,869,1098,946
"G4600990","2014","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",71099,3995,4045,2990,3233,4248,3640,3794,3679,2886,6334,8542,9254,6846,3331,2306,1976,"Minnehaha County, South Dakota",1271,938,856,714,761,1124,956,909,751,879,1109,1472,1163,1165,764,593,621
"G4601030","2014","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",42161,2386,1947,2504,2370,2490,2635,3514,1712,2497,3739,4212,5683,2855,1375,1053,1189,"Pennington County, South Dakota",1271,740,788,797,699,747,773,904,606,723,908,1011,1034,780,500,428,505
"G4700010","2014","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",30183,2286,1878,1399,3013,1363,1834,1356,1366,1176,2137,2931,3825,1976,1751,1241,651,"Anderson County, Tennessee",1341,801,493,602,760,562,717,418,427,456,719,680,908,661,648,461,286
"G4700090","2014","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",47871,2852,2803,2621,4338,3323,1960,2240,2641,2362,4352,5345,5253,3106,1739,1524,1412,"Blount County, Tennessee",1500,831,719,760,1149,869,609,672,962,711,788,1115,1001,820,660,565,520
"G4700110","2014","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",37741,2466,2570,2432,2979,2456,2793,2100,1672,2035,2422,3137,4784,2414,806,1596,1079,"Bradley County, Tennessee",1240,853,896,787,862,834,693,824,733,883,703,864,1285,719,422,851,487
"G4700370","2014","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",267952,20822,16042,14592,16799,14581,14527,14555,14463,11945,21925,25935,29617,18496,10648,11597,11408,"Davidson County, Tennessee",3312,2347,2161,1769,2339,2086,1788,2090,2053,1594,2356,2535,2574,1884,1445,1741,1567
"G4700590","2014","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",27296,2734,1138,2207,2473,1914,2375,1888,1564,1228,2670,2654,2250,836,668,422,275,"Greene County, Tennessee",1341,823,532,786,769,671,789,630,644,563,794,696,653,504,406,261,248
"G4700650","2014","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",136427,10688,9036,7241,7386,6482,6538,8205,7862,7190,11727,13103,14874,9753,6093,5772,4477,"Hamilton County, Tennessee",2729,1701,1490,1664,1436,1349,1367,1583,1545,1244,1789,1692,1531,1451,1142,1127,990
"G4700930","2014","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",177479,15322,12357,12060,10065,10225,7704,9935,8479,7377,12924,16529,19500,13634,7022,6399,7947,"Knox County, Tennessee",2620,1688,1661,1767,1657,1500,1198,1587,1292,1213,1554,1816,2323,1399,1276,1009,1181
"G4701130","2014","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",38009,4101,3390,1977,2033,2286,2221,2132,2046,1133,3880,3342,4350,2393,991,1028,706,"Madison County, Tennessee",1092,1028,935,664,638,631,719,625,773,368,898,955,974,786,355,332,358
"G4701190","2014","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",31472,1305,2211,2312,1842,1370,1093,1641,1778,1533,2033,3872,5171,2227,1825,566,693,"Maury County, Tennessee",1574,596,762,677,685,563,509,507,572,683,616,857,1164,690,663,308,353
"G4701250","2014","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",65474,5181,2642,3167,3516,3038,3507,4547,3562,2413,7166,8657,8470,4269,1813,2215,1311,"Montgomery County, Tennessee",1709,1138,751,905,879,988,986,1145,957,637,1441,1315,1618,1061,657,871,547
"G4701410","2014","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",29705,3347,2726,2404,2213,2123,1890,1199,1398,1148,3096,3431,1983,1321,100,559,767,"Putnam County, Tennessee",1086,880,766,864,797,774,579,487,549,492,901,771,583,488,132,325,392
"G4701470","2014","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",24867,1303,1509,813,894,1570,1246,2190,875,1296,2469,3013,3618,1761,1020,580,710,"Robertson County, Tennessee",717,535,598,414,402,731,585,715,417,522,672,778,907,605,470,387,432
"G4701490","2014","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",103456,6445,3541,3940,5038,5157,5861,6681,5978,5040,11277,11385,13377,8850,4829,3899,2158,"Rutherford County, Tennessee",1789,1289,1033,972,1355,1341,1235,1335,1414,1220,1757,1595,1838,1563,1157,958,790
"G4701550","2014","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",35072,2527,3242,2438,2925,2268,2483,1998,1673,1486,2916,3090,3919,1717,694,478,1218,"Sevier County, Tennessee",1669,774,989,760,897,715,793,718,555,723,990,890,1093,616,358,444,579
"G4701570","2014","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",347377,35111,22446,24360,23145,19408,19637,16046,16428,13104,24078,30598,35057,24444,14013,14772,14730,"Shelby County, Tennessee",3554,2954,2460,2514,2699,2148,2160,2342,2240,1748,2263,2564,2995,2238,1879,1745,1725
"G4701630","2014","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",66956,6256,4898,4495,5112,5511,4346,4232,2963,2251,4917,5491,6808,4463,1753,2157,1303,"Sullivan County, Tennessee",1266,1243,1128,1010,937,1224,981,1106,860,628,971,1109,1238,939,534,634,421
"G4701650","2014","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",62455,3402,2520,2171,2732,3110,3305,3348,4121,2139,5051,7627,9368,5053,2382,3645,2481,"Sumner County, Tennessee",1506,956,693,602,847,856,746,823,1174,651,1136,1285,1368,823,747,886,716
"G4701790","2014","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",52788,4983,3191,3832,3565,2845,4119,2127,3080,2566,4167,6001,5403,2557,1049,1679,1624,"Washington County, Tennessee",1644,1111,760,1054,1004,842,1117,729,973,927,915,1238,1158,812,533,782,536
"G4701870","2014","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",71407,2401,1022,1952,2273,1288,2009,3234,2387,2681,3898,5683,8655,8665,6572,6708,11979,"Williamson County, Tennessee",867,1054,473,1073,694,497,653,1118,965,1014,1060,1138,1467,1392,1548,1127,1545
"G4701890","2014","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",46768,2013,1977,2006,2198,2581,2283,2211,2272,2229,3729,4868,6122,5544,2550,2289,1896,"Wilson County, Tennessee",916,678,748,775,792,783,774,686,769,661,1046,1112,1102,1102,862,783,598
"G4800050","2014","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",30344,3440,1535,1639,1624,1840,1544,2605,1934,1565,2747,3454,3486,1475,399,661,396,"Angelina County, Texas",1362,1024,581,568,507,759,521,838,628,668,806,890,1074,634,247,358,223
"G4800210","2014","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",25974,1500,1004,1335,1152,1211,1200,1061,1928,1564,2187,2622,2930,2473,1773,1450,584,"Bastrop County, Texas",1350,646,622,758,642,645,789,549,865,975,863,934,921,885,828,682,471
"G4800270","2014","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",114953,6597,5445,5587,6792,6294,5533,6365,7353,5089,11699,13127,14508,8433,3856,4416,3859,"Bell County, Texas",2678,1111,1276,1238,1370,1111,1162,1383,1558,1113,1722,1990,2000,1409,968,1176,883
"G4800290","2014","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",625260,50633,33597,33621,37196,34992,36068,29475,29503,22572,50588,63360,73415,50093,27139,27923,25085,"Bexar County, Texas",4452,2947,3037,2927,2868,3334,2846,2651,2444,2342,3379,3857,3951,3265,2597,2100,2568
"G4800370","2014","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",32915,3123,2731,1851,2208,2298,2209,1915,871,1363,2694,2992,4043,2552,770,726,569,"Bowie County, Texas",1522,880,808,762,856,770,761,821,520,653,786,864,1070,756,341,375,280
"G4800390","2014","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",114265,5010,5041,3640,3292,4477,3494,4358,3236,5038,7032,12668,17865,12290,9875,9080,7869,"Brazoria County, Texas",2252,1267,1298,1231,685,1371,1008,1085,914,1221,1134,2096,2511,1871,2223,1724,1598
"G4800410","2014","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",77806,9756,6108,4280,4149,3927,4442,5316,3489,2678,5715,7524,8477,4885,1893,2495,2672,"Brazos County, Texas",1637,1426,1498,1225,1102,1217,1105,1183,1161,858,1283,1332,1628,1107,557,680,589
"G4800610","2014","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",121009,19521,10146,9661,10023,7466,6908,5627,5277,4636,8168,9358,8817,6934,4588,2617,1262,"Cameron County, Texas",2320,2000,1711,1583,1595,1460,1384,1107,1291,1059,1449,1553,1481,1467,996,711,518
"G4800850","2014","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",312298,9933,7584,7770,8129,7355,9228,11415,11403,12474,22783,29548,38034,41840,25233,31913,37656,"Collin County, Texas",2620,1932,1534,1528,1598,1527,1510,1807,2290,2151,2584,2578,2869,3255,2487,2523,2511
"G4800910","2014","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",44382,2125,2008,1936,1039,1495,2094,1734,2339,2670,3850,3967,6430,4373,2506,3305,2511,"Comal County, Texas",1512,804,616,638,645,495,761,569,816,914,905,1067,1253,1002,643,753,677
"G4800990","2014","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",22380,1025,1218,1350,1084,1322,1640,1957,1153,1556,1798,2475,3228,1240,681,358,295,"Coryell County, Texas",1218,403,514,579,516,542,564,746,478,616,589,661,730,535,269,271,289
"G4801130","2014","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",891554,65224,48586,47919,52115,48591,52318,50322,43128,36810,71915,86493,96809,63448,37363,40216,50297,"Dallas County, Texas",5439,3449,3305,4019,3873,2812,3711,4765,3675,3333,3897,4833,5646,3636,3459,3116,3045
"G4801210","2014","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",265729,10279,7517,10139,9075,9497,11066,9276,10187,10792,18689,27643,35856,29057,20296,22309,24051,"Denton County, Texas",2556,1930,1456,1571,1681,1794,1707,1607,1822,1816,2170,2479,2880,2537,1926,1756,2241
"G4801350","2014","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",50724,2056,1989,3092,3249,2189,1770,2632,2397,2076,4299,4593,6694,5299,2920,2355,3114,"Ector County, Texas",1658,707,669,918,1177,746,636,806,757,807,993,1240,1379,1112,987,864,906
"G4801390","2014","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",53454,2196,1887,1969,2968,2592,2715,3064,2200,2668,4348,5373,8569,4159,3241,3764,1741,"Ellis County, Texas",1235,735,778,738,913,700,773,948,984,879,1115,1111,1358,908,975,1023,608
"G4801410","2014","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",255736,26355,17283,19018,16806,16914,15779,15172,13682,13687,20097,23040,23837,13939,7386,7508,5233,"El Paso County, Texas",3048,2499,1982,2426,2274,2250,1963,2002,1958,1910,2590,2688,1917,1934,1266,1168,1238
"G4801570","2014","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",214215,5284,4247,6534,5715,7208,6103,6145,5868,6571,15509,22307,28349,21051,20350,21302,31672,"Fort Bend County, Texas",2747,1494,1058,1337,1408,1777,1328,1507,1640,1947,2295,2913,3282,2481,2518,2623,2984
"G4801670","2014","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",117452,8509,4931,5912,7832,5198,6047,4547,3889,4325,8359,11813,11154,10392,7893,8922,7729,"Galveston County, Texas",3017,1378,1208,1229,1708,1070,1401,1053,971,1138,1735,1756,1950,1515,1737,1487,1314
"G4801810","2014","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",46621,2844,2548,3497,3315,2441,1716,2158,2875,1276,3475,4553,7683,3319,1463,2514,944,"Grayson County, Texas",1490,734,1014,881,971,678,610,725,786,471,802,893,1204,947,597,737,453
"G4801830","2014","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",46314,3632,3089,2859,3279,2419,1893,1416,1423,2752,3749,5212,5017,4323,2401,1537,1313,"Gregg County, Texas",1527,937,837,1016,986,715,854,508,581,846,1067,1128,1034,984,699,595,548
"G4801870","2014","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",50383,2142,2139,1488,2262,1966,2298,2258,2414,2855,4505,5361,7683,5801,3176,1916,2119,"Guadalupe County, Texas",1193,754,749,555,741,903,724,758,688,731,905,976,1622,1145,737,679,603
"G4802010","2014","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1538072,98872,76111,81372,85763,78759,81768,75127,68665,60258,120363,148549,168448,124696,70968,88328,110025,"Harris County, Texas",7228,5754,5105,4734,4612,5413,5641,5466,4523,4242,5934,7843,7238,7526,4493,5535,5278
"G4802030","2014","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",22997,2311,1176,1075,1853,839,1184,609,1694,863,1109,2204,4626,1429,854,509,662,"Harrison County, Texas",1107,807,611,513,763,504,554,332,787,422,458,669,1161,596,444,289,380
"G4802090","2014","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",63497,6135,4290,2496,3566,2508,2649,1793,2159,2068,4690,6323,9627,6200,2694,2996,3303,"Hays County, Texas",1595,1367,1173,838,985,928,984,727,790,676,1277,1376,1675,1165,737,878,889
