GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G4800290","2018","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",644193,54666,30617,31266,31377,29329,33411,30098,29615,29504,50158,67129,81060,52003,32982,30759,30219,"Bexar County, Texas",4231,3627,3000,2878,2987,2937,3123,2755,3074,2755,4129,4043,4530,3509,2994,2418,1997
"G4800370","2018","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",35228,4283,2367,1647,1646,1598,1502,1368,2388,1505,2735,3854,3349,2787,1449,1677,1073,"Bowie County, Texas",1586,1326,803,693,781,641,571,779,809,688,795,1075,973,873,534,725,526
"G4800390","2018","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",120802,5054,4057,3658,4596,5821,5067,2684,5196,2966,7558,14946,17063,13238,8512,11284,9102,"Brazoria County, Texas",2771,1431,1168,1380,1443,1840,1765,1069,1421,993,2072,2527,2665,2230,1706,2423,1693
"G4800410","2018","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",81030,9270,4262,3040,5584,4491,4334,2455,3047,3946,5360,8482,8152,6426,4393,3358,4430,"Brazos County, Texas",2472,1716,1161,962,1362,1125,1410,815,927,1235,1206,1412,1516,1266,1015,829,905
"G4800610","2018","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",124812,14362,10258,9466,9630,6725,7983,6103,4741,4764,11442,11168,11966,5900,3810,3976,2518,"Cameron County, Texas",2810,2059,1691,1728,1721,1460,1542,1312,1001,1128,1953,1547,1839,1345,842,1299,636
"G4800850","2018","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",344824,12832,4861,7679,6715,8694,10032,8836,11329,10313,22054,31505,42350,41640,32156,38790,55038,"Collin County, Texas",3891,2565,1307,1729,1481,1944,2103,1589,1904,2005,2668,2893,4074,3122,2062,3338,3949
"G4800910","2018","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",53182,2156,1441,1047,1977,1930,2167,1936,2691,2156,3386,5079,8327,4101,4793,4003,5992,"Comal County, Texas",1622,719,639,554,814,702,682,842,940,740,1004,1050,1609,892,1334,986,1019
"G4800990","2018","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",21491,1246,874,1400,1571,2212,1330,1477,446,838,1560,2478,2678,1708,771,581,321,"Coryell County, Texas",1410,524,487,649,660,888,618,613,258,461,584,688,719,659,376,358,276
"G4801130","2018","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",937438,53340,32580,37169,41993,41778,50551,48195,42242,39248,82627,99313,114895,79485,50556,53571,69895,"Dallas County, Texas",5652,3495,3149,2664,3642,3263,3689,3787,3717,3362,4603,5277,4982,5036,3405,3830,3920
"G4801210","2018","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",297899,9910,6313,6208,7966,8383,8329,12274,9798,10235,18689,27604,41263,33546,23513,35018,38850,"Denton County, Texas",3021,1701,1668,1738,1419,1728,1882,1832,1764,1707,2392,3046,3480,2838,2559,3193,2705
"G4801350","2018","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",54326,2339,1773,2230,2250,2077,3226,1982,2340,1810,5001,5788,7606,5249,3041,3725,3889,"Ector County, Texas",1293,700,706,888,802,866,1189,815,1095,763,1270,1523,1645,1371,1176,1123,1196
"G4801390","2018","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",58633,1338,1746,1898,2718,2009,1314,1605,2119,2181,4897,5910,8680,7906,4684,6039,3589,"Ellis County, Texas",1424,469,773,780,884,765,549,564,806,772,1273,1295,1435,1447,1074,1205,992
"G4801410","2018","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",270160,25679,17004,20579,17241,16471,15307,13222,11800,12863,23491,24217,26280,18890,9544,10450,7122,"El Paso County, Texas",3749,2659,2077,2549,2685,2073,2347,1879,2056,2182,2971,2792,3328,2569,1799,2088,1269
"G4801570","2018","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",245410,7830,3705,6038,6873,6898,7031,4689,8137,8308,18863,22545,29648,26754,19490,30766,37835,"Fort Bend County, Texas",3404,2017,1159,1521,1608,1406,1609,1397,1772,1906,3394,3138,3743,3454,3577,3089,3899
"G4801670","2018","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",121976,7721,5436,3461,4510,3820,5360,4093,4688,3801,8615,9887,16719,13959,8724,10039,11143,"Galveston County, Texas",2780,1861,1213,957,1046,1126,1401,1367,1143,1091,1698,1905,2240,2164,1881,1731,1832
"G4801810","2018","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",48963,3532,2822,1477,2110,2874,2861,2927,1343,3346,4831,4465,6736,3704,1422,3091,1422,"Grayson County, Texas",1573,1037,871,577,756,1074,1069,1005,534,1215,1300,1061,1271,940,492,963,612
"G4801830","2018","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",45513,3413,2174,2857,1878,2023,3248,2540,1403,2555,3656,4014,5260,4475,2128,2078,1811,"Gregg County, Texas",1787,1251,793,922,778,712,1037,893,664,790,848,1034,1092,1440,965,711,625
"G4801870","2018","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",54789,2038,2414,1004,1947,1159,2426,2178,2013,2440,4009,6216,7561,6890,3394,4393,4707,"Guadalupe County, Texas",1319,615,764,532,752,475,861,838,754,717,1073,1311,1375,1127,1034,1095,1038
"G4802010","2018","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1600357,103453,63740,70952,79430,73774,79892,70679,68593,64184,121813,155912,189558,135074,89466,100017,133820,"Harris County, Texas",7642,6211,4680,5484,5382,5445,5651,4543,5393,4820,6250,7085,8204,6913,6066,5458,5466
"G4802030","2018","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",22928,1775,1045,619,1748,1286,669,1701,1860,589,1649,2088,2886,2532,955,670,856,"Harrison County, Texas",1449,846,591,419,676,578,400,797,981,347,774,816,1001,863,554,365,456
"G4802090","2018","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",75164,5119,2282,3571,2311,3630,3224,3369,2428,1787,6769,7039,12025,6714,3676,5083,6137,"Hays County, Texas",1856,1603,1206,1438,1138,1388,1029,1274,821,766,1514,1651,2340,1405,1093,1407,1303
"G4802130","2018","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",30843,1959,3129,2026,2433,1935,1821,1313,1692,1091,2341,2614,2779,2116,1318,1045,1231,"Henderson County, Texas",1659,750,1070,744,716,830,579,496,632,483,789,904,794,663,504,536,533
"G4802150","2018","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",237323,29166,21261,15746,16244,13760,13441,10705,11284,9425,18343,20674,22232,15580,7241,6818,5403,"Hidalgo County, Texas",3787,3456,2983,2541,2537,1860,2178,1674,2094,1935,2492,3030,2752,2198,1556,1391,1358
"G4802310","2018","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",34132,1617,1942,1999,2347,1925,2202,1615,1262,941,2120,3311,4537,3724,1629,1675,1286,"Hunt County, Texas",1031,550,737,738,764,682,712,604,626,401,716,972,1099,915,631,516,575
"G4802450","2018","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",90839,9810,5085,4552,5936,5487,4485,5012,3196,3489,7710,6422,9966,6437,3868,5399,3985,"Jefferson County, Texas",2297,1572,1246,1237,1432,1251,1203,1294,933,1034,1579,1234,1700,1491,895,1215,891
"G4802510","2018","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",59180,2718,1822,1653,1961,1791,2592,3066,3624,2832,5930,7158,7582,6809,2602,4428,2612,"Johnson County, Texas",1324,758,813,768,834,801,909,956,983,863,1490,1304,1153,1253,785,1222,917
"G4802570","2018","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",39049,1851,1394,1379,2305,1118,1482,1216,1404,1256,3291,4680,4450,5504,3391,2654,1674,"Kaufman County, Texas",1186,698,689,680,824,621,596,629,609,660,905,921,1032,1156,886,716,525
"G4802910","2018","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",27468,1794,1457,939,2391,991,1505,858,1230,1754,3121,3128,4188,1405,806,1323,578,"Liberty County, Texas",1487,684,870,674,907,536,663,615,503,841,1271,1117,1230,662,461,616,329
"G4803030","2018","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",115686,10782,6296,6594,6917,4763,6094,6298,4098,5601,6652,11566,15171,9640,6078,4960,4176,"Lubbock County, Texas",2429,1822,1408,1408,1423,1153,1240,1601,972,1109,1265,1610,2044,1860,1145,1198,1040
"G4803090","2018","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",92158,8347,5512,5601,5883,4218,4391,4639,4738,3498,7279,8270,11412,7716,3737,3902,3015,"McLennan County, Texas",1849,1282,1123,1343,1347,1041,1194,1120,1151,1055,1403,1468,1738,1108,1003,972,747
"G4803290","2018","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",57636,2103,2413,2035,1495,2203,1073,1903,2040,1527,4265,4797,9472,5722,5106,5095,6387,"Midland County, Texas",1380,834,1090,953,748,759,503,787,996,790,1102,1258,2098,1337,1392,1419,1376
"G4803390","2018","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",202797,10207,4711,5455,8089,5608,6933,6657,8469,8453,13842,19483,25017,19415,15310,19039,26109,"Montgomery County, Texas",3699,2471,1426,1619,2001,1512,1992,1948,1989,2042,2452,3051,3219,2995,2544,3041,2901
"G4803470","2018","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",23442,1736,1982,1295,1659,1273,916,1147,1179,1435,2204,2355,2650,1573,769,308,961,"Nacogdoches County, Texas",1439,740,826,533,610,529,560,497,605,612,751,770,720,610,375,225,462
"G4803550","2018","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",129987,8279,7415,6425,6309,5552,6454,7260,6214,5604,8697,13415,18127,12649,5474,6143,5970,"Nueces County, Texas",2590,1375,1811,1417,1373,1215,1401,1583,1579,1314,1315,2034,2528,1887,1034,1207,1190
"G4803610","2018","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",30047,1370,1531,1245,722,1908,1393,1693,1321,1909,2828,2425,4103,2758,1599,2384,858,"Orange County, Texas",1564,695,611,645,421,836,646,633,530,775,863,823,1038,901,635,824,499
"G4803670","2018","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",46238,2889,698,593,1455,2069,1766,1830,1940,1565,4212,4562,5115,5711,3114,4437,4282,"Parker County, Texas",1403,993,388,300,662,843,758,885,853,815,1029,970,1108,1168,813,1011,979
"G4803750","2018","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",45550,4779,3240,1892,3852,3397,3668,1580,2277,2451,4169,4470,3748,2610,833,811,1773,"Potter County, Texas",1413,1172,780,594,968,777,1031,659,947,793,973,936,862,647,368,369,678
"G4803810","2018","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",49457,1600,1231,1280,2476,2090,2613,1895,1629,2009,3874,6176,7267,5912,3174,3485,2746,"Randall County, Texas",1304,501,522,522,773,800,795,564,517,645,1174,1288,1192,1188,832,920,972
"G4803970","2018","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",34590,1492,528,406,864,645,623,1375,562,1961,1824,2503,4256,4793,4010,4277,4471,"Rockwall County, Texas",955,859,401,314,488,433,526,783,358,1304,730,753,1063,1225,1060,1125,1048
"G4804090","2018","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",22202,1942,1370,637,1366,566,452,1168,1863,766,1995,2325,2617,1672,1328,1394,741,"San Patricio County, Texas",1518,713,724,341,612,386,288,496,719,399,646,763,827,466,650,522,400
"G4804230","2018","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",77330,6939,3629,2578,3911,2558,3243,3584,4104,2637,6151,7912,9961,7661,4810,3493,4159,"Smith County, Texas",2129,1433,1138,824,904,843,979,1206,1164,923,1464,1519,1455,1421,1176,902,912
"G4804390","2018","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",722473,32882,26186,25224,30926,31171,33123,29347,32306,26427,58102,76257,95164,70310,48095,52868,54085,"Tarrant County, Texas",5537,2775,3482,2956,3808,3013,3652,3449,4148,2976,4474,4452,4966,5142,4079,3509,3506
"G4804410","2018","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",49811,2994,3079,1341,3549,3093,3113,3082,2721,3060,3573,4064,5895,4426,1755,2208,1858,"Taylor County, Texas",1537,808,799,466,1008,798,1019,933,811,928,827,1154,1129,926,630,680,604
"G4804510","2018","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",43301,2578,1699,3389,2308,1737,1375,2278,3164,2137,3192,4769,5830,4776,849,1727,1493,"Tom Green County, Texas",1736,901,760,1102,892,612,648,733,933,702,922,1142,1417,1077,459,601,494
"G4804530","2018","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",486548,26482,14396,14321,14931,16952,16026,18913,16991,18998,35091,46106,56881,50285,35106,41379,63690,"Travis County, Texas",5582,3194,2390,2341,2158,2595,2644,2374,2934,2310,3674,4647,3357,3712,3366,3753,4032
"G4804690","2018","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",31918,2598,2210,1790,2158,1540,2084,1063,1069,1389,1897,3112,4228,2718,1251,1418,1393,"Victoria County, Texas",1297,834,776,555,816,648,707,487,526,518,711,756,862,939,439,591,481
"G4804710","2018","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",22693,4081,1796,977,1334,1597,951,569,1679,597,1281,1505,2480,1519,539,1278,510,"Walker County, Texas",1371,1179,935,724,736,809,565,367,726,377,614,524,803,712,339,569,309
"G4804790","2018","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",75300,7664,5213,4096,5135,3416,4468,3195,3098,3722,6190,7321,8069,5105,3598,2781,2229,"Webb County, Texas",1538,1370,1100,1167,1233,973,1087,927,813,1049,1260,1553,1288,1035,910,964,871
"G4804850","2018","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",46757,4544,2897,2664,3176,2044,2222,2235,2201,2199,3223,4011,6484,4147,2171,1503,1036,"Wichita County, Texas",2038,1006,773,834,990,586,652,607,688,704,756,959,1201,917,641,522,446
"G4804910","2018","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",185345,4555,3446,3036,4395,4846,7147,5056,6875,5626,15464,18453,26512,23691,18124,21220,16899,"Williamson County, Texas",2360,970,977,864,1239,1207,1567,992,1209,1452,2080,2131,2158,2459,1920,2313,1815
"G4804970","2018","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",22864,651,566,447,1103,1087,729,1197,1207,645,1918,3183,3834,2308,1067,1659,1263,"Wise County, Texas",782,424,284,277,466,614,338,537,528,387,651,881,961,771,375,579,607
"G4900050","2018","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",39224,2342,1787,1113,1354,2484,2446,1327,1986,1481,3390,4661,6536,3570,1606,1947,1194,"Cache County, Utah",1012,726,627,429,498,739,810,450,710,693,751,770,1018,772,480,530,443
"G4900110","2018","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",104462,2527,1783,1963,2507,3729,2988,3156,3981,4185,7098,9784,18487,16290,9438,9643,6903,"Davis County, Utah",1731,776,777,698,842,1085,806,1011,979,974,1160,1526,1995,1908,1394,1384,1090
"G4900350","2018","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",381831,14763,9278,10446,11803,13113,14443,13961,15815,15595,28777,45560,53358,44832,29496,29925,30666,"Salt Lake County, Utah",2681,2309,1544,1632,1812,1943,2015,2064,2350,1976,3093,3520,3384,3129,2355,2977,2205
"G4900450","2018","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",20411,698,806,785,325,647,896,376,1086,1113,1472,2396,4403,2730,1067,825,786,"Tooele County, Utah",841,468,500,380,339,401,442,265,616,454,704,759,1211,967,600,482,423
"G4900490","2018","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",171117,4837,4140,3957,5679,6024,6913,6624,6858,6760,13450,19655,27952,21537,13282,12395,11054,"Utah County, Utah",1597,1107,987,896,1007,1170,1295,1250,1365,1306,1571,2182,1958,2100,1421,1195,1510
"G4900530","2018","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",59863,2879,1621,2648,2884,3570,3174,2771,2890,3522,5968,6211,7021,6585,3561,2099,2459,"Washington County, Utah",2283,930,701,639,850,1033,974,1102,785,1092,1279,1123,1264,1329,1109,752,901
"G4900570","2018","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",85615,4354,1644,2610,3430,3285,2877,3447,3787,3313,7303,10726,15645,10727,5077,4561,2829,"Weber County, Utah",1753,965,710,822,855,794,843,1101,1012,858,1243,1574,2068,1366,844,940,787
"G5000070","2018","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",66095,3571,2946,1980,2216,1844,2546,2316,2514,1847,4986,6015,10821,7679,5222,4701,4891,"Chittenden County, Vermont",1198,1018,925,699,764,652,909,870,919,621,1049,1253,1421,1301,1064,941,987
"G5100030","2018","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",41956,1475,928,2116,1594,1444,2018,1661,1014,1669,2931,3069,6484,3649,2803,3464,5637,"Albemarle County, Virginia",1269,502,503,874,667,639,738,724,454,636,923,910,1328,771,878,716,1067
"G5100130","2018","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",109940,3390,2107,2147,2271,1466,910,1956,2526,1571,5193,9162,11363,12211,10895,16971,25801,"Arlington County, Virginia",1822,987,896,814,899,710,413,706,1027,656,1347,1516,1672,1670,1768,2100,1997
"G5100150","2018","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",29783,1356,1398,1107,1593,776,1117,1313,1573,2010,2689,3409,4315,2548,2056,1686,837,"Augusta County, Virginia",1272,720,699,493,728,438,589,604,662,822,810,958,942,674,814,698,461
"G5100190","2018","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",31271,1123,1142,1447,1796,1143,2027,1949,823,1281,2070,3722,5411,3375,1377,1231,1354,"Bedford County, Virginia",1286,439,579,596,725,425,717,672,399,535,636,1056,1084,765,613,535,563
"G5100410","2018","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",126748,3161,3223,2556,3904,5402,3765,4086,4281,4871,8721,15240,19206,16707,10473,11224,9928,"Chesterfield County, Virginia",1556,869,987,921,1167,1487,879,948,1019,1269,1580,1868,1918,2426,1603,1634,1173
"G5100590","2018","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",396628,10352,5189,6383,7970,7065,7813,8506,9313,7322,15066,28479,45879,43252,36434,57638,99967,"Fairfax County, Virginia",2777,1795,1286,1329,1477,1384,1566,1805,1726,1436,1841,2500,2974,3160,2710,3412,3679
