GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G4200390","2018","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",34386,1835,2070,1516,2145,2488,1964,1365,1511,1692,3083,4336,5004,2587,1026,1047,717,"Crawford County, Pennsylvania",1219,515,538,406,520,563,419,386,366,396,640,794,884,575,422,305,305
"G4200410","2018","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",102243,3624,2174,3494,3720,4837,4535,4615,3789,4534,8094,10931,15430,10763,7505,6344,7854,"Cumberland County, Pennsylvania",1505,758,766,814,863,1362,1182,1222,930,1243,1333,1736,1644,1565,1251,1043,1314
"G4200430","2018","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",112559,6902,3929,4304,4849,4331,6139,6018,4823,7490,9045,11891,12780,9466,7736,5741,7115,"Dauphin County, Pennsylvania",2336,1417,1129,921,1181,1063,1380,1115,1009,1329,1410,1567,1646,1371,1118,1005,1394
"G4200450","2018","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",207499,9758,6607,7259,7238,9283,8242,9253,7624,6921,15006,20826,24561,19232,13849,18122,23718,"Delaware County, Pennsylvania",2560,1668,1114,1232,1353,1743,1488,1429,1239,1214,1714,2503,2357,1988,1791,1933,1769
"G4200490","2018","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",109797,8063,6213,5697,8209,5532,7502,5367,5169,4696,8197,11459,13259,8412,4730,4261,3031,"Erie County, Pennsylvania",2244,1271,1179,1064,1480,1145,1460,1118,1061,993,1230,1609,1645,1278,971,993,698
"G4200510","2018","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",56085,4420,3454,3057,3126,3749,2149,2888,2260,1576,4352,6193,7554,4596,3106,2064,1541,"Fayette County, Pennsylvania",1508,1038,1002,776,780,891,617,724,718,474,833,1084,954,752,689,606,535
"G4200550","2018","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",59834,2890,2717,3429,1890,1784,2390,2922,2902,3570,5031,8364,8771,5301,3021,2865,1987,"Franklin County, Pennsylvania",1413,972,903,1122,589,644,899,872,999,1003,1101,1275,1539,1010,717,750,644
"G4200630","2018","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",33098,2572,1308,2682,1937,1833,1200,1795,2169,1159,2713,3566,4213,2707,1465,1162,617,"Indiana County, Pennsylvania",1741,758,349,797,639,538,352,591,670,519,606,827,793,782,402,501,295
"G4200690","2018","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",88268,5276,5436,5846,4292,3857,4192,4007,4222,4227,8252,10797,10399,7979,3798,2942,2746,"Lackawanna County, Pennsylvania",1973,1150,1008,1030,881,843,973,917,987,1041,1348,1418,1215,1018,960,636,669
"G4200710","2018","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",202490,8128,7371,6999,7671,9769,8452,8606,8231,9959,15646,23486,29981,23954,12041,11069,11127,"Lancaster County, Pennsylvania",2374,1727,1188,1453,1360,1668,1508,1249,1482,1677,1901,2347,2598,2174,1616,1466,1427
"G4200730","2018","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",37497,3009,2204,2616,2065,1511,2755,2132,1676,1386,3016,3949,4769,2730,1352,1685,642,"Lawrence County, Pennsylvania",974,742,701,762,626,464,795,678,471,467,649,798,957,681,477,488,298
"G4200750","2018","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",54522,2520,1947,2619,2726,2219,2337,2504,2467,2076,5107,6814,8777,5189,3391,2272,1557,"Lebanon County, Pennsylvania",1090,807,654,755,792,686,725,721,608,511,1006,1060,1418,983,869,611,425
"G4200770","2018","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",138586,6988,4906,6258,7048,6965,6981,6200,6899,6374,8354,13871,16843,13697,8410,9412,9380,"Lehigh County, Pennsylvania",1987,1724,1190,1320,1456,1403,1376,1172,1353,1175,1486,1976,2053,1759,1199,1454,1268
"G4200790","2018","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",128301,9638,7629,6865,7216,5483,6562,6116,5326,4970,9883,14436,16936,10228,7232,5685,4096,"Luzerne County, Pennsylvania",2438,1570,1349,1199,1151,999,1143,1039,1077,917,1286,1513,1679,1269,1112,1160,918
"G4200810","2018","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",44585,3225,1760,2929,1734,1593,2144,2379,2226,1577,3960,5753,6003,4943,1682,1162,1515,"Lycoming County, Pennsylvania",1610,901,602,716,569,444,623,652,690,465,1037,977,1006,855,502,313,464
"G4200850","2018","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",46809,3248,3020,3250,2810,2758,2257,2129,2391,1969,3683,5401,5991,3353,1860,1361,1328,"Mercer County, Pennsylvania",1393,838,722,743,725,871,658,558,678,620,756,992,1006,798,604,412,488
"G4200890","2018","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",55109,2953,3159,1782,3144,1533,1763,2450,2336,2622,3916,6091,9007,5425,3413,2659,2856,"Monroe County, Pennsylvania",2594,1165,1102,742,838,641,672,1025,863,813,986,1262,1548,1178,1016,831,789
"G4200910","2018","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",313336,10567,7794,8091,9174,8735,9793,8205,9481,10098,20445,28745,42509,31905,24125,37005,46664,"Montgomery County, Pennsylvania",2722,1512,1483,1302,1439,1217,1574,1426,1382,1453,2208,2057,3155,2334,2266,2536,2669
"G4200950","2018","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",114996,4085,4445,4494,5066,4449,4729,4356,5403,3670,8890,13274,16802,12165,6335,8680,8153,"Northampton County, Pennsylvania",1756,985,1048,956,1271,1004,1071,912,1197,951,1327,1759,1987,1844,1164,1290,1190
"G4200970","2018","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",38816,3148,2273,2612,2904,2208,2500,1433,1816,1246,2551,4013,4402,3228,2542,1145,795,"Northumberland County, Pennsylvania",1175,718,608,723,681,699,837,422,521,394,731,796,823,658,742,396,316
"G4201010","2018","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",608233,79444,37086,38565,33338,31466,29953,25845,22661,22481,45422,55366,60873,41887,24838,29592,29416,"Philadelphia County, Pennsylvania",5554,4602,3904,3607,3243,2629,3256,2757,2187,3239,3859,3910,4343,3678,3020,2978,2397
"G4201070","2018","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",58458,4224,3814,4124,3541,2667,3642,2906,2905,2118,4104,6747,7267,4918,1690,2246,1545,"Schuylkill County, Pennsylvania",1601,891,954,880,759,484,881,701,742,509,757,1335,1069,865,464,622,463
"G4201110","2018","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",28796,1463,1118,2010,1367,2302,1644,1573,1095,1313,2814,3088,4340,2152,980,762,775,"Somerset County, Pennsylvania",1255,386,325,471,343,679,403,411,335,537,684,667,696,529,384,342,207
"G4201250","2018","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",85835,4680,3678,3187,3972,3996,3855,3683,4024,3125,5633,10023,11243,7759,5172,6409,5396,"Washington County, Pennsylvania",1617,884,858,771,850,1014,864,856,998,635,1116,1179,1389,1162,847,900,1056
"G4201290","2018","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",150368,7807,6324,6911,7193,7722,7818,7263,7736,5315,12473,14930,18918,15522,8480,9143,6813,"Westmoreland County, Pennsylvania",2541,1077,1099,1011,1046,1206,1303,1422,1290,935,1606,1463,1782,1760,1367,1377,1170
"G4201330","2018","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",173958,8038,6250,7503,5971,7746,8097,6985,7500,7315,14486,19931,25165,16857,12059,11871,8184,"York County, Pennsylvania",2155,1794,1332,1250,1188,1345,1259,1304,1373,1215,1813,2233,1916,1880,1508,1757,1296
"G4400030","2018","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",69115,3924,2172,2906,1951,2855,1882,3227,4088,1631,6077,7489,8015,8780,4989,4138,4991,"Kent County, Rhode Island",1534,1033,699,817,632,1087,675,1061,1132,690,1224,1468,1414,1385,937,956,1055
"G4400050","2018","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",34316,1264,1793,1227,839,1392,1244,1412,1207,942,1779,3053,2933,3866,2709,4858,3798,"Newport County, Rhode Island",1563,564,731,607,448,566,578,521,479,587,672,691,701,891,922,1109,857
"G4400070","2018","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",237038,20482,14493,12272,11790,9350,11134,9771,9376,6926,19954,20997,30147,23064,11698,14106,11478,"Providence County, Rhode Island",3238,2731,2010,2170,1947,2098,1948,2043,1639,1298,2670,2499,3171,2634,1724,1832,1545
"G4400090","2018","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",47680,1275,1697,642,1024,1418,1908,931,1122,1763,2760,5380,6554,6544,4323,4924,5415,"Washington County, Rhode Island",1937,615,656,341,448,665,815,422,422,592,695,1140,1359,1326,848,925,1003
"G4500030","2018","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",68609,4988,3847,3841,3893,2896,2892,3387,3682,3095,5509,7679,8474,4880,3351,3586,2609,"Aiken County, South Carolina",1761,1312,1113,1201,1295,932,979,1207,959,1057,1454,1298,1527,1153,880,860,734
"G4500070","2018","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",78500,5585,5794,4594,4475,4145,3666,3264,3582,2679,5513,9248,9977,6653,3808,3059,2458,"Anderson County, South Carolina",2174,1119,1332,961,1029,951,995,944,924,707,1194,1564,1487,1311,959,878,740
"G4500130","2018","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",74679,3676,2758,1845,2780,2461,4565,3259,4012,3362,5482,8523,9794,7043,4470,4465,6184,"Beaufort County, South Carolina",2333,1299,1033,836,908,939,1185,1109,1132,1064,1322,1773,1586,1487,965,945,1257
"G4500150","2018","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",78168,4681,3177,1963,3313,4168,3493,3694,2999,2971,6997,8872,12170,8728,4394,3846,2702,"Berkeley County, South Carolina",1608,1078,857,702,1049,993,1062,1027,823,877,1384,1532,1760,1443,990,842,646
"G4500190","2018","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",160457,9265,4354,8973,8128,7905,5465,7181,6065,5528,13391,14634,19676,13875,9526,9911,16580,"Charleston County, South Carolina",3059,1787,1203,1974,1618,1638,1396,1544,1441,1273,2033,2333,2629,1892,1659,1614,2380
"G4500310","2018","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",25308,3553,1635,2502,2351,1516,1581,1512,811,606,1575,2280,2296,1127,645,486,832,"Darlington County, South Carolina",1306,995,757,894,776,630,503,742,460,443,697,887,778,547,463,306,483
"G4500350","2018","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",55799,3198,2208,2654,2581,1989,2219,1938,1755,1852,3890,5967,10116,4098,3760,4554,3020,"Dorchester County, South Carolina",1577,1206,897,910,959,708,847,821,756,833,1065,1153,1820,964,931,1023,870
"G4500410","2018","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",50518,5471,2075,3050,3282,1525,2906,2737,2574,2156,4307,5775,5098,3839,2176,2046,1501,"Florence County, South Carolina",1949,1484,749,778,850,529,868,999,930,820,1072,1288,1104,936,748,653,501
"G4500450","2018","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",192556,11883,7661,7052,8984,9645,10276,8055,7831,7142,15226,22563,26715,17271,9747,11053,11452,"Greenville County, South Carolina",2659,1866,1441,1442,1447,1548,1786,1399,1581,1406,1845,2377,2444,2077,1400,1245,1560
"G4500470","2018","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",27962,2948,1851,886,1912,1456,2279,1540,1689,1394,1907,3333,2954,1673,555,900,685,"Greenwood County, South Carolina",1123,893,739,336,822,823,791,752,689,696,568,970,813,599,376,470,390
"G4500510","2018","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",131180,6975,7165,6713,8722,6531,9489,7896,6300,7224,13343,14443,14290,10419,4010,3208,4452,"Horry County, South Carolina",3804,1484,1404,1349,1544,1420,2171,1386,1215,1397,1831,1728,1854,1680,871,832,948
"G4500550","2018","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",24756,1697,1539,807,1366,2544,853,1011,1286,828,3059,3043,2459,2419,473,801,571,"Kershaw County, South Carolina",1186,698,669,389,681,893,387,509,560,433,902,1131,759,751,311,428,335
"G4500570","2018","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",35710,1248,2419,2768,1555,1726,1919,1529,1082,1502,2550,3520,4143,3586,2595,2056,1512,"Lancaster County, South Carolina",1145,636,836,958,714,723,782,799,549,705,829,1102,1087,1119,1087,697,754
"G4500590","2018","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",25423,2996,1659,895,1674,1491,1354,1848,2220,738,2022,2208,3122,1240,908,559,489,"Laurens County, South Carolina",1349,912,702,459,638,579,540,655,779,441,750,629,1061,479,463,355,299
"G4500630","2018","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",115566,6701,3691,4765,4726,4937,7615,5348,6129,4551,9123,12606,16568,12092,6009,6063,4642,"Lexington County, South Carolina",2175,1098,810,946,982,1099,1746,1088,1141,1055,1616,1848,1636,1508,1000,1037,741
"G4500730","2018","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",31612,2777,1654,2588,1864,2168,1840,1099,1451,1116,2716,3019,3174,2701,1199,873,1373,"Oconee County, South Carolina",1579,826,602,920,751,1027,765,449,697,577,931,696,796,695,456,443,512
"G4500750","2018","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",33561,4944,2823,2433,1488,2387,2032,2574,1192,2213,2844,2954,2781,1258,694,228,716,"Orangeburg County, South Carolina",1590,1149,844,863,702,821,742,706,616,704,881,859,797,579,319,183,493
"G4500770","2018","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",48185,3116,2996,3573,2821,2744,3002,2279,2130,2539,3379,5565,4753,3829,2164,1643,1652,"Pickens County, South Carolina",1643,1065,947,1191,841,948,916,886,683,829,991,1003,968,882,876,548,576
"G4500790","2018","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",152227,14268,6195,6776,6804,8101,8259,6451,7679,8071,11997,18298,18151,10514,5823,8199,6641,"Richland County, South Carolina",3083,2160,1229,1393,1243,1610,1570,1469,1453,1789,2201,2447,2269,1550,1364,1489,1267
"G4500830","2018","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",116018,7731,5259,5647,6336,5242,5732,5682,6096,5932,9892,12050,19083,8328,3771,4983,4254,"Spartanburg County, South Carolina",2117,1269,1148,1313,1131,1419,1197,1139,1480,1274,1651,1774,2264,1049,930,1110,975
"G4500850","2018","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",40396,2393,2333,2135,3445,2458,2437,1943,2561,2352,4175,4536,3286,2502,1167,1699,974,"Sumter County, South Carolina",1823,736,909,757,1196,748,921,691,828,850,1118,1120,1024,831,534,738,570
"G4500910","2018","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",100623,5599,3659,3598,4048,4806,5921,3677,3588,4982,6654,10694,14077,8707,5810,7136,7667,"York County, South Carolina",2060,1431,1044,972,1277,1317,1266,981,995,1282,1275,1577,1792,1558,1200,1380,1397
"G4600990","2018","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",76630,3139,3469,3275,2531,3700,4609,3329,3890,3682,7327,7919,12355,8169,3541,3229,2466,"Minnehaha County, South Dakota",1480,755,1119,756,803,1187,1134,959,844,912,1238,1488,1494,1396,769,942,716
"G4601030","2018","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",44794,1903,1899,1626,2395,2870,3243,1934,1592,2198,2966,5651,5997,4945,1401,2474,1700,"Pennington County, South Dakota",1345,718,670,555,929,983,908,517,522,772,934,1127,1153,949,558,695,532
"G4700010","2018","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",29505,2092,1829,1571,1364,1731,1956,1224,1686,1059,2842,3520,3383,1766,1082,1396,1004,"Anderson County, Tennessee",1575,846,811,598,611,900,810,527,886,370,805,892,984,720,545,506,406
"G4700090","2018","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",51446,2720,2460,2069,2197,1925,2617,2963,2700,2576,3862,6015,7342,4924,3010,2422,1644,"Blount County, Tennessee",1680,650,782,741,635,712,839,970,944,908,1069,1281,1409,1085,950,655,499
"G4700110","2018","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",39104,2567,1744,1851,2135,2150,2087,2300,2489,1852,4048,4300,4266,2698,2089,1236,1292,"Bradley County, Tennessee",1543,1112,715,701,788,829,714,883,766,671,1092,963,882,760,520,637,564
"G4700370","2018","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",283445,16604,10465,11735,11527,13746,12940,13926,13148,12016,23503,27879,39046,25515,15723,16075,19597,"Davidson County, Tennessee",3570,2108,1827,2073,1693,1986,2227,2127,1935,1562,2411,2722,2945,2033,1770,1935,1769
"G4700590","2018","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",27316,2060,1245,1996,2725,944,1197,1945,1056,976,1719,4592,2632,1906,1162,450,711,"Greene County, Tennessee",1451,859,591,757,644,487,481,852,441,577,593,1224,757,623,483,293,417
"G4700650","2018","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",146057,8807,6205,6376,8312,6936,7970,5919,7108,6505,11710,14976,19206,13409,6709,7004,8905,"Hamilton County, Tennessee",2469,1806,1467,1448,1744,1335,1440,1388,1328,1278,1606,1666,2125,1761,1074,1400,1338
"G4700930","2018","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",185416,12591,8191,10221,9536,7869,9701,8372,7741,7630,16142,18330,24026,16089,7986,10611,10380,"Knox County, Tennessee",2418,1713,1436,1511,1459,1387,1801,1263,1614,1340,1827,1980,1984,2013,1256,1347,1506
"G4701130","2018","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",39223,3883,2069,2988,1876,2304,1837,1841,2600,2228,2686,2737,4992,2444,1583,1611,1544,"Madison County, Tennessee",1035,1125,685,773,684,772,676,670,1102,750,669,740,1120,769,702,481,501
"G4701190","2018","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",34361,1908,1129,1858,2151,1536,2968,1749,1618,917,2365,3281,5382,2466,1940,1623,1470,"Maury County, Tennessee",1393,785,487,638,738,770,837,764,495,425,767,1071,1228,742,682,731,583
"G4701250","2018","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",72973,4848,2757,2968,3132,4588,4209,3610,3626,3150,5792,8252,9665,8408,2731,3116,2121,"Montgomery County, Tennessee",2084,1135,1046,815,1123,1153,1259,1290,993,1165,1272,1856,1619,1564,822,1030,731
"G4701410","2018","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",33388,1852,1908,2434,2430,2169,2487,1917,1397,1790,2553,3154,3052,2892,1959,636,758,"Putnam County, Tennessee",867,804,777,837,952,855,1000,846,578,815,788,1108,885,1079,793,345,387
"G4701470","2018","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",26375,1170,802,1038,557,1992,1227,911,1121,646,2034,2708,4205,3560,1680,1356,1368,"Robertson County, Tennessee",792,467,366,474,312,728,518,419,581,270,655,693,820,715,598,637,492
"G4701490","2018","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",115376,4791,2766,3768,3801,4386,4647,6941,5316,6352,11224,14409,19741,10576,5678,7040,3940,"Rutherford County, Tennessee",2103,1194,1027,979,1522,1264,1306,1691,1363,1432,1850,2393,2672,1687,1296,1086,1023
"G4701550","2018","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",36861,1968,1726,2605,1760,2569,2447,2212,2046,1567,5244,2794,3309,3464,1403,962,785,"Sevier County, Tennessee",1955,797,707,996,546,967,901,722,827,637,1258,680,762,934,642,446,372
"G4701570","2018","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",352648,35405,23281,22250,18424,17739,19465,17663,16162,11407,27373,32026,34666,27945,14177,16618,18047,"Shelby County, Tennessee",3767,3389,2746,2698,2360,2302,2773,2737,2463,1683,3166,3170,2774,2996,2181,2193,1816
"G4701630","2018","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",64504,5223,4999,4169,3856,3461,3545,4488,2656,2477,5305,6017,7248,3939,2907,2417,1797,"Sullivan County, Tennessee",1967,1011,1225,999,823,906,766,1038,704,678,1117,1195,1385,919,823,597,647
"G4701650","2018","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",68439,3196,2206,2303,2252,2400,3456,1902,3630,3109,5826,8861,8297,6745,4927,4967,4362,"Sumner County, Tennessee",1460,745,697,639,709,886,882,615,961,859,1327,1489,1437,1203,1061,1025,817
"G4701790","2018","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",54433,4853,3076,3665,3460,2962,2437,3067,2429,1812,4155,5997,7024,3207,1765,2004,2520,"Washington County, Tennessee",2138,1095,996,1178,1025,1015,798,899,830,756,991,1395,1396,887,620,763,836
"G4701870","2018","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",80601,1727,1059,1456,1236,1112,1933,2022,1682,2562,4399,7281,8868,9698,9386,9828,16352,"Williamson County, Tennessee",1433,730,555,614,873,537,976,836,701,1004,961,1580,1670,1483,2122,1395,1853
"G4701890","2018","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",52489,1596,2348,1441,1617,1835,2289,1975,2242,1055,3641,5324,8849,5964,5091,3713,3509,"Wilson County, Tennessee",1464,737,954,634,663,800,1046,829,1035,489,1077,1242,1465,1274,1305,992,977
"G4800050","2018","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",29898,2170,1827,1228,2244,2078,2362,1333,1120,1501,2749,3274,3355,1757,906,1674,320,"Angelina County, Texas",1469,774,800,587,777,685,812,623,593,751,975,843,1042,703,421,588,193
"G4800210","2018","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",25334,1560,1465,888,1219,495,1246,962,706,1041,2336,1822,3567,2239,1520,2854,1414,"Bastrop County, Texas",1456,834,867,444,607,339,660,543,395,727,833,771,1104,848,714,910,846
"G4800270","2018","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",123188,7644,5640,4992,6574,5954,5030,6429,7633,6255,10678,14000,17044,11057,6793,4979,2486,"Bell County, Texas",2481,1535,1297,1339,1520,1421,1203,1539,1769,1410,1892,2371,2224,1925,1400,1251,678
