GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G4804390","2013","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",673785,42538,25656,33814,33142,32160,36834,26656,32674,29640,57471,73058,81216,59759,35032,36955,37180,"Tarrant County, Texas",4965,3195,2848,3051,2794,2985,3387,2951,3442,2730,3707,4590,4508,3977,3533,2512,2858
"G4804410","2013","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",49880,4690,3148,3202,3023,3213,2501,2568,2903,2000,4313,5518,5785,2974,1212,1592,1238,"Taylor County, Texas",1442,1215,940,963,823,978,751,776,754,545,862,1130,987,731,628,591,559
"G4804510","2013","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",43376,2622,2283,2642,2324,2477,2783,2619,3275,2315,3659,4962,5219,2718,1237,1093,1148,"Tom Green County, Texas",1308,754,794,855,742,923,995,847,1001,824,855,1174,1115,853,549,600,522
"G4804530","2013","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",428889,29338,16371,16226,20483,17983,21675,21261,19967,16935,32657,44808,51195,39773,24305,22800,33112,"Travis County, Texas",4220,2958,2343,2037,2426,2274,2382,2406,2368,2402,3183,3479,3892,3378,2715,2260,2740
"G4804690","2013","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",32512,2021,1633,2468,1449,1367,1624,1594,1757,1498,3247,2733,4501,2204,1606,1781,1029,"Victoria County, Texas",907,840,571,745,663,633,611,630,715,498,823,778,1117,639,513,548,462
"G4804710","2013","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",20440,2718,2146,976,1350,1220,1422,784,623,758,1765,1901,2730,645,404,352,646,"Walker County, Texas",1674,853,1026,516,599,516,506,520,338,343,793,865,1061,364,434,397,406
"G4804790","2013","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",68696,9950,4973,4506,4060,3612,3884,3369,3852,3471,6036,4582,7150,3315,2878,1768,1290,"Webb County, Texas",1627,1288,979,970,968,944,809,824,1048,908,1322,1026,1284,831,772,723,427
"G4804850","2013","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",49809,4179,3427,3436,3749,2767,3203,2532,2222,1967,5124,5311,4774,3065,1331,1596,1126,"Wichita County, Texas",1571,1117,844,985,1039,809,818,824,684,647,1299,1021,941,990,487,610,481
"G4804910","2013","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",161887,6532,3954,4596,6462,5825,6100,6829,7618,6345,13901,18150,24044,17575,11522,12527,9907,"Williamson County, Texas",2119,1505,863,1076,1328,1287,1324,1315,1381,1304,1722,2202,2294,1981,1684,1725,1540
"G4900050","2013","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",35232,1766,1483,2112,2353,2499,2115,1973,2252,1571,3408,3708,4701,2554,1455,683,599,"Cache County, Utah",1119,572,530,681,680,752,730,746,561,389,658,835,773,508,398,291,269
"G4900110","2013","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",96480,3388,2956,2703,3041,2912,3305,3710,4297,3996,8946,12586,17771,9996,8178,5014,3681,"Davis County, Utah",1582,1037,876,813,771,824,696,855,1081,1075,1561,1639,1938,1231,1485,1085,781
"G4900350","2013","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",348179,15480,13344,13774,16987,14236,16083,15216,15982,15616,30198,39221,53262,31901,18917,18746,19216,"Salt Lake County, Utah",3009,2067,1886,2123,2129,1657,1874,2288,1897,1877,2599,2925,3121,2350,1896,1672,1797
"G4900490","2013","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",146644,7658,6500,4876,6512,6937,6143,6376,7620,7454,12981,16281,23442,14994,7589,6021,5260,"Utah County, Utah",1653,1112,1233,882,1094,1236,1053,1088,1111,1245,1342,1971,1827,1510,829,932,846
"G4900530","2013","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",49394,3186,1764,2551,3064,1573,3957,2497,3501,2070,4777,4355,7224,4303,1644,1396,1532,"Washington County, Utah",1851,943,549,872,975,597,1054,826,970,835,1124,1010,1474,1043,607,645,689
"G4900570","2013","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",79829,4647,3329,3012,4582,4497,4280,3770,5228,3090,7786,9235,12198,6647,2832,2730,1966,"Weber County, Utah",1487,973,831,649,1082,1049,1032,931,1217,784,1413,1190,1761,1302,633,612,531
"G5000070","2013","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",62927,4100,3391,3178,2640,2191,2666,2549,2169,2396,4434,5512,9052,7370,3291,4284,3704,"Chittenden County, Vermont",1239,1151,924,782,838,678,741,690,665,720,890,1024,1559,1121,793,899,808
"G5100030","2013","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",39022,2452,977,1348,717,1627,1955,1073,1914,1105,3640,4284,5087,4387,1827,3181,3448,"Albemarle County, Virginia",1279,921,484,561,366,719,702,527,476,495,884,826,1165,981,585,766,824
"G5100130","2013","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",98973,4281,1830,1942,2597,2584,1888,1150,1456,2980,4401,7943,13829,11085,8711,12034,20262,"Arlington County, Virginia",2218,1200,731,700,896,989,735,494,559,927,954,1328,1739,1637,1441,1831,1653
"G5100150","2013","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",26961,1183,1307,1599,450,1327,871,1188,1828,1980,3027,2326,4143,2044,988,1412,1288,"Augusta County, Virginia",1007,581,474,760,312,702,522,506,725,837,746,707,901,848,486,796,577
"G5100190","2013","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",27955,1347,1603,973,1349,1345,1848,1161,906,1494,2686,3159,3851,2729,1523,954,1027,"Bedford County, Virginia",1236,551,794,457,413,541,747,485,320,669,867,876,970,846,614,584,435
"G5100410","2013","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",115675,4580,3199,3906,3817,3581,6100,5546,5375,5413,8329,15610,17343,10380,7108,8113,7275,"Chesterfield County, Virginia",1984,1266,748,1138,900,938,1443,1281,1028,1344,1367,1874,1938,1476,1256,1380,1128
"G5100590","2013","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",391784,11888,5152,6290,5472,8914,7000,8698,8800,9834,20484,32656,47782,47895,35654,55556,79709,"Fairfax County, Virginia",2787,2121,1203,1403,1068,1850,1394,1717,1585,1679,1990,2525,3191,3199,2691,3021,3031
"G5100610","2013","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",23219,713,157,1018,835,654,917,518,1089,964,1510,2302,2510,2831,2110,2247,2844,"Fauquier County, Virginia",877,431,124,484,444,385,435,371,532,408,528,638,609,634,537,573,647
"G5100690","2013","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",29643,568,892,1128,608,1559,1409,1438,1354,1116,2281,4435,5142,3178,1329,1621,1585,"Frederick County, Virginia",1070,306,491,562,372,454,634,547,551,466,717,961,1029,726,483,636,638
"G5100850","2013","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",37791,540,1319,1475,1283,1054,1417,1719,1752,1814,2263,3828,5857,4771,2883,3961,1855,"Hanover County, Virginia",797,254,529,553,732,441,483,552,588,722,569,826,1036,913,753,833,535
"G5100870","2013","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",123334,7576,4811,4574,5786,5386,5759,5205,6525,5335,10765,12998,14982,13318,6610,5969,7735,"Henrico County, Virginia",2210,1505,1162,1080,1375,1258,1207,1208,1436,1344,1617,1650,1675,1755,1102,1083,1117
"G5100950","2013","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",27484,563,886,1162,703,1105,739,1034,1277,1094,2301,3099,3094,3794,2097,2651,1885,"James City County, Virginia",1315,327,533,779,380,629,421,507,652,597,811,862,984,950,742,839,551
"G5101070","2013","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",112749,2031,989,2732,1708,998,1805,1912,2641,3157,5255,8555,12828,16748,11857,17877,21656,"Loudoun County, Virginia",1291,519,455,957,577,393,718,614,713,965,1034,1411,1779,1791,1604,1622,1571
"G5101210","2013","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",34883,4543,1962,2156,1959,820,1347,2047,2501,1523,3396,2519,3857,2068,1450,1195,1540,"Montgomery County, Virginia",1536,1101,794,876,695,494,625,831,855,761,963,809,946,842,655,534,602
"G5101530","2013","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",137636,2493,1916,2427,3756,3209,3561,3482,4319,4677,8818,13995,18958,15140,14473,18901,17511,"Prince William County, Virginia",1322,794,629,1021,1259,1026,987,1002,973,969,1374,1826,1950,1683,1711,1774,1695
"G5101610","2013","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",38224,1598,1669,1608,2261,2251,1671,1462,2197,2210,3238,3860,5510,3670,1972,1774,1273,"Roanoke County, Virginia",999,645,546,555,755,717,642,555,673,817,873,904,1056,851,637,543,532
"G5101650","2013","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",28855,922,1444,1457,859,1371,1487,1697,1869,1595,3236,4287,3066,2476,1354,862,873,"Rockingham County, Virginia",1176,354,385,513,367,455,602,603,598,494,796,900,738,687,519,438,472
"G5101770","2013","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",42286,1255,950,1018,1518,2372,1005,1517,1921,1025,3589,5487,6244,5079,2976,3524,2806,"Spotsylvania County, Virginia",1055,508,342,494,555,727,491,630,569,440,849,937,1006,921,718,578,576
"G5101790","2013","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",43629,935,800,321,337,1663,776,1405,1056,1251,3840,4012,7318,5878,4229,5045,4763,"Stafford County, Virginia",914,449,552,239,218,773,500,532,401,514,1079,900,1232,1075,868,983,963
"G5101990","2013","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",24042,670,684,826,388,478,1143,1079,826,763,2392,2621,3472,3022,1788,2185,1705,"York County, Virginia",1009,413,399,440,270,286,514,504,436,474,761,725,888,943,587,519,504
"G5105100","2013","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",65595,1872,1492,1928,1350,2165,2217,1783,2872,1144,3884,6097,11145,7167,5526,5971,8982,"Alexandria city, Virginia",1972,636,566,766,557,986,795,693,914,470,990,1202,1594,1032,958,956,1179
"G5105500","2013","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",80014,3478,2672,2637,3264,3025,3407,2525,4471,2469,7783,8175,10587,9584,6329,5081,4527,"Chesapeake city, Virginia",1950,953,942,969,971,865,967,762,1016,769,1633,1300,1520,1467,1094,1001,953
"G5106500","2013","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",53255,3917,2514,3433,3443,3685,4452,3172,2433,2158,4521,5624,7227,2762,1406,1776,732,"Hampton city, Virginia",1462,938,778,837,993,1079,1295,911,737,717,1007,1341,1174,900,520,580,463
"G5106800","2013","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",29631,3370,2007,2788,1650,1993,1406,1355,2039,1778,2089,3438,2506,1384,508,657,663,"Lynchburg city, Virginia",1105,1001,760,823,638,699,504,513,681,662,679,936,889,480,316,318,368
"G5107000","2013","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",67538,5262,3403,4540,3070,4748,3030,3971,4001,2038,7993,6796,7909,4745,2440,2095,1497,"Newport News city, Virginia",1794,1103,818,941,891,1224,860,1009,1074,593,1191,1391,1355,1082,633,553,568
"G5107100","2013","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",85484,8479,6299,5355,5956,4439,5689,3016,4178,4738,7896,8544,8678,4913,2661,2441,2202,"Norfolk city, Virginia",2393,1396,1111,1026,1141,868,1171,798,944,1103,1081,1114,1248,918,683,550,568
"G5107400","2013","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",36012,3565,1920,1742,2508,2308,2688,1385,2304,1757,3269,4000,4081,1628,1227,925,705,"Portsmouth city, Virginia",1208,778,683,563,783,683,860,427,691,592,782,1010,984,470,564,341,362
"G5107600","2013","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",88110,11994,6328,6277,3935,4466,6078,5641,4558,3513,7431,6947,7568,5604,2251,1989,3530,"Richmond city, Virginia",2051,1665,1185,1012,953,892,1335,1047,809,887,1563,1393,1074,1091,638,496,694
"G5107700","2013","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",42759,3625,3520,3895,3902,2877,2283,3009,2136,1346,3386,3718,4293,2120,1100,863,686,"Roanoke city, Virginia",1384,1107,976,977,1001,855,754,967,760,532,1174,976,1189,732,515,424,345
"G5108000","2013","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",30989,1372,1094,1149,992,1415,2055,1833,869,1729,2865,2933,4946,3054,1930,1721,1032,"Suffolk city, Virginia",906,500,406,434,445,504,651,643,342,643,708,588,849,729,569,484,331
"G5108100","2013","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",165428,5959,5606,5895,4322,7560,8032,7378,8977,7440,16624,19549,23864,16422,9648,9906,8246,"Virginia Beach city, Virginia",2329,1218,1207,1219,916,1331,1267,1401,1478,1552,2062,2296,2405,1641,1506,1433,1340
"G5300050","2013","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",68334,3681,1845,2937,4476,2663,2442,3780,3238,3313,6545,7225,9105,6717,3230,3802,3335,"Benton County, Washington",1186,954,626,968,1142,753,804,858,896,820,1270,1236,1410,1349,836,793,834
"G5300070","2013","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",27665,2473,1700,2286,1788,1075,598,1091,1355,758,3323,3138,3010,2492,986,1165,427,"Chelan County, Washington",1554,1080,752,1062,659,543,365,482,724,453,1116,937,874,672,473,554,265
"G5300090","2013","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",30606,2681,1536,1333,1877,1634,2744,1209,1617,2173,2822,3622,2842,1841,1425,682,568,"Clallam County, Washington",1037,782,633,546,732,484,824,486,622,551,844,839,616,534,449,356,232
"G5300110","2013","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",158778,7885,7109,6910,6611,6102,8388,8207,8053,7786,15158,17297,22281,14047,9106,7400,6438,"Clark County, Washington",2011,1361,1529,1321,1253,1234,1324,1455,1184,1304,1727,1835,2148,1602,1473,1136,1069
"G5300150","2013","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",38483,3077,1704,2331,2768,2457,2687,1337,1718,1928,2784,4350,4139,3940,1344,1170,749,"Cowlitz County, Washington",1375,751,598,669,757,670,752,587,658,701,784,892,1022,1156,653,517,407
"G5300210","2013","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",24434,1260,2027,685,1618,1012,1301,1591,881,751,1581,3255,4615,1729,772,1053,303,"Franklin County, Washington",705,636,851,481,736,605,556,832,491,370,627,1055,1283,600,526,454,273
"G5300250","2013","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",29888,1715,2205,2213,1818,1329,2438,1643,974,1552,3340,3806,3648,1865,599,389,354,"Grant County, Washington",1199,549,937,805,680,551,768,603,417,690,1159,967,1033,691,376,257,190
"G5300270","2013","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",26815,3027,1974,1173,1834,1815,1756,1353,1222,933,2020,3601,2923,1799,476,670,239,"Grays Harbor County, Washington",1647,762,703,465,640,691,631,604,512,342,626,962,812,662,234,451,193
"G5300290","2013","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",32990,2107,1498,1055,1813,2127,1729,1682,1230,2387,2737,3098,4539,2949,1428,1385,1226,"Island County, Washington",1646,696,642,464,574,776,520,589,536,774,768,778,958,749,543,571,465
"G5300330","2013","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",819434,48695,27307,25248,33147,29298,34265,29550,34717,30178,57812,74013,101549,83896,55214,73129,81416,"King County, Washington",5599,3594,2531,2804,3273,3285,2745,3157,3601,2587,3722,4058,5143,4638,3235,4306,3778
"G5300350","2013","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",97854,5604,3819,3276,4299,4373,4608,5345,2955,3520,7837,10770,14459,10350,7122,5441,4076,"Kitsap County, Washington",2164,1143,1017,1022,1132,1085,1147,1122,881,1030,1557,1712,1737,1406,1308,1147,806
"G5300410","2013","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",29040,2894,1647,1902,1646,1783,2501,1816,1922,1191,2558,3736,1943,1584,1167,579,171,"Lewis County, Washington",1197,874,542,613,481,506,718,454,642,485,719,793,527,473,511,377,144
"G5300530","2013","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",302287,20048,14322,11338,14776,11713,16432,11970,13672,12880,28680,32055,42309,27913,18437,14427,11315,"Pierce County, Washington",3450,2276,2254,1441,2211,1831,2260,1565,1717,1686,2579,2969,2946,2152,1925,1523,1505
"G5300570","2013","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",45234,2537,2604,2447,2270,2091,2591,2254,2173,1774,5029,4363,6106,3879,2066,1618,1432,"Skagit County, Washington",1302,641,732,521,695,580,674,549,715,550,982,789,1178,836,631,493,462
"G5300610","2013","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",270616,15678,8471,10397,10926,8955,12864,9636,10453,8229,24175,29738,41789,27715,19761,20248,11581,"Snohomish County, Washington",3044,2059,1383,1696,1769,1623,2012,1659,1507,1360,2503,2801,2736,2473,2249,1961,1505
"G5300630","2013","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",186456,17989,9416,11891,10724,10867,10104,8435,9803,8477,15051,19110,23122,12535,8241,6849,3842,"Spokane County, Washington",2137,2398,1415,1702,1631,1668,1801,1532,1450,1549,1781,1829,2262,1446,1513,1446,779
"G5300670","2013","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",99815,6321,4436,3960,4371,3913,3390,4615,6376,3956,8743,11818,15947,8654,6182,3983,3150,"Thurston County, Washington",2093,1307,1141,913,922,903,844,1065,1346,905,1584,1436,1656,1497,1106,904,728
"G5300730","2013","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",78330,7288,4810,4109,4159,4272,4660,3821,3238,2704,4789,8923,10052,6967,3605,2878,2055,"Whatcom County, Washington",2307,1391,1159,998,1029,990,1088,1186,1058,809,1123,1437,1448,1344,1063,783,765
