GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G4500410","2013","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",51056,4639,3526,3484,3880,2968,3801,2624,2597,2569,4866,3566,6838,2604,1206,666,1222,"Florence County, South Carolina",1738,857,907,911,916,827,1040,756,788,858,1048,889,1203,746,475,325,532
"G4500450","2013","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",176116,13112,10121,11238,11935,9691,10290,7038,8513,7171,13175,18711,19440,14473,8086,7252,5870,"Greenville County, South Carolina",2820,1646,1819,1843,1700,1513,1569,1138,1437,1267,1614,2191,2049,1750,1236,1491,842
"G4500470","2013","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",27598,2908,2459,2567,2520,1805,1761,1389,877,997,1531,2845,2591,2095,425,462,366,"Greenwood County, South Carolina",1022,986,669,879,878,747,719,615,426,483,532,908,821,781,282,268,228
"G4500510","2013","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",114103,9600,7305,7460,7563,8073,7426,7252,5558,6300,10872,12707,10362,5783,2660,2554,2628,"Horry County, South Carolina",3628,1533,1274,1296,1229,1609,1316,1525,1210,1407,1965,1617,1441,1268,716,702,665
"G4500570","2013","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",28400,3615,1620,1869,1940,1998,1313,2382,1071,1503,1689,2328,2535,1338,1528,1180,491,"Lancaster County, South Carolina",1230,956,510,718,700,714,666,862,642,635,579,747,773,556,799,640,284
"G4500590","2013","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",25658,2589,1569,2993,2212,1830,1497,1358,1169,858,2114,2755,2511,1230,403,352,218,"Laurens County, South Carolina",1019,664,618,851,716,622,615,455,477,357,580,687,687,486,253,283,215
"G4500630","2013","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",104608,5223,5746,4041,5374,6461,6057,5416,4694,4721,10373,12298,13900,8589,4725,3730,3260,"Lexington County, South Carolina",2035,941,1133,847,1166,1106,1409,1164,1069,1092,1572,1427,1350,1359,848,734,787
"G4500730","2013","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",29866,2367,2643,1305,2509,1667,2328,1782,2162,1214,1988,3401,2692,1656,746,847,559,"Oconee County, South Carolina",1728,802,776,527,776,571,845,583,733,519,632,921,810,653,383,356,334
"G4500750","2013","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",32915,5111,2625,3391,2334,2280,2666,1179,1082,1256,3019,2990,3008,968,315,419,272,"Orangeburg County, South Carolina",1355,984,734,876,806,795,913,444,446,585,833,865,791,470,236,282,239
"G4500770","2013","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",43767,4825,2484,2915,3049,2926,2833,1963,1918,2701,3150,3695,5372,2880,1484,853,719,"Pickens County, South Carolina",1576,1187,664,863,986,698,810,743,620,847,770,962,961,894,471,450,382
"G4500790","2013","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",145321,15437,5935,7596,7856,8290,8746,7722,7904,5735,10499,17550,17109,12450,4155,4414,3923,"Richland County, South Carolina",2572,1936,1053,1548,1269,1502,1614,1605,1622,1359,1708,2585,2321,1858,926,1058,999
"G4500830","2013","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",108045,11103,8311,6173,6602,6183,6313,6599,4628,5125,8852,11490,12027,5496,4396,2670,2077,"Spartanburg County, South Carolina",2237,1643,1566,1565,1326,1170,1207,1432,968,1305,1445,1729,1620,1115,1004,696,485
"G4500850","2013","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",39739,4325,2519,2309,3544,2393,2017,2906,1896,1886,3712,3465,4097,2329,909,931,501,"Sumter County, South Carolina",1367,994,756,628,1203,847,635,890,697,675,1127,959,910,731,508,538,272
"G4500910","2013","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",87640,5967,4936,4454,3240,5602,4919,3461,3064,4126,7214,9338,11426,8232,4324,4500,2837,"York County, South Carolina",2134,1373,1161,1194,756,1349,1021,984,799,985,1328,1426,1735,1217,974,853,748
"G4600990","2013","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",70929,3602,3028,2861,3462,4621,4661,4279,4042,3029,6936,8654,9999,4849,2016,1970,2920,"Minnehaha County, South Dakota",1079,1044,833,1033,1018,1081,951,1209,1035,815,1260,1544,1519,892,572,707,857
"G4601030","2013","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",41646,2714,2535,2154,1836,3053,2480,1754,2190,2803,2862,5053,5114,3347,1171,1403,1177,"Pennington County, South Dakota",1383,753,833,716,645,872,712,523,632,954,785,1219,989,859,504,610,476
"G4700010","2013","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",29503,2963,1937,2152,2611,2207,820,1671,1444,1414,2556,3261,2233,1501,1248,1080,405,"Anderson County, Tennessee",1322,711,581,582,880,731,323,649,548,527,875,727,528,538,558,486,224
"G4700090","2013","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",49650,3986,3709,3913,2851,2667,3125,2258,2668,1856,4565,6183,5271,2794,1199,1250,1355,"Blount County, Tennessee",1586,1119,963,1170,729,878,888,812,943,677,986,1263,1053,739,496,509,476
"G4700110","2013","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",38003,3751,2427,2761,2428,2570,1920,1494,2403,1785,3392,3240,4856,1774,1635,955,612,"Bradley County, Tennessee",1463,1011,749,1048,820,808,515,550,895,683,915,874,1178,639,730,632,348
"G4700370","2013","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",261571,18946,11521,16072,16063,15562,15440,14530,15294,14800,19828,26504,30648,18724,9343,7593,10703,"Davidson County, Tennessee",3567,2237,1792,1940,1811,2278,2084,2190,2340,2125,1896,2440,2526,2218,1473,1350,1502
"G4700590","2013","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",27104,1971,2033,2010,2845,2216,1836,1930,1927,1299,2180,2385,2201,1530,348,373,20,"Greene County, Tennessee",1396,599,690,751,862,704,602,741,571,477,576,794,679,574,245,285,33
"G4700650","2013","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",136188,11304,7539,8857,8027,8365,5257,8468,7547,4928,11095,13701,15880,9795,4936,4839,5650,"Hamilton County, Tennessee",2647,1287,1502,1503,1344,1497,1170,1754,1491,1094,1740,1731,2131,1592,1139,1082,1071
"G4700930","2013","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",180231,16263,9437,9753,10444,9712,10948,9661,7134,8002,14278,17792,20880,13227,7988,6703,8009,"Knox County, Tennessee",2534,2248,1488,1530,1588,1798,1671,1357,1254,1470,1716,2003,2458,1743,1262,1018,1378
"G4701130","2013","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",35602,4369,2445,2376,1991,2575,1781,2477,1525,1317,2585,3551,3927,2117,455,768,1343,"Madison County, Tennessee",1528,892,711,630,722,799,569,743,707,681,765,820,962,786,327,410,476
"G4701190","2013","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",32913,1363,1686,2273,3070,2093,1544,1718,2467,1447,3079,3620,3786,2548,815,708,696,"Maury County, Tennessee",1131,538,621,705,892,658,657,658,827,627,893,803,917,682,413,303,311
"G4701250","2013","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",66218,5417,2869,2629,3112,3274,4312,3138,4549,2912,7762,9471,7612,4159,2693,1453,856,"Montgomery County, Tennessee",2122,1274,892,730,705,914,1011,813,1093,784,1336,1357,1202,1168,867,585,432
"G4701410","2013","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",30254,5139,2521,2269,2635,1970,1778,1432,1128,887,1778,2616,2526,1353,607,882,733,"Putnam County, Tennessee",936,1132,852,799,877,649,652,598,672,484,613,870,696,484,347,393,446
"G4701470","2013","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",24309,1161,858,1546,1497,1629,1877,1054,1119,1201,3049,2601,3385,1490,825,636,381,"Robertson County, Tennessee",906,443,384,606,665,609,680,425,399,431,772,721,760,563,400,333,250
"G4701490","2013","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",100942,5295,3748,4464,5155,4246,4996,4878,6191,5053,8445,12346,15602,9188,4200,4820,2315,"Rutherford County, Tennessee",1513,1283,1146,1007,1368,1054,1201,1292,1452,1247,1286,1754,2096,1503,1088,1025,653
"G4701550","2013","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",36836,2445,2774,3292,1857,2970,2461,2256,1908,1204,4781,3338,2298,2994,1221,584,453,"Sevier County, Tennessee",2098,850,898,928,585,985,879,774,768,540,1191,1005,742,1025,684,338,239
"G4701570","2013","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",347320,37503,18824,19139,23383,22846,17312,15850,18124,13281,25401,34552,34513,24769,12982,14054,14787,"Shelby County, Tennessee",4245,3369,2473,2233,2445,2699,1823,2233,2557,1843,2247,2998,2549,2565,1752,2059,1674
"G4701630","2013","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",64876,6379,5619,4049,3837,4015,4249,4194,2846,2375,5942,6617,6283,3341,2223,1764,1143,"Sullivan County, Tennessee",1652,1152,1065,1022,893,846,904,816,593,685,1003,1190,1092,736,638,631,470
"G4701650","2013","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",62785,2317,3091,3148,3610,2118,3082,3913,3332,3228,5916,7376,8383,4968,2919,2790,2594,"Sumner County, Tennessee",1354,662,965,939,957,610,824,945,756,838,1109,1445,1294,1197,790,702,776
"G4701790","2013","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",51574,4155,4520,3688,3361,3664,2354,2464,4093,2588,5400,3921,3791,3053,1747,1601,1174,"Washington County, Tennessee",2016,883,970,947,842,934,702,907,1117,918,1068,936,1117,825,702,727,473
"G4701870","2013","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",69191,1293,2413,1294,2766,2852,1710,1420,2676,1820,3930,7042,10100,7168,4782,7490,10435,"Williamson County, Tennessee",1046,625,906,580,1024,1131,620,657,915,587,958,1333,1489,1117,1086,1226,1357
"G4701890","2013","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",44197,2382,1620,2346,2699,1882,1840,2346,2236,2431,3322,5289,7335,3338,1883,1860,1388,"Wilson County, Tennessee",1186,848,634,973,765,680,649,730,645,867,952,1253,1300,727,623,681,518
"G4800050","2013","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",30103,2085,2518,2416,2169,1956,2085,1307,1440,1686,2218,2910,3026,1866,711,1060,650,"Angelina County, Texas",1288,778,956,790,834,836,748,444,518,590,871,887,866,674,361,441,308
"G4800210","2013","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",25447,1416,1865,870,1464,1447,960,1731,1153,1990,2772,2691,2688,2039,1715,521,125,"Bastrop County, Texas",1272,760,996,537,706,847,640,881,629,940,936,928,1170,886,823,377,140
"G4800270","2013","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",102934,8446,3849,4802,5487,4921,5827,6230,5399,5618,11006,11429,12203,8308,3289,3736,2384,"Bell County, Texas",2542,1620,980,1152,1068,1176,1247,1324,1206,1268,1888,1995,1686,1523,1004,1021,928
"G4800290","2013","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",620467,51490,34793,33460,35307,33167,29897,32368,30827,30281,53667,66040,69191,46094,25312,25358,23215,"Bexar County, Texas",4370,3718,3298,2572,3424,3047,3185,2869,3197,3251,3561,4568,4667,3900,2322,2337,2422
"G4800370","2013","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",32199,4010,2304,1643,2078,2172,1176,2227,1643,1344,2351,2921,3659,1680,1107,738,1146,"Bowie County, Texas",1618,1031,796,668,793,833,378,743,812,647,736,803,837,790,522,494,557
"G4800390","2013","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",111436,5932,4843,5513,3195,4786,4099,4119,4160,5309,8400,10659,14747,13346,6589,10958,4781,"Brazoria County, Texas",2203,1340,1423,1439,832,1330,1071,1161,1145,1756,1681,2239,2580,2233,1242,2007,1259
"G4800410","2013","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",72072,10396,5524,4299,4680,4289,4134,3892,2777,3060,3869,6508,6479,4811,2262,2637,2455,"Brazos County, Texas",1815,1521,1295,1142,1445,1044,1218,1012,1065,842,989,1393,1178,1158,764,684,662
"G4800610","2013","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",118546,17533,10262,8233,9236,7963,6811,6086,5986,4464,8265,10469,10157,4912,2887,2935,2347,"Cameron County, Texas",3031,1982,1412,1357,1671,1405,1405,1255,1133,1137,1638,1790,1640,1029,972,956,763
"G4800850","2013","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",307499,12206,9046,6445,9057,10955,11894,9721,12228,8429,23684,30763,41824,38904,23564,29174,29605,"Collin County, Texas",2294,1930,1685,1245,1677,1899,1871,1584,1847,1698,2676,3382,3527,2761,2266,2678,2482
"G4800910","2013","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",43517,2216,1147,1253,2433,2659,2630,1122,1463,1258,2738,3640,6841,4846,3027,3693,2551,"Comal County, Texas",1348,678,521,528,818,978,918,479,514,561,908,820,1230,1095,794,1122,845
"G4800990","2013","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",22083,1191,1438,1054,1048,755,860,1372,1322,1574,2752,2323,2628,1710,1077,559,420,"Coryell County, Texas",1260,543,633,559,459,299,395,550,470,677,873,682,603,587,535,397,248
"G4801130","2013","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",880444,62987,43299,50537,54689,55381,50146,50038,47987,40813,69459,82705,90757,62200,35576,34558,49312,"Dallas County, Texas",6089,3872,3760,3536,3745,3559,3371,4090,3719,3129,4707,4507,5377,3772,2595,2848,3163
"G4801210","2013","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",256391,9891,8303,8692,8722,10970,9832,8487,9247,8905,21390,23788,35395,28788,19626,22646,21709,"Denton County, Texas",2255,1696,1357,1742,1649,1987,1760,1475,1856,1768,2517,2588,2877,2436,2205,2298,2385
"G4801350","2013","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",51962,2320,1698,3475,1910,2080,2511,2855,3601,2973,4459,5114,5794,5533,2688,2354,2597,"Ector County, Texas",995,774,612,952,695,872,988,860,1156,1018,964,1288,1136,1191,784,903,793
"G4801390","2013","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",52978,2802,2673,2123,2068,1710,3168,3008,2916,2706,3762,5054,7700,5020,3173,3293,1802,"Ellis County, Texas",939,1105,834,681,710,748,1007,976,1001,883,968,1071,1156,1220,869,769,647
"G4801410","2013","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",258587,26280,19682,18577,18745,14422,17144,14574,13448,14268,20008,23038,25023,13422,8206,6473,5277,"El Paso County, Texas",2911,2347,2646,2399,2548,1951,1977,1860,1647,2216,2744,2351,2709,2011,1506,1253,1036
"G4801570","2013","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",205137,6569,4071,5902,7095,6056,6335,7090,7631,7885,13704,16711,24329,22901,18176,22766,27916,"Fort Bend County, Texas",1954,1543,1256,1886,1721,1731,1699,1983,1815,1796,2015,2295,2647,3083,2503,2843,3571
"G4801670","2013","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",111038,7076,4637,5557,6361,4621,6669,4496,4749,2997,7423,10316,15079,9689,7469,7444,6455,"Galveston County, Texas",2688,1330,1315,1396,1421,1063,1084,1258,1373,1014,1663,1984,2270,1615,1755,1287,1292
"G4801810","2013","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",46311,4104,3606,2018,2394,3596,2307,2792,2661,2096,3410,4905,5365,2461,1862,1377,1357,"Grayson County, Texas",1464,1014,1112,533,707,906,660,781,815,568,841,1109,1063,672,653,559,697
"G4801830","2013","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",46896,3691,2517,3725,3476,3126,2657,2173,1950,2508,4676,3653,4156,3556,2149,1876,1007,"Gregg County, Texas",1209,1145,857,1033,1055,1019,864,890,756,817,1020,912,1056,1126,623,658,513
"G4801870","2013","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",48922,2385,1755,1709,2483,2458,2112,1964,2650,2536,4957,5495,6550,5290,2220,2688,1670,"Guadalupe County, Texas",1086,798,748,548,808,817,781,683,921,852,1189,1027,1253,963,686,819,622
"G4802010","2013","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1497363,104627,74205,81467,87001,71894,80319,74536,73094,61280,114285,147681,162234,118676,67582,81453,97029,"Harris County, Texas",7978,4736,5009,6068,4903,4113,4955,5806,4893,4574,6130,6749,6373,6353,4529,4423,5076
"G4802030","2013","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",23148,2114,1580,2331,1663,1413,1481,1063,1567,649,2615,1647,2127,910,651,730,607,"Harrison County, Texas",1068,646,629,823,705,676,811,470,731,411,787,575,680,373,370,472,326
"G4802090","2013","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",60739,4536,2995,3306,1887,3246,3682,2330,2116,2107,4818,7139,7849,4682,3143,3707,3196,"Hays County, Texas",1776,1249,1085,1013,657,1011,1228,770,843,902,1230,1613,1433,934,932,901,785
"G4802130","2013","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",28070,2169,1467,2311,3073,1631,2408,1389,2011,1307,1791,2666,2428,1318,1076,481,544,"Henderson County, Texas",1630,649,534,838,878,618,675,512,658,747,679,666,652,586,563,258,335
"G4802150","2013","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",223367,30869,21944,17137,15445,13738,12259,12528,10343,10559,16543,16842,19558,12439,5969,4110,3084,"Hidalgo County, Texas",3839,2713,2461,2336,2194,1945,1668,2285,1852,1968,2234,2193,2421,1989,1289,985,759
"G4802310","2013","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",30727,2538,3084,1483,2123,2194,1248,1332,1553,1168,2456,2739,4069,1779,1235,1210,516,"Hunt County, Texas",1331,779,829,574,616,617,578,450,559,464,693,723,934,517,460,474,279
"G4802450","2013","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",91431,11733,6114,6059,5899,4573,5353,3573,5047,4226,7523,9605,6502,5963,3162,2889,3210,"Jefferson County, Texas",2524,1655,1212,1333,1243,1072,1050,905,1303,1272,1242,1541,1110,1120,733,787,1040
"G4802510","2013","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",53393,3628,2721,2373,2354,1543,2040,2808,3896,1652,5226,7009,6808,4231,2661,2935,1508,"Johnson County, Texas",1345,1134,962,837,789,759,732,830,1048,502,1132,1305,1312,1058,889,855,530
"G4802570","2013","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",34532,1770,2272,1037,1411,1086,1598,1707,1799,1345,2252,4543,4138,4414,2030,2102,1028,"Kaufman County, Texas",1085,679,745,522,479,408,589,661,719,570,717,1067,921,1053,635,774,508
"G4802910","2013","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",25316,2589,1436,2421,2141,1022,799,1483,1487,794,2950,2974,1560,1438,741,1130,351,"Liberty County, Texas",1255,1063,662,967,970,534,477,610,683,460,866,919,585,729,387,662,210
"G4803030","2013","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",105838,8649,5743,6437,6207,5812,6601,5092,5913,5150,9576,9981,10656,8377,3420,3829,4395,"Lubbock County, Texas",2350,1709,1101,1286,1370,1350,1417,1341,1329,1040,1719,1660,1714,1474,938,830,1056
"G4803090","2013","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",87845,9361,5758,6728,4428,5872,6748,4522,3561,4160,5602,7541,11292,4841,2516,2447,2468,"McLennan County, Texas",1796,1676,1261,1421,1134,1238,1253,1092,1048,1019,1173,1406,1594,1041,795,714,745
"G4803290","2013","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",52655,2033,1370,2053,2539,2458,2195,2331,1719,2010,3398,5080,7335,6891,3140,3232,4871,"Midland County, Texas",1270,762,658,920,1112,1088,970,881,730,946,936,1086,1590,1589,764,1160,1213
"G4803390","2013","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",170066,7627,6263,7846,6997,6848,7992,7189,7973,5030,11998,15648,23095,14926,11202,12612,16820,"Montgomery County, Texas",3277,1684,1483,1698,1278,1480,1768,1974,1780,1222,2437,2492,2731,2560,2002,2351,3082
"G4803470","2013","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",22687,3666,1779,1297,1508,1532,1460,597,1001,1341,1181,1700,2207,1672,585,351,810,"Nacogdoches County, Texas",1275,860,646,353,554,759,613,324,434,483,422,702,676,651,244,250,476
"G4803550","2013","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",127788,8463,7818,8538,8680,6804,5521,6705,5747,6327,9890,12528,16041,11628,5140,4860,3098,"Nueces County, Texas",2259,1278,1441,1464,1537,1428,1152,1475,1491,1628,1977,1704,2268,1874,1412,1203,944
"G4803610","2013","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",32004,2019,2093,1715,1504,1327,1849,2100,1726,908,3481,3059,4738,1963,1098,1445,979,"Orange County, Texas",1094,717,722,726,475,507,646,664,694,452,915,776,1270,772,541,486,432
"G4803670","2013","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",43524,3037,1921,2345,1829,1528,2307,2031,1978,1925,2603,4873,5776,3658,2299,3039,2375,"Parker County, Texas",1321,993,777,839,723,658,985,732,643,783,816,1252,1138,968,835,945,791
"G4803750","2013","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",43194,4237,3666,2809,3050,2709,3341,2317,3228,1846,3095,3381,4057,2411,955,1168,924,"Potter County, Texas",1177,961,960,775,838,801,876,649,873,559,748,754,931,693,420,376,412
"G4803810","2013","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",49024,2975,1700,2193,2349,1358,2182,2396,2816,2259,3931,5189,6519,4856,3960,3115,1226,"Randall County, Texas",1295,852,630,853,668,482,735,815,748,724,912,1105,1096,1041,994,900,360
"G4803970","2013","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",27818,753,591,840,692,617,742,879,1728,555,1639,2338,4526,4318,1867,3244,2489,"Rockwall County, Texas",1001,626,408,431,321,359,499,647,807,362,727,847,1087,1129,765,951,912
"G4804090","2013","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",22725,2123,1236,1213,992,1116,1356,1718,1148,1075,1869,2537,2508,1889,1137,605,203,"San Patricio County, Texas",1090,739,573,457,425,641,448,603,547,509,586,880,739,629,432,348,150
"G4804230","2013","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",79043,5360,4389,4765,5050,5539,4372,4520,3815,3013,5643,8741,10318,5435,3421,2553,2109,"Smith County, Texas",1976,1186,1073,1192,1176,1255,1319,1164,1021,910,1228,1338,1510,942,921,742,769
