GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,IHXE001,NAME_M,IHXM001
"G2600730","2010","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",70334,"Isabella County, Michigan",0
"G2600750","2010","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",160201,"Jackson County, Michigan",0
"G2600770","2010","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",250738,"Kalamazoo County, Michigan",0
"G2600810","2010","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",603219,"Kent County, Michigan",0
"G2600870","2010","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88210,"Lapeer County, Michigan",0
"G2600910","2010","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",99763,"Lenawee County, Michigan",0
"G2600930","2010","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",180972,"Livingston County, Michigan",0
"G2600990","2010","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",841126,"Macomb County, Michigan",0
"G2601030","2010","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",67131,"Marquette County, Michigan",0
"G2601110","2010","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83592,"Midland County, Michigan",0
"G2601150","2010","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",151932,"Monroe County, Michigan",0
"G2601210","2010","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",172068,"Muskegon County, Michigan",0
"G2601250","2010","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1203012,"Oakland County, Michigan",0
"G2601390","2010","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",264055,"Ottawa County, Michigan",0
"G2601450","2010","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",199911,"Saginaw County, Michigan",0
"G2601470","2010","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",162789,"St. Clair County, Michigan",0
"G2601550","2010","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",70606,"Shiawassee County, Michigan",0
"G2601590","2010","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",76186,"Van Buren County, Michigan",0
"G2601610","2010","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",345290,"Washtenaw County, Michigan",0
"G2601630","2010","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1815734,"Wayne County, Michigan",0
"G2700030","2010","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",331302,"Anoka County, Minnesota",0
"G2700190","2010","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",91361,"Carver County, Minnesota",0
"G2700370","2010","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",399100,"Dakota County, Minnesota",0
"G2700530","2010","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1154623,"Hennepin County, Minnesota",0
"G2701090","2010","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",144509,"Olmsted County, Minnesota",0
"G2701230","2010","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",509320,"Ramsey County, Minnesota",0
"G2701370","2010","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",200155,"St. Louis County, Minnesota",0
"G2701390","2010","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",130487,"Scott County, Minnesota",0
"G2701410","2010","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",88691,"Sherburne County, Minnesota",0
"G2701450","2010","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",150785,"Stearns County, Minnesota",0
"G2701630","2010","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",238844,"Washington County, Minnesota",0
"G2701710","2010","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",125118,"Wright County, Minnesota",0
"G2800330","2010","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",161746,"DeSoto County, Mississippi",0
"G2800350","2010","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",75113,"Forrest County, Mississippi",0
"G2800470","2010","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",187785,"Harrison County, Mississippi",0
"G2800490","2010","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",245629,"Hinds County, Mississippi",0
"G2800590","2010","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",139698,"Jackson County, Mississippi",0
"G2800670","2010","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",67870,"Jones County, Mississippi",0
"G2800750","2010","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",80229,"Lauderdale County, Mississippi",0
"G2800810","2010","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",83048,"Lee County, Mississippi",0
"G2800890","2010","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",95552,"Madison County, Mississippi",0
"G2801210","2010","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",142018,"Rankin County, Mississippi",0
"G2900190","2010","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",163232,"Boone County, Missouri",0
"G2900210","2010","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",89144,"Buchanan County, Missouri",0
"G2900310","2010","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",75895,"Cape Girardeau County, Missouri",0
"G2900370","2010","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",99723,"Cass County, Missouri",0
"G2900430","2010","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",77825,"Christian County, Missouri",0
"G2900470","2010","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",222718,"Clay County, Missouri",0
"G2900510","2010","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",76182,"Cole County, Missouri",0
"G2900710","2010","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",101508,"Franklin County, Missouri",0
"G2900770","2010","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",275414,"Greene County, Missouri",0
"G2900950","2010","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",675259,"Jackson County, Missouri",0
"G2900970","2010","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",117770,"Jasper County, Missouri",0
"G2900990","2010","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",219084,"Jefferson County, Missouri",0
"G2901650","2010","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",89677,"Platte County, Missouri",0
"G2901830","2010","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",361602,"St. Charles County, Missouri",0
"G2901870","2010","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",65498,"St. Francois County, Missouri",0
"G2901890","2010","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",998881,"St. Louis County, Missouri",0
"G2905100","2010","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",319156,"St. Louis city, Missouri",0
"G3000130","2010","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",81519,"Cascade County, Montana",0
"G3000290","2010","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",90901,"Flathead County, Montana",0
"G3000310","2010","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",89658,"Gallatin County, Montana",0
"G3000630","2010","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",109494,"Missoula County, Montana",0
"G3001110","2010","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",148432,"Yellowstone County, Montana",0
"G3100550","2010","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",518777,"Douglas County, Nebraska",0
"G3101090","2010","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",286141,"Lancaster County, Nebraska",0
"G3101530","2010","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",159709,"Sarpy County, Nebraska",0
"G3200030","2010","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",1954260,"Clark County, Nevada",0
"G3200310","2010","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",422528,"Washoe County, Nevada",0
"G3300050","2010","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",77049,"Cheshire County, New Hampshire",0
"G3300090","2010","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",89108,"Grafton County, New Hampshire",0
"G3300110","2010","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",401057,"Hillsborough County, New Hampshire",0
"G3300130","2010","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",146400,"Merrimack County, New Hampshire",0
"G3300150","2010","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",295360,"Rockingham County, New Hampshire",0
"G3300170","2010","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",123198,"Strafford County, New Hampshire",0
"G3400010","2010","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",274685,"Atlantic County, New Jersey",0
"G3400030","2010","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",906541,"Bergen County, New Jersey",0
"G3400050","2010","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",449149,"Burlington County, New Jersey",0
"G3400070","2010","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",513607,"Camden County, New Jersey",0
"G3400090","2010","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",97253,"Cape May County, New Jersey",0
"G3400110","2010","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",157149,"Cumberland County, New Jersey",0
"G3400130","2010","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",784228,"Essex County, New Jersey",0
"G3400150","2010","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",288581,"Gloucester County, New Jersey",0
"G3400170","2010","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",635294,"Hudson County, New Jersey",0
"G3400190","2010","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",128373,"Hunterdon County, New Jersey",0
"G3400210","2010","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",366789,"Mercer County, New Jersey",0
"G3400230","2010","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",810986,"Middlesex County, New Jersey",0
"G3400250","2010","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",630966,"Monmouth County, New Jersey",0
"G3400270","2010","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",492694,"Morris County, New Jersey",0
"G3400290","2010","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",577603,"Ocean County, New Jersey",0
"G3400310","2010","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",501860,"Passaic County, New Jersey",0
"G3400330","2010","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",66058,"Salem County, New Jersey",0
"G3400350","2010","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",324194,"Somerset County, New Jersey",0
"G3400370","2010","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",149239,"Sussex County, New Jersey",0
"G3400390","2010","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",537661,"Union County, New Jersey",0
"G3400410","2010","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",108714,"Warren County, New Jersey",0
"G3500010","2010","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",664639,"Bernalillo County, New Mexico",0
"G3500050","2010","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",65779,"Chaves County, New Mexico",0
"G3500130","2010","NM",,,"New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",210538,"Doña Ana County, New Mexico",0
"G3500310","2010","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",71797,"McKinley County, New Mexico",0
"G3500430","2010","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",132330,"Sandoval County, New Mexico",0
"G3500450","2010","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",130145,"San Juan County, New Mexico",0
"G3500490","2010","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",144606,"Santa Fe County, New Mexico",0
"G3500610","2010","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",76759,"Valencia County, New Mexico",0
"G3600010","2010","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",303833,"Albany County, New York",0
"G3600050","2010","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",1386657,"Bronx County, New York",0
"G3600070","2010","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",200272,"Broome County, New York",0
"G3600090","2010","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",80229,"Cattaraugus County, New York",0
"G3600110","2010","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",79978,"Cayuga County, New York",0
"G3600130","2010","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",134768,"Chautauqua County, New York",0
"G3600150","2010","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",88824,"Chemung County, New York",0
"G3600190","2010","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",82115,"Clinton County, New York",0
"G3600270","2010","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",297577,"Dutchess County, New York",0
"G3600290","2010","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",918652,"Erie County, New York",0
"G3600450","2010","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",116582,"Jefferson County, New York",0
"G3600470","2010","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",2508340,"Kings County, New York",0
"G3600510","2010","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",65333,"Livingston County, New York",0
"G3600530","2010","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",73439,"Madison County, New York",0
"G3600550","2010","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",744389,"Monroe County, New York",0
"G3600590","2010","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",1341245,"Nassau County, New York",0
"G3600610","2010","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",1586698,"New York County, New York",0
"G3600630","2010","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",216546,"Niagara County, New York",0
"G3600650","2010","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",234845,"Oneida County, New York",0
"G3600670","2010","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",467204,"Onondaga County, New York",0
"G3600690","2010","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",108116,"Ontario County, New York",0
"G3600710","2010","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",373355,"Orange County, New York",0
"G3600750","2010","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",122114,"Oswego County, New York",0
"G3600790","2010","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",99713,"Putnam County, New York",0
"G3600810","2010","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",2233841,"Queens County, New York",0
"G3600830","2010","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",159428,"Rensselaer County, New York",0
"G3600850","2010","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",469363,"Richmond County, New York",0
"G3600870","2010","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",312183,"Rockland County, New York",0
"G3600890","2010","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",111894,"St. Lawrence County, New York",0
"G3600910","2010","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",219960,"Saratoga County, New York",0
"G3600930","2010","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",154889,"Schenectady County, New York",0
"G3601010","2010","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",98930,"Steuben County, New York",0
"G3601030","2010","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",1494434,"Suffolk County, New York",0
"G3601050","2010","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",77500,"Sullivan County, New York",0
"G3601090","2010","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",101620,"Tompkins County, New York",0
"G3601110","2010","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",182435,"Ulster County, New York",0
"G3601130","2010","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",65697,"Warren County, New York",0
"G3601170","2010","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",93753,"Wayne County, New York",0
"G3601190","2010","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",950541,"Westchester County, New York",0
"G3700010","2010","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",151528,"Alamance County, North Carolina",0
"G3700190","2010","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",107992,"Brunswick County, North Carolina",0
"G3700210","2010","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",238832,"Buncombe County, North Carolina",0
"G3700230","2010","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",90771,"Burke County, North Carolina",0
"G3700250","2010","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",178588,"Cabarrus County, North Carolina",0
"G3700270","2010","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",82998,"Caldwell County, North Carolina",0
"G3700310","2010","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",66685,"Carteret County, North Carolina",0
"G3700350","2010","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",154389,"Catawba County, North Carolina",0
"G3700450","2010","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",98050,"Cleveland County, North Carolina",0
"G3700490","2010","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",103908,"Craven County, North Carolina",0
"G3700510","2010","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",320267,"Cumberland County, North Carolina",0
"G3700570","2010","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",162930,"Davidson County, North Carolina",0
"G3700630","2010","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",268454,"Durham County, North Carolina",0
"G3700670","2010","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",351335,"Forsyth County, North Carolina",0
"G3700710","2010","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",206213,"Gaston County, North Carolina",0
"G3700810","2010","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",489681,"Guilford County, North Carolina",0
"G3700850","2010","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",115733,"Harnett County, North Carolina",0
"G3700890","2010","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",106978,"Henderson County, North Carolina",0
"G3700970","2010","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",159771,"Iredell County, North Carolina",0
"G3701010","2010","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",169735,"Johnston County, North Carolina",0
"G3701090","2010","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",78450,"Lincoln County, North Carolina",0
"G3701190","2010","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",923427,"Mecklenburg County, North Carolina",0
"G3701250","2010","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",88569,"Moore County, North Carolina",0
