GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACJ9E001,ACJ9E002,ACJ9E003,ACJ9E004,ACJ9E005,ACJ9E006,ACJ9E007,ACJ9E008,ACJ9E009,ACJ9E010,ACJ9E011,ACJ9E012,ACJ9E013,ACJ9E014,ACJ9E015,ACJ9E016,ACJ9E017,ACJ9E018,ACJ9E019,ACJ9E020,ACJ9E021,ACJ9E022,ACJ9E023,ACJ9E024,ACJ9E025,ACJ9E026,ACJ9E027,ACJ9E028,ACJ9E029,ACJ9E030,ACJ9E031,ACJ9E032,ACJ9E033,ACJ9E034,ACJ9E035,ACJ9E036,ACJ9E037,ACJ9E038,ACJ9E039,ACJ9E040,ACJ9E041,ACJ9E042,ACJ9E043,ACJ9E044,ACJ9E045,ACJ9E046,ACJ9E047,ACJ9E048,ACJ9E049,NAME_M,ACJ9M001,ACJ9M002,ACJ9M003,ACJ9M004,ACJ9M005,ACJ9M006,ACJ9M007,ACJ9M008,ACJ9M009,ACJ9M010,ACJ9M011,ACJ9M012,ACJ9M013,ACJ9M014,ACJ9M015,ACJ9M016,ACJ9M017,ACJ9M018,ACJ9M019,ACJ9M020,ACJ9M021,ACJ9M022,ACJ9M023,ACJ9M024,ACJ9M025,ACJ9M026,ACJ9M027,ACJ9M028,ACJ9M029,ACJ9M030,ACJ9M031,ACJ9M032,ACJ9M033,ACJ9M034,ACJ9M035,ACJ9M036,ACJ9M037,ACJ9M038,ACJ9M039,ACJ9M040,ACJ9M041,ACJ9M042,ACJ9M043,ACJ9M044,ACJ9M045,ACJ9M046,ACJ9M047,ACJ9M048,ACJ9M049
"G48032372","2015","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",65769,32404,4145,2815,2340,1946,747,252,192,1464,3222,2540,1654,1468,1780,1877,1373,466,997,231,562,882,812,345,294,33365,3994,2450,2390,1222,1162,335,507,1838,1800,1645,2340,1751,1165,2110,1718,510,989,863,1090,1041,565,888,992,"Harlingen city, Texas",33,1579,970,813,841,818,435,309,189,546,961,972,650,498,642,599,526,293,385,149,307,465,295,252,231,1578,1257,749,736,677,644,270,422,710,657,611,807,695,459,657,596,242,442,474,477,386,340,378,453
"G48035000","2015","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2298628,1149686,87889,84381,78589,45662,28367,17987,14120,60687,109635,103713,90282,77651,71002,67446,59818,25033,31322,14659,20506,24766,16722,11530,7919,1148942,88475,85832,73295,43458,28151,16138,17850,55839,103487,100233,81589,76934,69261,65891,61957,21701,33160,19483,23942,29624,21035,15309,16298,"Houston city, Texas",3600,8408,4689,5382,5020,2926,2596,2732,2456,4701,4282,3752,5083,4551,3482,3138,3485,2412,2332,1734,1989,1846,1666,1753,1360,9264,3976,4574,4458,2846,2836,2368,2696,4150,4076,4169,4818,3797,3134,3502,4198,2342,3040,2170,2248,2243,2294,1722,1855
"G48037000","2015","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",236617,117189,10558,9357,8320,3916,2864,1459,1797,5368,9711,13025,9346,9669,7944,6293,7204,1877,2904,1029,860,1637,1169,372,510,119428,9304,8959,8338,4755,3579,1420,2295,5387,10599,11092,10005,9194,8086,6853,5904,1389,2067,1168,1707,2696,2209,1156,1266,"Irving city, Texas",59,3327,1666,1695,1596,1013,777,699,666,1264,1344,1692,1505,1432,1361,1342,1202,615,835,384,357,485,488,236,321,3331,1378,1627,1394,1068,1143,657,1012,1142,1467,1479,1504,1313,1180,1263,1141,544,608,428,500,786,743,427,511
"G48039148","2015","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",140809,69442,6444,7451,5332,3259,1371,1561,1240,2894,7712,7534,5246,4459,3501,3114,2382,735,789,810,1300,610,894,519,285,71367,7942,5989,4355,2495,1346,1530,862,5008,6969,6681,4166,4750,4564,4304,3395,743,1706,458,701,1618,555,543,687,"Killeen city, Texas",34,2103,1153,1418,1205,815,576,610,552,813,1248,1137,996,1039,579,613,619,381,352,482,447,258,380,244,245,2106,1251,1293,1099,637,644,605,411,1240,993,989,1002,1089,736,724,806,389,558,279,321,509,295,306,385
"G48041464","2015","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",255789,124305,13200,11109,12207,7009,4223,3341,1251,5795,8774,7792,9264,7152,7110,6243,6117,2104,2543,1591,1923,1977,1421,1167,992,131484,11923,11053,11274,7410,4499,1842,2631,5971,8638,8369,9109,8616,8171,7027,4960,2587,3640,1945,1787,3725,2370,1665,2272,"Laredo city, Texas",3289,1821,556,1329,1466,293,225,802,534,795,298,465,1230,1191,278,458,872,634,711,488,574,628,396,397,440,1822,640,1384,1379,430,224,926,746,859,331,426,1313,1414,288,453,743,716,797,664,573,728,655,559,663
"G48041980","2015","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",98350,49354,3379,2296,4016,1368,1191,347,511,2791,3146,3222,4480,3372,3110,4458,3906,611,1392,1047,1945,1059,388,776,543,48996,3607,3229,2581,2553,1782,560,478,1715,3930,4010,3265,3530,3796,2928,3614,848,1171,1275,739,1091,720,846,728,"League City city, Texas",1476,1960,840,968,1150,754,510,384,490,1243,1068,943,1432,1221,1162,836,1251,499,762,623,860,652,356,575,429,1864,655,1632,882,872,601,597,392,1059,1050,1157,1104,1097,1077,783,1142,581,743,719,474,574,442,459,479
"G48042508","2015","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",104808,52776,5114,3768,2906,2276,1565,748,323,2402,6362,4649,4813,3750,3437,3651,2068,685,1168,219,660,927,635,340,310,52032,4589,5190,2476,2411,519,594,790,2020,5564,4063,4713,3380,2987,3801,2576,609,1096,914,1355,937,730,350,368,"Lewisville city, Texas",1528,2165,1025,837,864,549,706,425,213,811,1294,906,1051,951,903,1004,657,292,474,184,295,371,283,294,340,2116,1338,1068,702,708,320,300,388,791,1050,790,923,879,865,1013,588,270,353,356,506,349,388,211,244
"G48043888","2015","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",81590,40065,3222,3137,2456,1770,868,315,604,3020,3148,1726,2573,3051,2397,2362,3124,337,1461,427,650,1521,1116,291,489,41525,3273,2112,2569,1214,963,294,628,1962,2841,3336,1834,2584,2271,3294,2511,1128,1244,565,1639,1432,880,1055,1896,"Longview city, Texas",866,1614,584,1194,943,444,369,244,310,540,642,575,722,781,612,582,735,226,616,275,398,497,347,256,300,1511,690,604,857,505,678,270,550,836,866,829,748,807,678,457,673,511,497,305,581,532,320,386,469
"G48045000","2015","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",249051,122320,8625,9447,7615,3952,6654,3877,4018,9861,10731,9321,8501,4724,5539,6303,5839,1720,3445,1046,2087,4079,2182,1291,1463,126731,8527,7951,8030,4830,6071,3086,3085,11175,10014,8334,6791,6722,5740,6171,7254,2820,3526,1829,2205,4654,2695,1951,3270,"Lubbock city, Texas",40,1986,678,1241,1151,513,567,1316,1122,1633,718,769,1377,1076,526,834,1025,447,847,463,572,712,634,450,534,1985,769,1274,1045,514,635,916,1012,1487,718,803,1154,1233,498,659,1162,852,941,484,630,591,607,497,645
"G48045384","2015","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",140253,68332,7175,3435,5938,3414,2126,1623,671,2574,3986,5103,5551,4511,4773,2713,3089,2159,1625,908,1213,2161,1547,1078,959,71921,5631,5941,4895,3343,3317,686,1011,3979,4584,4210,5089,3909,4564,3140,3546,1099,1944,1075,1797,2176,2050,1763,2172,"McAllen city, Texas",57,2487,1773,1201,1601,977,854,848,545,967,914,1391,1327,1248,1137,834,854,968,616,433,497,720,590,559,583,2484,1586,1401,1218,1039,934,566,724,1500,1283,1059,978,1040,1138,734,839,454,749,612,760,701,719,728,639
"G48045744","2015","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",162887,77339,6857,6307,5936,4016,2481,261,1705,2595,4611,5174,6548,6360,6778,4668,4228,812,1444,1122,1351,1463,1336,650,636,85548,5972,8091,6606,4449,1934,433,854,1207,5320,4987,9408,8465,5622,6168,3791,863,2743,1257,1772,1572,1777,1077,1180,"McKinney city, Texas",51,2600,1296,1259,1194,1024,873,317,909,1000,1270,1010,1306,1048,1106,1153,989,387,503,604,460,616,500,441,279,2596,1098,1386,1131,967,685,374,542,518,1205,1006,1429,1271,1172,1250,925,373,869,482,507,587,748,541,468
"G48047892","2015","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",145124,69240,5145,6451,6836,3252,1852,1000,1608,3648,5534,2665,3240,3686,3852,5134,4307,1680,2201,1359,2105,1374,958,653,700,75884,4696,4344,4822,3868,1786,118,1823,3718,4777,5535,6069,4875,5094,4663,5125,1344,2628,1828,2051,2327,1266,1296,1831,"Mesquite city, Texas",596,2650,1466,1706,1528,1096,775,714,794,1248,1301,813,935,938,979,1196,972,801,754,514,713,481,384,297,469,2636,1600,1356,1105,1052,678,136,959,1341,1258,1581,1386,1062,1184,1153,1255,630,895,746,581,713,440,556,681
"G48048072","2015","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",132950,66595,5221,4777,4603,2840,1474,1667,1330,3194,6077,5740,3986,4791,3751,4247,3578,1676,1695,1040,1320,1434,833,813,508,66355,4773,4475,5571,3261,1586,1341,1453,2547,4820,5298,4749,3359,3768,4076,4194,1984,1530,1016,924,1618,1628,860,1524,"Midland city, Texas",17,1249,583,1109,1093,632,457,624,639,846,709,817,893,912,269,479,960,787,628,472,566,478,331,338,268,1250,745,1321,1028,637,782,692,756,904,593,622,921,822,576,496,941,621,517,391,452,474,490,326,459
"G48048768","2015","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",83307,40530,4206,4127,4580,2345,1157,288,521,1490,1146,2153,3968,2505,2374,2666,1578,265,762,535,868,1092,759,715,430,42777,3470,2888,4217,1900,1592,600,939,2665,979,2211,4410,3600,3166,1937,1265,1525,949,1057,859,878,780,309,581,"Mission city, Texas",34,2248,1087,1269,1417,1111,687,245,437,747,681,968,1103,992,837,851,687,278,389,341,394,569,497,440,446,2242,1365,1079,1234,670,732,571,707,910,595,888,1416,1005,913,658,572,795,507,638,518,406,400,213,509
"G48048804","2015","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",71778,34932,2324,2386,2672,2063,718,724,450,998,2528,1605,2928,2193,1791,2310,1992,1529,2184,1033,835,1109,120,293,147,36846,1411,2785,2234,1294,1277,206,536,835,2846,3621,2689,2817,2021,2342,3430,1040,1993,976,899,797,227,192,378,"Missouri City city, Texas",1622,1935,1140,1033,990,770,408,537,472,623,1072,911,1154,818,877,808,736,766,947,505,432,763,140,247,175,2022,714,942,926,722,669,264,588,667,862,1325,857,913,851,667,1034,513,809,402,566,458,276,210,334
"G48050820","2015","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",69923,33071,3514,1660,2812,1633,753,62,264,1309,2492,2086,1748,2907,2859,1898,1668,642,583,779,1143,604,650,341,664,36852,2345,2565,2172,1385,1115,442,234,2260,2611,2197,2559,3508,2235,2098,2034,486,358,734,1139,1830,868,668,1009,"New Braunfels city, Texas",2251,1873,887,658,933,598,476,105,298,735,698,662,678,904,814,544,598,289,279,447,486,448,344,198,394,1851,747,869,739,559,683,428,225,920,705,839,852,929,531,605,670,317,233,360,544,678,374,390,355
"G48052356","2015","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",69205,35257,2760,3738,2053,1250,451,226,428,2059,1914,1692,2708,1731,1484,2521,2857,1252,1263,771,1326,1180,729,328,536,33948,1532,1882,1906,644,368,426,637,780,2992,1762,2490,1442,2341,2355,2660,1297,1856,564,1721,1541,937,807,1008,"North Richland Hills city, Texas",26,1435,897,857,665,677,295,237,393,832,759,703,813,787,527,809,817,630,618,371,524,385,368,201,318,1431,737,620,643,361,289,394,386,384,841,706,948,578,791,692,903,474,573,345,449,577,454,336,438
"G48053388","2015","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",118980,61119,5066,4733,5660,3164,1328,1921,988,2006,5539,5526,3578,3995,2620,3712,2937,597,1773,1644,738,1203,1359,543,489,57861,4870,3664,4806,2245,2153,1019,1198,2802,4266,4129,4525,2882,2835,3338,3395,1510,1493,954,1332,1408,867,658,1512,"Odessa city, Texas",1004,1387,1068,1117,1127,754,601,867,569,762,686,739,853,848,532,395,652,407,649,633,396,422,407,285,306,1230,747,919,1004,501,432,617,585,1024,638,638,927,816,493,578,699,528,591,377,511,532,396,253,476
"G48056000","2015","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",153786,78827,6800,8633,7366,3245,2021,667,1188,2876,6803,6316,3889,5283,4666,4877,4050,1695,1551,1166,1386,1776,1327,976,270,74959,6001,6532,5469,2952,1800,962,437,3131,6303,5273,6067,4532,4198,5332,4112,1672,1665,1614,1861,1621,1099,1092,1234,"Pasadena city, Texas",35,2683,1520,1784,1348,853,692,433,755,916,1555,1480,1120,1315,1077,1118,916,676,673,593,666,629,646,419,195,2681,1363,1475,1301,1065,679,474,294,1009,1135,1115,1334,1024,1214,1126,802,783,520,636,724,609,465,412,522
"G48056348","2015","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",111665,52336,5964,4893,2632,1429,627,734,67,1653,4869,5267,5748,2942,3294,2935,3737,885,1185,446,532,1255,446,726,70,59329,4467,5980,3660,2038,1174,296,516,2102,5143,5314,6636,2992,2184,4145,4650,847,1381,917,932,1484,692,1255,524,"Pearland city, Texas",2657,2767,1368,1518,825,1235,491,564,106,838,1241,1177,1446,1147,1163,1052,1237,584,676,405,510,652,426,484,115,2941,1106,1379,1222,894,741,303,501,1457,1402,1251,2046,1249,822,1095,1380,574,749,756,594,679,439,691,406
"G48057200","2015","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",76535,35242,4853,2631,4484,1407,2274,953,339,935,2548,1653,2710,2035,830,1737,1364,288,431,435,1027,997,960,266,85,41293,4771,3759,3788,2912,213,293,684,1774,2448,2849,3506,2447,2094,1897,1522,1015,707,874,556,1401,941,381,461,"Pharr city, Texas",19,2844,1473,1203,1473,718,854,601,301,769,1166,945,1146,1003,534,705,857,273,407,438,617,557,499,255,144,2845,1477,1011,1159,903,348,342,513,931,904,993,1343,967,916,809,655,619,572,424,454,611,503,376,314
"G48058016","2015","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",283619,138565,7410,10864,10822,6382,3209,1384,1630,6116,8706,8689,10239,10335,10882,12147,9048,3727,4075,2043,3031,3050,2226,1381,1169,145054,7652,7873,9440,5489,3280,2477,2147,5374,9325,10206,10445,9603,11237,12432,10222,4133,4771,3292,3461,4222,3592,1712,2669,"Plano city, Texas",1361,2739,1125,1582,1570,1004,909,634,809,1300,1505,1322,1584,1380,1333,1528,1223,955,999,557,734,615,667,520,433,2766,1260,1633,1549,1014,837,971,873,1117,1346,1242,1498,1452,1186,1520,1469,1091,985,840,804,673,974,572,838
"G48061796","2015","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",110827,54676,4014,3448,3256,2101,1771,1268,1081,1371,5037,4911,3871,2419,3759,4098,2515,1320,1595,1101,1530,2084,734,827,565,56151,3679,2991,3545,1716,1640,1284,185,2395,5143,3462,4221,3513,3836,3680,2935,1987,1337,1145,1469,2673,1213,607,1495,"Richardson city, Texas",58,2484,1257,837,1096,793,791,778,652,832,1548,1159,893,726,938,915,780,615,629,415,497,598,330,356,260,2478,1056,963,1412,601,815,928,180,894,1112,1037,1016,1032,903,777,845,694,508,350,502,780,528,285,521
"G48063500","2015","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",115839,56646,3468,4596,4356,3738,1265,170,1402,2823,3249,4130,5151,4696,4997,4187,2683,674,1352,868,1062,926,335,160,358,59193,3918,4226,4900,2494,2502,980,755,1922,3155,4030,5267,4505,5179,4654,2493,1521,1513,503,1088,1503,602,801,682,"Round Rock city, Texas",1069,2102,1207,1028,1152,804,578,185,958,1278,1030,1304,1104,1210,1091,765,779,392,625,421,1009,435,214,155,338,2302,970,1123,1337,635,858,757,781,776,972,1007,1072,1212,988,1002,716,693,636,253,483,613,383,446,383
"G48064472","2015","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",100413,49669,2891,3193,3359,2333,2335,897,890,3278,4967,3880,2720,2460,2258,2884,2355,759,2378,1087,1382,1153,720,779,711,50744,3679,3308,3453,1234,1944,595,511,3486,3859,3804,2990,2499,2452,2990,2994,1063,1828,1222,1526,1436,1683,867,1321,"San Angelo city, Texas",3369,1885,654,829,834,600,678,511,461,892,342,566,846,762,415,594,606,288,654,551,503,358,357,390,288,1985,439,878,833,494,735,365,422,834,569,455,902,870,348,416,605,398,666,562,542,483,515,375,441
"G48065000","2015","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1469824,721405,51732,55085,49460,32264,23509,12839,13300,34215,63071,57443,48779,45645,42258,45184,40795,14495,17721,12477,15848,16270,13575,8123,7317,748419,52004,49505,52691,29924,20358,9612,12103,36688,62047,56451,49688,46683,44960,45970,44628,16740,21018,15028,15516,23035,17417,13021,13332,"San Antonio city, Texas",69,4314,1996,3050,3077,1488,1379,1998,1996,2252,2188,2591,2727,2795,1892,1639,2599,1878,1972,1600,1630,1780,1355,1189,1099,4311,2103,3503,3321,1692,1261,1831,1743,2849,1803,1907,3109,3212,1823,1602,2757,1675,1983,1558,1297,1793,1722,1329,1449
"G48070808","2015","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",88129,43889,2934,2199,2315,2180,864,537,719,1873,2861,2144,2784,1551,2902,4699,3664,1052,2416,1153,1544,1322,719,633,824,44240,2370,2638,2131,2476,1354,471,230,1805,2105,2562,1972,3204,3188,4044,3967,1564,2323,935,1393,1303,885,494,826,"Sugar Land city, Texas",92,2258,937,800,882,647,535,389,738,843,972,927,1064,677,844,894,794,533,800,484,656,485,380,421,473,2260,950,1003,809,790,786,368,402,1124,892,1018,572,1005,681,980,992,592,741,467,598,547,438,341,510
"G48072176","2015","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",72297,33512,3091,2147,1885,1300,472,665,391,1273,3326,2647,2294,2007,1652,2472,2179,674,887,553,842,944,346,502,963,38785,3633,3840,2249,997,887,626,203,1379,3886,2856,2919,1822,1488,2120,2608,841,568,573,1184,1067,976,851,1212,"Temple city, Texas",71,1800,964,840,958,567,387,407,261,527,1043,789,877,734,591,611,623,320,417,309,507,410,311,294,365,1805,1160,1308,893,589,413,374,257,618,1033,900,922,808,581,627,835,431,350,311,411,409,473,561,400
"G48072656","2015","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",119144,56083,2859,4173,4092,3212,1388,1527,515,1366,2574,2262,4245,3626,5342,5901,3382,2120,1824,583,767,1419,1656,211,1039,63061,4091,5558,6825,5079,370,310,0,1707,1481,4906,3549,4518,4500,5035,4173,1654,1663,954,1961,1668,933,1144,982,"The Woodlands CDP, Texas",11666,5707,1034,1256,1768,1537,861,1696,461,896,1167,1199,1814,1253,1771,1736,953,824,732,389,309,702,706,217,569,7326,1708,2287,2972,1350,355,322,214,871,707,1778,1075,1644,1336,1438,1175,691,611,414,715,774,555,649,692
"G48074144","2015","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",103705,50422,3465,3815,2780,1838,2091,986,758,3972,3577,3605,2953,2734,2943,2064,3065,1561,1254,802,1672,1654,1525,615,693,53283,3863,3123,2743,1662,1960,943,1282,3344,4385,2622,2945,2724,3863,2902,3880,835,1350,1029,1522,1644,1973,1352,1337,"Tyler city, Texas",33,1921,1230,823,662,625,563,592,568,1647,967,716,656,729,747,691,935,679,513,545,568,631,710,401,352,1924,1030,729,557,513,804,491,663,934,882,625,687,687,889,739,1220,411,544,472,673,540,697,481,494
"G48075428","2015","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",67581,32290,2613,2189,2516,578,1835,310,322,958,2301,2402,1997,2652,1645,1517,2093,715,905,839,907,1184,675,718,419,35291,2145,2928,2228,1479,975,453,1020,933,2668,1920,2250,2179,2110,2284,1882,787,1479,789,663,1961,686,349,1123,"Victoria city, Texas",29,886,431,599,786,312,836,317,348,554,428,574,676,747,398,374,539,361,451,402,343,380,310,332,268,886,515,1066,1005,402,528,403,558,478,400,525,663,653,422,469,560,344,503,330,263,527,374,218,546
"G48076000","2015","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",132342,63452,4686,4566,4545,2063,3115,1931,2653,4463,5639,3639,3800,3295,3533,2344,3596,1410,1339,992,1294,1909,1003,840,797,68890,5356,4208,3891,2257,3944,2814,1892,4838,4801,3364,3750,3765,3447,3535,3590,1198,2131,1192,2088,1459,1451,1663,2256,"Waco city, Texas",55,1990,909,1030,1084,599,760,987,991,1267,881,680,910,872,835,662,665,604,455,426,530,737,441,439,379,1986,806,1169,1121,511,886,1015,964,1010,813,751,890,1026,638,545,807,530,580,391,567,591,520,513,570
"G48079000","2015","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104709,55775,3479,3443,2924,1752,3493,1863,1058,3980,4643,3755,3321,3663,2912,3133,4261,1633,1298,782,1079,1072,827,784,620,48934,3271,3064,2778,1692,1516,684,1464,2720,2925,3634,2919,3140,2920,3076,3021,1173,1662,615,1265,1252,1496,1406,1241,"Wichita Falls city, Texas",20,1080,617,961,805,515,889,631,598,938,715,709,691,638,547,611,746,636,507,273,312,337,303,319,367,1076,618,717,707,511,541,389,517,661,625,469,664,845,642,407,693,535,543,333,408,532,456,446,358
"G49043660","2015","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",74142,37748,2951,3603,3014,1662,1200,1022,505,1869,2810,2731,3201,3123,1336,1640,2303,632,1317,712,466,710,486,264,191,36394,3088,4160,3450,1397,636,90,619,2467,3362,2903,2439,2436,1191,1409,2133,610,968,802,536,527,461,392,318,"Layton city, Utah",27,1557,861,804,757,575,483,460,251,625,945,710,758,1004,489,445,680,356,517,275,375,300,235,220,176,1557,820,1006,939,503,326,139,584,781,785,790,740,776,409,470,527,275,341,390,248,342,299,285,217
"G49055980","2015","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",85450,44323,3748,3925,2708,1603,1236,739,755,2754,3835,4545,2571,2657,2274,2333,2560,817,1011,891,721,1029,492,509,610,41127,2592,2575,3705,1081,1401,683,1221,2221,3695,3497,3075,2031,2729,2620,2159,373,1266,539,669,1061,574,426,934,"Ogden city, Utah",34,1551,855,842,693,473,362,329,452,790,695,661,689,726,564,733,641,359,401,391,303,435,270,336,417,1551,563,813,1060,393,533,334,548,659,856,665,726,629,549,607,546,241,460,209,341,386,232,249,309
"G49057300","2015","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",94457,48695,5205,3902,4226,2031,1633,1255,1367,3937,5365,2999,3162,1758,1813,2043,1923,1142,695,926,475,1029,726,472,611,45762,3700,3384,3893,1573,2488,925,1948,3575,3832,2524,2811,2330,1704,1858,2212,635,1174,678,1117,1025,966,597,813,"Orem city, Utah",26,2279,949,873,838,575,665,692,753,1246,1121,691,748,523,558,454,556,516,269,306,224,327,255,253,324,2276,916,799,984,529,955,625,691,907,590,553,655,611,470,511,518,236,372,347,393,349,366,292,355
"G49062470","2015","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",115258,56231,4806,3018,2603,1588,1734,2023,2876,13048,7550,3914,2474,2339,1415,1732,1259,535,604,299,474,473,599,494,374,59027,4835,3782,3781,2073,4906,2687,4421,9798,4841,3691,2401,2423,1684,1597,1673,355,549,412,374,1016,695,430,603,"Provo city, Utah",37,2225,830,804,704,386,614,840,995,2018,1102,788,598,626,415,537,455,300,253,181,232,221,293,250,235,2227,847,649,861,503,1322,763,1220,1505,860,848,572,632,456,456,430,216,242,230,186,370,308,220,244
"G49065330","2015","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",80207,38732,2311,2375,3179,1791,1573,1010,792,1929,2714,2083,2666,1743,1540,1796,1279,893,1733,1259,907,1992,1449,1241,477,41475,2507,3251,2112,1887,1536,1015,966,1124,2293,1571,2569,1694,1924,1875,2633,1532,1504,623,1622,2882,1531,1325,1499,"St. George city, Utah",25,1407,783,783,1233,570,650,637,577,764,600,764,976,768,524,404,511,464,614,511,450,620,490,483,345,1408,826,875,633,689,542,518,624,565,729,589,900,687,435,559,664,642,481,340,650,662,546,511,511
"G49067000","2015","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",192660,98364,6396,6553,5073,2514,2908,1124,2369,6249,12219,9028,7728,5909,4693,5731,4887,2067,2968,1892,2210,1957,1527,1507,855,94296,6522,4783,3668,2543,2546,2044,2134,6516,10794,10450,6518,4033,5574,4593,4363,1970,2868,2312,2525,2574,1986,1440,1540,"Salt Lake City city, Utah",50,2867,1522,1363,1184,735,841,511,871,1409,1514,1609,1465,1308,1116,1073,1002,675,714,655,586,579,500,581,462,2869,1582,1247,856,593,704,870,866,1095,1479,1579,1383,875,1132,899,820,645,781,648,564,676,671,526,450
"G49067440","2015","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",93612,46923,3118,4215,3325,2617,1471,411,483,2206,2477,3193,4169,3317,2582,2419,3233,1519,1846,936,539,1540,621,225,461,46689,3716,4117,3701,1806,1165,400,366,1964,2585,3832,3091,2778,2457,3333,3503,1553,1327,576,862,1265,853,702,737,"Sandy city, Utah",31,1815,729,949,835,601,671,242,260,754,752,860,1111,815,644,542,741,604,524,356,269,570,239,160,250,1812,1013,920,750,525,537,348,292,759,859,1092,730,801,707,774,670,403,458,266,400,527,391,307,457
