GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACJ9E001,ACJ9E002,ACJ9E003,ACJ9E004,ACJ9E005,ACJ9E006,ACJ9E007,ACJ9E008,ACJ9E009,ACJ9E010,ACJ9E011,ACJ9E012,ACJ9E013,ACJ9E014,ACJ9E015,ACJ9E016,ACJ9E017,ACJ9E018,ACJ9E019,ACJ9E020,ACJ9E021,ACJ9E022,ACJ9E023,ACJ9E024,ACJ9E025,ACJ9E026,ACJ9E027,ACJ9E028,ACJ9E029,ACJ9E030,ACJ9E031,ACJ9E032,ACJ9E033,ACJ9E034,ACJ9E035,ACJ9E036,ACJ9E037,ACJ9E038,ACJ9E039,ACJ9E040,ACJ9E041,ACJ9E042,ACJ9E043,ACJ9E044,ACJ9E045,ACJ9E046,ACJ9E047,ACJ9E048,ACJ9E049,NAME_M,ACJ9M001,ACJ9M002,ACJ9M003,ACJ9M004,ACJ9M005,ACJ9M006,ACJ9M007,ACJ9M008,ACJ9M009,ACJ9M010,ACJ9M011,ACJ9M012,ACJ9M013,ACJ9M014,ACJ9M015,ACJ9M016,ACJ9M017,ACJ9M018,ACJ9M019,ACJ9M020,ACJ9M021,ACJ9M022,ACJ9M023,ACJ9M024,ACJ9M025,ACJ9M026,ACJ9M027,ACJ9M028,ACJ9M029,ACJ9M030,ACJ9M031,ACJ9M032,ACJ9M033,ACJ9M034,ACJ9M035,ACJ9M036,ACJ9M037,ACJ9M038,ACJ9M039,ACJ9M040,ACJ9M041,ACJ9M042,ACJ9M043,ACJ9M044,ACJ9M045,ACJ9M046,ACJ9M047,ACJ9M048,ACJ9M049
"G49070850","2015","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",66639,33669,2508,4034,3682,2075,591,409,377,1070,1020,2022,3338,2674,1886,1730,1553,717,927,257,1360,580,520,260,79,32970,3006,2918,2438,1237,887,413,326,666,1744,2341,3625,2014,2147,2343,1933,401,1079,645,923,681,915,116,172,"South Jordan city, Utah",40,1833,1047,1641,933,870,424,349,355,576,472,683,934,848,867,936,555,394,537,193,582,368,297,204,132,1831,927,922,827,429,509,258,338,412,712,808,933,824,700,846,618,279,538,353,493,349,572,144,187
"G49082950","2015","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",111942,57898,5631,4229,6139,2662,1163,922,1020,2236,4237,5136,5457,2904,4217,3962,2194,788,1814,420,752,1158,347,315,195,54044,3249,4755,5822,3574,1714,480,620,1925,3828,4585,4025,3696,2900,3291,3539,1373,1318,419,960,899,412,464,196,"West Jordan city, Utah",41,1899,1451,889,1109,820,492,571,566,864,1140,1150,1215,813,970,1034,448,368,779,224,361,463,171,193,150,1897,789,1098,1231,1067,827,358,397,723,1089,1123,902,892,832,902,1033,492,693,226,515,370,230,298,147
"G49083470","2015","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",136224,68235,6293,6552,4239,4049,1786,1072,1082,3571,4974,6348,4582,4402,4075,3323,3591,822,2099,912,1421,1015,1069,726,232,67989,4903,5624,6145,2668,1424,811,1494,3301,6239,4887,5300,4139,4001,3249,3937,1147,2117,865,1370,1596,1548,541,683,"West Valley City city, Utah",62,2101,1134,1201,877,992,593,499,487,986,1346,1024,1148,1121,988,824,1006,353,844,398,507,404,494,289,198,2104,1118,970,1168,726,528,512,653,977,1097,1184,1122,961,1073,711,924,432,727,388,483,465,689,290,309
"G51001000","2015","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",153511,74989,6967,3963,2562,1399,551,725,638,2944,6523,9360,7896,7173,4771,4810,5068,897,1864,1844,1526,1630,724,552,602,78522,4633,4517,2271,1243,515,429,527,2772,8811,10013,8069,5941,5839,4883,4808,1572,2642,1237,1612,2773,962,1350,1103,"Alexandria city, Virginia",0,1027,796,709,708,389,348,449,738,825,550,0,1238,1286,613,481,682,391,578,559,395,476,292,259,267,1027,796,608,618,458,285,499,465,783,710,0,1059,992,568,444,725,566,643,476,567,730,336,546,427
"G51003000","2015","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",229164,113981,6889,6194,4379,2274,1062,672,350,6479,15806,14724,11550,8368,7472,6892,5893,1462,3773,1528,1835,3211,1140,985,1043,115183,7451,6363,4009,2448,1259,560,698,6494,15941,13928,9923,8904,7482,6210,6118,2365,3074,2091,2089,3146,1451,1522,1657,"Arlington CDP, Virginia",0,1078,755,1057,1002,543,563,452,275,869,531,0,1379,1403,882,463,756,477,798,527,509,592,348,438,422,1078,1001,754,706,572,545,417,369,797,437,0,1242,1242,468,468,728,526,708,485,471,638,489,451,446
"G51014440","2015","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",71782,34749,1866,2000,2365,1528,1201,572,531,1412,3253,2806,2777,2448,2264,3014,2682,422,606,499,875,946,356,175,151,37033,1823,2786,2155,1138,551,245,358,3242,2537,2962,2064,2429,2970,3679,2800,1202,1178,580,530,948,274,200,382,"Centreville CDP, Virginia",6350,3247,554,619,710,622,511,520,391,508,771,941,710,832,501,788,617,246,285,368,408,346,343,167,193,3833,765,887,646,528,338,220,282,1384,729,861,667,597,774,759,764,448,617,334,274,377,269,176,323
"G51016000","2015","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",235429,114964,7292,7728,8510,5282,3076,1170,1383,5258,8880,8622,8367,6675,7396,8707,8633,2262,3246,1689,2360,3867,2047,1364,1150,120465,7412,7900,7848,5040,2811,1163,1492,4857,8204,8135,8394,7987,7784,9399,8619,2907,4036,2671,2703,4332,2677,1813,2281,"Chesapeake city, Virginia",0,599,474,975,1014,265,391,498,634,742,424,538,860,895,253,407,817,633,742,513,615,651,496,499,459,599,411,899,938,213,686,738,608,871,403,277,1017,961,265,385,933,812,848,655,583,759,696,632,577
"G51021088","2015","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",71399,35984,2770,3130,2273,1500,671,658,531,1619,3043,4126,2523,2730,2221,2945,1705,597,899,711,501,274,417,133,7,35415,2244,3125,2701,1828,1000,592,355,1302,2043,3123,2766,2446,2086,2773,1773,644,1247,624,569,1061,686,124,303,"Dale City CDP, Virginia",7473,4124,994,1034,689,587,427,444,337,652,879,907,811,827,590,832,600,284,349,395,254,163,292,133,14,3993,707,1115,879,668,422,429,382,726,675,830,885,827,649,716,467,322,592,286,355,450,399,146,232
"G51035000","2015","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",136454,66214,3963,4566,4190,2000,1499,1717,1445,3984,5995,4787,4362,2742,3502,4920,5261,1068,2022,1463,1440,2123,1468,911,786,70240,4143,3778,3735,2391,1907,735,1416,3886,5499,5493,4025,3919,4022,4815,4704,2498,2038,2082,1706,2436,2253,1621,1138,"Hampton city, Virginia",0,740,172,750,862,264,734,912,587,1093,501,408,751,803,213,297,782,529,677,513,449,485,494,353,408,740,456,867,807,250,297,411,597,818,401,739,886,943,192,103,788,721,766,569,565,502,549,411,379
"G51047672","2015","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",79812,38614,2168,2026,3289,1467,4664,813,2046,2643,2675,1758,1713,1552,1842,1829,1848,815,1002,885,594,1095,457,1015,418,41198,1493,1692,2245,1094,3629,1472,1555,2479,3381,3250,2132,1648,1935,2077,1911,1368,1202,1069,612,1484,753,1482,1235,"Lynchburg city, Virginia",0,834,670,650,684,439,845,329,699,608,516,408,730,455,588,70,401,318,377,361,355,313,286,383,261,834,572,599,629,496,817,615,649,952,888,855,474,421,319,349,479,476,398,337,265,336,346,508,470
"G51056000","2015","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",182385,88385,6351,6860,4928,3219,3002,1322,2590,5559,7824,7265,5938,4324,4891,5560,4213,2515,2720,1121,2264,2084,1810,938,1087,94000,6756,6586,4741,3194,2779,1926,908,5971,7943,7470,6140,4460,5651,5928,5839,2209,2874,2593,2272,2006,2534,1400,1820,"Newport News city, Virginia",0,632,360,963,962,361,717,580,837,873,291,575,953,833,456,394,716,734,705,403,573,456,590,342,330,632,355,1115,1058,310,546,913,517,823,410,646,867,805,505,226,807,637,641,698,655,566,453,334,418
"G51057000","2015","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",246393,128917,9007,7235,5870,3526,4756,4225,5409,13615,15013,10394,7462,6817,5874,7263,6290,3036,2553,1395,2299,2681,1632,1579,986,117476,8102,6372,6243,3309,4655,3274,3340,6490,12110,8727,7787,4735,6624,7418,7533,2486,3618,1613,2825,3606,2067,1606,2936,"Norfolk city, Virginia",0,488,441,978,941,322,368,1183,972,1641,420,741,1091,1080,418,611,771,577,529,476,478,521,359,364,306,488,282,877,933,357,472,825,1071,901,413,492,860,731,464,421,816,622,743,456,545,493,490,419,590
"G51064000","2015","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",96201,45900,3556,3255,2776,1858,907,1228,626,2386,4646,3667,2288,2733,2404,2824,2693,1032,1685,520,1064,1638,621,743,750,50301,3860,2789,3186,1780,1660,704,647,2373,3973,3687,2873,2684,2698,3099,2722,1423,2239,800,1397,1927,1712,734,1334,"Portsmouth city, Virginia",0,549,140,577,643,303,552,570,449,732,511,150,498,504,116,34,527,419,464,285,389,360,256,286,300,549,387,628,568,392,701,575,476,925,180,205,631,584,60,197,754,592,637,372,418,445,332,290,348
"G51067000","2015","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",220289,104793,6951,5453,5226,2578,3711,1544,2496,6215,12816,9886,6769,6030,6170,6049,5919,2723,3882,1187,2817,2459,1560,999,1353,115496,6372,6222,4482,2703,5060,2375,2531,6328,13707,9648,7533,5527,6433,7159,7745,3510,3196,2405,2411,3471,1835,1904,2939,"Richmond city, Virginia",0,730,509,915,948,168,743,445,769,866,284,205,1055,1136,355,125,804,760,651,416,595,582,431,329,476,730,531,893,931,159,528,635,706,948,339,437,903,971,370,234,1033,784,680,605,643,642,471,512,636
"G51068000","2015","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",99897,47252,3601,3170,2755,910,991,1183,888,1263,3904,3094,3382,3448,3286,3071,2696,1629,1705,1036,1408,1493,895,550,894,52645,3304,3672,2293,1970,958,588,1048,1869,4475,4320,2754,3001,2854,3393,3358,1832,1966,1071,1333,2365,889,1509,1823,"Roanoke city, Virginia",0,1015,291,1159,1085,377,483,581,620,500,777,523,995,949,459,197,672,700,613,538,552,521,313,320,358,1015,270,730,770,906,589,614,1065,741,562,857,681,877,514,197,664,707,558,402,498,499,291,387,439
"G51076432","2015","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",88161,43048,3225,3503,2630,1888,712,1168,562,2017,2245,2967,2622,2745,2925,3315,2816,1284,1259,743,1375,1195,778,506,568,45113,2638,3107,2881,1782,1022,357,723,1566,2876,3081,2778,3115,3212,3624,2809,1474,1279,694,1311,1961,1085,721,1017,"Suffolk city, Virginia",0,308,322,771,711,191,284,537,482,575,462,263,611,627,273,206,362,387,359,290,411,362,295,249,314,308,149,537,534,125,375,200,359,461,262,245,684,662,181,215,496,451,441,248,334,411,327,283,343
"G51082000","2015","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",452745,222684,15360,13038,15114,8776,4765,2717,3870,12542,20822,18229,16135,13279,13633,14926,14549,5385,5195,3722,5566,5663,4495,2342,2561,230061,14488,13547,13628,8191,5031,2473,3972,10200,19079,17886,15300,13475,15266,16405,16443,4718,7052,4816,5828,8175,4898,4411,4779,"Virginia Beach city, Virginia",0,347,1,1405,1402,279,444,786,930,1002,2,2,1419,1441,392,394,1065,895,805,756,933,801,575,560,642,347,174,1655,1674,4,435,803,824,1063,76,150,1290,1284,252,148,1258,867,1085,876,839,942,622,735,784
"G53003180","2015","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",76580,36837,2247,2467,2116,1019,1347,1015,425,1770,2770,2146,2883,1616,3263,2526,2519,1168,1243,655,795,1448,730,118,551,39743,2810,2188,2339,1549,1324,522,559,2041,2015,2783,2880,2598,2586,2575,2948,805,1682,607,972,1211,976,1156,617,"Auburn city, Washington",1665,1599,880,737,739,440,703,738,327,572,817,915,817,661,990,939,688,547,602,299,322,597,337,135,438,1507,1215,705,714,567,754,400,412,769,709,848,862,802,730,690,824,377,625,323,371,611,350,586,334
"G53005210","2015","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",139814,70763,4844,4664,3674,2203,717,1127,356,2979,8239,6839,4562,4931,5015,5330,3903,1349,1376,800,1426,2407,1892,1375,755,69051,3987,3227,3795,1883,1012,166,542,3338,5479,6280,4263,5138,4996,5166,5087,1397,1779,917,1846,3289,2484,1278,1702,"Bellevue city, Washington",44,2044,1065,981,1017,695,394,613,231,932,1462,1068,1090,1093,995,1138,854,568,567,426,465,645,636,448,341,2045,1064,870,1042,594,589,169,447,1091,1308,1232,933,1159,1062,1199,1144,581,747,419,569,861,656,453,615
"G53005280","2015","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",85143,41286,1450,2307,1848,790,2916,2167,1972,3087,4196,3126,2237,1654,1422,2071,2227,971,1191,1168,1249,818,955,546,918,43857,1405,1673,1921,1732,2557,717,2840,4318,3653,2787,2756,1829,1982,1673,2543,891,1299,711,1372,1233,1384,700,1881,"Bellingham city, Washington",24,1492,521,768,562,522,1147,773,901,1112,1080,1014,768,616,608,558,704,542,444,599,570,422,447,320,527,1491,607,727,595,831,465,416,1205,1462,886,724,870,679,649,546,709,397,554,364,644,503,543,382,507
"G53022640","2015","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",108012,56212,2853,3065,3312,2768,865,831,604,3313,4539,5325,4099,4203,3547,3885,3720,1105,1888,820,770,1951,1176,981,592,51800,2386,2147,3653,2301,1500,472,661,2397,3798,3281,3547,3506,4501,2860,3239,1641,1649,1619,1309,2104,740,1300,1189,"Everett city, Washington",32,2325,859,1028,1101,913,473,437,404,922,1047,1246,1129,1036,939,971,1059,464,645,331,430,669,507,621,335,2327,778,799,1242,903,693,431,415,931,1088,780,927,913,858,795,926,880,544,779,492,700,388,571,397
"G53023515","2015","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",95188,49151,4122,2580,3131,1745,1703,402,764,2683,4194,4176,3167,2673,3185,3496,2861,1821,1437,544,719,1326,1424,571,427,46037,1500,2595,3378,2634,814,486,91,1517,2835,4112,2032,3580,3985,3511,2518,1561,1246,1240,1781,1625,1233,503,1260,"Federal Way city, Washington",61,2103,1345,1020,814,735,625,329,495,1197,1321,1196,884,795,868,883,823,855,564,274,378,606,568,391,284,2103,585,1074,1083,869,474,313,114,862,880,1028,631,840,980,927,735,596,475,421,608,559,493,282,490
"G53035275","2015","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",78903,38492,3300,3038,2563,1803,1058,650,937,1452,2926,3079,3150,2289,1851,2504,2000,501,1449,727,572,999,965,215,464,40411,3947,3576,2129,2179,1165,958,632,1444,2680,3247,2947,2043,2162,2037,1920,1116,1307,601,856,1163,602,787,913,"Kennewick city, Washington",36,1395,788,1004,790,428,510,522,512,539,767,697,853,823,476,689,730,307,654,369,348,368,370,209,299,1396,1024,879,752,667,529,487,600,746,616,900,696,796,564,571,705,526,625,327,395,546,375,365,395
"G53035415","2015","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",126962,61825,2855,4784,3223,3075,1784,1069,564,3429,5448,6485,3785,4257,3908,3836,4778,1651,1536,936,1289,1473,1034,362,264,65137,6018,4277,3571,3547,1727,1040,828,3291,4964,5376,4363,4549,3934,3748,4073,1502,991,1084,1474,1997,1367,638,778,"Kent city, Washington",48,2600,887,1100,854,703,720,591,363,1055,1268,1619,1092,1172,906,949,918,641,558,502,486,555,487,241,294,2597,1159,1253,949,1070,590,502,581,932,1324,1236,850,1145,876,1048,882,606,415,486,527,635,520,395,334
"G53035940","2015","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",87267,42159,2101,2114,1930,1333,980,533,451,673,3480,3629,3594,4347,2863,3262,2416,862,1532,806,1748,1475,734,740,556,45108,2919,2071,2621,995,1164,303,77,981,4236,3061,3219,3694,3312,2834,3565,1656,1382,843,1508,2024,1247,401,995,"Kirkland city, Washington",59,1531,722,697,700,532,378,356,396,299,1140,976,806,880,780,802,904,382,580,306,578,529,358,538,329,1535,762,754,743,374,453,197,128,490,1016,671,851,960,763,774,794,750,469,374,516,637,514,294,432
"G53043955","2015","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",66773,33436,1670,2658,2527,1331,1226,275,276,1611,3827,2339,2644,2532,1626,2049,2409,872,819,466,913,661,122,242,341,33337,3229,1916,1989,1207,609,510,1015,1641,2788,2751,2047,1759,2298,2113,2343,665,650,664,814,781,596,362,590,"Marysville city, Washington",28,1495,583,829,1142,519,594,356,283,705,1307,604,969,813,540,706,703,388,364,230,420,290,143,181,278,1493,904,776,819,587,381,379,591,658,816,896,747,536,672,609,770,330,388,385,374,355,323,218,344
"G53053545","2015","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",68097,35298,3760,3500,3152,1926,1750,1186,300,1347,1501,2464,3013,2060,2574,1497,2162,514,411,70,730,640,428,204,109,32799,3598,3267,2856,1431,937,755,353,983,2277,2857,2783,2445,1383,1493,983,749,939,301,526,623,454,436,370,"Pasco city, Washington",4032,2377,591,980,782,690,742,647,335,614,810,535,719,657,516,538,695,416,247,109,436,277,312,164,166,2183,407,777,805,665,321,487,479,458,499,393,750,747,384,535,455,410,615,208,280,395,255,329,304
"G53057745","2015","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",100247,52779,4751,4433,4107,2025,934,515,581,1691,4800,3588,3811,4505,4174,2934,3364,670,1404,416,1386,844,873,614,359,47468,2987,3202,2057,1723,906,494,418,1460,3724,3327,4629,4236,4325,2928,2443,1273,1478,955,790,1257,1015,814,1027,"Renton city, Washington",33,2297,1601,1066,1133,728,665,420,620,627,1481,959,1002,1140,1209,885,841,319,636,282,554,559,496,284,243,2297,985,873,684,695,545,298,509,656,1034,1029,1302,798,911,889,803,598,575,483,417,528,410,383,495
"G53063000","2015","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",684443,345659,17716,14301,12720,7185,9237,4877,3606,20108,42622,38999,28259,26953,23385,22711,20024,7419,12168,4908,7151,8468,5063,3633,4146,338784,15775,14275,11354,6469,8016,3562,8278,20124,39882,36355,24970,25453,20658,20055,20237,6956,12298,6067,8434,9159,5992,5816,8599,"Seattle city, Washington",60,4259,1962,2032,1726,987,1449,1457,903,2906,3297,2500,2790,2907,2311,1836,1958,1372,1489,976,1099,1103,1001,1055,940,4239,1881,1794,1690,1207,1206,1062,3507,3037,2464,2285,2371,2295,1766,1828,2402,1136,1762,1024,1310,1409,1168,1192,1193
"G53067000","2015","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",213267,102756,6733,6300,5056,3818,2550,1299,2622,4484,8816,8384,7220,5338,6280,6445,6742,3204,4004,1974,2606,3678,2086,1906,1211,110511,7628,6821,5861,3628,2556,1646,2326,3619,9944,8238,6833,6344,5530,7532,5952,2702,4164,3319,2784,4211,3627,1892,3354,"Spokane city, Washington",36,2321,1114,1310,1163,736,677,633,1281,1147,1190,1192,1632,1138,1149,1015,1014,800,914,545,767,912,524,610,377,2315,927,1139,1153,845,552,626,912,861,1372,1118,1017,1366,913,965,901,856,881,941,728,854,689,567,835
"G53067167","2015","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",94908,49933,4235,4921,3323,1689,1074,460,155,1657,5012,3449,3255,2509,2768,3645,3046,780,1222,811,1601,2135,940,784,462,44975,2535,2538,2814,1134,509,702,512,1844,3870,3959,2755,1761,3109,2548,3451,1360,1927,1278,1046,1801,1119,735,1668,"Spokane Valley city, Washington",41,1748,1004,1391,864,555,492,357,158,883,1249,785,1026,886,870,864,795,372,397,456,721,552,340,331,422,1747,703,846,783,510,255,457,330,686,1079,665,924,677,760,747,935,481,621,475,554,557,445,332,611
"G53070000","2015","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",207950,100914,5903,6699,4295,4010,2251,979,2553,4492,8147,8758,8179,5774,5909,7349,7334,2991,3269,1940,1951,3295,2135,1807,894,107036,5590,6479,5607,3438,3137,1871,1279,4727,8842,7066,7193,5792,7727,6630,7265,3109,3415,2289,2985,4623,2896,1887,3189,"Tacoma city, Washington",38,2694,1239,1149,1001,1062,719,446,1250,1202,1290,1104,1500,1026,1125,1187,1365,728,883,565,592,749,596,492,303,2692,1098,1121,1296,724,927,1429,714,1164,1226,1112,1403,1035,1356,1024,1231,904,693,625,775,1025,746,570,844
"G53074060","2015","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",172853,82958,4477,4980,5827,3168,2278,1329,1119,3146,6598,6282,5095,6763,6159,4934,4549,2358,2970,1457,2404,2652,1861,1204,1348,89895,6091,6966,5962,4028,1850,1198,1075,3171,6186,6112,5738,5391,5696,4528,5604,2510,3371,1732,2701,2935,2143,2107,2800,"Vancouver city, Washington",44,1990,956,1150,1049,849,692,804,594,787,1189,1008,991,1290,904,865,861,734,669,530,638,682,474,439,525,1990,1219,1295,1103,977,648,557,457,831,968,814,1060,1057,1013,851,949,681,665,578,655,651,535,598,665
"G53080010","2015","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93700,45147,3445,3514,3454,1899,1033,1053,347,2578,3371,3483,2547,2091,3049,2808,2814,887,861,1122,975,925,1285,572,1034,48553,4499,3269,3761,1850,739,685,894,3071,2934,2922,3089,2315,2404,3113,3099,674,970,1066,1245,1619,1188,1190,1957,"Yakima city, Washington",27,1853,863,787,993,548,430,405,310,794,704,755,894,660,679,591,873,502,547,430,473,332,432,389,439,1853,825,1044,1153,556,452,551,568,831,695,686,740,638,717,680,781,327,469,576,522,540,405,450,589
"G55002375","2015","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",75255,37217,3522,2592,1945,1810,720,254,1101,1976,2722,3379,2175,2258,2006,2207,2633,895,897,619,622,1208,630,450,596,38038,2036,2175,1924,1909,1030,755,774,1003,3005,2539,2610,1860,2508,2974,2970,1022,866,856,1035,1174,1009,1015,989,"Appleton city, Wisconsin",1875,1486,822,476,573,550,304,190,340,683,605,867,492,587,406,439,633,374,446,283,320,432,288,214,357,1376,592,603,583,399,440,374,364,436,819,507,513,636,656,668,573,393,360,435,379,362,336,418,366
"G55022300","2015","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",67433,32327,1809,1837,1707,1049,1462,1785,1337,1825,2527,2279,2041,1556,1835,2467,1530,587,1260,499,793,741,817,402,182,35106,1447,1744,1633,981,2491,1697,1158,2689,2656,2983,1375,1703,1387,1957,2147,933,588,699,622,1348,503,865,1500,"Eau Claire city, Wisconsin",626,1207,477,497,551,240,291,904,798,853,540,430,551,516,495,589,396,321,337,317,397,331,340,284,166,1254,435,457,473,309,538,739,817,975,284,636,516,563,479,336,561,355,265,457,295,472,287,392,487
