GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G48035000","2017","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2313230,1156106,95277,82525,78777,44155,27613,17271,16505,47859,114191,104512,89994,73928,72187,64098,64462,22596,32839,17086,23133,28263,18165,9983,10687,1157124,91842,79672,72515,42683,25917,14181,16305,54264,109772,98757,83626,71059,71233,66639,60227,25001,34636,18887,27514,33143,21946,19208,18097,"Houston city, Texas",3285,8504,4479,5516,5183,3408,2261,2240,2820,4791,4801,4612,4580,5113,3597,3639,3809,3072,2765,2420,2239,2392,2146,1407,1548,8423,5210,4710,5270,3227,2562,2502,2745,4139,5224,4045,5175,3968,4143,3860,3586,2731,3090,1950,2704,2477,2333,1975,1936
"G48037000","2017","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",240369,122086,10600,10490,9512,5255,3278,1543,1293,3978,11358,9719,11407,10580,9389,6471,5756,2212,2369,1578,1065,1995,1227,614,397,118283,9924,8234,8106,5680,2408,927,1115,5063,10979,11789,10929,8409,7052,6289,5737,1754,3619,1161,2186,2891,1655,1265,1111,"Irving city, Texas",41,2988,1715,1899,1582,1152,815,776,669,856,2070,1561,1514,1771,1679,1146,982,750,830,643,410,622,415,413,212,2990,1660,1466,1400,1338,742,571,578,1231,1777,1482,1275,1368,1108,1335,1292,717,1029,438,675,822,505,480,454
"G48039148","2017","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",145484,70277,6882,5694,5453,3517,1768,1155,946,4855,8059,6136,5587,5062,3194,2724,2385,1216,1207,946,865,1221,1189,142,74,75207,6077,5971,5677,3450,1993,902,1319,4996,7675,6901,5271,5067,3657,3861,3456,1188,2317,1185,1106,1626,905,157,450,"Killeen city, Texas",36,2118,1326,1261,1230,822,810,693,655,1166,1455,1386,1407,1235,711,749,687,631,470,450,463,478,503,120,114,2115,1114,1390,1337,666,738,533,677,1019,1150,819,1028,1186,881,549,981,496,762,575,587,647,414,138,432
"G48041464","2017","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",261935,127842,12618,11121,12549,7513,4431,3036,1698,5799,8980,8884,9653,7259,7796,6293,5414,2142,2574,1969,2035,2566,1055,1380,1077,134093,12645,10650,13121,6911,4301,3938,1490,4634,9208,8031,8693,8453,8453,7511,5633,3017,3180,1667,3254,3188,2343,1600,2172,"Laredo city, Texas",3305,1989,638,1842,1748,523,194,932,642,893,393,490,1208,1193,244,224,905,602,789,632,665,835,353,467,435,1711,546,1308,1325,384,164,1082,653,978,389,339,1254,1252,174,535,874,649,678,525,941,601,709,509,541
"G48041980","2017","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",105105,50718,3799,5247,4166,2124,1615,299,272,1984,2514,4270,4262,4515,4243,2851,2593,249,1060,765,795,1447,637,647,364,54387,5148,4021,6012,3139,867,335,185,1026,3221,4588,4114,4696,4148,2788,1976,1058,1955,722,1314,1006,586,940,542,"League City city, Texas",1015,2478,1097,1204,1152,922,769,369,330,1225,882,1558,1219,1271,812,801,943,247,618,383,422,684,369,494,457,2459,1440,1332,1455,885,420,314,241,565,990,1228,1141,1350,1076,887,592,620,771,466,644,590,445,647,416
"G48042508","2017","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",106656,52608,3871,4787,3099,1393,1913,237,236,2691,5683,6490,4156,3099,4167,3393,2448,298,1399,923,522,1003,402,348,50,54048,3146,3258,3305,1672,890,91,298,2615,6670,6943,4961,3447,3278,2805,2986,891,1398,1115,1028,1421,1024,306,500,"Lewisville city, Texas",1585,2733,905,1040,1041,403,669,262,173,1150,1446,1395,1033,864,1101,959,709,265,662,533,293,503,271,193,116,2365,971,943,895,637,506,113,231,849,1409,1246,1117,868,947,749,725,493,582,665,409,648,508,162,315
"G48043888","2017","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",83081,40937,2526,3086,3443,2281,1955,826,783,1588,2964,2368,1608,3405,1948,3079,2229,745,635,987,1150,1419,1193,377,342,42144,2671,3176,2907,1706,1160,163,385,1743,2537,4138,3377,2178,2589,2193,2749,592,1253,727,1495,1657,712,859,1177,"Longview city, Texas",1264,1553,849,842,1148,648,630,622,534,760,726,624,621,835,791,699,629,421,341,428,449,523,523,277,250,1835,810,1251,1075,573,553,159,333,603,638,963,883,670,773,554,694,382,476,315,554,534,359,453,506
"G48045000","2017","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",253887,123407,8080,5747,10420,4514,6281,2709,5172,9746,11309,9172,7806,5974,5669,5395,6631,1986,3893,1861,2728,3004,1596,2796,918,130480,8993,7539,8473,4193,6528,4284,4458,7736,10715,8061,6320,7882,6338,6873,7420,2341,4553,2732,4001,3122,3760,2268,1890,"Lubbock city, Texas",29,1502,973,1138,1569,679,729,849,1494,1699,601,626,1061,1050,698,573,946,527,904,504,695,762,509,753,445,1498,1219,1474,1413,584,591,1183,1299,1702,910,805,1242,1420,680,754,1102,845,1128,716,904,773,778,604,666
"G48045384","2017","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",142699,73765,5207,6778,6369,4503,2066,775,788,4023,4569,4305,6365,4374,4664,2546,4320,1887,1617,839,1535,2052,2269,1238,676,68934,2977,4290,5089,2705,1475,1166,368,1833,5553,3646,5207,4832,5754,4622,4122,1688,2519,1055,2727,2457,2375,1461,1013,"McAllen city, Texas",30,2464,1589,1547,1434,1102,879,561,692,1429,1357,1168,1578,1398,1016,799,1267,729,767,467,571,724,725,765,381,2466,1268,1256,1522,958,718,761,376,890,1492,1027,1293,1152,1294,1082,1115,643,840,376,790,898,844,588,492
"G48045744","2017","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",181330,86229,7588,7625,8649,4190,2975,1009,494,3463,2971,4076,6687,8727,7495,5491,4267,1020,2055,1347,1362,2331,1493,495,419,95101,6764,8133,7752,4948,2460,1364,607,2268,3249,7139,8171,9665,8835,5014,3878,1895,2450,1809,1751,2172,2179,1305,1293,"McKinney city, Texas",40,2756,1545,1515,1667,896,987,645,345,1148,1071,1030,1260,1584,1465,1256,980,498,731,760,674,673,523,290,314,2754,1417,1538,1437,932,711,775,442,921,994,1260,1396,1653,1291,1060,996,729,727,673,698,669,726,698,769
"G48046452","2017","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",69007,33907,1706,2200,3591,2351,1729,289,1038,1337,1158,1598,1566,3040,1449,3335,2591,900,756,548,836,1129,486,184,90,35100,1738,1796,3331,2708,488,579,638,1158,1232,2235,2850,2781,2436,3000,2364,1002,1051,515,966,719,728,208,577,"Mansfield city, Texas",1136,2198,697,887,1144,859,651,287,564,643,494,692,625,937,591,908,775,475,363,295,443,439,270,188,146,2049,728,689,987,1001,368,357,399,587,679,888,912,969,698,774,689,481,535,348,621,311,407,205,418
"G48047892","2017","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",143822,70341,6187,6845,6721,3190,2136,1810,1032,3319,4138,4684,4495,4125,4395,5406,2826,1139,2069,252,1223,2020,659,1241,429,73481,5111,5212,8704,3069,1700,963,758,2743,4221,4684,4396,5182,6311,5315,4070,930,1670,938,1586,1688,1807,1415,1008,"Mesquite city, Texas",36,2932,1432,1434,1379,973,943,1031,847,1092,1635,1190,1449,1192,1156,1352,980,533,697,217,449,771,337,678,288,2935,1530,1554,1946,1003,897,773,476,880,1155,1529,1194,1365,1368,1263,1128,409,619,395,549,756,789,567,476
"G48048072","2017","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",136090,69972,5920,5459,5465,3174,1430,964,851,3151,6782,5409,4736,5442,3697,3174,3472,1230,2783,1282,1170,1792,673,1049,867,66118,5315,5107,4202,2548,1429,727,97,3777,6270,4807,4656,3556,3781,3727,3094,1765,2722,1419,1630,1569,1524,1202,1194,"Midland city, Texas",23,1781,636,1012,1211,959,813,739,644,968,815,760,1163,1166,310,657,754,593,861,684,537,679,325,522,481,1779,812,1247,1366,818,509,510,165,1035,689,827,1129,961,345,692,795,676,849,589,570,472,617,566,494
"G48048768","2017","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",84428,39804,3101,3161,3313,2188,1486,1132,317,1934,2219,2264,1636,1388,1978,2128,1691,1028,2356,963,666,2256,905,1101,593,44624,4056,3504,2664,2620,2084,449,354,3200,2503,1737,2841,2938,2547,2313,1485,1673,1110,1150,1064,1344,1513,740,735,"Mission city, Texas",30,2521,1063,1526,1270,838,830,748,271,974,1182,851,783,754,790,905,715,624,969,525,333,741,670,576,516,2520,1673,1146,1040,1330,1017,551,355,1058,1023,661,1005,996,1038,783,744,787,601,627,508,701,624,430,473
"G48048804","2017","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",72519,35054,3046,1806,3726,1453,369,146,224,1056,2733,2280,2302,2070,2372,1445,2432,570,1921,856,1222,1585,862,222,356,37465,2757,2446,2348,1004,292,417,306,1628,1892,2173,3017,2289,2467,2369,2543,1515,1827,948,1496,1862,1049,464,356,"Missouri City city, Texas",2803,2757,1073,884,1727,648,214,243,373,554,1234,1040,1039,1021,876,695,873,421,705,514,527,679,567,218,303,2365,833,819,999,500,281,441,298,1029,894,796,975,1088,776,819,890,748,757,521,616,858,591,382,282
"G48050820","2017","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",82306,40618,3781,3598,3403,1685,403,568,160,958,3543,3508,3366,2416,1815,1566,2099,1357,734,593,1268,1641,1075,587,494,41688,3483,2523,3097,1564,1054,455,270,1052,2498,3661,3777,2408,2077,2046,2136,1474,1480,480,1205,1808,1018,684,1438,"New Braunfels city, Texas",3431,2151,636,951,1100,609,281,509,221,518,849,725,975,902,774,522,643,628,396,360,486,561,529,361,353,2411,643,841,1091,502,677,322,251,533,568,716,1052,876,808,603,717,692,565,306,376,609,438,594,533
"G48052356","2017","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",70446,34462,1615,1656,3087,1490,455,375,145,1700,2213,1930,2193,2379,2956,3000,1680,1398,950,1323,704,945,770,639,859,35984,1995,2147,2259,1134,587,976,208,1412,1872,2737,1562,1933,2743,2621,2389,1318,1323,1489,516,1289,919,1644,911,"North Richland Hills city, Texas",30,1951,658,627,1089,505,415,447,167,1125,798,772,979,788,1003,940,522,574,511,603,367,407,408,426,421,1953,892,788,908,548,410,620,242,645,707,1065,622,671,895,666,685,704,592,571,333,490,613,776,435
"G48053388","2017","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",117105,56690,4002,3235,5197,2651,1832,1549,761,2319,6122,5577,4207,2369,3846,3092,2824,768,1509,550,905,1460,463,603,849,60415,5782,5450,4224,3172,2092,1260,905,2468,5087,4239,4164,3210,2812,3217,3412,1109,1085,601,975,1605,1149,1243,1154,"Odessa city, Texas",1422,1568,917,1003,1216,721,664,802,757,958,1014,603,1107,911,546,503,687,405,529,385,411,672,361,389,555,2005,860,897,813,1239,746,814,658,946,1019,685,1207,883,879,486,771,517,404,390,419,618,543,591,557
"G48056000","2017","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",153533,80017,7686,7091,8181,4035,2742,1287,920,2996,6276,5200,4751,5382,5182,4379,4849,2133,1328,815,888,2011,656,654,575,73516,5919,5214,5706,4215,1658,1268,639,3560,5937,4404,5852,4177,3892,5278,4610,1458,1403,1536,2118,1555,1127,1093,897,"Pasadena city, Texas",52,2727,1722,1586,1656,1034,1012,689,461,925,1234,1333,1185,1286,1069,1179,1136,761,456,425,323,764,328,407,288,2722,1328,1319,1469,1190,637,572,463,1018,1211,1178,1207,880,1014,1281,1048,607,540,564,692,464,542,477,401
"G48056348","2017","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",125198,61341,5176,6143,3808,2404,1881,1073,330,2137,3496,6092,5200,3620,4394,3599,3588,1464,1610,699,1518,1253,893,559,404,63857,5574,3808,5442,2824,1047,124,450,2112,3443,5939,4721,6092,3897,3714,3740,1829,1405,293,1873,1581,1811,756,1382,"Pearland city, Texas",4759,3461,1566,1800,1088,990,1212,885,415,1192,1661,1618,1513,1383,1443,1128,1119,645,1024,420,814,733,538,399,382,3726,1906,1142,1660,1116,563,208,432,1156,1243,1593,1470,2059,1211,1091,1134,928,745,315,860,743,1186,601,646
"G48057200","2017","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",79491,40961,3617,3564,5162,2469,1477,561,1213,2093,2716,2365,1823,3019,1633,2300,1404,103,898,886,1235,866,701,635,221,38530,2801,3994,2630,1930,874,407,445,2320,2080,1661,2129,3514,2949,1667,1272,852,1625,903,654,1083,1160,445,1135,"Pharr city, Texas",25,2114,1495,1266,1547,986,828,438,841,919,1317,1033,896,1188,641,862,646,119,545,645,604,378,520,457,359,2116,1181,1319,962,748,614,454,536,989,920,654,922,1217,836,594,647,569,897,560,418,584,679,244,584
"G48058016","2017","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",285312,141927,8371,9162,9096,5970,3675,842,1769,5472,9080,11129,11524,10121,9207,9486,12091,3034,4924,3023,4040,4355,2632,1933,991,143385,6990,8686,8157,5916,3097,1356,959,4534,10715,10697,9745,11061,9887,10135,10750,4341,5939,2822,4116,5130,4021,1793,2538,"Plano city, Texas",948,3052,1850,1712,1529,1087,906,478,766,1294,1780,1860,1825,1766,1395,1563,1682,652,1065,810,983,944,697,756,380,3064,1369,1647,1181,1169,877,727,433,1216,1566,1684,1398,1501,1332,1446,1747,1122,1153,841,1000,994,1081,747,743
"G48061796","2017","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",116783,56838,4710,2866,2844,2756,1538,420,1315,3498,3961,2899,4973,4720,4013,3118,3203,1774,865,1484,1472,2392,728,290,999,59945,3839,3319,4677,2513,1383,1169,1126,2047,4835,3880,4101,2726,3286,3153,3289,663,2161,1629,2645,3063,1505,1360,1576,"Richardson city, Texas",41,2961,1287,850,941,1176,691,350,673,1370,1418,829,1579,1341,1079,834,823,722,376,806,524,706,365,245,620,2966,1355,930,1400,850,775,769,805,1035,1277,801,928,874,887,730,974,383,803,658,955,849,523,657,540
"G48063500","2017","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",123560,61648,2576,4227,6055,2855,2722,561,1460,2994,4968,4542,3987,5644,4962,3595,3402,982,1346,669,1303,1461,666,235,436,61912,4447,4426,5213,3285,2137,1021,810,2498,3767,3674,4623,5626,5037,4091,3045,910,1982,952,891,1613,418,434,1012,"Round Rock city, Texas",1128,2871,771,1179,1313,749,831,541,895,1066,1453,1411,1066,1466,1206,1030,1054,551,675,365,609,545,417,283,325,2688,1394,1041,1275,918,1132,620,589,1053,1509,999,1088,1623,980,976,887,521,664,470,476,726,449,289,517
"G48064472","2017","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",94940,45984,3297,2113,3374,1214,1469,1364,774,2081,4563,4416,3366,2550,1807,2007,2503,943,1277,683,1179,1877,1101,905,1121,48956,3443,3871,2429,1309,1745,786,225,2471,3748,4053,2976,2069,2846,2400,4082,1065,1272,568,1142,2346,2028,1155,927,"San Angelo city, Texas",3556,1938,621,785,759,168,611,620,498,773,820,282,661,967,703,518,549,454,497,314,471,488,473,420,438,2133,427,894,871,293,832,458,214,800,545,650,806,682,476,327,631,481,528,329,452,592,479,417,333
"G48065000","2017","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1511913,745850,53646,53163,52222,32546,21912,12694,11933,34817,68114,60225,51157,48186,44248,45116,43331,15035,18987,11581,17599,19111,13074,7483,9670,766063,52176,51375,49300,31223,22482,13898,12691,30690,63853,54649,50280,49099,48184,45699,44318,14955,25531,12948,17549,29664,16364,13672,15463,"San Antonio city, Texas",67,4522,2352,3700,3731,1410,1447,2379,2161,3296,2036,2172,4010,3512,2032,1214,2694,1800,2238,1370,2124,1830,1448,1208,1409,4519,2252,3921,3167,1557,1248,1850,1880,2766,1930,2242,3796,3548,1877,1445,2456,2054,1879,1736,1793,2332,1407,1478,1587
"G48070808","2017","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",88488,43556,2194,2848,3274,2372,919,1219,43,726,2759,2627,3309,3088,2709,3654,2481,2108,2036,776,1854,1343,534,537,146,44932,2074,2458,2388,1069,908,682,139,1703,3556,3035,2414,3722,3313,2886,3386,2028,2169,1130,1239,1085,490,1422,1636,"Sugar Land city, Texas",32,2152,839,1016,1028,947,568,963,70,561,989,981,1016,1093,807,750,759,778,960,384,678,600,333,421,179,2147,818,806,883,540,651,615,235,759,1199,915,840,1109,875,848,897,714,673,620,641,481,287,759,763
"G48072176","2017","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",74494,34689,3208,2590,2932,954,773,411,1115,746,3694,2807,2205,1217,1012,2642,1749,1322,974,479,841,1240,884,112,782,39805,4099,2584,2437,947,864,380,1372,1427,3787,2506,2225,2015,2243,2300,2432,383,944,610,1396,1294,1520,492,1548,"Temple city, Texas",40,1833,1127,734,1129,539,481,352,819,526,1219,897,908,613,440,870,454,563,516,255,467,480,417,103,490,1828,880,995,756,605,460,389,665,639,1214,703,799,674,702,518,749,285,525,300,471,541,639,269,524
"G48072656","2017","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",115097,57807,3152,5246,4474,2707,1225,125,348,930,2825,3311,4024,4935,3931,5684,5699,1571,1832,1122,1128,1167,1333,490,548,57290,3956,4762,2236,3041,1497,163,220,1891,1353,3717,2593,4645,6229,6358,4371,763,1980,818,1277,2984,1257,375,804,"The Woodlands CDP, Texas",9666,5183,1285,1778,1768,936,847,165,387,633,1448,1517,1605,1664,1284,1427,1985,795,726,562,560,543,1060,388,344,5813,1441,1882,943,1117,988,184,252,1062,749,1108,961,1519,1811,1752,1543,428,770,376,688,1180,687,246,467
"G48074144","2017","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",104998,49296,4771,3434,3115,1705,2921,756,1187,1681,3459,3374,3009,2519,2720,2800,2223,919,1761,1035,1164,1218,1841,962,722,55702,3213,3079,3783,2469,2523,1182,845,2728,3690,2945,3390,3255,3207,2667,2806,1481,1916,1505,1216,2040,2996,1303,1463,"Tyler city, Texas",38,1875,1167,1112,933,663,1087,603,596,731,1091,693,755,796,649,844,814,601,797,495,625,495,671,438,456,1871,852,935,901,736,833,680,584,924,1049,1085,969,939,799,736,827,650,697,761,649,677,957,525,564
"G48075428","2017","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",67102,32170,2624,2046,2680,1069,907,746,257,1485,3008,2373,1962,1108,1750,1976,2193,350,1130,690,815,1487,542,589,383,34932,2674,2611,2197,1229,692,648,250,2295,2237,2100,2703,2111,986,1859,1973,1273,1124,754,968,1296,1008,558,1386,"Victoria city, Texas",24,1109,606,765,926,252,504,541,321,843,407,386,731,648,399,635,689,242,478,347,396,595,221,331,219,1108,429,612,584,235,461,451,264,726,445,410,712,635,397,492,646,487,442,333,517,498,361,307,548
"G48076000","2017","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",136437,65256,5095,4255,3864,2202,4133,1338,3181,4823,4982,5281,4184,2469,2819,2698,4008,1228,1716,906,1310,2153,1106,608,897,71181,5918,4767,4182,3416,3362,2423,2948,4188,5144,4268,4035,3968,3280,3254,2853,1525,2105,1143,1179,2470,1699,1429,1625,"Waco city, Texas",36,1851,754,1082,1150,648,868,826,1081,1119,778,1343,1250,889,626,536,860,453,548,471,650,658,496,347,489,1843,707,1231,960,817,881,946,895,1101,622,639,1019,912,483,516,804,688,701,470,441,764,614,677,487
"G48079000","2017","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104745,54105,2687,3167,3961,1771,3764,1876,1333,3446,4351,4091,3631,3226,2272,3038,3417,1054,1149,763,812,1872,1221,706,497,50640,2932,3521,2937,1968,1792,929,1427,2696,3547,3685,2448,2693,2387,2760,3479,1258,1337,853,1427,2384,1176,1603,1401,"Wichita Falls city, Texas",23,1085,678,659,820,467,1334,583,688,1067,779,800,878,760,598,485,628,473,423,384,404,456,402,292,272,1084,701,839,697,499,563,508,608,800,739,746,651,745,393,543,696,483,505,356,388,516,582,638,486
"G49043660","2017","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",76694,38705,3638,2928,3501,1909,1168,1165,125,1576,2979,2763,3118,2336,1895,1811,2119,802,1140,944,894,725,732,393,44,37989,3065,2666,2974,2317,740,702,790,1588,2529,2676,2518,2876,1889,2066,2081,852,1243,708,890,818,507,1357,137,"Layton city, Utah",29,1656,840,704,851,520,466,692,147,698,861,687,1014,819,540,708,603,396,578,469,375,361,406,287,72,1657,653,869,1031,577,454,478,682,752,615,746,578,805,611,619,619,347,561,308,368,343,276,728,135
"G49055980","2017","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",87037,44474,3996,2658,3172,2073,1216,553,1098,2406,4356,3471,3673,2006,1811,2452,2414,835,1668,767,972,1230,450,390,807,42563,2992,3983,3543,1475,1143,667,696,2280,2929,3563,3299,2374,2195,2054,2713,664,1158,998,526,1652,313,381,965,"Ogden city, Utah",32,1800,799,672,866,423,488,346,625,526,959,860,963,592,486,487,757,413,655,353,409,498,319,209,379,1799,737,1147,844,469,395,518,527,661,699,582,795,696,541,551,590,287,460,400,315,614,225,203,386
"G49057300","2017","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",97840,50264,4518,4977,4665,2312,2292,854,1362,4006,5006,3208,3127,2058,2339,1994,1895,901,672,578,668,1412,657,257,506,47576,4823,3647,3713,1897,2231,1545,1631,4421,3897,2857,2540,2224,1669,2155,1717,965,835,784,629,1638,1010,517,231,"Orem city, Utah",29,1705,882,1116,988,546,979,526,620,821,893,677,709,560,693,543,559,350,251,240,257,512,343,166,242,1706,902,897,927,484,614,531,608,899,709,654,629,643,352,571,497,327,367,327,258,563,358,232,194
