GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G26042160","2017","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",75802,38105,2245,1917,1615,1084,2684,1791,2479,3752,3587,3109,2339,1522,1184,1726,1045,639,1203,744,1147,1061,430,509,293,37697,2334,1359,1376,1491,3274,1251,2598,4019,3610,2018,1714,1434,1393,2007,1811,679,947,591,862,704,1027,268,930,"Kalamazoo city, Michigan",32,1624,657,531,513,557,697,576,1397,1171,756,818,736,477,369,599,408,317,592,366,448,389,258,361,144,1621,643,570,568,464,739,663,1074,1401,886,598,554,477,490,651,566,319,451,300,377,384,535,244,457
"G26046000","2017","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",115451,54786,3778,4249,3380,1720,986,730,1119,3848,6197,4244,4597,2378,2880,3888,2779,1012,1277,1159,1665,1470,752,472,206,60665,4018,3706,3265,2171,2046,792,1547,3226,5856,3942,4498,3426,4211,3484,3533,1437,2004,1138,1101,2202,1171,961,930,"Lansing city, Michigan",1339,1693,823,842,774,457,435,410,517,1097,882,591,909,690,741,766,699,418,416,437,586,457,383,303,214,1978,761,925,871,690,793,430,651,841,819,690,1015,888,937,613,808,424,585,458,416,580,488,505,430
"G26049000","2017","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",94108,45552,1657,2561,2578,1821,952,330,874,1468,2836,3130,3160,2387,2364,3308,3333,1331,2579,1238,1595,2125,1810,1518,597,48556,2413,1471,2916,1809,694,430,520,1437,3180,2935,3051,2369,2386,3532,4085,2331,2365,1052,1876,2738,1485,1461,2020,"Livonia city, Michigan",26,1578,527,646,751,678,465,202,544,477,738,834,739,670,612,737,609,377,544,459,482,510,431,520,279,1579,637,541,679,743,352,290,370,484,692,736,688,602,722,677,677,609,603,347,551,632,357,540,656
"G26069035","2017","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",74198,35910,2128,2269,2147,1475,858,78,245,1119,2647,2222,2488,2062,1935,2667,2449,1146,1651,955,1491,2018,933,478,449,38288,1477,2726,2459,1910,752,194,368,616,2124,2199,2054,2893,3089,2309,2679,1568,1627,1085,1483,1764,1257,708,947,"Rochester Hills city, Michigan",35,1371,806,660,576,568,401,82,195,488,947,595,651,562,578,614,657,490,575,379,432,603,367,216,252,1368,500,684,666,490,330,154,198,323,669,631,533,681,742,505,639,556,592,401,494,555,490,416,350
"G26074900","2017","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73203,33365,1041,2435,2527,1253,323,753,573,1425,4110,1954,1563,1730,2072,1856,2377,1091,1111,652,1370,1268,346,523,1012,39838,1918,967,2207,1361,843,744,503,1713,2653,1806,1970,2338,2611,3068,3150,1536,1399,845,1714,2487,1448,774,1783,"Southfield city, Michigan",35,1789,553,847,1174,406,255,477,501,611,1338,606,547,612,638,621,669,483,426,287,427,374,189,252,448,1791,895,460,913,627,411,549,338,691,879,656,653,765,583,854,729,620,472,378,496,628,555,348,518
"G26076460","2017","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",132628,65147,4297,3119,3998,2963,1314,506,426,3956,6781,4397,3796,4136,4441,4717,3816,985,2554,1409,1555,2365,1136,1445,1035,67481,4089,2744,3520,1792,1808,975,1036,2726,4448,4293,3842,4438,4376,5660,4852,1503,1902,1479,2540,3503,2310,1942,1703,"Sterling Heights city, Michigan",33,2068,1291,1039,1009,879,634,268,252,1038,1464,927,830,943,1047,912,991,379,672,456,537,614,451,469,416,2073,843,980,1016,578,659,584,540,973,1003,921,996,1225,1080,1262,917,564,558,573,610,891,684,571,498
"G26080700","2017","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",83826,41435,2588,2059,2850,1774,899,594,462,1816,2506,2696,2949,2675,3484,2941,2491,1214,1462,1078,1152,1624,1254,584,283,42391,1365,2637,3214,1577,979,555,143,1522,2408,2882,2871,2796,3314,3134,3095,1189,1367,998,1654,1751,1279,1280,381,"Troy city, Michigan",55,1652,752,659,753,553,310,403,397,689,771,784,745,722,736,689,656,430,467,373,403,449,479,287,202,1654,472,742,851,526,420,426,171,524,804,746,776,640,605,790,687,432,449,342,488,521,451,489,238
"G26084000","2017","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",135029,67195,4796,4401,4167,2456,1052,947,643,2500,5970,5363,3212,3741,4642,4570,4867,1913,2271,1417,1399,2702,1320,1352,1494,67834,3901,3718,3238,2373,1487,512,803,3036,5175,4576,3750,3656,4753,4904,5447,1985,2491,1026,2080,2471,2183,2093,2176,"Warren city, Michigan",38,2259,932,970,791,709,436,462,415,819,1151,1030,717,1096,846,1055,976,697,729,553,514,756,434,523,428,2255,715,938,870,568,520,410,415,851,873,828,743,868,929,970,1025,532,767,416,510,622,549,581,558
"G26086000","2017","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",81750,38107,3368,1613,1928,1191,452,353,493,1661,2806,3037,2145,2070,3624,2365,2075,1470,1577,852,1189,1823,616,865,534,43643,2561,2331,1753,772,541,268,417,1572,3591,3187,2830,2680,2177,3247,3828,1388,1901,1256,1064,2264,1702,1063,1250,"Westland city, Michigan",34,1810,945,539,685,693,264,292,341,936,726,836,691,677,862,730,575,593,497,385,516,638,273,363,282,1812,708,770,607,354,531,160,245,813,846,1073,874,797,645,861,939,541,630,476,449,791,597,488,546
"G26088940","2017","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",75938,37409,3088,2620,2624,1276,585,278,4,1460,3314,2295,2676,2182,2761,2718,1843,1422,2053,997,1040,499,782,400,492,38529,3048,2566,2404,955,403,338,751,946,4376,3046,2643,1985,1513,2947,2718,1267,1275,1020,940,960,849,682,897,"Wyoming city, Michigan",23,1774,911,1168,942,535,399,281,9,511,863,623,815,715,752,690,621,678,634,457,378,280,571,302,377,1774,891,784,793,465,265,297,574,453,1191,698,857,747,603,1008,864,564,538,447,462,386,580,416,395
"G27006616","2017","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",85863,41762,2750,1819,2485,1781,665,850,549,1159,3132,3495,1876,2202,2739,3001,3053,1291,1351,725,1552,2019,1452,781,1035,44101,1836,1861,2044,1245,896,229,377,1197,3890,1620,2484,2043,2612,3334,4057,1772,2053,876,1688,2361,2380,1421,1825,"Bloomington city, Minnesota",30,1760,1048,584,782,581,377,822,356,560,1021,1010,596,638,843,626,944,406,426,343,441,563,481,349,409,1754,692,644,665,432,569,205,214,571,1011,502,827,617,634,684,846,519,583,465,513,540,671,539,517
"G27007966","2017","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",80573,38988,2894,2652,3332,1814,640,618,384,1261,3198,1953,3717,2588,1628,2559,2513,1275,1446,796,1044,1483,728,392,73,41585,3465,4012,2285,1528,571,213,0,906,2394,3948,3122,2677,2441,2654,2530,1540,1357,622,1256,1797,793,770,704,"Brooklyn Park city, Minnesota",43,1732,1109,798,862,756,361,533,333,714,1189,718,970,845,656,738,770,672,540,457,500,575,392,240,125,1725,981,1081,645,678,358,215,153,379,773,955,825,887,762,718,821,659,600,351,455,553,391,398,406
"G27017000","2017","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86048,41532,1556,2141,2169,1702,2354,1234,2845,2063,2886,2871,2495,2045,2381,2068,2935,687,1204,903,1178,1373,1291,581,570,44516,2398,2157,2410,1134,2527,2853,958,2875,2481,2500,2381,2067,2221,2409,3351,867,1677,892,1302,1092,1660,970,1334,"Duluth city, Minnesota",63,1225,429,470,528,349,463,651,1357,808,521,478,506,518,551,512,542,266,385,417,370,386,478,293,290,1229,436,560,666,327,646,1108,441,1010,443,465,498,466,384,512,681,335,506,359,356,295,422,322,388
"G27017288","2017","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66623,31886,2180,2024,2206,1637,507,304,153,799,2416,2599,1890,2212,2504,2106,2369,1050,1230,988,687,1235,264,306,220,34737,2083,2169,2137,1436,748,263,105,1197,3686,2668,2762,2326,1712,2180,2736,570,1555,746,986,1381,421,437,433,"Eagan city, Minnesota",26,1354,620,617,691,525,243,235,192,416,684,687,546,602,493,442,474,562,449,441,342,410,170,181,156,1358,642,820,606,459,327,227,124,562,972,690,665,538,449,500,627,250,524,334,329,648,217,241,242
"G27040166","2017","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",71069,34557,3309,2042,2816,1132,1010,318,50,473,1050,2174,3489,2326,3771,2286,2178,700,1568,384,993,1247,510,458,273,36512,3523,3118,2641,1192,225,139,395,571,2501,3052,3291,2130,2636,2055,2143,1156,913,777,1379,1411,752,172,340,"Maple Grove city, Minnesota",27,1536,913,718,1145,444,522,298,84,403,412,651,913,719,1397,644,810,360,561,278,514,588,356,305,212,1536,783,876,829,546,230,174,286,333,770,783,935,737,1104,636,647,472,471,416,592,540,363,206,296
"G27043000","2017","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",422326,211482,12566,12134,11121,5744,6601,3359,3647,12343,25287,23009,18574,11733,11615,12736,11095,3601,7047,2761,5000,4783,3386,1669,1671,210844,13245,12123,11471,5645,8086,4695,3672,12976,23306,21905,15837,11818,11860,10614,11604,3526,5402,3569,4867,5987,3541,2182,2913,"Minneapolis city, Minnesota",38,3588,1444,1828,1495,872,1019,1123,1155,1630,2304,1854,1890,1531,1498,1084,1243,829,1001,772,847,809,788,562,591,3587,1509,1780,1304,984,1064,1112,1113,1664,1734,1834,1659,1306,1327,1090,1382,702,817,761,971,917,818,554,763
"G27051730","2017","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",78388,36128,2606,1722,2230,1806,580,231,721,1185,1901,2369,2926,2606,2788,2298,3413,1159,1085,563,912,1034,774,361,858,42260,3195,3177,2139,1803,908,134,334,1082,1776,3020,3366,2465,2394,2725,3927,1187,1834,1061,1136,1629,1321,694,953,"Plymouth city, Minnesota",32,1698,801,632,694,584,358,201,514,608,755,847,808,776,657,621,842,434,604,278,367,355,426,252,518,1697,829,1085,679,493,533,169,312,422,540,797,967,660,559,705,813,450,714,423,362,532,443,410,446
"G27054880","2017","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",115733,55312,3341,4035,4091,2311,1086,209,218,2715,4113,5058,4101,3719,3785,3438,3083,1115,1667,1007,1143,2018,971,933,1155,60421,4141,4313,3342,2318,1258,310,870,2905,4399,4795,3925,4301,2993,3091,4561,1158,1824,1591,1719,1662,1635,1152,2158,"Rochester city, Minnesota",29,891,443,753,763,500,422,264,220,537,726,685,656,735,503,524,635,358,457,447,356,455,333,387,368,891,567,866,732,531,300,213,492,611,476,485,636,737,614,469,775,467,572,386,501,409,520,413,426
"G27056896","2017","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",65403,32876,1545,2194,1753,910,2212,1032,791,2522,3114,2120,1782,2100,1665,1522,1735,1190,946,930,559,666,686,313,589,32527,2767,1229,2653,675,1456,804,892,3152,2449,1963,2025,1019,1351,1570,2363,1072,725,870,786,748,913,344,701,"St. Cloud city, Minnesota",1792,2187,557,766,541,405,721,477,622,827,766,766,657,740,712,489,550,540,357,491,349,343,322,221,285,1722,789,601,926,330,616,428,559,976,679,632,579,479,529,503,674,434,299,429,410,312,393,250,357
"G27058000","2017","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",306604,151108,11396,10988,11490,5777,4779,2139,2365,9141,14936,12474,11772,8418,7104,8561,7569,3278,4495,3106,3827,3247,1975,1007,1264,155496,10089,11348,11234,6542,4688,2714,3215,7549,15450,12662,11408,9189,8216,8142,9531,2304,4517,2630,4000,3112,2817,2339,1800,"St. Paul city, Minnesota",66,2202,1087,1394,1307,791,629,904,817,1119,1384,1080,1262,1282,853,854,963,693,951,766,869,859,541,381,379,2202,1132,1514,1618,743,802,921,1096,1151,1242,1080,1184,1151,929,870,1098,638,922,587,867,772,608,476,496
"G27071428","2017","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",69755,33593,1969,2463,3215,1759,971,302,425,963,1532,2045,1885,2952,3334,2350,1650,646,1501,371,899,672,885,389,415,36162,2825,2594,3290,2106,614,550,283,1402,1177,2229,2808,3105,2582,2029,2153,969,650,721,880,926,1076,652,541,"Woodbury city, Minnesota",23,1503,536,669,792,706,508,269,300,456,651,614,523,868,782,740,552,351,613,241,424,304,355,299,353,1505,669,779,907,634,405,467,296,578,509,614,807,815,709,665,686,489,322,305,354,418,390,376,475
"G28029700","2017","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71812,32958,2360,3131,1479,1033,1151,74,379,1821,2738,2123,1940,1875,3232,1919,1472,932,681,848,1454,859,556,659,242,38854,3856,2353,2249,1183,533,744,531,1319,4166,4284,1426,1754,2854,1395,2008,882,1491,447,1018,2261,886,665,549,"Gulfport city, Mississippi",47,1600,878,1035,745,483,613,110,360,790,749,773,731,685,705,475,616,482,362,441,511,441,313,335,171,1602,852,792,946,657,474,592,381,655,676,999,605,625,866,626,671,481,550,254,355,740,344,358,301
"G28036000","2017","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",167250,78721,5989,6408,5554,3587,2640,2004,1158,3529,7119,5488,5242,3865,3733,4693,4501,1522,2886,1145,2140,2191,1330,1142,855,88529,6494,4657,6332,3074,3276,1176,1735,4261,7826,6471,6377,3667,5222,5190,5811,2588,2399,2128,2862,2011,1914,1127,1931,"Jackson city, Mississippi",596,1573,542,1089,1067,634,403,720,508,914,540,800,1020,934,728,643,750,592,710,497,601,557,494,475,414,1484,568,824,939,646,492,602,509,1087,734,788,1004,806,683,693,1035,786,730,631,768,642,662,454,633
"G29015670","2017","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",121720,59077,4430,3047,2106,2061,3022,3302,4367,4242,5126,3531,4110,3529,2996,2358,2929,1095,1252,1140,932,1425,942,767,368,62643,3912,3443,1877,884,4208,2834,3328,6106,6823,4002,2785,3881,2437,3030,3315,936,1324,889,1918,1434,1172,1146,959,"Columbia city, Missouri",21,1535,800,1238,797,893,708,1013,1724,1563,1040,832,1108,979,726,735,725,487,519,527,414,603,367,475,222,1533,873,1045,891,376,667,1162,1218,2133,1121,810,821,1543,990,662,775,481,560,430,610,548,473,601,451
"G29035000","2017","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117308,56585,4338,3329,4546,3211,1505,814,580,2690,2758,4250,3746,3681,2834,3063,3256,2035,1792,771,1583,2115,1745,1156,787,60723,3283,4121,4574,2424,917,990,250,1817,3940,3451,3571,3952,2662,3879,5219,1847,2340,1620,1920,2303,2572,1771,1300,"Independence city, Missouri",33,2243,1125,851,1071,979,525,446,463,972,876,1028,1066,927,708,836,1008,877,703,332,523,678,490,463,307,2241,930,1071,1017,813,421,558,198,711,1124,753,848,1011,769,1003,1120,685,643,632,575,588,661,510,443
"G29038000","2017","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",488825,237521,15433,15503,17081,9186,5444,2468,2669,10722,22429,20017,17994,12382,16539,14376,14706,6753,7067,3811,4930,9211,3947,2914,1939,251304,17020,14399,14606,7625,5671,2647,2878,12538,24696,20505,18234,14248,15523,15949,14803,6035,8376,5163,7856,8301,5306,3872,5053,"Kansas City city, Missouri",90,3327,1607,1825,1991,1098,981,911,819,1537,2114,1979,2038,1671,1471,1774,1736,1187,843,935,858,1385,718,691,613,3329,1806,1823,1921,1124,842,1148,955,1673,1702,1818,1988,1886,1319,1395,1441,1205,1299,873,1217,1217,1019,830,810
"G29041348","2017","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",97101,46677,3573,3672,3662,1991,1196,289,92,1994,3102,3064,3412,3311,2092,2920,3731,681,1644,1102,1394,1074,1347,877,457,50424,3336,4536,3520,2193,557,187,222,1777,2116,3312,3482,3005,2989,3848,3337,1119,2278,807,1669,1722,1878,1136,1398,"Lee's Summit city, Missouri",532,1915,1145,987,1073,721,647,254,154,773,1270,764,869,809,641,688,799,373,723,562,541,428,454,377,317,1899,819,1295,792,610,424,190,217,702,670,909,807,795,855,625,755,590,789,402,511,724,566,497,651
"G29054074","2017","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",87578,45455,2826,3840,5202,2357,1472,579,295,1530,2977,3194,3165,3616,2674,2599,2313,924,1175,387,1364,1005,846,766,349,42123,3121,3861,2759,2012,450,590,180,900,2529,3016,3303,3119,3428,2641,2595,1043,1160,1174,1148,989,677,854,574,"O'Fallon city, Missouri",69,1610,830,943,1284,531,617,441,244,785,761,778,878,1037,837,614,807,379,466,263,556,421,455,406,207,1608,812,1011,791,601,428,313,212,607,778,877,873,746,915,601,689,427,423,621,409,433,383,405,404
"G29064082","2017","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",70335,32658,1909,1588,1557,595,570,104,1748,1843,2635,2746,2058,2508,1451,1945,2590,930,956,1162,982,944,635,689,513,37677,1684,1490,1489,829,1842,987,2160,1431,3427,2872,2050,2024,1689,2625,2390,683,1140,907,1411,1254,1442,791,1060,"St. Charles city, Missouri",36,1992,593,501,706,356,379,119,588,784,848,731,579,751,507,659,702,453,415,418,480,377,272,341,300,1994,696,676,700,463,961,942,1275,639,1215,738,527,588,822,690,638,341,443,398,511,505,449,354,389
"G29064550","2017","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76643,37686,2812,2821,1891,1296,1248,1079,312,1472,3191,3266,1951,2317,2115,2499,2453,827,1077,648,925,1234,767,1004,481,38957,2627,2359,2690,1162,1065,353,935,1655,3422,2100,2145,1961,2132,2502,2146,928,1526,646,1410,1651,1656,761,1125,"St. Joseph city, Missouri",1802,1557,182,634,582,338,757,540,245,494,361,758,603,602,201,331,582,361,385,317,356,414,304,416,212,1193,220,546,659,383,165,333,486,667,540,326,628,592,326,330,490,340,393,397,544,459,481,279,467
"G29065000","2017","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",308626,149544,10682,8314,7464,4324,3410,1378,1870,7230,16265,13864,10815,8925,8770,9762,10175,4673,4927,3291,3510,4068,3423,1226,1178,159082,9202,7410,8100,4335,3858,2695,1463,6981,17092,14716,11647,8973,8740,9473,10467,4406,6397,3450,4485,5055,3768,2918,3451,"St. Louis city, Missouri",0,477,530,1307,1278,281,457,507,676,901,246,498,1329,1328,601,429,1211,1007,1025,682,691,574,548,437,463,477,54,1059,1085,234,476,757,621,932,302,167,1324,1255,344,350,1036,803,1037,683,844,735,714,716,768
"G29070000","2017","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",167376,81045,5125,5641,2979,2041,3304,2433,2582,7171,6767,6306,4956,3923,4138,5161,3835,909,2506,1220,3215,2329,1969,1725,810,86331,4841,4592,3319,1859,4374,3531,1977,6852,6623,6004,3757,3916,4323,4432,5168,2332,2740,1710,2475,3451,2636,1976,3443,"Springfield city, Missouri",28,1901,852,1027,777,615,452,964,929,1228,1149,933,886,847,897,919,712,315,629,389,955,656,541,554,483,1902,974,984,978,626,686,1073,766,1183,982,846,929,1092,799,883,923,724,638,464,681,744,625,591,756
"G30006550","2017","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",109642,53417,3802,3572,3116,2177,958,189,601,2315,4590,4272,3578,3189,3161,2679,3136,1957,1770,1343,1932,1468,1933,824,855,56225,3321,3164,3673,1936,552,415,613,2226,3881,4352,3125,3842,3337,3238,3537,1512,2216,1268,2252,2264,1830,2087,1584,"Billings city, Montana",27,1212,800,963,916,636,323,188,270,688,766,624,819,650,613,587,767,682,560,581,633,588,550,356,438,1210,697,1160,1016,601,281,343,311,588,607,787,904,989,676,793,715,572,581,493,667,668,613,857,717
"G30050200","2017","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",73338,36751,2359,1621,1861,1191,992,838,1039,3880,3686,3355,2744,1924,1995,1804,1477,745,1168,681,696,1361,879,221,234,36587,2391,1603,1830,873,1898,1004,349,2929,4153,2645,3401,1339,1739,1211,1893,842,1316,578,1405,845,520,817,1006,"Missoula city, Montana",22,1042,256,569,674,403,391,600,616,1064,560,344,741,797,564,519,628,537,486,385,399,513,396,224,224,1040,646,690,825,414,794,632,399,1154,543,743,873,609,486,732,626,575,664,299,513,368,290,442,507
"G31028000","2017","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",284734,143324,9987,10358,8218,5242,6169,3569,4647,8515,11417,10138,11050,7113,8624,7184,7589,3148,4364,2559,3124,4443,2870,1667,1329,141410,9146,8689,9485,4634,6250,3166,4115,8303,10513,8592,10131,7058,7198,7018,8200,2889,4626,2582,4618,4660,3698,2617,3222,"Lincoln city, Nebraska",20,1030,351,1148,1161,544,790,1159,1031,1389,1003,588,1216,946,785,589,1016,737,1022,621,641,712,627,456,489,1028,425,1243,1236,450,740,883,1051,1271,920,560,1094,1155,675,617,1010,701,733,574,835,752,820,600,761
"G31037000","2017","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",466903,230216,17399,16441,15827,9644,6137,3061,2317,10752,19176,18830,17806,11164,13332,14398,15635,4610,7071,5449,5647,5828,4282,3174,2236,236687,16479,14206,16692,9214,6703,3339,3223,10029,19185,18015,15561,12863,13145,14391,15365,5792,8216,5444,6304,7639,5270,3928,5684,"Omaha city, Nebraska",49,1400,923,1616,1639,509,837,857,625,1128,796,827,1423,1254,847,698,1215,934,1056,900,870,803,681,615,487,1398,864,1376,1459,583,348,727,936,1104,687,831,1314,1300,690,587,1276,940,1185,749,992,885,857,781,906
"G32023770","2017","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",168011,85073,6535,6079,5357,3760,1930,1066,720,3399,7162,7434,8179,6590,5821,4207,4247,1217,2278,1510,2480,2218,1421,674,789,82938,7078,6995,3781,2876,1084,1269,1114,2429,7111,7562,7734,5692,5111,4495,4049,2035,2553,2528,1484,2633,1646,702,977,"Enterprise CDP, Nevada",10609,6167,1427,1636,1577,1290,721,624,415,1158,1727,1455,1606,1364,1466,1082,968,448,802,616,891,742,624,314,665,6052,1434,1704,1199,890,640,681,612,903,1783,1336,1392,1154,1049,973,958,883,785,906,687,843,871,503,615
"G32031900","2017","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",302535,148218,6135,10866,9023,5845,3109,1895,1362,4583,9179,7898,11565,10198,9733,9178,9206,4096,6267,3065,5217,8338,6295,2898,2267,154317,6217,8546,8663,6259,3448,2072,668,4385,8659,10839,9595,8870,11762,9556,9247,3612,7304,4509,7175,10141,5796,3638,3356,"Henderson city, Nevada",40,3548,1258,1807,1553,1293,859,656,669,1612,1776,1448,2365,1767,1637,1451,1468,1041,1349,813,1012,1354,1157,725,743,3547,1454,1461,1676,1477,950,714,446,1148,1862,1576,1505,1453,1667,1306,1514,853,1379,996,1200,1552,1230,1013,903
"G32040000","2017","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",641708,320805,22142,21907,20507,12230,7217,3391,3467,11386,23274,23257,22025,22652,21787,22895,22086,6749,10325,6018,8792,13160,7443,5075,3020,320903,19879,20436,22630,12626,6289,2559,3067,10308,24421,24370,20188,22470,23000,22030,20445,8721,9874,7431,8091,12826,9195,5649,4398,"Las Vegas city, Nevada",135,5240,2795,2399,2341,1485,1174,954,1107,1722,2548,2048,2286,2733,2265,2241,2224,1100,1803,1146,1326,1540,1282,859,710,5248,2179,2322,2677,1914,1059,719,982,1612,2784,2220,2182,2372,2034,1918,2402,1336,1486,1443,1393,1595,1296,1092,981
