GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OILE001,OILE002,OILE003,OILE004,OILE005,OILE006,OILE007,OILE008,OILE009,OILE010,OILE011,OILE012,OILE013,OILE014,OILE015,OILE016,OILE017,OILE018,OILE019,OILE020,OILE021,OILE022,OILE023,OILE024,OILE025,OILE026,OILE027,OILE028,OILE029,OILE030,OILE031,OILE032,OILE033,OILE034,OILE035,OILE036,OILE037,OILE038,OILE039,OILE040,OILE041,OILE042,OILE043,OILE044,OILE045,OILE046,OILE047,OILE048,OILE049,NAME_M,OILM001,OILM002,OILM003,OILM004,OILM005,OILM006,OILM007,OILM008,OILM009,OILM010,OILM011,OILM012,OILM013,OILM014,OILM015,OILM016,OILM017,OILM018,OILM019,OILM020,OILM021,OILM022,OILM023,OILM024,OILM025,OILM026,OILM027,OILM028,OILM029,OILM030,OILM031,OILM032,OILM033,OILM034,OILM035,OILM036,OILM037,OILM038,OILM039,OILM040,OILM041,OILM042,OILM043,OILM044,OILM045,OILM046,OILM047,OILM048,OILM049
"G48019000","2012","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1241108,626205,54005,45165,43059,22078,14730,10100,9803,29327,62962,57276,45317,44397,41205,37894,31936,12867,14254,9440,10374,10969,7800,6033,5214,614903,46556,45450,38834,21114,15898,8699,8066,31126,57303,53642,44481,41067,38520,36343,30054,12496,18455,8370,11837,14694,10217,10026,11655,"Dallas city, Texas",86,6776,3112,3537,3615,1938,1563,2046,1733,2967,3885,2792,2966,3424,2531,2760,2329,1632,1885,1188,1104,1472,1136,908,856,6787,2595,3265,2817,1653,1408,1734,1596,2388,2824,2519,3131,3405,2692,2101,2237,1617,1857,1297,1191,1238,1214,1231,1311
"G48019972","2012","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",121123,58491,3034,4293,3337,2703,3560,1834,2596,5348,5731,3263,3462,3531,4096,2610,2175,743,1437,858,1462,948,488,521,461,62632,4258,2773,3698,2519,5336,2180,2006,5382,5398,4669,3824,2996,3381,2858,2755,1042,1342,1569,1265,1362,637,582,800,"Denton city, Texas",30,2677,1058,1226,956,912,1041,650,911,1225,1612,984,1144,1062,840,1032,738,446,552,420,680,354,263,316,256,2677,1120,789,1357,756,1139,639,853,1579,1339,1170,1219,842,1132,865,856,481,525,679,458,514,295,265,457
"G48022660","2012","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",81033,39940,3364,3304,3271,1361,1407,742,626,2569,3675,3978,2796,2126,2384,2498,1853,357,1192,405,444,618,490,402,78,41093,4915,2474,2956,1695,1018,174,274,2263,4212,4268,2842,1919,2943,2260,2419,435,888,600,311,1065,395,522,245,"Edinburg city, Texas",29,2496,1259,1006,1371,754,761,525,532,1102,1007,1001,926,940,838,882,703,307,757,286,284,438,343,430,95,2492,1412,890,961,666,635,208,257,1084,1067,1223,1070,934,990,764,907,347,568,371,296,671,284,405,198
"G48024000","2012","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",672534,326575,26519,25602,29126,16537,11818,5224,6533,15348,24656,21764,19115,21427,19187,19907,16063,6149,8679,5429,5892,7655,6018,4685,3242,345959,25002,27856,23400,15919,10380,6051,4846,14661,24603,21954,21756,22957,21453,23020,21185,6954,8042,5776,7122,10604,8793,6776,6849,"El Paso city, Texas",39,2778,1338,2433,2643,1013,870,1228,1205,2021,1310,1268,2106,2016,1110,738,1647,1310,1424,1101,1079,1203,857,818,734,2783,1599,2100,2001,1127,777,1215,1341,1616,964,1086,2151,2162,1049,1157,1693,1137,1129,1121,1109,1064,1184,1105,1022
"G48026232","2012","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",67808,33512,2240,2596,3422,1863,1635,434,176,986,758,1383,1843,3347,3883,3146,2224,786,857,817,254,411,248,140,63,34296,1494,2074,2825,2374,850,128,601,986,1284,888,2576,4435,3329,4200,1976,746,1375,335,183,577,524,320,216,"Flower Mound town, Texas",319,1878,791,927,754,551,587,365,166,599,406,548,661,773,904,785,665,395,318,336,214,502,173,109,84,1822,592,656,668,769,662,150,585,771,552,419,706,840,702,1255,556,364,609,222,138,304,502,239,201
"G48027000","2012","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",782027,381663,33108,31213,34139,15637,10965,4917,6959,15102,28757,32728,30123,24984,26157,22542,17339,8156,9618,5864,6042,6445,4489,3238,3141,400364,34030,31109,29811,15697,12808,6959,5331,13274,33227,34703,27990,30005,23512,24532,20186,7491,9306,7113,6719,8827,7203,4435,6096,"Fort Worth city, Texas",4417,4913,2926,2775,4285,1772,1762,1183,1703,1798,2350,2301,3196,2587,2221,1695,1886,1400,1449,942,1034,1020,899,737,739,4561,3043,3480,3211,1598,1432,1810,1475,1689,2882,2171,2497,2859,1940,2346,1949,1197,1376,1198,1226,1334,983,1012,1074
"G48027684","2012","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",128171,62972,5628,7245,6492,2832,869,193,96,1510,1584,4656,6545,7701,5743,4129,1844,922,805,803,902,1132,645,523,173,65199,4517,6610,6039,2996,1305,180,333,1073,2898,4751,8562,7573,5415,3032,2534,1016,1386,1040,541,1475,1058,519,346,"Frisco city, Texas",48,2125,1118,1411,1102,677,450,167,92,693,535,1019,1263,1327,935,954,511,333,330,411,407,540,317,348,177,2125,886,1273,1280,807,706,149,245,481,652,1105,1174,1139,964,727,738,434,461,454,265,606,497,330,302
"G48029000","2012","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",233623,116876,8254,10141,9428,5989,3868,3428,1381,5128,7254,8629,7091,10046,7077,8032,5912,1772,2978,2016,2060,2431,1453,1101,1407,116747,9128,9279,9495,4626,2275,2254,1195,4862,6033,9154,6856,8477,8951,8808,5954,1992,4102,2320,2517,3170,2120,1469,1710,"Garland city, Texas",584,2873,1554,1971,1498,1239,1081,1053,818,1253,1698,1327,1559,1848,1247,1153,1169,697,911,587,658,730,557,407,687,2927,1474,1754,1683,1030,790,824,532,1130,1384,1534,1547,1309,1364,1270,1034,690,1127,614,703,771,574,498,547
"G48030464","2012","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",181791,90699,7642,6046,8812,5683,3208,1683,1594,4464,6073,6122,6737,5957,5862,7328,5360,1500,1988,863,924,1289,1125,260,179,91092,7307,7847,8148,3013,2108,2187,1406,2775,7266,6380,7478,5595,7111,6722,4766,1646,3067,1211,1325,1605,988,665,476,"Grand Prairie city, Texas",51,2886,1484,1487,2088,1566,905,736,914,1637,1798,1391,1540,1404,1588,1364,1158,653,744,340,560,540,467,176,149,2886,1595,1800,1519,880,712,1155,702,862,1610,1403,1340,1137,1307,1468,1067,588,953,509,503,550,377,335,267
"G48032372","2012","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",65688,32617,2822,3194,3081,1486,887,1030,237,1167,2711,1638,2563,1761,1996,1540,1598,691,855,521,597,1105,381,347,409,33071,3219,1701,2699,1411,821,920,237,1427,1582,1950,2174,2212,2031,1327,2969,176,966,650,997,1220,933,818,631,"Harlingen city, Texas",44,1885,938,1309,858,561,446,514,194,562,891,696,843,659,703,518,723,372,368,291,341,543,203,261,271,1887,1202,695,813,527,550,558,199,663,573,592,587,690,686,461,943,156,428,337,507,492,440,411,333
"G48035000","2012","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2161686,1085083,88089,78355,75886,43434,30199,15031,17707,52239,104810,92810,81067,77048,68459,67301,59344,20113,25590,14539,17986,21658,15396,10512,7510,1076603,80996,79984,68325,38129,26646,18740,14850,52033,98111,87103,75792,70379,65565,67629,61605,20337,30885,16656,22486,27429,20959,16246,15718,"Houston city, Texas",2285,6689,4156,4392,4029,3091,2480,2367,2320,3604,4790,3948,4169,4653,3351,3051,3788,2286,2375,1687,1963,2120,1685,1239,1027,6372,3812,4258,4304,2476,2452,2191,1981,3756,3930,3781,3978,4071,3120,3372,3710,1995,2795,1807,2077,2223,1946,1650,1543
"G48037000","2012","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",225427,106232,8407,8088,5187,4266,2720,2151,926,3097,9687,11978,10512,8758,7103,7587,5654,843,1883,1539,1134,1783,1739,619,571,119195,11500,8912,7984,4458,2688,1926,1749,5010,11790,11108,8810,8477,7927,8074,4861,1822,2996,1081,1818,1842,1614,1574,1174,"Irving city, Texas",43,3607,1358,1348,1055,1409,885,1037,441,1059,1667,1845,1677,1554,1213,1237,1159,400,741,520,418,622,550,304,261,3592,1739,1659,1519,988,802,840,840,1472,1718,1557,1513,1652,1345,1331,958,712,882,474,653,565,620,546,414
"G48039148","2012","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",134662,66606,7378,6315,4732,2610,2708,944,1646,3723,8551,4486,5449,4856,3622,3007,2140,787,1028,0,898,924,358,262,182,68056,5753,5099,5607,2604,1745,1689,1579,4091,6760,6106,5645,5223,3479,3571,3403,646,971,416,809,977,910,610,363,"Killeen city, Texas",45,2287,1175,1291,1182,687,936,527,701,954,1209,938,1343,1049,736,651,615,382,427,206,493,459,263,203,158,2284,983,1244,1326,812,478,631,1157,964,1189,979,1243,1035,705,689,1046,316,457,304,419,421,418,449,292
"G48041464","2012","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",244143,119111,12452,12188,11292,6779,4411,2092,1507,5664,8462,7817,8612,7619,6958,6064,4695,2284,1798,1108,1849,2221,1129,1172,938,125032,12128,9876,12688,6590,4254,1964,1573,5728,8015,8843,7829,9719,7181,6376,4889,2747,2854,1696,1844,2766,1994,1554,1924,"Laredo city, Texas",2889,1355,484,1123,1209,336,348,618,755,954,425,279,1031,1143,479,244,715,707,495,437,590,520,352,384,352,2060,488,1248,1299,440,277,728,592,830,494,336,1084,1160,294,447,807,728,731,476,602,544,536,464,500
"G48041980","2012","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",88679,44338,2642,5110,3048,2019,530,561,294,1382,1951,3961,3352,3387,4470,3668,2956,941,873,333,830,414,930,521,165,44341,2936,2709,3081,2043,542,549,168,1367,2380,4122,2590,4590,5015,3813,2421,731,1607,435,1031,369,664,0,1178,"League City city, Texas",1490,2209,818,1386,1032,775,348,403,370,714,750,946,1261,1040,1001,986,1142,633,446,313,405,256,605,642,182,2310,1110,1082,1067,584,334,443,203,874,881,1143,1003,1511,1335,931,891,499,738,410,691,261,489,206,739
"G48042508","2012","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",99763,48424,4249,2962,3198,2384,1150,925,360,1732,6060,4264,3819,3806,3159,3423,2053,761,648,214,1068,707,628,475,379,51339,3825,3574,3369,1456,544,528,395,2741,6390,4728,3558,4489,3610,2473,3095,779,1251,331,1314,1003,603,814,469,"Lewisville city, Texas",1024,2032,990,782,820,904,705,520,326,693,1570,905,988,808,855,895,664,411,311,165,455,424,424,263,347,1872,854,977,1133,536,280,290,311,959,1259,1102,714,1226,1074,802,870,457,514,192,523,404,359,420,277
"G48043888","2012","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",80831,38842,3190,3138,1894,1465,1112,1118,1411,1104,2631,2301,2578,2455,2628,2871,2300,848,1272,437,583,862,875,942,827,41989,3297,2328,2969,1584,1481,572,846,1599,2654,2459,2441,2552,2854,2939,2748,1005,1051,328,1036,1537,1757,894,1058,"Longview city, Texas",783,1322,501,746,662,474,506,592,675,367,724,540,744,743,714,626,740,554,569,306,274,372,370,343,478,1234,472,759,732,440,566,400,492,608,602,454,673,789,539,397,693,595,509,246,409,513,533,381,441
"G48045000","2012","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",236060,115966,8352,7941,6657,3828,5806,4159,4476,9819,9993,8554,6014,5567,6134,6495,5746,1613,3204,2104,2221,2467,2808,1220,788,120094,8472,8742,5716,4422,5966,3885,4468,8095,9105,7218,6116,5874,7034,6623,6553,2163,3803,2129,2374,3832,3246,2149,2109,"Lubbock city, Texas",29,1381,712,1339,1270,697,785,1376,1180,1565,568,935,1110,1064,626,577,822,606,748,543,590,530,521,443,288,1388,639,1057,1225,582,700,1264,1040,1173,713,838,823,974,753,671,828,604,688,593,542,679,731,539,550
"G48045384","2012","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",134729,66102,6447,5024,4849,3571,2070,787,765,3245,5101,5176,4879,4649,3460,3738,2230,1449,1923,1160,1602,1416,987,688,886,68627,5086,6088,5037,2197,1741,956,1556,2773,4555,4308,4843,4787,4974,4693,3875,1251,1489,1017,1599,1862,1478,1093,1369,"McAllen city, Texas",42,2629,1409,1275,1360,1077,663,495,549,1099,1413,1052,1395,1077,1080,818,738,678,763,599,696,563,339,329,475,2621,1521,1512,1125,746,721,547,789,887,1006,1059,1107,1176,1085,914,1026,470,667,446,593,678,476,397,640
"G48045744","2012","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",143216,70862,4512,6813,8103,4994,1590,1133,616,1202,4924,4748,6099,7001,5042,4381,3024,1105,990,1044,601,1230,819,422,469,72354,5267,7161,5679,3546,1669,699,814,2340,4541,5838,6950,6174,5618,4260,2722,746,2029,664,1440,1665,853,1086,593,"McKinney city, Texas",39,2306,1178,1664,1785,1087,592,503,512,741,1149,1246,1380,1303,1252,953,958,464,475,569,319,541,449,240,313,2309,1194,1635,1450,973,694,539,543,1001,1321,1544,1306,1365,1286,916,789,443,579,389,490,581,411,478,319
"G48047892","2012","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",143484,68103,6318,6831,5028,3448,2292,943,839,3391,6031,4845,3328,4411,3839,5631,3931,1073,1909,752,793,601,792,467,610,75381,7560,5399,7101,3951,2143,1005,910,3522,6446,5326,4109,4830,4109,5509,3265,887,2299,794,992,2079,1120,829,1196,"Mesquite city, Texas",652,2503,1344,1576,1334,889,868,469,512,982,1480,1287,1036,1076,1135,1404,876,437,689,337,364,305,376,360,411,2567,1819,1360,1563,1259,841,541,613,1106,1271,1270,1061,1092,995,1025,894,470,811,385,472,560,428,421,546
"G48048072","2012","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",119384,57626,5239,4549,4199,1760,1553,775,1699,2453,5938,4470,2773,4016,2697,3941,3352,1249,1435,515,672,1779,1044,867,651,61758,5271,3638,4522,2609,2006,1565,748,2311,5212,4519,2703,4004,3670,4004,3417,1370,2329,1111,1336,1410,1540,1210,1253,"Midland city, Texas",16,1226,607,979,1052,562,483,487,743,943,916,595,771,1079,755,606,631,461,495,270,313,454,433,329,394,1229,783,1077,1176,657,699,714,423,636,741,493,752,940,472,656,778,552,701,521,486,461,459,395,440
"G48048768","2012","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",80449,38874,3767,3678,5552,1772,1907,221,753,940,1832,1604,1997,3642,2518,1924,1298,322,703,1431,869,935,588,337,284,41575,3526,3592,4163,1886,2036,770,231,878,2970,2066,2436,4412,2660,2120,1569,832,666,506,732,1367,909,766,482,"Mission city, Texas",25,2117,1171,944,1333,870,791,280,635,637,821,724,989,1126,1024,770,542,247,392,712,591,456,351,231,265,2115,1143,1077,1243,664,868,654,282,464,897,774,739,1203,1000,836,698,547,410,323,325,456,405,445,308
"G48048804","2012","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",67968,31973,972,1798,2664,1378,1899,782,348,1266,1778,2321,2053,1862,1632,2966,2115,884,1009,1046,1271,1168,373,293,95,35995,2015,1997,3148,807,1126,73,703,748,932,2833,2970,2133,3048,2617,2706,1325,1679,912,1719,879,452,628,545,"Missouri City city, Texas",2359,2574,545,672,1254,679,936,700,325,731,842,920,706,854,657,919,699,513,569,699,557,516,323,250,152,2257,874,890,998,536,622,128,514,384,562,1190,987,753,931,759,821,672,668,466,696,370,304,305,357
"G48052356","2012","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",65289,32241,3253,1022,1862,1242,652,278,342,2102,2413,2696,1864,1892,2902,1908,2511,384,858,874,891,667,519,725,384,33048,1696,2411,2063,1480,312,521,934,1106,1909,1764,2343,2258,2526,2422,1641,1374,1125,564,415,1186,1133,905,960,"North Richland Hills city, Texas",26,1214,1223,461,715,464,486,311,435,1101,782,860,882,829,875,779,747,214,438,444,362,297,281,340,266,1211,744,994,701,734,194,445,644,484,715,713,896,832,770,779,458,517,465,414,225,418,414,427,414
"G48053388","2012","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",106483,53132,4850,4498,3748,2930,1310,932,449,3409,4468,4042,3448,2742,2626,3646,3046,1190,1232,658,859,1108,762,787,392,53351,4570,3410,3744,1837,1385,1145,589,2216,4821,3309,3498,3449,3036,3638,3722,955,1454,700,957,1480,1333,1377,726,"Odessa city, Texas",1238,1640,682,932,875,660,745,609,335,1083,538,481,853,745,514,660,684,372,511,314,377,402,303,306,262,1555,805,873,880,571,442,659,531,654,641,686,975,1079,653,628,763,412,483,366,433,454,473,479,311
"G48056000","2012","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",152257,77207,5286,6018,6665,3678,2095,1709,1361,5244,6488,5392,4946,4978,4506,5124,4434,2419,1499,581,800,1367,1132,832,653,75050,7427,4975,6747,4531,1821,1133,1446,2408,5054,5520,5485,4608,4135,4866,3798,1614,2099,810,1719,1306,1507,1313,728,"Pasadena city, Texas",62,2737,1258,1472,1390,1165,817,810,757,1454,1442,1499,1180,1147,1136,1143,1183,850,522,250,316,544,413,377,344,2738,1666,1362,1358,1034,665,520,642,748,1230,1163,1177,1021,989,1114,1053,552,661,388,764,505,576,658,374
"G48056348","2012","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",96665,49328,3266,3064,5684,1942,1007,1141,565,1933,2236,4834,4897,4366,2976,3754,2923,756,433,1107,276,405,442,450,871,47337,3894,3104,4101,2075,1029,345,259,1301,1674,4511,4966,4418,2840,3691,2647,539,1383,500,551,1465,406,741,897,"Pearland city, Texas",1431,2559,1008,1101,1477,798,460,832,411,778,1132,1493,1513,1356,786,1181,1031,553,386,705,265,310,281,290,461,2680,1246,1140,1227,820,490,506,424,747,645,1272,1412,1365,860,968,1016,275,770,465,306,777,281,427,443
"G48057200","2012","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",73126,36244,3500,4410,3996,1902,1149,658,705,1641,2445,2545,2579,2014,2032,578,1208,255,850,707,228,921,1059,638,224,36882,3967,3793,3382,1772,574,410,137,1715,2413,3102,3495,1847,861,992,1198,1244,555,602,995,1128,1270,825,605,"Pharr city, Texas",43,2054,1284,1234,1284,739,623,569,502,991,1025,972,1072,992,780,281,485,307,453,443,235,513,553,439,207,2054,1553,1204,1217,710,415,477,164,883,858,1144,1037,761,449,486,615,849,316,422,483,583,576,413,345
"G48058016","2012","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",270816,134416,8988,8915,12811,6014,3411,1284,1482,4970,7543,10390,9293,10282,10607,10689,9430,3142,3085,2344,2732,3030,1911,1025,1038,136400,7878,10475,9351,5204,3105,1397,1077,4366,8179,10293,8712,11585,10033,11684,11308,2499,5060,2019,3652,2770,2309,1332,2112,"Plano city, Texas",1101,3128,1453,1432,1833,923,750,736,621,1429,1240,1652,1505,1697,1326,1291,1357,881,870,593,704,692,611,379,445,3153,1360,1638,1255,1270,824,685,538,1055,1409,1350,1447,1694,1350,1503,1413,806,1167,521,940,791,808,491,586
"G48061796","2012","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",103268,53237,3184,3007,3537,1600,2529,1080,701,3061,3893,4293,3722,3608,3941,3627,2898,1217,1405,649,1416,1424,1459,586,400,50031,2821,2218,4206,2130,1077,514,211,1881,2353,2940,4183,3272,2894,4022,3847,724,1688,1198,1901,2578,868,1250,1255,"Richardson city, Texas",105,1925,1068,958,960,562,802,604,484,1214,1157,1264,1140,1075,786,984,777,450,643,305,409,550,442,345,263,1928,939,783,1072,632,681,491,202,1004,646,956,1005,843,676,847,1243,347,542,486,646,796,391,459,447
"G48063500","2012","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",105933,52402,5223,4783,4062,1693,1537,381,1462,2025,3741,4525,5752,3575,3989,3524,1623,385,848,854,979,775,306,191,169,53531,4918,3675,3560,3100,1927,918,1124,2713,3106,5075,4545,3418,3543,3225,2709,1252,1053,972,870,545,541,245,497,"Round Rock city, Texas",770,2080,1199,1166,1036,776,959,502,962,1007,1139,1139,1232,1062,910,831,518,197,333,297,461,359,222,169,155,1893,1076,1077,1097,940,986,633,932,1060,959,890,1071,935,888,963,829,515,446,420,352,314,298,226,301
"G48064472","2012","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",99085,48686,3328,3259,3482,1402,2225,1369,1462,2673,4047,3185,3072,2249,2686,3668,2402,776,1544,1065,863,1525,1165,891,348,50399,3296,3396,2597,2097,2230,938,379,2937,4007,3253,2008,2863,3099,3075,2704,1145,1875,1740,1471,1537,2045,1113,594,"San Angelo city, Texas",2176,1217,281,713,695,314,789,635,993,729,510,418,739,585,453,836,745,329,618,454,364,476,406,368,216,1450,222,856,773,612,758,590,233,630,598,298,734,638,289,254,701,431,580,865,616,486,531,377,295
"G48065000","2012","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1383194,674220,52237,54192,49262,30397,19759,13105,11399,32434,54883,49892,43274,42434,45975,43964,35908,12808,17042,10294,12824,15207,12391,8751,5788,708974,47954,47820,49876,28907,20535,11179,10172,37165,55170,50094,44490,46082,45995,47090,41581,13885,21696,12079,16253,18508,16271,12683,13489,"San Antonio city, Texas",440,4180,2048,3032,2847,1625,1359,2123,1606,2710,2370,1930,3088,3153,1307,1481,1999,1611,1966,1432,1351,1634,1044,1096,1139,4252,2065,3084,3517,1640,1327,1621,1735,2215,1990,2037,2867,2752,2316,1560,2630,1731,2311,1381,1661,1886,1611,1372,1492
