GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OILE001,OILE002,OILE003,OILE004,OILE005,OILE006,OILE007,OILE008,OILE009,OILE010,OILE011,OILE012,OILE013,OILE014,OILE015,OILE016,OILE017,OILE018,OILE019,OILE020,OILE021,OILE022,OILE023,OILE024,OILE025,OILE026,OILE027,OILE028,OILE029,OILE030,OILE031,OILE032,OILE033,OILE034,OILE035,OILE036,OILE037,OILE038,OILE039,OILE040,OILE041,OILE042,OILE043,OILE044,OILE045,OILE046,OILE047,OILE048,OILE049,NAME_M,OILM001,OILM002,OILM003,OILM004,OILM005,OILM006,OILM007,OILM008,OILM009,OILM010,OILM011,OILM012,OILM013,OILM014,OILM015,OILM016,OILM017,OILM018,OILM019,OILM020,OILM021,OILM022,OILM023,OILM024,OILM025,OILM026,OILM027,OILM028,OILM029,OILM030,OILM031,OILM032,OILM033,OILM034,OILM035,OILM036,OILM037,OILM038,OILM039,OILM040,OILM041,OILM042,OILM043,OILM044,OILM045,OILM046,OILM047,OILM048,OILM049
"G41064900","2012","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",157425,78074,5718,6043,6192,3101,2393,1926,1754,2838,5975,5506,4038,5260,5579,5269,4018,1640,2903,1522,1280,1557,1211,1025,1326,79351,5657,5336,5421,2644,2102,1652,1442,3689,6373,5555,3772,4931,5304,4126,5245,1975,2890,1619,2668,1979,2057,1154,1760,"Salem city, Oregon",41,2468,1086,1208,1129,779,588,550,760,840,1035,1230,1077,1147,938,830,842,505,691,485,578,528,363,384,530,2472,1062,1024,1090,708,549,894,556,983,1170,1174,974,1133,909,749,1072,552,868,569,707,638,563,440,522
"G42002000","2012","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",118974,57207,5144,4838,3008,2431,1981,847,616,3139,5053,4327,3337,3766,2956,4065,3034,1395,1757,1019,687,946,1322,699,840,61767,4634,4665,3711,2036,2726,1552,1779,1996,4044,4487,3062,4495,3742,3719,4308,1531,1476,1341,894,1238,1593,1172,1566,"Allentown city, Pennsylvania",23,1361,775,1025,817,448,544,472,350,818,823,815,784,885,656,749,764,450,533,425,344,359,484,307,351,1363,799,1072,874,457,378,625,702,684,832,811,886,984,692,590,882,800,529,568,399,460,613,520,491
"G42006088","2012","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",75729,37191,2688,1587,2374,1905,2538,1205,1164,1624,2237,2187,2380,2743,2375,2261,2009,392,515,675,665,1179,603,935,950,38538,1493,2417,2144,1678,1873,1095,1046,1408,2934,2229,2296,2085,2487,2399,2607,329,1209,1073,948,1100,1476,923,1289,"Bethlehem city, Pennsylvania",2985,2552,598,619,632,578,728,648,725,605,911,776,734,676,682,673,726,295,243,252,276,433,286,465,539,2040,520,800,685,636,530,522,591,706,739,673,750,685,618,671,655,209,464,452,358,380,471,304,369
"G42024000","2012","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",101040,49392,3972,2434,3810,1294,2146,1286,1277,2119,4610,3774,2739,2911,2567,3129,3429,787,1051,823,1180,1411,995,835,813,51648,3207,4292,2177,1846,2323,597,824,2188,4607,3621,3644,2174,3317,3155,3617,1152,1029,972,734,1487,1577,1086,2022,"Erie city, Pennsylvania",32,1293,804,637,881,476,718,597,678,562,873,621,681,756,606,610,762,365,494,361,419,562,337,348,331,1292,753,741,571,447,558,336,434,703,643,565,884,621,727,482,726,409,363,446,279,505,476,426,540
"G42060000","2012","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1547607,731316,54761,46755,47395,28441,24427,16172,14470,38969,68844,57321,43998,46840,45165,46129,42600,16430,18463,11664,14117,16812,12535,9645,9363,816291,52633,45346,45139,28069,25939,15639,14090,44791,75525,62047,48565,48335,49773,52700,50383,16789,25618,15583,17063,24903,20501,18233,18627,"Philadelphia city, Pennsylvania",0,266,125,3197,3198,4,71,2444,2480,3257,160,226,2677,2629,116,132,2130,1955,1885,1220,1540,1559,1156,1170,1124,266,154,2926,2936,235,202,2067,1859,2448,256,103,3055,3019,69,132,2444,1601,2297,1418,1548,1836,1540,1627,1559
"G42061000","2012","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",306212,148331,7681,6030,6759,3789,8275,3352,3664,11574,17476,13119,8839,6513,8677,8845,9098,3923,4718,2642,2901,3343,1790,2307,3016,157881,6785,6405,5893,5825,9417,4003,3983,10943,15163,12184,7469,7534,8708,9752,9795,3741,5149,2888,3310,4775,3634,4271,6254,"Pittsburgh city, Pennsylvania",45,3009,1218,998,1000,683,1199,889,993,1706,2212,1389,1448,1062,1000,1061,1141,821,780,613,514,716,473,508,744,3019,1002,1216,1226,938,1458,927,1070,1554,1649,1224,1144,952,1134,985,1008,699,986,662,703,739,747,689,864
"G42063624","2012","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",88096,43441,4291,3757,4257,2222,1699,650,874,2354,3125,3002,3052,2474,2229,2402,2078,713,951,482,588,517,742,782,200,44655,4132,2987,4382,2044,1927,1171,456,1720,3437,2846,3006,3191,3050,2478,1828,643,920,470,758,684,889,963,673,"Reading city, Pennsylvania",38,1408,617,788,889,382,416,348,457,717,465,751,839,628,561,421,695,365,419,369,279,236,359,368,131,1405,503,801,776,397,407,572,449,615,504,543,653,652,733,600,593,356,350,240,267,297,382,388,307
"G42069000","2012","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",75813,36835,2875,1153,1909,974,1748,1924,619,2270,2643,2707,1398,1907,2234,2574,2564,646,1629,714,712,955,901,1014,765,38978,1782,1819,1926,1305,1739,793,694,3229,1960,2222,1486,1949,2733,3012,3010,1040,1180,971,529,1280,1315,1132,1872,"Scranton city, Pennsylvania",24,1328,617,404,652,413,453,686,311,572,705,625,514,606,548,635,604,313,455,280,340,293,293,357,337,1331,538,669,834,489,490,303,448,709,606,599,736,591,529,608,738,457,383,348,208,348,350,328,444
"G44019180","2012","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",80539,39422,1739,1854,2295,1741,1306,517,697,2168,2798,2025,1926,3531,2901,4305,2799,790,1612,551,770,962,732,733,670,41117,1542,2447,2864,1718,1347,486,696,1191,2171,1424,2616,3122,3788,3211,3073,1069,1153,860,605,1547,1173,1207,1807,"Cranston city, Rhode Island",39,1780,571,751,787,644,407,358,421,625,847,781,698,900,660,903,768,321,531,321,305,371,389,315,348,1779,574,719,669,506,506,349,427,516,656,565,813,674,776,684,666,358,453,331,300,503,458,447,929
"G44054640","2012","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71174,35146,2375,2251,2335,1270,757,486,178,2610,2691,2320,2409,2431,2555,2372,2667,1077,907,610,617,904,482,502,340,36028,2508,1769,1240,1581,676,544,937,1229,2575,2012,2833,2419,2468,2891,3228,649,1180,887,457,1673,696,610,966,"Pawtucket city, Rhode Island",35,1726,674,662,689,525,415,318,297,875,724,741,615,683,664,604,691,394,378,293,329,378,232,201,196,1729,746,522,565,560,346,410,489,508,635,635,817,813,733,640,758,295,393,473,237,472,320,284,391
"G44059000","2012","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",178438,87262,5083,5515,5003,3293,5409,3968,2940,5407,9205,6380,5178,5294,5392,4907,4687,1095,1700,1135,1488,1555,1023,706,899,91176,5481,4175,7353,3363,5965,4123,2940,6205,8053,6832,5623,4972,4746,5093,4347,1324,2343,1051,896,1749,1185,1319,2038,"Providence city, Rhode Island",45,2869,1198,1279,1219,689,721,1093,841,1260,1225,1180,1179,1336,806,855,959,467,642,462,449,611,468,375,516,2871,898,1115,1311,665,956,998,780,1225,965,1007,1063,962,775,723,805,596,591,417,420,737,409,511,700
"G44074300","2012","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",81873,38948,2088,1207,2190,1706,679,1091,156,1525,3022,1962,3547,1670,2929,4172,3162,970,1539,1073,877,1102,809,719,753,42925,2653,1985,2132,1621,1010,245,486,1506,1801,3172,2571,2167,3557,4164,2925,1102,1535,978,1311,1564,1443,1420,1577,"Warwick city, Rhode Island",16,1342,577,474,629,462,277,500,122,495,682,587,874,575,511,639,812,433,517,451,325,352,298,326,366,1342,751,624,547,458,280,222,301,539,440,645,746,611,601,612,688,400,515,444,478,408,428,530,510
"G45013330","2012","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",125941,60789,4343,3474,2442,1211,2831,1961,2078,3178,6809,4569,4289,3688,3835,2307,3869,1600,2323,890,1401,1476,923,889,403,65152,3289,2835,2564,1364,2237,2090,2365,4657,7800,4168,3929,2900,2980,5252,3956,1669,1879,1586,1404,1763,1704,1231,1530,"Charleston city, South Carolina",2294,2596,1132,885,777,571,690,723,691,843,1130,1217,988,1187,907,570,933,482,641,502,712,451,313,340,215,2664,894,878,1002,552,777,912,816,1248,1409,1033,1029,869,824,1056,988,576,515,590,457,555,590,483,479
"G45016000","2012","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",131303,69060,4320,3965,3318,2276,6362,3787,3008,5095,7484,4274,4165,3527,3152,3569,3373,798,1174,897,601,1524,813,628,950,62243,3371,3196,3362,1342,5375,2646,2229,3815,5919,4733,2811,2904,4433,2733,3600,1052,1756,938,1077,1535,985,1140,1291,"Columbia city, South Carolina",237,2332,911,828,885,544,1058,979,811,1025,1256,779,763,737,824,722,767,390,475,285,292,519,325,226,281,2339,881,870,974,431,1235,698,920,1037,972,834,603,800,827,743,760,512,522,378,403,379,357,441,540
"G45048535","2012","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",71883,32907,2992,3685,1612,1367,356,108,55,995,997,2555,2233,3029,2042,2790,2068,1338,747,731,889,795,506,585,432,38976,1662,3876,2673,1300,1108,266,147,1837,2542,2853,3079,2233,3337,1826,3168,1081,1069,508,1016,671,1098,799,827,"Mount Pleasant town, South Carolina",33,1875,985,1016,719,635,317,144,65,644,497,873,825,948,741,785,688,917,372,450,459,438,384,304,309,1874,715,1246,1032,681,643,275,147,1220,1363,1048,950,1000,904,738,1025,537,516,378,463,352,682,377,463
"G45050875","2012","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",102262,50730,4131,3740,2056,1696,1581,700,830,4092,5958,4061,2562,4221,3299,3502,2205,861,1431,718,468,1245,725,236,412,51532,4943,3379,3706,1143,1259,846,451,2286,5808,4585,2247,3984,3358,2732,3394,1044,1333,498,1449,908,1107,595,477,"North Charleston city, South Carolina",3275,2441,991,1047,756,663,545,357,354,1210,1147,914,823,1027,719,778,689,458,542,436,248,442,340,187,268,2936,1034,821,1053,493,661,575,285,669,1153,1022,889,1006,845,755,758,576,473,236,478,341,386,296,271
"G45061405","2012","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",68087,33123,2433,2320,2405,1800,1551,716,798,1959,1999,3545,2103,1765,2468,1721,1613,544,1034,407,458,553,373,332,226,34964,1732,1622,3052,1182,1521,889,789,1266,3008,3184,2413,2272,1957,2042,1990,1092,791,584,559,646,990,282,1101,"Rock Hill city, South Carolina",33,1360,893,742,676,578,728,410,442,777,724,713,857,639,529,459,514,424,481,237,255,243,260,195,227,1367,539,556,801,401,810,478,537,532,681,724,618,687,668,561,550,602,409,317,272,312,353,166,435
"G46052980","2012","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",69849,35303,2796,3300,1974,1058,723,719,726,1689,2836,2818,2050,1565,2325,2125,2166,953,1027,609,598,1078,664,694,810,34546,2478,3110,2036,887,1130,554,385,898,3398,2256,1674,2218,1671,1814,1929,716,1831,855,527,1019,784,856,1520,"Rapid City city, South Dakota",26,1315,678,810,466,467,253,355,357,568,600,586,576,488,597,466,636,355,419,286,266,411,310,312,329,1314,665,952,568,285,533,325,282,376,644,401,551,582,367,400,491,453,574,386,297,371,313,386,435
"G46059020","2012","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",159992,78714,6447,5451,4910,2741,2091,812,1066,4010,7025,7538,5030,5268,5117,4520,5701,1899,1574,1179,1092,2197,1152,1342,552,81278,6633,6680,3643,2311,1556,1060,1225,3413,7739,6935,5102,3930,5240,4935,5695,1854,2438,1498,1479,2349,1673,1557,2333,"Sioux Falls city, South Dakota",2354,1649,885,794,757,554,317,380,449,726,855,777,934,996,613,705,849,721,526,456,449,446,386,391,266,1741,681,1205,783,565,403,456,570,802,827,539,1078,752,551,655,872,494,574,490,409,526,486,528,526
"G47014000","2012","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",171282,83520,6362,5451,4206,2874,2945,2102,889,4126,7492,6163,4951,5084,4424,5579,5752,2241,2933,1805,1744,2109,1662,1407,1219,87762,4764,4927,4452,2134,2974,1910,1449,4063,6942,5595,4565,5669,5547,6463,5295,2604,2630,2458,3082,3134,1897,2515,2693,"Chattanooga city, Tennessee",39,1766,998,913,982,583,631,870,393,976,1212,1056,1188,1006,646,817,1016,734,765,474,491,537,510,460,377,1765,1045,1029,870,335,789,1160,743,1308,924,926,990,1139,647,744,1022,711,845,618,858,655,574,699,711
"G47015160","2012","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",142517,69128,6838,5922,4733,1933,1807,1520,1962,4102,8676,6753,5278,3970,3786,3576,2448,869,1252,642,749,1155,588,473,96,73389,6427,5401,5390,3201,2268,2284,1841,4348,7384,6051,5048,4164,3859,4207,3565,929,1686,958,844,1206,925,593,810,"Clarksville city, Tennessee",23,1121,477,993,1016,560,606,726,746,1004,893,774,1010,973,642,491,533,409,514,337,333,368,260,239,110,1121,660,872,812,498,496,1107,769,923,755,717,896,792,647,738,729,479,537,358,371,469,311,264,355
"G47027740","2012","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",66278,32271,2499,2147,2870,847,756,336,207,1680,2289,2279,2189,2487,1921,2771,1877,843,1560,638,308,404,760,386,217,34007,1470,3182,2261,1296,479,210,91,1625,2316,2616,2260,2307,1954,2516,2817,1309,811,320,641,918,1652,310,646,"Franklin city, Tennessee",29,1241,693,656,788,413,442,317,254,711,595,660,868,704,658,766,672,396,637,354,256,310,376,333,160,1248,632,1044,625,464,400,228,149,646,982,624,730,714,524,605,946,582,387,255,370,433,542,234,308
"G47037640","2012","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",67263,30579,2490,2090,2316,893,1201,571,1024,1524,2115,1649,1707,1809,2164,2402,1506,681,858,441,775,854,473,602,434,36684,2783,2688,1418,1243,2022,810,956,1757,2448,1990,1661,2442,2446,2343,2238,563,1047,1251,588,1085,1303,764,838,"Jackson city, Tennessee",27,1094,549,816,766,370,495,338,439,587,694,488,597,659,369,433,369,439,352,313,400,408,230,287,225,1100,524,811,543,570,691,439,555,755,396,454,559,641,337,442,516,284,395,581,304,437,386,351,345
"G47040000","2012","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",182196,86097,5543,4303,3721,2057,2825,2176,2162,6878,8733,7245,5221,5278,3815,5543,4874,1853,2434,1154,3176,2435,2100,1568,1003,96099,5820,3839,3775,2484,3219,3462,3360,5966,8444,5353,5407,5272,4955,6062,6140,2174,3010,1835,3484,3203,3135,2721,2979,"Knoxville city, Tennessee",34,2130,1030,830,946,397,1139,879,858,1528,1062,1107,1058,1107,821,794,951,585,728,391,802,786,557,496,283,2128,904,938,912,387,1113,1330,1163,1567,892,861,859,1051,907,999,1037,697,782,534,930,731,705,644,744
"G47048000","2012","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",655141,314253,25037,22976,21590,14574,9652,6185,4838,17380,27051,23851,19916,18620,20116,18542,20424,7932,8233,5407,5128,5894,4874,3520,2513,340888,24347,20365,22719,12004,9693,5760,6733,16476,26468,24815,21778,19642,22061,22846,22356,9967,11012,6354,6980,8487,6849,7297,5879,"Memphis city, Tennessee",74,2483,1482,2259,2192,1072,883,1223,1104,1808,1474,1348,2126,1662,1171,1227,1929,1187,1118,1035,811,981,816,752,593,2489,1390,1815,1799,1044,973,1226,1444,1802,1234,1365,1939,2027,1163,1280,1837,1341,1263,1220,1106,1134,897,1022,1049
"G47051560","2012","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",114044,56998,3484,4627,4229,2535,2551,1092,2069,3171,5533,4568,3938,3372,3722,2612,2600,1049,1419,1121,644,1376,388,367,531,57046,4128,3797,3278,1709,2153,1994,1049,5082,3866,4233,4106,4172,2851,3941,2679,918,1725,605,800,1312,925,461,1262,"Murfreesboro city, Tennessee",39,1687,1028,1357,1193,907,686,507,1039,916,996,1080,998,1025,718,652,743,578,573,622,337,506,281,223,276,1684,788,1014,970,568,669,1060,524,1294,956,1016,915,1223,804,820,698,385,606,322,404,432,439,269,542
"G47052006","2012","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",623255,301627,22399,20407,16614,9861,8524,5028,5481,14233,29981,28048,23595,19732,19754,19359,17066,5733,9214,4427,5541,6412,4724,3431,2063,321628,21865,21342,14082,9525,8873,3834,4842,18056,33278,28263,21302,20603,19757,20924,19322,7945,9423,4596,5542,9598,7555,5405,5696,"Nashville-Davidson metropolitan government (balance), Tennessee",3155,1549,397,1598,1618,235,322,1244,1344,1539,619,353,1965,1797,428,380,1377,1150,1196,778,797,845,659,558,479,2031,333,1672,1455,351,580,979,1063,1399,616,309,1614,1566,500,419,1453,1201,1190,902,1013,1147,780,788,752
"G48001000","2012","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",118881,60924,4794,4507,2880,1475,2425,1896,1871,3172,6061,4768,3611,3283,3558,3771,3423,958,1497,940,1439,1788,897,1441,469,57957,4142,3619,3321,2156,1910,1375,1886,3234,5324,3456,1810,3597,3022,3435,2962,1688,1693,920,1517,1967,1740,1456,1727,"Abilene city, Texas",3636,2574,575,852,681,441,752,891,730,838,677,597,781,699,680,581,586,339,453,345,463,454,310,374,249,1630,436,687,733,291,657,500,798,803,426,410,552,787,519,452,588,652,524,347,543,508,393,433,494
"G48001924","2012","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",89631,43365,3975,2831,4016,2420,642,866,865,1536,1945,1258,3845,3273,4629,4128,3399,411,781,468,499,602,372,446,158,46266,3405,3976,3760,2407,1325,284,281,1353,2547,3223,3614,3409,4998,3475,2892,1087,863,648,681,660,635,384,359,"Allen city, Texas",41,2017,1194,1098,1386,836,347,567,551,989,1142,616,982,1107,1285,1036,978,277,446,321,337,415,295,361,171,2016,989,1175,1003,981,746,227,450,669,857,971,1125,1155,1183,930,943,859,418,383,470,468,442,270,247
"G48003000","2012","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",195571,94805,8425,7899,7832,4495,2296,1218,1730,3785,8174,7172,5749,6432,5064,5346,5582,1691,2536,1147,1851,2130,2148,1114,989,100766,6857,7783,6606,3941,2480,1508,1777,5007,7676,7008,5757,7143,6131,6315,5522,2243,2976,1556,1932,3763,2229,2200,2356,"Amarillo city, Texas",2313,2344,913,1340,1064,496,529,524,640,829,939,871,1015,964,846,863,926,522,548,361,496,538,456,365,344,2061,875,1217,1240,626,541,610,740,909,743,552,1071,985,651,746,793,565,608,444,504,632,502,496,492
"G48004000","2012","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",375598,184403,15857,14176,14128,8881,5555,3595,1867,10055,17090,13806,13000,12671,11165,11606,9480,3809,4670,2463,3344,2801,2077,1242,1065,191195,13647,13293,12305,6926,6340,2786,4482,10252,16057,13167,14417,13723,12427,13559,10109,4420,6041,1597,3916,3408,3134,2549,2640,"Arlington city, Texas",51,3385,1969,2171,2210,1348,1039,1247,862,1720,2503,1814,2034,1697,1488,1481,1759,979,923,689,832,650,699,416,450,3392,2021,2195,2029,1287,1130,1001,1264,1941,2068,1923,2256,1639,1650,1743,1532,1034,1307,513,1002,870,781,706,710
"G48004462","2012","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",67714,33910,2068,4993,3691,1685,546,206,269,781,1764,3260,2519,1653,2696,1894,1601,590,1040,653,582,638,333,230,218,33804,2228,2716,3726,1863,1180,323,357,455,3012,3970,2714,2003,2069,1611,1520,1104,843,440,651,278,322,125,294,"Atascocita CDP, Texas",9571,5100,843,1797,1687,1068,351,256,246,406,975,1401,849,894,1130,613,757,590,692,339,402,352,264,285,226,5429,978,999,2203,814,724,332,337,304,1387,1468,933,722,877,914,664,877,584,365,490,283,269,119,232
"G48005000","2012","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",842595,424725,30187,29358,22328,11346,12975,9474,9116,23488,47145,45333,39626,29438,25674,24322,22243,7507,8953,4578,5544,6355,3716,3434,2585,417870,28152,29835,19392,11932,13456,7913,8847,26327,46551,39953,32737,29901,23991,25093,21400,6877,10626,4941,6189,7653,6579,4075,5450,"Austin city, Texas",63,3809,2268,2207,2006,1442,1279,2417,2153,2311,2261,1663,2798,2595,1513,1913,1964,1276,1402,871,996,1032,844,591,688,3812,2022,2382,2298,1593,927,1615,1686,2283,2053,1843,2303,2490,1821,1558,1940,1189,1419,1064,1063,1113,1177,875,1089
"G48006128","2012","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",72044,35351,3243,2569,2704,1803,1479,348,531,1271,1959,2456,2452,2086,2472,2735,2333,815,785,422,676,453,840,567,352,36693,2915,3201,3245,1362,952,91,216,1445,2206,2556,2836,2478,2786,1488,1999,518,1591,267,850,1017,672,978,1024,"Baytown city, Texas",1629,1666,1034,834,945,606,669,397,408,728,989,911,757,802,834,1040,885,413,351,213,434,292,460,434,272,1703,1036,877,862,511,501,112,216,668,880,801,878,853,861,530,743,369,719,201,412,448,424,457,421
"G48007000","2012","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",118241,55667,5007,4356,3658,2140,1725,1525,1514,1963,4744,3748,3715,2587,3070,3545,2963,1304,1964,1157,932,1353,1332,770,595,62574,5002,4663,3695,2900,2058,1075,1005,3416,4721,4426,3194,3346,3357,4581,3539,934,2496,683,1475,1989,1752,1373,894,"Beaumont city, Texas",52,2164,547,920,892,452,409,636,647,817,983,1260,782,570,562,592,791,507,701,430,437,532,482,268,319,2169,760,960,883,479,503,626,524,690,652,640,840,870,575,625,924,344,745,283,474,568,539,444,363
"G48010768","2012","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",180077,85723,7429,8878,9209,5140,2707,1400,1782,3009,4698,5023,6848,4863,4203,5523,3831,1183,2005,984,1833,1524,1383,1171,1097,94354,6883,7239,8260,6045,3035,1989,1595,2846,5654,6076,7787,6995,4802,5992,4977,1274,2187,1850,1801,2318,1895,1547,1307,"Brownsville city, Texas",76,2030,1201,1668,1388,955,782,647,558,775,924,1139,1121,1227,738,887,716,443,648,432,598,501,450,465,458,2026,1255,1372,1309,875,892,698,554,796,726,921,1289,1335,727,806,883,532,563,711,556,557,549,513,415
"G48010912","2012","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",78073,40920,2986,2741,2393,862,941,2213,965,4173,5484,3188,2765,2009,1999,1589,1435,380,1111,474,1161,969,360,231,491,37153,3068,2718,1963,968,391,492,1151,3452,3963,2898,2734,1642,2281,1908,1491,449,1084,475,745,1041,761,688,790,"Bryan city, Texas",45,1754,631,726,685,389,489,1336,624,1432,934,775,766,640,585,658,504,233,442,256,473,323,270,193,385,1752,493,823,681,380,301,407,784,1361,822,619,520,510,479,401,522,280,447,273,289,300,370,374,404
"G48013024","2012","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",125395,61547,4995,3911,5139,3680,1670,1245,722,1778,3963,5285,3205,3571,4685,5836,3961,1411,1541,1033,979,1226,664,349,698,63848,4555,4610,3362,2891,1520,926,680,2379,5275,4028,4578,4787,5031,4775,4602,1038,2112,905,1475,1390,1287,718,924,"Carrollton city, Texas",60,1892,1119,973,1275,951,747,542,455,670,1131,1444,945,798,1119,1120,968,474,415,415,400,432,312,377,376,1893,1041,1032,895,734,612,580,452,1040,1209,880,878,900,1004,974,953,385,640,304,618,433,594,403,360
"G48015976","2012","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",97794,49775,2350,2574,1915,2085,5893,4216,5839,6268,3318,2729,2232,1884,2033,1521,1224,624,1144,302,306,484,376,295,163,48019,2167,2054,2157,1013,5936,5788,3132,6437,3244,3117,1437,2323,1483,1515,1764,782,643,511,219,1003,704,431,159,"College Station city, Texas",29,1810,512,588,671,792,863,1155,1538,1524,943,657,701,696,671,432,426,347,764,220,195,262,279,184,166,1810,388,657,728,509,520,1835,1708,1997,750,706,544,590,606,444,843,421,364,291,180,417,341,261,168
"G48017000","2012","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",312192,153740,10564,10820,12149,6675,4200,3249,1904,7400,12220,10417,9841,9124,9518,10451,10599,3776,3860,2506,4145,3521,2722,2319,1760,158452,10388,11388,10732,6582,4525,2412,2062,7219,10988,11024,9487,10052,10000,10153,11281,3722,4854,3175,2952,4619,4274,2979,3584,"Corpus Christi city, Texas",27,1283,714,1510,1598,466,471,1060,588,1178,885,576,1108,1154,726,658,1108,987,787,834,808,772,648,516,580,1282,720,1443,1303,365,432,899,902,1117,730,613,1144,1168,583,723,1301,1146,902,710,730,801,776,653,683
