GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AN8XE001,AN8XE002,AN8XE003,AN8XE004,AN8XE005,AN8XE006,AN8XE007,AN8XE008,AN8XE009,AN8XE010,AN8XE011,AN8XE012,AN8XE013,AN8XE014,AN8XE015,AN8XE016,AN8XE017,AN8XE018,AN8XE019,AN8XE020,AN8XE021,AN8XE022,AN8XE023,AN8XE024,AN8XE025,AN8XE026,AN8XE027,NAME_M,AN8XM001,AN8XM002,AN8XM003,AN8XM004,AN8XM005,AN8XM006,AN8XM007,AN8XM008,AN8XM009,AN8XM010,AN8XM011,AN8XM012,AN8XM013,AN8XM014,AN8XM015,AN8XM016,AN8XM017,AN8XM018,AN8XM019,AN8XM020,AN8XM021,AN8XM022,AN8XM023,AN8XM024,AN8XM025,AN8XM026,AN8XM027
"G48056348","2021","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"1600000US4856348","4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057176","2021","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"1600000US4857176","4857176","Pflugerville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pflugerville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2021","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"1600000US4857200","4857200","Pharr city, Texas",14397,216,102,0,193,303,922,872,848,875,1520,597,691,483,961,1306,1300,1161,347,0,316,1384,0,0,0,0,0,"Pharr city, Texas",2410,252,175,249,232,309,779,533,625,632,982,586,565,594,698,845,917,764,303,249,411,873,249,249,249,249,249
"G48058016","2021","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"1600000US4858016","4858016","Plano city, Texas",60883,455,230,0,167,164,140,127,45,45,0,0,0,0,480,224,609,969,3441,6461,19374,11837,12526,2110,837,234,408,"Plano city, Texas",3058,394,290,249,217,214,236,211,80,74,249,249,249,249,456,220,354,387,956,1125,1754,1530,1658,662,289,231,301
"G48061796","2021","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"1600000US4861796","4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063500","2021","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"1600000US4863500","4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2021","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"1600000US4864472","4864472","San Angelo city, Texas",25065,523,211,157,0,175,229,0,813,711,328,914,1567,670,2187,2916,3213,2762,3051,1147,1666,824,589,157,169,86,0,"San Angelo city, Texas",1726,559,239,262,249,164,295,249,393,518,336,452,828,383,743,1103,993,850,756,575,553,548,346,185,215,146,249
"G48065000","2021","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"1600000US4865000","4865000","San Antonio city, Texas",290123,2575,1680,1611,1127,464,1324,818,1840,4065,5035,5811,8890,9460,22401,18156,34360,28197,44223,32902,35857,12976,10778,3308,862,355,1048,"San Antonio city, Texas",6616,1257,605,628,469,311,725,451,845,1130,950,1246,1467,1985,2466,2678,3446,3361,3814,3526,3404,1811,1872,1011,490,317,586
"G48065600","2021","TX",,,"Texas","48",,,"San Marcos city","65600",,,,,,,,,,,,,,,,"1600000US4865600","4865600","San Marcos city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Marcos city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48069596","2021","TX",,,"Texas","48",,,"Spring CDP","69596",,,,,,,,,,,,,,,,"1600000US4869596","4869596","Spring CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spring CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48070808","2021","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"1600000US4870808","4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2021","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"1600000US4872176","4872176","Temple city, Texas",18005,200,175,60,0,60,66,0,0,345,357,231,163,478,2045,1064,1613,1927,3991,3037,1116,413,664,0,0,0,0,"Temple city, Texas",1920,209,182,97,249,103,108,249,249,347,277,203,159,311,640,574,544,904,1261,1248,566,312,548,249,249,249,249
"G48072656","2021","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"1600000US4872656","4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2021","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"1600000US4874144","4874144","Tyler city, Texas",19913,38,51,265,0,127,70,177,170,554,316,682,811,267,1453,2181,1987,967,3280,1473,1693,960,1735,199,442,0,15,"Tyler city, Texas",1879,64,71,206,249,141,129,294,248,482,292,468,472,221,608,778,718,409,880,572,653,422,719,214,402,249,27
"G48075428","2021","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"1600000US4875428","4875428","Victoria city, Texas",13992,131,38,60,653,151,99,0,89,275,429,389,347,578,632,969,1790,2064,3459,655,716,276,128,25,0,0,39,"Victoria city, Texas",1617,180,63,112,543,166,129,249,129,181,263,331,331,514,355,502,802,843,1189,430,526,289,136,41,249,249,66
"G48076000","2021","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"1600000US4876000","4876000","Waco city, Texas",26055,241,66,48,103,460,0,122,426,439,669,377,1632,1269,3564,468,2986,1692,3549,2785,1801,1318,1453,587,0,0,0,"Waco city, Texas",2114,257,76,80,112,555,249,125,461,320,345,301,626,670,1236,320,976,736,1200,837,833,677,608,471,249,249,249
"G48079000","2021","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"1600000US4879000","4879000","Wichita Falls city, Texas",21943,126,582,331,263,199,900,209,698,1146,924,760,1476,798,3392,2354,1562,1945,1055,933,1095,406,620,169,0,0,0,"Wichita Falls city, Texas",1463,150,428,263,306,168,684,181,484,448,427,304,636,418,973,1018,510,782,532,420,434,293,357,277,249,249,249
"G49043660","2021","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"1600000US4943660","4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49044320","2021","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"1600000US4944320","4944320","Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2021","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"1600000US4955980","4955980","Ogden city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogden city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49057300","2021","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"1600000US4957300","4957300","Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49062470","2021","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"1600000US4962470","4962470","Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49065330","2021","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"1600000US4965330","4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2021","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"1600000US4967000","4967000","Salt Lake City city, Utah",42681,397,49,575,181,0,327,74,66,72,0,221,49,220,255,462,573,43,1764,1839,9209,8299,9488,5225,1986,433,874,"Salt Lake City city, Utah",2766,444,87,354,191,206,425,122,110,117,206,214,80,216,269,363,416,70,601,643,1493,1391,1250,967,606,311,515
"G49067440","2021","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"1600000US4967440","4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49070850","2021","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"1600000US4970850","4970850","South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2021","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"1600000US4982950","4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2021","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"1600000US4983470","4983470","West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51001000","2021","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"1600000US5101000","5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2021","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"1600000US5103000","5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2021","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"1600000US5114440","5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2021","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"1600000US5116000","5116000","Chesapeake city, Virginia",69186,1328,236,495,112,275,299,394,603,151,46,0,162,143,893,1567,3229,3383,9560,8743,14434,14146,8468,151,143,25,200,"Chesapeake city, Virginia",2785,838,281,267,126,278,313,379,578,237,71,216,138,223,540,708,968,1143,1822,1696,1871,1914,1460,127,167,42,274
"G51021088","2021","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"1600000US5121088","5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2021","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"1600000US5135000","5135000","Hampton city, Virginia",31662,384,212,87,637,346,131,0,84,0,453,180,47,396,2055,2202,3352,3550,7181,3950,4131,858,750,676,0,0,0,"Hampton city, Virginia",1797,317,240,140,523,341,145,216,99,216,332,157,81,318,663,731,969,947,1312,1092,950,514,423,533,216,216,216
"G51047672","2021","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"1600000US5147672","5147672","Lynchburg city, Virginia",14756,85,111,69,155,47,0,0,176,515,146,193,397,942,1150,1121,2236,1527,2372,973,1193,455,855,0,0,0,38,"Lynchburg city, Virginia",1546,114,158,119,251,78,216,216,141,390,159,243,351,476,671,439,786,543,702,495,554,375,434,216,216,216,64
"G51056000","2021","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"1600000US5156000","5156000","Newport News city, Virginia",36527,842,159,341,261,327,33,104,129,116,40,218,148,723,1127,1411,2877,4943,8200,6055,5731,1332,531,520,245,0,114,"Newport News city, Virginia",2665,441,181,320,207,283,52,120,195,146,67,169,152,459,552,651,836,1021,1520,1141,1103,518,312,467,400,216,143
"G51057000","2021","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"1600000US5157000","5157000","Norfolk city, Virginia",44867,1087,270,318,79,234,100,19,87,95,245,96,312,258,1156,2032,4739,3753,7508,7898,6588,3092,2836,849,967,126,123,"Norfolk city, Virginia",2162,615,208,280,132,315,175,31,140,112,214,104,206,186,561,642,913,1134,1296,1379,1209,861,744,407,413,129,125
"G51064000","2021","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"1600000US5164000","5164000","Portsmouth city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51067000","2021","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"1600000US5167000","5167000","Richmond city, Virginia",44985,247,51,40,44,0,0,0,0,148,399,820,1061,416,1146,1830,3285,3264,4643,4047,8983,4482,5745,1809,1423,615,487,"Richmond city, Virginia",2308,249,84,69,72,216,216,216,216,149,275,681,594,279,440,770,955,1037,1224,1023,1281,887,1122,518,497,370,289
"G51068000","2021","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"1600000US5168000","5168000","Roanoke city, Virginia",21998,0,374,578,0,0,106,82,359,164,191,292,340,1148,3319,2570,3699,1631,1847,2602,1155,573,666,140,65,0,97,"Roanoke city, Virginia",1731,216,400,369,216,216,174,136,363,166,169,250,278,540,955,931,1059,751,608,740,443,356,374,158,112,216,152
"G51076432","2021","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"1600000US5176432","5176432","Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51082000","2021","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"1600000US5182000","5182000","Virginia Beach city, Virginia",119144,578,320,325,147,263,595,270,181,267,215,138,156,638,1636,3162,4874,6111,14945,17354,25939,19818,13169,4460,1822,381,1380,"Virginia Beach city, Virginia",3354,293,349,260,152,330,312,264,181,246,230,119,166,510,664,1069,1243,1209,2202,2468,2214,2162,1833,927,542,256,499
"G53003180","2021","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"1600000US5303180","5303180","Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005210","2021","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"1600000US5305210","5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2021","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"1600000US5305280","5305280","Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53022640","2021","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"1600000US5322640","5322640","Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53023515","2021","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"1600000US5323515","5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2021","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"1600000US5335275","5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2021","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"1600000US5335415","5335415","Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035940","2021","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"1600000US5335940","5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2021","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"1600000US5343955","5343955","Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2021","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"1600000US5353545","5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057535","2021","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"1600000US5357535","5357535","Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2021","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"1600000US5357745","5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53061115","2021","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"1600000US5361115","5361115","Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2021","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"1600000US5363000","5363000","Seattle city, Washington",161587,452,297,0,0,265,0,0,0,118,248,54,80,312,463,361,191,76,591,1260,7651,8792,42029,44722,33179,10500,9946,"Seattle city, Washington",5345,323,229,213,213,340,213,213,213,141,216,89,98,284,587,409,182,125,433,586,1772,1313,3361,2929,2105,1517,1421
"G53065922","2021","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"1600000US5365922","5365922","South Hill CDP, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Hill CDP, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53067000","2021","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"1600000US5367000","5367000","Spokane city, Washington",54499,573,251,201,284,235,113,56,0,142,80,73,289,193,813,1140,1825,2150,8281,8287,12420,7447,7142,2070,47,175,212,"Spokane city, Washington",3068,502,227,176,201,197,139,94,213,138,132,118,237,142,496,582,522,778,1381,1347,1668,1214,1167,653,76,159,226
"G53067167","2021","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"1600000US5367167","5367167","Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53070000","2021","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"1600000US5370000","5370000","Tacoma city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tacoma city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53074060","2021","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"1600000US5374060","5374060","Vancouver city, Washington",41484,840,0,201,26,273,0,136,375,172,381,0,0,0,297,72,366,226,1827,1871,13798,10857,7139,1365,491,48,723,"Vancouver city, Washington",2446,422,213,120,41,335,213,129,257,221,333,213,213,213,398,118,251,190,801,622,1592,1380,1023,565,276,78,565
"G53080010","2021","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"1600000US5380010","5380010","Yakima city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakima city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55002375","2021","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"1600000US5502375","5502375","Appleton city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appleton city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55022300","2021","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"1600000US5522300","5522300","Eau Claire city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eau Claire city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55031000","2021","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"1600000US5531000","5531000","Green Bay city, Wisconsin",27157,332,316,303,161,0,0,0,46,206,122,357,506,587,3478,2938,4337,3031,3112,2788,2546,1151,585,155,100,0,0,"Green Bay city, Wisconsin",2085,491,265,241,187,157,157,157,76,184,159,224,315,289,1065,734,1078,867,727,710,723,481,345,161,117,157,157
"G55037825","2021","WI",,,"Wisconsin","55",,,"Janesville city","37825",,,,,,,,,,,,,,,,"1600000US5537825","5537825","Janesville city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Janesville city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55039225","2021","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"1600000US5539225","5539225","Kenosha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenosha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55048000","2021","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"1600000US5548000","5548000","Madison city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55053000","2021","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"1600000US5553000","5553000","Milwaukee city, Wisconsin",96044,980,298,758,731,448,775,292,1546,2041,3393,3248,4217,4261,10793,8204,14891,10388,12279,7267,5295,1815,1296,541,219,0,68,"Milwaukee city, Wisconsin",3817,339,185,431,345,258,331,199,495,571,775,866,903,1024,1368,1213,1640,1759,1527,1252,953,593,505,225,168,157,59
"G55060500","2021","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"1600000US5560500","5560500","Oshkosh city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oshkosh city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55066000","2021","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"1600000US5566000","5566000","Racine city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Racine city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55084250","2021","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"1600000US5584250","5584250","Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G56013900","2021","WY",,,"Wyoming","56",,,"Cheyenne city","13900",,,,,,,,,,,,,,,,"1600000US5613900","5613900","Cheyenne city, Wyoming",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne city, Wyoming",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72006593","2021","PR",,,"Puerto Rico","72",,,"Bayam�n zona urbana","06593",,,,,,,,,,,,,,,,"1600000US7206593","7206593","Bayamón zona urbana, Puerto Rico",42641,75,219,271,285,137,65,155,170,261,1416,2008,3601,3684,9493,7447,5988,2723,2426,960,897,159,109,60,0,0,32,"Bayamón zona urbana, Puerto Rico",2009,91,168,215,361,158,109,188,241,210,580,621,901,881,1610,1194,1077,703,495,464,379,152,103,102,254,254,51
"G72010334","2021","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"1600000US7210334","7210334","Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72014290","2021","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"1600000US7214290","7214290","Carolina zona urbana, Puerto Rico",35384,225,289,368,0,326,111,0,113,465,753,858,1789,1354,7138,7306,7768,3191,1539,600,568,229,351,0,0,0,43,"Carolina zona urbana, Puerto Rico",2667,184,256,244,254,264,182,254,140,305,402,486,849,624,1625,1472,2004,1242,574,387,339,224,336,254,254,254,71
"G72032522","2021","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"1600000US7232522","7232522","Guaynabo zona urbana, Puerto Rico",20281,51,50,79,285,37,353,67,89,120,205,319,563,573,1829,1487,2592,648,2860,2511,2044,1161,1323,666,251,77,41,"Guaynabo zona urbana, Puerto Rico",1516,84,82,134,324,60,302,114,146,172,267,242,353,464,765,670,771,364,1002,815,750,576,526,510,294,131,69
"G72063820","2021","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"1600000US7263820","7263820","Ponce zona urbana, Puerto Rico",29128,386,658,354,177,154,1213,125,1197,830,1029,2183,2133,3564,5506,3257,2740,821,1035,636,935,0,156,39,0,0,0,"Ponce zona urbana, Puerto Rico",1850,317,452,263,183,155,499,154,496,430,496,830,745,907,976,679,911,336,419,406,548,254,197,66,254,254,254
"G72076770","2021","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"1600000US7276770","7276770","San Juan zona urbana, Puerto Rico",66489,221,323,659,249,66,278,274,1173,1101,779,1826,3513,4168,9201,9775,7784,4001,5151,4758,4108,1757,2325,1473,1087,140,299,"San Juan zona urbana, Puerto Rico",3044,179,217,359,236,108,207,226,559,589,383,630,978,784,1564,1716,1506,993,1301,1074,1014,788,839,612,391,182,239
