GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AN8XE001,AN8XE002,AN8XE003,AN8XE004,AN8XE005,AN8XE006,AN8XE007,AN8XE008,AN8XE009,AN8XE010,AN8XE011,AN8XE012,AN8XE013,AN8XE014,AN8XE015,AN8XE016,AN8XE017,AN8XE018,AN8XE019,AN8XE020,AN8XE021,AN8XE022,AN8XE023,AN8XE024,AN8XE025,AN8XE026,AN8XE027,NAME_M,AN8XM001,AN8XM002,AN8XM003,AN8XM004,AN8XM005,AN8XM006,AN8XM007,AN8XM008,AN8XM009,AN8XM010,AN8XM011,AN8XM012,AN8XM013,AN8XM014,AN8XM015,AN8XM016,AN8XM017,AN8XM018,AN8XM019,AN8XM020,AN8XM021,AN8XM022,AN8XM023,AN8XM024,AN8XM025,AN8XM026,AN8XM027
"G41064900","2021","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"1600000US4164900","4164900","Salem city, Oregon",36174,300,42,0,310,166,35,231,60,57,99,297,216,78,971,992,413,529,2293,4110,13432,5935,4755,673,74,0,106,"Salem city, Oregon",2249,239,71,214,218,172,57,170,99,68,84,274,172,91,637,634,316,333,961,1164,1547,1180,1194,442,91,214,141
"G42002000","2021","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"1600000US4202000","4202000","Allentown city, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allentown city, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G42006088","2021","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"1600000US4206088","4206088","Bethlehem city, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethlehem city, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G42024000","2021","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"1600000US4224000","4224000","Erie city, Pennsylvania",21061,149,115,36,189,317,408,375,623,610,1985,1301,3443,1669,4388,1816,1505,848,756,131,87,156,0,122,32,0,0,"Erie city, Pennsylvania",1793,200,144,61,186,270,361,228,337,299,700,553,810,738,912,615,471,372,370,128,105,156,189,151,55,189,189
"G42060000","2021","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"1600000US4260000","4260000","Philadelphia city, Pennsylvania",348935,3713,2404,1394,2165,1449,2247,1513,3179,6416,6902,10713,10094,7776,30140,14152,29248,20420,49518,44055,47595,20604,19390,7243,4433,1133,1039,"Philadelphia city, Pennsylvania",7172,1273,987,796,1381,573,1170,799,1032,1697,1886,1946,2277,1859,3237,2556,3960,2565,4520,3870,3542,2527,2498,1373,1089,609,385
"G42061000","2021","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"1600000US4261000","4261000","Pittsburgh city, Pennsylvania",66729,644,525,112,940,699,328,1073,1296,2103,1514,2276,2918,2942,5685,4013,5231,4397,5475,5178,8601,3829,3971,1788,589,271,331,"Pittsburgh city, Pennsylvania",3046,305,283,110,523,409,230,508,437,659,576,743,761,707,1133,973,1075,1052,1084,979,1448,962,828,671,315,208,192
"G42063624","2021","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"1600000US4263624","4263624","Reading city, Pennsylvania",12833,248,389,114,0,0,114,233,1331,603,1136,1083,876,1163,1954,758,842,996,314,440,28,66,106,39,0,0,0,"Reading city, Pennsylvania",1671,249,257,112,189,189,120,275,643,309,621,619,603,588,756,392,387,516,197,271,47,115,148,65,189,189,189
"G42069000","2021","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"1600000US4269000","4269000","Scranton city, Pennsylvania",16172,63,149,136,0,38,29,47,246,831,778,1536,914,398,2531,1736,2277,1394,1566,399,595,274,186,49,0,0,0,"Scranton city, Pennsylvania",1372,72,180,222,189,66,47,76,198,516,462,612,469,292,753,554,676,429,586,243,362,179,209,80,189,189,189
"G44019180","2021","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"1600000US4419180","4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2021","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"1600000US4454640","4454640","Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44059000","2021","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"1600000US4459000","4459000","Providence city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44074300","2021","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"1600000US4474300","4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2021","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"1600000US4513330","4513330","Charleston city, South Carolina",36857,34,76,0,37,128,33,0,0,143,0,37,108,0,82,218,1130,287,2374,4206,8205,6396,7135,2906,1436,976,910,"Charleston city, South Carolina",2815,56,133,226,60,128,54,226,226,227,226,62,108,226,98,217,863,215,936,1258,1601,1632,1816,885,525,457,350
"G45016000","2021","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"1600000US4516000","4516000","Columbia city, South Carolina",23564,331,0,106,106,20,111,208,306,503,638,484,624,1247,1573,2116,1390,899,3025,2114,1670,1860,2395,925,718,195,0,"Columbia city, South Carolina",2165,302,226,176,186,33,139,205,188,353,357,278,292,934,666,608,637,434,967,633,505,729,731,704,532,202,226
"G45030850","2021","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"1600000US4530850","4530850","Greenville city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45048535","2021","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"1600000US4548535","4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2021","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"1600000US4550875","4550875","North Charleston city, South Carolina",25582,836,274,326,49,65,221,108,48,159,184,236,455,420,1081,568,3086,2036,4430,3441,4436,1986,826,311,0,0,0,"North Charleston city, South Carolina",2793,686,359,330,81,112,383,175,89,154,309,308,358,298,469,374,1242,997,1128,1144,1320,789,480,310,226,226,226
"G45061405","2021","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"1600000US4561405","4561405","Rock Hill city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Hill city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G46052980","2021","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"1600000US4652980","4652980","Rapid City city, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapid City city, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G46059020","2021","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"1600000US4659020","4659020","Sioux Falls city, South Dakota",51017,682,540,130,159,335,236,99,849,33,296,237,249,233,2136,1826,3063,4708,9785,7156,9062,4342,2570,947,204,505,635,"Sioux Falls city, South Dakota",2406,436,544,162,198,324,205,158,592,56,263,255,277,195,937,620,866,1169,1583,1445,1544,1612,906,531,247,586,655
"G47014000","2021","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"1600000US4714000","4714000","Chattanooga city, Tennessee",41455,415,0,277,0,137,128,40,159,740,517,181,780,327,2264,3318,3927,2719,6689,5342,6562,2421,2865,747,407,92,401,"Chattanooga city, Tennessee",2586,219,224,185,224,163,167,45,153,561,321,156,373,243,828,1004,1093,914,1275,1157,1213,689,773,523,237,118,355
"G47015160","2021","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"1600000US4715160","4715160","Clarksville city, Tennessee",34601,560,0,236,83,172,27,107,162,129,760,258,962,347,1420,2766,3670,4121,6849,5604,4162,1015,1063,77,51,0,0,"Clarksville city, Tennessee",2961,462,224,264,142,242,46,181,231,116,561,279,659,291,608,971,1423,1128,1561,1410,1183,654,504,100,91,224,224
"G47027740","2021","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"1600000US4727740","4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2021","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"1600000US4737640","4737640","Jackson city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47038320","2021","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"1600000US4738320","4738320","Johnson City city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson City city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47040000","2021","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"1600000US4740000","4740000","Knoxville city, Tennessee",40535,277,47,129,88,47,224,38,26,251,769,569,768,1059,2474,3965,6425,4186,5401,5047,3399,1762,2021,1083,256,0,224,"Knoxville city, Tennessee",2777,232,77,124,121,75,257,65,44,189,387,292,360,403,735,1065,1083,1177,1250,1169,887,592,657,510,220,224,315
"G47048000","2021","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"1600000US4748000","4748000","Memphis city, Tennessee",119622,1433,1192,1208,1197,1141,1760,947,3424,5828,6443,6940,7881,4982,9661,8126,10098,5089,10608,8964,10059,5594,4348,1259,728,389,323,"Memphis city, Tennessee",4608,556,648,593,514,619,641,444,999,1284,1289,1349,1639,1261,1423,1682,1961,1057,2006,1669,1365,1185,1171,528,339,267,334
"G47051560","2021","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"1600000US4751560","4751560","Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47052006","2021","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"1600000US4752006","4752006","Nashville-Davidson metropolitan government (balance), Tennessee",162426,1427,153,342,663,1095,144,231,240,730,788,456,237,281,1540,2265,4202,5018,20228,22110,40841,21687,19270,9873,5273,1650,1682,"Nashville-Davidson metropolitan government (balance), Tennessee",4073,683,175,388,600,542,139,201,242,514,600,335,211,259,636,1368,1177,1329,2371,2997,3163,2559,1954,1655,1324,725,677
"G48001000","2021","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"1600000US4801000","4801000","Abilene city, Texas",27148,161,103,443,203,203,501,191,1093,539,755,1292,898,863,3163,1962,3831,1640,3926,2232,1800,352,856,93,0,48,0,"Abilene city, Texas",2186,137,122,345,206,245,467,212,618,354,431,549,512,467,1106,664,928,881,1094,832,641,226,602,156,249,86,249
"G48001924","2021","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"1600000US4801924","4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2021","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"1600000US4803000","4803000","Amarillo city, Texas",48900,928,437,76,524,252,351,60,712,1482,1642,1719,2521,2499,3724,4094,6408,4416,7215,2584,3458,1397,1324,365,332,0,380,"Amarillo city, Texas",2664,471,380,88,418,258,261,109,411,747,565,839,945,989,1233,879,1525,945,1603,790,835,658,619,395,314,249,389
"G48004000","2021","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"1600000US4804000","4804000","Arlington city, Texas",78883,975,691,831,528,222,319,112,250,92,336,337,211,283,2279,2216,5218,6175,16717,17634,15750,4508,2542,390,122,0,145,"Arlington city, Texas",4029,662,356,829,383,267,250,176,248,153,402,365,169,202,889,881,1385,1514,1891,2058,1949,1085,823,294,151,249,143
"G48004462","2021","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"1600000US4804462","4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2021","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"1600000US4805000","4805000","Austin city, Texas",196458,1448,825,237,33,937,517,665,418,437,284,583,218,180,806,1074,1871,1923,10652,13068,36465,30861,50379,24063,10807,3955,3752,"Austin city, Texas",7220,840,639,217,53,906,504,826,325,361,424,939,175,221,496,544,729,946,1891,2485,3445,3200,3772,2627,1627,1188,1015
"G48006128","2021","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"1600000US4806128","4806128","Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48007000","2021","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"1600000US4807000","4807000","Beaumont city, Texas",24674,347,147,132,132,638,303,178,564,791,1405,594,1200,717,2463,2706,3614,1450,2866,2058,1697,241,431,0,0,0,0,"Beaumont city, Texas",1818,316,126,155,177,449,233,167,446,451,519,355,594,407,856,954,1345,804,963,849,738,228,335,249,249,249,249
"G48010768","2021","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"1600000US4810768","4810768","Brownsville city, Texas",34440,369,332,275,335,293,328,285,1702,2853,2358,2794,2615,1995,4173,2398,3134,1877,3964,1417,368,165,151,206,0,0,53,"Brownsville city, Texas",2442,335,329,319,292,281,375,259,736,1007,787,1016,782,1000,1437,771,1293,922,1592,686,282,231,144,218,249,249,90
"G48010912","2021","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"1600000US4810912","4810912","Bryan city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bryan city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013024","2021","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"1600000US4813024","4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2021","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"1600000US4813552","4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2021","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"1600000US4815976","4815976","College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48016432","2021","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"1600000US4816432","4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2021","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"1600000US4817000","4817000","Corpus Christi city, Texas",67874,619,537,469,353,434,208,296,1045,1831,2703,1991,2355,2105,5715,4988,9638,5638,9404,4691,6599,2318,2438,1098,179,112,110,"Corpus Christi city, Texas",3440,359,397,421,247,233,179,289,745,768,992,580,818,881,1041,1246,1753,1356,1559,1318,1547,609,746,706,206,138,182
"G48019000","2021","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"1600000US4819000","4819000","Dallas city, Texas",229518,2215,644,908,884,972,295,579,2539,3064,1785,2381,4170,5802,15255,10658,18878,14819,23022,16736,29533,22468,24217,12144,8563,2647,4340,"Dallas city, Texas",6529,731,351,447,514,634,189,403,1005,1597,837,809,1177,1806,2462,2242,3086,2135,3321,2571,2561,2555,2119,1458,1473,746,829
"G48019972","2021","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"1600000US4819972","4819972","Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48022660","2021","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"1600000US4822660","4822660","Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48024000","2021","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"1600000US4824000","4824000","El Paso city, Texas",147788,1948,1270,1617,554,69,227,235,499,1122,1806,3413,5219,8299,25263,19885,21764,13101,15256,8284,10743,2784,2550,837,547,151,345,"El Paso city, Texas",4560,966,677,880,440,92,183,228,331,500,578,998,1128,1788,2736,3013,3375,2258,2212,1865,2094,841,872,344,451,188,513
"G48026232","2021","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"1600000US4826232","4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2021","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"1600000US4827000","4827000","Fort Worth city, Texas",185197,963,1156,562,772,498,688,610,1306,1590,2416,2065,3032,2081,8745,5775,11370,13617,36101,29513,31405,14037,10413,2063,2400,694,1325,"Fort Worth city, Texas",6665,519,603,469,516,419,431,488,802,576,825,788,790,701,1380,1341,2042,2611,3706,3935,4215,2359,2332,563,1059,418,640
"G48027684","2021","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"1600000US4827684","4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2021","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"1600000US4829000","4829000","Garland city, Texas",46943,272,0,209,311,115,0,0,50,66,0,154,308,279,1751,1601,5218,5333,12087,9191,6765,1939,1128,166,0,0,0,"Garland city, Texas",3379,231,249,220,311,116,249,249,84,112,249,155,282,267,742,599,1464,1420,1759,1742,1361,656,547,274,249,249,249
"G48029336","2021","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"1600000US4829336","4829336","Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48030464","2021","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"1600000US4830464","4830464","Grand Prairie city, Texas",36706,545,206,0,183,620,54,104,116,90,208,77,465,418,1297,1314,3558,2439,7890,7066,4678,3711,1428,153,0,51,35,"Grand Prairie city, Texas",2433,508,148,249,209,465,90,127,115,113,260,131,349,427,556,689,1272,941,1630,1556,1242,1317,663,150,249,84,58
"G48032372","2021","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"1600000US4832372","4832372","Harlingen city, Texas",16053,203,0,478,38,378,713,397,1108,937,590,1078,878,851,1429,1994,1764,594,1257,731,581,54,0,0,0,0,0,"Harlingen city, Texas",1728,241,249,556,64,488,450,416,678,626,370,677,472,584,664,982,829,323,639,484,372,88,249,249,249,249,249
"G48035000","2021","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"1600000US4835000","4835000","Houston city, Texas",390226,4154,1581,2681,1491,518,1492,964,3263,3637,6048,6527,9167,8783,31486,20133,34706,24934,45664,33250,48878,31030,34191,17270,9187,5358,3833,"Houston city, Texas",9351,1287,873,1120,991,307,781,636,1108,1110,1466,1341,1945,2091,4280,2959,3858,3087,3556,3861,3611,3176,3687,2180,1692,1387,908
"G48037000","2021","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"1600000US4837000","4837000","Irving city, Texas",34544,269,56,73,201,0,441,38,249,201,0,204,42,288,1682,1172,2903,1837,5113,5196,5548,3537,3869,958,585,0,82,"Irving city, Texas",2143,172,98,123,207,249,550,66,269,325,249,230,69,240,619,658,921,738,1062,1133,1055,866,934,508,397,249,120
"G48039148","2021","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"1600000US4839148","4839148","Killeen city, Texas",27360,330,104,51,124,288,58,0,60,571,392,614,337,534,2870,2701,3881,3898,4181,2749,2370,635,178,243,0,0,191,"Killeen city, Texas",2740,320,120,93,151,450,96,249,71,342,302,331,227,260,945,967,1321,1491,1221,1102,1054,411,172,331,249,249,309
"G48041464","2021","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"1600000US4841464","4841464","Laredo city, Texas",48145,982,698,267,118,541,161,30,1374,959,1768,1298,3589,762,6331,3390,6088,4617,5768,3017,3152,2138,492,321,209,0,75,"Laredo city, Texas",2449,492,715,292,209,667,166,52,621,642,1022,596,1266,378,1585,1210,1565,1140,1458,1244,1346,909,399,316,292,249,91
"G48041980","2021","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"1600000US4841980","4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042016","2021","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"1600000US4842016","4842016","Leander city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leander city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2021","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"1600000US4842508","4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2021","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"1600000US4843888","4843888","Longview city, Texas",16342,998,121,85,0,102,0,47,104,315,401,777,1106,372,1617,1217,1600,2078,1609,1885,771,634,195,67,241,0,0,"Longview city, Texas",1650,650,145,138,249,106,249,75,130,238,271,387,510,219,845,531,655,697,495,827,433,431,221,109,377,249,249
"G48045000","2021","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"1600000US4845000","4845000","Lubbock city, Texas",53722,831,207,497,64,343,865,455,785,1516,1511,1033,1567,671,4035,5153,8553,3020,7459,4170,5790,1833,2501,461,245,38,119,"Lubbock city, Texas",2492,553,260,351,113,326,478,345,767,840,628,462,698,356,1227,1247,1561,1089,1638,1361,1291,660,913,289,282,65,149
"G48045384","2021","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"1600000US4845384","4845384","McAllen city, Texas",28632,334,184,136,296,0,467,456,429,511,1279,404,900,1397,3212,2073,3909,1782,3798,2932,2216,815,740,227,135,0,0,"McAllen city, Texas",2877,397,197,160,438,249,405,406,293,370,559,288,598,855,1095,1112,1107,736,1342,1121,895,503,500,217,165,249,249
"G48045744","2021","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"1600000US4845744","4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48046452","2021","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"1600000US4846452","4846452","Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2021","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"1600000US4847892","4847892","Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048072","2021","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"1600000US4848072","4848072","Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048768","2021","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"1600000US4848768","4848768","Mission city, Texas",18452,245,83,0,0,254,659,264,224,800,1658,1292,1458,481,1146,1653,1460,844,2135,1124,1298,998,376,0,0,0,0,"Mission city, Texas",2132,239,142,249,249,294,474,353,227,504,949,896,808,348,556,789,677,533,1025,625,862,837,483,249,249,249,249
"G48048804","2021","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"1600000US4848804","4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2021","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"1600000US4850820","4850820","New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2021","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"1600000US4852356","4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2021","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"1600000US4853388","4853388","Odessa city, Texas",29380,630,0,118,148,0,79,0,457,695,1282,1467,1071,467,2040,1245,2631,2749,5199,3047,4678,833,380,0,0,83,81,"Odessa city, Texas",2485,569,249,194,218,249,133,249,400,548,847,760,622,438,997,781,932,1088,1512,1220,1621,553,427,249,249,138,135
"G48056000","2021","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US4856000","4856000","Pasadena city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasadena city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
