GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G48056348","2012","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2012","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",12411,45,118,0,198,317,723,347,1799,693,1433,1399,787,1677,1236,400,600,277,188,86,88,0,0,0,0,"Pharr city, Texas",1709,73,147,206,177,289,502,269,577,467,653,713,603,1146,773,269,364,242,204,143,144,206,206,206,206
"G48058016","2012","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",64014,79,139,307,0,60,77,0,0,633,216,425,637,745,3672,6970,7673,7395,11845,7762,7472,3623,2457,836,991,"Plano city, Texas",2747,130,224,227,206,102,128,206,206,548,185,228,375,416,939,1343,1417,1262,1430,1032,960,861,708,340,506
"G48061796","2012","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",24416,40,0,82,46,39,0,0,0,180,114,252,514,430,2316,2469,4100,4196,3439,2928,2353,642,147,129,0,"Richardson city, Texas",1777,65,206,95,75,66,206,206,206,172,134,330,284,240,791,774,832,977,665,666,625,327,145,120,206
"G48063500","2012","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2012","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",20265,21,78,0,303,817,634,269,1482,446,1486,1778,1198,1361,2242,2436,2328,1231,465,901,487,167,86,49,0,"San Angelo city, Texas",1624,35,86,206,196,613,353,266,612,278,690,626,494,515,774,708,672,467,277,377,313,198,109,82,206
"G48065000","2012","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",264368,1634,1897,1815,2044,2638,3951,3580,10799,12953,17708,19714,18885,18057,33544,26062,24416,16294,19191,11109,8700,3874,3196,1438,869,"San Antonio city, Texas",6191,535,548,592,563,828,816,1258,1496,1732,1588,2119,1960,2028,2757,2459,2430,2148,1996,1421,1197,1088,765,877,356
"G48070808","2012","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2012","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",14197,107,138,60,107,32,142,0,225,231,776,832,1493,962,2754,2344,1728,685,689,259,280,303,50,0,0,"Temple city, Texas",1242,127,123,99,110,56,123,206,178,152,384,495,462,402,602,783,525,377,333,253,232,284,82,206,206
"G48072656","2012","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",28682,0,37,0,0,43,35,132,47,170,0,0,41,878,1917,1698,1191,2555,4130,2432,5772,3085,2882,1201,436,"The Woodlands CDP, Texas",2927,206,64,206,206,74,59,222,79,180,206,206,72,708,1165,753,520,1547,1078,1214,1320,931,999,666,301
"G48074144","2012","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",20101,204,43,37,236,90,206,246,616,1161,1110,888,1056,1539,2619,2033,1821,1165,1163,1192,1165,716,755,40,0,"Tyler city, Texas",1617,178,59,62,133,119,142,279,356,424,566,351,481,597,642,631,563,566,444,442,439,491,450,70,206
"G48076000","2012","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",22084,192,365,166,206,992,811,391,1606,1442,1997,1423,1503,1178,2014,2278,1756,1070,1223,586,632,253,0,0,0,"Waco city, Texas",1577,162,221,155,183,526,406,357,676,522,668,467,503,410,629,700,471,418,491,339,347,173,206,206,206
"G48079000","2012","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",20894,637,418,203,247,267,471,177,1600,1502,1471,1691,1201,1620,2479,1490,2504,996,725,523,306,115,130,107,14,"Wichita Falls city, Texas",1648,242,348,159,159,187,212,154,559,518,450,593,428,590,688,473,647,380,255,295,245,121,159,104,23
"G49043660","2012","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49050150","2012","UT",,,"Utah","49",,,"Millcreek CDP","50150",,,,,,,,,,,,,,,,"16000US4950150","Millcreek CDP, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"Millcreek CDP, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2012","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",16937,190,356,177,136,0,0,82,0,99,620,1054,1021,1417,3085,2689,2963,430,670,600,620,213,471,0,44,"Ogden city, Utah",1867,217,323,150,139,181,181,97,181,95,249,517,449,565,776,736,835,266,324,340,303,184,266,181,75
"G49057300","2012","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",15788,78,330,126,149,96,91,27,0,0,0,0,51,119,993,2029,2516,2571,3170,1403,1308,324,150,86,171,"Orem city, Utah",1197,76,221,93,244,91,75,46,181,181,181,181,84,88,447,564,549,588,610,449,433,260,104,82,155
"G49062470","2012","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49065330","2012","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",17223,35,273,99,0,0,82,0,121,563,0,214,411,318,1369,2343,2723,1701,2137,1264,2112,613,703,56,86,"St. George city, Utah",1834,62,324,160,181,181,143,181,136,436,181,263,260,251,721,886,855,632,673,610,669,344,367,84,142
"G49067000","2012","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",37380,336,192,270,135,0,61,0,125,101,44,506,499,1412,3055,3439,2882,3465,4777,5288,4588,1726,3322,527,630,"Salt Lake City city, Utah",2151,333,190,210,167,181,71,181,122,124,72,347,300,551,780,831,801,717,888,1067,735,505,677,256,324
"G49067440","2012","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",22462,199,0,131,377,41,0,0,41,59,0,0,0,123,618,639,1271,2024,4745,4625,4137,1503,1393,336,200,"Sandy city, Utah",1440,240,181,126,262,67,181,181,68,85,181,181,181,201,334,364,481,558,820,842,685,431,442,265,207
"G49082950","2012","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2012","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G51001000","2012","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2012","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2012","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2012","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",56351,559,340,252,227,147,828,239,0,54,256,20,202,339,1416,3083,5137,4975,10244,8564,12376,4377,2211,375,130,"Chesapeake city, Virginia",2407,356,323,225,187,146,561,242,192,94,315,33,221,261,537,781,1209,1029,1630,1260,1683,842,634,249,158
"G51021088","2012","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2012","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",30148,436,199,209,86,0,50,0,0,197,36,238,622,757,2772,3124,4405,3824,5548,3183,2850,779,682,103,48,"Hampton city, Virginia",1670,284,155,163,107,192,85,192,192,168,57,190,438,385,815,853,830,876,1028,770,965,346,464,126,81
"G51047672","2012","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",14614,185,156,159,26,98,33,82,398,344,433,917,707,406,1577,2455,1989,865,1345,790,776,296,330,160,87,"Lynchburg city, Virginia",1462,168,155,156,45,83,52,109,222,252,255,471,409,223,560,646,760,480,395,480,347,219,282,170,147
"G51056000","2012","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",34967,105,622,249,111,262,37,138,80,108,208,161,837,759,2395,2382,5057,5121,7552,4767,2318,817,274,264,343,"Newport News city, Virginia",1894,104,331,185,105,196,66,165,96,134,203,139,428,268,711,680,1159,1046,1322,862,657,377,196,224,216
"G51057000","2012","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",36584,511,243,98,256,108,0,0,99,83,70,287,419,925,2483,2936,6231,4820,4915,3769,3517,1865,1580,1140,229,"Norfolk city, Virginia",1657,405,155,99,145,113,192,192,149,112,84,342,255,344,579,698,1006,808,842,698,616,463,377,372,127
"G51064000","2012","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",19107,48,145,141,18,133,15,0,0,97,220,95,331,601,2197,2522,3508,3278,2753,1320,1019,165,411,35,55,"Portsmouth city, Virginia",1199,82,150,120,35,194,25,192,192,112,163,73,275,229,528,637,730,818,687,459,385,133,258,61,73
"G51067000","2012","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",36206,388,124,191,46,42,41,182,387,568,770,1572,965,1534,4237,3158,4233,2196,4433,2764,3049,1427,2245,862,792,"Richmond city, Virginia",1792,230,124,149,54,68,68,190,257,247,430,547,335,492,819,816,885,649,1000,699,573,461,646,356,297
"G51068000","2012","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",23180,340,270,69,93,149,101,154,832,171,968,1540,529,1204,4125,3585,1855,1756,1954,706,1614,669,245,231,20,"Roanoke city, Virginia",1624,295,179,86,135,184,125,166,557,154,495,653,277,451,831,838,583,610,620,346,675,329,243,236,34
"G51076432","2012","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",21819,186,0,233,54,121,0,141,59,228,185,317,204,305,1211,767,1658,2290,4199,3432,3233,1324,766,306,600,"Suffolk city, Virginia",1199,126,192,186,63,92,192,98,61,186,201,177,137,299,429,258,542,544,924,707,712,425,303,208,300
"G51082000","2012","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",102326,404,271,415,321,129,74,207,257,0,118,100,617,781,2719,5000,5841,8843,21881,16726,18095,8268,6694,2246,2319,"Virginia Beach city, Virginia",2841,252,209,243,242,123,124,194,350,192,82,129,326,458,753,992,1053,1115,1997,1738,1833,1278,1129,525,629
"G53003180","2012","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",15777,395,259,324,265,164,186,129,590,103,368,177,138,157,565,874,1233,1374,2927,2417,2282,581,269,0,0,"Auburn city, Washington",1327,226,209,278,201,215,183,123,347,93,356,199,160,192,357,448,511,475,674,648,501,306,199,192,192
"G53005210","2012","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2012","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53022640","2012","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",17195,0,112,34,140,97,67,198,268,129,0,49,231,346,516,1421,2106,2463,3770,2325,1750,588,385,120,80,"Everett city, Washington",1820,192,133,57,111,119,111,156,204,165,192,81,201,238,314,554,662,621,790,661,628,399,211,116,95
"G53023515","2012","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",16952,281,83,94,36,132,0,46,315,0,0,223,103,93,1006,769,1366,1346,4577,2784,2384,579,547,0,188,"Federal Way city, Washington",1648,172,96,81,63,128,192,75,267,192,192,220,133,120,502,403,490,474,1061,755,688,275,339,192,153
"G53035275","2012","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",17669,188,227,210,0,64,69,0,67,39,462,88,453,342,1978,2112,3406,2550,2569,1199,916,412,318,0,0,"Kennewick city, Washington",1506,192,231,171,192,105,115,192,111,67,268,103,302,230,849,518,836,1077,725,433,508,279,283,192,192
"G53035415","2012","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",20669,182,122,201,270,113,39,36,71,0,72,247,181,433,1290,380,1156,2047,5889,4019,2568,773,523,57,0,"Kent city, Washington",1672,182,140,325,232,87,65,57,117,192,83,213,151,380,566,255,461,674,993,828,580,330,280,94,192
"G53053545","2012","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2012","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2012","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",132888,322,117,0,301,139,66,161,155,0,74,187,83,678,898,1814,3413,4217,8710,13156,28083,24423,29213,8861,7817,"Seattle city, Washington",3805,264,139,192,259,164,110,155,151,192,122,181,98,490,462,689,836,830,1373,1601,2340,2242,1963,1215,1237
"G53067000","2012","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",49167,253,468,178,399,62,0,0,249,24,849,1417,1647,2764,7818,7794,6531,3626,6105,3088,2946,1707,919,251,72,"Spokane city, Washington",2576,194,253,149,265,73,192,192,184,42,512,608,568,739,1118,1227,977,875,1078,616,829,636,550,190,89
"G53067167","2012","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",22455,423,194,272,0,0,155,66,334,134,230,29,456,810,2205,2412,5240,3193,3680,970,918,536,32,113,53,"Spokane Valley city, Washington",1807,265,159,255,192,192,177,113,260,112,191,47,295,374,568,609,1057,900,727,371,363,292,54,145,87
"G53070000","2012","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",37497,147,280,327,55,72,0,103,79,77,109,83,513,1039,3417,3249,5720,3950,6844,3895,4277,1636,1334,123,168,"Tacoma city, Washington",2178,173,201,217,59,118,192,143,92,89,124,84,320,521,765,748,810,818,1017,841,852,550,386,109,146
"G53074060","2012","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",31466,117,289,332,360,132,220,87,454,210,153,246,143,510,2108,3422,5421,3663,5523,3828,2551,932,422,102,241,"Vancouver city, Washington",1936,99,205,195,226,101,217,108,372,154,111,226,101,229,628,825,879,752,1245,734,494,412,259,125,200
"G53080010","2012","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",18303,335,219,392,112,110,202,43,95,546,444,479,672,800,2297,1768,2842,1866,2743,1270,554,280,141,93,0,"Yakima city, Washington",1401,260,194,295,137,128,183,72,111,407,259,238,379,466,723,740,752,706,737,603,311,230,167,153,192
"G55002375","2012","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",19491,65,134,143,38,41,0,48,66,260,150,358,1054,1145,3625,5689,2282,946,1762,600,491,286,141,167,0,"Appleton city, Wisconsin",1301,108,133,146,63,69,145,80,80,183,120,214,361,461,742,1140,524,371,503,306,229,195,132,161,145
"G55022300","2012","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",14479,134,323,124,82,0,92,0,0,0,378,253,535,1478,2376,2778,2491,1197,987,630,588,33,0,0,0,"Eau Claire city, Wisconsin",1054,135,255,156,98,145,111,145,145,145,263,204,334,739,471,560,622,459,360,351,288,56,145,145,145
"G55031000","2012","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",23624,238,479,37,124,0,0,123,87,394,402,866,1430,2005,5324,4074,2889,1793,1967,271,811,153,121,0,36,"Green Bay city, Wisconsin",1287,187,278,61,148,145,145,119,104,300,269,341,377,543,1134,624,723,491,624,152,319,153,113,145,62
"G55039225","2012","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",21393,86,98,86,0,0,66,31,89,142,287,1242,1400,1240,3251,3929,3358,1501,2509,1095,679,241,63,0,0,"Kenosha city, Wisconsin",1710,101,81,144,145,145,120,53,106,179,210,522,502,569,749,758,814,523,1056,389,317,275,108,145,145
"G55048000","2012","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",48798,416,449,43,66,252,46,24,109,56,212,345,747,395,2119,3877,7112,6701,10888,5406,5043,1924,2055,387,126,"Madison city, Wisconsin",2087,291,357,74,109,224,75,39,129,92,227,257,455,276,633,794,1116,1177,1281,805,789,472,580,237,107
"G55053000","2012","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",95432,532,743,556,447,673,993,1050,2119,3217,4399,5672,6075,7539,16448,14169,12712,6102,6100,2662,1456,560,595,294,319,"Milwaukee city, Wisconsin",3259,231,286,425,167,290,373,410,536,721,662,909,895,1181,1640,1400,1392,938,1062,530,498,226,279,181,203
"G55060500","2012","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",14232,96,182,193,68,71,0,0,78,175,331,1067,1383,1142,2870,1893,1834,879,1276,442,123,37,45,0,47,"Oshkosh city, Wisconsin",1249,114,235,138,111,119,145,145,93,132,153,410,424,341,619,612,562,367,493,333,151,62,76,145,74
"G55066000","2012","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",16385,63,113,0,77,15,0,0,264,548,514,1152,1137,1967,4312,2487,1676,837,630,240,184,0,42,0,127,"Racine city, Wisconsin",1412,105,107,145,96,24,145,145,173,331,259,490,454,716,1032,782,611,347,322,153,208,145,73,145,149
"G55084250","2012","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,
"G72006593","2012","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",46033,121,0,305,23,214,55,72,0,269,177,390,1381,2113,8903,12076,8532,4581,2768,1498,1557,423,149,91,335,"Bayamón zona urbana, Puerto Rico",2080,118,214,195,37,287,64,70,214,243,169,223,442,647,1373,1288,1064,958,565,599,624,244,143,110,207
"G72010334","2012","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",21228,68,179,106,0,0,398,35,123,154,186,305,956,1814,4075,4701,3654,1080,1424,1302,299,0,239,0,130,"Caguas zona urbana, Puerto Rico",1378,82,198,124,214,214,300,57,98,145,200,210,362,554,788,938,818,502,481,496,309,214,251,214,130
"G72014290","2012","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",42725,47,46,0,33,0,0,0,172,247,636,688,1507,2973,6996,6325,9776,4143,4424,1608,1718,405,553,0,428,"Carolina zona urbana, Puerto Rico",1962,80,77,214,56,214,214,214,152,229,456,379,544,770,1001,1060,1194,981,839,642,602,247,293,214,317
"G72032522","2012","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",21376,109,469,0,103,82,0,80,0,0,106,305,284,603,1284,1131,2625,1798,4325,2452,1694,1637,1366,259,664,"Guaynabo zona urbana, Puerto Rico",1456,130,369,214,106,141,214,111,214,214,110,212,230,359,400,531,824,536,1011,681,568,533,568,167,387
"G72052431","2012","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",13577,0,52,288,140,142,321,220,137,292,797,947,1791,853,2198,1187,1665,305,1631,252,227,63,0,48,21,"Mayagüez zona urbana, Puerto Rico",1087,214,84,237,189,136,237,171,138,237,403,487,575,376,608,422,483,253,543,218,216,105,214,79,34
