GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G22005000","2012","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",45155,359,500,94,63,339,292,537,1187,1610,1948,2039,2821,1151,3389,5629,5251,3880,4335,3000,3580,1476,947,505,223,"Baton Rouge city, Louisiana",2816,258,292,74,74,235,305,372,457,493,629,659,833,520,810,1311,1347,937,985,818,1012,425,371,272,207
"G22039475","2012","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",15399,0,36,164,62,158,18,0,109,0,197,415,102,402,1884,1915,2728,1884,2283,1212,1253,266,219,0,92,"Kenner city, Louisiana",1384,193,61,150,75,188,29,193,100,193,247,202,122,222,684,640,721,669,638,478,447,162,198,193,109
"G22040735","2012","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",27146,358,309,662,178,157,462,254,605,477,831,584,341,1172,1872,1821,4121,2727,3501,2721,1801,751,876,513,52,"Lafayette city, Louisiana",2076,349,272,419,169,176,436,278,426,366,425,325,255,559,545,637,1109,857,802,809,689,381,476,343,86
"G22041155","2012","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",16465,103,41,202,283,496,96,310,683,517,855,828,1534,730,1417,1494,2060,1073,895,1010,916,456,265,125,76,"Lake Charles city, Louisiana",1544,125,66,212,387,379,118,230,474,360,423,456,731,274,556,585,689,537,473,524,379,378,185,183,129
"G22050115","2012","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",33154,85,158,149,116,173,45,56,21,0,180,95,453,350,1926,2752,4020,3629,7445,4346,3921,1244,1249,447,294,"Metairie CDP, Louisiana",1738,100,209,115,117,187,76,93,34,193,142,97,254,229,445,826,818,748,1197,766,856,344,472,292,175
"G22055000","2012","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",71657,405,804,670,244,112,470,195,329,656,1354,1732,2712,2857,6134,6968,9626,4346,7857,6177,6910,3409,4724,1702,1264,"New Orleans city, Louisiana",2494,239,346,411,156,87,291,209,173,225,456,436,551,526,900,1299,1165,874,1095,767,873,490,706,345,385
"G22070000","2012","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",42274,525,746,519,683,785,1082,740,2117,1563,1679,2334,1610,1686,4646,3722,5648,2363,2860,2219,2709,967,652,288,131,"Shreveport city, Louisiana",1976,275,329,243,419,505,485,352,734,598,565,747,505,596,959,1009,1130,835,769,631,743,387,361,226,165
"G23060545","2012","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,"Portland city, Maine",,,,,,,,,,,,,,,,,,,,,,,,,
"G24004000","2012","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",113191,633,752,1178,1250,914,1639,537,2885,2116,3624,4293,5943,6538,12024,12205,14456,8904,12501,7048,5607,3521,2949,1030,644,"Baltimore city, Maryland",4100,283,349,337,394,404,502,273,681,580,828,844,956,953,1459,1743,1459,1427,1325,1036,1106,663,744,361,374
"G24019125","2012","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24026000","2012","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24030325","2012","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24032025","2012","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24032650","2012","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2012","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2012","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2012","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",82093,74,89,35,119,147,132,302,297,0,228,59,294,589,774,1094,1484,1570,9087,10264,20469,13553,11870,4008,5555,"Boston city, Massachusetts",3044,85,86,60,148,112,137,219,259,195,202,98,190,376,370,621,510,681,1402,1278,1596,1688,1523,955,1048
"G25009000","2012","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",19857,0,0,275,146,46,0,0,73,95,150,262,173,125,590,1672,2278,2471,4568,3431,2311,522,472,0,197,"Brockton city, Massachusetts",1688,195,195,225,138,85,195,195,120,119,176,227,168,156,304,709,659,615,945,780,632,358,304,195,205
"G25011000","2012","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25023000","2012","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25024960","2012","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Framingham CDP, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25034550","2012","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25037000","2012","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Lowell city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25037490","2012","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25045000","2012","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"New Bedford city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25045560","2012","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2012","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25062535","2012","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25067000","2012","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",26973,0,157,328,172,142,170,83,169,126,93,678,1056,1562,4653,5493,5319,3227,1994,859,302,132,22,160,76,"Springfield city, Massachusetts",1684,195,132,299,123,146,276,111,171,128,121,327,443,442,962,987,918,961,685,407,241,217,38,172,129
"G25082000","2012","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",28022,67,65,151,20,100,0,0,43,98,144,124,138,578,1672,1796,3577,4699,7506,3446,2453,844,334,101,66,"Worcester city, Massachusetts",1872,110,106,146,33,130,195,195,73,110,149,143,133,305,613,546,740,931,1106,637,733,575,207,115,111
"G26003000","2012","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",20368,24,43,69,60,41,0,33,159,278,284,114,406,553,1410,1105,1702,2636,3163,2393,2968,1274,1190,317,146,"Ann Arbor city, Michigan",1364,40,71,82,101,66,161,56,160,141,185,90,219,312,445,362,509,629,772,567,580,417,293,183,132
"G26021000","2012","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",21667,0,146,0,133,318,285,434,1786,1527,2108,2659,1886,1435,2762,1364,1748,759,1254,382,393,168,120,0,0,"Dearborn city, Michigan",1619,161,186,161,126,259,144,273,523,512,577,728,554,515,676,406,410,307,391,260,220,142,119,161,161
"G26022000","2012","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",126235,10222,10749,8066,10704,7840,11069,5397,12937,9367,8043,6898,6229,3087,5861,2042,2364,717,1024,1044,772,412,504,271,616,"Detroit city, Michigan",4009,1190,1432,1195,1249,1227,1326,1048,1217,1286,1100,1046,1035,824,940,529,643,381,399,440,333,217,253,223,239
"G26027440","2012","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",21769,121,444,77,76,0,161,265,288,535,539,253,372,278,2122,1329,2787,1976,4442,2724,1967,415,361,87,150,"Farmington Hills city, Michigan",1533,119,397,93,126,161,159,179,221,327,369,194,236,227,646,438,639,600,718,672,624,263,244,73,144
"G26029000","2012","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",23744,1685,2097,2070,2847,1877,2409,1537,2292,1933,1396,779,261,558,1095,48,223,74,87,120,55,0,143,77,81,"Flint city, Michigan",1862,483,616,622,742,557,692,488,623,662,429,385,142,256,494,81,219,122,105,149,88,161,227,124,74
"G26034000","2012","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",40126,280,403,217,326,549,892,560,1508,1761,2497,3218,3903,2932,7073,6237,2703,2239,1379,568,524,156,180,0,21,"Grand Rapids city, Michigan",2404,213,273,176,249,304,382,329,670,474,587,702,760,800,1161,990,850,619,481,306,268,131,181,161,36
"G26042160","2012","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",12579,60,327,154,189,213,441,395,456,694,615,1036,1596,1204,1162,1407,832,334,630,310,67,159,74,48,176,"Kalamazoo city, Michigan",1219,80,248,128,156,175,249,278,247,359,307,415,665,453,363,470,336,174,317,174,85,133,94,83,207
"G26046000","2012","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",23941,919,548,466,138,537,815,669,1940,1698,2570,2551,2662,2117,3135,1349,819,445,244,108,111,0,0,100,0,"Lansing city, Michigan",1362,525,358,364,132,287,337,283,556,433,560,694,645,548,656,513,484,344,182,133,138,161,161,171,161
"G26049000","2012","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",30174,44,182,246,50,187,186,125,581,646,787,780,1417,1267,5182,4462,5299,3297,2907,1376,696,394,25,0,38,"Livonia city, Michigan",1485,73,154,234,57,142,153,100,307,246,367,373,466,412,770,745,769,675,554,432,279,312,41,161,62
"G26069035","2012","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",20929,270,153,160,312,0,143,30,150,374,239,432,288,695,1455,1199,874,2189,3599,3610,3061,382,971,123,220,"Rochester Hills city, Michigan",1322,210,118,126,271,161,125,51,116,196,175,307,181,382,484,413,383,562,695,652,596,257,418,114,227
"G26074900","2012","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",15568,63,221,0,150,362,447,184,1111,715,963,1475,1685,781,2389,1024,1839,722,916,101,193,0,227,0,0,"Southfield city, Michigan",1304,75,151,161,109,247,314,139,459,248,367,508,564,321,674,331,463,373,330,120,169,161,148,161,161
"G26076460","2012","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",34233,621,503,362,78,41,505,45,447,650,429,1620,1682,1555,7317,6905,4547,1823,2408,1716,386,0,320,34,239,"Sterling Heights city, Michigan",1687,332,268,259,95,68,380,73,321,340,266,776,599,453,894,973,762,477,667,532,257,161,323,56,162
"G26080700","2012","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",22612,201,39,40,132,0,40,0,78,335,78,576,592,386,1063,2108,2729,2621,4175,2856,2756,1173,545,24,65,"Troy city, Michigan",1204,218,65,67,117,161,65,161,90,360,91,252,374,236,398,546,626,598,648,660,621,338,229,41,77
"G26084000","2012","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",37102,825,512,806,784,1231,1640,800,2207,2086,3715,2460,4857,3602,6155,2798,1444,331,509,101,60,47,0,90,42,"Warren city, Michigan",2022,399,329,371,265,419,562,380,490,521,722,595,754,644,868,798,376,213,260,97,72,79,161,128,70
"G26086000","2012","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",19367,169,179,350,266,278,622,306,1102,1188,2755,1839,1870,2353,2721,803,1150,371,467,100,352,0,0,0,126,"Westland city, Michigan",1287,134,134,262,170,149,366,239,389,338,668,616,527,647,663,356,384,197,242,120,299,161,161,161,120
"G26088940","2012","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",18332,531,69,162,393,101,301,122,846,883,845,1915,2449,1925,2793,1589,1066,688,871,357,353,73,0,0,0,"Wyoming city, Michigan",1408,440,112,170,399,115,235,141,402,348,339,734,737,547,749,574,475,366,386,238,258,123,161,161,161
"G27006616","2012","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",24239,51,40,85,97,0,0,193,71,115,79,254,466,312,1463,1422,2890,3543,5513,2867,2812,513,1255,43,155,"Bloomington city, Minnesota",1523,84,67,97,95,139,139,225,118,143,131,178,345,202,407,426,697,784,894,622,566,267,414,71,152
"G27007966","2012","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2012","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",20947,246,98,81,151,64,125,67,388,199,233,389,1115,985,3682,3253,2536,1964,2137,800,1303,427,517,187,0,"Duluth city, Minnesota",1232,219,96,90,156,77,138,82,188,121,133,178,390,416,746,709,583,429,511,371,423,212,250,106,139
"G27043000","2012","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",80029,187,346,191,253,226,359,167,505,607,1755,1320,1834,1835,6715,7664,10016,7414,13955,7335,8212,3888,3018,1062,1165,"Minneapolis city, Minnesota",2516,138,203,124,176,175,273,207,248,245,530,439,572,418,899,1076,1049,1000,1218,935,1099,899,681,374,450
"G27051730","2012","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",21004,0,66,42,215,117,0,0,131,0,203,239,71,530,719,940,1283,971,3256,3026,4348,2598,1720,282,247,"Plymouth city, Minnesota",1276,139,109,70,353,109,139,139,124,139,227,181,115,226,326,419,494,605,820,827,829,689,548,252,202
"G27054880","2012","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",30216,705,455,478,33,86,41,44,108,110,339,233,487,1546,3196,5079,5261,2495,3404,1819,3005,614,424,78,176,"Rochester city, Minnesota",1111,385,309,328,53,105,66,72,129,125,238,140,238,565,721,724,900,719,743,518,657,231,205,91,133
"G27056896","2012","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",13575,58,37,33,0,105,65,0,30,118,186,401,641,938,2509,1932,2315,1205,1252,546,896,229,42,0,37,"St. Cloud city, Minnesota",1266,94,63,53,139,132,109,139,48,112,184,283,325,556,650,608,596,515,472,290,343,176,69,139,62
"G27058000","2012","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",56071,105,399,336,144,83,223,83,161,1434,1193,1626,1856,1795,7056,5975,7624,5629,6108,4183,5108,2396,1760,359,435,"St. Paul city, Minnesota",2576,105,325,208,187,96,160,97,119,467,434,491,661,514,1081,789,1129,1012,881,899,768,527,434,177,274
"G28029700","2012","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",15561,44,149,143,332,96,52,198,148,261,797,658,1042,1714,3213,2052,1093,747,979,776,563,379,0,65,60,"Gulfport city, Mississippi",1829,74,180,108,310,140,93,176,204,179,390,331,340,611,903,658,316,476,468,456,324,219,198,87,99
"G28036000","2012","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",32875,526,372,341,769,301,1571,183,2373,2132,2099,1793,2600,2567,4398,2894,1755,1071,1515,628,1412,320,660,330,265,"Jackson city, Mississippi",2044,269,250,199,430,187,641,132,504,628,671,617,698,828,1006,787,541,472,606,434,569,270,364,199,230
"G29015670","2012","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",21101,142,224,174,181,69,0,0,242,450,200,214,387,1120,1843,3348,3330,1767,3418,1337,1171,709,567,134,74,"Columbia city, Missouri",1751,164,219,297,301,117,177,177,200,327,183,185,272,602,762,1004,1042,778,863,528,486,424,348,174,124
"G29035000","2012","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",32683,675,289,38,129,350,573,65,444,1693,3041,2955,2893,2691,6408,3506,2504,1305,1488,675,805,22,63,0,71,"Independence city, Missouri",1689,504,263,63,127,235,442,109,347,549,809,810,703,597,1128,778,678,479,444,355,311,35,77,177,116
"G29038000","2012","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",102778,976,1355,1252,1008,856,2090,1250,3598,4071,4947,5081,4947,5871,10966,11723,11120,7011,9411,5831,4970,1671,1450,787,536,"Kansas City city, Missouri",3021,410,641,494,361,295,526,387,768,788,989,948,878,1119,1396,1603,1403,1161,1255,1093,698,486,548,339,273
"G29041348","2012","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",24153,0,72,138,131,85,24,66,0,211,0,158,442,654,2470,2481,3663,2549,4377,2577,2493,708,663,109,82,"Lee's Summit city, Missouri",1610,177,115,161,153,102,41,80,177,159,177,150,337,297,786,644,676,671,820,686,592,275,423,182,93
"G29054074","2012","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,
"G29064082","2012","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",16569,176,751,0,51,139,355,0,25,0,88,26,171,321,1771,2137,2670,1507,2868,2056,927,128,311,58,33,"St. Charles city, Missouri",1333,99,534,177,84,188,358,177,42,177,114,42,133,159,646,734,595,463,676,604,447,153,212,99,56
"G29064550","2012","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",17673,116,218,528,28,225,542,114,1287,954,1397,1197,1594,901,2714,1575,1558,574,803,596,332,264,141,0,15,"St. Joseph city, Missouri",1252,128,138,363,50,208,276,140,565,330,497,344,452,366,679,459,398,288,360,292,205,185,142,177,24
"G29065000","2012","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",61932,879,589,912,782,595,1365,682,2843,2541,3186,3584,3445,3530,7793,6137,6136,4608,4678,1960,2819,817,887,606,558,"St. Louis city, Missouri",2699,352,230,496,327,232,371,302,626,599,779,635,742,832,1193,998,943,1049,1006,480,641,323,502,451,253
"G29070000","2012","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",32443,520,421,282,120,413,108,281,1248,1375,2384,2288,2738,3041,5295,3227,3427,1348,1763,724,838,221,137,39,205,"Springfield city, Missouri",1920,253,319,153,156,395,129,183,411,521,860,672,627,689,917,816,813,517,491,271,391,176,166,64,268
"G30006550","2012","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",27981,268,256,253,150,97,647,40,197,151,133,234,550,65,2276,2925,4145,3662,5629,3055,1756,794,411,102,185,"Billings city, Montana",1598,204,277,213,179,120,421,66,205,156,132,219,341,77,765,901,818,685,1024,659,562,287,237,77,146
"G30050200","2012","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",13888,729,123,117,63,279,53,61,144,0,0,114,66,0,375,266,1574,1457,3203,2042,1930,855,437,0,0,"Missoula city, Montana",1446,534,165,138,110,226,88,102,132,157,157,115,83,157,267,229,703,662,910,618,669,431,320,157,157
"G31028000","2012","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",59400,500,294,184,76,161,61,180,239,501,1279,1062,2768,3553,11755,9699,7348,5679,6483,3093,2734,503,983,100,165,"Lincoln city, Nebraska",2051,302,250,164,95,142,75,150,242,272,575,436,804,783,1327,1324,1209,1023,1053,638,606,236,376,127,112
"G31037000","2012","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",93990,659,1230,822,476,220,442,298,2002,3256,3643,4378,4881,5898,15315,15948,8950,5119,9592,3465,3441,1521,1516,412,506,"Omaha city, Nebraska",2695,284,324,304,240,133,203,189,614,754,648,744,780,1026,1473,1357,1098,797,1116,690,528,396,421,167,212
"G32023770","2012","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",23483,217,22,190,69,41,38,0,164,0,196,103,767,962,2852,3191,3536,1547,3538,2108,2364,690,688,109,91,"Enterprise CDP, Nevada",2420,164,36,140,116,67,63,200,193,200,197,124,881,565,1084,817,813,543,1212,658,715,321,705,89,151
"G32031900","2012","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",60566,75,358,301,177,310,74,179,460,799,734,861,2554,1026,5870,5901,7962,5745,10826,4939,5151,2752,1835,890,787,"Henderson city, Nevada",3018,71,250,185,172,211,88,187,205,397,299,369,835,377,1113,1006,1128,1061,1740,954,1063,1102,578,409,403
"G32040000","2012","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",115847,1148,818,516,560,629,1194,1295,3908,4340,4953,6017,4862,5149,14745,12010,13306,7461,11185,7597,6635,2235,3076,977,1231,"Las Vegas city, Nevada",3966,424,357,281,240,407,423,561,932,795,776,1099,1080,935,1942,1759,1689,1255,1551,1173,1188,600,906,381,438
"G32051800","2012","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",37317,288,342,0,86,141,37,568,1390,1035,1298,2145,3540,2148,6770,4110,7049,2300,2357,1252,316,30,115,0,0,"North Las Vegas city, Nevada",2416,254,194,200,85,124,61,298,591,414,517,602,922,716,1279,917,1331,647,690,504,230,49,190,200,200
"G32054600","2012","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",35769,571,297,193,424,465,403,444,809,1095,1572,1259,1851,1724,7055,3859,4047,2230,3860,1476,1483,254,249,0,149,"Paradise CDP, Nevada",2403,284,175,167,261,467,348,325,360,408,522,436,607,500,1321,837,954,773,910,604,583,197,162,200,134
