GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLGE001,ALLGE002,ALLGE003,ALLGE004,ALLGE005,ALLGE006,ALLGE007,ALLGE008,ALLGE009,ALLGE010,ALLGE011,ALLGE012,ALLGE013,ALLGE014,ALLGE015,ALLGE016,ALLGE017,ALLGE018,ALLGE019,ALLGE020,ALLGE021,ALLGE022,ALLGE023,ALLGE024,ALLGE025,ALLGE026,ALLGE027,NAME_M,ALLGM001,ALLGM002,ALLGM003,ALLGM004,ALLGM005,ALLGM006,ALLGM007,ALLGM008,ALLGM009,ALLGM010,ALLGM011,ALLGM012,ALLGM013,ALLGM014,ALLGM015,ALLGM016,ALLGM017,ALLGM018,ALLGM019,ALLGM020,ALLGM021,ALLGM022,ALLGM023,ALLGM024,ALLGM025,ALLGM026,ALLGM027
"G12070675","2019","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"16000US1270675","Tamarac city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tamarac city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12071000","2019","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",80030,559,193,290,596,332,37,0,116,237,415,1116,661,1209,3372,3392,7436,6324,10905,9023,11676,7053,7300,4259,2064,505,960,"Tampa city, Florida",3540,298,233,177,671,286,62,234,163,158,286,492,325,593,834,1078,1120,1133,1600,1602,1489,1375,1436,1013,756,267,470
"G12071569","2019","FL",,,"Florida","12",,,"The Hammocks CDP","71569",,,,,,,,,,,,,,,,"16000US1271569","The Hammocks CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Hammocks CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12071625","2019","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12072145","2019","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",16410,652,72,0,122,0,215,0,267,56,137,297,108,154,1058,864,1946,1426,3336,2780,1654,163,619,248,171,0,65,"Town 'n' Country CDP, Florida",2137,542,127,234,151,234,208,234,425,93,164,246,133,170,613,497,800,600,1011,838,627,138,496,238,147,234,106
"G12075812","2019","FL",,,"Florida","12",,,"Wellington village","75812",,,,,,,,,,,,,,,,"16000US1275812","Wellington village, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wellington village, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12075875","2019","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"16000US1275875","Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076582","2019","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076600","2019","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",21105,84,0,0,157,58,93,0,0,454,154,106,51,95,858,1545,1548,1603,2489,3526,3501,1699,1272,1073,199,280,260,"West Palm Beach city, Florida",2216,104,234,234,184,95,156,234,234,387,159,129,85,156,436,745,587,778,769,1063,884,685,545,421,170,176,266
"G13001052","2019","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",10505,39,58,154,53,139,101,190,565,507,576,847,879,735,1218,1279,626,542,1042,464,405,86,0,0,0,0,0,"Albany city, Georgia",1309,71,103,194,94,216,153,169,388,312,292,347,397,441,657,681,324,436,626,334,386,138,234,234,234,234,234
"G13001696","2019","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13003440","2019","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athens-Clarke County unified government (balance), Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13004000","2019","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",104332,214,225,55,578,215,161,488,352,312,431,1347,1382,278,5342,3825,6457,5206,10591,5874,14845,10110,16996,8647,6293,1822,2286,"Atlanta city, Georgia",4804,176,207,95,313,192,184,426,221,348,314,696,715,226,1234,1132,1473,1640,2276,1199,2296,1847,2489,1636,1139,623,812
"G13004204","2019","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",34031,174,169,169,724,235,104,198,1253,848,1447,2857,1965,2372,4698,2913,3762,3174,2687,1442,1448,324,625,142,111,113,77,"Augusta-Richmond County consolidated government (balance), Georgia",2626,138,271,225,539,188,104,212,509,381,598,871,750,814,1104,906,1159,898,1002,612,664,244,321,116,115,182,88
"G13019000","2019","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",35905,326,387,107,110,271,513,180,749,1154,1315,2467,2137,1839,4644,3040,3982,2512,3798,2122,1940,1265,574,261,51,161,0,"Columbus city, Georgia",1976,247,309,125,119,214,473,156,350,518,644,769,797,652,1160,836,1077,811,944,714,858,695,296,257,61,203,234
"G13042425","2019","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2019","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",28961,240,193,354,366,311,820,816,847,908,1794,1360,1748,1310,2963,3752,2696,1997,1238,1528,2133,404,888,237,58,0,0,"Macon-Bibb County, Georgia",1878,189,179,219,263,208,424,464,366,418,536,510,657,593,968,984,640,789,418,853,780,200,434,212,99,234,234
"G13067284","2019","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2019","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",24251,82,0,0,361,0,0,0,0,0,0,110,0,175,712,826,2059,1160,391,1102,1950,3919,6972,2192,1069,318,853,"Sandy Springs city, Georgia",1947,146,234,234,572,234,234,234,234,234,234,179,234,215,456,525,738,555,284,592,669,1112,1177,622,379,195,347
"G13069000","2019","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",23274,357,144,40,451,0,115,41,486,849,599,529,1038,917,1666,2075,4141,2168,2794,1316,890,811,1205,383,71,0,188,"Savannah city, Georgia",1868,291,137,71,307,234,111,71,346,362,396,319,467,432,635,591,1612,1036,724,455,295,322,508,195,70,234,214
"G13072122","2019","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"16000US1372122","South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13080508","2019","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2019","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urban Honolulu CDP, Hawaii",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16008830","2019","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",58280,591,504,203,147,196,0,428,305,528,0,66,248,71,1037,787,1541,2425,8304,10172,14589,5649,7684,1704,580,227,294,"Boise City city, Idaho",2842,468,447,213,114,199,204,359,328,829,204,108,241,117,631,335,568,836,1607,1592,1924,858,1259,504,332,270,267
"G16052120","2019","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2019","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2019","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2019","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",42957,59,0,68,37,93,78,0,0,567,199,102,945,914,2292,3677,6513,3490,10706,4920,5193,1615,1087,212,113,0,77,"Aurora city, Illinois",2806,102,195,114,62,132,92,195,195,414,176,127,653,497,715,1047,1365,939,2185,1036,1027,574,408,163,142,195,92
"G17006613","2019","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",18413,303,356,366,46,0,77,310,102,192,304,439,334,620,2917,1142,1776,2889,1776,2097,1730,601,36,0,0,0,0,"Bloomington city, Illinois",1495,227,458,280,77,195,132,428,144,144,222,272,205,334,828,426,544,907,558,579,442,505,61,195,195,195,195
"G17007133","2019","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2019","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",15711,85,0,356,72,65,335,290,146,358,0,161,834,792,1932,2076,1934,973,1965,950,1013,691,683,0,0,0,0,"Champaign city, Illinois",1909,80,195,365,121,107,493,396,178,270,195,187,513,528,658,651,657,473,706,419,467,349,403,195,195,195,195
"G17014000","2019","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",476993,4915,603,986,1191,1268,736,553,2151,3240,3272,6276,8039,7699,24836,18354,37759,26296,61727,56650,79130,43295,46751,20850,9727,4418,6271,"Chicago city, Illinois",8740,1232,309,452,506,674,324,291,904,963,847,1196,1530,1336,2455,2352,3328,2511,4292,3669,4502,3438,3015,2214,1529,911,1276
"G17014351","2019","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2019","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",17788,195,364,437,696,272,162,580,599,741,2506,1503,1077,1235,1914,1336,764,1384,387,798,338,126,252,49,0,73,0,"Decatur city, Illinois",1476,168,270,274,327,229,139,343,277,318,796,564,396,471,564,425,299,706,189,385,253,146,237,61,195,128,195
"G17023074","2019","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2019","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",15501,89,0,0,0,48,0,0,0,0,0,21,125,244,818,454,181,476,1345,1473,2592,1587,3009,1823,724,312,180,"Evanston city, Illinois",1442,104,195,195,195,82,195,195,195,195,195,34,124,272,402,273,173,378,672,448,730,526,620,506,339,195,180
"G17038570","2019","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",35341,301,0,56,153,0,0,0,33,384,200,209,588,706,2326,3497,4513,3626,9598,5707,2834,193,291,52,38,0,36,"Joliet city, Illinois",2471,287,195,80,159,195,195,195,56,280,157,186,361,385,625,816,1084,826,1672,1218,906,181,204,58,62,195,61
"G17051622","2019","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2019","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2019","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",26965,0,541,74,388,358,958,629,1202,574,1189,1083,1902,1356,3281,1725,3133,1562,2328,1023,1938,905,635,181,0,0,0,"Peoria city, Illinois",1866,195,288,95,277,238,650,426,592,333,514,452,750,515,949,598,860,548,663,381,664,430,352,214,195,195,195
"G17065000","2019","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",29805,371,92,269,243,200,735,781,1513,1455,2445,2690,2353,1981,4082,3231,2363,1264,1621,1164,424,410,78,0,0,0,40,"Rockford city, Illinois",1925,281,106,244,218,154,339,495,673,471,775,627,687,598,805,784,544,431,647,667,296,456,103,195,195,195,65
"G17068003","2019","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2019","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2019","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",28327,373,185,217,0,269,277,158,289,808,1266,1744,1335,1569,2931,3773,2779,1986,3245,1437,2259,800,419,124,84,0,0,"Springfield city, Illinois",1788,220,143,245,195,245,225,157,184,344,559,684,420,423,883,1009,779,574,792,517,699,520,231,145,143,195,195
"G17079293","2019","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waukegan city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18005860","2019","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18010342","2019","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2019","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",26160,142,346,222,261,429,482,484,821,1420,1328,1972,2864,2996,3843,2215,1815,997,1217,501,868,530,33,67,232,0,75,"Evansville city, Indiana",1749,127,244,293,203,339,374,259,388,580,467,555,783,790,962,634,536,485,571,317,440,432,59,81,232,201,119
"G18023278","2019","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2019","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",66487,1280,358,622,542,473,833,667,1983,2223,2871,4027,3800,4323,9485,9548,7640,4061,5004,2743,2344,904,264,435,57,0,0,"Fort Wayne city, Indiana",2568,646,207,336,320,253,415,381,762,813,744,1001,859,825,1312,1613,1236,848,993,856,672,394,190,346,96,201,201
"G18027000","2019","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",13649,212,202,365,174,167,680,552,2464,1298,1893,712,957,512,691,698,277,599,390,260,207,198,100,0,41,0,0,"Gary city, Indiana",1437,193,167,290,152,132,393,328,783,507,695,338,385,317,327,381,194,341,347,212,152,223,118,201,67,201,201
"G18031000","2019","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hammond city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18036003","2019","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",180503,1739,1202,1308,342,809,1212,1153,3110,3744,7095,7524,8794,5621,21210,20019,24862,15465,21128,11191,11557,3749,4874,1299,818,313,365,"Indianapolis city (balance), Indiana",4396,772,559,585,249,474,467,970,976,918,1560,1472,1353,1191,2296,2335,3016,1763,2393,1297,1403,747,982,463,392,225,334
"G18040788","2019","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",15673,0,29,39,78,264,0,67,443,281,345,1692,1149,1334,2809,2699,1650,710,1080,402,334,150,71,0,47,0,0,"Lafayette city, Indiana",1321,201,49,66,66,426,201,109,330,203,244,646,453,591,719,676,684,397,430,304,247,177,88,201,43,201,201
"G18051876","2019","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",12046,567,312,104,187,576,615,157,1122,589,545,1676,1142,200,1765,877,725,373,92,226,0,72,75,0,0,49,0,"Muncie city, Indiana",1471,412,283,132,172,333,301,139,579,351,378,671,642,174,636,590,421,225,159,254,201,135,130,201,201,91,201
"G18054180","2019","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"16000US1854180","Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18071000","2019","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",23595,189,58,188,387,273,910,365,1733,1383,1966,1955,2057,1531,3112,2030,1190,1245,900,380,1076,220,217,106,71,0,53,"South Bend city, Indiana",1722,155,72,166,325,224,409,216,568,538,565,562,675,570,636,517,449,464,374,202,685,137,173,129,115,201,92
"G19001855","2019","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19002305","2019","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"16000US1902305","Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19012000","2019","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",37611,698,507,182,62,303,0,264,202,861,447,1366,1795,1496,4868,6634,4470,3412,4929,2306,1405,342,844,52,0,0,166,"Cedar Rapids city, Iowa",2147,403,649,129,99,225,165,358,167,685,285,576,623,540,1032,1024,959,965,1124,628,556,281,421,89,165,165,135
"G19019000","2019","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",25094,403,260,51,186,0,234,34,372,385,1055,1391,1897,1165,3237,3686,2248,1300,2895,1485,1868,565,270,28,79,0,0,"Davenport city, Iowa",1701,193,321,86,204,165,307,57,212,222,542,548,651,471,799,934,511,426,737,483,620,347,217,46,131,165,165
"G19021000","2019","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",55120,713,321,159,70,0,204,201,692,577,929,2084,1742,2238,9667,7910,7755,5394,7121,2246,2202,1257,1114,236,129,126,33,"Des Moines city, Iowa",2593,560,242,159,117,165,170,155,360,317,422,612,549,851,1448,1432,1322,1123,1312,695,895,568,438,260,127,123,56
"G19038595","2019","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19073335","2019","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",20331,89,295,221,305,0,136,0,617,356,806,825,1502,1499,4341,2086,2029,1054,1792,1137,916,0,165,160,0,0,0,"Sioux City city, Iowa",1479,110,342,328,300,165,109,165,327,250,364,476,549,712,909,619,670,478,607,411,407,165,166,236,165,165,165
"G19082425","2019","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",16613,269,107,338,51,0,114,310,165,578,1078,1057,749,1083,2167,2103,2134,1707,1240,184,470,283,278,0,0,0,148,"Waterloo city, Iowa",1262,213,127,339,65,165,117,256,136,378,464,428,365,372,522,608,651,640,456,148,354,159,252,165,165,165,190
"G19083910","2019","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"16000US1983910","West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20036000","2019","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",32409,824,455,179,79,938,1278,470,1195,1344,1742,3376,2466,1921,4228,2479,3862,1597,1506,840,941,592,36,26,0,0,35,"Kansas City city, Kansas",1803,400,329,107,78,511,594,258,417,560,558,828,884,634,982,745,817,588,426,398,366,314,60,43,181,181,62
"G20038900","2019","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20052575","2019","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olathe city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20053775","2019","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Overland Park city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20064500","2019","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2019","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",32104,454,530,354,510,455,589,772,468,1544,2188,3062,2315,1828,4850,2913,2212,1620,2799,1488,569,284,241,59,0,0,0,"Topeka city, Kansas",2016,338,504,270,342,360,337,591,335,571,697,976,811,542,1180,746,767,412,876,719,298,182,212,96,181,181,181
"G20079000","2019","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",90887,1389,686,628,792,326,559,759,1819,2893,4679,4576,6485,3760,8773,8439,11350,7358,9684,5609,5229,2629,1651,565,216,33,0,"Wichita city, Kansas",2992,538,501,326,409,221,433,376,430,726,916,875,1372,880,1480,1037,1541,1377,1104,990,1111,847,513,301,151,53,181
"G21008902","2019","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",9644,354,42,0,73,69,0,130,80,480,112,133,342,336,644,736,1100,558,1369,1005,818,366,774,0,0,123,0,"Bowling Green city, Kentucky",1165,376,70,201,129,114,201,168,127,333,135,104,268,244,387,315,485,341,616,477,443,170,523,201,201,219,201
"G21046027","2019","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",70322,823,239,112,52,49,24,0,582,240,754,685,586,1052,5693,7659,8293,5811,10967,6125,10163,4014,4348,1233,374,221,223,"Lexington-Fayette urban county, Kentucky",2651,509,225,129,86,82,42,201,409,201,522,401,311,462,1256,1492,1478,1208,1431,987,1396,776,897,408,221,198,171
"G21048006","2019","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",150660,1755,1088,463,559,271,945,1087,1872,3258,2907,4658,4805,5623,15004,16575,16361,12018,17470,13577,14860,7150,4922,1902,829,433,268,"Louisville/Jefferson County metro government (balance), Kentucky",4046,711,564,277,286,216,523,540,665,960,805,1225,1050,1241,1758,2087,1767,1689,1694,1676,1654,1279,958,624,430,373,190
"G22005000","2019","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",39176,0,175,228,0,117,258,142,130,644,1159,886,1467,1009,2432,3720,5158,4118,5709,4201,3483,1426,1661,372,364,0,317,"Baton Rouge city, Louisiana",2909,224,168,187,224,145,240,120,128,321,498,473,808,528,800,1187,1156,1027,1387,1087,856,531,500,266,270,224,323
