GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLGE001,ALLGE002,ALLGE003,ALLGE004,ALLGE005,ALLGE006,ALLGE007,ALLGE008,ALLGE009,ALLGE010,ALLGE011,ALLGE012,ALLGE013,ALLGE014,ALLGE015,ALLGE016,ALLGE017,ALLGE018,ALLGE019,ALLGE020,ALLGE021,ALLGE022,ALLGE023,ALLGE024,ALLGE025,ALLGE026,ALLGE027,NAME_M,ALLGM001,ALLGM002,ALLGM003,ALLGM004,ALLGM005,ALLGM006,ALLGM007,ALLGM008,ALLGM009,ALLGM010,ALLGM011,ALLGM012,ALLGM013,ALLGM014,ALLGM015,ALLGM016,ALLGM017,ALLGM018,ALLGM019,ALLGM020,ALLGM021,ALLGM022,ALLGM023,ALLGM024,ALLGM025,ALLGM026,ALLGM027
"G48063500","2019","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063572","2019","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowlett city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2019","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",23696,136,162,170,223,239,204,36,459,701,2002,1109,630,1554,2274,1985,3372,2343,2877,1238,995,374,284,227,0,102,0,"San Angelo city, Texas",1781,172,201,181,362,312,207,59,333,544,1105,662,372,654,801,647,1110,876,971,494,492,350,286,353,234,167,234
"G48065000","2019","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",274290,2132,1530,1029,1641,1192,2182,946,3644,5057,9338,10046,15918,10646,27152,20625,28510,27049,40616,22146,23602,10189,5446,2104,816,349,385,"San Antonio city, Texas",7116,688,549,490,747,702,908,465,953,1006,1677,1468,2429,1866,2800,2483,2868,3226,3255,2477,2113,1923,1164,857,421,281,306
"G48070808","2019","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2019","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temple city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072656","2019","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2019","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",19396,91,71,38,718,100,180,0,597,460,910,460,669,1067,1534,1688,1900,1170,2511,685,1481,1485,428,425,694,34,0,"Tyler city, Texas",1973,150,103,65,641,161,190,234,568,343,530,376,368,574,578,670,684,485,767,313,564,651,323,301,670,56,234
"G48075428","2019","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",13472,259,56,622,164,237,160,485,349,102,673,154,611,556,1099,1982,1319,1504,1011,739,598,347,260,78,43,0,64,"Victoria city, Texas",1281,313,101,463,225,214,194,361,323,111,440,152,340,319,521,778,577,607,422,458,335,297,280,133,72,234,106
"G48076000","2019","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",23699,265,52,368,17,376,43,651,1072,478,480,1330,2427,1449,1030,2205,2030,1419,2729,2034,1598,669,503,315,159,0,0,"Waco city, Texas",2241,224,86,384,27,345,76,424,579,374,327,598,706,689,423,946,699,671,857,837,570,439,375,255,170,234,234
"G48079000","2019","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",20970,235,52,156,378,256,215,293,1146,1356,1302,1554,1267,1035,2780,1683,1539,1801,1090,1204,953,343,156,67,109,0,0,"Wichita Falls city, Texas",1670,240,94,156,213,172,193,211,534,649,477,620,418,435,724,620,484,768,475,511,395,238,164,79,89,234,234
"G49043660","2019","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49044320","2019","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2019","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogden city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49057300","2019","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49062470","2019","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49065330","2019","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2019","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",37758,114,0,182,444,265,0,34,0,78,163,120,0,49,823,369,1395,1261,4874,4288,5646,4993,8183,2729,781,407,560,"Salt Lake City city, Utah",2404,137,198,302,482,329,198,67,198,131,154,147,198,79,494,206,614,556,1009,1042,1178,1086,1308,701,304,198,273
"G49067440","2019","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49070850","2019","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2019","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2019","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51001000","2019","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2019","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2019","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2019","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",60213,629,568,437,457,110,0,36,0,244,0,153,54,226,948,1965,4098,3116,8654,10281,16226,7407,4313,137,100,0,54,"Chesapeake city, Virginia",2700,356,562,366,306,143,208,59,208,243,208,175,92,195,459,709,1252,976,1381,1610,1668,1410,987,165,165,208,87
"G51021088","2019","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2019","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",28476,615,399,322,86,0,0,0,0,247,125,452,578,773,1940,2940,3227,3427,5466,3029,2583,924,928,331,84,0,0,"Hampton city, Virginia",1706,338,283,226,141,208,208,208,208,204,129,342,423,478,532,723,748,1019,1324,706,600,679,444,232,109,208,208
"G51047672","2019","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",13743,49,48,106,51,0,14,0,377,186,316,365,694,323,1351,1890,1345,2272,1696,972,971,309,324,44,14,0,26,"Lynchburg city, Virginia",1116,87,76,130,61,208,25,208,307,205,229,331,450,206,453,626,600,710,514,459,432,239,229,80,24,208,45
"G51056000","2019","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",34578,370,410,353,294,274,0,153,150,362,308,401,1196,513,2669,2852,5032,4209,6485,4482,2780,618,380,51,130,36,70,"Newport News city, Virginia",2476,270,486,272,329,225,208,146,193,325,237,206,584,324,814,909,1248,925,1287,1196,738,304,216,91,123,54,88
"G51057000","2019","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",38901,367,151,180,81,56,92,0,256,0,89,339,359,222,1147,2910,5500,4643,8500,4020,4835,1984,2257,569,207,0,137,"Norfolk city, Virginia",1979,295,104,121,102,92,111,208,177,208,91,240,256,144,512,744,1133,862,1383,813,1080,465,554,267,136,208,180
"G51064000","2019","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",20225,94,177,82,0,0,0,0,0,138,276,89,622,647,2854,2372,3528,2148,3358,2211,581,325,488,208,0,27,0,"Portsmouth city, Virginia",1594,127,169,132,208,208,208,208,208,180,214,136,571,361,831,623,902,667,867,775,280,190,272,208,208,46,208
"G51067000","2019","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",39181,65,143,0,84,144,0,0,231,292,723,1005,441,613,1965,2385,3396,3453,4696,3068,6288,3902,3196,1440,957,462,232,"Richmond city, Virginia",1943,109,184,208,98,177,208,208,150,217,425,560,294,373,609,857,788,1078,1003,724,842,794,675,456,307,214,164
"G51068000","2019","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",19692,127,208,42,0,60,60,0,248,298,573,904,1284,805,2673,2878,2587,1872,1452,586,1329,764,605,223,42,0,72,"Roanoke city, Virginia",1808,151,203,67,208,70,102,208,216,225,367,526,509,514,879,995,847,838,575,278,585,369,312,209,99,208,121
"G51076432","2019","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51082000","2019","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",109117,652,259,463,352,612,61,164,0,188,42,666,472,389,1644,4890,7728,5186,15921,16109,23211,13528,10355,3368,1463,349,1045,"Virginia Beach city, Virginia",3068,372,216,332,272,341,102,173,208,185,71,499,323,273,872,1352,1497,1234,1859,1883,1896,1765,1462,788,450,187,427
"G53003180","2019","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005210","2019","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2019","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53022640","2019","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53023515","2019","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2019","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2019","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035940","2019","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2019","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2019","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057535","2019","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2019","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53061115","2019","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2019","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seattle city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53065922","2019","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"16000US5365922","South Hill CDP, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Hill CDP, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53067000","2019","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",52510,329,115,310,47,76,99,181,50,140,508,523,393,488,2316,3803,6431,5423,8804,7039,8519,3009,2913,480,42,0,472,"Spokane city, Washington",3000,311,111,207,85,89,136,175,81,168,358,417,333,255,615,1173,1233,1125,1609,1496,1629,721,707,252,70,210,250
"G53067167","2019","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53070000","2019","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tacoma city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53074060","2019","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",36433,99,25,244,140,23,198,134,0,150,0,0,98,199,292,188,903,715,3129,5536,15433,4816,2690,805,444,78,94,"Vancouver city, Washington",2378,123,46,283,110,42,241,157,210,133,210,210,124,273,229,203,501,459,905,1014,1788,947,793,460,261,61,114
"G53080010","2019","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakima city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55002375","2019","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",20474,528,0,0,0,0,0,0,94,0,156,92,567,395,2985,3049,3797,3117,2307,1507,1037,479,292,0,41,31,0,"Appleton city, Wisconsin",1409,368,153,153,153,153,153,153,111,153,123,110,277,266,790,684,766,742,546,484,379,285,197,153,68,53,153
"G55022300","2019","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",15674,344,247,38,159,104,0,0,0,0,0,0,562,231,1168,1966,2997,1822,3068,1073,1115,434,151,0,195,0,0,"Eau Claire city, Wisconsin",1370,138,217,62,201,179,153,153,153,153,153,153,426,187,406,682,801,601,744,405,501,288,130,153,198,153,153
"G55031000","2019","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",22543,0,133,178,127,0,0,79,0,24,342,866,1071,762,4179,2957,2966,2808,2721,1021,1371,499,260,40,0,0,139,"Green Bay city, Wisconsin",1696,153,133,188,170,153,153,133,153,40,200,423,517,327,928,811,721,916,735,460,515,246,189,67,153,153,237
"G55039225","2019","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenosha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55048000","2019","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",52400,379,143,150,97,160,59,0,111,152,69,56,221,597,1772,2383,2050,3829,8824,9942,11304,4867,3960,882,278,46,69,"Madison city, Wisconsin",2576,329,138,131,116,192,98,153,138,184,82,94,265,475,853,937,581,793,1241,1349,1446,983,891,423,185,76,114
"G55053000","2019","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",92982,440,149,817,1021,288,902,1380,2857,3890,3816,3622,4958,4406,13089,14075,12881,5534,8709,4067,2945,1337,738,496,481,0,84,"Milwaukee city, Wisconsin",3261,226,116,427,585,284,384,505,726,930,802,808,1050,1026,1652,1569,1471,1077,1434,864,640,439,323,216,242,153,105
"G55060500","2019","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oshkosh city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55066000","2019","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",16517,0,213,0,47,0,70,0,185,490,561,1356,865,1357,3177,2694,1589,1560,1003,244,412,335,182,0,81,0,96,"Racine city, Wisconsin",1825,153,164,153,89,153,117,153,262,270,346,723,634,605,822,829,531,767,414,222,347,279,191,153,129,153,119
"G55084250","2019","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72006593","2019","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",42619,71,96,44,85,265,326,0,213,503,1102,1569,2444,3888,9891,9389,6592,2324,2433,683,342,174,66,0,48,47,24,"Bayamón zona urbana, Puerto Rico",2149,74,94,71,131,179,257,234,143,349,470,634,692,826,1383,1336,1080,585,711,397,200,114,80,234,78,81,41
"G72010334","2019","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72014290","2019","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",36702,139,40,0,134,0,0,0,277,679,345,1239,2701,2810,7360,8140,5030,1767,2071,1253,2175,438,104,0,0,0,0,"Carolina zona urbana, Puerto Rico",2123,127,68,234,165,234,234,234,250,368,298,623,983,750,1227,1356,1242,619,736,583,850,313,142,234,234,234,234
"G72032522","2019","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72063820","2019","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",28978,664,271,147,0,285,329,410,823,1283,1053,1684,4089,4056,5714,2892,2155,549,590,1099,158,399,204,124,0,0,0,"Ponce zona urbana, Puerto Rico",1630,393,242,156,234,254,251,274,342,476,506,633,866,776,1041,774,618,400,325,477,168,394,202,118,234,234,234
"G72076770","2019","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",74650,106,265,241,423,46,624,181,987,1338,1305,2245,4496,3658,9985,10435,11585,4809,8551,3207,3596,1969,2359,1002,479,592,166,"San Juan zona urbana, Puerto Rico",2778,103,188,209,247,74,357,177,551,490,532,599,944,807,1337,1547,1608,1144,1208,863,873,667,813,371,481,409,182
