GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S50E001,S50E002,S50E003,S50E004,S50E005,S50E006,S50E007,S50E008,S50E009,S50E010,S50E011,S50E012,S50E013,S50E014,S50E015,S50E016,S50E017,S50E018,S50E019,S50E020,S50E021,S50E022,S50E023,S50E024,S50E025,NAME_M,S50M001,S50M002,S50M003,S50M004,S50M005,S50M006,S50M007,S50M008,S50M009,S50M010,S50M011,S50M012,S50M013,S50M014,S50M015,S50M016,S50M017,S50M018,S50M019,S50M020,S50M021,S50M022,S50M023,S50M024,S50M025
"G41023850","2013","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",33131,805,351,178,242,127,58,117,28,105,295,131,96,182,1017,2234,3325,3830,5284,6564,4109,2120,1386,426,121,"Eugene city, Oregon",2204,412,334,182,184,152,97,140,54,126,202,163,113,186,483,893,882,868,904,1008,814,576,377,204,151
"G41031250","2013","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
"G41034100","2013","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2013","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",14369,234,147,421,105,219,345,0,157,163,336,276,190,100,998,768,1330,1446,2792,1951,1385,696,156,0,154,"Medford city, Oregon",1631,243,168,363,124,208,493,200,218,140,277,214,206,95,506,349,424,472,760,719,482,355,159,200,154
"G41059000","2013","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",134315,3501,231,656,189,361,375,0,316,223,365,802,472,442,2594,4812,9496,8576,18637,18257,28735,14788,14774,3809,1904,"Portland city, Oregon",4422,846,184,341,186,236,260,200,223,163,303,579,260,251,758,741,1466,1448,1985,1973,2641,1468,1624,1046,546
"G41064900","2013","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",29796,1031,216,466,357,145,58,146,603,97,198,241,421,495,2548,3868,4672,4329,4263,2582,2032,445,496,43,44,"Salem city, Oregon",2256,427,162,361,254,138,96,138,466,116,163,209,259,362,778,921,986,895,952,847,568,265,305,72,72
"G42002000","2013","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",18737,145,0,162,58,51,36,0,195,373,914,603,2167,1726,3545,2285,2849,1391,890,618,471,122,136,0,0,"Allentown city, Pennsylvania",1756,126,172,165,96,89,59,172,126,198,467,324,857,691,911,763,833,489,355,410,273,142,143,172,172
"G42006088","2013","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",16553,324,45,83,0,0,0,233,36,52,150,254,735,613,1641,2489,2823,1644,2545,1322,923,358,250,33,0,"Bethlehem city, Pennsylvania",1428,224,76,138,172,172,172,372,60,86,149,265,466,295,500,626,739,480,637,482,342,199,230,54,172
"G42024000","2013","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",21762,614,163,166,407,241,200,304,1233,1388,2559,2270,2608,2832,2549,1609,1075,449,395,185,386,129,0,0,0,"Erie city, Pennsylvania",1787,334,267,130,241,200,139,242,481,562,710,604,669,776,590,569,391,322,217,155,282,112,172,172,172
"G42060000","2013","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",297098,7535,2543,3929,3113,2329,5796,2983,6932,10951,12340,13312,16113,13153,35638,25188,25734,21929,34066,17560,16954,8152,6888,1821,2139,"Philadelphia city, Pennsylvania",6044,1109,624,949,757,612,1435,867,1321,1676,1769,1936,2033,1636,3100,2274,2740,1976,2798,2094,1801,1407,966,483,587
"G42061000","2013","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",64906,1085,299,1132,1085,1029,2240,1632,3725,4202,4389,5580,4323,3019,5892,3748,4734,2937,3278,2662,2778,2210,1764,716,447,"Pittsburgh city, Pennsylvania",2225,369,192,456,369,442,640,445,666,782,760,977,744,775,950,768,832,700,736,742,675,663,518,492,238
"G42063624","2013","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",12413,288,42,227,789,848,587,841,725,1172,1606,1031,1536,469,927,573,237,197,101,97,89,31,0,0,0,"Reading city, Pennsylvania",1530,169,48,286,535,452,322,404,310,470,550,472,659,251,383,298,120,157,79,113,92,50,172,172,172
"G42069000","2013","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",13868,131,41,144,183,68,182,36,356,489,725,1455,1172,1026,2600,1347,702,1149,803,501,438,215,78,27,0,"Scranton city, Pennsylvania",1281,129,67,122,195,83,153,60,193,226,289,506,415,493,651,418,370,422,297,222,292,239,90,46,172
"G44019180","2013","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2013","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,"Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,
"G44059000","2013","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",21515,527,202,76,23,38,0,0,247,693,388,556,794,431,2612,1891,2619,1735,2268,1600,1852,683,1188,947,145,"Providence city, Rhode Island",1764,313,236,130,39,63,210,210,220,523,363,337,452,351,741,689,695,583,755,549,659,380,518,467,95
"G44074300","2013","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",25619,549,97,0,0,155,147,0,0,0,39,105,304,145,2281,2194,4967,4543,3865,1897,2945,774,464,52,96,"Warwick city, Rhode Island",1501,276,114,210,210,188,183,210,210,210,64,122,231,154,782,818,1043,805,909,551,764,377,273,63,75
"G45013330","2013","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",29929,423,69,31,0,25,24,165,22,119,285,130,430,350,1061,1426,3439,3103,4652,2603,3484,1875,2964,441,2808,"Charleston city, South Carolina",2121,280,115,51,204,44,41,206,36,142,213,117,307,242,388,835,936,1197,968,688,903,610,718,243,603
"G45016000","2013","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",20586,336,140,108,20,117,78,30,273,709,501,725,622,715,2169,2511,2280,959,1654,1659,1739,1400,882,617,342,"Columbia city, South Carolina",1637,224,143,106,33,137,93,47,168,359,257,298,269,321,549,600,715,365,449,509,409,463,331,258,231
"G45048535","2013","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2013","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",17824,834,576,140,532,337,183,206,245,408,419,401,419,696,2373,2470,1767,1020,2572,907,515,319,156,161,168,"North Charleston city, South Carolina",1809,461,496,168,264,397,204,223,203,291,300,303,271,344,742,732,638,440,873,473,285,291,156,203,167
"G45061405","2013","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",14376,186,49,81,0,0,112,46,283,282,421,1365,849,471,2095,2598,1381,546,1464,785,676,77,484,49,76,"Rock Hill city, South Carolina",1262,186,83,94,204,204,134,76,223,318,271,548,485,291,692,689,453,293,494,335,248,92,325,83,131
"G46052980","2013","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",16657,579,475,102,90,0,0,38,51,196,85,479,400,590,2020,2394,2831,986,1921,1221,1382,391,386,40,0,"Rapid City city, South Dakota",1253,347,316,169,146,155,155,65,89,207,101,500,259,413,589,617,925,376,577,485,644,278,294,69,155
"G46059020","2013","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",41117,1402,897,154,263,268,189,86,695,338,654,980,1284,1327,4306,6911,6144,3720,3748,3184,2492,874,723,143,335,"Sioux Falls city, South Dakota",1738,584,395,155,240,191,203,105,504,261,422,394,619,408,815,1161,1123,817,988,795,632,438,480,210,297
"G47014000","2013","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",36133,1026,347,99,38,109,305,219,618,1638,1297,1749,2219,1702,4273,4035,5191,2434,3424,2264,1202,1137,484,323,0,"Chattanooga city, Tennessee",2373,459,277,99,65,114,249,191,317,634,603,679,866,467,1029,916,934,738,768,664,386,494,248,180,203
"G47015160","2013","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",27492,534,321,0,235,0,30,190,330,353,648,1012,1143,2038,4285,4356,5318,2035,2695,837,766,159,54,116,37,"Clarksville city, Tennessee",1926,280,216,203,199,203,50,183,305,381,343,494,513,809,1095,906,1151,626,754,349,318,191,64,146,64
"G47027740","2013","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2013","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",14248,98,471,100,0,71,95,435,636,276,626,474,630,767,2326,1870,1352,606,1491,782,364,45,551,114,68,"Jackson city, Tennessee",1431,115,308,135,203,87,128,313,377,278,329,289,356,349,854,901,690,339,734,334,224,76,395,170,83
"G47038320","2013","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",15743,776,81,0,61,38,0,0,267,99,355,552,851,444,1974,2507,1869,1274,1579,1136,758,614,374,134,0,"Johnson City city, Tennessee",1573,501,127,203,98,67,203,203,262,125,311,359,413,278,755,900,661,644,538,540,424,477,240,163,203
"G47040000","2013","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",36964,847,384,80,79,108,56,514,356,925,1594,2833,3156,2462,5978,5607,3965,1523,2145,886,1177,986,820,225,258,"Knoxville city, Tennessee",2229,487,253,95,127,111,67,232,199,395,600,861,761,808,1028,1307,862,596,778,331,415,431,369,163,162
"G47048000","2013","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",120557,2326,1467,1292,1801,2033,3971,2236,6841,8468,10081,9164,11316,6612,12883,8511,7919,3677,6209,4279,3736,1666,2433,587,1049,"Memphis city, Tennessee",4381,662,503,587,614,561,962,625,1135,1486,1336,1416,1796,1462,2072,1114,1261,869,1150,1279,894,716,668,297,432
"G47051560","2013","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",23955,317,26,88,105,0,0,0,107,97,177,96,210,669,3413,4438,3000,1798,4168,2399,1809,642,260,56,80,"Murfreesboro city, Tennessee",1792,237,43,144,124,203,203,203,135,112,167,124,207,347,905,1166,788,729,858,730,543,363,216,94,137
"G47052006","2013","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",136137,1905,1116,697,783,192,695,147,1248,1203,1344,2967,5169,4615,16988,18713,18824,10474,13039,9339,11719,5503,5390,1902,2165,"Nashville-Davidson metropolitan government (balance), Tennessee",3742,614,544,395,585,189,481,151,522,435,464,745,1222,1073,1791,2170,2075,1723,1584,1374,1561,998,969,795,784
"G48001000","2013","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",23982,668,167,411,547,426,669,697,888,1751,1831,2377,1609,1460,2517,2450,1433,1101,1052,681,949,199,99,0,0,"Abilene city, Texas",1920,343,199,314,272,271,398,510,406,676,465,761,569,441,768,715,455,513,480,368,534,178,147,213,213
"G48001924","2013","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2013","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",45199,718,490,795,499,519,868,380,1386,1891,2294,2542,1969,3364,6481,5921,4693,2674,2748,2456,1426,177,419,155,334,"Amarillo city, Texas",2115,377,285,412,325,332,379,221,525,614,658,591,540,859,1160,1040,978,682,689,692,629,186,201,166,233
"G48004000","2013","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",76612,1816,968,360,175,90,442,38,463,1330,1648,3076,5153,4719,15845,12374,9891,5939,5673,3068,2070,742,265,224,243,"Arlington city, Texas",3141,710,571,278,166,105,516,62,296,717,473,806,1177,1054,1968,1988,1486,930,819,760,870,330,227,200,247
"G48004462","2013","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2013","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",157643,3135,929,981,719,385,68,197,623,1129,978,1085,2468,2720,8679,11850,14032,12400,23639,16320,23484,13227,11141,3884,3570,"Austin city, Texas",4175,782,429,411,508,421,81,281,433,467,448,515,691,831,1532,1899,1469,1754,2428,1842,1959,1570,1353,715,963
"G48006128","2013","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",15886,398,0,118,0,317,170,401,1388,1024,1514,1042,1195,1352,2303,1077,1588,682,963,0,247,0,0,0,107,"Baytown city, Texas",1605,413,213,192,213,236,186,307,654,394,582,346,527,534,799,463,613,418,553,213,227,213,213,213,171
"G48007000","2013","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",26735,454,292,370,489,364,993,884,1734,1878,1922,1037,1563,1498,2996,3126,1837,886,1704,679,1089,677,67,134,62,"Beaumont city, Texas",1865,264,236,236,435,328,459,375,636,705,716,434,812,570,723,979,651,483,693,541,460,335,109,157,103
"G48010768","2013","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",31040,682,287,660,205,720,1121,751,1678,2047,2962,2845,2907,2013,4292,1688,1734,1003,684,1240,792,586,0,40,103,"Brownsville city, Texas",2066,437,284,339,146,357,540,371,469,598,931,841,979,689,1244,601,894,622,356,791,660,487,213,67,104
"G48010912","2013","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",12932,427,85,257,381,414,40,203,410,464,708,1038,193,645,2180,1368,1954,687,871,241,66,65,180,55,0,"Bryan city, Texas",1468,300,142,227,292,548,71,206,416,353,408,555,152,376,670,589,762,555,459,232,106,112,179,90,213
"G48013024","2013","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",27926,463,0,0,0,0,39,59,0,215,112,737,601,808,3783,3982,4493,3885,4444,2530,1124,508,89,54,0,"Carrollton city, Texas",2098,256,213,213,213,213,66,57,213,198,133,392,330,621,896,958,869,958,946,844,405,284,106,89,213
"G48015976","2013","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2013","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",65341,2446,761,158,876,882,550,443,2113,2984,5019,4339,5050,3345,8677,7431,6100,3973,3981,2441,1891,551,700,174,456,"Corpus Christi city, Texas",3227,795,396,165,512,457,409,218,650,686,1038,912,1195,874,1237,1402,1127,942,975,913,631,331,449,286,425
"G48019000","2013","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",201168,4678,1153,938,1743,1480,3043,2329,6128,7109,11920,14580,16527,9226,18850,11133,9462,6321,14525,12707,16892,9622,11711,3283,5808,"Dallas city, Texas",5755,1046,490,522,650,570,929,633,1169,1339,1650,2008,2373,1258,2132,1426,1489,1139,1540,1526,1867,1328,1301,666,907
"G48019972","2013","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",20845,766,334,0,78,61,0,0,524,373,95,907,682,476,3220,2510,3194,1982,2754,791,1273,352,391,50,32,"Denton city, Texas",1807,560,439,213,131,99,213,213,479,323,111,561,374,276,1016,646,870,752,881,374,456,218,419,83,52
"G48022660","2013","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",13311,0,0,220,198,231,94,299,549,905,1546,809,1183,486,2305,1490,936,731,504,489,89,101,78,0,68,"Edinburg city, Texas",1895,213,213,277,189,231,116,417,335,657,903,524,582,395,898,670,695,385,380,387,149,164,129,213,109
"G48024000","2013","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",129187,3140,1452,508,744,692,341,410,2163,3281,5033,7740,10951,11110,25856,17526,12034,7150,7293,4403,4097,1007,964,885,407,"El Paso city, Texas",3985,781,615,293,303,509,244,332,721,986,1160,1572,1597,1394,2539,2301,1803,1302,1228,995,768,520,502,470,223
"G48026232","2013","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2013","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",152906,1926,955,925,1726,960,1543,1790,6050,8093,6879,10749,9275,6609,23625,18197,14578,10090,10941,4635,5636,3011,2727,846,1140,"Fort Worth city, Texas",5256,745,457,474,676,366,523,525,1121,1286,1526,1856,1347,1298,2828,2559,2162,1849,1833,1011,1125,1009,815,473,404
"G48027684","2013","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2013","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",45974,319,181,231,174,219,177,126,518,1007,2569,3527,3894,4715,10966,5076,4309,1588,3026,1824,715,329,363,49,72,"Garland city, Texas",2254,220,150,227,172,186,151,122,289,587,926,877,883,964,1731,933,929,676,827,556,387,258,248,79,120
"G48030464","2013","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",37103,871,300,55,149,96,197,186,815,1411,773,1133,2066,3048,7434,5507,4833,3042,2292,2006,715,133,41,0,0,"Grand Prairie city, Texas",2205,381,239,91,192,114,236,235,468,528,334,532,609,854,1641,1289,1064,862,734,644,482,161,68,213,213
"G48032372","2013","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",13618,218,46,350,143,384,537,280,388,944,1498,529,2158,1072,667,1394,600,538,527,606,275,141,323,0,0,"Harlingen city, Texas",1419,255,77,291,178,429,450,279,261,440,752,278,882,435,293,611,362,381,400,384,270,127,331,213,213
"G48035000","2013","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",350611,5868,1624,1734,2527,1974,4436,2770,10679,12054,18724,21633,26352,21996,42170,27272,24487,13343,23198,18912,23731,15698,14889,7578,6962,"Houston city, Texas",8114,1206,707,672,887,643,1182,679,1595,1690,2165,2196,2904,2350,2755,2611,2347,1446,2341,2396,2165,1927,1811,1542,1330
"G48037000","2013","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",29604,875,302,162,86,92,324,76,285,277,648,1373,1709,2751,5208,2553,2819,1478,2308,1407,2395,1536,592,211,137,"Irving city, Texas",2007,421,219,210,81,110,453,90,243,196,311,531,484,761,1023,719,824,506,621,481,655,627,312,311,127
"G48039148","2013","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",20587,339,109,43,177,0,161,79,292,830,573,996,1171,1600,3913,3175,2542,2098,1484,596,297,0,56,0,56,"Killeen city, Texas",1968,258,126,74,199,213,158,96,289,386,264,485,538,538,933,1055,798,783,565,377,208,213,93,213,103
"G48041464","2013","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",42508,553,120,449,104,307,728,1004,2265,1879,2889,3215,2709,2344,6548,5208,3463,3061,2072,1721,1150,186,478,55,0,"Laredo city, Texas",1867,225,102,285,78,224,346,484,639,616,751,658,737,667,1211,1126,715,1023,777,711,462,144,283,93,213
"G48041980","2013","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2013","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2013","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",16110,602,328,66,36,619,404,0,323,261,876,722,784,565,2260,1850,1870,1904,982,467,396,313,443,0,39,"Longview city, Texas",1256,358,250,98,61,417,272,213,225,218,421,415,367,337,734,690,640,627,495,278,310,352,374,213,66
"G48045000","2013","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",48958,1284,551,494,660,368,476,1314,1888,1949,2638,4650,2847,3774,6158,5629,4495,1999,2705,1540,2431,487,420,201,0,"Lubbock city, Texas",2246,721,295,392,389,278,262,638,609,642,771,1047,728,1116,1268,1136,989,584,712,501,634,239,229,173,213
"G48045384","2013","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",24773,259,170,174,49,82,342,266,765,542,1201,2031,2189,1908,4097,3066,1796,1574,1978,959,724,74,248,149,130,"McAllen city, Texas",1816,211,112,162,80,137,381,248,521,340,420,895,700,707,1161,1055,749,703,732,533,457,120,222,146,208
"G48045744","2013","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",31944,177,135,0,160,293,23,0,689,31,0,154,204,461,1021,3953,4645,4697,4771,2681,4772,1941,840,238,58,"McKinney city, Texas",1984,168,126,213,189,340,37,213,515,55,213,210,189,323,421,1141,1070,1099,918,646,1065,583,343,192,98
"G48047892","2013","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",26767,417,175,95,0,0,247,110,641,973,1836,1844,3043,1984,5881,4634,2319,967,901,476,0,0,0,135,89,"Mesquite city, Texas",2081,262,215,159,213,213,237,181,312,341,861,745,874,620,1102,1069,903,460,413,419,213,213,213,221,148
"G48048072","2013","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",25944,539,274,127,145,0,207,103,664,424,294,900,1027,1165,2088,2636,3281,2736,2293,2172,2697,946,978,53,195,"Midland city, Texas",1963,451,297,171,148,213,192,167,459,292,249,310,350,405,851,890,954,730,733,726,780,567,685,87,273
"G48048768","2013","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",16926,597,275,246,666,229,295,599,812,671,882,1758,1646,901,1442,1194,770,1179,1166,659,204,487,248,0,0,"Mission city, Texas",1689,352,233,255,582,208,389,506,590,355,552,826,812,614,707,782,518,668,605,530,204,364,240,213,213
"G48048804","2013","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",17597,200,108,0,66,0,0,51,0,0,419,560,556,1273,2146,2148,2255,1693,2723,1544,1089,354,345,67,0,"Missouri City city, Texas",1957,178,130,213,113,213,213,90,213,213,403,319,438,636,776,778,879,593,793,652,530,384,291,113,213
"G48052356","2013","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2013","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",22843,446,585,321,156,264,245,219,1230,1483,1315,1601,1714,1133,3270,2051,2000,1976,1469,561,362,145,149,0,148,"Odessa city, Texas",1494,255,483,255,163,203,182,230,509,736,690,637,677,629,897,716,639,734,504,357,323,177,188,213,243
"G48056000","2013","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",24865,826,573,268,142,77,247,258,972,1350,1873,2011,1815,2494,3083,1656,1873,1864,2189,606,576,81,31,0,0,"Pasadena city, Texas",1477,390,361,226,146,90,345,194,474,631,648,700,484,750,650,593,698,597,744,270,268,94,52,213,213
