GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G48064472","2014","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",20566,583,506,178,470,34,1130,73,818,1191,1061,1677,2339,1509,1675,1891,1422,1155,598,1090,530,554,82,0,0,"San Angelo city, Texas",1643,381,320,170,365,65,614,86,295,544,424,771,721,730,486,723,522,417,263,564,377,393,135,211,211
"G48065000","2014","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",264388,4730,1646,1448,1863,1657,3750,3673,9781,12130,17753,19125,18451,14654,28350,25380,26699,16774,21004,13274,12277,3692,4456,894,927,"San Antonio city, Texas",5751,920,648,556,725,522,932,918,1355,1708,1788,1819,1896,1728,2815,2550,2560,2009,2074,1808,1652,800,872,422,361
"G48070808","2014","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2014","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",13092,301,0,0,131,0,26,43,186,275,425,1058,745,831,2708,1731,1378,907,1028,365,784,0,170,0,0,"Temple city, Texas",1476,207,211,211,130,211,43,72,134,216,209,485,356,459,816,541,524,440,454,211,446,211,182,211,211
"G48072656","2014","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2014","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",17921,710,158,60,64,49,218,210,589,810,852,1084,928,436,1468,1700,2449,1176,1430,1481,1025,450,127,371,76,"Tyler city, Texas",1480,345,216,73,108,86,189,334,283,427,454,364,452,232,524,540,709,390,469,599,510,311,154,321,132
"G48075428","2014","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",13653,351,127,203,185,307,155,141,705,1079,808,433,500,585,1758,1361,1352,1163,779,465,731,260,28,0,177,"Victoria city, Texas",1052,208,146,164,147,373,172,154,363,414,419,244,293,313,675,482,525,454,364,253,322,168,50,211,162
"G48076000","2014","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",20097,386,346,85,208,411,112,461,1274,1263,1761,2103,1369,663,2368,1853,1730,877,929,649,692,255,216,0,86,"Waco city, Texas",1879,212,423,102,150,261,112,327,537,490,690,773,511,350,657,586,658,447,389,403,445,187,172,211,143
"G48079000","2014","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",20105,411,626,69,270,543,632,593,1374,1370,1177,1173,1182,1284,2532,2178,1759,664,808,576,316,296,182,45,45,"Wichita Falls city, Texas",1628,257,399,82,165,327,324,276,443,491,408,422,398,517,687,784,592,321,370,296,213,199,168,74,76
"G49043660","2014","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49050150","2014","UT",,,"Utah","49",,,"Millcreek CDP","50150",,,,,,,,,,,,,,,,"16000US4950150","Millcreek CDP, Utah",15985,417,0,0,156,0,35,42,0,0,0,127,48,106,612,423,572,708,2769,2422,4194,1210,1267,694,183,"Millcreek CDP, Utah",1558,223,184,184,154,184,61,71,184,184,184,210,79,129,344,229,366,477,909,568,814,442,401,409,178
"G49055980","2014","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",15870,477,39,110,85,38,0,127,25,20,285,802,334,1209,3268,2949,2244,920,933,917,615,131,269,73,0,"Ogden city, Utah",1185,273,65,90,101,64,184,136,43,38,175,441,226,506,747,769,647,342,398,373,384,133,282,122,184
"G49057300","2014","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",14284,319,173,39,0,24,0,65,23,0,0,36,70,22,651,755,2025,2151,3278,1581,1813,555,500,110,94,"Orem city, Utah",1156,187,121,64,184,39,184,75,38,184,184,58,79,38,400,332,492,523,588,388,362,182,196,95,76
"G49062470","2014","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49065330","2014","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2014","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",34691,1034,74,291,0,115,0,29,53,75,346,257,499,329,2283,2336,2696,3337,4641,3182,5143,3334,3109,754,774,"Salt Lake City city, Utah",2075,454,91,230,184,91,184,47,87,87,253,212,309,269,748,717,592,920,958,695,1111,660,651,333,340
"G49067440","2014","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",20668,360,37,189,0,129,0,180,40,148,62,0,40,74,232,267,755,751,4759,3555,4415,2365,1757,391,162,"Sandy city, Utah",1231,178,62,140,184,125,184,287,64,240,103,184,64,124,173,185,299,314,947,544,732,561,395,246,133
"G49082950","2014","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2014","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",25293,704,686,289,439,335,147,0,457,57,59,68,37,268,1801,3941,4533,3271,5372,1982,555,165,35,49,43,"West Valley City city, Utah",1837,346,507,246,322,277,143,184,438,93,94,110,60,221,503,907,885,856,922,637,262,198,59,82,71
"G51001000","2014","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2014","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2014","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2014","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",58818,1424,490,200,110,135,298,136,41,159,73,415,221,392,1110,3162,4459,5235,10787,9231,13596,4112,2049,391,592,"Chesapeake city, Virginia",2292,632,354,206,139,160,236,158,70,200,127,319,201,285,445,861,1161,1007,1568,1226,1701,762,592,261,386
"G51021088","2014","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2014","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",28187,445,379,298,89,324,28,49,105,67,27,199,969,631,2314,3153,3071,3500,5068,3020,3367,494,282,201,107,"Hampton city, Virginia",1751,238,238,238,112,197,49,75,140,90,45,178,481,317,597,724,764,755,1004,788,947,281,193,171,134
"G51047672","2014","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",13990,739,26,99,266,42,113,41,453,66,292,667,842,436,1595,1685,1615,1213,1398,1174,600,219,320,64,25,"Lynchburg city, Virginia",966,457,43,121,306,71,139,76,335,91,197,302,400,202,536,669,519,429,485,509,233,193,218,100,41
"G51056000","2014","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",33050,964,132,1092,96,163,59,86,214,33,106,786,566,817,2209,2477,4880,4637,5991,4508,1877,411,490,98,358,"Newport News city, Virginia",1624,410,128,426,115,149,99,100,294,49,125,360,393,286,665,662,1203,814,1045,850,580,228,237,128,235
"G51057000","2014","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",37359,886,290,328,98,45,62,37,45,86,167,699,815,711,2711,3602,5224,4793,6210,2520,3624,1380,1862,733,431,"Norfolk city, Virginia",1495,299,184,175,111,73,73,64,52,106,111,302,288,332,687,656,984,807,822,605,713,341,489,363,222
"G51064000","2014","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",18430,285,199,221,93,65,0,0,55,62,27,321,468,570,1856,2290,3154,2371,2901,1727,1129,443,117,51,25,"Portsmouth city, Virginia",1383,196,179,156,112,83,195,195,67,77,46,261,284,288,475,578,849,534,693,587,385,399,90,65,43
"G51067000","2014","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",36430,520,112,133,174,41,0,90,369,502,684,788,871,1511,3071,2311,4823,2116,4101,3162,4617,2542,2175,814,903,"Richmond city, Virginia",1829,251,110,107,151,72,195,122,238,307,337,409,351,390,709,611,1093,622,835,723,890,617,431,264,387
"G51068000","2014","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",21425,375,185,209,197,0,0,17,420,593,818,761,961,1440,2871,4065,2707,993,1474,973,787,892,304,148,235,"Roanoke city, Virginia",1637,243,181,207,202,195,195,28,377,383,470,329,392,542,731,1043,828,409,515,388,373,420,201,172,277
"G51076432","2014","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",20801,660,59,71,117,99,107,0,125,30,54,22,317,169,1057,823,1970,1835,3876,2863,3861,1197,1025,319,145,"Suffolk city, Virginia",1125,249,75,81,114,128,115,195,96,51,67,38,231,157,374,287,621,475,849,549,743,337,333,214,136
"G51082000","2014","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",106218,2764,476,534,262,274,224,0,201,118,142,114,245,275,3797,3692,6727,9205,20529,14932,20062,8705,8915,2272,1753,"Virginia Beach city, Virginia",2649,750,269,259,176,188,199,195,167,128,182,140,221,196,935,910,1102,1547,1837,1738,1766,1317,1259,569,485
"G53003180","2014","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",16186,650,229,508,137,358,420,122,222,218,243,0,369,0,440,391,555,841,3009,2624,2982,1030,514,38,286,"Auburn city, Washington",1731,429,343,365,105,263,252,202,194,220,404,193,309,193,337,265,296,379,874,667,738,487,316,64,392
"G53005210","2014","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2014","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",15428,368,418,174,66,0,72,0,70,0,0,112,96,168,231,500,399,530,1756,2615,3602,1866,1474,726,185,"Bellingham city, Washington",1415,280,347,273,109,193,120,193,113,193,193,134,111,269,224,351,275,389,598,807,848,585,459,395,176
"G53022640","2014","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",16796,496,146,0,237,0,0,0,122,0,229,69,318,113,820,736,1258,1614,3131,2947,2949,710,693,31,177,"Everett city, Washington",1771,351,145,193,332,193,193,193,118,193,193,114,209,136,407,488,462,667,947,687,640,354,289,52,159
"G53023515","2014","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",18811,439,44,229,0,0,115,54,48,105,222,263,169,0,630,417,1278,871,4002,3732,3051,1490,1298,201,153,"Federal Way city, Washington",1564,249,73,197,193,193,140,90,78,129,289,228,167,193,336,354,550,391,1050,667,691,563,588,167,180
"G53035275","2014","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",15983,467,275,39,130,58,151,0,70,146,212,295,178,694,1419,1414,2445,2215,2891,1077,1168,336,163,140,0,"Kennewick city, Washington",1630,282,221,64,138,96,125,193,116,174,266,191,213,499,544,482,842,733,843,496,399,218,199,167,193
"G53035415","2014","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",23845,507,144,364,137,71,135,123,159,68,0,68,203,45,667,887,1082,1382,4302,5347,5917,1123,876,69,169,"Kent city, Washington",2056,257,191,247,148,113,131,119,156,113,193,107,195,77,269,495,477,569,908,1035,1111,430,519,113,163
"G53035940","2014","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2014","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",16174,332,79,38,80,0,136,0,245,76,0,0,42,0,362,409,1784,1117,3738,4229,3070,266,171,0,0,"Marysville city, Washington",1533,195,92,62,67,193,220,193,238,65,193,193,69,193,259,237,586,526,838,1087,816,165,171,193,193
"G53053545","2014","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2014","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",18753,199,187,210,52,0,90,0,141,33,85,54,218,269,201,374,786,846,2482,2639,5016,2520,2153,67,131,"Renton city, Washington",1663,175,181,211,86,193,108,193,135,56,97,89,165,239,176,207,370,377,655,787,1039,648,656,109,129
"G53063000","2014","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",138638,1750,75,218,25,203,39,45,171,241,56,250,203,0,422,977,1816,1214,6253,9447,28224,24139,39087,13070,10713,"Seattle city, Washington",3739,550,120,211,41,151,63,75,158,235,94,245,168,193,256,394,526,477,1213,1361,2279,2074,2597,1782,1354
"G53067000","2014","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",46701,446,343,348,163,85,0,0,209,749,941,1733,1779,1957,5598,6012,7031,4940,6390,3387,2464,771,1174,181,0,"Spokane city, Washington",2266,253,267,252,140,102,193,193,270,348,367,677,619,449,1210,1071,1096,822,1203,788,534,310,485,155,193
"G53067167","2014","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",22124,824,355,124,85,24,0,0,152,413,335,578,252,345,2753,2430,3852,2627,4050,1406,818,122,176,0,403,"Spokane Valley city, Washington",1546,341,216,98,143,40,193,193,178,310,264,444,168,215,796,592,766,631,824,450,456,117,180,193,284
"G53070000","2014","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",38284,549,121,247,212,0,83,0,0,149,119,80,148,995,2521,3110,5155,4790,5897,5292,4476,1930,1915,28,467,"Tacoma city, Washington",2330,306,94,176,237,193,86,193,193,148,210,77,134,431,656,902,1095,979,939,856,863,460,471,34,295
"G53074060","2014","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",32548,1090,180,155,25,249,9,39,262,27,128,221,160,235,1853,2459,3836,4629,6553,3872,4184,1419,845,44,74,"Vancouver city, Washington",1866,469,155,156,42,164,17,66,205,45,125,165,204,304,635,575,655,1025,1025,754,920,487,366,72,86
"G53080010","2014","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",19344,662,310,660,202,36,127,80,85,39,236,369,757,997,3122,1753,1952,2367,2181,1382,1335,319,251,122,0,"Yakima city, Washington",1562,430,294,493,183,61,125,131,108,63,233,265,317,512,900,590,635,863,771,653,641,247,223,145,193
"G55002375","2014","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,"Appleton city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,
"G55022300","2014","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",12832,386,284,122,63,0,0,0,83,113,261,314,507,590,2730,2136,1771,763,1361,895,401,0,52,0,0,"Eau Claire city, Wisconsin",930,208,216,113,107,145,145,145,139,133,224,224,301,284,784,503,556,312,417,451,331,145,94,145,145
"G55031000","2014","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",24169,240,373,118,0,0,0,0,68,258,874,1238,1375,1745,5436,4189,3146,1405,1872,732,579,309,88,50,74,"Green Bay city, Wisconsin",1569,184,261,112,145,145,145,145,83,178,414,499,456,653,873,784,618,473,517,313,267,201,103,83,87
"G55039225","2014","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",21791,461,199,0,113,34,40,155,235,192,434,483,993,1420,4061,3446,3623,1447,1561,1554,1024,246,0,0,70,"Kenosha city, Wisconsin",1421,277,155,145,142,57,65,199,215,146,382,268,364,511,899,901,1075,471,565,609,453,211,145,145,113
"G55048000","2014","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",49958,943,253,374,199,0,0,0,0,73,93,491,80,204,2200,4034,6806,6906,10818,5289,6925,2204,1601,398,67,"Madison city, Wisconsin",1887,343,161,201,219,145,145,145,145,130,120,302,92,174,662,738,1087,1110,1501,1002,1065,543,461,247,112
"G55053000","2014","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",97841,1733,800,460,731,609,1214,956,3735,4160,7244,5721,7807,6419,15403,12362,10957,5105,5502,2554,1989,686,1090,225,379,"Milwaukee city, Wisconsin",3800,598,368,236,295,276,387,430,699,804,1249,1167,1085,1258,1665,1139,1345,920,1040,617,454,349,462,174,210
"G55060500","2014","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",14092,337,90,119,0,0,64,0,71,258,474,825,1806,1753,2262,2071,1427,1018,652,460,169,178,0,33,25,"Oshkosh city, Wisconsin",1435,246,111,118,145,145,101,145,83,162,326,371,612,534,572,551,474,391,394,290,170,174,145,55,42
"G55066000","2014","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",15887,280,149,0,60,0,102,0,594,581,1168,1454,1416,1482,3704,2258,661,453,634,396,204,72,138,37,44,"Racine city, Wisconsin",1433,270,183,145,102,145,153,145,378,451,461,530,511,510,699,683,410,287,492,267,202,117,146,62,76
"G55084250","2014","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,
"G72006593","2014","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",43842,489,311,141,0,69,22,46,165,242,730,666,995,2699,9812,8820,9398,2787,3863,1296,525,389,259,0,118,"Bayamón zona urbana, Puerto Rico",1911,284,157,107,220,113,37,77,165,240,369,297,349,503,1288,1418,1182,667,841,438,303,340,218,220,100
"G72010334","2014","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,"Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,
"G72014290","2014","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",39540,736,74,85,74,0,165,161,701,391,453,156,986,1610,5685,7619,8722,4520,4406,1159,875,417,153,81,311,"Carolina zona urbana, Puerto Rico",2138,425,66,98,88,220,141,185,435,236,295,125,416,596,1200,1055,1354,1189,1013,488,335,239,194,100,229
"G72032522","2014","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",20491,189,0,0,0,0,0,0,49,0,159,208,280,1543,2207,1873,2681,1387,2486,2461,1543,1013,1525,538,349,"Guaynabo zona urbana, Puerto Rico",1519,182,220,220,220,220,220,220,83,220,180,218,214,601,694,648,862,475,515,767,608,515,645,363,275
"G72052431","2014","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",13468,80,304,23,194,60,172,99,359,810,724,1108,1191,792,2008,1337,1491,452,525,876,401,189,73,0,200,"Mayagüez zona urbana, Puerto Rico",1047,108,235,42,152,74,178,88,266,369,365,454,506,375,704,550,551,255,293,447,278,241,123,220,212
"G72063820","2014","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",27725,263,225,423,485,282,366,356,930,925,684,1416,2732,3096,4931,2897,2670,1161,679,912,691,890,139,177,395,"Ponce zona urbana, Puerto Rico",1786,177,186,252,270,282,250,256,403,370,345,453,568,681,902,758,647,429,281,436,351,412,187,149,224
"G72076770","2014","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",75218,1207,114,257,378,185,765,266,519,1235,1429,2483,3216,2575,8014,8922,11980,6267,9288,3646,5198,2463,1798,1566,1447,"San Juan zona urbana, Puerto Rico",2777,531,111,221,253,144,283,149,297,429,563,631,772,655,1022,1334,1395,1134,1404,779,910,790,651,594,495
