GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MGZE001,MGZE002,MGZE003,MGZE004,MGZE005,MGZE006,MGZE007,MGZE008,MGZE009,MGZE010,MGZE011,MGZE012,MGZE013,MGZE014,MGZE015,MGZE016,MGZE017,MGZE018,MGZE019,MGZE020,MGZE021,MGZE022,MGZE023,MGZE024,MGZE025,NAME_M,MGZM001,MGZM002,MGZM003,MGZM004,MGZM005,MGZM006,MGZM007,MGZM008,MGZM009,MGZM010,MGZM011,MGZM012,MGZM013,MGZM014,MGZM015,MGZM016,MGZM017,MGZM018,MGZM019,MGZM020,MGZM021,MGZM022,MGZM023,MGZM024,MGZM025
"G15071550","2011","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",52410,147,0,0,0,69,55,0,183,132,185,234,250,100,404,96,692,359,1737,2664,8782,6088,14086,10166,5981,"Urban Honolulu CDP, Hawaii",2979,172,187,187,187,114,64,187,141,126,134,224,161,122,300,115,317,198,585,647,1356,939,1472,1499,970
"G16008830","2011","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",50312,548,548,421,563,465,63,345,0,267,120,489,1063,1586,8208,5580,6221,6686,6367,3692,3768,1081,1548,307,376,"Boise City city, Idaho",2851,377,359,271,440,424,106,467,195,234,139,380,471,590,1610,1134,1133,1653,1300,862,1159,598,671,255,288
"G16052120","2011","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2011","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2011","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",24472,32,33,0,191,52,0,0,203,225,110,313,869,157,1145,238,634,1502,2667,2615,6751,3518,2508,399,310,"Arlington Heights village, Illinois",1705,54,55,189,315,86,189,189,182,263,179,285,653,159,580,178,305,662,797,666,1043,809,663,304,227
"G17003012","2011","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",39971,137,116,50,0,93,41,0,54,154,339,1309,1152,675,4538,5019,4932,2991,5531,6530,4432,1435,165,278,0,"Aurora city, Illinois",2991,230,197,85,189,157,67,189,70,246,238,490,663,424,993,1323,1239,974,1221,2052,1381,741,196,459,189
"G17006613","2011","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",19138,417,0,392,0,285,82,0,140,83,361,429,617,681,2302,2720,2180,1450,2854,1451,1670,837,115,72,0,"Bloomington city, Illinois",1426,392,189,346,189,414,95,189,141,115,369,258,288,325,645,661,586,492,788,495,461,660,117,122,189
"G17007133","2011","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2011","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",14885,37,24,0,0,42,0,0,226,345,185,371,303,562,2186,2933,2058,1157,1504,854,1469,409,104,56,60,"Champaign city, Illinois",1505,65,46,189,189,70,189,189,206,251,134,245,209,264,608,858,653,457,635,289,556,262,130,94,104
"G17014000","2011","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",449479,672,1164,1261,2246,1651,2003,1163,3008,3933,6631,6764,9790,10815,35474,26016,43997,34449,59608,50108,68855,29853,28372,12020,9626,"Chicago city, Illinois",8260,267,359,536,733,613,573,446,786,845,1158,1463,1602,1622,2763,2455,2440,3262,3192,3218,3911,2665,2266,2343,1912
"G17014351","2011","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2011","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",17510,932,408,541,394,373,455,275,1094,1221,2191,1124,1230,1407,1789,1014,1130,593,566,368,192,38,0,0,175,"Decatur city, Illinois",1220,425,240,313,200,257,259,160,298,509,629,394,374,448,492,330,358,329,274,206,154,64,189,189,164
"G17023074","2011","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2011","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17038570","2011","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Joliet city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17051622","2011","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2011","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2011","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",25311,115,350,121,175,197,727,179,632,1676,928,1917,1727,1905,2545,2278,3071,1216,2199,1075,658,841,261,67,451,"Peoria city, Illinois",1735,100,261,108,138,175,336,140,341,655,398,612,579,724,653,570,702,443,618,419,269,415,185,115,310
"G17065000","2011","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",32832,326,331,398,340,53,117,362,1035,1346,2315,2771,3164,3567,4925,4493,2801,1060,1780,650,397,352,131,118,0,"Rockford city, Illinois",1668,213,192,301,183,85,115,180,372,463,658,704,768,811,852,872,676,491,730,303,193,229,121,106,189
"G17068003","2011","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",19383,0,246,164,36,44,0,43,0,0,169,228,230,275,615,1431,1618,1832,2831,3234,3790,1826,329,351,91,"Schaumburg village, Illinois",1740,189,209,194,60,73,189,74,189,189,165,173,198,229,323,624,645,706,924,814,760,769,370,425,110
"G17070122","2011","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2011","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",31880,789,0,557,179,103,800,344,1199,1483,1499,1971,2276,1718,4244,4157,3128,1086,2591,1865,1036,610,50,89,106,"Springfield city, Illinois",1557,319,189,354,166,103,321,258,508,493,515,539,647,497,977,955,663,516,586,515,439,296,84,103,128
"G17079293","2011","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",15922,89,40,57,0,0,29,169,105,210,575,826,676,1011,2640,2306,1780,1427,1638,748,430,358,635,136,37,"Waukegan city, Illinois",1181,123,67,93,189,189,48,282,132,211,545,384,317,557,713,595,606,586,617,379,338,309,474,112,61
"G18005860","2011","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,
"G18010342","2011","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2011","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",28667,258,842,46,300,197,299,641,1409,1952,2386,3313,2754,3249,3566,2401,2079,815,1139,476,331,145,0,0,69,"Evansville city, Indiana",1867,177,486,54,213,135,170,434,502,560,730,785,683,741,644,699,612,325,498,257,220,110,190,190,115
"G18023278","2011","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2011","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",64270,1436,658,875,391,415,883,1026,2046,2431,4739,5123,6849,5552,10233,7180,5311,2703,2793,1366,1343,289,280,56,292,"Fort Wayne city, Indiana",2380,484,324,449,264,219,327,540,644,640,994,962,1050,984,1239,1034,864,696,669,538,520,261,167,94,156
"G18027000","2011","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",15772,103,442,355,357,346,536,525,1239,1799,1638,1485,1304,1368,1687,937,508,413,353,152,63,56,35,0,71,"Gary city, Indiana",1507,99,332,250,291,252,255,229,396,604,598,617,418,631,574,454,216,355,245,189,75,97,54,190,117
"G18031000","2011","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",18631,205,263,56,398,175,123,37,507,1132,1394,1802,3496,1673,3588,2097,781,494,154,212,44,0,0,0,0,"Hammond city, Indiana",1314,178,217,109,307,229,149,62,324,415,486,496,967,490,770,679,397,312,192,209,74,190,190,190,190
"G18036003","2011","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",177603,1607,1533,1144,1375,1121,1598,1505,5861,6810,8246,10442,14247,13034,31167,20347,18170,10199,11392,5357,6451,2117,2286,645,949,"Indianapolis city (balance), Indiana",4067,634,542,585,416,407,575,418,1150,1176,1301,1440,1735,1932,2863,2429,2299,1676,1645,1003,1371,559,589,341,462
"G18040788","2011","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",13597,142,69,0,0,83,0,0,296,270,891,1006,1396,1644,3610,1316,924,517,486,204,382,195,166,0,0,"Lafayette city, Indiana",1122,136,84,190,190,130,190,190,235,187,335,402,451,443,847,467,504,241,293,162,368,165,226,190,190
"G18051876","2011","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",13655,456,188,476,467,117,444,547,1434,958,1143,1213,1536,999,1707,537,665,219,69,231,92,0,19,0,138,"Muncie city, Indiana",1097,272,158,287,224,145,229,281,424,337,399,431,573,389,540,313,380,146,116,239,112,190,33,190,135
"G18071000","2011","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",24355,299,305,301,613,539,727,663,1146,1609,2658,2621,2423,2102,3276,1746,1518,356,704,263,151,311,0,0,24,"South Bend city, Indiana",1454,179,171,176,290,260,355,388,378,403,681,642,610,564,668,449,454,231,297,186,140,176,190,190,40
"G19012000","2011","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",37479,158,731,115,98,189,31,155,411,878,409,1234,2563,1684,7428,6534,3830,2573,4115,1576,1945,476,132,38,176,"Cedar Rapids city, Iowa",1647,172,551,143,118,204,52,183,342,461,241,517,611,538,1200,1195,923,728,971,518,788,271,117,62,168
"G19019000","2011","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",23560,448,146,65,145,174,144,235,228,860,766,1293,1569,1887,4744,2932,1924,1588,1985,1209,988,131,79,20,0,"Davenport city, Iowa",1449,343,221,78,149,153,124,236,152,376,308,446,419,639,889,699,556,536,557,515,405,126,96,33,155
"G19021000","2011","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",50068,639,430,382,254,273,92,303,568,1153,1977,2879,3877,3832,11675,8077,4975,2637,2683,1873,582,370,403,54,80,"Des Moines city, Iowa",2768,351,252,376,200,279,85,218,276,436,635,806,860,899,1405,1272,926,859,685,516,250,182,191,64,98
"G19038595","2011","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,
"G19073335","2011","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",19419,343,130,110,258,122,44,507,937,1874,1363,1399,1902,1889,2687,1727,1305,371,1157,412,342,214,183,101,42,"Sioux City city, Iowa",1290,242,124,154,289,194,75,335,490,568,589,583,577,585,616,590,492,235,519,256,269,205,185,126,68
"G19082425","2011","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",17440,403,404,211,103,69,160,45,373,867,513,1365,2017,2092,3287,2038,1512,459,790,215,256,68,193,0,0,"Waterloo city, Iowa",1303,239,279,251,165,85,142,65,176,362,232,402,509,610,756,458,377,263,264,202,233,108,168,155,155
"G20036000","2011","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",31935,917,236,579,581,625,988,950,1407,2132,2167,3008,3543,2141,4407,3163,2163,606,1190,515,435,145,37,0,0,"Kansas City city, Kansas",1530,345,165,299,370,362,367,446,428,531,529,675,750,555,896,636,603,295,492,268,168,107,49,168,168
"G20038900","2011","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,
"G20052575","2011","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",33749,76,247,52,45,66,40,138,0,0,104,210,166,545,1821,3071,4931,6974,7629,4219,1891,772,752,0,0,"Olathe city, Kansas",1807,88,211,86,74,108,67,159,168,168,98,163,146,227,712,913,1025,1230,1313,868,622,389,485,168,168
"G20053775","2011","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",47269,39,155,255,0,136,77,138,0,36,77,330,345,707,2665,4425,6301,3968,8809,7815,5561,2132,2578,293,427,"Overland Park city, Kansas",2158,64,145,207,168,159,132,161,168,60,131,288,228,507,665,806,1097,855,1251,1291,1101,598,801,179,679
"G20071000","2011","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",30783,1041,374,459,403,294,362,522,1745,1791,2546,2629,2753,2078,4152,3244,1478,1033,1926,1084,344,278,128,119,0,"Topeka city, Kansas",1932,543,276,301,334,198,236,276,617,535,692,739,823,699,782,757,627,526,740,513,259,177,177,117,168
"G20079000","2011","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",90923,909,996,363,1066,868,1235,701,2556,3941,5478,5401,7152,5606,11560,11112,9501,4557,6538,4170,4313,1337,893,429,241,"Wichita city, Kansas",2618,421,377,229,392,322,545,381,586,742,1161,913,1177,885,1414,1716,1324,908,1305,1247,1108,757,483,306,184
"G21046027","2011","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",70899,447,795,297,215,252,297,105,170,454,1424,1700,1849,2869,9061,10895,8627,6215,7074,5252,7373,1824,2030,509,1165,"Lexington-Fayette urban county, Kentucky",2474,220,480,247,204,289,248,130,175,246,683,595,648,649,1496,1597,1455,1374,1217,1181,1458,658,611,304,604
"G21048006","2011","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",148241,1810,1032,1081,961,736,1039,580,2014,3808,3801,4394,7315,10127,24082,21294,14888,10095,12225,7942,10776,3808,2345,1040,1048,"Louisville/Jefferson County metro government (balance), Kentucky",3841,667,380,573,474,330,411,248,531,787,729,915,1162,1302,2182,2010,1797,1654,1436,1259,1624,1012,650,381,610
"G22005000","2011","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",45429,103,643,320,411,241,728,92,1171,954,2158,1992,3401,1961,4670,3528,5677,3706,4537,2912,3233,1484,1120,192,195,"Baton Rouge city, Louisiana",2463,102,414,229,283,165,407,95,453,453,641,609,1089,600,1027,965,1128,861,963,978,1061,593,492,145,222
"G22039475","2011","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",14603,220,197,261,0,23,65,0,0,71,29,162,579,448,1160,1760,3095,1217,2560,887,925,516,304,0,124,"Kenner city, Louisiana",1674,323,188,297,198,40,106,198,198,117,50,155,297,279,473,577,992,467,775,460,377,349,257,198,121
"G22040735","2011","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",28377,0,601,152,583,180,258,0,688,957,256,846,1074,456,1604,4164,2706,3274,3306,2297,2520,646,1092,292,425,"Lafayette city, Louisiana",2144,198,440,181,553,218,187,198,423,459,259,369,538,287,581,1318,859,874,987,677,724,252,619,337,340
"G22041155","2011","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",15673,170,162,55,232,82,400,116,482,728,1028,1210,755,679,1980,1198,1669,833,1390,1008,711,229,407,149,0,"Lake Charles city, Louisiana",1390,180,158,69,223,97,276,137,324,363,376,446,365,357,638,517,527,414,570,448,370,228,264,157,198
"G22050115","2011","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",34555,60,41,491,237,96,44,106,35,255,276,297,342,498,2087,2771,4572,3943,7055,5418,3012,663,1331,349,576,"Metairie CDP, Louisiana",1884,102,46,202,197,95,75,125,58,228,199,224,208,267,739,833,721,783,950,921,703,257,479,252,285
"G22055000","2011","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",67090,435,493,401,359,140,312,74,716,879,1128,1141,2140,2564,5817,6802,8196,4677,7492,6178,7838,2746,4040,1297,1225,"New Orleans city, Louisiana",2150,233,354,271,285,144,167,91,420,274,341,332,546,725,871,1139,1049,952,977,797,1185,600,741,392,465
"G22070000","2011","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",44167,912,519,1216,573,612,683,748,1593,2984,2116,2500,2261,1294,3991,5380,4844,2672,3323,1971,2179,491,929,256,120,"Shreveport city, Louisiana",1977,538,278,522,333,394,527,331,630,932,678,663,672,428,854,1086,1049,819,876,701,565,283,416,207,128
"G23060545","2011","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,"Portland city, Maine",,,,,,,,,,,,,,,,,,,,,,,,,
"G24004000","2011","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",116312,215,1322,630,925,717,1087,593,2436,2696,2883,3987,5272,6100,14781,11821,15189,8661,13795,7304,7788,3002,3263,1098,747,"Baltimore city, Maryland",3638,156,727,267,355,303,334,366,649,734,713,1041,1101,1271,1748,1735,1686,1363,1598,1195,1270,768,861,428,397
"G24019125","2011","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24026000","2011","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24030325","2011","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24032025","2011","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24032650","2011","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2011","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2011","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2011","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",84440,62,265,55,28,0,501,18,93,131,44,229,130,289,1175,1052,1983,2135,7514,11554,23279,13380,12963,3201,4359,"Boston city, Massachusetts",3560,89,438,92,56,204,312,29,110,125,76,233,134,282,469,423,609,561,1128,1599,2731,1501,1438,821,932
"G25009000","2011","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Brockton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25011000","2011","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25023000","2011","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25024960","2011","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Framingham CDP, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25034550","2011","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25037000","2011","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Lowell city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25037490","2011","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25045000","2011","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"New Bedford city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25045560","2011","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2011","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25062535","2011","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,"Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,
"G25067000","2011","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",26585,30,242,189,71,93,31,36,220,46,367,192,758,1158,3907,6109,4982,3704,2219,1100,794,203,98,0,36,"Springfield city, Massachusetts",2152,58,190,150,86,108,57,60,145,75,205,154,313,391,899,1044,1104,799,597,576,512,241,118,204,62
"G25082000","2011","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",30483,71,38,0,309,141,23,94,0,126,390,0,0,316,1077,1840,4524,4649,7322,3983,4520,756,240,64,0,"Worcester city, Massachusetts",1885,117,61,204,223,178,38,112,204,155,309,204,204,200,442,619,948,1035,1197,898,1136,488,166,102,204
