GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G4500570","2016","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",27252,361,92,150,36,436,796,298,450,1169,509,1728,698,268,2622,1370,2111,1484,2554,4112,2784,1611,1575,0,0,0,38,"Lancaster County, South Carolina",1426,222,108,149,67,451,425,277,342,712,312,764,363,195,774,471,769,629,802,1176,894,953,866,207,207,207,64
"G4500590","2016","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",16680,756,590,91,334,503,462,476,437,682,1176,1398,1271,1013,1666,715,1094,477,1160,1550,508,315,6,0,0,0,0,"Laurens County, South Carolina",1134,432,303,82,191,284,286,332,298,296,444,444,479,410,510,281,394,265,401,518,316,246,11,207,207,207,207
"G4500630","2016","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",81383,1655,723,802,778,764,670,676,1607,1897,1628,2122,2997,3088,9800,11092,11547,5382,8327,5053,5402,2085,1997,772,232,120,167,"Lexington County, South Carolina",2487,471,402,393,432,415,274,420,574,585,502,650,820,759,1401,1440,1654,936,1230,898,837,527,528,431,239,170,143
"G4500730","2016","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",22319,531,220,158,554,205,216,176,574,1032,1290,582,675,434,2788,1529,2233,1056,1400,1814,1632,1207,686,987,239,42,59,"Oconee County, South Carolina",1536,354,231,139,427,158,216,186,307,510,680,393,327,276,849,610,727,504,488,629,503,560,364,472,189,75,102
"G4500750","2016","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",21726,528,386,267,748,326,630,122,1509,1641,1084,741,2236,1120,1622,2446,1933,435,1657,842,911,144,118,96,7,38,139,"Orangeburg County, South Carolina",1420,330,378,236,550,233,363,119,496,529,436,367,777,388,586,728,614,254,679,564,363,162,163,110,12,66,135
"G4500770","2016","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",31255,655,410,199,248,202,107,186,896,713,1057,1536,1457,2106,3678,3015,3488,1748,3095,2452,1934,599,1076,107,40,111,140,"Pickens County, South Carolina",1757,299,298,158,242,146,129,167,550,358,600,625,448,686,985,765,873,597,753,536,619,323,469,105,68,113,137
"G4500790","2016","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",89421,1249,798,701,402,618,223,364,1233,2430,1886,3074,4190,3721,10720,11449,9454,6463,8960,6020,7325,3498,3796,390,269,37,151,"Richland County, South Carolina",3242,677,525,336,371,555,215,213,509,607,588,764,794,1039,2022,1842,1653,1466,1489,1244,1074,882,952,230,217,59,155
"G4500830","2016","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",79280,2142,1056,1136,973,1000,1232,1004,1570,1760,3535,4301,4550,3762,9941,9938,7734,5272,6106,3646,3569,2080,2246,214,398,44,71,"Spartanburg County, South Carolina",2679,780,450,556,503,414,489,444,606,719,997,931,1164,833,1191,1654,1338,1121,1257,903,849,730,656,186,242,72,88
"G4500850","2016","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",27078,315,397,492,740,297,576,454,1111,1125,1083,1451,2031,2212,2891,2841,1763,2085,2082,1543,709,184,121,66,73,362,74,"Sumter County, South Carolina",1902,217,318,465,440,238,382,251,531,426,508,576,789,921,773,736,684,808,818,456,508,183,158,108,126,405,107
"G4500910","2016","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",68780,839,157,419,144,120,511,193,817,1195,1126,1908,2557,1541,6334,6867,8354,5766,6686,7403,8572,3639,2491,890,235,0,16,"York County, South Carolina",2826,480,133,260,137,142,348,180,510,624,458,628,893,567,1229,1118,1334,1189,1044,1343,1289,757,565,501,212,207,22
"G4600990","2016","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",47542,1104,178,417,207,57,274,292,270,374,500,609,1078,1161,4377,5312,8058,4218,6580,4225,4804,1748,1259,166,16,74,184,"Minnehaha County, South Dakota",1897,602,188,252,171,95,162,287,190,306,282,274,433,418,879,1000,1150,886,1019,891,900,467,519,183,27,118,181
"G4601030","2016","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",29398,1295,339,158,195,233,210,186,269,416,339,340,581,382,2258,2461,3765,3544,4333,2193,2847,1062,1037,266,86,586,17,"Pennington County, South Dakota",1309,602,267,175,191,204,253,141,208,369,258,276,291,226,520,647,837,817,876,582,768,497,541,175,102,506,29
"G4700010","2016","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",19958,633,115,225,32,66,228,27,669,529,1007,1450,1034,1532,2282,1463,1447,1590,1777,1448,1375,442,544,43,0,0,0,"Anderson County, Tennessee",1458,512,111,194,53,109,258,48,341,316,425,565,506,656,677,553,557,464,728,465,415,245,370,73,204,204,204
"G4700090","2016","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",38456,656,319,310,336,48,231,232,464,518,441,524,1697,976,3645,4753,4424,2794,5699,3500,3947,1261,979,308,104,218,72,"Blount County, Tennessee",1789,436,238,240,312,81,196,238,299,400,328,266,646,405,908,1126,952,755,1019,915,876,493,437,237,164,196,105
"G4700110","2016","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",26785,169,325,228,171,151,139,273,384,345,521,415,1720,1988,2692,4314,3573,1887,2837,1854,1996,436,160,0,207,0,0,"Bradley County, Tennessee",1599,188,270,241,184,140,145,262,346,239,390,322,644,768,755,1029,870,678,838,671,687,352,162,204,184,204,204
"G4700370","2016","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",150725,810,236,627,269,335,209,307,191,712,416,2332,3222,3737,12829,14533,17013,11725,22082,14814,17204,9207,9739,5466,1279,532,899,"Davidson County, Tennessee",3602,362,184,409,219,342,194,325,198,369,271,861,825,977,1647,1792,2028,1593,2187,1583,2010,1124,1318,903,418,276,348
"G4700590","2016","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",19051,18,166,77,440,117,383,306,940,275,859,1139,1308,667,2349,1407,2710,1196,1477,1043,883,403,390,158,285,0,55,"Greene County, Tennessee",1369,32,180,95,336,130,238,284,494,216,391,516,521,347,698,500,646,509,613,516,417,247,275,164,320,204,93
"G4700650","2016","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",92169,526,402,851,206,281,425,107,885,1038,1328,3798,2713,2394,9050,9648,13651,10456,10109,8042,8518,3811,2310,948,290,151,231,"Hamilton County, Tennessee",2523,358,214,334,184,226,293,127,462,486,423,1114,580,666,1514,1622,1593,1624,1580,1319,1318,1063,472,346,202,104,192
"G4700930","2016","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",116549,1255,774,775,476,570,658,559,1352,1652,2721,2458,5032,4476,9924,11121,14985,10197,14203,9800,10627,5399,4106,1482,942,504,501,"Knox County, Tennessee",2893,603,417,360,273,337,447,335,509,519,663,744,1154,930,1335,1362,1746,1489,1525,1504,1187,997,806,438,420,310,331
"G4701130","2016","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",23131,118,52,357,155,336,116,81,377,704,1088,1070,1993,1309,2434,3637,3219,1444,1625,1064,1420,305,90,76,32,0,29,"Madison County, Tennessee",1365,113,73,235,157,214,100,101,200,304,440,386,773,506,787,1061,887,605,474,396,512,241,115,98,53,204,52
"G4701190","2016","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",23359,225,65,113,267,119,268,0,490,444,634,1338,611,764,2759,1942,2908,2408,2701,2035,1834,576,705,67,0,36,50,"Maury County, Tennessee",1441,176,118,138,235,203,252,204,333,381,356,674,401,510,689,623,808,666,818,678,616,316,395,85,204,62,93
"G4701250","2016","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",41704,97,189,392,118,165,201,49,567,499,760,1126,2036,2141,4794,5647,5469,3361,6904,3312,2180,1168,177,158,26,111,57,"Montgomery County, Tennessee",2536,106,148,327,135,180,238,89,444,356,483,435,696,813,1094,1192,1227,1050,1707,1139,712,673,161,151,48,128,93
"G4701410","2016","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",19388,77,96,67,319,209,89,0,256,201,733,455,535,558,2308,2442,4646,742,1763,1222,1621,539,29,440,41,0,0,"Putnam County, Tennessee",1197,92,124,120,300,175,142,204,246,169,563,294,220,341,646,742,1073,331,484,475,659,371,48,289,74,204,204
"G4701470","2016","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",18341,117,68,26,0,8,28,0,202,217,514,775,279,596,1417,2981,2492,1513,2068,1877,1890,497,451,197,128,0,0,"Robertson County, Tennessee",981,128,113,48,204,12,48,204,177,205,342,581,214,343,571,686,720,518,566,640,573,317,442,262,133,204,204
"G4701490","2016","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",73496,617,246,300,270,216,0,0,314,419,600,720,595,1461,7571,11735,10732,7043,9200,8250,7119,3969,1373,276,188,88,194,"Rutherford County, Tennessee",2844,340,248,247,266,204,204,204,373,385,492,410,338,707,1416,2161,1638,1536,1371,1625,1306,1000,621,236,143,116,186
"G4701550","2016","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",25161,46,228,210,339,220,119,32,552,255,209,456,829,402,2228,3564,4894,2444,2860,1432,1822,1245,405,125,168,0,77,"Sevier County, Tennessee",1816,75,210,224,304,141,115,52,440,223,187,287,455,236,734,1367,1094,751,885,719,575,662,280,149,236,204,87
"G4701570","2016","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",187543,1264,1680,1857,1946,1484,2427,1826,7012,9111,9299,8302,10976,8575,18710,14375,16990,12157,17890,12265,13747,5574,6851,1590,1202,287,146,"Shelby County, Tennessee",4372,401,538,730,668,475,818,634,1220,1394,1351,1255,1657,1465,2250,1643,1852,1818,1690,1395,1581,985,1194,534,543,263,163
"G4701630","2016","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",46375,1038,864,437,561,364,420,308,976,1532,1624,2264,2986,3316,5829,4945,5234,1977,3046,3077,3030,853,1163,392,95,0,44,"Sullivan County, Tennessee",1983,412,518,392,371,314,299,294,378,634,572,689,813,740,1181,926,1012,657,625,855,762,333,569,262,110,204,73
"G4701650","2016","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",47469,114,532,208,67,41,256,70,89,369,382,478,1252,1018,3840,4754,5863,3113,6085,5992,7268,2351,2632,411,140,0,144,"Sumner County, Tennessee",1956,140,457,188,84,59,251,63,147,234,233,261,569,392,796,1100,1072,836,951,908,1062,709,724,299,202,204,172
"G4701790","2016","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",32840,827,85,72,283,237,177,0,816,194,1371,1130,704,1527,3336,3477,3985,2545,4021,2729,2373,1271,878,582,220,0,0,"Washington County, Tennessee",1826,418,146,118,292,367,162,204,435,200,659,565,456,503,761,934,976,774,1042,738,755,573,434,452,176,204,204
"G4701870","2016","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",57998,103,158,0,377,0,28,43,0,0,339,0,251,37,932,628,1661,1796,4949,3834,11308,9202,14636,4271,2142,710,593,"Williamson County, Tennessee",2176,124,154,204,534,204,47,75,204,204,308,204,329,60,444,328,500,665,1229,918,1574,1152,1411,792,614,329,313
"G4701890","2016","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",34258,187,146,400,0,218,43,0,198,407,415,604,259,435,1691,1822,3420,2915,5704,5402,5685,2133,1545,503,87,0,39,"Wilson County, Tennessee",1699,199,190,436,204,221,72,204,185,378,361,502,212,254,693,728,708,673,1072,1078,1017,761,573,328,148,204,73
"G4800050","2016","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",18654,544,777,181,366,362,1025,217,837,1039,837,824,1103,894,1754,1653,1682,929,1250,638,824,483,253,46,0,22,114,"Angelina County, Texas",1685,382,455,193,351,356,671,189,483,520,666,410,493,555,647,710,727,462,584,418,436,332,314,87,220,40,146
"G4800210","2016","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",21273,654,64,69,171,180,118,13,459,399,800,903,337,269,1188,2350,2306,1227,2817,2721,1792,1498,603,0,62,194,79,"Bastrop County, Texas",1660,527,109,120,200,184,155,21,452,284,504,589,436,194,570,835,840,659,1376,946,858,741,368,220,103,236,136
"G4800270","2016","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",64025,1001,306,232,502,314,559,169,1778,1460,2067,2186,4003,4212,8544,7249,7023,5739,6885,3788,3117,1478,1053,94,212,0,54,"Bell County, Texas",2736,453,254,186,294,251,510,171,697,556,505,594,1066,1140,1661,1510,1497,1214,1229,983,815,608,391,83,231,220,95
"G4800290","2016","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",363812,2443,1287,1403,2157,1917,3394,2359,9298,12187,17153,17283,18900,19509,39140,33201,35827,27981,37505,24187,28124,11752,9358,3671,1974,1116,686,"Bexar County, Texas",6470,609,400,438,746,640,855,624,1570,1540,1906,2148,2110,1938,3203,2822,2627,2870,2968,2175,2528,1635,1360,962,579,626,365
"G4800370","2016","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",21039,600,80,0,419,1406,616,114,579,836,1211,772,2064,812,2279,1561,1967,1156,1675,1270,642,232,332,416,0,0,0,"Bowie County, Texas",1555,329,134,220,384,623,292,93,393,333,550,343,988,380,680,673,806,497,576,545,321,185,272,354,220,220,220
"G4800390","2016","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",83719,1664,1086,431,796,430,799,1252,1929,1488,1687,2063,3212,2422,6281,5695,10717,4259,11318,13153,9354,2239,1202,242,0,0,0,"Brazoria County, Texas",3169,845,677,310,468,335,474,773,914,575,1187,754,1193,824,1260,1210,1927,1249,2031,2029,1820,958,606,269,220,220,220
"G4800410","2016","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",36187,313,98,431,352,385,326,74,855,313,336,693,1641,845,3693,2379,3423,3840,4218,3381,4227,2078,1952,181,0,94,59,"Brazos County, Texas",2149,361,104,426,317,290,240,125,527,237,282,485,777,365,1097,824,925,987,968,840,939,794,529,133,220,126,97
"G4800610","2016","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",80089,1351,1303,1653,2798,2734,3313,2140,6422,7882,5301,5134,6638,3680,6283,5336,5928,3120,3081,2736,1483,649,415,536,0,126,47,"Cameron County, Texas",2941,500,553,697,1021,891,1074,766,1344,1331,1246,1301,1404,826,1273,1165,1177,881,965,773,616,424,286,351,220,141,83
"G4800850","2016","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",222674,1485,944,656,198,588,948,560,235,1136,1875,1078,1469,957,4745,7477,12995,13549,31505,38013,52455,23462,20018,3847,1195,767,517,"Collin County, Texas",3736,881,636,424,172,531,488,450,241,558,852,547,605,400,1026,1481,2095,2077,2881,2702,3053,2445,2012,790,420,375,313
"G4800910","2016","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",35560,278,36,168,478,191,244,32,198,142,89,768,487,246,1175,2151,3383,1911,4668,3113,5420,4030,4672,1000,568,112,0,"Comal County, Texas",1658,288,62,206,409,143,287,52,145,151,103,419,266,234,444,653,975,501,1034,849,1007,1079,885,546,451,131,220
"G4800990","2016","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",13605,90,52,41,100,234,230,232,457,1222,992,1012,1223,985,1486,1357,1102,1300,681,111,496,97,105,0,0,0,0,"Coryell County, Texas",1097,113,68,51,88,172,238,199,358,622,436,444,486,377,566,579,478,495,344,113,273,92,100,220,220,220,220
"G4801130","2016","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",456243,4792,2073,2796,2141,1728,3118,2422,8374,11566,13213,17658,25631,21860,56535,46444,45494,24463,36169,27905,34710,20399,21431,9449,6603,3446,5823,"Dallas County, Texas",6705,1059,541,895,661,661,954,804,1385,1412,1715,2186,2964,2227,3992,2972,3375,2352,2879,2459,2484,1914,1990,1364,1099,703,1021
"G4801210","2016","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",179336,1816,516,1197,391,892,208,192,454,1032,1570,1032,1162,1621,7062,9951,15359,15789,28805,22315,29532,19000,13129,3971,1171,797,372,"Denton County, Texas",3142,790,337,544,256,530,183,175,307,544,642,496,441,468,1338,1277,2047,1861,1880,2248,2364,1783,1341,975,496,570,202
"G4801350","2016","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",32908,790,551,687,460,484,1171,157,1192,898,1311,1321,1034,1085,5100,3166,3450,2563,2387,2030,1708,396,738,44,141,0,44,"Ector County, Texas",2097,570,394,364,346,312,579,199,642,441,520,513,504,511,1402,973,947,782,730,807,732,313,578,73,170,220,75
"G4801390","2016","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",40836,547,908,42,458,87,173,208,1217,1016,1199,1978,1090,923,3529,3930,4501,4074,4714,2664,4971,1302,922,372,11,0,0,"Ellis County, Texas",1641,396,530,54,360,83,174,193,546,480,531,780,356,380,856,986,915,945,930,811,1031,537,571,184,21,220,220
"G4801410","2016","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",160488,1484,1543,1698,836,737,1428,1510,3534,2831,5250,8867,13469,14018,29203,20779,18003,8525,12347,5319,5056,873,1995,468,452,0,263,"El Paso County, Texas",4842,600,482,897,498,386,599,613,842,755,1047,1561,1335,1698,2631,2330,2642,1621,2865,1310,1073,368,879,316,479,220,218
"G4801570","2016","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",174116,1097,306,304,309,642,393,26,815,1067,721,2574,3254,2370,9492,10259,13812,11362,23969,24389,33013,15879,14045,2146,1313,59,500,"Fort Bend County, Texas",4566,557,259,219,266,502,388,40,598,654,379,965,910,688,1520,1924,2166,1717,3479,3188,2799,2103,2163,768,985,98,302
"G4801670","2016","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",77330,1368,381,288,214,973,495,518,1063,1610,1323,2050,3022,2807,4503,5999,9765,5954,10251,6810,10479,4180,2468,685,124,0,0,"Galveston County, Texas",2508,797,511,215,185,685,323,351,506,761,530,671,1023,948,1139,1285,1936,1331,1940,1257,1932,903,584,529,117,220,220
"G4801810","2016","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",31842,454,367,317,716,337,609,339,1132,2211,1558,1309,2280,1450,2819,3661,2991,1335,1846,1756,1811,1418,580,398,126,22,0,"Grayson County, Texas",1663,333,261,199,408,269,338,223,466,743,535,513,785,563,790,822,755,529,605,649,616,540,382,323,152,37,220
"G4801830","2016","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",26668,582,138,226,255,151,648,421,849,1274,1313,1106,2028,1733,2762,2554,3040,1915,1958,1116,1404,443,435,219,98,0,0,"Gregg County, Texas",1829,332,216,295,197,186,344,294,456,707,679,674,674,724,839,777,972,809,622,520,541,322,245,175,111,220,220
"G4801870","2016","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",39444,571,563,107,354,242,731,532,603,993,1647,928,659,689,2434,2578,4786,4481,7114,5056,2827,490,602,356,51,39,11,"Guadalupe County, Texas",1572,321,462,119,271,303,736,506,362,498,891,507,264,361,843,674,1069,1057,1156,983,754,292,313,259,81,65,19
"G4802010","2016","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",862465,9260,4927,3547,2883,2662,4209,3938,11536,19849,23443,29874,39657,33193,92333,88649,92413,66151,88356,60235,72523,34264,38600,15601,12127,4753,7482,"Harris County, Texas",10205,1421,1408,873,850,808,1136,998,1525,1972,2948,2866,2880,3039,5029,5060,5405,4587,5880,3967,3780,3318,3073,1952,1651,1151,1345
"G4802030","2016","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",17035,227,155,267,250,136,272,60,471,682,1437,945,2623,506,1612,1643,1451,754,1256,887,1049,121,102,77,52,0,0,"Harrison County, Texas",1304,230,233,209,264,165,254,105,360,334,793,464,889,319,582,606,482,355,632,430,510,149,133,80,98,220,220
"G4802090","2016","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",43597,516,240,399,35,0,30,0,227,232,587,987,1184,850,1794,2595,3900,5116,6895,4691,5370,3814,2589,982,144,131,289,"Hays County, Texas",2456,362,237,331,62,220,54,220,236,291,435,731,654,652,699,876,1078,1236,1608,1019,1091,874,753,534,143,202,164
"G4802130","2016","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",22982,848,514,632,760,397,423,508,1497,1686,1449,896,913,932,2097,1669,2474,461,1358,928,1656,291,442,151,0,0,0,"Henderson County, Texas",1700,517,299,414,475,359,281,375,602,824,568,405,383,418,702,549,740,236,585,455,696,203,324,161,220,220,220
"G4802150","2016","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",155421,2041,1648,2302,3709,4332,5143,4819,11102,14338,10085,10975,13946,8377,14509,11266,11762,5264,8460,4808,3854,1102,1064,355,160,0,0,"Hidalgo County, Texas",4057,576,784,898,1061,1131,1431,1258,1787,2394,1850,1823,2079,1705,2233,2022,1884,1576,1623,1142,1102,529,614,255,162,220,220
"G4802310","2016","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",22107,567,202,264,587,238,959,322,1090,1778,1283,871,1512,1104,2527,1911,1119,1160,1752,920,1057,655,212,17,0,0,0,"Hunt County, Texas",1209,367,163,208,295,174,513,222,501,661,508,376,665,480,768,840,442,473,568,415,419,453,234,29,220,220,220
"G4802450","2016","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",57500,811,585,831,221,715,1782,913,3589,2633,4140,2420,4843,2642,7932,4315,5232,2694,3154,3092,3339,633,649,195,140,0,0,"Jefferson County, Texas",2842,364,372,360,141,328,594,441,1155,764,1014,640,1032,833,1510,1052,1154,832,897,988,1069,319,383,209,135,220,220
"G4802510","2016","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",39392,650,175,330,60,384,388,1161,1939,2078,1133,2015,2123,1304,3613,3476,3978,3963,4055,3371,1753,747,506,31,99,60,0,"Johnson County, Texas",1970,380,183,260,104,309,306,724,784,775,539,739,571,539,827,1170,862,1222,992,953,678,435,285,56,152,105,220
"G4802570","2016","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",27335,248,61,661,153,0,475,30,522,1211,593,1174,1473,836,2263,2174,3341,2566,4515,1870,2162,645,209,86,48,19,0,"Kaufman County, Texas",1577,239,104,400,124,220,499,50,267,525,401,563,667,410,685,586,864,538,879,647,685,360,160,138,58,33,220
"G4802910","2016","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",19225,260,729,198,347,826,347,170,780,1220,1608,913,1651,1313,1627,1306,1350,703,1179,1048,945,123,402,75,0,0,105,"Liberty County, Texas",1466,212,527,153,390,554,322,190,512,641,836,628,915,775,667,650,518,424,592,434,583,191,391,121,220,220,169
"G4803030","2016","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",62582,1275,263,613,1029,290,788,1472,2240,1147,1767,3732,3775,2733,7880,5790,5381,4913,5148,4122,3588,2314,910,1091,321,0,0,"Lubbock County, Texas",2972,707,209,396,425,218,489,838,687,478,641,960,1077,782,1365,1278,1017,921,1200,1095,942,732,430,592,205,220,220
"G4803090","2016","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",51540,550,281,412,400,233,467,1109,1689,1777,4456,3720,3103,1802,5807,6497,4545,1968,4939,2339,2979,815,664,579,174,0,235,"McLennan County, Texas",2353,299,262,278,263,161,271,528,679,649,877,957,786,475,1212,1165,1017,673,921,794,735,399,404,488,162,220,244
