GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G3700570","2016","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",43583,1330,480,457,290,194,917,226,766,1209,1178,1823,1897,1709,8048,4692,3517,3502,4358,2423,1952,1081,946,334,74,42,138,"Davidson County, North Carolina",1972,558,299,280,241,166,543,200,423,466,473,632,552,663,1237,793,644,1009,1010,649,635,452,357,288,88,70,137
"G3700630","2016","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",65114,357,119,309,40,157,54,0,131,521,809,861,1630,1344,4318,7860,9517,5719,9488,7718,7281,3653,2336,509,110,182,91,"Durham County, North Carolina",2773,397,150,229,67,186,92,203,154,283,454,627,825,645,911,1345,1729,1057,1395,1351,1088,917,580,289,133,228,74
"G3700670","2016","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",90933,1259,845,618,459,626,402,690,1397,1013,1629,2594,3851,3656,12898,12195,10427,7218,8796,6059,7479,2061,3168,774,513,0,306,"Forsyth County, North Carolina",2619,558,330,299,351,472,214,453,492,420,528,706,981,776,1433,1603,1311,1203,1289,938,1214,529,527,299,225,203,219
"G3700710","2016","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",52944,703,653,507,248,615,276,59,1012,1646,1787,2449,3924,2622,6948,6622,6744,3285,4510,2110,3346,1062,949,649,105,0,113,"Gaston County, North Carolina",1968,336,366,285,182,393,187,72,474,513,523,545,833,566,944,1071,1145,710,915,514,768,306,318,320,101,203,112
"G3700810","2016","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",115427,724,305,314,575,0,450,405,1173,2743,3196,4642,5767,4406,13789,13371,13392,8382,12161,8843,11439,4493,3192,969,582,48,66,"Guilford County, North Carolina",3401,361,193,249,458,203,271,289,440,811,775,1011,1256,972,1413,1546,1544,1298,1287,1449,1339,835,743,412,467,55,78
"G3700850","2016","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",27637,408,80,258,256,169,195,61,237,640,1008,1732,1208,1510,2879,2664,3524,2590,3985,1555,1177,238,1071,60,112,20,0,"Harnett County, North Carolina",1534,233,63,232,197,139,131,74,185,321,368,575,516,375,658,753,704,568,796,545,397,128,453,96,107,35,203
"G3700890","2016","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",35989,591,913,443,374,272,80,116,722,689,267,749,931,801,2069,2335,3681,2772,5741,3827,4255,1978,1488,667,175,53,0,"Henderson County, North Carolina",1697,343,632,443,348,293,101,145,380,472,294,416,590,545,704,696,924,766,986,826,829,577,530,290,219,87,203
"G3700970","2016","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",45379,404,204,490,121,285,551,304,436,1576,1234,926,2331,1581,4305,3141,3798,3181,5508,3425,3680,2787,2854,1465,421,137,234,"Iredell County, North Carolina",1845,234,150,373,107,189,261,280,300,518,424,362,717,508,828,762,783,718,1020,731,784,664,557,453,283,105,172
"G3701010","2016","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",47945,478,176,225,305,141,728,867,216,786,1420,2157,1906,1573,6400,5819,7058,4765,5662,3486,2178,636,878,15,70,0,0,"Johnston County, North Carolina",2192,461,191,272,260,170,415,579,169,507,649,965,618,772,1568,1060,1553,994,1358,839,821,427,438,25,118,203,203
"G3701090","2016","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",23761,65,148,0,81,57,401,117,573,401,734,1426,870,1064,2497,2686,2069,940,2088,2375,1800,1475,1358,378,158,0,0,"Lincoln County, North Carolina",1302,107,150,203,102,88,291,123,455,249,379,568,435,545,818,897,602,459,669,534,633,505,527,237,143,203,203
"G3701190","2016","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",222853,847,648,765,616,209,118,66,1027,1352,2988,3534,4357,6035,17007,22147,22212,15890,27168,22841,26527,17345,14013,7333,4480,1958,1370,"Mecklenburg County, North Carolina",3892,336,303,423,425,112,113,110,381,426,869,863,795,962,1554,2002,1921,1898,2170,2169,2016,1869,1518,1373,1061,595,544
"G3701250","2016","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",29113,543,167,146,224,89,324,239,769,662,493,779,499,349,1974,2015,2433,1535,3750,3910,4383,1150,2137,399,130,0,14,"Moore County, North Carolina",1893,313,165,230,254,157,323,338,458,446,278,451,270,268,668,684,752,589,1017,963,1046,570,627,269,153,203,22
"G3701270","2016","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",22240,483,1072,436,224,0,172,364,582,807,353,802,1363,929,2817,3289,1922,1938,1354,1282,872,806,42,12,125,91,103,"Nash County, North Carolina",1985,339,624,397,247,203,150,253,319,482,206,470,553,428,783,1051,718,606,511,484,400,520,69,21,146,150,119
"G3701290","2016","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",52291,320,210,347,123,143,86,73,237,109,184,638,1558,492,1753,3384,7115,5099,7234,7071,6638,3127,3991,1204,776,228,151,"New Hanover County, North Carolina",2594,303,161,337,154,141,105,124,204,106,161,453,843,313,618,1009,1664,1207,1149,1076,1130,828,938,520,309,198,117
"G3701330","2016","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",31081,831,366,62,198,675,48,65,273,908,422,498,1488,1127,3382,4859,5736,2376,3539,2157,772,364,478,219,38,0,200,"Onslow County, North Carolina",2173,546,310,102,204,401,81,111,223,515,301,362,837,550,806,1173,1352,841,923,765,401,283,279,217,66,203,172
"G3701350","2016","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",32520,295,198,709,78,8,176,14,0,191,527,17,462,192,1554,1208,1772,1106,4071,3450,5849,4861,4174,1014,508,28,58,"Orange County, North Carolina",1491,228,180,608,123,14,201,17,203,169,651,20,256,126,515,456,498,467,1067,873,1067,1022,865,361,272,45,84
"G3701470","2016","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",36950,2426,151,184,270,312,458,371,522,833,1619,1623,1650,2193,4366,2798,3556,2788,4276,2392,2623,826,508,101,104,0,0,"Pitt County, North Carolina",2249,1170,161,149,181,289,398,338,297,410,718,736,778,865,920,809,1002,903,1100,764,788,406,255,165,174,203,203
"G3701510","2016","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",41536,1334,264,232,1047,360,485,203,1204,1831,1667,2120,3149,2145,7022,4809,4463,2108,3536,1466,1257,355,68,391,7,0,13,"Randolph County, North Carolina",1754,609,224,195,548,369,432,196,617,680,612,622,1183,557,1235,1055,788,749,988,602,498,250,108,355,11,203,23
"G3701550","2016","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",30327,2368,675,1113,868,518,1335,770,1269,1912,3175,2756,2111,1446,3144,1242,1495,891,1134,1109,561,161,108,39,0,0,127,"Robeson County, North Carolina",1245,585,312,433,364,275,395,409,399,486,652,552,565,436,658,365,489,360,432,402,258,202,99,68,203,203,124
"G3701570","2016","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",24941,411,179,263,794,287,750,312,984,1638,1432,1520,1588,1270,2869,3175,2945,672,1601,1037,553,293,207,57,0,0,104,"Rockingham County, North Carolina",1397,296,181,267,453,259,422,334,492,658,482,588,478,384,871,746,751,386,517,448,290,260,161,100,203,203,108
"G3701590","2016","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",33884,497,367,254,178,246,591,329,341,756,1647,1247,2091,2367,5299,2980,3540,2518,2990,1613,2416,534,522,136,189,157,79,"Rowan County, North Carolina",1973,297,479,216,163,216,513,229,245,352,633,547,709,630,1021,621,765,681,691,522,753,281,350,146,150,164,115
"G3701610","2016","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",19439,1024,616,0,656,36,195,303,778,897,731,1140,1157,1175,1677,2164,1640,486,2128,922,652,397,400,138,100,16,11,"Rutherford County, North Carolina",1621,690,434,203,527,72,201,258,453,406,434,520,496,600,643,728,710,308,747,407,344,365,252,121,114,28,18
"G3701710","2016","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",19410,808,279,269,79,367,145,243,731,926,509,1688,1098,799,2439,1743,2185,1049,1008,1273,903,380,238,40,0,36,175,"Surry County, North Carolina",1240,416,184,195,77,260,174,291,332,436,304,530,467,397,554,461,546,410,393,450,421,192,177,65,203,61,131
"G3701790","2016","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",61370,413,191,226,156,71,94,533,393,155,443,844,1372,1234,3423,5777,6275,5192,8356,6485,8501,4650,3777,1636,685,146,342,"Union County, North Carolina",1850,257,199,209,156,80,119,336,249,124,241,394,608,555,843,1171,1145,1050,1407,1001,1094,775,695,494,351,167,235
"G3701830","2016","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",242287,1909,886,824,398,614,501,193,269,570,1183,1644,1825,1900,11496,15129,19124,15922,35556,30507,50613,24438,18567,6054,1303,244,618,"Wake County, North Carolina",5469,648,484,500,284,456,446,189,227,404,516,736,749,681,1794,2130,2075,1910,3160,2708,2935,2167,1867,996,528,159,309
"G3701910","2016","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",27626,883,671,311,430,358,117,207,613,876,1122,1642,1580,1718,2931,3198,3057,2459,2587,1206,965,356,149,55,86,0,49,"Wayne County, North Carolina",1953,440,353,289,436,207,101,253,438,426,434,599,618,569,855,904,850,811,849,510,367,265,161,94,113,203,82
"G3701930","2016","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",22316,815,505,990,250,168,75,214,334,181,429,1199,1386,1200,3045,1702,2565,1161,2676,1202,1004,711,404,0,43,0,57,"Wilkes County, North Carolina",1390,508,510,495,277,211,129,224,298,138,388,530,549,406,913,587,762,485,984,652,471,416,359,203,73,203,87
"G3701950","2016","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",19032,1074,0,247,154,257,37,0,419,342,651,1649,1236,1251,2600,2397,2284,993,999,815,871,499,173,61,23,0,0,"Wilson County, North Carolina",1497,573,203,203,241,223,63,203,243,247,379,523,525,522,742,630,767,424,459,396,445,314,194,104,42,203,203
"G3800150","2016","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",27416,626,538,184,405,306,15,82,119,17,195,75,26,166,1304,584,2098,1610,5386,4196,5339,1920,1358,576,221,65,5,"Burleigh County, North Dakota",1417,471,427,161,266,266,19,96,117,20,185,132,35,237,481,321,756,565,1166,876,988,525,445,315,224,110,9
"G3800170","2016","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",39025,359,261,214,14,0,69,62,47,154,268,660,794,500,2269,2585,4786,6054,6725,5196,4322,1933,1228,258,179,76,12,"Cass County, North Dakota",2011,253,184,214,18,155,66,88,68,109,180,386,423,279,784,601,1042,1119,1521,1020,1098,851,569,318,246,129,19
"G3800350","2016","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",15131,131,144,10,173,53,60,401,180,318,360,182,476,171,1041,767,1950,1197,2751,2014,1680,393,541,114,24,0,0,"Grand Forks County, North Dakota",822,162,139,18,252,73,87,371,184,284,192,154,198,115,316,251,565,411,590,507,473,225,424,173,45,155,155
"G3801010","2016","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",16542,189,218,11,13,276,69,82,122,470,129,184,507,197,1109,939,883,1762,3765,1911,2678,761,253,0,0,14,0,"Ward County, North Dakota",1213,199,194,19,22,356,119,124,138,286,169,107,436,160,490,397,491,537,839,500,725,407,191,155,155,24,155
"G3900030","2016","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",26298,910,249,238,735,266,179,151,1084,1307,1735,2011,1267,1317,3528,2853,2361,2002,2108,621,927,198,140,0,51,0,60,"Allen County, Ohio",1275,489,184,178,307,169,114,147,441,390,495,617,443,467,762,606,577,608,517,260,354,120,194,189,83,189,70
"G3900070","2016","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",27825,1100,185,244,102,174,696,457,528,1370,1618,2548,1723,1594,3462,2932,2883,1254,2403,928,818,356,165,135,56,72,22,"Ashtabula County, Ohio",1643,354,162,193,81,200,445,324,251,458,576,677,485,561,803,753,653,450,884,374,627,317,158,159,95,124,37
"G3900090","2016","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",12917,449,191,276,310,449,93,331,222,558,618,1000,688,849,1258,939,1619,488,1299,596,351,241,92,0,0,0,0,"Athens County, Ohio",1071,221,168,230,343,423,114,226,147,282,296,533,271,400,418,480,663,279,507,233,230,199,142,189,189,189,189
"G3900130","2016","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",19726,656,112,232,189,129,584,380,480,1229,1236,1531,1248,1949,2366,1419,1516,657,2010,866,503,127,209,0,16,0,82,"Belmont County, Ohio",1168,328,129,186,138,103,269,244,265,479,462,614,433,637,570,483,446,322,578,383,298,130,169,189,28,189,101
"G3900170","2016","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",91776,1208,703,251,542,82,425,366,1377,2548,2480,2716,3801,3702,8932,7716,12298,8619,13831,8401,7513,2522,1056,347,167,53,120,"Butler County, Ohio",2516,703,402,188,315,95,234,204,578,611,588,797,915,885,1221,1358,1304,1223,1674,1213,1321,650,378,249,214,73,142
"G3900230","2016","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",34859,1071,265,443,218,473,219,604,1067,1920,2008,2624,2514,2240,4622,4246,2823,1846,2741,1158,1374,200,81,0,45,0,57,"Clark County, Ohio",1580,439,190,335,151,270,146,204,354,595,656,713,622,487,717,765,764,508,662,339,468,142,134,189,73,189,91
"G3900250","2016","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",57327,1333,425,643,331,136,360,0,249,650,1451,1312,2589,1635,6216,6141,6608,5295,8675,4795,4624,2185,1121,145,297,28,83,"Clermont County, Ohio",1872,676,259,384,252,162,388,189,254,399,752,497,721,481,1208,1226,1173,1213,1318,1039,858,561,507,155,393,47,136
"G3900290","2016","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",30823,569,313,343,56,315,543,280,1417,1027,2439,2525,2438,1567,3955,2971,3825,1770,2106,1139,490,323,339,65,8,0,0,"Columbiana County, Ohio",1671,404,260,258,59,191,256,251,595,402,737,633,765,462,890,759,911,630,607,566,293,283,226,107,13,189,189
"G3900350","2016","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",307665,2672,2130,2875,4009,3984,4872,3572,11012,13534,14243,18229,18116,16972,35586,30565,28889,16896,25751,18868,16680,7705,6540,1805,858,594,708,"Cuyahoga County, Ohio",4533,623,535,604,922,939,935,725,1449,1431,1575,2165,1674,1637,2327,2138,1942,1708,1853,1690,1405,1031,1032,517,405,297,448
"G3900410","2016","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",54565,283,123,88,84,0,85,0,20,111,387,282,530,100,2011,1921,3452,3164,7368,7878,12979,6914,4044,1808,806,49,78,"Delaware County, Ohio",1619,239,112,103,109,189,123,189,32,119,188,195,333,114,745,599,933,696,1233,1194,1357,998,923,579,467,79,92
"G3900430","2016","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",21808,414,437,130,31,100,248,271,311,834,853,615,1365,1856,3599,2014,2654,1350,1745,1536,725,262,304,119,0,0,35,"Erie County, Ohio",1651,292,315,177,54,121,285,260,239,423,375,314,493,665,1065,547,720,524,555,488,427,213,211,168,189,189,62
"G3900450","2016","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",41939,747,237,303,257,218,240,177,177,464,1108,729,1225,2231,3003,4259,5944,4507,7300,3273,2843,1077,1371,112,137,0,0,"Fairfield County, Ohio",1882,419,212,252,332,125,196,182,157,286,515,353,481,767,693,914,1030,942,1344,622,730,524,629,131,138,189,189
"G3900490","2016","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",261192,1796,691,1229,664,891,1379,1551,4648,5601,8062,9321,11851,11511,28697,29721,26475,18885,32199,20390,22453,9244,9361,2513,1248,272,539,"Franklin County, Ohio",5501,501,322,553,376,351,645,466,1019,1008,1245,1414,1897,1765,2388,2845,2517,2265,2928,1874,1999,1356,1308,659,432,160,453
"G3900550","2016","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",31554,287,118,140,0,132,201,149,206,223,188,307,362,603,1626,1899,3480,2467,5987,4013,5389,2156,877,406,270,68,0,"Geauga County, Ohio",889,225,140,132,189,149,173,132,301,140,142,204,239,478,513,554,864,731,1085,884,1187,677,364,258,204,91,189
"G3900570","2016","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",41726,199,168,77,422,37,169,391,229,582,1322,1456,2131,1234,4123,3974,5892,3506,6201,3943,2804,1574,898,60,177,0,157,"Greene County, Ohio",1671,180,163,87,444,63,134,288,160,311,481,577,559,464,971,897,1032,781,1024,858,647,618,508,73,219,189,164
"G3900610","2016","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",190886,1376,1098,624,468,392,1416,796,2957,2662,6000,9179,12169,10517,24684,21019,18807,11061,15663,12575,15593,8000,9028,2517,1173,747,365,"Hamilton County, Ohio",4490,552,464,279,287,222,563,319,859,721,1038,1564,1603,1411,2322,2352,1790,1431,1851,1298,1802,1191,1260,516,400,409,247
"G3900630","2016","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",20702,345,722,515,119,215,0,97,161,485,643,781,1329,1220,1800,2355,2213,1627,2552,1280,1341,438,294,88,82,0,0,"Hancock County, Ohio",1315,206,462,422,145,200,189,152,131,279,373,403,512,606,639,706,766,546,851,514,557,278,260,131,133,189,189
"G3900810","2016","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",18019,399,259,137,157,191,758,84,803,1648,1343,1761,1979,1551,2018,846,1172,704,869,434,636,61,18,37,154,0,0,"Jefferson County, Ohio",1153,245,156,114,109,145,387,79,292,528,439,523,542,462,520,369,390,314,365,222,354,93,21,64,201,189,189
"G3900850","2016","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",72011,666,295,748,76,289,420,81,215,673,1639,2496,3903,4449,10901,8794,9622,4951,8557,5521,4502,1462,898,245,457,21,130,"Lake County, Ohio",2101,318,170,380,94,317,417,135,202,321,456,652,1013,993,1358,1101,1063,912,1257,897,854,440,377,202,309,24,142
