GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G0600330","2015","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",16846,472,534,44,453,150,44,0,725,739,372,175,365,415,2077,1035,1168,1188,1411,1857,1460,1255,466,126,86,31,198,"Lake County, California",1294,394,401,71,282,201,75,201,579,408,302,147,280,303,730,514,626,557,609,762,490,580,283,159,145,56,297
"G0600370","2015","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",1486408,9017,1908,1777,3152,2237,3095,3213,5532,4863,4436,3926,3329,2189,9804,8799,17775,14502,53857,75741,252643,268907,377223,157435,99549,41043,60456,"Los Angeles County, California",12066,1070,644,499,694,555,706,660,1027,718,862,652,800,451,1034,1359,2079,1548,2899,3421,5812,5854,7712,4940,4287,2708,2954
"G0600390","2015","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",27947,215,452,113,109,0,66,46,417,81,622,199,660,491,1015,1155,2062,2740,5385,3487,5465,1307,1191,397,99,86,87,"Madera County, California",1977,350,293,147,133,201,113,77,345,132,430,167,298,308,590,549,600,807,1187,871,1447,431,421,303,97,115,108
"G0600410","2015","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",67292,450,0,360,178,84,71,0,0,85,51,195,133,128,167,339,267,0,658,713,3481,3112,12862,16474,13772,6249,7463,"Marin County, California",2330,286,201,287,286,139,116,201,201,101,86,278,155,138,209,307,221,201,356,355,980,753,1432,1610,1639,1282,1061
"G0600450","2015","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",20416,77,334,0,98,167,544,151,358,204,56,243,0,277,557,161,800,290,2020,1829,4591,2653,3234,1078,483,72,139,"Mendocino County, California",1471,107,297,201,103,130,465,139,301,207,112,156,201,311,362,167,435,258,821,611,910,723,732,402,223,70,145
"G0600470","2015","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",40476,261,392,409,110,113,455,72,227,422,296,554,1043,866,1577,3708,4967,3695,5310,5066,5492,1958,1979,589,654,40,221,"Merced County, California",2020,225,269,269,107,108,257,120,253,336,200,363,668,410,520,887,882,891,1223,1106,1086,606,619,354,341,65,178
"G0600530","2015","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",62257,539,589,319,239,144,101,90,457,292,297,477,243,190,680,276,813,804,4720,5340,12146,8164,10965,6039,4866,1601,1866,"Monterey County, California",2545,314,429,244,187,136,125,111,308,190,235,239,176,159,285,196,309,392,944,855,1389,1225,1392,988,894,555,542
"G0600550","2015","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",30665,195,259,111,39,0,99,0,221,312,262,291,394,70,480,309,130,217,407,541,3543,5398,9192,3057,2026,1197,1915,"Napa County, California",1478,165,390,129,67,201,125,201,155,254,203,288,276,85,229,195,120,147,206,276,816,812,1053,613,568,376,420
"G0600570","2015","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",29707,224,187,31,0,66,368,177,225,164,44,54,70,103,380,194,786,177,3293,3232,6087,6029,5096,2197,370,128,25,"Nevada County, California",1719,195,191,53,201,112,266,157,201,158,73,65,84,129,285,178,406,154,1031,786,959,1291,1168,889,243,153,45
"G0600590","2015","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",578950,3131,638,220,971,1024,1513,996,2584,3955,2683,2035,1672,1537,2988,2524,4730,4142,11246,13231,46826,78984,203202,103484,49459,15298,19877,"Orange County, California",7203,685,331,216,426,436,498,424,620,910,982,640,610,599,705,656,1103,1047,1518,1536,2848,3863,5320,4436,2768,1905,2197
"G0600610","2015","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",94589,500,263,21,217,182,115,554,429,129,247,212,193,258,1190,626,1411,1546,5108,7353,25271,19906,20465,5022,2368,485,518,"Placer County, California",2563,287,247,36,261,107,98,419,285,135,192,191,150,200,601,488,540,523,877,1141,2001,1818,1820,920,693,306,314
"G0600650","2015","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",457212,6041,2449,3878,2686,2604,2781,2078,3132,2638,2891,2471,3643,3264,12165,11316,21641,16408,56810,55588,111340,64752,47558,9855,5133,1628,2462,"Riverside County, California",6275,1104,672,996,812,681,818,718,803,669,761,662,797,747,1587,1375,2132,1843,3751,3579,5055,4185,2900,1197,1015,557,544
"G0600670","2015","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",287599,3316,725,1343,537,1267,766,670,1080,1037,1169,891,1648,1648,6249,7988,14554,15011,39844,43226,68236,35588,30939,6252,2039,768,808,"Sacramento County, California",4353,978,401,476,314,492,386,293,488,511,484,370,489,530,1014,1222,1665,1757,2546,2669,3048,2532,2051,1000,597,344,326
"G0600710","2015","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",359920,3010,3018,1909,1909,1329,2625,1905,3293,3918,2523,3542,3978,4605,13668,12776,23364,20991,45602,41490,69611,41749,38563,9676,2876,672,1318,"San Bernardino County, California",6340,761,870,583,675,481,728,567,815,915,628,979,843,1107,1778,1908,2546,2145,4015,3039,3735,2767,2423,1435,763,300,536
"G0600730","2015","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",579465,5255,1905,1269,1424,1469,1830,1351,2007,2553,3174,2551,2270,1511,6013,3265,6764,5622,20060,26290,98238,110494,159096,59494,32940,10027,12593,"San Diego County, California",7414,1165,796,510,480,521,740,506,646,706,1034,740,640,467,1268,788,1286,1317,1925,1969,4717,4296,5613,2757,2336,1377,1727
"G0600750","2015","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",127804,1243,55,0,0,0,53,23,204,78,162,357,315,316,556,48,471,206,623,967,2016,4410,27414,31852,29531,11775,15129,"San Francisco County, California",4000,502,92,201,201,201,105,39,199,91,129,238,255,232,326,79,311,173,377,520,572,1315,2017,2896,2222,1325,1731
"G0600770","2015","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",122644,1571,624,267,965,665,334,314,579,826,393,1288,2094,1342,4559,4851,9635,5734,15249,17641,23743,14497,11778,2225,747,248,475,"San Joaquin County, California",3434,602,325,204,494,387,214,199,235,378,268,481,711,514,781,816,1206,986,1716,1991,2142,1733,1369,599,323,219,266
"G0600790","2015","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",61742,383,140,0,45,145,260,124,176,357,173,274,190,42,1148,357,762,279,1949,2769,11714,8972,18631,6104,4692,1067,989,"San Luis Obispo County, California",2579,216,143,201,75,163,182,102,162,276,157,298,184,71,538,244,352,245,742,825,1660,1173,1992,957,892,397,495
"G0600810","2015","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",156856,1058,103,103,0,0,208,0,240,495,43,209,331,141,828,216,547,169,754,1130,3575,6143,38570,35147,32468,15080,19298,"San Mateo County, California",3243,351,131,128,201,201,194,201,184,299,71,226,218,130,324,191,285,131,383,507,884,1066,2269,2874,2165,1468,1553
"G0600830","2015","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",73953,587,216,187,321,225,209,62,222,479,202,323,249,680,741,683,1145,763,4955,6053,11680,4710,12002,12695,6647,2495,5422,"Santa Barbara County, California",2913,323,162,163,200,280,184,101,181,315,131,288,226,451,320,320,466,351,826,912,1497,803,1613,1555,1203,609,884
"G0600850","2015","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",355812,1921,574,75,281,647,569,48,935,1348,1194,1317,1541,497,3042,1647,1815,1216,3071,2928,11866,21070,92906,78938,61551,28075,36740,"Santa Clara County, California",6149,542,366,125,175,413,401,80,434,495,517,562,535,298,747,514,676,426,828,681,1513,2029,4008,3351,3272,2025,2246
"G0600870","2015","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",51705,388,119,76,47,163,78,0,51,92,165,121,138,223,855,410,978,229,968,1217,4068,5879,14243,13889,4975,1426,907,"Santa Cruz County, California",2292,431,132,132,61,167,124,201,85,114,184,149,143,204,648,396,402,185,405,471,1045,1126,1352,1529,873,562,425
"G0600890","2015","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",42946,1462,473,694,37,65,92,184,253,472,334,467,879,697,1950,1359,3339,3835,6271,6525,7895,2936,1792,391,358,157,29,"Shasta County, California",1935,583,291,440,53,80,104,186,252,302,210,291,463,374,545,416,793,786,1075,1032,935,666,563,228,282,179,35
"G0600950","2015","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",87717,714,321,146,769,303,190,53,279,337,556,410,383,549,974,1558,2844,1727,9705,11113,24338,15712,11556,1719,770,113,578,"Solano County, California",2709,318,272,121,544,261,215,87,260,202,287,277,405,425,422,516,816,528,1387,1251,2140,1615,1318,515,338,184,405
"G0600970","2015","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",113432,1007,405,140,297,267,454,293,758,493,618,1189,655,434,664,930,709,697,2501,4673,15642,22186,35322,13361,5603,1911,2223,"Sonoma County, California",3012,531,213,133,193,230,264,204,356,361,313,516,324,213,320,420,345,398,748,1004,1696,1880,2274,1586,995,792,642
"G0600990","2015","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",97077,2056,439,266,128,498,662,331,402,721,662,581,888,1388,5096,3850,8778,6760,17271,14699,16633,8211,3536,1339,821,424,637,"Stanislaus County, California",3412,616,253,172,152,364,362,194,258,366,491,386,428,508,1133,1234,1469,1193,2026,2183,1616,1331,862,462,365,233,292
"G0601010","2015","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",18397,232,150,71,136,157,38,82,143,25,230,68,354,81,492,976,1495,1629,4704,2405,2002,1180,1082,242,208,83,132,"Sutter County, California",1366,179,214,87,100,174,64,130,141,31,189,81,246,93,339,391,543,632,970,549,625,372,376,204,174,74,142
"G0601070","2015","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",73894,447,469,404,304,151,657,83,1191,668,763,897,1953,3060,8830,7352,9983,6111,9867,6545,6857,3061,2379,1262,316,141,143,"Tulare County, California",3288,232,234,279,188,98,408,83,612,297,361,319,599,865,1530,1583,1477,1419,1562,1262,1213,1046,553,500,224,154,145
"G0601110","2015","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",170602,424,162,157,356,277,212,325,1337,425,992,550,478,476,1230,988,1150,1405,3812,5840,24959,33232,56796,20341,7872,2913,3893,"Ventura County, California",3380,219,132,220,250,164,193,231,583,262,451,295,280,317,532,499,393,593,768,1185,2053,2567,3257,1759,1011,742,936
"G0601130","2015","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",39001,503,44,82,35,114,78,373,89,589,21,104,297,42,355,635,2061,837,3391,4205,8543,5368,6883,3390,935,27,0,"Yolo County, California",2025,344,72,135,59,137,89,304,144,396,36,120,223,71,235,361,624,393,923,884,1194,901,983,770,433,45,201
"G0601150","2015","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",15771,113,122,0,59,0,180,32,30,261,380,325,349,609,1011,1562,1992,498,2659,2246,2259,365,571,148,0,0,0,"Yuba County, California",1551,133,121,201,77,201,195,55,36,247,390,279,277,367,393,640,785,488,781,761,829,272,338,153,201,201,201
"G0800010","2015","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",103084,2335,1137,611,1285,1475,761,424,709,695,451,181,619,490,2123,3584,8289,8788,21792,15888,19477,6673,3736,791,241,0,529,"Adams County, Colorado",3052,754,427,354,680,737,492,418,403,376,466,153,348,271,666,718,1251,1320,1959,1904,1880,1020,890,353,186,193,350
"G0800050","2015","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",146078,543,604,219,182,193,350,91,619,560,654,878,607,920,3878,4509,8134,9234,22717,22231,30805,16024,13018,4356,2528,949,1275,"Arapahoe County, Colorado",3393,335,451,118,136,164,198,88,286,322,331,419,318,332,780,919,1188,1325,1795,1884,2242,1453,1242,764,551,338,336
"G0800130","2015","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",74800,576,514,379,440,399,217,124,437,69,0,232,71,90,742,560,2108,2086,6823,5987,13628,11638,14926,6901,3366,957,1530,"Boulder County, Colorado",2410,336,341,283,396,322,198,127,308,113,193,327,114,106,406,329,743,471,1069,1157,1508,1473,1445,1084,676,412,561
"G0800140","2015","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2015","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",141759,429,197,326,316,245,108,174,0,104,296,541,2139,1355,4380,4926,7862,7650,19191,16671,23810,18347,21709,4698,3779,1251,1255,"Denver County, Colorado",4278,357,140,220,190,226,175,170,193,100,212,289,943,560,1056,1007,1309,1385,1822,1885,2126,2148,1823,838,934,414,493
"G0800350","2015","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",92136,377,49,81,49,0,49,24,94,108,6,0,44,44,442,467,727,1787,5488,9467,27098,20336,16890,4604,2369,738,798,"Douglas County, Colorado",2095,245,58,135,84,193,83,42,161,124,10,193,71,75,212,337,394,598,1204,1579,2172,1967,1429,761,743,432,443
"G0800410","2015","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",153981,1541,734,569,391,527,219,427,591,338,430,663,1564,1030,6617,10069,16499,16703,27459,18909,23623,11193,9719,2621,888,0,657,"El Paso County, Colorado",3442,510,489,310,229,265,180,261,438,239,358,321,564,466,1036,1425,2057,1720,1915,2067,2232,1209,1446,724,395,193,461
"G0800590","2015","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",157374,678,387,140,334,204,320,291,304,203,171,501,187,937,2362,2862,4884,5035,20217,25245,44386,22893,18050,4314,1573,327,569,"Jefferson County, Colorado",2951,306,417,120,274,177,252,268,229,196,179,359,161,452,646,740,1030,1068,1849,1974,2180,1985,1410,837,475,193,267
"G0800690","2015","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",83338,795,281,362,495,734,19,126,561,540,528,167,293,306,633,2175,3683,3655,12814,14022,19643,10384,8243,1938,449,492,0,"Larimer County, Colorado",2311,383,244,281,311,373,32,103,434,472,374,201,315,305,340,654,971,939,1497,1616,1719,1418,1200,559,252,422,193
"G0800770","2015","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",39572,372,489,170,651,54,76,82,500,450,488,428,420,497,3096,3605,5161,3412,5150,4833,4657,2558,1628,691,51,0,53,"Mesa County, Colorado",1812,380,398,216,574,90,124,106,369,381,472,343,419,465,793,1032,1073,939,975,905,920,823,653,364,60,193,90
"G0801010","2015","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",39237,670,313,408,177,211,321,324,382,465,1841,1790,2350,2180,3656,4914,4734,2630,5377,2939,2337,418,547,188,0,22,43,"Pueblo County, Colorado",1448,355,334,402,166,158,210,227,191,236,587,513,614,696,737,900,823,647,807,672,535,231,269,163,193,39,66
"G0801230","2015","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",68796,1271,775,392,394,291,46,675,552,161,261,583,507,792,1948,2917,7206,5235,12165,9488,11730,6032,4157,744,273,33,168,"Weld County, Colorado",1917,553,481,245,429,188,53,341,314,128,186,324,216,380,591,795,966,1030,1602,1541,1531,889,820,343,178,57,116
"G0900010","2015","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",224924,1247,153,170,319,341,761,282,766,684,962,572,1749,807,3672,4216,7982,7361,16227,19488,38794,28268,38420,19431,14914,6347,10991,"Fairfield County, Connecticut",4320,468,153,150,215,318,392,197,433,400,522,287,835,322,839,1026,1531,1476,1584,1824,2536,2225,2374,1796,1638,1113,1087
"G0900030","2015","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",219623,943,180,934,261,397,205,399,282,855,882,1412,1232,2473,10754,17460,25114,17827,36614,32091,36022,17161,11869,2679,815,337,425,"Hartford County, Connecticut",4189,395,176,416,194,251,147,341,187,395,496,595,461,713,1478,1930,2123,1650,2423,2614,2239,1474,1211,697,258,257,236
"G0900050","2015","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",56222,35,186,40,0,133,33,0,0,158,210,262,714,829,3958,4064,5377,3863,8544,7094,9512,4559,4385,882,531,330,523,"Litchfield County, Connecticut",1970,58,180,66,198,162,55,198,198,162,225,240,362,378,930,799,1005,812,1294,1067,1400,835,727,284,273,215,236
"G0900070","2015","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",49078,179,144,0,135,68,224,0,257,199,71,213,71,467,1288,2111,2498,3060,7769,8836,10409,5736,3659,1101,262,251,70,"Middlesex County, Connecticut",1807,176,153,198,162,80,222,198,178,245,118,169,82,292,679,687,775,731,1197,1132,1205,952,1001,395,219,221,86
"G0900090","2015","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",198666,784,342,476,484,650,409,768,676,900,1714,1937,2749,2570,9609,12290,18977,15374,32267,28335,32176,17468,11787,3616,972,498,838,"New Haven County, Connecticut",4738,351,285,418,309,478,247,461,361,369,549,703,677,800,1375,1909,2016,1633,2879,2084,2403,1736,1649,931,497,269,368
"G0900110","2015","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",68606,507,342,434,431,387,160,132,345,292,382,496,541,594,2589,3197,6366,7171,12161,9948,9374,5768,4465,1461,493,163,407,"New London County, Connecticut",2324,328,247,390,375,403,129,145,348,235,213,368,316,354,661,731,1285,1168,1216,1286,1084,922,828,471,242,164,242
"G0900130","2015","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",40122,104,34,151,0,167,23,29,28,275,243,84,307,187,1286,1841,3731,3549,8550,6952,6792,2991,2014,223,190,186,185,"Tolland County, Connecticut",1540,133,57,152,198,148,44,50,48,275,262,101,211,132,575,572,883,945,1301,986,1054,725,564,246,188,154,190
"G0900150","2015","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windham County, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1000010","2015","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",42329,746,324,439,81,179,179,176,569,804,556,531,473,420,2559,2778,4271,3800,7475,7194,4750,2103,921,499,97,90,315,"Kent County, Delaware",2151,438,218,294,103,179,144,210,320,439,341,279,265,264,735,706,784,1031,1219,1458,917,622,403,318,103,149,335
"G1000030","2015","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",138675,817,685,841,558,361,422,113,1064,608,699,1055,2016,1848,5254,6692,9509,13381,23115,19797,27415,13353,5797,1529,955,158,633,"New Castle County, Delaware",3401,370,427,524,479,236,300,96,689,388,349,384,612,613,973,1109,1461,2049,2038,1881,2449,1397,807,543,437,157,338
"G1000050","2015","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",68677,1127,617,1166,356,466,845,210,327,460,917,1140,1213,599,3305,4087,5414,5532,9518,8086,11440,4930,4563,1453,488,258,160,"Sussex County, Delaware",2603,433,311,513,307,292,410,205,204,232,412,468,440,329,956,964,1114,970,1314,1044,1588,972,926,416,169,204,90
"G1100010","2015","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",112555,562,182,160,104,279,112,227,116,296,265,271,0,36,1469,417,1701,1454,7266,7984,15297,12620,26616,16993,11389,3789,2950,"District of Columbia, District of Columbia",3556,275,163,160,98,262,139,189,112,237,293,228,200,57,547,264,604,514,1092,1550,1660,1283,1980,1657,1448,742,709
"G1200010","2015","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",51964,549,247,84,92,296,488,278,582,1687,1917,1735,1886,2166,4656,4868,5332,3415,6880,5361,4975,1944,2176,234,91,0,25,"Alachua County, Florida",2659,224,214,105,121,220,283,254,307,592,813,707,649,785,982,831,1179,868,1368,1180,1173,650,835,177,117,217,42
"G1200050","2015","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",42673,418,238,325,450,374,407,562,549,1054,958,1417,1901,977,3432,4980,5266,3195,5702,3719,4637,740,817,322,192,0,41,"Bay County, Florida",2251,248,208,206,311,292,344,498,269,469,488,595,668,494,785,1152,1074,780,1002,834,995,466,386,234,189,217,72
"G1200090","2015","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",158025,2436,866,927,801,1049,1291,1201,3558,4391,4691,7307,8020,6327,15797,14691,16089,10931,15731,14723,12568,6711,4427,1839,1095,223,335,"Brevard County, Florida",3893,577,505,458,417,425,646,535,870,1048,946,1265,1219,1202,2170,1992,1887,1917,2141,1497,1444,1400,1026,571,543,195,200
"G1200110","2015","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",414256,4080,1597,1600,3251,2637,3314,2424,7853,9388,8460,9962,10150,7910,27243,24326,38101,26108,40829,38162,65300,33440,27657,10415,5665,1330,3054,"Broward County, Florida",7413,990,575,631,919,692,761,728,1430,1545,1269,1346,1565,1146,2394,2361,3190,2609,3375,3039,4104,2725,2651,1564,1240,510,760
"G1200150","2015","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",55131,328,303,661,424,154,307,211,816,1434,1885,1691,2566,2362,4511,5118,6917,3824,6190,4463,4229,3271,2105,779,332,70,180,"Charlotte County, Florida",2526,255,214,491,287,122,232,209,366,633,584,437,899,696,1073,1196,1226,949,1080,904,892,916,589,545,232,86,151
"G1200170","2015","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",49292,338,273,765,411,920,634,773,2846,2489,2249,4189,2611,2589,5585,4625,3999,2273,4434,3159,2647,339,873,112,77,0,82,"Citrus County, Florida",2657,258,209,413,266,675,337,367,899,897,869,1119,974,779,1140,1030,939,742,1114,831,892,278,575,138,127,217,136
"G1200190","2015","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",50941,259,228,316,137,240,150,631,666,1707,1551,1818,1158,2867,5532,4525,5459,5282,5921,4887,4492,1172,1095,204,476,0,168,"Clay County, Florida",2573,197,211,262,191,193,156,620,445,784,517,725,595,978,1161,1148,1106,1391,1258,1067,1168,617,518,181,400,217,170
