GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G5100950","2015","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101070","2015","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",94477,448,11,0,0,115,492,187,95,221,134,156,190,174,462,757,1394,1103,3045,5647,18860,17698,31588,8406,2260,211,823,"Loudoun County, Virginia",2424,266,19,197,197,147,605,221,159,168,210,171,152,292,344,397,506,499,713,1172,1775,1620,1868,1097,573,199,440
"G5101210","2015","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101530","2015","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",97671,477,103,84,35,586,186,159,54,212,0,0,0,0,1146,1334,1943,2538,10403,14038,22339,22563,16836,2014,397,86,138,"Prince William County, Virginia",3029,287,174,100,65,467,200,246,84,212,197,197,197,197,522,639,537,622,1411,1625,2058,1982,1572,492,242,73,135
"G5101610","2015","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",27995,156,141,72,54,0,39,0,207,220,143,610,236,192,2578,3553,3397,3697,5503,2928,2929,587,341,380,32,0,0,"Roanoke County, Virginia",1355,157,136,125,88,197,67,197,217,240,182,518,186,167,797,755,784,885,970,815,868,218,259,338,54,197,197
"G5101650","2015","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",22028,301,561,132,79,43,261,35,32,388,33,420,653,309,1283,1363,3277,2450,3634,2177,2353,1108,725,285,126,0,0,"Rockingham County, Virginia",1283,201,471,109,94,72,198,61,56,351,45,223,488,186,564,431,752,575,802,489,587,435,348,211,107,197,197
"G5101770","2015","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",32183,333,213,102,58,286,38,256,52,271,127,147,327,215,1149,1070,2307,2181,4627,5964,8026,2434,1340,333,179,33,115,"Spotsylvania County, Virginia",1288,187,240,100,70,322,64,296,85,253,118,123,287,130,531,589,664,631,706,984,1216,651,432,208,163,55,118
"G5101790","2015","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101990","2015","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105100","2015","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105500","2015","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",56748,545,182,0,0,0,0,0,294,96,36,27,236,307,1389,2638,4223,4509,11994,10363,12075,4265,2776,458,147,0,188,"Chesapeake city, Virginia",2150,273,152,197,197,197,197,197,274,126,60,44,222,210,659,813,1054,973,1443,1263,1570,1088,856,325,168,197,174
"G5106500","2015","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",29772,229,224,68,85,90,45,0,123,0,196,280,486,1063,2757,3455,4399,3995,5666,3088,2234,483,595,130,0,81,0,"Hampton city, Virginia",1801,259,224,115,107,108,54,197,163,197,146,191,273,462,693,934,913,957,1104,954,745,285,330,124,197,100,197
"G5106800","2015","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",13410,111,84,0,0,0,0,22,218,373,68,754,876,455,1538,1554,2660,941,1141,554,617,409,580,94,361,0,0,"Lynchburg city, Virginia",1320,112,130,197,197,197,197,38,193,201,72,393,503,234,524,486,835,491,349,354,287,185,328,120,300,197,197
"G5107000","2015","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",33068,916,176,213,70,0,176,0,33,191,629,522,534,750,1844,1978,4578,4592,6866,5055,2699,474,240,170,182,108,72,"Newport News city, Virginia",2164,533,136,188,83,197,286,197,56,224,458,258,293,358,648,526,866,948,1188,852,720,257,183,176,211,182,86
"G5107100","2015","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",38913,291,212,70,45,63,104,0,172,131,178,355,221,442,3395,3471,5390,4232,7125,4216,4138,2188,1477,530,411,56,0,"Norfolk city, Virginia",1877,189,182,83,54,75,101,197,150,145,144,216,177,257,803,905,959,976,1137,884,663,485,353,250,205,71,197
"G5107400","2015","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",19504,139,60,206,174,0,0,0,40,0,366,280,639,632,2460,3187,3187,2019,3097,1420,916,302,180,85,36,44,35,"Portsmouth city, Virginia",1527,106,103,183,174,197,197,197,66,197,230,225,337,282,709,802,724,608,644,440,360,199,176,104,59,80,58
"G5107600","2015","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",36716,262,107,0,127,0,99,46,282,797,952,1306,1903,971,2699,2913,3668,2236,4238,2929,4156,2099,2678,1162,670,234,182,"Richmond city, Virginia",2027,189,114,197,121,197,96,75,210,433,314,509,657,568,718,851,872,562,795,794,875,636,441,402,322,157,137
"G5107700","2015","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",20964,301,102,181,27,0,48,26,262,338,554,997,1139,1625,3823,2906,3383,1377,1226,684,916,405,178,382,55,0,29,"Roanoke city, Virginia",1667,308,116,170,45,197,85,41,223,215,394,442,577,695,976,782,813,474,409,265,422,265,156,458,86,197,51
"G5108000","2015","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",21770,314,122,116,136,86,147,26,188,44,151,94,156,247,968,1214,1354,2123,4966,3589,3154,977,1220,269,35,26,48,"Suffolk city, Virginia",1252,198,156,95,146,104,143,47,187,53,155,88,161,162,484,458,436,672,1017,832,597,375,343,217,55,59,81
"G5108100","2015","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",105833,972,290,177,67,94,181,50,122,263,36,114,351,1067,3256,5205,7899,7856,20883,15620,20839,8021,7917,2724,1043,221,565,"Virginia Beach city, Virginia",2592,472,213,170,80,129,181,83,145,237,60,149,213,582,940,1012,1269,1423,1901,1644,1786,1225,1116,675,384,164,270
"G5300050","2015","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",46921,390,600,262,182,180,224,64,407,340,20,448,995,435,2990,4443,6279,5830,7494,5939,5630,2014,1048,469,129,0,109,"Benton County, Washington",1888,279,434,207,148,175,202,82,279,250,32,286,472,260,828,936,1144,1119,1080,953,948,642,403,309,162,195,110
"G5300070","2015","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300090","2015","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",21858,420,213,535,97,247,21,13,409,193,122,229,250,352,1318,1120,2319,1790,3158,2476,3295,2013,859,230,142,20,17,"Clallam County, Washington",1397,284,215,408,130,214,25,23,274,153,135,161,187,252,423,429,738,491,629,742,757,549,372,186,182,35,27
"G5300110","2015","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",106020,919,218,216,330,420,504,82,534,232,83,238,574,620,2229,3358,6385,9470,22012,18083,19693,9546,7626,1397,634,251,366,"Clark County, Washington",2767,407,233,170,190,388,260,96,301,174,96,168,342,422,584,928,1146,1335,1803,1722,1807,1387,991,470,422,189,218
"G5300150","2015","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",26585,685,209,142,112,197,295,127,25,196,179,577,352,656,1921,2442,3489,3282,3374,2219,4243,989,581,193,100,0,0,"Cowlitz County, Washington",1490,277,202,172,147,175,193,150,44,185,172,362,296,387,686,950,781,924,812,696,1001,509,329,157,134,195,195
"G5300210","2015","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300250","2015","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",19189,364,375,224,357,401,75,49,434,468,690,865,719,616,1316,1938,1707,1770,2310,1372,1492,717,492,149,289,0,0,"Grant County, Washington",1530,255,366,260,323,291,78,65,365,267,421,438,366,391,570,621,655,630,713,505,649,425,394,154,293,195,195
"G5300270","2015","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",17697,791,12,204,0,106,251,431,582,470,608,455,865,397,1930,1057,2316,877,2658,1543,1548,220,234,0,88,13,41,"Grays Harbor County, Washington",1218,395,20,188,195,136,167,373,349,288,343,254,426,235,552,508,738,404,830,633,634,198,208,195,105,22,66
"G5300290","2015","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300330","2015","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",490929,3171,1739,1216,1439,1859,1127,908,1445,1174,1069,624,940,1053,4969,4083,10204,10715,36922,43103,91044,69976,116655,50871,20158,7102,7363,"King County, Washington",7206,878,599,488,637,603,383,439,535,553,461,290,518,448,1162,960,1694,1314,2422,3451,4097,3507,4069,2698,1987,1326,1241
"G5300350","2015","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",67145,724,188,181,351,469,12,30,413,705,429,437,270,481,1990,2782,5485,4586,10103,10229,11171,5868,6475,2547,735,373,111,"Kitsap County, Washington",2372,440,201,148,282,358,15,26,252,469,382,265,183,327,636,883,1048,965,1623,1422,1423,887,1070,599,353,186,174
"G5300410","2015","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",20232,411,234,33,132,202,350,0,320,344,148,371,702,475,1548,2504,2939,1082,2848,1848,2380,744,522,9,34,14,38,"Lewis County, Washington",1067,289,207,59,170,202,309,195,189,363,144,255,327,245,512,723,651,369,570,478,605,330,359,15,56,24,68
"G5300530","2015","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",184979,2283,934,1352,1394,549,585,346,843,828,962,1220,1309,1416,6058,8530,15145,14440,34561,28878,33534,13082,11341,3184,1024,446,735,"Pierce County, Washington",3702,898,377,620,542,366,393,237,440,381,400,487,562,520,1108,1650,2000,1575,2811,1977,2286,1701,1175,659,370,230,494
"G5300570","2015","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",31921,585,226,239,127,169,134,0,294,127,333,196,50,153,1349,1187,2541,2294,5509,3762,5698,3031,2946,576,195,48,152,"Skagit County, Washington",1443,387,208,201,119,125,132,195,166,176,348,201,58,135,512,403,628,618,927,738,753,657,735,173,106,35,145
"G5300610","2015","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",185633,1516,1048,531,590,547,864,861,697,656,452,629,701,658,2839,2667,5976,5544,21106,24900,51991,28426,24735,4929,1488,490,792,"Snohomish County, Washington",4081,591,436,338,325,337,320,328,351,479,227,429,380,435,777,689,1115,997,1650,1960,3097,2241,2043,818,493,294,400
"G5300630","2015","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",116868,1723,527,311,372,277,63,355,869,652,651,1870,2081,2950,9917,12177,14908,11225,18394,12996,13336,4891,3959,1660,274,0,430,"Spokane County, Washington",2869,758,321,216,243,155,106,339,321,356,404,623,568,784,1447,1466,1622,1580,1920,1284,1618,844,857,735,179,195,389
"G5300670","2015","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",67682,1279,499,550,464,239,640,145,289,346,388,638,39,76,2858,2047,5717,5265,13806,10475,12270,4942,3557,667,281,69,136,"Thurston County, Washington",2685,499,339,348,272,164,538,157,240,279,263,319,39,105,1133,581,1026,1147,1567,1334,1732,781,806,483,250,116,124
"G5300730","2015","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",50981,740,149,135,59,237,421,181,280,72,55,201,503,133,891,1236,2452,2582,7788,8444,10951,5744,5766,847,621,234,259,"Whatcom County, Washington",2354,449,171,160,97,236,330,178,257,112,57,145,442,158,421,504,748,950,1487,1348,1352,1279,1242,370,400,260,220
"G5300770","2015","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",52368,1022,472,479,540,204,193,584,267,393,813,828,1691,2880,6269,5756,7190,5785,6954,4120,3191,1306,817,278,26,118,192,"Yakima County, Washington",2061,539,342,342,302,172,115,477,226,251,395,334,617,798,1096,1274,1301,1199,1228,969,643,554,389,294,44,143,188
"G5400030","2015","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",30060,772,270,534,1034,400,176,0,544,637,383,405,236,609,2110,3558,4073,3280,5384,2502,2300,138,362,353,0,0,0,"Berkeley County, West Virginia",1560,567,236,585,671,276,159,189,398,453,275,392,198,401,734,901,956,891,1081,830,785,163,339,287,189,189,189
"G5400110","2015","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",24563,587,397,79,169,195,906,736,784,1240,1259,1392,1370,733,3287,2501,3005,1433,1767,1199,759,456,134,52,69,0,54,"Cabell County, West Virginia",1531,351,321,107,109,197,441,442,346,491,549,610,495,393,762,773,730,550,658,449,406,352,125,89,116,189,91
"G5400330","2015","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",20074,339,408,173,154,297,373,543,1109,761,1222,1088,1043,956,2971,796,2181,1189,1932,725,1166,368,200,41,39,0,0,"Harrison County, West Virginia",1221,169,239,209,137,195,286,351,544,393,474,372,391,417,729,400,595,371,549,336,466,248,168,69,65,189,189
"G5400390","2015","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",54841,1579,1117,148,705,517,1016,453,2130,2663,2658,3717,4049,3653,7093,5334,5481,2265,4086,2304,1709,907,787,423,47,0,0,"Kanawha County, West Virginia",2295,617,679,148,395,277,612,271,635,719,826,997,1009,752,1145,1082,903,707,936,662,505,382,370,261,76,189,189
"G5400610","2015","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",21133,888,757,369,306,28,182,151,347,294,187,731,380,394,1217,1188,1994,2095,3013,1916,1990,1459,1053,150,44,0,0,"Monongalia County, West Virginia",1373,443,471,377,269,49,141,111,221,190,210,329,226,219,515,383,594,629,652,420,633,445,468,124,74,189,189
"G5400810","2015","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",22645,774,328,150,129,644,515,422,1263,863,1963,1344,1592,561,3337,1057,2944,1296,1780,866,544,127,146,0,0,0,0,"Raleigh County, West Virginia",1437,534,301,150,116,469,292,428,588,369,774,518,763,326,978,504,1047,561,647,442,303,126,112,189,189,189,189
"G5401070","2015","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",24856,795,279,108,499,463,332,308,1098,943,1035,1557,2325,1569,2642,2544,2041,1464,1847,1118,1086,223,441,139,0,0,0,"Wood County, West Virginia",1180,444,281,110,260,301,198,228,482,385,374,487,693,510,673,719,467,483,517,371,386,179,433,139,189,189,189
"G5500090","2015","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",67552,581,526,739,110,103,194,259,336,207,1405,1670,2002,2717,8591,10565,9915,6159,9348,4575,4134,1185,1560,490,95,86,0,"Brown County, Wisconsin",1849,349,370,562,138,123,183,273,281,151,437,583,524,601,1261,1199,1283,1059,1322,956,1011,433,658,382,84,122,145
"G5500250","2015","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",124218,496,275,810,468,233,174,99,291,158,215,596,807,1455,3652,6999,12760,11793,25542,16069,21044,10720,6933,1509,737,165,218,"Dane County, Wisconsin",3032,246,199,363,305,191,206,85,197,165,152,370,331,586,836,973,1334,1138,1881,1590,1825,1203,907,419,331,147,147
"G5500270","2015","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",23837,132,115,166,61,145,159,120,275,315,194,455,1649,929,3309,3346,3361,1551,2832,2098,1473,491,330,220,26,28,57,"Dodge County, Wisconsin",912,108,95,144,52,114,186,77,148,181,141,203,586,331,643,615,540,417,478,333,307,177,140,139,32,34,53
"G5500350","2015","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",26098,246,165,48,80,201,94,13,189,197,450,617,867,1089,3664,4860,3200,2220,3319,1657,1595,569,553,160,19,16,10,"Eau Claire County, Wisconsin",1263,189,158,40,119,187,98,22,129,165,367,423,367,477,847,1023,710,581,608,515,477,255,277,134,30,27,18
"G5500390","2015","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",29884,267,254,266,42,45,208,138,395,435,643,1043,1513,1683,4222,4374,3984,2667,2735,2124,1632,315,444,249,188,18,0,"Fond du Lac County, Wisconsin",1404,210,161,193,50,65,150,141,247,225,312,366,427,473,604,763,713,544,546,495,409,149,160,164,203,29,145
"G5500550","2015","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",22812,160,192,293,50,50,153,68,144,0,138,206,260,456,2815,3724,2705,2613,3538,2103,1923,730,338,144,0,0,9,"Jefferson County, Wisconsin",1368,142,139,194,65,60,127,82,117,145,126,164,171,212,634,772,599,580,488,472,409,245,143,122,145,145,15
"G5500590","2015","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",42117,302,426,436,295,174,103,34,254,295,452,1116,1730,1508,5798,5019,5336,3523,5564,4848,3152,780,719,90,149,14,0,"Kenosha County, Wisconsin",1912,219,456,472,248,177,137,56,239,206,225,545,540,328,994,750,836,795,920,928,882,378,343,132,96,24,145
"G5500630","2015","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",29672,516,346,278,145,161,154,68,221,350,236,504,1264,723,3160,5464,4077,2377,3850,2348,1709,695,486,302,238,0,0,"La Crosse County, Wisconsin",1061,419,231,200,133,125,139,108,192,254,225,253,457,340,568,1097,791,615,660,577,486,297,225,160,207,145,145
"G5500710","2015","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",25909,482,120,27,0,101,106,86,471,271,807,1687,2277,2289,3720,3388,2711,1683,2181,1716,822,397,292,134,100,0,41,"Manitowoc County, Wisconsin",1187,416,87,33,145,143,106,87,246,201,277,562,497,632,654,681,627,379,412,412,210,176,125,80,97,145,41
"G5500730","2015","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",39704,699,331,264,27,108,73,315,144,349,656,1677,2150,2058,5925,4735,5649,3381,3998,2586,2706,873,845,63,52,0,40,"Marathon County, Wisconsin",1652,333,239,152,30,96,48,354,89,191,210,477,517,505,878,740,834,856,620,578,658,376,426,57,53,145,41
"G5500790","2015","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",184287,1293,929,936,1062,658,1214,1087,4259,5672,4885,6938,7794,8769,22258,24066,23129,16141,20400,12868,10495,3646,3664,1118,696,186,124,"Milwaukee County, Wisconsin",3914,361,416,402,373,327,444,463,754,1109,960,994,1015,1063,1815,2082,2025,1567,1955,1228,1242,752,698,386,318,162,110
"G5500870","2015","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",51664,132,362,72,73,107,7,265,152,570,611,767,2303,2694,7076,8219,7884,3758,7109,4525,2876,1073,705,150,122,52,0,"Outagamie County, Wisconsin",1558,130,232,87,124,131,13,301,148,305,311,259,662,607,968,1140,1022,749,1083,791,557,401,254,132,115,57,145
