GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHP5E001,AHP5E002,AHP5E003,AHP5E004,AHP5E005,AHP5E006,AHP5E007,AHP5E008,AHP5E009,AHP5E010,AHP5E011,AHP5E012,AHP5E013,AHP5E014,AHP5E015,AHP5E016,AHP5E017,AHP5E018,AHP5E019,AHP5E020,AHP5E021,AHP5E022,AHP5E023,AHP5E024,AHP5E025,AHP5E026,AHP5E027,NAME_M,AHP5M001,AHP5M002,AHP5M003,AHP5M004,AHP5M005,AHP5M006,AHP5M007,AHP5M008,AHP5M009,AHP5M010,AHP5M011,AHP5M012,AHP5M013,AHP5M014,AHP5M015,AHP5M016,AHP5M017,AHP5M018,AHP5M019,AHP5M020,AHP5M021,AHP5M022,AHP5M023,AHP5M024,AHP5M025,AHP5M026,AHP5M027
"G4200450","2017","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",143149,758,462,271,347,675,589,49,1184,1044,2897,3061,3152,4266,9754,9074,11882,8325,15336,14385,24027,13057,11756,3753,1714,544,787,"Delaware County, Pennsylvania",3422,325,237,209,184,314,315,84,464,416,829,793,792,950,1408,1148,1643,1296,2030,1587,1811,1353,1582,737,510,333,401
"G4200490","2017","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",72188,1547,787,803,699,683,678,370,1481,1871,2206,3627,4692,3180,9475,7284,8284,6579,6355,4988,3619,979,1121,413,365,44,58,"Erie County, Pennsylvania",2313,560,340,467,341,365,317,254,515,569,689,871,1158,700,1498,1140,1194,1045,1037,998,641,385,505,279,197,65,72
"G4200510","2017","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",39272,583,593,619,914,264,1137,430,2599,2376,3001,2178,3472,1302,4246,3441,4035,1216,2738,1875,1104,454,609,35,0,51,0,"Fayette County, Pennsylvania",1620,254,423,332,536,202,495,230,768,723,722,528,749,392,892,712,953,458,739,581,376,301,340,41,179,82,179
"G4200550","2017","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",41535,880,824,164,162,931,126,98,21,247,311,862,787,956,2729,5057,5120,5331,6774,4039,3908,1307,644,48,128,0,81,"Franklin County, Pennsylvania",2062,496,535,191,156,529,145,144,35,200,272,377,478,473,741,1075,966,1222,1114,936,828,484,356,73,190,179,114
"G4200630","2017","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",23522,487,163,62,446,164,372,251,1026,762,1429,1147,1797,1531,2631,2230,2231,1487,1882,992,1253,792,336,20,31,0,0,"Indiana County, Pennsylvania",1345,247,155,84,359,102,204,215,666,290,484,433,455,387,545,574,512,579,459,325,465,476,243,32,37,179,179
"G4200690","2017","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",54165,426,410,484,338,109,494,284,537,1763,1445,2479,2174,2796,6479,6010,6951,4712,5364,4007,4015,1061,1292,159,115,0,261,"Lackawanna County, Pennsylvania",2293,242,242,263,251,103,365,204,270,691,431,703,599,691,945,1281,1215,915,802,874,809,559,534,134,97,179,221
"G4200710","2017","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",134620,870,444,657,602,823,432,392,1176,1360,1082,1605,2074,2000,7460,10647,19414,14244,23954,17300,13949,6391,4018,1300,958,976,492,"Lancaster County, Pennsylvania",3362,404,314,436,351,544,292,276,392,485,569,573,797,573,1322,1714,2171,1590,2080,1526,1586,1281,935,420,395,604,203
"G4200730","2017","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",28120,414,189,538,599,640,657,341,1285,1462,1237,1319,2455,965,3212,2364,3208,1084,2142,1603,1548,375,440,13,0,0,30,"Lawrence County, Pennsylvania",1230,275,142,210,281,332,277,195,343,477,382,423,612,324,855,595,654,393,554,529,608,197,291,23,179,179,51
"G4200750","2017","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",36962,440,238,286,117,64,0,796,242,606,675,1111,741,1028,2269,4358,6014,3152,6657,4083,2397,682,773,43,154,0,36,"Lebanon County, Pennsylvania",1716,274,190,197,148,106,179,497,242,345,287,538,322,406,603,871,1081,721,1081,880,618,333,483,72,129,179,58
"G4200770","2017","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",89915,539,634,530,333,120,111,222,545,516,840,1309,2127,1875,7940,7278,9125,7641,14536,10634,12575,5448,3821,900,148,0,168,"Lehigh County, Pennsylvania",2980,297,437,288,263,121,131,199,302,342,366,509,638,615,1480,1273,1432,1336,1592,1643,1300,985,796,481,148,179,167
"G4200790","2017","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",85043,816,464,549,798,177,1198,649,2834,2946,5131,5676,4782,6500,9792,7584,8524,6093,7398,5424,4384,1467,1436,338,18,29,36,"Luzerne County, Pennsylvania",2568,399,242,397,425,112,478,332,551,693,854,1047,892,1190,1389,1281,1175,888,1246,867,850,419,426,267,21,51,42
"G4200810","2017","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",31695,648,81,151,56,30,101,248,537,700,978,768,1035,1411,3386,4268,3355,2972,4420,2781,1527,867,605,437,140,50,143,"Lycoming County, Pennsylvania",1268,371,64,148,60,50,77,210,527,404,408,336,340,462,769,825,608,576,730,545,397,310,250,244,129,50,145
"G4200850","2017","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",32782,921,336,280,285,406,967,179,1237,947,973,2017,2279,1538,4243,3587,3215,1556,3165,1586,1773,708,233,83,175,79,14,"Mercer County, Pennsylvania",1604,417,178,201,155,258,473,129,428,390,308,542,586,449,1003,822,680,411,757,433,535,295,121,65,150,111,23
"G4200890","2017","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",45752,351,201,163,0,114,190,116,309,600,518,1203,1444,1519,6194,5488,7973,4252,5097,3218,4364,1138,1129,44,31,0,96,"Monroe County, Pennsylvania",2016,338,206,159,179,194,208,183,264,405,313,683,477,801,1328,1116,1403,1108,1096,969,1168,587,541,75,53,179,165
"G4200910","2017","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",225591,1193,592,256,437,186,289,288,574,644,1091,1183,1284,1722,6845,6629,9938,10215,29913,31412,50825,29714,27721,6833,2807,1134,1866,"Montgomery County, Pennsylvania",3440,541,394,198,294,166,240,268,445,401,707,529,447,631,1265,1147,1263,1385,2135,2303,2346,2171,2010,1085,733,416,647
"G4200950","2017","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",82867,512,160,341,120,0,261,379,382,470,1165,789,1685,1557,4976,5708,10988,8625,13805,11033,12100,3917,2359,899,310,148,178,"Northampton County, Pennsylvania",2256,297,113,314,122,179,157,215,266,264,532,383,643,525,979,1134,1409,1481,1631,1353,1595,724,615,428,233,140,174
"G4200970","2017","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",26666,656,586,431,259,1047,840,529,769,1040,1805,1598,1482,785,2362,2183,2637,1742,1761,1965,1014,635,345,79,116,0,0,"Northumberland County, Pennsylvania",1176,384,259,223,137,396,356,275,355,383,620,492,441,358,718,739,654,414,502,543,318,256,183,63,82,179,179
"G4201010","2017","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",296863,1973,946,1677,876,1638,1977,1047,7379,7608,9739,12668,12248,12885,31989,24943,29134,24131,38414,21213,22342,11611,12908,3363,2234,983,937,"Philadelphia County, Pennsylvania",6050,572,433,780,422,659,632,509,1532,1392,1753,1803,2035,1916,2913,2771,2373,2529,2912,2266,2245,1818,1421,893,679,553,416
"G4201070","2017","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",42022,608,672,565,1278,1949,1017,1248,1720,2602,2549,2005,2483,2031,3769,3008,3932,1971,3413,2028,2188,522,172,17,11,134,130,"Schuylkill County, Pennsylvania",1492,351,290,253,509,649,355,597,507,505,578,484,506,664,786,639,886,606,782,504,606,271,136,29,20,130,97
"G4201110","2017","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",22876,602,436,134,152,327,382,99,1248,1228,1214,1589,1571,977,3700,2289,2707,712,1340,570,727,419,365,45,22,0,21,"Somerset County, Pennsylvania",1170,384,249,105,119,200,172,76,396,412,363,456,460,279,783,615,669,224,368,171,249,276,192,47,28,179,46
"G4201250","2017","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",62294,1075,782,622,435,765,490,362,1317,2163,1496,1966,2347,2838,5655,4595,5011,3859,5808,6361,7774,2790,2786,444,367,0,186,"Washington County, Pennsylvania",2246,369,320,240,283,493,295,221,532,585,436,431,526,757,891,877,940,732,864,1084,1062,675,541,305,229,179,198
"G4201290","2017","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",117184,1705,1274,694,856,949,766,1391,2309,2464,4482,4273,6009,5913,12358,12490,13809,7181,12735,9180,9006,3629,2190,1067,179,38,237,"Westmoreland County, Pennsylvania",3012,640,591,275,366,385,329,542,760,671,988,868,969,960,1532,1398,1576,1091,1480,1542,1124,800,694,574,182,63,205
"G4201330","2017","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",126616,1429,570,592,811,316,397,917,1335,434,1492,1993,3060,3932,10055,14392,19126,12649,19485,13928,12458,3967,1904,587,590,134,63,"York County, Pennsylvania",2956,576,472,298,358,340,345,392,686,211,600,595,608,1011,1520,1877,1803,1600,2187,1906,1266,838,524,288,395,154,76
"G4400030","2017","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",49710,97,86,567,215,212,128,0,0,249,108,229,130,251,1346,1836,5090,6284,12736,5950,8153,2685,1835,1008,223,120,172,"Kent County, Rhode Island",1846,162,141,471,209,209,160,217,217,275,130,278,154,296,535,629,1075,1140,1729,1227,1181,766,703,421,173,93,171
"G4400050","2017","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",21668,0,50,0,39,56,43,123,62,133,217,0,202,0,224,246,759,557,1414,2224,5003,3366,4282,1261,440,437,530,"Newport County, Rhode Island",1375,217,79,217,67,93,74,150,107,149,213,217,270,217,215,221,380,365,590,596,848,664,951,454,309,332,286
"G4400070","2017","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",128968,686,663,314,157,395,123,115,36,384,362,467,860,920,4830,7373,15093,13758,29231,16806,20335,8258,5526,1080,450,217,529,"Providence County, Rhode Island",3749,357,298,267,157,264,149,135,59,306,280,255,387,433,1255,1461,1922,1785,2666,2002,2230,1427,1118,471,268,168,305
"G4400090","2017","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500030","2017","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",48433,1074,808,190,433,938,679,711,1133,1156,1578,1831,3298,1753,4367,5455,5324,3132,4192,3629,2661,1922,1161,165,593,80,170,"Aiken County, South Carolina",2204,507,409,205,330,631,371,610,644,527,642,797,1025,704,1088,1388,1052,864,837,991,717,618,461,160,378,128,202
"G4500070","2017","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",54990,1276,536,486,317,516,1331,1113,1526,1485,1982,2599,3091,1924,6012,4693,5990,3494,5265,3364,4019,2615,1059,88,153,0,56,"Anderson County, South Carolina",2215,592,414,499,246,351,829,618,708,660,802,807,900,605,1252,1040,1214,987,1128,679,1096,960,425,142,171,211,92
"G4500130","2017","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",48737,410,205,230,317,278,460,225,199,627,224,320,807,476,2138,962,2865,2450,5108,5676,7421,5336,6693,2950,1508,224,628,"Beaufort County, South Carolina",2569,288,156,267,265,210,327,222,155,460,210,215,439,304,790,487,1010,935,1403,1182,1519,1088,1122,668,429,140,266
"G4500150","2017","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",51454,1230,1161,490,445,201,467,306,915,524,252,685,1370,1399,4336,3853,6416,4400,6657,5767,5684,918,1874,1340,294,284,186,"Berkeley County, South Carolina",2072,430,584,325,282,153,244,390,474,383,157,373,625,589,820,984,1363,1108,1224,1321,941,417,605,639,233,188,224
"G4500190","2017","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",95005,1207,312,646,246,174,465,239,346,533,499,1101,2108,2678,2301,3264,3495,3982,10434,8238,17298,10812,12766,5050,3136,1644,2031,"Charleston County, South Carolina",3230,694,224,367,215,161,314,243,285,300,367,485,729,1085,759,928,895,1112,1641,1398,2230,1587,1724,1186,741,694,759
"G4500310","2017","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",19002,687,955,684,938,600,198,772,1232,855,716,1085,1417,763,1477,777,1244,1245,1754,80,898,244,287,94,0,0,0,"Darlington County, South Carolina",1422,520,594,483,607,312,185,509,754,507,451,553,570,469,566,425,528,533,661,131,548,230,206,147,211,211,211
"G4500350","2017","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",39962,664,431,10,215,66,282,103,543,1163,258,208,119,256,3140,4008,4647,3346,6776,5591,5174,2015,651,104,192,0,0,"Dorchester County, South Carolina",2085,538,284,17,181,80,224,121,503,656,205,177,142,244,887,1039,1181,947,1432,1247,1159,675,324,95,211,211,211
"G4500410","2017","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",33670,1288,532,500,319,592,878,316,737,950,1037,1927,2027,1226,3716,4173,2688,2159,3888,1881,1860,316,396,129,135,0,0,"Florence County, South Carolina",1796,623,309,297,257,457,629,264,304,379,543,666,662,464,986,969,757,735,952,633,548,295,264,161,133,211,211
"G4500450","2017","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",130222,1293,810,1012,1275,590,925,280,1868,2454,2398,2652,3413,4951,10490,13696,13978,10334,18236,11527,11851,6153,6217,2373,934,222,290,"Greenville County, South Carolina",2938,657,420,469,599,341,580,217,663,919,598,819,762,1201,1584,1671,1547,1576,1925,1410,1501,1126,1079,581,419,185,254
"G4500470","2017","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",16891,520,55,140,0,607,300,160,669,375,853,1053,1292,444,1679,1687,1903,907,1475,925,637,390,499,25,79,190,27,"Greenwood County, South Carolina",1173,392,88,150,211,397,263,166,476,241,464,419,405,270,746,637,570,395,577,396,329,232,302,45,130,281,46
"G4500510","2017","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",90858,1025,1228,850,1815,681,1367,399,1337,1151,1808,1941,2131,1822,7719,7983,11681,8496,12445,8262,8858,3908,2748,310,355,299,239,"Horry County, South Carolina",3503,552,625,566,788,455,651,368,603,460,707,698,626,643,1459,1511,1694,1273,1505,1323,1183,758,674,166,240,278,190
"G4500550","2017","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",21503,943,151,740,408,155,629,178,442,1083,1051,1383,1029,905,2142,1352,2601,851,1207,1281,1026,1134,280,49,469,14,0,"Kershaw County, South Carolina",1442,486,185,510,321,240,396,201,438,534,553,551,539,414,832,471,890,444,586,491,537,553,289,81,318,24,211
"G4500570","2017","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",26271,71,345,0,0,0,87,148,592,601,653,644,1235,1289,2671,2476,1555,1516,2892,3082,3553,1590,1166,105,0,0,0,"Lancaster County, South Carolina",1325,120,284,211,211,211,86,112,619,406,386,353,479,542,1011,751,558,601,901,1020,940,692,671,152,211,211,211
"G4500590","2017","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",18809,441,794,684,765,245,965,639,998,1216,939,1002,1029,245,1737,1128,1951,620,1112,818,449,193,282,0,487,30,40,"Laurens County, South Carolina",1339,221,473,332,431,230,579,473,426,486,327,399,430,181,566,490,607,313,432,359,240,146,280,211,433,53,70
"G4500630","2017","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",81510,1228,604,261,455,611,950,729,1007,1575,2395,1748,2174,2791,10833,8709,12376,6278,9565,5081,4864,2697,2825,1202,378,93,81,"Lexington County, South Carolina",2665,485,300,218,284,294,427,420,423,545,822,669,673,712,1571,1272,1583,967,1410,989,861,698,793,490,204,106,95
"G4500730","2017","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",23088,328,522,504,424,464,416,94,370,1024,987,870,575,483,1878,1550,2439,640,2418,1534,1891,1059,1133,962,490,0,33,"Oconee County, South Carolina",1617,262,366,342,313,352,276,130,312,471,512,418,376,332,683,597,804,377,724,615,549,541,466,445,323,211,54
"G4500750","2017","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",22012,724,781,392,835,508,209,620,1304,1542,1467,932,1384,1102,2775,892,1195,802,1377,1235,930,513,180,100,36,105,72,"Orangeburg County, South Carolina",1443,339,479,261,393,388,194,356,581,638,690,505,641,525,821,464,506,456,532,529,434,326,158,163,61,162,99
"G4500770","2017","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",32163,1110,309,319,380,496,540,196,588,444,1138,1422,1342,569,3740,2483,5241,2025,2995,2731,1682,1170,800,183,69,81,110,"Pickens County, South Carolina",1790,423,241,215,210,365,322,203,350,195,499,865,615,335,1055,699,1039,536,807,757,567,501,383,296,82,101,125
"G4500790","2017","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",90157,412,652,40,334,1011,423,235,1654,1452,1371,3080,3473,4717,11492,8297,8845,8646,10390,6068,8323,3843,3495,1026,292,32,554,"Richland County, South Carolina",2876,326,456,65,373,633,377,241,669,523,610,848,885,1116,1732,1402,1395,1614,1878,1480,1089,944,943,379,208,57,477
"G4500830","2017","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",80510,1590,984,622,408,1025,1343,619,2551,2163,2105,3841,3020,4777,10911,9300,9210,4368,8363,4316,3991,2188,2000,420,226,0,169,"Spartanburg County, South Carolina",2972,781,390,449,274,548,672,365,906,759,496,1116,935,1000,1683,1486,1385,813,1243,971,811,568,728,325,206,211,121
"G4500850","2017","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",27194,529,361,396,568,499,268,526,1579,1126,2079,1186,1435,990,2186,3523,2852,1901,1881,1497,757,523,299,102,0,60,71,"Sumter County, South Carolina",1872,407,291,301,402,503,455,384,582,602,751,589,531,478,808,881,931,638,677,647,532,355,202,126,211,83,113
"G4500910","2017","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",72093,518,365,140,183,836,682,478,1335,1175,1614,2204,2548,1613,3663,6101,7820,4896,9398,6956,8745,5567,3588,1124,278,75,191,"York County, South Carolina",2309,344,477,139,185,463,532,366,498,513,717,820,967,555,841,1261,1316,1142,1418,1154,1104,1271,833,482,230,89,160
"G4600990","2017","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",49460,571,385,104,360,12,105,340,404,296,561,894,1026,1349,3849,4733,5979,6126,9261,4412,5132,1951,930,436,70,0,174,"Minnehaha County, South Dakota",1730,344,348,122,230,21,129,274,262,212,348,526,625,402,740,817,947,1169,1252,905,1042,513,404,250,120,163,172
"G4601030","2017","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",28414,809,293,49,171,60,338,138,503,156,178,347,496,240,1762,2556,3532,3785,3905,3040,3777,1004,683,377,135,80,0,"Pennington County, South Dakota",1579,417,195,85,166,95,392,136,306,188,136,282,315,215,592,624,795,789,1001,825,781,466,346,289,137,125,163
"G4700010","2017","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",19265,373,322,69,41,0,74,326,324,509,783,667,1173,639,2521,1340,2270,1652,2142,1604,1442,463,517,0,14,0,0,"Anderson County, Tennessee",1562,284,228,112,68,208,72,357,257,383,414,368,425,279,652,511,699,587,645,500,483,289,288,208,25,208,208
"G4700090","2017","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",37896,763,559,98,371,64,365,117,239,352,651,685,785,1218,3555,3996,5052,4283,4885,3419,3042,1257,1461,377,40,216,46,"Blount County, Tennessee",1871,420,430,120,247,102,361,166,198,415,278,374,386,467,960,1035,1095,1101,1042,704,826,490,548,263,68,212,76
"G4700110","2017","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",25881,70,131,0,116,65,65,510,405,275,191,532,1855,1895,1814,3083,2999,2485,2924,2309,2604,342,747,267,92,73,32,"Bradley County, Tennessee",1758,112,141,208,133,112,105,407,269,226,161,375,584,820,702,916,912,727,946,808,919,251,454,271,160,94,59
"G4700370","2017","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",150658,880,524,130,235,270,233,225,399,437,780,338,1904,1781,6856,10666,15493,12209,21876,19219,22505,12321,12305,3940,2824,1180,1128,"Davidson County, Tennessee",4428,481,282,132,194,213,243,226,298,236,413,258,701,483,1269,1717,1786,2190,2015,2152,2015,1827,1791,884,727,413,370
"G4700590","2017","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",20283,413,493,172,132,284,257,153,953,672,716,1522,1595,1659,1780,1433,1459,1297,1533,1672,1421,391,120,109,0,0,47,"Greene County, Tennessee",1533,237,303,222,117,200,222,157,585,364,345,711,541,683,578,591,442,609,501,601,588,331,115,133,208,208,78
"G4700650","2017","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",88518,220,212,274,472,357,121,289,787,1261,1548,2680,3068,3470,8593,9831,10340,8104,10267,6876,9831,3344,4195,1022,907,75,374,"Hamilton County, Tennessee",2970,171,166,216,454,256,178,189,414,535,566,809,831,938,1560,1448,1587,1332,1315,1128,1471,842,732,729,505,92,237
"G4700930","2017","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",119447,966,609,504,528,475,509,384,1376,1874,2753,2847,3676,3876,10324,12959,13700,11380,17278,10280,10191,4658,5828,1336,664,293,179,"Knox County, Tennessee",2926,480,302,326,298,282,270,300,681,593,673,662,748,930,1416,1572,1868,1647,1752,1649,1239,939,1291,534,297,321,143
"G4701130","2017","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",22374,157,45,165,214,181,306,295,624,430,980,746,2947,1640,1842,2478,2257,1290,2056,1379,1451,167,448,186,56,34,0,"Madison County, Tennessee",1417,171,75,208,212,165,251,260,335,291,458,352,991,593,661,775,702,542,837,423,581,149,332,173,68,61,208
"G4701190","2017","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",23904,185,191,50,35,94,116,90,217,406,670,697,966,695,1647,1594,2927,2521,3104,3103,2821,773,708,131,108,55,0,"Maury County, Tennessee",1379,218,204,91,58,179,97,115,184,264,427,307,452,280,588,642,918,810,873,1175,759,384,570,162,125,93,208
"G4701250","2017","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",43394,263,112,332,511,130,27,79,374,371,515,679,2098,1422,4415,5656,6693,4188,5512,4254,3401,1590,592,71,64,20,25,"Montgomery County, Tennessee",2071,230,119,261,361,152,45,133,259,259,276,313,679,544,1185,1269,1313,1165,1292,1074,901,637,356,95,76,34,42
"G4701410","2017","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",18106,82,163,124,102,266,111,217,251,283,512,404,605,274,2660,1735,3030,1862,2239,1459,959,400,333,35,0,0,0,"Putnam County, Tennessee",1359,98,172,157,169,267,165,198,272,241,362,295,285,179,821,682,715,717,691,666,488,323,346,60,208,208,208
"G4701470","2017","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",19504,0,39,29,90,250,9,66,249,67,330,238,452,397,1182,3755,2909,1222,2616,2230,2156,741,433,44,0,0,0,"Robertson County, Tennessee",1293,208,66,37,144,216,16,112,219,97,284,190,328,243,399,956,788,450,823,632,606,348,235,80,208,208,208
"G4701490","2017","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",72535,729,621,291,0,221,93,0,39,72,598,586,546,941,3549,5565,10618,7579,12714,10425,9399,4653,1738,943,474,39,102,"Rutherford County, Tennessee",2833,427,605,290,208,262,158,208,66,115,437,465,287,398,890,1296,1853,1391,2040,1576,1383,1235,661,444,402,67,166
