GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G5300330","2012","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",457472,1896,1956,1628,1889,1199,955,910,2051,783,880,1509,945,1909,9184,10023,16526,20980,52130,52538,90836,66346,77100,22265,21034,"King County, Washington",5454,528,666,514,603,457,392,395,601,426,413,583,364,746,1381,1667,1605,2091,3198,2957,4063,3175,2843,1890,2065
"G5300350","2012","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",66361,189,302,45,373,126,171,54,127,508,375,565,446,946,2136,2856,5600,4606,12591,10488,11765,4841,5442,1230,579,"Kitsap County, Washington",2270,189,207,62,268,111,182,88,113,300,251,350,316,418,793,761,1218,781,1613,1390,1253,993,1158,538,331
"G5300410","2012","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",20244,449,235,354,190,41,0,0,113,95,258,538,290,520,1583,1755,2421,2565,3466,1984,2329,659,315,84,0,"Lewis County, Washington",1080,353,209,178,190,66,192,192,109,115,206,373,246,297,482,538,607,743,749,591,709,271,209,71,192
"G5300530","2012","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",182522,2336,1508,1519,1528,858,520,350,1239,1428,755,1312,1280,2323,8796,10308,22207,20476,34868,23407,25084,8781,8173,1709,1757,"Pierce County, Washington",3927,739,549,561,546,331,270,242,535,681,378,417,507,839,1319,1387,2280,1946,2406,1951,2155,1384,1121,520,557
"G5300570","2012","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",30378,154,672,233,159,132,29,195,43,19,116,48,71,549,745,1690,2412,2977,5801,4009,4622,2192,2336,655,519,"Skagit County, Washington",1292,150,416,200,159,120,29,225,66,23,89,57,72,365,285,582,669,609,912,691,759,450,507,309,236
"G5300610","2012","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",178606,1259,490,1180,889,565,683,659,1397,556,603,971,1088,1528,4601,5896,10896,13395,31323,27461,39114,17888,12639,1794,1731,"Snohomish County, Washington",4072,541,267,520,335,281,394,344,591,313,302,345,508,553,879,1128,1460,1542,2379,2290,2897,1729,1335,458,627
"G5300630","2012","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",119019,1383,1230,666,781,206,171,240,640,496,1687,2065,2568,3802,12675,13530,17472,11517,18344,10712,9329,4839,3269,758,639,"Spokane County, Washington",3160,691,443,323,488,190,179,187,339,257,729,668,770,880,1543,1506,1827,1580,1822,1461,1507,1075,954,384,330
"G5300670","2012","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",67658,1707,527,545,514,270,374,162,609,164,114,406,471,354,2482,3493,7059,7047,13317,9565,10363,4728,2362,554,471,"Thurston County, Washington",2820,726,341,334,286,236,294,141,500,159,127,257,501,299,826,818,1181,1517,1817,1382,1233,1146,646,359,265
"G5300730","2012","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",49232,588,620,420,426,84,407,123,190,617,214,177,199,438,1645,1839,2657,3469,9661,7720,8875,4655,3173,421,614,"Whatcom County, Washington",1971,487,365,315,334,139,380,138,191,305,187,188,184,373,587,740,831,1054,1426,1246,1091,1032,871,282,278
"G5300770","2012","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",48712,1215,626,669,376,299,476,332,867,1118,840,1025,2103,1707,5524,5276,6033,4270,6803,4107,2492,1146,1267,93,48,"Yakima County, Washington",1573,513,243,338,225,200,333,299,506,499,390,354,552,575,973,1173,1137,956,1046,828,566,337,588,153,58
"G5400030","2012","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",29175,861,953,119,286,224,239,183,407,329,112,1581,518,1227,3585,3315,3703,2372,3949,1368,3008,477,180,139,40,"Berkeley County, West Virginia",1697,531,756,192,241,226,253,200,292,257,129,704,301,671,1169,792,877,740,886,594,942,358,177,167,70
"G5400110","2012","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",23858,675,412,216,561,429,460,321,1152,2175,716,1055,1429,1224,2785,2739,2301,1178,1168,919,980,208,679,41,35,"Cabell County, West Virginia",1565,470,288,178,313,252,270,248,391,661,320,443,472,440,767,887,647,458,474,373,428,154,307,72,62
"G5400330","2012","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",20605,293,492,827,936,112,504,480,1005,1146,1244,1954,1327,1023,2240,829,1586,1084,1032,1348,673,292,139,0,39,"Harrison County, West Virginia",1063,169,297,402,553,111,373,216,453,358,445,462,383,362,490,366,472,414,440,467,347,203,132,182,50
"G5400390","2012","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",58264,2791,1045,846,1215,1466,1296,935,2466,2758,3394,3772,3843,4185,6953,5251,4325,1965,3561,1991,2023,1000,612,201,370,"Kanawha County, West Virginia",1894,924,389,423,575,538,462,484,651,871,857,724,953,963,1172,881,983,596,979,574,570,442,301,171,279
"G5400610","2012","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",20217,808,784,470,961,328,133,151,183,495,336,523,525,435,1601,1304,2041,1923,2423,1360,2112,471,597,93,160,"Monongalia County, West Virginia",1206,338,400,241,410,215,118,177,127,295,174,250,259,221,485,453,549,605,677,500,631,227,288,107,160
"G5400810","2012","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",22714,1831,86,533,648,623,314,312,1102,668,1122,1348,1768,853,2238,2080,1818,1246,2226,834,502,77,253,39,193,"Raleigh County, West Virginia",1415,713,90,454,306,383,271,317,535,464,470,379,684,396,766,704,561,571,703,409,248,96,226,66,187
"G5401070","2012","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",25272,857,1017,370,200,201,74,413,1258,1271,1593,1856,1741,1200,3718,2444,1826,1862,2032,574,436,99,18,94,118,"Wood County, West Virginia",1409,340,433,354,155,175,74,325,497,498,535,635,505,458,734,629,501,555,535,279,213,101,30,114,121
"G5500090","2012","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",63553,273,643,164,161,34,38,188,87,500,525,1394,2085,2961,8828,10309,9709,7931,8068,4140,3600,884,747,82,202,"Brown County, Wisconsin",2089,190,325,147,159,57,45,179,104,332,289,458,497,744,1442,1152,1216,1376,1095,928,791,469,308,98,162
"G5500250","2012","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",122149,666,680,440,308,343,119,50,133,131,279,397,1405,810,4475,7752,14432,14458,28465,16275,16037,6017,6111,1407,959,"Dane County, Wisconsin",2276,350,396,273,274,225,108,50,134,108,232,267,591,345,1023,1207,1406,1463,2353,1588,1418,863,961,400,428
"G5500270","2012","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",25382,291,311,168,92,85,137,34,149,347,396,551,1136,1489,3743,3194,3757,2555,2823,1941,1135,538,291,119,100,"Dodge County, Wisconsin",965,138,226,143,60,87,108,41,107,205,228,316,416,459,622,624,638,521,500,419,226,261,121,70,101
"G5500350","2012","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",24944,431,345,261,217,166,229,25,87,104,546,444,844,1752,3187,3827,3754,1940,3117,1307,1372,437,329,41,182,"Eau Claire County, Wisconsin",1163,232,281,209,201,151,162,33,127,71,284,264,358,731,537,620,725,502,622,444,421,216,216,32,133
"G5500390","2012","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",29114,326,239,410,139,283,48,166,160,293,505,959,1235,2237,4664,4340,2608,2894,3184,1713,1524,537,432,78,140,"Fond du Lac County, Wisconsin",1286,221,113,245,108,177,63,172,86,187,304,336,372,566,796,631,454,522,567,387,357,243,217,58,119
"G5500550","2012","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",23205,78,107,247,155,133,80,113,132,138,74,287,365,500,2290,2816,3322,2379,3333,3002,2192,704,352,194,212,"Jefferson County, Wisconsin",978,82,106,172,187,99,97,97,116,107,75,212,243,264,644,549,624,602,571,644,433,258,227,177,137
"G5500590","2012","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",41495,360,370,347,187,202,66,31,614,179,381,1376,1821,1439,4229,5312,6432,3049,6167,3762,3019,972,590,171,419,"Kenosha County, Wisconsin",2208,256,301,251,221,245,120,53,452,187,226,545,548,611,873,809,1132,777,1412,896,756,449,486,168,355
"G5500630","2012","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",30109,422,455,313,518,198,106,89,119,155,373,982,1464,1005,3022,4488,4562,2518,4113,2179,1739,623,368,37,261,"La Crosse County, Wisconsin",1317,245,253,249,332,180,134,89,131,137,214,645,530,434,595,787,843,748,833,518,478,283,220,36,173
"G5500710","2012","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",25046,430,298,111,171,75,115,0,504,618,871,1119,1810,1881,4286,3043,3020,1474,2397,1140,1103,175,311,79,15,"Manitowoc County, Wisconsin",1217,376,210,70,157,66,119,145,264,266,440,411,491,503,615,501,544,362,454,319,305,106,197,100,26
"G5500730","2012","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",38250,398,217,208,87,157,36,350,207,384,1660,1512,1884,2063,5807,5558,4920,2381,4231,2655,1595,613,1077,168,82,"Marathon County, Wisconsin",1416,189,114,110,57,163,38,290,127,159,617,420,478,495,744,916,870,461,623,466,368,233,449,125,70
"G5500790","2012","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",190088,784,1314,1294,876,773,993,1175,2496,3549,5245,7029,7762,9318,23954,24953,27327,18218,22289,13832,10001,3008,2384,677,837,"Milwaukee County, Wisconsin",3570,251,421,503,283,300,373,467,660,756,746,1136,1082,1261,2082,2102,1982,1748,1745,1189,1225,640,525,278,291
"G5500870","2012","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",49848,103,561,220,124,82,185,48,263,329,442,938,1796,2070,7247,9270,6202,4831,7203,3440,2707,977,383,285,142,"Outagamie County, Wisconsin",1799,142,272,168,159,87,187,80,143,195,219,372,404,621,1093,1069,910,781,932,624,689,383,213,201,145
"G5500890","2012","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",26901,30,0,0,116,31,105,0,12,33,45,246,80,356,693,1133,2876,3369,5186,4008,3746,1685,1967,594,590,"Ozaukee County, Wisconsin",979,50,145,145,134,53,170,145,21,64,75,221,94,310,288,493,603,667,983,835,825,545,447,316,253
"G5500970","2012","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",19465,375,279,63,95,57,46,15,134,405,621,644,721,1168,2834,2428,3245,1595,1864,1052,1015,439,244,9,117,"Portage County, Wisconsin",855,343,266,71,63,78,40,24,83,247,252,301,323,293,589,496,609,391,424,250,318,313,148,16,68
"G5501010","2012","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",51845,118,288,347,246,58,30,57,359,658,619,2051,1641,3616,8034,4714,6373,5625,6757,4327,3301,1122,835,389,280,"Racine County, Wisconsin",1967,135,174,198,216,73,37,43,208,354,288,601,510,979,1349,818,951,1020,944,893,777,364,284,295,213
"G5501050","2012","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",42996,630,479,635,179,119,168,230,683,1106,1834,2037,2912,2551,6938,5801,4565,3333,3315,2258,2262,292,496,109,64,"Rock County, Wisconsin",1627,426,265,372,142,90,136,159,398,370,525,501,591,657,1131,900,871,786,748,742,749,183,228,80,48
"G5501090","2012","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",25060,198,370,70,173,41,46,135,123,29,162,80,363,669,2327,2580,2774,2329,4002,3418,2902,1281,641,161,186,"St. Croix County, Wisconsin",1148,132,267,76,199,39,50,147,109,26,114,59,195,359,633,550,604,607,696,789,768,476,308,188,244
"G5501170","2012","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",32777,234,429,222,455,153,0,22,126,346,806,843,1366,1384,5929,4908,4315,2413,3718,2017,1905,678,320,62,126,"Sheboygan County, Wisconsin",1350,172,246,178,321,151,145,19,124,210,350,463,550,385,895,849,618,526,534,451,465,261,155,64,97
"G5501270","2012","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",26728,240,308,258,53,117,148,187,189,384,406,253,453,478,2745,2910,3562,2763,3535,2260,2531,664,1303,527,454,"Walworth County, Wisconsin",1206,231,314,151,55,128,181,167,156,260,311,144,265,216,721,711,651,551,691,544,510,224,387,232,196
"G5501310","2012","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",40663,257,231,156,75,225,77,0,128,0,48,378,690,647,2470,2564,6228,4225,8085,5045,5720,2077,879,301,157,"Washington County, Wisconsin",1686,318,314,153,107,139,127,145,157,145,79,295,380,377,632,637,1124,789,963,822,835,670,352,244,158
"G5501330","2012","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",116113,248,226,348,395,374,210,103,105,63,247,258,319,419,2675,4493,9801,13097,27976,19427,18459,8206,5972,1295,1397,"Waukesha County, Wisconsin",1898,185,182,204,241,235,189,155,123,102,193,155,267,201,678,765,1299,1506,1927,1281,1460,1176,785,403,444
"G5501390","2012","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",45373,184,540,272,199,172,54,0,211,581,853,2067,2579,2513,7731,6167,6506,2911,5200,2434,2543,724,497,226,209,"Winnebago County, Wisconsin",1559,136,326,161,190,186,70,145,173,277,350,564,506,563,981,968,981,675,926,579,478,280,233,215,142
"G5501410","2012","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",23772,403,113,142,107,288,108,166,1062,794,1210,1841,1871,1443,3490,3218,2471,1188,1744,936,726,264,52,48,87,"Wood County, Wisconsin",963,255,111,130,76,233,126,174,396,261,393,561,549,377,738,731,590,407,400,278,348,173,40,42,143
"G5600210","2012","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",23766,627,309,357,155,340,185,38,36,184,107,200,420,492,1132,2019,4589,2560,3248,2302,2889,941,419,49,168,"Laramie County, Wyoming",1582,292,247,224,158,275,159,65,64,226,135,205,257,438,460,562,1099,703,770,860,831,393,233,81,153
"G5600250","2012","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",21986,1110,339,139,214,63,88,240,31,180,17,209,310,255,2099,1953,3314,3027,2640,1972,1717,624,1103,184,158,"Natrona County, Wyoming",1071,590,260,140,189,109,119,210,42,155,14,190,207,162,659,695,819,728,656,555,525,270,447,179,140
"G7200130","2012","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",22934,37,779,0,212,181,213,255,1311,495,1449,1355,1696,2104,4840,4086,1004,846,1034,439,421,0,0,0,177,"Arecibo Municipio, Puerto Rico",1554,64,523,214,173,184,150,194,554,289,517,606,667,753,1055,1026,392,420,440,340,314,214,214,214,200
"G7200210","2012","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",50640,121,0,305,23,214,88,72,0,419,210,484,1624,2360,9354,12945,9383,4673,4102,1498,1701,489,149,91,335,"Bayamón Municipio, Puerto Rico",2178,118,214,195,37,287,86,70,214,279,180,256,489,653,1405,1300,1152,952,800,599,689,268,143,110,207
"G7200250","2012","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",36985,68,179,106,0,178,812,389,249,346,471,642,1366,3476,5984,5782,5382,1969,3186,3070,2106,667,390,0,167,"Caguas Municipio, Puerto Rico",1805,82,198,124,214,206,443,333,160,230,302,349,441,896,1030,1002,907,646,706,821,797,517,356,214,147
"G7200310","2012","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",46636,47,81,0,33,0,84,0,271,247,694,739,1918,3325,8148,6607,10291,4512,4598,1748,1772,503,553,0,465,"Carolina Municipio, Puerto Rico",2060,80,92,214,56,214,104,214,197,229,468,386,593,847,1042,1085,1314,1043,866,666,601,293,293,214,324
"G7200610","2012","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",27161,109,550,0,103,179,0,80,0,0,265,425,680,1257,1890,1255,3286,2242,5069,2969,2682,1637,1490,259,734,"Guaynabo Municipio, Puerto Rico",1403,130,390,214,106,209,214,111,214,214,207,256,387,579,423,552,905,639,1111,774,783,533,599,167,397
"G7200970","2012","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",18734,0,108,351,140,204,524,262,252,367,1037,1375,3142,1297,3640,1350,1915,385,1706,320,227,63,0,48,21,"Mayagüez Municipio, Puerto Rico",1238,214,128,240,189,176,344,185,194,270,475,602,904,481,903,486,510,289,582,243,216,105,214,79,34
"G7201130","2012","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",37186,413,370,506,436,296,825,577,1192,1361,1623,1880,2706,3969,6241,4648,3245,2788,2375,627,662,0,189,0,257,"Ponce Municipio, Puerto Rico",1784,285,238,321,316,227,412,357,432,517,524,599,721,824,931,1020,755,631,672,381,356,214,213,214,195
"G7201270","2012","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",81042,247,134,329,806,138,369,228,893,844,1968,1951,3048,4693,7807,10541,11821,5605,9016,4358,6255,2687,3901,1392,2011,"San Juan Municipio, Puerto Rico",2684,203,113,193,363,121,244,168,466,357,627,632,678,901,1243,1402,1344,1172,1115,746,913,826,986,553,660
"G7201350","2012","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",19219,0,0,192,78,35,271,30,79,140,405,123,1197,994,2246,3071,1386,1414,2781,1854,2399,189,238,97,0,"Toa Alta Municipio, Puerto Rico",1144,214,214,168,100,60,261,50,97,134,325,159,483,473,753,834,613,520,891,635,849,251,254,125,214
"G7201370","2012","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",21442,46,0,214,93,0,137,0,245,352,233,674,2180,547,3955,4816,4004,1091,1172,423,1012,71,177,0,0,"Toa Baja Municipio, Puerto Rico",1263,75,214,196,154,214,195,214,215,256,198,352,632,286,910,833,687,413,405,302,514,122,165,214,214
"G7201390","2012","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",17600,40,819,87,0,0,0,0,162,258,289,122,941,309,1704,2104,3763,2182,1326,814,1824,451,289,0,116,"Trujillo Alto Municipio, Puerto Rico",1225,70,365,104,214,214,214,214,185,255,239,149,372,243,614,688,863,684,493,435,650,311,271,214,139
