GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G0600250","2012","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",26517,740,363,114,414,181,333,54,385,796,1180,1035,994,1250,4646,2209,2869,2518,3804,845,1277,271,129,48,62,"Imperial County, California",1836,556,303,127,329,143,310,87,204,359,597,394,398,572,953,671,746,814,924,412,513,194,121,82,73
"G0600290","2012","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",147900,1294,1999,789,1610,628,1998,1450,2685,4751,4945,5103,7190,5720,19153,14460,17600,9760,17119,11837,8808,4175,3633,742,451,"Kern County, California",3817,473,768,365,500,369,799,654,788,1098,1133,902,1355,1096,2114,1956,2180,1506,2356,1697,1522,951,880,408,295
"G0600310","2012","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",19777,141,140,302,42,38,116,108,212,786,585,710,251,928,2165,2174,2667,1802,2336,2418,1021,376,219,75,165,"Kings County, California",1547,150,188,225,72,67,149,122,141,403,247,404,147,352,586,536,780,540,734,767,442,276,189,103,152
"G0600330","2012","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",15542,415,174,180,148,226,420,196,468,510,202,936,1161,405,1273,1086,1704,875,1053,1016,1556,355,850,131,202,"Lake County, California",1557,264,140,165,185,259,292,211,322,357,171,522,502,282,469,450,739,448,437,423,712,249,514,208,142
"G0600370","2012","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",1481122,5996,3173,4021,4682,3517,5752,3883,7007,6815,5463,6716,5529,7873,24196,22060,38973,34417,114912,134119,302982,206413,285432,115771,131420,"Los Angeles County, California",11896,1032,588,723,808,651,840,725,1133,1104,1009,1299,861,1230,1880,2126,2472,2246,4526,5394,7412,5958,6032,4958,4226
"G0600390","2012","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",24555,95,0,82,218,145,332,132,500,218,427,605,777,1051,2552,1936,4268,1507,2440,3262,2380,583,790,65,190,"Madera County, California",1669,120,197,102,186,180,275,163,343,179,305,403,439,497,710,610,1107,544,700,768,783,341,356,114,145
"G0600410","2012","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",63948,139,123,271,47,113,188,448,37,148,0,199,192,149,457,133,530,438,1511,1795,3533,4901,16466,13575,18555,"Marin County, California",2193,118,155,227,78,143,181,312,63,162,197,185,154,176,341,143,421,292,600,573,885,878,1848,1735,1787
"G0600450","2012","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",18959,470,16,58,153,450,31,0,241,182,67,0,236,355,658,432,1199,624,2023,2419,3462,2453,1849,937,644,"Mendocino County, California",1278,295,29,97,170,445,51,197,258,176,88,197,284,473,306,265,482,360,648,648,703,734,493,394,252
"G0600470","2012","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",40931,728,171,172,257,152,437,252,233,1535,1257,1960,2450,1996,6516,4472,4112,1923,3482,3147,2559,1316,693,90,1021,"Merced County, California",2532,385,123,155,176,158,283,230,227,610,454,462,661,571,1219,1033,1079,772,856,879,775,437,349,82,375
"G0600530","2012","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",60584,351,329,194,303,374,535,0,273,492,136,396,354,560,2788,1862,3784,2587,6695,6331,10712,5376,8250,3724,4178,"Monterey County, California",2594,233,197,175,195,432,330,197,152,295,112,309,263,299,814,641,817,795,1035,976,1410,961,964,782,827
"G0600550","2012","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",29220,244,122,180,0,28,114,181,135,185,288,323,210,187,392,406,649,731,2537,1388,6537,4432,4547,2463,2941,"Napa County, California",1412,173,117,144,197,47,95,140,137,142,195,203,166,119,231,207,259,303,646,425,1013,672,849,572,624
"G0600570","2012","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",29567,315,0,201,77,416,160,0,219,137,46,168,86,0,466,912,1643,1042,3708,3729,5937,4114,4293,1104,794,"Nevada County, California",1721,203,197,202,127,337,167,197,246,206,80,129,89,197,309,509,581,470,956,923,997,991,916,449,382
"G0600590","2012","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",565956,1457,1102,1676,1731,1305,1505,2252,4110,3254,2049,2191,2160,2199,6820,4276,7035,9074,21271,28289,91970,94616,163905,63227,48482,"Orange County, California",6120,536,392,565,581,499,449,636,827,1027,549,666,632,654,1058,974,1136,1662,1970,2214,4080,4296,4248,3265,3505
"G0600610","2012","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",92455,748,534,160,325,285,389,247,753,643,318,434,322,423,1473,1319,3910,4241,10353,15050,22311,10748,12616,2803,2050,"Placer County, California",2507,336,273,119,282,242,241,220,536,430,232,289,232,296,523,439,888,1020,1361,1722,1950,1377,1556,794,707
"G0600650","2012","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",442164,7126,3236,4429,4840,3420,3333,1286,5622,5673,5010,6267,8516,7495,25949,29591,42265,31856,62965,53029,67985,29497,21796,6061,4917,"Riverside County, California",7580,1188,685,979,964,918,731,455,1132,1158,877,1030,1180,1253,2150,2474,2767,3134,3555,3572,3467,2494,2086,1065,983
"G0600670","2012","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",289227,2254,1767,2190,1312,1199,1015,1297,1726,1632,2627,3587,4946,5447,21914,22179,32957,24876,43324,33475,38919,19048,16009,3387,2140,"Sacramento County, California",4852,607,716,581,454,385,386,473,492,439,711,666,863,788,1920,1953,2705,2747,3092,2673,2494,2016,1945,807,493
"G0600710","2012","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",360060,4069,2719,3606,3050,2587,3548,1794,3872,5449,6592,7088,8845,8700,28831,24537,33661,25434,46439,40303,48278,24324,20592,2438,3304,"San Bernardino County, California",6921,773,646,912,763,732,1115,613,737,846,1405,1255,1351,1491,2859,2397,2578,2502,3076,3064,2921,2189,1872,583,832
"G0600730","2012","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",573530,4833,2718,1970,2426,2344,2748,2316,3580,4389,2203,2167,3253,3518,10851,7244,14826,13057,41127,49620,129129,88804,105887,40654,33866,"San Diego County, California",6642,948,619,539,666,657,783,698,710,980,663,629,891,1184,1488,1048,1976,1576,2682,3354,4808,4404,4825,2811,2687
"G0600750","2012","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",124739,673,0,0,52,0,68,103,400,300,506,457,424,230,509,270,70,439,1360,1486,5992,10963,41823,29953,28661,"San Francisco County, California",4592,471,197,197,87,197,59,123,278,271,208,365,406,200,292,178,115,275,468,547,1132,1389,2521,2656,2541
"G0600770","2012","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",121799,1943,1263,661,681,598,671,537,1700,1747,1822,2097,2761,4547,10339,9113,14506,9457,17052,13168,14737,4978,4180,2092,1149,"San Joaquin County, California",3621,589,661,281,376,328,306,314,503,531,532,495,703,981,1382,1042,1759,1633,1948,1665,1759,1361,993,710,619
"G0600790","2012","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",56105,262,0,81,291,246,296,123,303,626,162,769,363,735,930,684,1276,710,4670,4993,9601,8579,13586,3323,3496,"San Luis Obispo County, California",2277,200,197,95,228,218,194,148,188,427,144,454,246,508,439,361,414,334,1170,1160,1370,1181,1574,746,849
"G0600810","2012","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",148728,920,186,90,284,241,351,200,483,618,330,243,303,114,903,393,784,352,1742,2621,9048,15493,47880,26130,39019,"San Mateo County, California",3608,439,158,117,236,219,237,192,403,333,342,205,213,147,380,220,369,271,645,746,1161,1641,2516,1696,2104
"G0600830","2012","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",73176,464,374,384,535,535,281,128,216,601,655,709,1204,162,929,1146,2907,3304,6096,6668,8841,4643,11255,10285,10854,"Santa Barbara County, California",2449,268,245,276,361,256,235,141,163,533,399,433,447,146,346,461,744,856,1033,1149,1346,970,1530,1365,1154
"G0600850","2012","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",344484,819,574,629,787,884,1850,1029,1858,2866,1301,1642,1780,1099,1976,1743,2917,2583,7993,10656,33174,41541,97607,55056,72120,"Santa Clara County, California",5421,332,305,292,362,452,631,527,537,795,506,572,591,431,643,654,799,758,1264,1285,2561,2681,3347,3035,2865
"G0600870","2012","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",52900,197,85,57,116,0,408,148,99,275,160,226,260,290,481,767,545,285,2678,2255,7493,6505,17074,8211,4285,"Santa Cruz County, California",2407,167,138,74,151,197,353,169,120,220,166,218,265,203,293,368,274,265,863,653,1249,1184,1529,1286,942
"G0600890","2012","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",42265,643,576,701,423,200,200,44,34,154,1190,1012,569,896,3557,2456,4566,3623,5727,3272,6785,2484,2567,391,195,"Shasta County, California",1908,312,419,368,212,148,134,72,42,106,469,375,304,432,970,672,923,836,934,714,1098,579,640,265,138
"G0600950","2012","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",83408,480,669,275,647,751,193,81,522,449,601,984,528,967,5257,4911,7662,7302,13505,9932,13788,6925,4291,1718,970,"Solano County, California",2784,281,423,181,355,493,162,97,256,257,306,458,252,388,870,799,1249,1712,1551,1440,1473,1162,804,609,434
"G0600970","2012","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",110476,564,657,710,611,1198,552,507,1189,760,869,520,408,399,1648,1667,2735,2253,6282,10403,26594,18184,18074,7558,6134,"Sonoma County, California",3322,282,330,276,325,423,282,307,531,299,416,310,245,250,424,524,680,624,1047,1548,2117,1891,1641,1336,962
"G0600990","2012","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",93081,1268,960,491,444,559,224,236,632,1246,1984,2457,3790,3471,12882,11406,11465,7248,12507,5268,6415,2958,3646,523,1001,"Stanislaus County, California",2911,495,435,252,307,344,184,180,384,588,524,628,869,783,1811,1473,1673,1136,1421,1061,1143,786,721,257,353
"G0601010","2012","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",18517,339,170,61,33,210,34,38,133,349,250,502,631,277,2027,1865,3545,1020,2589,1319,1207,887,703,299,29,"Sutter County, California",1200,259,254,63,57,170,57,63,153,252,156,289,322,237,644,607,895,347,650,436,450,331,314,268,36
"G0601070","2012","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",75044,810,440,895,242,356,197,574,663,2208,2205,3010,3620,2635,9512,7780,11687,3567,7871,6727,4542,1833,2495,349,826,"Tulare County, California",2700,405,234,361,128,191,181,335,392,823,651,880,743,663,1401,1293,1842,820,1516,1471,882,594,712,194,466
"G0601110","2012","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",172028,522,201,403,737,654,776,513,1830,1034,805,922,1063,390,2464,2269,3103,2612,9732,13269,38742,30351,37395,13511,8730,"Ventura County, California",3950,286,237,259,309,325,437,303,669,400,429,404,547,209,655,728,803,581,1419,1489,2134,2444,2060,1670,1066
"G0601130","2012","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",35683,499,125,76,424,236,407,81,158,131,303,200,191,0,1856,941,1792,2862,5000,4160,5522,3246,5495,1211,767,"Yolo County, California",1960,457,145,127,283,195,385,101,153,134,216,163,185,197,683,413,615,876,896,884,947,773,740,381,377
"G0601150","2012","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",14671,612,110,55,18,158,54,0,66,227,389,515,564,727,1745,819,1218,1909,1744,1794,587,447,190,243,480,"Yuba County, California",1122,450,135,83,32,167,47,197,95,289,352,293,319,361,530,340,481,685,662,656,334,391,191,252,384
"G0800010","2012","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",98888,2980,960,1075,659,461,1053,205,542,1010,1167,1006,1492,1754,7313,10266,14031,12980,18824,8333,6614,2494,2933,190,546,"Adams County, Colorado",2816,973,392,466,320,266,596,124,327,440,603,428,590,635,1208,1777,1642,1371,2012,1162,906,713,545,191,311
"G0800050","2012","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",136340,551,678,833,420,362,187,147,716,713,481,1225,2318,2222,6644,8120,13777,14225,24049,17195,19863,8173,7383,2439,3619,"Arapahoe County, Colorado",2815,303,356,391,239,222,177,125,351,413,298,378,744,666,1116,1226,1445,1489,2033,1762,1585,1025,781,574,537
"G0800130","2012","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",74639,689,165,732,335,466,183,185,232,109,0,157,125,152,723,1340,3055,3535,7930,7289,15461,11240,13093,4366,3077,"Boulder County, Colorado",2288,295,250,446,241,426,188,183,195,107,189,162,147,133,370,473,766,647,1061,1087,1773,1593,1272,818,753
"G0800310","2012","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",128521,501,680,405,432,400,95,197,516,934,1384,1754,1961,2117,7226,9833,10086,9256,16171,13120,22030,10275,11882,3572,3694,"Denver County, Colorado",4126,340,348,259,249,262,99,144,295,445,658,498,698,589,1059,1508,1480,1436,1987,1794,1998,1352,1445,783,805
"G0800350","2012","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",85231,7,0,176,32,48,226,0,125,0,0,26,40,336,730,1316,2556,2615,13507,13860,23992,9767,10498,3603,1771,"Douglas County, Colorado",1780,12,189,167,44,81,265,189,142,189,189,42,66,338,373,486,951,899,1470,1336,2076,1275,1419,767,593
"G0800410","2012","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",150429,1426,873,898,427,291,695,448,444,534,899,1002,1236,1674,7017,14908,19486,16048,23685,16192,23386,9483,6740,1467,1170,"El Paso County, Colorado",3691,499,405,452,268,228,532,279,405,258,471,404,418,700,1126,1642,2099,1425,1837,1774,2027,1079,982,554,546
"G0800590","2012","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",154543,958,221,652,588,258,199,81,90,577,443,277,1060,1165,3494,5556,9875,12207,32349,29125,25019,13687,11420,3624,1618,"Jefferson County, Colorado",3633,468,170,293,313,197,147,94,112,352,281,212,495,487,642,1023,1369,1435,2388,2291,1888,1522,1256,759,566
"G0800690","2012","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",79039,1055,413,1010,534,335,406,685,699,117,207,362,568,561,1530,3522,7033,7072,15394,11551,12345,6239,4923,919,1559,"Larimer County, Colorado",2327,547,315,427,282,305,213,396,318,113,182,303,480,321,569,724,1145,1351,1797,1414,1360,1086,955,366,592
"G0800770","2012","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",41706,648,339,360,217,730,314,374,95,266,738,301,649,672,2614,3896,5076,3928,7586,4173,4452,2228,1504,382,164,"Mesa County, Colorado",2090,509,283,199,169,523,235,435,107,231,617,263,334,388,745,899,1131,995,1105,1007,972,752,492,316,165
"G0801010","2012","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",39865,467,843,342,73,115,128,213,1219,810,1491,1899,2211,2418,6651,4156,4564,3824,3361,2021,2073,96,449,288,153,"Pueblo County, Colorado",1663,295,370,203,86,92,107,143,556,342,468,541,557,680,1120,839,738,990,646,517,603,97,306,193,131
"G0801230","2012","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",62725,799,554,630,749,401,83,664,570,850,536,563,1734,1018,4742,5229,8469,4855,9631,5878,6871,3490,2577,866,966,"Weld County, Colorado",1854,363,244,391,461,313,82,348,320,327,233,293,647,373,876,849,1338,761,1199,857,1001,1031,747,384,480
"G0900010","2012","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",228219,176,49,242,209,550,410,495,685,645,1220,1210,1117,555,3460,4216,8405,8460,18261,21860,40967,26689,40066,19265,29007,"Fairfield County, Connecticut",4162,174,82,212,260,234,242,377,335,298,491,546,347,321,889,968,1405,1149,2013,2154,2580,2057,2095,1960,1774
"G0900030","2012","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",221397,436,523,945,676,581,559,363,492,1477,940,835,1678,2515,7633,16018,22693,22015,41073,32444,37393,14295,11171,2529,2113,"Hartford County, Connecticut",3736,248,284,397,344,267,296,235,263,542,409,351,541,700,1274,1738,2003,2046,2368,2388,2680,1632,1332,605,607
"G0900050","2012","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",58274,84,109,235,279,124,51,93,102,0,309,327,593,923,2664,4158,5584,5432,8331,7712,9968,3979,4242,1563,1412,"Litchfield County, Connecticut",2051,99,130,180,208,128,89,116,171,193,239,263,369,380,574,1045,1128,973,1065,1174,1166,721,791,479,452
"G0900070","2012","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",50565,60,66,96,185,159,101,95,64,101,287,272,213,248,697,1743,4749,3050,8291,8982,10593,4359,3685,1104,1365,"Middlesex County, Connecticut",1964,73,109,116,166,134,118,114,81,124,206,178,176,197,315,682,990,980,1271,1375,1136,902,848,429,585
"G0900090","2012","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",209129,695,614,891,784,756,815,82,893,1277,940,1270,3611,3059,11834,11221,20142,16439,34705,30193,35838,13854,13337,3091,2788,"New Haven County, Connecticut",4301,499,300,478,339,336,518,99,484,562,378,431,1096,928,1655,1560,1924,1625,2608,2055,2320,1574,1443,818,676
"G0900110","2012","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",69260,205,165,150,467,246,175,70,410,406,212,293,643,842,3071,3099,5529,6449,12661,11657,12045,3614,3807,1071,1973,"New London County, Connecticut",2235,178,137,168,270,140,150,81,253,227,183,194,433,394,719,725,953,1013,1427,1470,1262,729,666,386,649
"G0900130","2012","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",40774,49,44,60,119,39,102,0,48,171,99,301,385,251,1647,1351,3481,4124,9444,6598,7936,2563,1255,259,448,"Tolland County, Connecticut",1472,82,78,102,114,68,171,193,80,136,117,319,281,220,632,603,742,935,1369,1200,1133,861,468,243,247
"G0900150","2012","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",30834,93,134,134,90,256,11,0,387,167,201,132,365,182,1854,2027,5826,3351,6952,2888,3779,896,783,22,304,"Windham County, Connecticut",1621,132,179,158,116,244,20,193,398,206,228,163,254,157,563,509,968,778,1061,629,731,397,366,40,240
"G1000010","2012","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",42614,687,653,594,368,243,241,183,712,322,364,648,715,1027,2472,2911,4157,5555,7979,4944,5437,942,793,402,265,"Kent County, Delaware",1898,400,362,347,227,270,181,144,359,236,204,473,329,444,730,932,853,1111,1317,1055,1270,550,318,415,215
"G1000030","2012","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",138381,722,718,683,1074,412,617,298,784,1049,1165,1054,765,1572,6265,6892,14218,11862,26179,21628,23465,8452,5654,1054,1799,"New Castle County, Delaware",3113,427,364,282,421,214,442,230,388,450,578,412,454,436,1155,1212,1820,1444,2057,1961,1846,1175,933,374,394
"G1000050","2012","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",60055,1352,1052,709,621,427,673,524,1080,406,652,629,735,726,3129,2954,5543,3867,9469,7328,8745,4108,2985,935,1406,"Sussex County, Delaware",2231,500,517,307,291,234,287,316,416,153,308,323,297,316,740,736,1019,619,1450,1009,1282,761,622,390,355
"G1100010","2012","DC",,,"District Of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",110681,161,43,93,175,72,193,42,290,180,197,361,194,311,924,1248,3354,3025,8740,8387,18471,14617,23423,14015,12165,"District of Columbia, District of Columbia",3549,136,72,110,132,114,124,69,198,147,173,217,214,214,368,524,782,737,1320,1163,1637,1625,1696,1377,1318
"G1200010","2012","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",51431,332,153,253,342,405,457,89,1037,1384,2429,1528,2689,1434,4842,3962,6464,4567,7188,4652,4340,1259,1108,247,270,"Alachua County, Florida",2383,248,148,238,240,347,381,102,436,469,780,525,764,558,1165,803,1521,1009,1332,1138,919,644,424,159,243
"G1200050","2012","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",41100,480,256,273,530,551,137,160,662,996,947,983,3027,2328,4582,3505,4320,2606,5273,3327,2883,1667,1097,56,454,"Bay County, Florida",2015,270,219,245,386,318,139,158,342,428,413,398,855,834,912,924,869,727,916,913,786,915,548,68,312
"G1200090","2012","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",158941,2744,1428,1225,1357,1425,1510,1800,5476,6044,8580,10754,11395,9343,15861,13622,16705,8128,13834,8682,9760,3702,3552,1202,812,"Brevard County, Florida",3483,943,517,430,572,540,673,586,1189,1153,1550,1461,1941,1563,2097,1794,2073,1234,1766,1339,1342,865,1061,564,370
"G1200110","2012","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",435558,3271,2389,3005,5010,4857,6481,4968,16173,16275,15856,16313,19300,14645,37719,27823,38074,24794,44021,38185,44184,21421,17480,7576,5738,"Broward County, Florida",7063,985,701,1083,1001,1162,1059,1156,2030,1932,1928,1963,2223,2178,2948,2486,2533,2170,2855,3117,2989,2505,2280,1463,1112
"G1200150","2012","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",57270,316,350,316,310,663,708,641,1323,3072,2800,2650,3276,2949,7910,4913,5873,3867,4624,4200,3071,1177,1635,344,282,"Charlotte County, Florida",2369,278,247,323,237,463,392,502,564,870,835,772,855,722,1372,1061,1068,1086,832,864,716,467,475,220,202
"G1200170","2012","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",49398,686,197,386,918,1223,1027,755,1932,3557,2371,3462,3152,2553,5482,4220,5001,2736,3325,2192,2492,511,544,551,125,"Citrus County, Florida",2764,350,162,274,511,577,535,439,746,860,757,923,1144,681,1169,1040,1183,803,956,844,810,367,290,509,153
"G1200190","2012","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",49577,334,401,103,34,242,973,465,1031,1014,2074,1560,2633,1886,6993,6278,6309,3760,5149,3723,2749,1055,529,229,53,"Clay County, Florida",2649,247,305,120,58,273,642,353,511,608,839,627,838,594,1468,1334,1396,1099,1158,1314,788,843,254,380,87
"G1200210","2012","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",91797,1028,110,448,159,599,447,247,694,1433,1579,2430,2856,2059,6815,5828,8814,3876,9659,6589,11728,5915,9219,2872,6393,"Collier County, Florida",3158,409,106,269,224,484,212,215,363,544,606,893,941,617,1332,1454,1502,1221,1722,1071,1886,1194,1502,752,966
"G1200230","2012","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",16497,66,387,265,82,168,1098,369,755,1047,1039,708,1882,673,2052,1126,1725,493,479,725,577,141,640,0,0,"Columbia County, Florida",1236,105,295,232,159,157,472,282,457,466,535,380,683,363,603,488,628,275,237,479,338,166,377,211,211
"G1200310","2012","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",195162,2681,1929,1448,1022,1831,2809,1495,3825,7358,8664,11738,12512,9528,24660,20791,21135,13937,16531,11445,8886,4173,3731,1180,1853,"Duval County, Florida",5129,867,626,721,497,959,912,597,881,1246,1207,2031,1532,1378,2464,2536,2195,2285,1854,1605,1427,983,793,513,566
"G1200330","2012","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",67709,914,683,642,492,518,742,756,2389,2139,4973,4267,5012,3672,9516,8104,7216,3074,5387,2536,2541,720,801,331,284,"Escambia County, Florida",2439,472,474,282,298,296,322,379,707,650,1144,1004,983,929,1238,1296,1132,770,1264,635,572,365,336,190,160
