GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G4500450","2014","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",118460,2361,1547,1138,308,511,1096,804,1528,2532,2984,3746,4038,4106,13316,13537,14050,9474,13907,8497,8905,4405,3415,1502,753,"Greenville County, South Carolina",2851,598,648,395,272,320,524,347,421,734,720,815,817,1037,1627,1464,2034,1430,1862,1152,1200,753,737,587,315
"G4500470","2014","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",18535,356,121,213,276,938,143,367,572,626,2187,1375,1106,858,1508,1229,1177,788,1539,1317,1085,190,501,28,35,"Greenwood County, South Carolina",1217,243,144,269,203,566,135,187,339,282,852,634,485,454,532,551,468,333,586,638,501,138,299,48,60
"G4500510","2014","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",86772,3186,1268,1766,1281,1245,1033,1104,1946,1281,2025,2900,3433,2345,5710,9714,11214,6614,8712,8117,6373,2773,1733,525,474,"Horry County, South Carolina",3419,831,508,671,528,585,567,653,630,594,755,648,1047,734,1066,1589,1495,1221,1100,1438,1138,766,486,269,247
"G4500570","2014","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",21560,542,378,253,265,265,636,33,364,425,196,1747,608,925,1903,1381,1956,1264,3259,1352,1648,810,899,270,181,"Lancaster County, South Carolina",1566,506,244,237,194,220,411,62,293,276,188,652,260,467,648,615,614,493,930,534,648,426,676,232,189
"G4500590","2014","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",17632,1052,887,292,777,359,328,294,547,908,1254,648,1274,943,2369,1329,907,619,1227,687,507,214,41,136,33,"Laurens County, South Carolina",1327,448,436,237,470,221,197,275,299,359,478,245,449,425,749,483,411,282,512,343,293,171,56,150,55
"G4500630","2014","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",77701,2688,937,539,897,646,791,324,1565,2561,1970,2609,2492,3388,10935,9769,8748,4685,7108,5621,4579,1693,1771,530,855,"Lexington County, South Carolina",2370,755,353,312,381,460,342,271,598,658,614,589,647,927,1375,1225,1270,800,1137,919,832,472,470,276,363
"G4500730","2014","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",23274,1001,274,979,1102,216,951,34,486,1285,980,1087,631,683,1186,1515,1690,1191,1699,1498,2027,1153,629,345,632,"Oconee County, South Carolina",1424,418,218,715,614,201,580,57,322,548,464,509,345,351,568,519,516,522,594,571,722,465,321,225,336
"G4500750","2014","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",20099,1207,531,361,512,163,580,481,1765,1398,1124,1049,986,1073,2064,1206,1547,610,1203,638,806,411,198,36,150,"Orangeburg County, South Carolina",1485,479,299,218,291,127,265,329,511,491,436,472,421,448,595,492,615,315,513,267,468,259,150,60,137
"G4500770","2014","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",31119,1356,299,534,561,410,672,481,780,1127,1201,2190,2855,1674,4142,2426,2205,2017,2471,1431,1271,312,308,210,186,"Pickens County, South Carolina",1555,477,288,436,344,264,385,371,496,539,423,744,977,579,901,634,565,598,827,472,413,198,253,173,130
"G4500790","2014","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",85553,2334,1021,476,640,585,505,589,1664,1862,2376,2890,4308,3671,8706,11534,8205,5436,10507,6606,4015,3334,2892,613,784,"Richland County, South Carolina",2855,1072,509,275,374,359,438,359,529,576,739,637,973,857,1313,1988,1447,1101,1624,1119,832,774,896,285,392
"G4500830","2014","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",73093,2731,884,507,1245,67,1548,639,2962,3230,2176,3561,4476,5019,8834,9116,7204,3892,4023,4051,3782,1032,1436,388,290,"Spartanburg County, South Carolina",2594,734,333,313,604,63,652,400,984,910,619,1010,946,1072,1523,1350,1001,856,797,936,932,503,574,266,310
"G4500850","2014","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",26627,873,349,1036,440,528,449,522,1161,1098,1046,1307,1817,1342,3029,2806,2754,1158,2415,715,1001,320,127,0,334,"Sumter County, South Carolina",1583,439,240,593,285,389,257,286,513,490,499,587,606,520,814,743,668,492,876,384,475,214,153,200,373
"G4500910","2014","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",63416,3373,622,136,227,234,302,505,1661,1542,1089,1439,2648,2212,6446,5741,6861,4965,6671,4954,5776,2600,2370,538,504,"York County, South Carolina",2022,945,337,88,221,175,175,371,579,584,579,533,700,713,1234,1090,1171,1240,1299,859,989,668,741,302,305
"G4600990","2014","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",44998,1230,203,195,201,219,295,86,268,1271,559,388,988,2360,5606,5817,7704,3699,5418,3650,3001,1157,412,120,151,"Minnehaha County, South Dakota",1626,419,150,155,153,177,190,88,182,500,255,234,434,578,927,955,1271,716,842,849,617,402,186,159,181
"G4601030","2014","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",27592,1546,681,413,490,198,290,478,174,0,563,318,629,883,2219,3345,3556,1651,4032,2446,2224,1015,217,156,68,"Pennington County, South Dakota",1419,757,534,346,330,204,274,494,134,151,461,325,331,428,858,735,735,561,947,683,665,391,137,161,114
"G4700010","2014","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",21687,370,244,101,170,139,335,490,745,343,248,1186,1777,735,2871,1907,2206,1304,2669,1143,1159,249,779,175,342,"Anderson County, Tennessee",1305,222,209,128,170,147,256,390,465,222,193,610,714,297,725,628,594,552,682,392,500,173,355,177,251
"G4700090","2014","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",36060,1284,494,322,242,35,0,0,801,385,889,738,1626,799,3295,4026,5119,2533,4457,3416,2771,990,1154,421,263,"Blount County, Tennessee",1843,580,387,234,228,59,198,198,512,254,475,376,677,402,839,930,1054,805,1105,724,691,410,474,301,150
"G4700110","2014","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",24846,257,447,662,0,218,56,0,750,552,375,997,931,2315,3060,3528,2586,1656,2493,1188,1204,529,653,281,108,"Bradley County, Tennessee",1843,226,480,529,198,251,104,198,530,562,251,545,502,945,811,1087,792,624,802,672,533,319,394,251,127
"G4700370","2014","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",141871,2932,458,607,85,593,44,244,575,748,1457,2661,3829,4573,16447,18117,20205,9418,15728,10223,13498,6388,6935,3054,3052,"Davidson County, Tennessee",4084,716,223,306,83,243,71,192,261,500,573,748,926,1037,1793,1780,2347,1513,1739,1270,1689,1112,1209,716,662
"G4700590","2014","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",17986,470,308,86,248,182,261,209,702,723,625,1330,1448,1425,1533,2348,2259,710,844,741,516,308,262,335,113,"Greene County, Tennessee",1480,294,283,148,218,189,209,252,344,367,302,560,527,643,451,754,723,339,354,455,360,273,215,275,129
"G4700650","2014","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",84507,1610,708,606,412,223,996,424,963,1635,1803,1841,3269,3621,10527,8624,11989,6021,10004,5378,5743,3404,3463,708,535,"Hamilton County, Tennessee",2929,522,404,347,329,198,436,328,374,520,752,696,895,938,1308,1620,1661,1101,1682,1024,857,783,852,365,263
"G4700930","2014","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",114916,3063,1241,644,536,248,1120,536,1816,2733,3071,3574,4051,5333,11862,10752,13136,9480,13772,9718,8489,4136,3263,1516,826,"Knox County, Tennessee",2823,819,616,337,224,224,560,411,700,887,800,820,868,1108,1726,1307,1617,1203,1686,1437,1288,778,755,411,305
"G4701130","2014","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",24149,350,235,26,318,248,270,232,883,1838,892,1265,1979,1687,3761,1405,1943,922,2329,1473,780,716,342,255,0,"Madison County, Tennessee",1450,242,205,46,264,273,177,233,349,646,551,556,536,547,1043,448,613,405,652,581,306,408,201,193,198
"G4701190","2014","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",22177,463,129,202,90,290,269,228,566,272,387,649,1189,1545,2433,2699,2843,1965,2177,962,1544,406,591,65,213,"Maury County, Tennessee",1577,291,162,244,148,208,261,197,573,186,290,374,486,611,647,633,820,699,708,441,548,323,283,110,158
"G4701250","2014","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",39343,893,246,203,95,190,313,290,309,437,1280,1106,1358,3107,5675,5295,5331,3944,4943,1705,1121,699,594,79,130,"Montgomery County, Tennessee",2077,459,213,205,129,197,184,236,194,315,538,497,546,916,977,948,1016,1053,935,518,456,313,377,138,145
"G4701410","2014","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",18208,226,148,76,110,453,123,192,430,569,761,479,376,1337,2148,2271,3896,1058,1503,219,1088,95,129,94,427,"Putnam County, Tennessee",1250,219,144,127,118,435,126,177,279,442,391,340,254,739,734,800,991,483,601,159,426,111,182,117,413
"G4701470","2014","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",18692,369,82,371,0,55,149,188,292,729,318,322,870,725,2343,2467,1646,1952,2235,1047,1449,626,457,0,0,"Robertson County, Tennessee",1122,237,86,294,198,81,142,136,272,506,236,289,465,312,687,639,548,685,764,444,662,410,405,198,198
"G4701490","2014","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",65547,1602,385,173,222,168,168,67,404,295,385,700,1199,2153,10792,10260,10011,5188,8699,5511,4349,1372,998,134,312,"Rutherford County, Tennessee",2499,597,313,143,227,198,246,80,314,209,274,391,420,739,1754,1687,1358,1041,1426,1147,895,642,434,154,285
"G4701550","2014","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",22870,657,287,987,342,175,210,133,1083,304,241,273,753,1317,1710,2551,2297,1617,3604,1248,1359,646,791,231,54,"Sevier County, Tennessee",1885,526,252,556,200,186,163,164,661,235,224,280,452,739,544,801,721,526,806,637,593,349,448,188,90
"G4701570","2014","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",195455,3196,1327,2218,1076,2406,2658,2188,7768,8765,10871,10734,13331,9365,18265,15529,15555,11626,17966,11791,13372,6041,6367,1809,1231,"Shelby County, Tennessee",4744,805,416,859,428,719,670,611,1238,1578,1526,1524,1551,1448,2003,1871,2009,1534,1995,1511,1742,1018,1372,559,488
"G4701630","2014","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",49105,3199,477,422,675,436,745,412,656,1728,2480,2864,2782,3275,4864,4975,5672,3048,3128,2556,2430,1069,996,176,40,"Sullivan County, Tennessee",1632,1060,262,235,434,353,381,317,297,627,624,767,723,695,834,1031,1037,733,751,792,538,413,441,174,67
"G4701650","2014","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",45345,809,489,78,0,0,196,106,218,604,639,485,1254,1627,3771,5761,6191,3685,5458,5875,4294,1807,1026,504,468,"Sumner County, Tennessee",1804,325,266,100,198,198,151,135,173,294,311,241,515,651,832,1024,1080,721,793,1069,1008,525,426,338,462
"G4701790","2014","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",35565,1204,361,479,496,213,270,521,991,695,1164,1019,1204,2094,3855,3624,3615,2822,4194,2127,2263,1125,653,336,240,"Washington County, Tennessee",1841,460,343,401,378,210,233,425,549,492,532,498,537,867,1007,1154,855,874,894,679,666,408,333,308,237
"G4701870","2014","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",58192,859,41,59,23,43,559,0,106,254,0,221,291,860,937,1030,2131,2053,5017,7415,13852,7540,9395,3667,1839,"Williamson County, Tennessee",1915,370,68,105,38,73,377,198,137,178,198,193,290,707,512,473,932,754,1347,1521,1610,1070,1121,798,549
"G4701890","2014","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",35657,770,0,285,230,67,42,46,376,202,186,381,442,663,1997,3106,4720,3397,6390,4649,4479,1110,1734,78,307,"Wilson County, Tennessee",1599,405,198,200,204,107,68,77,349,212,184,266,279,326,679,844,1195,801,966,1029,961,419,769,131,300
"G4800050","2014","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",21153,823,601,259,677,263,82,727,2262,1571,1352,1820,1816,888,1912,1128,1853,978,829,347,376,186,258,0,145,"Angelina County, Texas",1301,453,311,189,433,208,133,412,843,624,555,720,633,510,536,471,677,544,403,203,351,169,269,211,164
"G4800210","2014","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",21187,762,49,278,301,277,155,435,258,989,1459,1108,627,1346,2446,2043,2921,845,1402,1030,1375,527,554,0,0,"Bastrop County, Texas",1459,597,82,440,344,413,172,457,245,582,876,559,551,586,902,886,951,458,573,611,697,319,436,211,211
"G4800270","2014","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",60681,1478,398,199,557,433,248,1067,1840,1438,2142,3935,3852,3633,8356,6961,5438,3947,5726,3391,3273,625,1259,69,416,"Bell County, Texas",2602,393,420,206,301,497,248,580,679,465,703,1033,1037,856,1403,1203,999,1078,1151,1079,975,366,410,88,254
"G4800290","2014","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",361624,6596,2473,2080,2436,2602,4370,3824,10481,14614,19876,21545,22432,18379,37017,35731,37766,24826,32200,21141,20280,8147,8462,2251,2095,"Bexar County, Texas",5685,1079,727,703,872,840,993,918,1426,1872,1925,1943,2112,1896,2954,3063,3103,2456,2631,2214,2028,1280,1189,631,536
"G4800370","2014","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",20802,425,88,373,515,471,494,318,352,1307,804,1311,1373,953,2362,2251,2376,886,1571,1043,894,441,194,0,0,"Bowie County, Texas",1502,275,75,216,348,260,307,233,186,523,373,756,498,499,758,1015,730,473,628,432,305,356,156,211,211
"G4800390","2014","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",82473,1823,1082,1104,856,929,358,845,2061,2140,3047,3279,2909,3833,8112,8735,12324,8104,8291,5320,5658,535,937,149,42,"Brazoria County, Texas",2715,813,468,602,491,512,242,567,750,756,1152,850,870,1071,1470,1664,1886,1660,1484,1384,1405,280,524,141,68
"G4800410","2014","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",33284,813,454,101,218,173,131,279,717,704,1067,783,748,1674,2641,4225,4273,3006,3533,2300,2706,1258,833,222,425,"Brazos County, Texas",1552,487,447,122,178,178,118,266,318,406,518,531,324,579,709,1000,966,725,695,736,658,539,363,183,457
"G4800610","2014","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",81004,2208,2037,1624,1948,3045,3221,3587,6134,6302,6611,6094,7080,3554,8772,3716,4499,1907,3076,3061,1261,372,532,33,330,"Cameron County, Texas",2676,683,910,655,788,922,827,815,1108,1416,1016,1222,1366,1026,1434,946,1080,721,871,1087,528,256,327,54,226
"G4800850","2014","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",207583,3580,546,482,682,324,367,219,414,1012,1404,1343,2227,2415,8241,14802,21847,20922,35773,27471,34074,15154,9053,2335,2896,"Collin County, Texas",3899,917,313,396,403,290,311,172,334,527,628,613,734,689,1354,1816,2364,1969,2753,2152,2229,1732,1358,749,813
"G4800910","2014","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",33416,1022,548,0,58,37,421,75,511,370,643,560,483,612,1553,2079,3122,2017,4319,3739,5293,3209,1909,462,374,"Comal County, Texas",1869,453,365,211,101,62,283,89,358,268,358,319,340,310,566,604,948,802,1032,944,862,927,620,327,290
"G4800990","2014","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",12573,125,80,198,193,132,120,0,533,945,1009,513,1104,813,1899,1573,929,604,980,346,414,0,63,0,0,"Coryell County, Texas",946,149,115,201,172,172,97,211,289,421,487,293,546,457,683,500,413,375,424,251,282,211,79,211,211
"G4801130","2014","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",447366,8367,2465,1888,2780,1695,2514,2401,10489,15016,17164,24418,29050,26748,60720,42704,39744,24538,32719,21262,31991,16061,14680,6867,11085,"Dallas County, Texas",6559,1377,757,760,711,649,715,649,1524,1725,1902,2546,2726,1911,3769,2921,2831,2411,2914,1976,2363,1552,1609,1065,1055
"G4801210","2014","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",168169,3392,809,932,772,583,611,219,913,1190,1202,2481,1891,3151,10458,15310,21459,16355,23555,17905,24205,9058,8258,1478,1982,"Denton County, Texas",3923,896,393,452,389,280,459,205,529,563,621,870,716,1022,1748,1815,2812,1836,2173,1711,2048,1190,1201,376,704
"G4801350","2014","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",31892,566,523,949,635,282,1329,291,1679,1187,1167,776,1912,1238,3606,2102,4784,2245,2786,2200,854,287,225,152,117,"Ector County, Texas",1997,298,327,550,286,277,652,216,698,501,521,393,716,625,957,750,1016,801,801,695,459,232,219,193,137
"G4801390","2014","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",37225,985,112,95,347,249,220,396,756,991,1849,1067,1384,1797,4257,4916,4862,2453,4122,2924,2398,639,360,0,46,"Ellis County, Texas",1972,450,128,110,308,239,143,281,319,419,695,423,503,647,1096,1003,956,725,1043,823,616,320,214,211,44
"G4801410","2014","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",157142,3937,1342,1515,1863,1005,1208,1167,3399,3645,6431,10068,14233,12550,27189,20571,15141,9358,8760,5046,5311,2271,617,355,160,"El Paso County, Texas",3886,871,424,612,635,387,452,523,988,884,1218,1619,1722,1746,2393,2217,2004,1497,1396,989,1127,643,271,233,176
"G4801570","2014","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",169561,2191,363,1072,215,404,485,374,489,1546,2479,3607,4968,4690,12159,15744,16972,12244,22943,19539,23821,11245,8518,1923,1570,"Fort Bend County, Texas",4612,757,281,679,204,321,472,333,343,621,749,1214,1508,1170,2098,2622,2690,2075,2569,2745,2495,1680,1271,780,800
"G4801670","2014","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",75031,2439,1132,1021,279,582,609,371,2198,1624,2880,3480,3430,2702,7972,6471,6580,5568,9812,5492,6289,1664,1875,272,289,"Galveston County, Texas",3084,794,548,940,210,352,364,390,749,615,934,983,842,719,1085,1382,1337,1290,1793,1169,1281,510,687,152,191
"G4801810","2014","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",31504,398,111,229,600,664,529,717,1493,2122,1642,1612,2701,1374,4302,3260,2443,1717,2132,1152,1436,445,246,79,100,"Grayson County, Texas",1576,322,120,205,274,352,270,376,652,738,482,548,786,485,1239,703,571,679,629,441,658,242,190,104,116
"G4801830","2014","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",29185,753,438,32,276,907,195,251,526,1206,683,1350,2663,1219,3930,3010,3121,1753,2682,1955,1085,333,247,265,305,"Gregg County, Texas",1769,389,291,56,222,521,165,237,376,621,427,589,1028,630,1040,711,766,578,757,574,554,222,189,321,262
"G4801870","2014","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",37224,974,522,570,282,777,295,273,650,1290,653,773,1060,1244,2755,2891,5660,4320,4956,3833,1749,380,782,198,337,"Guadalupe County, Texas",1652,431,307,320,215,350,186,245,393,579,384,402,503,480,670,672,1166,918,1086,985,551,212,427,223,339
"G4802010","2014","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",813587,15719,4129,4385,3587,3476,5712,6634,16021,22914,27823,35018,46968,46450,106266,90150,84203,50124,59738,45959,54551,25475,29241,11726,17318,"Harris County, Texas",10663,1691,1082,1006,1046,1020,1301,1660,2172,2472,2373,3338,3423,3686,5639,5270,4834,3662,3119,3650,4143,2315,2671,1514,1575
"G4802030","2014","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",17236,386,413,282,165,465,186,179,1230,1775,1120,325,838,828,1192,1245,2098,1037,1535,708,855,121,177,43,33,"Harrison County, Texas",1359,316,286,257,201,357,175,153,677,803,623,272,369,478,539,473,753,389,629,483,464,161,158,79,62
"G4802090","2014","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",38945,1114,191,384,158,9,57,243,605,389,507,1093,1969,559,1518,4316,5023,3962,4605,3321,4072,2406,1636,490,318,"Hays County, Texas",1640,361,192,392,182,16,67,361,458,255,348,801,901,268,578,1009,1104,908,969,846,693,710,572,291,249
"G4802130","2014","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",23119,1079,349,286,747,728,604,470,1016,2002,1668,1995,929,1092,1529,1134,1505,1256,1405,786,1757,265,109,261,147,"Henderson County, Texas",1455,577,244,203,553,340,466,249,478,804,541,725,506,390,465,373,540,537,597,367,514,175,125,216,147
"G4802150","2014","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",153696,2562,1840,3681,4285,5460,5553,5893,13693,11116,12964,10432,14274,6819,17349,9136,8008,5769,5274,3332,2698,1560,1162,603,233,"Hidalgo County, Texas",4951,819,785,1058,1170,1438,1302,1381,2027,1664,1842,1706,1864,1568,2215,1720,1738,1356,1496,1036,860,742,657,487,181
"G4802310","2014","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",21134,802,298,249,943,681,864,611,1378,953,1757,873,2113,769,2134,1553,1049,1194,861,829,822,81,175,0,145,"Hunt County, Texas",1491,378,222,197,566,421,473,332,515,387,684,324,661,391,723,514,362,382,385,413,353,128,147,211,178
"G4802450","2014","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",57276,779,863,687,1378,617,2089,1050,3150,4029,3070,4472,4499,4233,4089,5488,6394,2772,2791,2707,935,739,138,258,49,"Jefferson County, Texas",2288,325,479,400,525,304,627,571,737,1010,879,1056,1024,1189,867,1310,925,726,900,715,377,522,141,276,87
"G4802510","2014","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",41470,1359,703,149,459,392,471,532,1431,1672,2402,2365,2810,2643,4644,4963,3476,1275,4043,2374,1780,984,304,75,164,"Johnson County, Texas",1964,541,389,178,392,271,382,349,776,919,738,757,823,911,1051,1293,991,542,1024,667,715,581,248,86,159
"G4802570","2014","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",27461,582,164,172,329,407,237,281,869,980,808,1632,1571,1323,4180,2113,3277,2771,2910,1687,784,209,33,61,81,"Kaufman County, Texas",1681,304,122,172,238,363,166,251,459,456,322,736,532,437,927,558,723,715,871,616,366,158,55,92,78
"G4802910","2014","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",18125,272,484,172,494,271,555,300,770,1815,1521,2323,939,557,1701,725,998,1000,1297,750,853,230,56,10,32,"Liberty County, Texas",1549,221,371,159,390,215,360,239,403,615,610,800,465,433,645,404,445,571,744,493,430,280,61,19,53
"G4803030","2014","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",61902,1304,440,527,671,448,1337,1189,1992,2450,3921,3740,4280,4331,8094,6012,5963,2455,3782,2410,3163,1862,1057,211,263,"Lubbock County, Texas",2756,514,277,295,367,285,583,485,703,716,969,1148,1035,1148,1344,1167,1108,650,796,660,707,482,397,158,330
"G4803090","2014","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",50490,1040,636,461,379,706,1056,796,2172,2049,2862,3628,2422,2561,6278,5212,4786,2688,3920,2432,2492,830,744,57,283,"McLennan County, Texas",2331,375,470,223,195,339,495,411,657,585,758,1034,655,725,1221,977,1095,790,951,692,622,370,372,96,279
