GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJNQE001,AJNQE002,AJNQE003,AJNQE004,AJNQE005,AJNQE006,AJNQE007,AJNQE008,AJNQE009,AJNQE010,AJNQE011,AJNQE012,AJNQE013,AJNQE014,AJNQE015,AJNQE016,AJNQE017,AJNQE018,AJNQE019,AJNQE020,AJNQE021,AJNQE022,AJNQE023,AJNQE024,AJNQE025,AJNQE026,AJNQE027,NAME_M,AJNQM001,AJNQM002,AJNQM003,AJNQM004,AJNQM005,AJNQM006,AJNQM007,AJNQM008,AJNQM009,AJNQM010,AJNQM011,AJNQM012,AJNQM013,AJNQM014,AJNQM015,AJNQM016,AJNQM017,AJNQM018,AJNQM019,AJNQM020,AJNQM021,AJNQM022,AJNQM023,AJNQM024,AJNQM025,AJNQM026,AJNQM027
"G5100410","2018","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",97266,1064,639,281,290,575,89,75,0,148,126,784,289,68,2840,4830,9977,9649,18072,16427,16009,8570,4432,966,536,321,209,"Chesterfield County, Virginia",2509,548,326,293,202,463,147,130,206,195,203,487,377,80,853,1055,1397,1621,1838,1950,1676,1205,778,508,350,447,171
"G5100590","2018","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",273348,1233,109,256,63,442,156,212,422,579,311,37,198,170,888,942,2363,3675,7793,10452,34261,45583,96100,41908,16746,4705,3744,"Fairfax County, Virginia",3816,431,130,227,76,403,135,219,338,518,235,61,167,209,496,582,646,888,1319,1447,2231,2785,3399,2548,1491,842,764
"G5100610","2018","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2018","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100850","2018","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100870","2018","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",80085,328,84,396,384,64,0,39,50,539,72,464,595,828,3314,4484,7014,6148,14444,9727,14648,7318,6313,2005,725,66,36,"Henrico County, Virginia",2852,231,138,284,265,105,206,66,88,579,119,247,333,471,867,1205,1371,1160,1757,1530,1515,1388,1280,563,348,86,61
"G5100950","2018","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101070","2018","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",100398,502,46,0,0,0,0,11,42,34,33,140,168,178,361,402,737,862,2506,3633,16508,18828,38904,12701,3023,399,380,"Loudoun County, Virginia",2317,415,60,206,206,206,206,18,70,58,55,142,196,214,283,329,360,419,720,743,1601,1594,2527,1793,701,288,387
"G5101210","2018","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101530","2018","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",105749,766,45,0,256,408,75,129,629,0,159,0,37,112,334,430,1426,1735,7161,11700,28973,24277,23351,2350,1036,0,360,"Prince William County, Virginia",2957,356,80,206,229,419,133,125,564,206,181,206,60,177,248,447,720,844,1229,1794,2351,2310,1834,627,452,206,273
"G5101610","2018","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",27467,37,262,203,213,235,0,109,0,0,438,37,320,403,1394,3252,4053,3239,4227,3068,3852,995,466,497,91,76,0,"Roanoke County, Virginia",1513,62,229,197,210,359,206,130,206,206,541,61,241,320,524,837,843,763,747,621,915,413,267,508,112,123,206
"G5101650","2018","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",24256,797,369,112,46,0,54,0,130,0,72,163,745,246,1660,1469,3113,2469,3800,2856,3541,1529,533,278,209,65,0,"Rockingham County, Virginia",1263,496,358,104,86,206,90,206,108,206,120,132,430,178,554,499,728,649,678,738,792,522,277,235,235,112,206
"G5101770","2018","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101790","2018","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101990","2018","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105100","2018","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",31776,95,0,85,0,0,59,0,0,0,0,0,37,194,433,388,1626,852,2274,1623,3593,2440,8851,5123,3183,567,353,"Alexandria city, Virginia",1739,77,206,98,206,206,108,206,206,206,206,206,63,316,344,382,723,575,744,556,820,702,1075,744,578,240,195
"G5105500","2018","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",62005,1218,266,142,304,111,134,89,46,220,138,86,176,663,1605,2576,4296,4362,9213,10875,14974,6030,3874,299,70,0,238,"Chesapeake city, Virginia",2100,676,316,210,231,97,164,160,81,210,166,147,185,526,711,764,1000,1291,1454,1778,1519,1341,968,242,114,206,228
"G5106500","2018","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",29345,311,150,218,74,94,93,0,55,215,270,986,419,687,2785,2917,3575,3996,5296,3532,1637,1163,346,202,258,35,31,"Hampton city, Virginia",1919,274,192,205,85,122,114,206,103,199,232,664,257,302,847,816,765,1053,856,898,611,578,241,195,235,59,55
"G5106800","2018","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",13686,18,47,37,46,0,129,0,234,157,359,580,357,282,1190,1237,2137,1653,2526,721,1234,486,149,107,0,0,0,"Lynchburg city, Virginia",1351,32,90,67,80,206,156,206,164,152,263,459,217,181,564,535,635,506,778,390,470,341,145,129,206,206,206
"G5107000","2018","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",33802,502,233,448,0,77,0,137,89,435,188,569,489,466,1326,1705,6082,3392,7734,4814,3675,421,439,223,168,89,101,"Newport News city, Virginia",2469,279,250,409,206,126,206,127,121,399,194,323,437,349,515,694,1438,997,1540,950,898,276,272,193,166,150,119
"G5107100","2018","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",35801,382,42,171,28,0,19,0,88,64,74,153,431,520,2181,3084,4232,4627,7202,4199,3710,2067,1724,396,290,31,86,"Norfolk city, Virginia",2483,290,67,158,48,206,32,206,103,103,89,155,261,358,509,765,885,809,1233,852,790,580,445,229,197,52,100
"G5107400","2018","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5107600","2018","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",38430,134,291,22,173,77,192,0,38,386,1160,528,796,833,1966,2775,2937,1549,4893,3950,6001,3409,3837,1360,538,242,343,"Richmond city, Virginia",2235,108,297,34,139,88,175,206,59,225,814,304,365,314,763,880,724,480,1097,844,1010,819,933,362,275,186,223
"G5107700","2018","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",21030,168,340,0,32,0,224,29,584,389,683,694,1060,1557,3981,3003,1495,1144,2501,757,1149,487,410,25,152,77,89,"Roanoke city, Virginia",1455,203,226,206,77,206,212,56,413,340,483,474,491,561,957,994,681,474,912,396,601,281,225,44,175,141,81
"G5108000","2018","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",24433,255,0,319,0,108,136,81,0,286,261,347,449,222,794,845,1581,1700,3576,4015,5990,1763,1360,296,0,27,22,"Suffolk city, Virginia",1344,199,206,210,206,104,214,118,206,214,273,327,368,205,313,358,490,531,666,860,1074,451,398,185,206,42,40
"G5108100","2018","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",111475,618,107,353,154,264,41,128,332,250,690,258,520,793,1913,4436,6409,6110,19516,18126,24992,10384,9429,3206,1457,486,503,"Virginia Beach city, Virginia",3325,315,127,273,160,188,68,129,306,239,599,221,315,489,632,1146,1316,1126,1833,1725,2025,1279,1186,716,457,265,248
"G5300050","2018","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",48659,614,414,31,256,392,108,106,759,172,542,514,332,490,2011,1756,3084,2818,8511,6319,9807,4933,3644,959,39,48,0,"Benton County, Washington",2162,400,354,49,276,351,128,157,557,194,465,389,241,304,840,589,841,958,1381,1003,1530,1028,951,469,66,79,204
"G5300070","2018","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300090","2018","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",24040,663,0,69,159,87,272,0,194,223,204,76,432,217,471,522,1475,1163,3457,3673,5576,3108,1472,252,137,38,100,"Clallam County, Washington",1204,471,204,90,200,145,211,204,157,155,153,85,289,197,238,253,493,498,941,746,903,919,557,253,139,66,130
"G5300110","2018","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",120212,1258,394,303,541,298,380,177,505,208,284,112,322,102,1461,1223,1217,2332,9325,16952,38841,21439,17094,4069,736,202,437,"Clark County, Washington",2767,569,458,242,213,205,201,131,358,200,216,134,288,125,568,418,453,608,1393,1722,2577,1796,1546,780,384,205,238
"G5300150","2018","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",29404,634,153,281,0,0,101,0,51,165,140,197,281,194,976,1205,2503,3363,5070,4309,4977,2458,2038,184,124,0,0,"Cowlitz County, Washington",1387,375,188,266,204,204,171,204,62,176,136,156,262,153,508,499,800,1019,1175,1132,1157,749,803,188,148,204,204
"G5300210","2018","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300250","2018","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",18974,671,331,358,95,0,421,0,179,291,314,61,270,766,1491,1004,2004,1136,2982,1998,2120,850,1150,289,193,0,0,"Grant County, Washington",1738,450,316,336,172,204,440,204,183,246,254,93,223,431,807,392,879,497,1045,665,619,402,733,333,250,204,204
"G5300270","2018","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",18842,623,72,197,136,19,181,62,230,461,586,637,229,529,1154,1227,2343,1006,2463,3374,2025,807,241,57,0,9,174,"Grays Harbor County, Washington",1336,544,121,212,128,31,182,109,200,387,291,365,249,289,576,490,739,508,718,985,611,481,182,78,204,22,176
"G5300290","2018","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300330","2018","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",502214,2925,686,1256,1128,237,557,835,845,1148,731,544,913,939,996,1716,2779,2790,12633,17212,62572,68556,127787,100685,57689,16787,17268,"King County, Washington",6367,890,373,552,549,180,279,427,531,581,432,350,475,716,428,583,801,829,1570,1823,3786,3934,4116,4133,3172,1750,1893
"G5300350","2018","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",73717,1088,11,186,258,125,14,0,336,253,499,515,56,232,810,599,2182,1608,6869,9707,18161,11987,11645,3663,1934,467,512,"Kitsap County, Washington",1911,516,19,247,173,112,24,204,207,193,245,402,40,176,401,316,711,554,1243,1298,1698,1526,1417,831,581,269,300
"G5300410","2018","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",21555,262,484,42,72,13,186,37,195,150,168,426,43,158,1434,1253,1833,1199,3042,3490,3701,1171,1566,437,135,0,58,"Lewis County, Washington",1345,220,388,66,104,22,140,63,212,132,125,256,41,125,507,424,472,389,687,817,806,478,651,363,207,204,88
"G5300450","2018","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300530","2018","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",206238,2212,660,962,1178,1170,598,268,462,774,397,449,281,598,3582,2652,4573,5986,21622,33143,56106,33213,23774,7813,1927,894,944,"Pierce County, Washington",4647,733,354,478,578,615,360,237,257,567,303,260,225,378,993,924,1109,1125,1681,2450,2805,2641,2187,1238,631,375,386
"G5300570","2018","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",33488,329,0,279,245,308,182,46,359,0,171,60,421,65,323,295,1216,1042,4008,4528,7777,5264,4503,1249,628,75,115,"Skagit County, Washington",1570,297,204,377,202,294,243,70,348,204,190,91,390,99,241,165,542,494,900,779,1363,878,836,374,273,50,64
"G5300610","2018","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",203558,1175,531,333,494,448,501,475,668,186,352,589,415,467,1322,879,2192,2815,8321,10854,44811,43587,59154,15900,4351,1388,1350,"Snohomish County, Washington",4073,470,312,244,349,327,279,263,325,209,260,376,273,306,561,403,720,902,1381,1707,2872,2883,3107,1433,814,565,442
"G5300630","2018","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",130665,1494,603,596,622,912,400,80,221,288,1284,1246,1391,1053,6712,7854,11673,9615,22233,18989,21475,12100,6828,1792,750,169,285,"Spokane County, Washington",3347,709,333,395,337,655,322,92,203,291,557,590,609,383,1145,1555,1523,1315,2198,2177,2088,1567,1167,771,516,187,211
"G5300670","2018","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",70934,1148,452,312,498,791,302,75,831,271,388,255,200,61,931,1329,2755,1900,8059,12120,18725,8373,9027,975,586,0,570,"Thurston County, Washington",2570,633,525,261,284,521,219,97,544,239,245,200,147,98,529,526,701,619,1233,1463,2053,1351,1293,407,477,204,346
"G5300730","2018","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",53430,817,244,310,271,66,0,61,222,155,190,114,67,42,1225,523,1287,418,4477,7197,14443,8754,8189,2710,1431,121,96,"Whatcom County, Washington",2696,455,238,452,177,110,204,97,150,179,213,188,112,48,535,302,770,284,957,1398,2121,1471,1548,824,584,151,82
"G5300770","2018","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",52938,1509,189,660,285,431,504,498,262,408,671,597,1675,1243,3091,6071,6353,4413,8935,3585,5836,2491,2265,363,455,0,148,"Yakima County, Washington",2520,713,151,419,283,328,410,394,231,215,323,475,631,544,887,1422,1324,1088,1567,812,1350,738,657,226,309,204,178
"G5400030","2018","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",32905,917,245,0,251,122,660,455,684,672,655,240,1099,413,2150,2888,4707,2911,6308,2581,2994,1348,310,192,103,0,0,"Berkeley County, West Virginia",2082,867,217,201,228,146,565,335,454,446,406,182,590,271,697,756,1328,743,1257,750,969,574,225,239,133,201,201
"G5400110","2018","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",25444,335,60,420,386,36,804,473,837,734,1599,1606,1488,1492,2976,3083,2825,1599,1461,1217,1097,478,386,52,0,0,0,"Cabell County, West Virginia",1463,291,101,347,286,61,392,259,455,373,666,579,677,661,961,1074,826,632,540,651,586,389,236,88,201,201,201
"G5400330","2018","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",18670,262,516,388,237,15,365,322,1038,807,749,873,1271,1558,1466,1409,1978,1258,1406,785,1107,484,347,29,0,0,0,"Harrison County, West Virginia",1231,187,365,327,247,28,255,222,527,370,369,459,456,681,499,584,668,517,485,390,443,324,244,48,201,201,201
"G5400390","2018","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",54648,1679,1023,310,407,618,1174,241,2429,2432,1994,2837,4877,3058,5407,7481,4811,3304,4220,1657,2333,1012,998,78,61,57,150,"Kanawha County, West Virginia",2473,631,582,222,461,340,598,174,823,599,642,720,1286,700,1018,1347,1144,933,989,560,719,362,457,132,105,100,214
"G5400610","2018","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",22754,718,140,163,92,109,165,212,214,366,329,542,736,677,1335,1812,1957,1837,3161,2292,3080,862,1269,425,39,105,117,"Monongalia County, West Virginia",1401,357,119,157,111,111,200,312,208,242,261,364,291,450,465,689,555,621,742,555,678,357,424,244,64,138,148
"G5400810","2018","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",22598,1007,187,89,1070,102,586,49,1435,1170,899,1635,1246,1243,2907,1743,2026,1828,989,542,1008,340,242,78,91,86,0,"Raleigh County, West Virginia",1587,514,188,146,737,156,297,87,518,683,571,699,625,669,936,845,746,744,548,261,441,273,221,151,149,160,201
"G5401070","2018","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",26067,332,288,277,273,249,319,210,819,585,1144,1335,2035,1413,3416,2422,3204,1260,2596,2105,918,306,282,171,67,0,41,"Wood County, West Virginia",1335,179,219,246,315,245,184,170,393,257,446,521,602,487,820,648,853,484,766,875,343,222,195,182,107,201,68
"G5500090","2018","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",69498,957,352,280,145,53,324,88,236,163,721,692,1937,2548,6659,7908,10243,6624,10775,7982,5084,2593,1707,456,531,327,113,"Brown County, Wisconsin",2028,661,246,211,174,65,252,106,231,139,280,322,619,714,1175,1215,1355,1216,1503,1461,945,830,637,392,430,458,108
"G5500250","2018","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",131095,312,172,489,549,362,34,38,24,252,445,393,433,600,2926,3712,6416,10041,28398,19782,28370,13874,9048,2397,1355,331,342,"Dane County, Wisconsin",3171,163,138,254,458,241,43,49,31,181,387,244,229,317,736,896,1177,1413,2342,1841,2112,1423,1055,608,474,171,196
"G5500270","2018","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",24137,147,358,227,35,54,69,32,200,222,283,272,572,1160,2782,2951,2836,1709,3951,2442,2130,916,339,313,59,27,51,"Dodge County, Wisconsin",1196,108,313,192,49,47,84,38,142,129,178,222,230,553,663,639,582,466,724,435,367,284,147,159,51,31,51
"G5500350","2018","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",25812,397,207,259,94,49,48,464,208,102,21,95,904,967,2541,2802,3590,2248,4156,2847,2224,1021,399,144,25,0,0,"Eau Claire County, Wisconsin",1446,379,221,200,91,48,49,512,141,161,24,48,471,390,574,670,836,614,732,674,560,389,168,87,41,151,151
"G5500390","2018","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",28500,468,179,200,141,115,80,123,315,364,348,1326,1240,915,4401,2707,2612,2987,3709,2320,2696,680,263,127,130,0,54,"Fond du Lac County, Wisconsin",1474,311,147,132,125,135,58,123,234,286,222,622,354,351,765,592,599,985,644,572,608,307,181,76,141,151,92
"G5500550","2018","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",24326,493,190,156,441,58,30,0,79,235,128,218,21,168,2319,2095,2772,2921,4093,2992,2581,648,1108,204,84,102,190,"Jefferson County, Wisconsin",1275,359,185,172,410,57,35,151,99,236,104,226,36,152,582,582,530,795,788,534,545,253,331,132,104,105,177
"G5500590","2018","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",41595,356,466,156,134,98,59,35,179,361,445,798,1401,925,4821,4661,5310,2974,5678,4902,4681,1317,1011,298,529,0,0,"Kenosha County, Wisconsin",1910,246,374,163,161,130,97,56,184,245,431,340,577,460,999,1039,900,722,969,924,791,396,377,196,354,151,151
"G5500630","2018","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",29356,437,300,165,131,82,61,138,63,96,618,307,532,330,2345,3497,4432,2705,5669,2654,2715,1176,401,474,28,0,0,"La Crosse County, Wisconsin",1451,296,220,141,159,103,103,118,101,96,365,305,358,230,657,676,916,654,819,582,537,422,210,255,44,151,151
