GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJNQE001,AJNQE002,AJNQE003,AJNQE004,AJNQE005,AJNQE006,AJNQE007,AJNQE008,AJNQE009,AJNQE010,AJNQE011,AJNQE012,AJNQE013,AJNQE014,AJNQE015,AJNQE016,AJNQE017,AJNQE018,AJNQE019,AJNQE020,AJNQE021,AJNQE022,AJNQE023,AJNQE024,AJNQE025,AJNQE026,AJNQE027,NAME_M,AJNQM001,AJNQM002,AJNQM003,AJNQM004,AJNQM005,AJNQM006,AJNQM007,AJNQM008,AJNQM009,AJNQM010,AJNQM011,AJNQM012,AJNQM013,AJNQM014,AJNQM015,AJNQM016,AJNQM017,AJNQM018,AJNQM019,AJNQM020,AJNQM021,AJNQM022,AJNQM023,AJNQM024,AJNQM025,AJNQM026,AJNQM027
"G4701870","2018","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",65455,583,69,0,35,0,93,55,47,118,44,0,410,101,376,575,611,1031,4366,3428,12275,13733,16000,6746,3189,631,939,"Williamson County, Tennessee",1926,524,112,211,58,211,117,91,75,141,73,211,422,169,222,568,541,587,1317,1544,1515,1725,1486,963,878,337,382
"G4701890","2018","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",40389,452,195,268,58,266,0,0,172,146,122,344,629,104,630,1470,2315,3285,5711,7552,10233,4390,1675,372,0,0,0,"Wilson County, Tennessee",2291,411,241,248,99,252,211,211,169,192,135,244,354,157,296,533,948,1207,1183,1401,1500,1027,745,287,211,211,211
"G4800050","2018","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",19437,673,162,179,49,527,408,122,1299,766,612,1273,2016,1209,1140,1855,1764,1355,1434,825,639,731,241,88,35,0,35,"Angelina County, Texas",1549,404,259,252,85,383,292,127,641,468,320,587,773,537,595,881,679,517,632,368,430,653,229,112,60,228,62
"G4800210","2018","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",20694,354,285,194,133,80,208,48,99,1069,387,211,1282,357,1576,1769,2662,1011,2653,1800,2034,813,1218,152,113,186,0,"Bastrop County, Texas",1710,354,314,219,204,132,341,80,173,738,345,184,757,324,689,921,897,659,837,803,699,485,613,263,120,200,228
"G4800270","2018","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",66884,276,379,351,607,647,346,270,1071,1735,2140,1774,2864,4026,8553,7325,7685,5788,8127,5073,4476,1290,1690,230,161,0,0,"Bell County, Texas",2898,181,331,298,438,409,246,185,635,658,889,664,919,1080,1248,1418,1681,1130,1473,1168,1090,634,648,218,169,228,228
"G4800290","2018","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",373665,3842,1457,1928,1700,1263,2029,2081,6666,10221,11980,13791,17780,15290,31414,33421,40514,31698,44884,31710,35636,15376,11013,4385,2096,662,828,"Bexar County, Texas",5105,1104,537,657,689,559,686,651,1164,1590,1803,1943,2002,2008,3038,3246,2738,3075,3015,2501,2942,1753,1429,963,576,464,367
"G4800370","2018","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",21502,132,372,110,316,231,270,596,636,1088,1939,1984,1258,386,2177,1299,1603,932,2389,1254,1759,523,168,0,0,80,0,"Bowie County, Texas",1467,150,342,82,216,217,219,445,375,500,711,798,641,248,845,622,650,504,806,781,686,348,160,228,228,66,228
"G4800390","2018","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",84553,1718,734,699,417,311,421,281,1134,1487,1723,2238,2611,2204,6625,4233,8639,5440,12171,13476,12292,2752,2271,570,93,0,13,"Brazoria County, Texas",3725,902,388,492,311,293,484,219,482,680,794,838,844,785,1573,1013,1607,1307,2143,2561,2310,941,985,492,121,228,23
"G4800410","2018","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",36712,902,485,0,464,243,45,98,410,483,506,680,577,668,1919,1046,3067,3341,5406,5032,5622,2384,2209,642,331,64,88,"Brazos County, Texas",2325,503,398,228,262,251,54,120,297,351,420,362,431,476,694,444,961,796,1111,1273,1006,679,975,358,327,102,147
"G4800610","2018","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",82913,2203,706,1682,1615,1927,2713,2884,4905,6199,6611,5392,7068,5263,9664,5300,6408,2290,3814,2548,1915,940,361,119,325,61,0,"Cameron County, Texas",3457,792,396,738,766,829,980,830,1157,1326,1421,1187,1511,1537,1798,1401,1469,733,961,806,568,404,226,117,296,73,228
"G4800850","2018","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",223994,957,455,519,397,251,620,186,629,592,440,847,1080,911,2490,2766,7983,7028,23381,36184,59860,37484,29213,6292,2185,778,466,"Collin County, Texas",4614,426,628,425,328,256,486,183,512,402,308,472,672,733,832,831,1536,1262,2699,2600,3420,3092,2732,1263,498,527,232
"G4800910","2018","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",40439,275,116,246,329,0,39,164,387,633,382,549,344,351,2317,591,2202,2415,4211,6327,6729,5128,4797,1427,226,61,193,"Comal County, Texas",2118,204,159,228,372,228,69,173,257,380,254,269,343,262,792,303,923,842,918,1367,1366,1218,963,700,224,101,206
"G4800990","2018","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",12694,463,63,128,34,85,754,0,96,246,862,688,775,581,2175,1311,875,761,1619,325,472,0,224,11,132,0,14,"Coryell County, Texas",1403,354,75,144,61,114,492,228,96,177,425,455,442,320,971,510,405,355,687,251,240,228,187,22,157,228,25
"G4801130","2018","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",458831,3454,1370,2087,2537,2212,1899,1382,5149,5446,6819,10467,18152,12945,37973,39125,49573,33881,52303,37696,49549,26890,27400,11533,8967,4314,5708,"Dallas County, Texas",7233,726,563,783,902,948,707,565,1146,1173,1324,1670,2562,1751,2863,3230,3590,3550,3764,2930,2947,2286,2223,1698,1371,715,1025
"G4801210","2018","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",195182,2230,1080,479,347,471,329,258,366,378,408,586,839,861,3397,5484,8692,8360,28125,32528,45375,27205,20572,4600,1316,656,240,"Denton County, Texas",4200,953,814,297,249,274,282,300,282,316,305,338,460,413,1132,1111,1618,1532,2796,2991,3815,2319,2039,905,499,376,170
"G4801350","2018","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",35149,532,362,260,884,562,500,307,721,1320,771,1365,1158,1855,3540,3743,3880,2336,3123,3198,2705,574,1225,228,0,0,0,"Ector County, Texas",1897,308,267,251,580,414,490,347,523,648,432,731,534,875,1204,1181,1056,829,957,943,1064,346,604,299,228,228,228
"G4801390","2018","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",44101,130,427,622,260,307,14,136,554,540,1115,1239,1368,484,3075,2339,4356,3605,8202,4093,5703,2771,1668,681,108,58,246,"Ellis County, Texas",1960,124,295,355,215,246,24,109,315,359,452,774,549,359,844,799,1187,897,1454,933,1076,806,632,492,153,110,241
"G4801410","2018","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",164898,2228,1060,1225,760,1177,1664,953,2606,4069,3906,8628,13709,14050,27687,21931,18837,12127,10559,8202,5629,1472,1747,467,153,0,52,"El Paso County, Texas",4899,830,368,596,437,650,682,568,818,1309,992,1341,1868,2358,2669,2645,2364,2063,1576,1707,1257,605,664,334,148,228,86
"G4801570","2018","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",189041,1300,689,427,946,960,188,208,564,721,1662,1982,2552,2360,6570,7001,12411,11791,27053,28163,38825,21549,16046,2922,1179,300,672,"Fort Bend County, Texas",4823,765,410,316,594,773,227,203,634,446,716,930,1146,1026,1330,1377,1972,2768,3461,3675,3696,2916,2275,1186,631,360,301
"G4801670","2018","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",82909,604,466,666,242,266,218,661,1489,1107,1496,1673,3409,1754,4927,6870,7477,7554,12488,10316,10235,4225,3101,1219,187,75,184,"Galveston County, Texas",3729,544,471,509,207,349,188,490,674,687,593,616,1137,845,1118,1488,1390,1540,1939,1931,1748,977,853,417,146,125,172
"G4801810","2018","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",32796,27,371,87,415,179,243,286,790,1348,1438,1336,1183,1249,4143,1526,3389,3006,3143,2103,3271,1782,989,237,45,63,147,"Grayson County, Texas",1951,46,222,68,321,216,163,223,435,523,795,510,592,591,1062,610,994,998,1024,743,816,745,444,208,53,108,251
"G4801830","2018","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",27159,788,125,190,321,325,559,449,502,1139,811,1723,785,883,2880,3268,3835,2183,1543,2439,1507,419,271,69,63,82,0,"Gregg County, Texas",1854,566,151,233,334,482,466,473,249,522,412,739,399,449,897,712,1066,653,571,672,563,268,286,124,106,117,228
"G4801870","2018","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",43285,1347,95,188,127,234,232,221,742,647,484,1323,1233,1012,2389,1931,2883,4276,11164,5586,4113,1254,522,794,246,0,242,"Guadalupe County, Texas",1852,504,108,223,152,236,264,177,527,333,358,616,593,537,769,716,738,987,1454,1178,902,583,329,640,236,228,361
"G4802010","2018","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",865773,7747,4938,4233,3115,1700,3837,3913,11487,13229,17892,20249,25442,24053,73468,83109,98650,73718,112324,72219,86833,39257,42896,16722,13693,4439,6610,"Harris County, Texas",11395,1676,1694,1104,1058,596,1138,948,2063,1753,2096,2736,2575,2784,5095,5572,6443,4698,6335,5071,4725,3410,3193,2154,1695,858,1011
"G4802030","2018","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",16001,1166,169,266,247,260,45,220,688,769,297,563,804,256,1741,957,1726,1267,1612,1126,1074,144,270,130,204,0,0,"Harrison County, Texas",1490,714,187,220,255,193,58,254,451,425,271,373,560,224,709,424,769,643,555,463,462,129,307,178,170,228,228
"G4802090","2018","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",46356,137,45,180,85,159,47,6,210,221,329,393,571,1366,1590,1435,1999,3717,11392,5730,6189,4761,4510,415,490,77,302,"Hays County, Texas",2266,238,78,249,142,212,82,10,207,185,381,303,388,845,636,744,908,1006,1875,1316,1479,1140,907,268,306,127,429
"G4802130","2018","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",23400,826,474,458,572,275,854,555,1975,1208,812,1428,1319,211,2894,1256,1121,2160,1399,1097,996,512,391,342,158,72,35,"Henderson County, Texas",1681,545,397,345,367,248,469,511,1009,647,450,700,509,159,968,527,504,772,489,417,406,264,249,341,179,115,46
"G4802150","2018","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",162821,1632,3375,2832,3608,3915,4771,6710,11097,13553,12981,9562,9895,9787,18952,12396,15099,4855,7217,3815,3102,1192,1040,366,969,100,0,"Hidalgo County, Texas",3790,593,1056,794,1132,1038,1336,2012,1841,1964,2214,1683,1691,1922,2585,1966,2042,1633,1252,1172,805,589,574,241,527,169,228
"G4802310","2018","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",22859,324,449,171,417,206,481,228,855,1290,1122,880,900,516,1916,2190,2510,718,1137,2260,2612,869,499,284,16,0,9,"Hunt County, Texas",1407,226,291,178,319,181,302,192,434,602,393,409,467,295,700,708,745,345,543,718,813,510,406,192,28,228,16
"G4802450","2018","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",54371,329,694,457,923,1980,819,1630,2027,2806,3115,2540,2439,2171,5082,5775,6085,2993,3947,2707,3125,1378,529,686,134,0,0,"Jefferson County, Texas",2798,237,388,330,385,661,365,622,571,803,818,799,809,719,1042,1205,1218,785,841,817,811,552,310,529,166,228,228
"G4802510","2018","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",43630,633,207,475,362,91,589,657,1096,1120,1406,1784,1179,860,4996,4374,3603,2869,5683,5107,4044,961,960,171,403,0,0,"Johnson County, Texas",2138,607,206,409,373,107,467,568,549,744,754,644,488,581,1507,1124,902,934,1269,1475,809,505,467,146,359,228,228
"G4802570","2018","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",29206,165,331,479,184,378,312,445,1032,341,678,921,571,963,1742,1654,3007,2315,5439,2641,3185,1608,488,159,43,125,0,"Kaufman County, Texas",1627,149,243,351,188,392,266,371,515,225,423,419,307,477,862,584,879,753,1064,818,786,613,292,190,76,146,228
"G4802910","2018","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",21441,190,156,16,0,735,645,334,475,1406,788,891,1952,1426,2719,1117,1513,1569,2170,1272,931,247,452,116,43,0,278,"Liberty County, Texas",1820,233,160,27,228,640,658,293,444,953,468,520,735,724,1128,589,743,773,780,512,488,230,382,147,82,228,395
"G4803030","2018","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",64994,407,608,652,549,457,1107,755,1749,2526,3012,2107,2890,2732,6725,6591,7037,4537,7419,4141,4650,2475,1169,435,111,0,153,"Lubbock County, Texas",2657,230,388,516,372,408,720,406,618,863,1089,660,885,1081,1164,1260,1473,1317,1276,1002,900,783,464,327,193,228,153
"G4803090","2018","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",52695,567,165,449,364,332,631,271,875,1844,2496,1838,3538,1880,4372,4192,6151,4392,6415,3548,3776,1831,1702,230,608,0,228,"McLennan County, Texas",2169,606,102,220,293,280,347,199,432,653,696,588,941,625,1070,964,1252,1086,1148,962,943,649,585,173,486,228,242
"G4803290","2018","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",38141,597,204,347,95,152,386,280,1877,258,278,815,1094,567,2089,2380,3930,1792,6314,3888,4517,2494,2839,685,183,0,80,"Midland County, Texas",2333,494,269,324,177,186,459,333,986,225,292,521,635,423,946,846,1077,781,1275,1057,1142,1033,1129,577,203,228,97
"G4803390","2018","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",146765,1147,515,426,825,509,1431,570,2941,2693,1138,2355,3815,3271,10134,6109,9942,9479,17881,18368,20943,14046,10391,4457,2423,221,735,"Montgomery County, Texas",4151,575,454,383,551,379,1010,565,1928,1120,543,1116,1570,1414,2335,1816,2193,2137,2859,2718,2421,1849,2029,1236,1160,200,398
"G4803470","2018","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",14434,351,412,296,178,271,1037,79,207,601,222,510,29,503,1774,963,2483,1063,1273,531,933,292,237,101,88,0,0,"Nacogdoches County, Texas",1252,245,361,254,125,174,659,92,138,433,276,270,53,318,686,479,708,447,565,314,397,229,231,130,146,228,228
"G4803550","2018","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",76457,317,576,371,569,396,1328,469,2582,3031,3571,2858,4324,4310,7989,8597,8064,5932,8245,4111,3664,2198,1613,829,297,90,126,"Nueces County, Texas",2852,206,315,250,431,279,763,356,773,876,979,762,933,1130,1535,1482,1267,1224,1536,1068,833,687,581,444,232,106,154
"G4803610","2018","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",22382,586,392,258,245,319,422,964,968,764,1491,1141,1543,805,1654,1435,3316,1489,1560,1025,1323,214,427,41,0,0,0,"Orange County, Texas",1613,354,349,298,230,284,300,685,468,492,562,517,652,539,717,526,862,566,594,638,632,195,297,68,228,228,228
"G4803670","2018","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",36586,197,113,115,10,207,540,325,413,608,300,927,1196,886,3231,1478,3076,1798,3477,4345,6753,3082,2644,572,272,21,0,"Parker County, Texas",1914,176,131,188,15,165,414,432,344,403,244,739,763,617,955,701,744,760,1010,982,1295,839,842,378,247,35,228
"G4803750","2018","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",23370,502,595,37,639,73,430,315,1582,2087,1314,1939,1831,1379,2153,2057,1404,575,1543,954,955,452,440,18,96,0,0,"Potter County, Texas",1707,298,374,59,333,117,317,256,534,708,627,791,597,671,700,738,529,252,553,481,546,300,270,30,105,228,228
"G4803810","2018","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",36590,185,146,91,84,38,176,147,787,493,501,751,1018,925,3510,4117,5893,4310,5396,2767,2786,1242,606,357,17,0,247,"Randall County, Texas",1493,156,157,128,106,65,147,181,472,286,261,435,542,362,756,750,1046,933,1055,819,818,474,308,232,29,228,246
"G4803970","2018","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2018","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",15542,498,134,154,317,29,623,63,597,433,306,238,1018,741,1983,1881,1348,1592,1662,655,667,283,245,75,0,0,0,"San Patricio County, Texas",1277,241,161,162,258,50,412,71,339,240,249,182,459,430,718,572,459,522,661,327,242,164,200,122,228,228,228
"G4804230","2018","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",51872,494,141,147,67,1151,518,1147,494,1027,1432,2182,1206,1845,4586,4772,6470,4502,6073,3305,4267,2616,1561,1182,437,91,159,"Smith County, Texas",2477,506,178,128,90,735,306,732,377,517,564,926,526,863,1339,1148,1486,1416,1353,878,1201,982,722,741,294,107,220
"G4804390","2018","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",429446,2532,1672,1910,1628,730,1529,1292,3913,5261,6633,8995,10048,12414,32502,28211,43176,39348,64780,53499,53065,20985,21644,7492,3725,815,1647,"Tarrant County, Texas",7018,665,603,671,652,429,583,671,1310,1153,1373,1451,1458,2013,2893,2958,3411,3317,4055,4022,4028,1912,2535,1390,903,422,512
"G4804410","2018","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",28794,552,131,233,286,633,713,363,805,1487,1238,1544,1233,1526,3036,2897,2208,1909,2777,2396,1632,629,234,274,58,0,0,"Taylor County, Texas",1504,288,146,203,203,399,317,185,390,531,474,740,544,678,719,729,745,601,877,633,525,409,201,259,102,228,228
"G4804510","2018","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",26960,71,335,0,298,356,621,478,1307,1151,1154,699,1562,929,1593,2381,2728,3233,3673,1518,1027,594,685,461,62,44,0,"Tom Green County, Texas",1729,84,289,228,259,375,450,359,792,758,556,549,515,538,564,701,877,984,1036,581,433,354,330,316,107,76,228
"G4804530","2018","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",251642,2320,825,1101,359,1180,989,633,801,539,562,1154,844,1132,3653,3676,8054,10794,26180,34179,48640,32827,41608,14634,8616,1775,4567,"Travis County, Texas",5642,913,564,522,338,702,556,478,474,356,368,570,508,502,892,1074,1485,1935,3149,3368,3190,3120,2769,1673,1295,503,1081
"G4804690","2018","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",21137,457,266,126,327,326,192,200,474,730,784,649,1538,537,2172,2304,2424,1748,2345,1276,1412,585,219,0,0,46,0,"Victoria County, Texas",1525,351,220,154,236,280,245,181,397,435,451,375,582,276,799,884,667,528,694,532,495,335,159,228,228,75,228
"G4804710","2018","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",11691,656,0,98,0,170,144,0,310,606,873,460,410,113,579,739,884,1130,1291,2039,361,193,587,48,0,0,0,"Walker County, Texas",1290,471,228,123,228,182,182,228,292,513,544,465,315,142,330,555,452,536,762,888,247,224,406,64,228,228,228
"G4804790","2018","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",45836,589,203,299,664,252,423,563,1785,2253,2427,2632,2253,2367,6949,4590,5490,2421,4678,1406,1926,530,881,255,0,0,0,"Webb County, Texas",2456,369,146,189,420,223,244,269,433,716,736,783,691,722,1535,939,1138,772,1136,540,667,428,479,275,228,228,228
"G4804850","2018","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",28546,621,487,248,318,606,298,452,1475,901,1721,2035,3161,2046,2851,2518,2649,1301,2244,1436,771,91,273,43,0,0,0,"Wichita County, Texas",1823,317,352,191,210,369,239,239,563,385,684,593,871,718,779,766,717,505,747,511,397,149,260,73,228,228,228
"G4804910","2018","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",128370,386,71,227,689,374,96,169,203,439,550,387,248,293,2552,2093,6405,8417,26962,20661,31720,14221,8980,1405,366,167,289,"Williamson County, Texas",3663,233,124,195,411,307,124,167,170,352,406,306,222,219,885,726,1263,1459,2411,2341,2436,1459,1164,496,280,163,231
"G4804970","2018","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",17979,491,14,212,77,190,96,313,438,501,173,279,1527,489,1550,1015,1574,1713,1533,1130,2369,721,921,212,346,75,20,"Wise County, Texas",1076,326,12,210,82,190,104,309,382,301,116,164,722,287,600,459,516,645,561,497,751,349,546,178,329,113,40
"G4900050","2018","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cache County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900110","2018","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",81413,671,1062,206,324,491,0,175,322,401,43,236,71,183,840,1298,3361,2879,11698,12469,23014,12481,6744,1692,390,73,289,"Davis County, Utah",2290,336,529,211,243,369,193,176,242,343,73,375,84,157,613,654,742,594,1511,1409,1928,1543,996,582,290,86,240
"G4900350","2018","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",254895,968,2100,863,1568,1044,985,230,866,774,480,262,261,457,3188,3606,6403,10064,30953,39105,63754,37880,33223,10584,3362,660,1255,"Salt Lake County, Utah",5230,397,910,433,820,623,677,152,490,573,354,202,165,343,935,975,1161,1614,2643,3045,3354,3384,2270,1516,812,290,372
"G4900450","2018","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tooele County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900490","2018","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",118632,461,74,84,104,438,430,130,252,240,97,82,0,166,342,1458,2721,5080,15453,21104,32200,18988,13555,2789,1242,356,786,"Utah County, Utah",2061,305,90,141,101,272,460,134,208,231,106,101,193,226,172,548,648,1097,1690,1890,2280,1723,1470,569,517,193,292
"G4900530","2018","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900570","2018","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",61877,905,492,405,275,737,113,123,324,245,440,365,235,720,2685,2964,4565,4865,11519,8647,10777,6641,2947,588,254,46,0,"Weber County, Utah",2353,431,279,242,286,516,132,155,275,269,328,205,259,416,773,714,959,1104,1444,1197,1176,1140,845,292,319,77,193
"G5000070","2018","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",41516,198,0,464,116,100,71,204,184,0,442,56,176,94,235,704,1410,2154,5522,8508,9880,5522,3628,1204,397,0,247,"Chittenden County, Vermont",1657,197,157,469,143,114,97,228,182,157,425,60,223,97,198,364,579,583,1117,1513,1476,1136,945,483,358,157,224
"G5100030","2018","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100130","2018","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100150","2018","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",23590,249,283,0,0,512,0,58,0,227,0,99,433,303,1093,1942,2197,2917,2935,4802,3351,755,961,316,157,0,0,"Augusta County, Virginia",1547,230,199,206,206,425,206,104,206,257,206,122,472,227,522,644,683,939,917,1149,900,430,532,294,135,206,206
"G5100190","2018","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",25793,201,117,183,66,0,217,326,230,711,101,1415,661,766,1280,1757,2505,1924,4011,2466,3179,1318,1128,615,342,60,214,"Bedford County, Virginia",1371,207,154,181,76,206,228,274,284,510,173,617,420,514,490,640,727,537,932,655,870,504,409,375,251,100,181
