GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G48056348","2017","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2017","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2017","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",43161,42506,92,0,0,129,0,454,0,62,0,54,290,496,132,171,746,3146,4891,11313,7279,9555,2341,1080,187,88,655,"Plano city, Texas",2841,2837,149,225,225,211,225,486,225,108,225,90,376,379,128,164,415,987,1217,1842,1351,1687,957,655,182,102,330
"G48061796","2017","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063500","2017","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2017","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",14011,13038,362,0,129,55,262,260,147,455,213,425,703,1636,1733,1395,1488,979,1031,779,759,227,0,0,0,0,973,"San Angelo city, Texas",1658,1781,333,225,158,74,321,276,216,335,222,343,435,771,869,636,800,611,694,436,572,230,225,225,225,225,554
"G48065000","2017","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",226675,217293,1747,2758,3950,5010,1183,2726,2848,2925,3958,8834,9709,15798,14475,17902,19456,27100,23800,27444,14739,8094,1446,630,403,358,9382,"San Antonio city, Texas",6403,6236,643,970,1043,1123,498,890,1118,1068,1088,1706,1779,2103,2013,2082,2345,3250,2488,2801,1936,1593,633,443,322,218,1708
"G48070808","2017","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2017","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",12783,12555,129,0,0,342,124,118,279,234,1042,246,1574,441,844,545,1089,1504,1492,1555,511,385,0,0,0,101,228,"Temple city, Texas",1344,1403,166,225,225,284,158,151,263,192,567,196,742,378,532,385,508,735,850,809,499,384,225,225,225,90,221
"G48072656","2017","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2017","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",15699,15319,0,69,494,57,315,184,85,140,594,679,948,1018,1736,927,1797,2009,1071,1746,966,410,0,74,0,0,380,"Tyler city, Texas",1797,1749,225,86,481,94,332,212,110,141,519,425,603,532,670,429,757,885,521,804,605,288,225,128,225,225,311
"G48075428","2017","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",9961,9118,55,0,66,84,244,204,233,433,201,659,316,530,820,785,944,949,1400,1000,195,0,0,0,0,0,843,"Victoria city, Texas",1388,1299,97,225,82,146,244,190,231,482,285,434,213,356,505,542,430,501,772,503,300,225,225,225,225,225,501
"G48076000","2017","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",27659,26666,668,183,29,843,602,606,530,885,954,1559,2175,1744,2601,2486,1375,2200,1171,3259,1270,1236,114,176,0,0,993,"Waco city, Texas",2173,2143,477,262,46,572,446,422,335,432,538,795,799,654,974,956,651,802,602,1039,755,577,185,274,225,225,516
"G48079000","2017","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",16965,16022,293,387,123,381,126,654,557,452,631,1566,2224,1510,1444,1287,736,944,890,1162,76,165,213,0,201,0,943,"Wichita Falls city, Texas",1903,1844,226,379,152,321,140,469,432,379,440,659,957,701,743,570,367,490,511,404,66,203,227,225,146,225,470
"G49043660","2017","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2017","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",13471,13090,0,181,256,172,79,242,209,363,1300,718,1229,1382,713,1178,879,1158,879,1406,578,168,0,0,0,0,381,"Ogden city, Utah",1298,1299,192,210,271,154,116,215,184,326,538,412,600,532,398,586,413,463,450,526,355,203,192,192,192,192,220
"G49057300","2017","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",12642,12285,0,0,0,42,0,48,150,339,40,353,406,293,858,1181,820,1625,1228,2028,1296,1414,164,0,0,0,357,"Orem city, Utah",1257,1249,192,192,192,70,192,79,147,345,66,335,345,249,462,523,402,537,508,620,661,722,117,192,192,192,243
"G49062470","2017","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",21260,20875,0,290,160,381,754,299,210,525,234,472,911,1197,2648,2754,1778,2463,2012,1305,1169,1005,168,49,91,0,385,"Provo city, Utah",1683,1652,192,440,121,311,364,256,135,293,239,308,423,443,786,767,576,839,667,596,473,493,177,81,103,192,271
"G49065330","2017","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2017","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",39920,38058,51,311,581,578,371,1236,831,689,347,1197,722,1444,2355,2959,3735,3187,3064,6539,3334,3825,499,77,103,23,1862,"Salt Lake City city, Utah",2312,2103,84,268,382,387,227,750,590,428,305,578,297,640,839,964,1002,816,752,1230,952,1122,316,129,121,39,795
"G49067440","2017","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49070850","2017","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2017","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2017","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51001000","2017","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2017","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2017","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2017","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",22341,21494,417,489,207,474,173,610,0,51,0,0,101,180,1154,788,1124,2798,1917,4471,2635,3274,631,0,0,0,847,"Chesapeake city, Virginia",2176,2149,340,442,283,581,173,604,204,85,204,204,128,195,795,503,620,957,707,1392,909,949,515,204,204,204,482
"G51021088","2017","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2017","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",24029,23561,185,143,189,487,273,496,104,434,0,389,785,912,914,793,1518,3347,4735,4624,1944,630,23,509,65,62,468,"Hampton city, Virginia",1709,1697,156,171,222,372,244,507,90,344,204,260,564,496,519,454,718,1101,1465,1270,1054,409,41,599,64,63,287
"G51047672","2017","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",14180,13749,49,541,94,85,17,125,1033,219,578,958,1462,860,845,1298,1192,1667,1658,596,186,187,0,0,0,99,431,"Lynchburg city, Virginia",1475,1468,87,381,116,113,33,214,637,191,389,542,805,385,320,729,696,672,590,432,190,162,204,204,204,126,341
"G51056000","2017","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",34710,34417,1235,1222,236,1045,499,239,277,1195,153,494,738,887,2748,2333,3074,4910,3553,4518,2699,1212,408,117,548,77,293,"Newport News city, Virginia",2075,2097,654,514,213,639,402,257,313,583,167,371,389,496,1095,871,1022,1137,992,1153,899,582,442,139,334,128,214
"G51057000","2017","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",49649,48665,1042,825,458,859,670,745,190,810,450,982,1522,2312,3878,3882,3803,4989,2967,7044,5959,3750,978,334,183,33,984,"Norfolk city, Virginia",2723,2719,442,555,287,349,280,355,248,382,280,578,656,883,979,1014,1056,1107,906,1234,1349,993,472,250,167,55,375
"G51064000","2017","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",16632,16043,236,24,117,150,319,220,298,565,345,593,444,454,1818,737,1210,3336,1582,2455,807,313,20,0,0,0,589,"Portsmouth city, Virginia",1291,1272,161,37,148,146,353,239,299,358,332,364,358,372,827,390,547,879,619,769,425,255,36,204,204,204,362
"G51067000","2017","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",49506,48791,1698,620,535,2243,915,600,385,782,670,1297,1846,2123,4432,3027,3351,5662,4745,7288,3561,2117,585,134,62,113,715,"Richmond city, Virginia",2471,2419,825,415,358,783,594,374,285,471,463,722,750,778,1055,893,905,1305,950,1273,741,730,424,134,101,189,301
"G51068000","2017","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",20456,20054,333,64,197,333,219,662,195,710,673,2260,2269,2754,1608,1538,1870,2239,380,789,666,28,0,267,0,0,402,"Roanoke city, Virginia",1793,1782,374,78,249,474,180,449,300,570,416,772,784,937,811,850,806,893,219,464,476,50,204,373,204,204,290
"G51076432","2017","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",10955,10352,1174,80,324,343,161,0,58,208,286,139,106,143,463,277,566,1070,632,2636,693,932,27,34,0,0,603,"Suffolk city, Virginia",1400,1299,624,103,256,268,173,204,69,180,307,133,136,136,335,179,438,570,442,922,424,574,46,58,204,204,406
"G51082000","2017","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",60005,57949,390,431,740,337,204,132,408,743,46,278,0,526,168,1613,1181,5579,6085,16468,10493,9623,1646,698,54,106,2056,"Virginia Beach city, Virginia",3158,3033,513,493,602,338,259,162,327,718,77,237,204,359,191,692,718,1420,1137,1997,2123,1605,583,418,87,136,659
"G53003180","2017","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005210","2017","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2017","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",20073,19720,443,0,108,180,101,472,509,135,45,358,238,599,962,619,924,2376,2785,3845,2037,2136,510,65,121,152,353,"Bellingham city, Washington",1889,1925,422,204,124,292,177,560,506,238,72,330,279,421,520,438,625,877,1247,1426,870,761,369,109,190,185,364
"G53022640","2017","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",23196,22467,75,751,394,500,105,0,258,136,0,301,191,188,119,310,297,2038,2828,6477,4383,2807,309,0,0,0,729,"Everett city, Washington",2183,2122,122,614,334,497,171,204,340,165,204,211,303,173,142,283,256,681,1053,1244,1290,776,292,204,204,204,586
"G53023515","2017","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2017","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2017","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035940","2017","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2017","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2017","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2017","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2017","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",174245,170489,1207,185,2757,2315,2359,1815,997,683,955,407,532,1013,1615,1560,1935,7456,10547,25585,28802,46479,17645,7061,4790,1789,3756,"Seattle city, Washington",6065,6413,748,185,976,844,866,873,648,520,516,309,579,551,950,570,832,1741,1813,2807,3580,3757,2086,1355,1517,753,1390
"G53067000","2017","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",41299,40049,189,388,530,906,518,707,798,766,1649,3687,2746,3134,3624,3965,3931,3180,3037,3562,1166,1114,83,143,0,226,1250,"Spokane city, Washington",2409,2389,237,285,414,400,249,406,462,457,705,1068,916,1048,1010,1003,1266,950,995,1155,637,592,95,118,204,364,589
"G53067167","2017","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",16833,16410,0,471,142,291,0,153,46,502,392,1453,511,892,2063,1074,690,2446,1868,1662,525,219,445,0,284,281,423,"Spokane Valley city, Washington",1772,1769,204,403,224,257,204,172,77,421,346,722,425,437,778,540,394,719,659,765,340,190,484,204,460,325,243
"G53070000","2017","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",38811,36555,606,77,368,889,660,319,393,639,278,982,847,1959,1242,1616,2282,4846,3029,8348,3742,2626,201,195,411,0,2256,"Tacoma city, Washington",2578,2711,381,66,333,457,629,209,320,474,214,752,456,957,523,731,890,1361,829,1531,836,743,148,241,300,204,902
"G53074060","2017","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",32797,32664,50,59,228,448,315,273,24,530,453,240,256,539,606,640,1458,3555,3410,8635,5980,3697,867,0,137,264,133,"Vancouver city, Washington",2050,2040,83,99,169,346,221,225,39,370,387,252,224,298,296,328,501,899,977,1490,1142,1019,573,204,111,338,128
"G53080010","2017","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",16314,15979,0,141,306,94,0,38,455,1861,1084,1844,1287,1257,1555,1249,534,971,597,1242,1237,155,72,0,0,0,335,"Yakima city, Washington",1944,1937,204,164,302,121,204,64,370,705,662,1007,690,688,765,649,369,448,381,703,778,184,118,204,204,204,270
"G55002375","2017","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",9251,8987,210,38,80,87,31,255,204,377,664,994,919,1258,662,660,962,751,331,327,0,177,0,0,0,0,264,"Appleton city, Wisconsin",1122,1090,208,66,137,103,53,236,164,292,344,455,428,454,428,313,508,376,207,241,151,209,151,151,151,151,186
"G55022300","2017","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",11896,11642,0,0,167,445,141,230,348,793,456,810,957,535,1459,1539,875,1003,414,1010,399,61,0,0,0,0,254,"Eau Claire city, Wisconsin",1148,1119,151,151,198,384,168,200,242,421,349,437,531,359,600,678,504,560,278,552,319,55,151,151,151,151,227
"G55031000","2017","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",19710,19226,31,624,172,192,309,333,860,536,1911,1990,2440,2270,2174,1211,1088,1470,538,841,78,0,0,0,158,0,484,"Green Bay city, Wisconsin",1649,1639,52,673,151,172,288,251,448,276,809,787,823,732,717,620,542,523,353,429,95,151,151,151,205,151,339
"G55039225","2017","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",17052,16251,0,0,330,340,481,52,320,105,423,479,123,491,1888,1705,2007,3507,821,2149,921,109,0,0,0,0,801,"Kenosha city, Wisconsin",1564,1593,151,151,267,289,410,86,288,128,332,278,126,340,753,703,867,989,461,621,412,133,151,151,151,151,445
"G55048000","2017","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",57742,57000,101,188,516,919,245,133,175,419,923,1173,820,2227,2189,2425,2609,8034,7702,11100,7414,4579,1507,1010,70,522,742,"Madison city, Wisconsin",2883,2893,123,134,438,696,236,156,120,271,524,636,436,781,770,980,806,1550,1541,1489,1166,977,569,538,122,526,397
"G55053000","2017","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",135836,132171,346,339,2140,2771,2174,1531,1937,3933,4827,9532,11345,14313,14980,11503,10495,14477,8410,8568,3590,3251,640,645,372,52,3665,"Milwaukee city, Wisconsin",4239,4290,217,217,729,726,651,481,704,1149,1012,1472,1771,1577,1587,1684,1603,1842,1585,1497,897,732,271,339,345,86,952
"G55060500","2017","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",11771,11667,0,0,0,308,369,330,329,434,1042,741,1140,1520,1106,366,633,1748,832,493,119,157,0,0,0,0,104,"Oshkosh city, Wisconsin",1210,1212,151,151,151,275,297,259,254,301,578,265,479,636,427,224,327,798,451,361,159,186,151,151,151,151,123
"G55066000","2017","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",15922,15748,189,95,0,80,580,218,0,464,393,2385,1730,2285,1419,1158,872,1280,1310,827,282,181,0,0,0,0,174,"Racine city, Wisconsin",1348,1339,286,157,151,97,520,269,151,340,305,979,645,993,657,580,624,457,588,579,276,261,151,151,151,151,179
"G55084250","2017","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",13302,12941,0,0,105,415,539,146,80,25,204,88,595,703,719,1080,1362,2521,2015,1394,525,229,196,0,0,0,361,"Waukesha city, Wisconsin",1309,1285,151,151,138,357,405,117,134,42,195,139,412,368,375,417,601,644,738,628,363,218,157,151,151,151,305
"G72006593","2017","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",20099,13141,1504,392,351,316,251,987,915,1091,794,1362,1262,1026,795,1213,544,279,0,59,0,0,0,0,0,0,6958,"Bayamón zona urbana, Puerto Rico",1952,1632,691,394,303,306,312,612,479,486,389,549,711,520,503,774,522,256,262,101,262,262,262,262,262,262,1520
"G72010334","2017","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72014290","2017","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",17140,13210,1329,1020,348,0,394,774,781,723,726,407,1513,1127,639,207,506,1138,542,389,264,383,0,0,0,0,3930,"Carolina zona urbana, Puerto Rico",2013,1909,604,648,351,262,386,513,421,485,545,349,718,621,517,232,360,643,638,431,325,441,262,262,262,262,1260
"G72032522","2017","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72063820","2017","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ponce zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72076770","2017","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",62077,50246,7481,2885,3133,1871,2999,4713,2570,3364,1815,3905,956,3134,1525,2075,1020,2406,1243,1612,582,819,0,0,0,138,11831,"San Juan zona urbana, Puerto Rico",3383,3512,1314,1000,841,653,850,1242,847,956,721,831,546,966,677,807,628,1070,770,621,461,617,262,262,262,220,1603
