GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G48063500","2013","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",13705,13433,0,0,86,0,76,0,104,0,55,108,1173,769,653,1684,1110,2891,1475,1870,725,481,173,272,"Round Rock city, Texas",1714,1702,213,213,143,213,136,213,166,213,91,183,554,454,363,624,503,847,674,756,583,307,126,260
"G48064472","2013","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",15091,14376,0,179,142,502,167,244,743,1726,671,807,516,2372,684,760,806,1639,648,1077,329,42,322,715,"San Angelo city, Texas",1689,1678,213,215,177,381,198,250,502,868,496,510,407,921,472,465,492,896,395,624,233,70,300,348
"G48065000","2013","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",230846,222439,3472,2422,2886,3554,3635,4124,3592,8041,11500,14908,18667,20897,17074,15198,15794,26078,13168,20891,8630,4588,3320,8407,"San Antonio city, Texas",6747,6521,1231,693,803,983,1080,1111,1002,1655,2315,2180,2847,2485,2219,2174,2604,2965,2223,2526,1739,1226,1007,1352
"G48070808","2013","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2013","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",10041,9489,52,210,383,176,224,242,211,452,996,998,880,1074,479,619,269,966,675,287,41,117,138,552,"Temple city, Texas",1330,1260,90,192,334,123,197,249,136,266,584,607,373,509,368,400,216,669,401,230,66,121,130,333
"G48072656","2013","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2013","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",17244,16808,0,202,214,371,93,821,159,252,718,1089,1872,1523,1659,1597,1230,954,1268,863,584,872,467,436,"Tyler city, Texas",1694,1702,213,184,223,335,114,449,139,283,466,623,597,781,717,612,657,556,593,552,459,579,287,317
"G48075428","2013","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",9035,8604,87,220,0,96,302,72,31,430,428,899,999,742,519,1069,419,629,442,312,544,228,136,431,"Victoria city, Texas",1166,1176,148,186,213,164,285,124,55,322,377,614,431,363,384,704,276,433,341,290,308,269,216,271
"G48076000","2013","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",25899,25146,638,654,36,1102,1063,326,1036,1119,2296,1723,2999,1920,2973,1426,1014,1018,1590,845,422,413,533,753,"Waco city, Texas",2036,1997,448,542,60,561,588,227,504,529,817,762,921,725,941,679,564,504,721,456,353,288,409,403
"G48079000","2013","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",16726,15662,379,219,192,383,447,489,773,1117,1147,1753,1251,2005,666,720,384,1224,821,1059,243,320,70,1064,"Wichita Falls city, Texas",1481,1483,370,197,163,250,316,380,379,488,441,763,538,640,383,422,246,598,496,377,187,240,91,474
"G49043660","2013","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2013","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",13710,12660,91,117,283,440,464,256,346,568,804,1386,1357,1279,819,977,790,1408,585,469,0,60,161,1050,"Ogden city, Utah",1261,1279,106,119,172,232,338,207,209,312,499,584,565,609,305,519,438,539,324,353,185,101,146,450
"G49057300","2013","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",11123,10644,0,158,0,25,128,29,154,230,154,325,818,334,1006,1410,1008,1385,1153,1730,216,340,41,479,"Orem city, Utah",1396,1337,185,258,185,42,151,49,147,301,151,359,449,236,468,545,499,623,594,640,152,289,68,312
"G49062470","2013","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",17956,17396,220,23,239,254,658,891,312,341,240,1272,1971,2249,2038,781,644,674,1169,2029,854,471,66,560,"Provo city, Utah",1481,1531,281,38,249,180,305,452,199,223,172,613,676,697,623,383,300,323,643,753,447,342,80,276
"G49065330","2013","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",9193,8847,123,0,194,0,0,75,85,257,80,389,835,1476,353,274,479,1016,696,966,433,644,472,346,"St. George city, Utah",1413,1368,201,185,194,185,185,126,141,294,129,314,519,743,362,239,413,649,449,549,325,538,456,265
"G49067000","2013","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",37818,36877,39,110,648,506,600,940,479,1206,1357,1008,1671,3478,4389,2594,3037,4165,3155,3948,1321,1818,408,941,"Salt Lake City city, Utah",2353,2327,62,140,427,269,339,707,296,503,639,427,537,997,1219,680,907,1079,983,838,546,648,316,399
"G49067440","2013","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2013","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2013","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",12539,12210,0,41,138,123,587,0,45,0,263,181,224,897,1213,1297,1365,878,1144,3085,729,0,0,329,"West Valley City city, Utah",1630,1628,185,67,225,150,402,185,74,185,371,226,176,464,641,688,743,469,607,929,466,185,185,254
"G51001000","2013","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2013","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2013","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2013","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",23902,22568,209,422,0,231,131,0,198,111,270,530,144,566,793,746,1990,3431,1475,5050,3988,1806,477,1334,"Chesapeake city, Virginia",2059,2039,192,450,198,232,200,198,307,163,223,611,170,321,435,509,859,931,492,1175,1273,807,289,597
"G51021088","2013","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2013","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",23598,22776,822,508,190,717,31,156,0,500,353,520,1060,993,1597,2094,1303,4781,1864,3262,1332,655,38,822,"Hampton city, Virginia",1827,1781,663,381,219,380,55,181,198,381,392,458,533,465,660,766,546,1189,640,997,768,447,49,479
"G51047672","2013","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",15087,14235,259,417,448,359,585,356,572,1212,1193,1346,1017,890,895,1054,799,1266,272,447,274,33,541,852,"Lynchburg city, Virginia",1360,1494,218,238,458,503,494,353,373,515,534,587,540,478,444,473,547,629,247,280,271,54,280,701
"G51056000","2013","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",32919,32416,695,787,496,585,379,889,286,377,399,950,1685,2527,3698,2705,2177,4147,2647,4068,1822,735,362,503,"Newport News city, Virginia",2015,2018,439,598,411,343,311,484,295,257,302,558,611,987,1255,801,730,964,747,990,555,390,276,268
"G51057000","2013","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",49904,48692,952,711,806,1096,540,485,637,407,743,1815,1528,3682,4280,3882,3053,5515,4995,6151,3572,2518,1324,1212,"Norfolk city, Virginia",2444,2378,430,339,415,403,321,304,386,236,379,729,607,945,992,882,821,1089,1010,1165,890,751,494,595
"G51064000","2013","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",16093,15867,718,165,83,112,128,576,192,111,470,319,634,2131,924,874,1544,2920,1440,1550,465,459,52,226,"Portsmouth city, Virginia",1489,1486,446,136,138,127,147,378,197,81,478,210,426,715,459,523,768,800,578,743,276,353,98,167
"G51067000","2013","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",53391,51531,827,1025,1005,2404,547,577,891,722,1445,2040,2814,4727,5226,3188,3619,4762,4791,6233,2599,1477,612,1860,"Richmond city, Virginia",2501,2654,414,494,470,803,326,291,457,424,545,790,865,1195,1230,803,900,1342,1052,1254,852,492,351,795
"G51068000","2013","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",19947,19704,469,258,852,778,94,1183,840,2197,684,1896,2828,1311,775,990,951,1651,570,1010,367,0,0,243,"Roanoke city, Virginia",2102,2075,348,267,515,488,160,771,484,829,381,779,1077,665,549,550,542,663,424,492,332,198,198,209
"G51076432","2013","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",9472,8992,353,126,77,204,26,29,29,259,382,178,866,623,731,871,542,264,621,1135,682,954,40,480,"Suffolk city, Virginia",1065,1052,252,174,91,204,43,49,46,246,270,166,455,393,469,485,289,233,375,494,440,451,65,316
"G51082000","2013","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",61610,59605,337,155,355,117,322,874,0,117,209,532,576,1047,1489,2153,1488,7455,8781,15927,8130,7227,2314,2005,"Virginia Beach city, Virginia",3184,3206,308,201,326,89,360,588,198,86,210,409,412,476,678,952,580,1565,1668,2053,1277,1396,919,806
"G53003180","2013","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",12718,12488,227,0,37,117,30,215,52,0,348,13,202,559,494,2090,1102,1830,1504,2567,338,559,204,230,"Auburn city, Washington",1570,1536,306,198,47,151,50,280,89,198,252,21,181,357,384,839,604,639,827,834,254,370,189,216
"G53005210","2013","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2013","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",18766,18136,0,256,0,151,67,178,209,408,265,604,1174,694,1118,2896,858,2526,658,3776,1036,961,301,630,"Bellingham city, Washington",1699,1588,198,375,198,154,112,165,221,321,224,376,514,445,574,918,541,840,448,1273,620,512,288,548
"G53022640","2013","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",22776,22656,128,255,173,398,308,168,368,171,190,145,562,967,2530,928,1103,4112,2720,3994,2267,609,560,120,"Everett city, Washington",2096,2094,155,267,156,388,323,159,278,216,193,96,355,546,810,479,620,1288,916,1199,850,380,349,143
"G53023515","2013","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2013","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",10812,10770,0,45,50,398,0,77,252,316,334,175,853,1199,1095,1116,887,1974,261,930,740,68,0,42,"Kennewick city, Washington",1595,1595,198,74,86,239,198,94,307,305,247,182,564,651,678,622,563,948,233,471,447,112,198,72
"G53035415","2013","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",20733,20421,343,159,277,131,212,48,173,291,369,369,349,703,1164,2357,851,3964,1817,3553,1480,1326,485,312,"Kent city, Washington",1876,1878,349,261,283,160,208,80,176,404,432,211,264,357,627,936,502,1220,679,901,730,652,453,227
"G53035940","2013","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2013","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2013","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",19740,19170,0,201,379,0,63,245,405,37,0,322,179,388,551,555,846,2375,2720,4024,2665,2223,992,570,"Renton city, Washington",1776,1791,198,314,409,198,105,386,345,61,198,241,133,359,486,396,572,835,1112,1130,895,784,615,476
"G53063000","2013","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",160180,155659,1515,1693,2316,3349,2017,1332,934,1603,617,1996,2033,4071,4437,4303,6021,15255,14039,29640,22064,23994,12430,4521,"Seattle city, Washington",4814,4705,777,993,888,1155,818,619,535,680,483,741,648,1103,1159,993,1313,2462,1931,2945,2500,2668,1771,1183
"G53067000","2013","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",39704,39023,769,434,809,1085,461,944,1201,1392,3837,3202,3046,4152,2352,3265,2016,3909,1506,3030,513,475,625,681,"Spokane city, Washington",2275,2319,364,314,440,509,337,492,585,596,1086,961,951,952,857,1009,649,990,599,886,262,431,489,415
"G53067167","2013","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",15051,14595,74,59,519,71,81,163,580,965,359,769,805,2690,1191,1738,800,1595,743,654,85,233,421,456,"Spokane Valley city, Washington",1588,1561,117,95,447,116,110,161,494,682,248,426,515,997,642,716,523,768,369,557,140,197,266,312
"G53070000","2013","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",40809,39733,440,337,766,791,288,634,100,787,909,1843,2246,1363,2816,2730,2986,5430,3233,7396,2612,1490,536,1076,"Tacoma city, Washington",2302,2322,440,259,525,340,196,500,121,466,541,810,742,618,1006,913,914,1274,860,1508,802,509,371,556
"G53074060","2013","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",33106,32419,293,562,407,234,155,472,39,506,36,865,2161,1781,2962,2910,3243,4719,4186,4678,1288,838,84,687,"Vancouver city, Washington",1899,1939,434,416,380,154,162,315,64,429,61,397,807,567,895,977,861,1175,1085,1074,526,451,100,375
"G53080010","2013","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",16179,15315,156,83,88,50,329,44,651,620,527,1971,2327,1567,2040,1246,432,1371,351,487,138,602,235,864,"Yakima city, Washington",1767,1699,164,130,141,57,353,53,536,452,293,788,887,697,717,604,297,760,240,287,140,445,366,486
"G55002375","2013","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",10096,10012,33,43,105,155,48,162,902,1000,1303,1146,889,754,1157,485,576,527,254,72,212,141,48,84,"Appleton city, Wisconsin",1187,1174,67,72,120,211,82,194,477,540,539,501,363,377,624,291,393,366,298,116,168,174,80,97
"G55022300","2013","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",12420,12199,37,0,126,64,46,1520,390,531,614,1859,926,1646,675,1109,732,1323,391,188,0,22,0,221,"Eau Claire city, Wisconsin",1381,1364,86,149,171,55,57,717,240,309,357,925,507,583,426,642,436,641,263,174,149,37,149,224
"G55031000","2013","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",18108,17762,461,0,515,378,308,393,607,2176,1716,2090,1943,1651,1520,1162,773,956,303,241,203,214,152,346,"Green Bay city, Wisconsin",1560,1565,401,149,457,229,218,368,277,823,582,661,668,595,567,525,334,429,294,303,167,234,189,224
"G55039225","2013","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",17267,16784,0,21,399,382,415,206,627,768,270,878,1236,1508,925,2252,1405,2439,1510,1176,0,367,0,483,"Kenosha city, Wisconsin",1831,1799,149,37,286,331,416,326,440,516,225,406,546,756,520,844,523,1004,610,497,149,434,149,345
"G55048000","2013","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",56906,56562,0,296,545,202,297,676,427,661,1102,1294,3776,2815,4087,6568,4516,8708,4711,6711,3946,3682,1542,344,"Madison city, Wisconsin",2715,2717,149,279,434,193,259,495,279,498,600,529,1139,974,1051,1396,969,1278,1009,1256,996,968,638,239
"G55053000","2013","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",134190,130925,1146,762,1886,3704,1493,1969,3107,3312,8118,12026,13124,13002,17982,10016,7833,12063,6995,5521,2513,3179,1174,3265,"Milwaukee city, Wisconsin",3836,3730,581,373,693,861,405,691,785,716,1226,1823,1557,1665,2064,1520,1360,1780,1213,1033,748,725,564,842
"G55060500","2013","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",12556,12419,271,0,157,267,549,152,648,841,1265,2293,1340,692,726,1097,994,349,263,237,75,45,158,137,"Oshkosh city, Wisconsin",1327,1335,247,149,121,228,370,130,453,485,631,832,521,333,437,605,494,248,275,169,123,82,263,170
"G55066000","2013","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",11492,10788,0,27,405,348,205,698,452,779,1166,896,1094,543,1530,408,430,808,767,0,201,31,0,704,"Racine city, Wisconsin",1352,1386,149,49,389,289,239,469,279,530,568,482,593,313,558,300,410,424,460,149,328,51,149,694
"G55084250","2013","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",11501,11501,477,43,184,267,43,45,41,154,327,314,756,1058,1269,1155,1662,1534,895,784,137,323,33,0,"Waukesha city, Wisconsin",1244,1244,636,70,172,281,70,75,69,154,288,214,442,454,581,489,618,465,446,435,226,448,57,149
"G72006593","2013","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",20037,16689,3872,637,430,340,564,892,915,1308,1027,1840,689,1015,601,804,303,814,91,297,68,42,140,3348,"Bayamón zona urbana, Puerto Rico",1786,1719,880,478,299,309,382,397,437,486,459,710,370,362,348,430,288,342,152,262,111,70,168,684
"G72010334","2013","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",13128,9893,1097,567,638,413,323,526,1024,1376,721,880,301,489,157,352,414,468,0,0,0,147,0,3235,"Caguas zona urbana, Puerto Rico",1438,1176,446,430,370,296,275,360,504,589,405,417,282,376,190,338,395,466,225,225,225,238,225,953
"G72014290","2013","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",19145,14919,1682,474,506,393,368,962,619,944,877,1685,948,1740,816,320,648,882,730,203,0,0,122,4226,"Carolina zona urbana, Puerto Rico",1939,1714,791,437,363,484,465,572,498,458,506,775,480,780,423,249,489,558,518,299,225,225,205,1060
"G72032522","2013","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,"Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,
"G72052431","2013","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",11542,8798,2418,348,579,601,501,906,1484,548,126,271,146,256,37,0,102,194,71,210,0,0,0,2744,"Mayagüez zona urbana, Puerto Rico",1531,1409,661,337,343,364,321,421,564,413,174,263,148,238,67,225,163,181,101,201,225,225,225,771
"G72063820","2013","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",15271,10775,2640,849,537,810,375,1054,360,594,145,539,539,1117,393,191,82,252,248,0,0,50,0,4496,"Ponce zona urbana, Puerto Rico",1621,1498,641,378,334,381,237,451,269,396,147,379,346,519,280,188,135,237,308,225,225,81,225,941
"G72076770","2013","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",67689,53541,10775,1938,1625,1766,2662,5807,3583,4381,2428,5128,1518,3985,1943,1620,878,1084,758,985,271,166,240,14148,"San Juan zona urbana, Puerto Rico",2596,2264,1362,646,492,723,857,1102,831,890,732,1055,627,1211,687,640,466,469,418,549,277,196,224,1699
