GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G41059000","2013","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",118706,115989,682,768,1416,1900,837,1501,1284,1842,1457,2785,3035,6090,9230,8742,9682,14531,10396,17877,9602,8353,3979,2717,"Portland city, Oregon",3952,3952,379,533,548,752,516,740,660,741,730,980,871,1477,1898,1709,1785,1844,1635,2150,1425,1358,976,887
"G41064900","2013","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",29841,29429,578,117,523,925,190,415,843,1036,2304,1794,3247,3335,2784,1461,2751,1737,1987,1563,1019,582,238,412,"Salem city, Oregon",2472,2481,531,134,343,733,163,397,694,695,1100,842,1125,1098,834,675,900,750,791,573,615,312,248,355
"G42002000","2013","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",21030,20541,0,463,209,223,213,567,286,501,995,658,874,1320,2013,1404,2539,2897,2971,1622,399,365,22,489,"Allentown city, Pennsylvania",1894,1897,172,321,163,208,159,327,156,416,498,336,476,540,805,570,1045,841,1057,610,330,219,40,376
"G42006088","2013","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",12772,12592,164,361,150,804,412,198,211,153,35,777,490,761,550,299,754,1919,1084,1921,961,411,177,180,"Bethlehem city, Pennsylvania",1449,1485,221,287,188,605,347,282,216,131,56,477,365,365,268,199,527,723,469,637,472,269,156,153
"G42024000","2013","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",19152,18461,83,257,169,1096,446,1259,1326,2145,1710,2700,1137,1559,1044,905,523,1050,51,518,285,99,99,691,"Erie city, Pennsylvania",1700,1705,131,188,119,470,327,477,532,687,579,717,459,491,577,468,327,444,89,460,322,92,143,419
"G42060000","2013","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",285430,271980,3756,2042,5782,9389,3117,5720,3673,7719,8843,14569,10000,18939,19822,24514,19859,34362,19849,23752,12655,15073,8545,13450,"Philadelphia city, Pennsylvania",7014,7153,966,589,1083,1437,921,1347,1021,1299,1469,2142,1784,2262,2690,2814,2540,3290,2520,2616,1804,1745,1503,2235
"G42061000","2013","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",65512,63942,1313,1257,1615,2091,1185,1836,1807,3876,2664,4482,4317,5190,4011,2719,3739,5139,3296,5108,3385,3419,1493,1570,"Pittsburgh city, Pennsylvania",3218,3124,468,722,514,644,467,527,511,1148,775,890,808,1129,809,737,851,1031,877,981,736,864,677,519
"G42063624","2013","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",17345,16595,403,99,151,993,227,797,602,994,801,794,2067,3034,2123,1384,1136,583,284,99,24,0,0,750,"Reading city, Pennsylvania",1553,1580,345,117,238,494,156,520,422,408,340,423,570,811,747,656,471,365,184,101,39,172,172,451
"G42069000","2013","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",12814,12044,72,0,202,454,390,576,318,978,876,1098,986,1231,1519,835,1065,955,92,225,59,89,24,770,"Scranton city, Pennsylvania",1195,1200,85,172,178,209,236,342,197,378,395,346,384,493,572,436,512,398,94,160,73,109,41,352
"G44019180","2013","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",11238,10504,178,0,82,625,126,182,294,79,0,365,52,418,347,651,802,1720,1746,1895,752,190,0,734,"Cranston city, Rhode Island",1640,1678,226,210,74,421,96,204,290,129,210,307,88,338,284,310,477,768,898,821,472,171,210,614
"G44054640","2013","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",14270,14148,351,34,196,1096,251,106,249,243,730,680,344,1325,1221,1574,1209,2288,950,644,329,175,153,122,"Pawtucket city, Rhode Island",1492,1455,355,61,262,474,214,111,217,170,377,380,285,585,560,614,479,785,465,320,200,150,202,123
"G44059000","2013","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",39080,38375,1225,1250,1056,2240,1093,1012,660,610,440,834,1250,2178,2466,3761,3468,4146,3526,4092,1422,1319,327,705,"Providence city, Rhode Island",2754,2772,528,570,417,832,508,593,481,432,298,543,783,906,912,1211,1083,1049,964,1171,511,510,244,296
"G44074300","2013","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2013","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",24435,23354,273,223,1311,58,61,27,311,302,494,441,886,1279,2107,1516,1439,3209,1186,3008,2923,1653,647,1081,"Charleston city, South Carolina",2156,2078,236,195,622,96,102,43,259,179,289,357,463,526,813,666,886,1160,524,974,962,724,286,523
"G45016000","2013","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",23636,22867,892,523,146,468,376,227,1021,697,1710,1893,1635,1165,1991,1702,1735,2663,1202,1367,711,553,190,769,"Columbia city, South Carolina",1608,1606,473,231,155,270,280,169,405,315,763,746,589,497,605,572,652,825,339,474,419,450,243,426
"G45048535","2013","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2013","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",19200,18465,190,418,71,208,313,477,395,554,946,1400,2315,2112,1014,1131,1801,2687,871,914,315,333,0,735,"North Charleston city, South Carolina",1759,1771,167,435,120,193,303,276,287,337,433,568,707,822,554,679,762,866,450,510,217,363,204,445
"G45061405","2013","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",11792,11666,301,76,0,36,125,637,514,918,832,2225,932,1393,1303,627,307,371,329,174,0,0,566,126,"Rock Hill city, South Carolina",1374,1391,276,66,204,64,121,515,382,626,498,916,404,663,717,406,232,203,261,194,204,204,460,126
"G46052980","2013","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",12027,11333,399,107,212,401,649,100,685,779,582,556,580,738,1045,959,527,1064,827,717,341,0,65,694,"Rapid City city, South Dakota",1364,1329,414,144,152,277,477,123,442,428,302,426,406,473,470,496,485,448,515,306,305,155,114,389
"G46059020","2013","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",25387,24882,0,319,1057,959,283,437,809,1701,1288,1731,3579,1660,2226,1556,1724,2609,1598,942,136,50,218,505,"Sioux Falls city, South Dakota",1950,2024,155,204,555,658,223,418,657,784,606,654,1222,635,661,592,769,854,630,498,164,91,189,367
"G47014000","2013","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",32390,30543,1241,729,833,1004,381,1535,1259,1435,2158,2361,3307,2686,2468,1276,1330,2405,1567,1506,405,192,465,1847,"Chattanooga city, Tennessee",2395,2424,517,415,370,482,252,532,594,568,667,827,891,898,800,648,572,858,678,595,411,141,334,532
"G47015160","2013","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",23419,22280,16,283,358,97,162,105,375,1159,1122,1157,1661,1723,2099,1666,1192,2067,2087,2680,1406,828,37,1139,"Clarksville city, Tennessee",1923,1972,29,380,304,118,193,129,272,566,504,480,646,591,849,680,530,660,823,777,609,476,62,592
"G47027740","2013","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2013","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",11390,11133,328,602,446,473,535,705,899,941,815,686,637,903,475,356,688,410,767,190,0,277,0,257,"Jackson city, Tennessee",1321,1261,269,586,357,307,236,482,498,453,461,360,391,509,420,311,384,374,724,242,203,271,203,216
"G47038320","2013","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",12429,11506,391,75,210,453,346,657,960,875,1128,937,566,781,1045,421,577,591,103,894,34,462,0,923,"Johnson City city, Tennessee",1822,1747,339,66,184,335,267,460,646,472,604,536,359,465,503,326,365,407,164,641,56,329,203,537
"G47040000","2013","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",43301,40706,1269,819,781,1110,484,628,1572,2337,2484,3835,4428,3859,3008,2166,2791,3180,1473,2870,475,629,508,2595,"Knoxville city, Tennessee",2306,2406,466,420,552,554,340,394,662,787,768,1116,1158,1048,823,832,985,1162,729,1075,296,496,323,806
"G47048000","2013","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",129745,124502,1265,840,1349,2805,1956,4441,5792,7959,7855,11578,11226,14101,10258,8480,7061,10726,4537,7406,2485,1681,701,5243,"Memphis city, Tennessee",4668,4745,557,370,566,804,667,1031,1147,1674,1318,1974,2054,2182,1930,1464,1498,1690,1220,1493,1141,622,568,1077
"G47051560","2013","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",21390,20641,0,144,219,47,0,0,385,1493,1083,1404,1199,1781,1046,1932,2132,1511,2399,1896,1354,286,330,749,"Murfreesboro city, Tennessee",2152,2192,203,186,213,78,203,203,270,845,681,717,546,754,643,834,927,805,915,984,851,318,367,440
"G47052006","2013","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",115581,111707,2815,863,86,2193,2235,1055,2013,2810,3979,7345,8462,9802,11309,7219,6988,13299,9006,11547,4574,3466,641,3874,"Nashville-Davidson metropolitan government (balance), Tennessee",3901,3929,1005,524,78,750,742,473,821,896,1139,1493,1621,1594,1902,1297,1372,1955,1677,1848,1184,853,323,980
"G48001000","2013","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",18537,17722,191,308,278,316,135,1320,1337,1195,1324,1826,1880,1368,1703,696,600,731,650,1424,133,151,156,815,"Abilene city, Texas",1832,1842,256,422,269,330,151,683,706,679,460,834,678,581,651,379,314,348,327,718,151,166,177,412
"G48001924","2013","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2013","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",30081,28736,454,473,481,589,286,774,1273,1916,2676,2927,2011,2300,2078,1528,1406,2099,1850,1903,854,379,479,1345,"Amarillo city, Texas",2058,2054,343,403,278,399,270,481,566,767,857,995,717,787,719,620,565,783,710,719,576,259,270,510
"G48004000","2013","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",58403,57183,225,641,41,0,208,143,914,1936,3241,4374,6211,6814,5406,6489,4063,4448,4525,4642,1398,919,545,1220,"Arlington city, Texas",3956,4035,263,380,67,213,213,139,520,777,1096,1084,1385,1323,1504,1592,1274,1256,1339,1323,692,488,278,586
"G48004462","2013","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2013","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",191557,188878,1361,1224,577,1426,382,1340,839,2104,2874,3991,6647,12052,11750,15231,14632,28728,18478,29499,17953,13875,3915,2679,"Austin city, Texas",5874,5851,690,677,311,804,292,721,461,973,865,1057,1403,1780,1816,2244,2264,2867,2582,2814,2249,1808,971,747
"G48006128","2013","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",10090,9706,219,240,99,114,134,0,95,374,910,589,760,717,1208,1146,555,1398,325,607,216,0,0,384,"Baytown city, Texas",1454,1458,333,305,160,135,201,213,116,291,647,427,545,429,640,626,416,507,323,359,352,213,213,246
"G48007000","2013","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",18057,17128,341,400,684,510,41,156,580,1207,1470,1861,1438,2560,716,613,802,1411,768,1010,332,161,67,929,"Beaumont city, Texas",2210,2095,277,388,458,351,70,138,327,676,706,704,622,849,478,391,436,605,454,646,230,259,111,550
"G48010768","2013","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",18642,17445,224,902,699,457,650,1267,1190,1247,1286,1326,1381,1720,1894,745,329,815,130,819,233,131,0,1197,"Brownsville city, Texas",1692,1695,250,469,430,354,312,531,556,533,539,548,632,689,825,409,229,466,168,625,271,215,213,527
"G48010912","2013","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",15431,15028,122,179,96,0,679,594,473,1005,1240,1783,853,481,1253,1274,613,1086,921,814,646,562,354,403,"Bryan city, Texas",1805,1754,157,183,150,213,349,545,329,599,648,883,523,304,517,946,574,608,561,439,640,454,344,380
"G48013024","2013","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",18253,17817,46,118,0,0,0,0,0,41,60,263,703,637,1722,1807,1263,3528,1627,3563,1143,903,393,436,"Carrollton city, Texas",1721,1653,75,193,213,213,213,213,213,68,99,211,507,393,678,718,557,981,632,1126,576,459,398,302
"G48015976","2013","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",23511,22999,66,0,0,0,67,0,188,419,1098,1919,2359,2288,2416,1007,1407,2378,1447,1849,1765,1915,411,512,"College Station city, Texas",1766,1690,106,213,213,213,119,213,193,297,585,816,898,621,877,567,568,729,672,814,807,844,402,430
"G48017000","2013","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",50513,48314,876,721,569,497,140,1134,1734,1867,2514,2704,3621,3378,4044,3483,3271,3367,5910,4333,2237,1775,139,2199,"Corpus Christi city, Texas",2978,2864,530,395,315,304,141,670,841,650,944,969,983,1138,1079,1328,1177,1110,1380,1141,958,763,141,941
"G48019000","2013","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",275565,270825,3346,1392,2445,3538,2638,2278,2437,9599,13829,23487,21212,25444,20847,21120,18983,25955,15249,23629,13899,12030,7468,4740,"Dallas city, Texas",5774,5657,932,637,978,905,920,823,795,1680,2194,2698,2219,2517,2258,2731,2494,2651,1922,2233,1991,1623,1407,1000
"G48019972","2013","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",22828,22255,77,66,77,212,0,66,342,725,635,785,1669,2249,2370,1245,2056,3477,1832,2240,801,963,368,573,"Denton city, Texas",2005,1885,124,110,124,303,213,79,448,518,421,392,547,696,808,496,654,882,876,753,459,512,266,447
"G48022660","2013","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48024000","2013","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",90145,86566,1995,1539,1764,3114,2042,3288,3612,3300,3896,5331,7461,4737,6255,4720,5072,10042,6087,8024,2640,955,692,3579,"El Paso city, Texas",4037,4123,1068,578,771,782,785,1005,909,1034,1063,1519,1611,1363,1628,1283,1365,1894,1462,1576,1050,349,347,1290
"G48026232","2013","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2013","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",116527,112995,1189,673,790,1234,264,1604,2917,4004,6799,8200,7702,8065,12042,8296,6365,10332,6731,13341,7230,3957,1260,3532,"Fort Worth city, Texas",5184,5155,557,370,382,725,172,658,976,1126,1314,1624,1610,1320,2243,1834,1477,1943,1492,2192,1883,1273,508,890
"G48027684","2013","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2013","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",31984,30530,50,170,154,315,290,170,900,299,832,1325,2454,4225,2233,2573,2241,4379,2518,3833,1280,140,149,1454,"Garland city, Texas",2476,2455,84,274,151,281,290,209,690,293,513,649,685,1146,939,773,732,961,831,1157,694,118,179,688
"G48030464","2013","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",22535,22207,155,535,256,87,161,374,314,260,825,1519,1086,2535,1877,1763,2316,2425,1605,2186,1455,241,232,328,"Grand Prairie city, Texas",2115,2126,130,505,282,146,264,340,295,274,494,705,485,930,962,837,999,865,569,867,787,236,378,214
"G48032372","2013","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Harlingen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48035000","2013","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",464655,450605,1924,3213,2605,3564,3645,5081,7455,18599,25452,39471,36034,36219,36180,31795,28072,43571,27325,45744,25927,17886,10843,14050,"Houston city, Texas",9056,9064,788,1034,706,1059,914,1215,1383,2961,2995,3978,3605,3268,3538,3364,3625,3967,2754,4267,2965,2292,1525,2044
"G48037000","2013","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",52757,52105,267,115,0,283,185,19,155,1531,1690,3121,3202,5257,4246,5543,4542,6791,3854,7244,1928,1430,702,652,"Irving city, Texas",2653,2639,191,189,213,360,200,33,137,712,686,825,776,1305,992,1086,1114,1324,997,1440,757,635,400,297
"G48039148","2013","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",22936,22734,41,175,187,78,21,218,547,889,1966,2398,1878,1427,2412,1347,1398,2559,1158,2160,1305,525,45,202,"Killeen city, Texas",2023,2033,67,278,169,115,37,146,400,493,886,855,806,617,1093,884,754,853,628,1209,871,402,73,172
"G48041464","2013","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",23177,21676,737,449,205,471,435,1412,1088,999,1554,2225,2353,1680,1774,1024,1067,1271,1274,1047,208,335,68,1501,"Laredo city, Texas",1855,1787,426,321,178,355,262,590,480,323,555,723,629,547,621,562,496,515,608,561,185,236,80,638
"G48041980","2013","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2013","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",21119,20729,76,133,0,0,0,374,0,182,0,223,404,1365,1709,2513,2367,3860,1951,3479,1065,750,278,390,"Lewisville city, Texas",1722,1707,135,213,213,213,213,346,213,226,213,195,296,423,614,781,734,874,584,1130,516,506,438,334
"G48043888","2013","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",14732,14343,0,0,261,58,255,649,218,960,438,2272,1493,912,2019,1049,712,588,529,1257,282,237,154,389,"Longview city, Texas",1265,1254,213,213,385,71,225,470,236,635,300,777,691,520,805,576,425,378,394,616,358,245,191,357
"G48045000","2013","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",39857,38297,281,90,236,452,634,892,1757,1021,2055,3584,2109,4207,3486,2800,3324,3485,3298,1609,1006,1423,548,1560,"Lubbock city, Texas",2816,2799,321,103,175,301,393,812,581,451,1073,990,676,1224,904,1054,1008,879,1293,662,554,643,316,768
"G48045384","2013","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",16579,15938,0,132,344,442,536,752,543,961,2315,816,1340,1504,606,1066,1295,726,729,957,159,498,217,641,"McAllen city, Texas",1736,1734,213,126,394,286,392,404,417,513,831,440,617,643,436,623,587,598,423,575,162,402,352,400
"G48045744","2013","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",16773,16554,0,241,0,0,0,220,0,167,0,39,919,960,1081,766,1262,2173,1203,2495,2121,2268,639,219,"McKinney city, Texas",2050,2034,213,268,213,213,213,355,213,191,213,62,572,534,678,425,738,1085,594,821,827,992,448,207
"G48047892","2013","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",20882,20707,0,0,78,45,0,0,203,0,574,1040,1093,3025,1037,1639,1934,4404,1721,2700,572,477,165,175,"Mesquite city, Texas",2331,2324,213,213,129,76,213,213,237,213,463,505,630,1191,601,676,935,1165,839,997,505,526,225,174
"G48048072","2013","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",17287,16790,0,0,206,145,600,159,401,187,0,965,72,633,865,618,775,2338,1684,2751,2179,1596,616,497,"Midland city, Texas",1760,1727,213,213,196,241,576,164,542,192,213,564,122,369,699,388,580,1035,800,969,1038,834,482,397
"G48048768","2013","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2013","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2013","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",11133,10885,0,0,0,0,61,0,0,0,916,423,959,941,952,1168,608,1263,1012,1493,404,150,535,248,"North Richland Hills city, Texas",1334,1314,213,213,213,213,100,213,213,213,686,440,610,622,534,666,464,712,672,722,273,177,381,406
"G48053388","2013","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",16027,15020,335,238,30,166,58,344,241,332,194,774,817,881,212,1557,961,1726,1935,2623,248,430,918,1007,"Odessa city, Texas",1652,1648,366,266,49,195,101,335,283,334,262,476,542,448,226,803,609,671,651,984,190,504,606,514
"G48056000","2013","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",20850,20055,319,144,220,0,164,268,503,613,734,2400,2072,2007,1588,1886,1518,1810,1138,1353,586,732,0,795,"Pasadena city, Texas",1627,1596,238,182,255,213,200,238,386,449,505,825,631,853,605,664,694,734,447,556,408,593,213,324
"G48056348","2013","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2013","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2013","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",42868,41455,62,218,36,0,271,359,232,611,55,248,658,721,1159,1784,2366,6156,8292,9966,3855,3286,1120,1413,"Plano city, Texas",2806,2790,96,290,60,213,346,309,275,477,90,231,398,396,617,766,1054,1228,1688,2057,845,923,428,604
"G48061796","2013","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",15080,14608,0,0,0,0,0,40,0,178,121,444,571,840,708,893,994,2176,834,3895,2019,762,133,472,"Richardson city, Texas",1630,1589,213,213,213,213,213,67,213,228,147,339,398,381,486,359,546,759,527,903,891,319,147,275
