GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G41059000","2015","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",116820,113703,331,1478,1807,1988,1083,886,1345,1187,772,2278,2725,4315,5405,5555,7421,15489,10867,19082,12484,10370,4279,1476,820,260,3117,"Portland city, Oregon",3497,3615,263,729,617,804,575,425,556,537,440,831,932,1112,1233,1093,1502,2022,1627,2069,1656,1421,1073,553,555,183,882
"G41064900","2015","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",28065,27106,304,139,426,315,172,325,301,526,1478,1512,2093,2144,3887,2885,2074,3164,1663,2639,712,276,71,0,0,0,959,"Salem city, Oregon",1965,1934,439,168,487,235,170,314,213,295,639,619,895,732,1333,998,747,758,600,784,353,241,117,197,197,197,628
"G42002000","2015","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",24271,23425,423,490,285,657,171,107,0,457,456,1471,1459,1329,2089,2275,1039,3830,1861,3997,547,321,27,134,0,0,846,"Allentown city, Pennsylvania",1791,1739,308,348,205,496,184,118,168,227,431,697,542,612,802,761,546,923,743,943,362,378,45,155,168,168,463
"G42006088","2015","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",13518,13401,0,169,241,490,253,308,538,325,111,70,619,684,297,1199,784,2757,999,2334,751,271,85,116,0,0,117,"Bethlehem city, Pennsylvania",1554,1564,168,223,197,378,204,219,334,208,148,119,334,396,271,574,508,972,445,781,495,221,98,175,168,168,109
"G42024000","2015","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",20318,19887,53,359,433,1037,879,227,1836,1211,2375,2714,1513,1788,1507,889,668,940,536,390,300,232,0,0,0,0,431,"Erie city, Pennsylvania",1470,1445,64,349,284,582,441,142,639,486,860,838,583,629,558,414,363,388,401,237,359,224,168,168,168,168,242
"G42060000","2015","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",275397,264489,4874,4042,3777,8220,3508,4317,3656,5716,7551,10732,9602,17657,15939,22222,19199,31981,21898,26592,16263,16528,5601,2842,1153,619,10908,"Philadelphia city, Pennsylvania",5931,6084,1251,997,1025,1388,919,1098,907,1196,1576,1604,1963,2479,2090,2764,2190,2767,2459,2506,2054,1809,996,703,424,409,1731
"G42061000","2015","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",69205,67253,862,1201,1166,2331,1441,1743,1280,1772,2795,3094,4077,3912,5079,4164,4255,6763,3345,6499,4939,4893,821,217,237,367,1952,"Pittsburgh city, Pennsylvania",3008,2825,364,618,401,613,425,697,608,542,828,777,959,1072,1122,1111,1003,1188,698,1230,1086,1092,400,153,278,374,678
"G42063624","2015","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",17727,17217,329,106,274,1411,423,532,731,1039,1264,1741,1432,1581,1985,1833,1471,488,388,189,0,0,0,0,0,0,510,"Reading city, Pennsylvania",1658,1594,344,130,179,581,320,373,597,631,532,552,542,522,699,778,668,357,232,160,168,168,168,168,168,168,298
"G42069000","2015","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",14408,13680,324,0,216,413,346,602,360,568,860,1677,1191,1642,823,1651,331,875,570,654,507,26,44,0,0,0,728,"Scranton city, Pennsylvania",1477,1435,287,168,168,234,220,274,247,268,413,681,516,587,371,807,258,419,366,375,338,53,75,168,168,168,399
"G44019180","2015","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2015","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",16903,16250,96,78,108,987,396,238,518,579,255,921,279,1246,1361,1174,2005,3444,651,1441,249,224,0,0,0,0,653,"Pawtucket city, Rhode Island",1559,1563,145,130,183,497,388,161,283,389,180,502,219,570,586,467,741,806,393,557,194,169,206,206,206,206,339
"G44059000","2015","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",39355,38534,266,340,898,2740,1825,1170,879,603,431,1194,587,1465,1965,3190,2645,5420,3392,5757,1168,1655,458,283,78,125,821,"Providence city, Rhode Island",2481,2430,194,277,396,926,768,532,623,495,350,528,332,602,771,918,840,1186,1202,1265,445,575,371,216,130,168,578
"G44074300","2015","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2015","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",24891,23734,305,390,233,41,225,779,251,135,500,415,149,888,624,1939,1863,2109,1784,4360,2369,2907,558,633,277,0,1157,"Charleston city, South Carolina",1877,1860,207,314,181,65,230,603,263,114,454,274,124,419,340,727,723,692,661,1016,704,832,307,392,173,203,520
"G45016000","2015","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",25635,24658,545,626,300,826,268,466,414,920,1879,1739,1226,1707,2493,1712,1763,2111,1239,1717,1124,1316,39,0,228,0,977,"Columbia city, South Carolina",2107,2064,246,304,230,362,259,245,391,431,680,587,520,700,686,646,820,702,418,546,563,535,64,203,317,203,560
"G45048535","2015","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2015","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",21256,20836,555,565,93,376,604,324,101,512,909,987,1286,1068,1324,1804,1600,2983,551,2909,1739,512,34,0,0,0,420,"North Charleston city, South Carolina",1921,1901,467,371,80,246,523,221,125,337,543,420,614,507,453,564,680,846,333,899,759,270,55,203,203,203,254
"G45061405","2015","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",15255,14939,0,176,106,372,122,459,234,49,447,1479,2283,1368,1277,1267,1548,1331,850,328,368,239,86,81,401,68,316,"Rock Hill city, South Carolina",1661,1655,203,201,177,283,114,335,216,82,464,655,895,606,628,715,682,545,467,224,511,204,102,93,468,110,254
"G46052980","2015","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",10335,10069,178,17,0,321,241,302,450,243,904,499,123,846,923,759,368,1848,787,988,205,67,0,0,0,0,266,"Rapid City city, South Dakota",1157,1147,212,34,151,259,254,238,420,150,457,426,145,420,539,543,287,690,433,556,265,112,151,151,151,151,256
"G46059020","2015","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",26399,25437,38,466,227,719,306,416,354,539,824,2230,2177,2263,3849,2875,2151,1698,1536,1706,549,299,0,172,43,0,962,"Sioux Falls city, South Dakota",1693,1659,63,497,196,433,358,285,255,337,447,733,800,770,889,1071,764,677,604,618,337,212,151,200,71,151,569
"G47014000","2015","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",35226,33052,1326,0,373,603,544,1753,1009,1703,3503,2430,1848,3399,2212,2312,1244,3057,2275,1842,614,659,116,230,0,0,2174,"Chattanooga city, Tennessee",2148,2152,543,200,253,304,297,646,423,591,975,935,761,992,783,859,590,891,799,630,303,322,96,156,200,200,763
"G47015160","2015","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",27463,26761,105,36,311,166,401,482,661,1095,872,1870,2600,2124,1634,2494,1697,2044,2595,3159,1305,1019,91,0,0,0,702,"Clarksville city, Tennessee",2034,1989,146,36,234,167,237,415,435,574,490,643,931,821,617,1038,796,726,1014,882,643,603,87,200,200,200,647
"G47027740","2015","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2015","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",11599,11356,330,191,579,231,398,247,145,135,841,933,1239,914,1215,994,372,660,890,808,0,196,38,0,0,0,243,"Jackson city, Tennessee",1462,1457,277,291,420,196,270,192,165,142,394,575,674,532,781,557,273,340,645,715,200,258,64,200,200,200,189
"G47038320","2015","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",12500,11235,254,84,41,625,163,369,88,1021,856,1103,995,996,1340,519,692,567,329,309,226,248,316,94,0,0,1265,"Johnson City city, Tennessee",1579,1465,275,97,68,452,110,261,109,519,647,632,461,534,628,411,382,384,263,263,230,234,423,159,200,200,730
"G47040000","2015","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",43817,41032,1383,1347,878,1476,1050,756,1399,1784,1773,3437,3787,2928,4298,3094,1683,3622,1767,2211,924,812,241,77,265,40,2785,"Knoxville city, Tennessee",2324,2226,820,670,403,637,473,441,641,651,630,965,997,972,1072,1168,518,991,663,848,557,418,256,110,251,66,693
"G47048000","2015","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",132757,128114,1362,1643,778,3209,1923,3006,5413,6500,9823,12373,9716,14903,9667,10144,6594,11544,6723,8367,2744,1066,527,89,0,0,4643,"Memphis city, Tennessee",5286,5244,566,629,471,905,721,871,1104,1331,1830,1869,1620,2077,1376,1857,1448,1885,1557,1591,884,456,340,79,200,200,1072
"G47051560","2015","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",23299,23133,148,33,163,288,0,74,758,404,530,1807,619,1421,1658,1554,2920,3151,2402,2913,1216,701,113,0,0,260,166,"Murfreesboro city, Tennessee",1779,1817,173,64,156,286,200,129,545,350,382,769,389,529,614,646,1032,1087,985,1119,721,525,188,200,200,246,157
"G47052006","2015","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",122138,119304,2343,1993,850,3329,1866,1998,1590,2003,2593,4051,7350,6421,8869,8692,7066,15958,11871,15205,6074,6339,1760,534,402,147,2834,"Nashville-Davidson metropolitan government (balance), Tennessee",4395,4209,833,867,413,1031,768,947,673,691,835,1062,1511,1368,1599,1613,1524,2007,2478,2274,1577,1583,658,410,287,145,748
"G48001000","2015","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",19298,18168,112,68,225,345,621,678,375,597,1845,1829,1922,1240,1208,753,726,1575,958,1229,959,409,421,73,0,0,1130,"Abilene city, Texas",1991,1912,132,118,212,272,295,421,233,414,760,751,730,535,535,515,427,617,456,517,613,358,372,124,214,214,499
"G48001924","2015","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2015","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",29512,28488,90,250,276,532,217,556,1335,1477,1805,2621,2594,2474,1934,1774,2159,2161,1900,2692,585,595,179,213,0,69,1024,"Amarillo city, Texas",2335,2211,100,201,252,312,225,416,599,722,787,751,824,778,801,618,887,856,682,931,355,358,224,169,214,111,459
"G48004000","2015","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",62612,59376,156,328,78,0,228,470,332,493,1614,2677,4689,4197,4806,3903,5881,10890,4888,7724,3009,2119,201,325,368,0,3236,"Arlington city, Texas",3711,3454,250,357,128,214,220,289,255,385,704,808,1254,1116,1058,1049,1305,1533,1290,1592,887,1101,196,289,288,214,965
"G48004462","2015","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2015","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",203056,199821,863,516,837,1447,454,472,1893,621,1536,2905,3679,7732,7079,11884,12222,30068,24353,39607,22455,21266,4881,1162,1130,759,3235,"Austin city, Texas",5521,5441,594,372,447,535,248,286,766,450,769,858,1030,1428,1448,2044,1780,3371,2491,3374,2835,2304,1118,479,524,413,784
"G48006128","2015","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",12856,12544,201,197,0,333,57,174,391,957,752,897,1470,942,601,1212,710,1125,887,723,550,305,0,0,0,60,312,"Baytown city, Texas",1579,1537,237,234,214,548,94,283,328,573,525,558,902,501,375,608,572,641,510,446,460,359,214,214,214,97,287
"G48007000","2015","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",21508,20838,60,644,279,204,895,441,1176,601,773,1252,1310,1854,2109,1843,1335,2152,760,1993,749,408,0,0,0,0,670,"Beaumont city, Texas",1930,1951,76,411,213,144,643,352,648,408,466,595,443,820,966,760,646,881,475,793,562,448,214,214,214,214,403
"G48010768","2015","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",19902,18282,456,743,572,1278,459,1106,1122,1169,2065,1985,1531,1452,798,739,470,1556,345,143,40,253,0,0,0,0,1620,"Brownsville city, Texas",1904,1815,328,417,386,570,273,531,523,580,706,764,556,624,441,476,275,910,246,189,67,362,214,214,214,214,654
"G48010912","2015","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",16601,16106,56,0,43,422,48,168,687,597,1293,1331,1435,1875,1145,652,731,1843,1200,1514,591,341,69,0,65,0,495,"Bryan city, Texas",1956,1926,72,214,84,338,78,212,474,485,686,622,554,670,626,442,485,764,684,709,382,253,121,214,112,214,383
"G48013024","2015","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2015","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2015","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",23840,22765,0,149,47,455,134,344,0,241,1101,1342,1822,1805,2010,2221,1076,2575,1033,2950,1509,1340,570,41,0,0,1075,"College Station city, Texas",1997,1985,214,241,86,322,158,308,214,238,483,664,721,618,695,737,573,797,432,927,629,484,411,65,214,214,490
"G48016432","2015","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2015","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",54443,52205,1149,586,1068,589,611,849,1219,2269,1492,3468,1702,3188,3160,2702,3871,7174,4815,5848,3188,2146,375,110,102,524,2238,"Corpus Christi city, Texas",2727,2687,588,385,425,433,361,563,524,848,629,1100,686,942,924,884,1188,1665,1151,1002,1118,843,302,115,164,435,797
"G48019000","2015","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",290508,284742,2691,2300,1877,3955,3147,2180,1496,4394,6931,17691,17588,25319,26942,23341,19769,31882,21089,30858,16159,15849,5617,1424,1808,435,5766,"Dallas city, Texas",6813,6827,953,715,630,882,1021,709,741,1030,1293,2140,2217,2859,2867,2431,2331,2746,2322,3049,1552,1797,1175,669,910,243,1113
"G48019972","2015","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",23744,22858,0,0,42,0,77,26,138,224,728,643,2187,1159,999,2761,2145,3374,2898,2518,1802,527,423,108,79,0,886,"Denton city, Texas",2132,2098,214,214,74,214,126,43,167,361,386,421,673,543,522,920,764,901,1054,909,652,334,371,158,129,214,564
"G48022660","2015","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",10838,10295,0,103,670,491,330,55,925,478,479,1323,678,847,996,268,726,636,839,131,0,0,320,0,0,0,543,"Edinburg city, Texas",1794,1712,214,171,483,329,254,84,702,344,412,681,568,520,639,328,618,457,600,207,214,214,489,214,214,214,394
"G48024000","2015","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",90949,85809,3478,988,2250,2641,2228,1753,3350,3746,3566,6110,5232,6154,7477,7219,6117,8101,5222,6409,2500,892,296,80,0,0,5140,"El Paso city, Texas",4199,4335,1103,509,863,811,801,689,1127,964,1163,1422,1295,1357,1777,2030,1594,1935,1532,1411,992,486,232,136,214,214,1152
"G48026232","2015","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2015","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",124569,121760,806,945,995,873,1238,933,2285,2431,4382,5896,8726,10413,10264,8597,7182,14791,8530,14840,9437,5618,1659,239,235,445,2809,"Fort Worth city, Texas",5223,5089,357,399,531,467,701,441,879,818,957,1190,1572,1827,1877,1659,1591,2088,1867,2487,1961,1277,1160,241,204,260,741
"G48027684","2015","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2015","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",28943,28120,36,165,126,221,66,140,76,121,180,645,1299,2898,2925,1911,1699,4518,2995,4774,2313,333,0,0,0,679,823,"Garland city, Texas",2600,2450,59,206,98,230,111,141,63,199,152,416,604,947,1017,630,577,1148,858,1270,759,185,214,214,214,294,438
"G48030464","2015","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",22563,21999,0,0,174,41,120,109,289,551,260,544,732,2003,2313,1563,1401,3579,2155,3574,2022,569,0,0,0,0,564,"Grand Prairie city, Texas",2307,2303,214,214,201,66,192,178,215,419,254,379,369,751,821,645,493,1157,773,1125,989,398,214,214,214,214,349
"G48032372","2015","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",10012,9390,417,166,44,485,78,379,641,108,1123,916,2267,926,394,365,256,716,0,73,36,0,0,0,0,0,622,"Harlingen city, Texas",1407,1369,383,174,72,322,96,226,486,179,576,515,810,535,315,318,232,516,214,124,61,214,214,214,214,214,425
"G48035000","2015","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",498390,485097,2301,3054,1634,3323,2390,2630,4412,11475,18133,28805,30470,39527,35267,35116,36056,54290,34205,59844,37184,23892,10882,4320,3688,2199,13293,"Houston city, Texas",8171,8126,996,1269,570,1045,1025,733,1167,1904,2417,2857,3070,3662,3559,3495,4408,4103,3677,5668,4025,2578,1946,1252,1083,1159,1959
"G48037000","2015","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",53123,52412,32,126,74,156,136,109,150,407,340,718,2722,5012,4138,5257,4477,7287,5816,7913,4088,2771,553,73,57,0,711,"Irving city, Texas",3195,3191,53,121,86,206,139,181,161,301,271,337,750,1173,1036,1224,1129,1396,1238,1433,1163,1054,347,85,93,214,335
"G48039148","2015","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",29003,27721,120,0,230,140,735,746,951,1002,1371,2071,1905,2571,1241,1446,1623,4395,2768,3080,999,327,0,0,0,0,1282,"Killeen city, Texas",2084,2099,202,214,263,138,470,440,448,421,678,668,736,1027,420,689,614,1178,1010,1039,633,343,214,214,214,214,751
"G48041464","2015","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",26367,24874,257,212,434,221,810,1162,769,1351,1490,2667,2235,2091,2465,1210,1175,1899,1077,1917,940,184,308,0,0,0,1493,"Laredo city, Texas",2251,2241,221,186,304,227,438,508,491,546,481,788,705,618,808,550,606,747,527,780,707,187,339,214,214,214,600
"G48041980","2015","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2015","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2015","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longview city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48045000","2015","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",46066,43591,163,127,208,66,575,540,1494,1395,2375,4382,3624,3286,3946,2984,2122,4434,3878,4029,1100,1092,926,258,333,254,2475,"Lubbock city, Texas",2559,2443,160,152,238,109,390,388,643,606,861,1319,1143,1022,1013,1221,860,974,893,1293,533,519,485,221,347,269,773
"G48045384","2015","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",16488,15118,122,128,101,536,257,233,543,1321,1761,1222,1210,1194,1305,951,415,1787,207,1107,450,132,136,0,0,0,1370,"McAllen city, Texas",2091,2012,202,144,125,418,309,338,420,799,783,568,681,710,620,553,325,765,246,489,393,175,108,214,214,214,629
"G48045744","2015","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2015","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",19844,19532,300,59,146,351,371,104,254,99,331,950,1197,1492,1566,1485,2431,2225,1756,2895,1038,349,50,83,0,0,312,"Mesquite city, Texas",2128,2047,233,99,244,430,435,120,322,120,314,555,676,801,864,634,861,865,817,998,780,330,83,70,214,214,297
"G48048072","2015","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048768","2015","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2015","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2015","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2015","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2015","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",14734,13897,0,370,115,384,167,0,300,534,180,555,207,926,984,695,303,1417,1417,2840,1113,1139,143,108,0,0,837,"Odessa city, Texas",1863,1798,214,397,185,269,161,214,354,376,138,402,243,594,651,425,317,641,679,1053,592,700,155,168,214,214,450
