GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G41034100","2016","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2016","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",17582,17280,215,136,427,475,0,27,832,293,785,555,853,1167,1437,1058,875,2740,1688,1415,1117,835,43,212,95,0,302,"Medford city, Oregon",1700,1698,227,167,450,386,201,47,642,331,561,573,494,712,753,612,490,1063,658,600,618,512,73,253,157,201,238
"G41059000","2016","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",126663,123444,899,896,1457,1428,870,1737,529,695,1097,2520,2615,3559,2991,4721,4843,13604,15007,23373,16270,16408,4523,2202,534,666,3219,"Portland city, Oregon",4285,4295,607,482,615,605,436,733,336,517,672,926,751,1080,792,1331,1254,2206,1697,2885,1802,2065,1181,727,248,304,834
"G41064900","2016","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",27421,26808,45,318,261,94,42,397,264,388,857,734,1486,2133,2496,1622,2314,3723,2993,3360,1190,1215,211,102,42,521,613,"Salem city, Oregon",2276,2198,76,297,283,153,70,416,218,265,446,374,618,779,878,627,854,904,1046,903,568,659,172,84,71,403,330
"G42002000","2016","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",23926,23333,149,326,308,529,705,239,220,441,357,642,881,1146,1316,1243,1396,5563,3557,2853,571,891,0,0,0,0,593,"Allentown city, Pennsylvania",1988,1999,161,240,308,529,514,229,197,294,249,276,546,533,672,577,649,1149,1135,985,324,510,174,174,174,174,402
"G42006088","2016","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",14147,14045,370,443,72,544,311,251,242,471,52,483,140,415,385,750,955,1759,1612,3309,889,562,30,0,0,0,102,"Bethlehem city, Pennsylvania",1706,1700,334,440,80,450,241,269,247,329,85,378,118,266,312,478,631,629,626,999,457,357,50,174,174,174,118
"G42024000","2016","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",19341,18326,21,99,67,670,906,926,961,1697,2291,2750,1437,1678,1270,808,231,859,590,564,200,261,40,0,0,0,1015,"Erie city, Pennsylvania",1609,1555,42,92,78,354,492,510,473,675,660,764,541,581,538,507,198,528,437,343,231,231,66,174,174,174,486
"G42060000","2016","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",277707,267184,4032,3231,5124,8609,3345,3778,1947,4385,5240,9886,9155,17330,14721,20168,20238,31589,23748,32098,17664,19820,5856,2823,1834,563,10523,"Philadelphia city, Pennsylvania",5673,5688,1271,861,1172,1593,1002,1176,623,1109,1253,1547,1947,2543,2244,2477,2598,2641,2577,2908,2146,1750,1173,808,608,327,1716
"G42061000","2016","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",71986,70066,1562,1375,1777,1849,650,1239,1255,2672,2253,3970,3454,4262,4989,3711,3111,6994,4246,8345,5947,4519,1430,356,100,0,1920,"Pittsburgh city, Pennsylvania",3366,3386,654,715,627,485,339,427,595,926,652,1032,1027,1064,962,817,698,1273,898,1377,974,778,507,257,166,174,619
"G42063624","2016","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",15857,15249,369,104,331,733,278,414,487,1071,1143,1010,993,1783,1560,1943,734,1758,236,302,0,0,0,0,0,0,608,"Reading city, Pennsylvania",1604,1566,337,126,328,359,235,268,468,546,567,438,459,608,597,682,398,662,180,200,174,174,174,174,174,174,350
"G42069000","2016","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",15932,15199,145,81,229,1136,248,510,208,718,619,1393,1734,1499,1696,881,1342,1118,672,430,41,292,207,0,0,0,733,"Scranton city, Pennsylvania",1413,1318,144,94,181,496,197,342,156,439,354,527,624,569,636,490,665,563,323,289,69,262,263,174,174,174,364
"G44019180","2016","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2016","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",15695,15560,60,89,277,1120,673,491,67,249,285,682,291,1057,758,1239,1657,3277,1324,1212,656,56,0,40,0,0,135,"Pawtucket city, Rhode Island",1444,1419,100,106,331,516,358,312,79,274,250,449,201,411,427,446,772,761,455,589,443,95,208,68,208,208,117
"G44059000","2016","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",38929,38144,945,273,640,2399,923,796,649,775,1175,797,919,1735,1949,3717,2165,4988,3314,4847,2744,1611,417,165,201,0,785,"Providence city, Rhode Island",2795,2795,462,233,469,745,444,360,466,434,596,403,569,689,746,1157,673,1336,915,1119,886,569,325,153,193,208,420
"G44074300","2016","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2016","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",25108,23432,81,587,417,354,344,192,648,177,818,46,680,639,834,1054,1637,2044,1913,4488,3107,2409,424,292,102,145,1676,"Charleston city, South Carolina",2188,2061,105,371,317,204,316,196,542,216,569,75,456,375,514,407,815,641,714,1155,929,697,236,221,163,235,507
"G45016000","2016","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",25543,24774,663,234,175,456,179,757,354,922,1248,1664,1202,1878,2181,1628,1347,3380,2231,1377,1078,1398,422,0,0,0,769,"Columbia city, South Carolina",2266,2284,302,166,161,290,211,451,234,599,598,606,417,618,682,626,504,1137,682,423,464,559,395,207,207,207,374
"G45030850","2016","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",16572,16269,45,188,261,288,339,705,83,1089,386,660,385,1059,478,1074,1205,2062,1631,2175,842,768,24,338,184,0,303,"Greenville city, South Carolina",1649,1672,74,208,202,156,265,370,73,612,241,240,265,566,302,595,508,678,564,720,399,301,42,456,205,207,210
"G45048535","2016","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2016","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",23818,23300,367,189,507,178,368,157,1301,1139,917,1184,827,1410,2339,1284,2065,2192,2185,2832,1139,698,22,0,0,0,518,"North Charleston city, South Carolina",2443,2440,287,203,373,215,286,254,651,621,644,594,506,650,921,623,877,774,796,1005,741,535,37,207,207,207,311
"G45061405","2016","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",14530,14213,0,34,494,290,207,538,293,250,363,951,1743,1375,1309,1557,813,1639,1262,609,59,72,300,0,0,55,317,"Rock Hill city, South Carolina",1477,1416,207,57,492,330,163,377,241,292,397,577,774,620,732,687,382,574,514,384,100,86,385,207,207,87,225
"G46052980","2016","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",11177,11081,285,43,80,656,183,221,578,175,547,750,1058,1191,495,1265,1016,1124,777,502,96,39,0,0,0,0,96,"Rapid City city, South Dakota",1336,1332,348,70,98,421,161,157,403,137,412,409,610,512,375,734,486,484,320,314,119,66,157,157,157,157,128
"G46059020","2016","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",27183,26835,199,201,170,876,323,411,320,585,872,1298,1788,3078,2152,3225,2315,3282,1874,1704,1164,487,260,0,215,36,348,"Sioux Falls city, South Dakota",1856,1878,220,239,226,519,253,243,299,399,462,606,627,768,685,1146,789,938,610,785,676,303,238,157,245,60,282
"G47014000","2016","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",32651,31829,1009,807,409,892,840,660,1726,678,2173,2706,2005,1832,2269,1228,3492,2561,2062,2063,557,731,678,309,0,142,822,"Chattanooga city, Tennessee",2188,2220,546,459,291,445,550,363,834,369,773,923,652,684,681,551,958,802,774,730,316,358,632,351,204,135,401
"G47015160","2016","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",24685,23655,84,380,125,171,125,423,514,745,648,1365,1540,1510,2284,2019,1721,2003,2539,2849,1623,665,277,45,0,0,1030,"Clarksville city, Tennessee",2334,2466,112,361,104,178,227,388,398,388,374,602,685,565,871,953,788,824,773,867,774,408,243,78,204,204,599
"G47027740","2016","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2016","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",12242,11459,559,276,0,508,645,183,593,763,691,986,798,762,854,985,128,1597,435,696,0,0,0,0,0,0,783,"Jackson city, Tennessee",1568,1611,366,263,204,402,420,209,399,381,542,547,481,535,494,559,116,692,352,526,204,204,204,204,204,204,647
"G47038320","2016","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",14006,12907,446,37,188,415,160,658,547,741,863,2007,1268,966,1112,1024,525,615,111,530,236,73,92,0,0,293,1099,"Johnson City city, Tennessee",1572,1530,601,66,254,346,218,543,288,483,477,661,679,503,522,578,567,493,150,299,376,125,147,204,204,363,754
"G47040000","2016","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",44751,42435,1828,670,770,1904,661,1420,1385,2033,1527,3479,4579,3355,4193,1998,1832,3657,2340,2486,1001,1179,48,0,0,90,2316,"Knoxville city, Tennessee",2504,2677,953,434,530,611,393,787,692,733,584,1164,1289,901,1016,696,745,1041,822,719,520,596,82,204,204,138,904
"G47048000","2016","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",144211,138567,1534,855,903,3170,1745,4150,4872,6526,9705,11710,14529,11483,9521,11316,10394,10289,8181,11761,2879,1741,447,258,598,0,5644,"Memphis city, Tennessee",4748,4707,783,584,478,689,666,1143,1081,1435,1725,1934,1720,2014,2040,1820,1528,1928,1964,2423,875,782,432,205,428,204,1297
"G47051560","2016","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",22756,21715,64,269,0,295,0,391,397,275,252,902,961,528,613,2922,488,3055,2355,4102,2354,1417,0,0,0,75,1041,"Murfreesboro city, Tennessee",2054,2063,108,229,204,191,204,377,398,236,209,461,528,363,482,1122,312,998,1152,1256,1015,724,204,204,204,124,822
"G47052006","2016","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",127700,123924,1735,1460,1319,2594,1552,1541,1328,1575,2499,2996,4668,6865,8028,8174,9576,14870,13957,17207,11596,7137,2128,766,282,71,3776,"Nashville-Davidson metropolitan government (balance), Tennessee",3716,3748,846,629,673,682,651,588,594,549,935,1139,1121,1500,1627,1679,1629,2116,1915,2467,1944,1242,676,444,355,121,884
"G48001000","2016","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",20065,19059,0,106,315,66,153,704,759,813,1437,1406,1204,1274,1596,757,1312,2257,1292,1596,667,461,709,0,175,0,1006,"Abilene city, Texas",1884,1799,220,170,249,68,170,414,445,464,769,593,594,633,623,514,622,820,586,703,377,295,632,220,156,220,468
"G48001924","2016","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2016","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",29860,29151,406,259,498,70,270,344,768,926,1922,3131,2306,3745,2086,2064,2505,1908,1409,2333,1240,619,25,0,317,0,709,"Amarillo city, Texas",2027,1984,356,302,296,87,260,242,431,478,691,1001,815,951,665,644,908,742,470,704,587,327,41,220,221,220,360
"G48004000","2016","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",60260,58782,0,214,177,43,84,243,480,600,901,3433,2595,5576,5638,5416,4934,8165,5904,8677,2994,2048,534,62,0,64,1478,"Arlington city, Texas",3628,3631,220,199,144,72,104,277,484,420,495,956,937,1180,1576,1271,1386,1570,1284,1612,1167,839,348,101,220,104,626
"G48004462","2016","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2016","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",205195,200750,1008,1395,774,2065,373,965,636,1264,1127,2302,2444,3286,4198,7275,11156,26807,26307,41693,27356,28173,6800,1537,1032,777,4445,"Austin city, Texas",4934,4927,664,815,398,881,299,497,444,840,731,583,911,981,1015,1657,1623,2816,2406,3176,2579,3090,1505,595,613,406,1326
"G48006128","2016","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",11895,11463,288,81,138,245,168,106,121,162,734,473,271,1334,1241,654,664,2142,424,1410,685,99,23,0,0,0,432,"Baytown city, Texas",1413,1449,291,101,227,185,137,116,128,144,596,393,304,509,687,344,366,839,410,700,477,119,39,220,220,220,315
"G48007000","2016","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",22150,20476,435,903,327,463,126,141,628,1524,996,1747,1066,1770,863,1617,1071,2875,1401,1120,682,721,0,0,0,0,1674,"Beaumont city, Texas",2166,2236,321,432,232,371,122,166,334,865,598,805,772,858,502,799,493,1192,751,665,524,505,220,220,220,220,751
"G48010768","2016","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",18148,17246,328,787,406,726,1640,707,1056,789,1154,2227,1605,1720,898,1255,673,527,265,114,369,0,0,0,0,0,902,"Brownsville city, Texas",1767,1764,251,375,295,392,764,453,447,457,455,1029,603,674,450,813,505,369,174,108,329,220,220,220,220,220,430
"G48010912","2016","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",14625,14339,479,0,0,100,350,224,347,421,605,1391,887,854,1724,777,1170,1286,453,1388,613,928,154,188,0,0,286,"Bryan city, Texas",1800,1749,635,220,220,144,326,288,400,336,516,675,498,473,869,538,601,641,424,678,502,641,255,270,220,220,316
"G48013024","2016","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2016","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2016","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",26343,26089,47,203,0,81,28,0,0,35,795,1292,1786,1876,3744,2761,1298,2577,2233,1798,2182,2433,767,153,0,0,254,"College Station city, Texas",1890,1880,78,263,220,99,50,220,220,58,375,605,689,822,1017,971,695,1003,742,618,768,750,540,163,220,220,233
"G48016432","2016","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",14049,13685,0,109,55,170,0,201,148,165,674,780,573,575,950,775,450,2369,1804,2076,766,964,0,0,0,81,364,"Conroe city, Texas",1966,1934,220,178,101,220,220,200,270,204,554,566,481,423,592,573,325,898,977,1294,627,607,220,220,220,78,438
"G48017000","2016","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",50929,49801,450,316,1216,977,248,241,824,1118,1308,2327,1948,2969,2950,3033,4805,5960,5356,6742,3309,3457,156,44,47,0,1128,"Corpus Christi city, Texas",3018,3034,307,240,616,652,248,278,439,555,562,831,729,813,856,934,1265,1485,1499,1384,957,1020,170,76,82,220,413
"G48019000","2016","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",304804,297653,2072,1572,745,3672,1264,3342,2440,3191,5265,12872,14503,23162,23613,22257,26951,38833,25869,37458,19892,16071,8112,2654,745,1098,7151,"Dallas city, Texas",5630,5423,736,612,450,1009,663,1350,877,947,1186,1837,1851,2749,2996,2769,3027,2870,2782,2985,2468,2051,1482,741,425,407,1504
"G48019972","2016","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48022660","2016","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48024000","2016","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",95124,90236,1867,808,1593,2661,1451,2491,3348,3321,4021,6122,6143,6775,8674,5267,7708,8658,5987,8394,2971,1055,401,195,288,37,4888,"El Paso city, Texas",4613,4511,764,553,519,836,519,802,937,859,944,1216,1496,1647,2190,1230,1541,1609,1262,1967,1234,592,257,147,314,62,1101
"G48026232","2016","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2016","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",123292,118967,588,701,798,1237,424,1273,1191,2486,3379,5748,5402,11500,8250,8757,8830,13891,10405,14667,9837,6678,1530,254,606,535,4325,"Fort Worth city, Texas",5785,5834,421,320,381,610,254,640,605,791,1020,1209,1044,2173,1351,1563,1546,1967,2011,2242,2250,1257,872,191,481,441,1252
"G48027684","2016","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2016","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",30816,30299,132,306,70,243,0,41,0,203,30,1204,1034,785,2736,4121,1938,3449,4389,5747,2538,940,252,0,141,0,517,"Garland city, Texas",2324,2302,223,311,118,222,220,67,220,243,51,606,502,470,797,1263,755,1058,1151,1557,924,614,251,220,164,220,279
"G48029336","2016","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48030464","2016","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",23443,22825,0,0,0,269,0,160,324,543,444,498,823,1410,2154,1010,2238,3361,2144,4267,1554,985,356,285,0,0,618,"Grand Prairie city, Texas",2312,2344,220,220,220,211,220,204,244,412,313,346,548,757,1055,508,975,1143,803,1307,884,632,316,272,220,220,424
"G48032372","2016","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",10753,10371,0,231,131,0,74,429,542,1126,1007,1026,1514,900,525,480,661,1095,230,93,51,86,0,61,0,109,382,"Harlingen city, Texas",1528,1554,220,181,147,220,95,402,410,461,675,536,780,583,458,386,628,669,305,121,87,145,220,105,220,129,287
"G48035000","2016","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",493476,479584,2956,2581,3041,4260,1720,4060,3538,8097,10114,21355,26120,32921,34633,35527,30194,57252,42943,66654,37494,34322,10305,3785,2636,3076,13892,"Houston city, Texas",8274,8667,979,828,997,1310,711,1177,1193,1694,1827,2698,2555,3105,3224,4308,3597,4338,4109,5620,4082,3182,1730,1048,1017,1094,2142
"G48037000","2016","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",52677,51622,82,0,337,209,0,108,39,212,1001,674,1066,2373,3869,4660,4341,9054,6798,9189,3904,2205,1306,195,0,0,1055,"Irving city, Texas",2673,2571,97,220,279,206,220,177,65,162,609,485,481,646,1140,1098,1114,1517,1418,1582,1080,881,590,235,220,220,538
"G48039148","2016","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",29810,28413,0,0,0,111,325,260,1497,1459,1029,1883,2897,2680,1922,1527,3069,2920,2415,3055,1244,120,0,0,0,0,1397,"Killeen city, Texas",2244,2290,220,220,220,186,321,229,713,779,509,909,1058,983,747,612,1121,953,1142,1109,770,198,220,220,220,220,804
"G48041464","2016","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",25894,24446,196,67,603,384,189,257,849,1235,2488,2291,1849,2426,2325,1446,1291,1757,1722,1702,860,469,40,0,0,0,1448,"Laredo city, Texas",1993,1909,185,84,351,225,224,212,387,642,832,771,608,719,786,526,522,696,1022,874,762,301,66,220,220,220,557
"G48041980","2016","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2016","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2016","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",14538,14090,187,367,582,166,0,224,91,126,644,699,1827,1520,975,1231,801,1387,1097,475,932,251,0,314,194,0,448,"Longview city, Texas",1706,1704,312,395,427,200,220,307,164,154,500,390,866,742,490,530,498,719,623,360,471,250,220,361,298,220,313
"G48045000","2016","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",45060,42451,463,633,0,460,491,365,733,1062,2127,2001,3036,3213,3980,3693,2502,5157,2954,3983,2360,2338,551,19,263,67,2609,"Lubbock city, Texas",2292,2355,517,519,220,358,338,264,423,439,903,704,867,997,1178,1153,949,1015,876,1218,902,1036,523,33,247,82,856
"G48045384","2016","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",18041,17069,248,171,614,437,585,338,269,956,788,2658,1074,1202,778,1085,1495,1882,312,1174,609,261,133,0,0,0,972,"McAllen city, Texas",2138,2105,284,183,393,397,497,323,355,521,514,1117,571,587,524,654,850,762,275,773,529,431,224,220,220,220,547
"G48045744","2016","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48046452","2016","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2016","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
