GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G06027000","2014","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",89305,87125,1739,842,795,816,1036,1678,822,1570,3363,4743,4675,7035,8097,6042,6107,10407,6405,11897,5748,1920,1388,2180,"Fresno city, California",4007,4058,739,525,578,445,499,580,461,575,939,1123,977,1359,1570,1257,1074,1921,1278,1823,1120,804,601,514
"G06028000","2014","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06029000","2014","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",20608,19954,160,158,302,303,369,0,219,216,245,197,143,347,101,124,273,620,1247,4220,4226,4233,2251,654,"Garden Grove city, California",1535,1509,185,263,255,216,335,200,219,190,214,172,143,235,98,118,288,331,428,843,888,961,601,297
"G06030000","2014","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",47556,46312,68,42,151,541,107,282,124,514,222,247,387,812,710,580,728,2980,4807,11089,11363,7003,3555,1244,"Glendale city, California",2758,2837,111,68,151,369,84,185,203,404,192,349,322,522,427,333,322,1013,968,1706,1628,1353,1049,595
"G06032548","2014","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06033000","2014","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",23434,22650,0,24,22,335,42,37,0,167,75,257,0,321,261,149,298,1178,1613,5701,5078,4649,2443,784,"Hayward city, California",1863,1873,200,40,36,213,71,61,200,120,123,179,200,342,237,129,282,683,639,1115,1026,1109,934,411
"G06033182","2014","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",14312,13861,423,26,70,85,253,43,0,91,585,1364,843,1064,761,1187,1016,2346,498,1641,842,516,207,451,"Hemet city, California",1932,1879,530,47,116,95,359,72,200,109,495,767,519,526,451,614,585,749,394,730,599,407,197,271
"G06033434","2014","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06036000","2014","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06036448","2014","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",9305,8900,0,19,172,329,279,110,165,154,39,366,208,300,524,209,345,1012,1230,1597,667,1131,44,405,"Indio city, California",1306,1304,200,31,151,343,330,136,214,202,64,275,207,229,407,226,233,439,607,695,359,533,74,233
"G06036546","2014","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",24060,23714,61,0,71,111,252,34,43,22,147,334,184,731,710,665,1309,3124,3202,8249,2052,2070,343,346,"Inglewood city, California",1868,1822,102,200,118,109,265,57,72,37,211,287,220,409,421,360,522,930,829,1299,686,828,204,271
"G06036770","2014","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06037692","2014","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",8183,8006,39,0,0,0,49,159,0,163,0,45,360,336,280,441,378,706,688,2379,1137,846,0,177,"Jurupa Valley city, California",1034,973,64,200,200,200,82,206,200,157,200,75,262,272,194,275,269,360,296,618,430,414,200,163
"G06039248","2014","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06039496","2014","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06039892","2014","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06040130","2014","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",20816,20138,246,0,167,496,78,428,325,514,39,450,227,746,1033,684,1970,1385,2563,3521,1983,2893,390,678,"Lancaster city, California",1687,1682,259,200,214,315,93,325,247,364,63,254,215,363,493,367,609,520,907,996,664,940,439,357
"G06041992","2014","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06043000","2014","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",98053,96808,663,591,459,941,985,492,880,440,540,927,953,1311,2341,2741,4586,11565,12798,20872,12796,11878,8049,1245,"Long Beach city, California",3340,3302,326,358,287,414,533,330,484,267,430,448,427,498,740,707,876,1780,2031,2549,1702,1606,1636,400
"G06044000","2014","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",850426,829867,4900,1871,3496,16134,7013,5894,4630,8640,6962,13343,10153,20568,19257,29410,29789,76548,87448,158876,109892,126764,88279,20559,"Los Angeles city, California",9819,10025,1049,625,834,1848,1308,1082,963,1451,1123,1456,1372,1851,2413,2446,2077,4050,4769,5344,5540,5331,4278,2157
"G06044574","2014","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06045484","2014","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06046842","2014","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06046898","2014","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",16472,16067,274,0,86,210,315,270,365,427,495,1184,1013,1777,1069,858,1213,2273,1285,2149,301,437,66,405,"Merced city, California",1400,1451,222,200,135,140,224,239,281,218,308,492,493,688,481,480,472,980,603,656,301,544,56,314
"G06047766","2014","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06048256","2014","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06048354","2014","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",32546,31835,88,0,777,280,274,757,357,85,320,872,950,2246,1782,2518,3205,4471,3822,5787,2030,1121,93,711,"Modesto city, California",2406,2293,144,200,410,262,173,448,276,115,229,438,518,808,621,707,735,959,935,1247,827,697,110,336
"G06049270","2014","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",21408,20797,0,43,0,403,0,230,267,37,76,26,370,566,474,326,631,2358,1532,5867,4619,2722,250,611,"Moreno Valley city, California",1869,1835,200,70,200,262,200,240,308,63,92,43,307,396,395,168,282,765,463,1184,1000,819,275,402
"G06049670","2014","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06050076","2014","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06050258","2014","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06051182","2014","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06052526","2014","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06053000","2014","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",95091,93315,1254,525,972,1995,2296,1357,1200,1110,431,1116,891,2157,1731,2488,2629,8769,9825,18333,13079,13739,7418,1776,"Oakland city, California",3372,3318,496,338,477,775,612,544,624,478,215,544,399,597,562,707,720,1444,1490,1800,1741,1668,1220,644
"G06053322","2014","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Oceanside city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06053896","2014","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",22079,21410,152,49,44,179,272,0,180,143,0,33,348,59,186,352,674,1385,2170,6304,4308,4421,151,669,"Ontario city, California",1964,1881,189,84,74,176,224,200,195,140,200,55,232,97,253,294,422,532,723,1101,1051,1042,175,352
"G06053980","2014","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06054652","2014","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",22954,22633,69,106,0,119,322,171,138,57,87,148,493,780,141,296,227,1725,1771,5202,3511,5125,2145,321,"Oxnard city, California",1881,1841,115,174,200,155,235,166,144,93,146,145,338,545,146,193,237,724,638,1146,983,1133,900,246
"G06055156","2014","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",14238,14032,323,45,123,43,72,101,82,75,125,322,693,490,777,677,674,863,1108,2662,2211,2134,432,206,"Palmdale city, California",1505,1510,288,74,144,72,118,132,98,123,125,205,368,329,384,343,370,462,459,721,848,678,461,124
"G06055282","2014","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06056000","2014","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",30974,30219,187,0,107,462,668,239,538,527,97,141,100,294,415,144,266,1698,2094,6068,4107,6857,5210,755,"Pasadena city, California",2176,2264,205,200,131,267,384,162,301,472,162,197,167,334,317,184,226,669,554,1205,1082,1132,943,388
"G06056700","2014","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06057456","2014","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06057792","2014","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06058072","2014","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",20000,19497,93,0,42,70,273,26,62,104,0,304,0,551,256,649,1593,1940,2859,4821,2689,2434,731,503,"Pomona city, California",1440,1420,108,200,69,114,280,42,76,125,200,316,200,371,173,325,614,654,823,1115,775,768,475,343
"G06059444","2014","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",11291,11047,0,78,21,92,0,0,28,0,0,31,485,536,1078,1020,1276,1804,766,1504,1300,732,296,244,"Rancho Cordova city, California",1230,1263,200,126,36,77,200,200,47,200,200,53,277,351,408,553,573,593,417,555,546,335,256,193
"G06059451","2014","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06059920","2014","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",16648,16254,0,0,37,320,182,144,420,349,934,341,1134,1538,1222,1343,853,1862,1280,1994,840,834,627,394,"Redding city, California",1466,1501,200,200,64,277,195,124,350,250,585,219,569,657,561,570,389,718,447,543,354,476,390,248
"G06059962","2014","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060018","2014","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060102","2014","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060466","2014","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",9831,9421,43,141,109,237,34,86,0,0,36,0,150,321,431,442,744,1858,1654,1708,633,638,156,410,"Rialto city, California",1173,1124,71,231,130,185,56,139,200,200,61,200,192,207,298,315,458,662,542,486,394,437,200,301
"G06060620","2014","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",21518,20589,640,142,54,579,600,318,298,106,157,455,0,567,99,473,680,1572,2333,4529,2823,3454,710,929,"Richmond city, California",1865,1898,471,188,89,489,460,335,309,174,188,472,200,309,166,404,403,730,800,1082,855,997,338,472
"G06062000","2014","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",41887,41144,29,0,374,165,49,328,168,187,118,444,283,1212,1357,1076,1662,4696,5888,8438,7727,5224,1719,743,"Riverside city, California",2438,2439,48,200,245,150,84,209,186,199,97,265,174,644,498,510,610,1202,1233,1192,1402,1285,662,312
"G06062938","2014","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06064000","2014","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",97311,94399,575,796,906,1078,472,435,1184,2373,1211,2498,3643,4185,6177,5763,6705,12016,8392,18432,9591,6571,1396,2912,"Sacramento city, California",3506,3336,331,433,493,464,257,236,560,1095,452,860,940,1156,1140,1135,1360,1495,1497,2255,1499,1294,457,862
"G06064224","2014","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",21736,21264,146,25,66,511,276,319,69,321,118,276,0,588,47,289,789,3331,2489,6084,1943,3119,458,472,"Salinas city, California",1445,1375,182,42,106,374,184,262,117,239,159,217,200,315,74,251,395,670,734,1137,614,994,266,280
"G06065000","2014","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",29032,28681,566,74,364,509,230,704,224,505,180,575,971,1556,2485,1842,1895,3020,3748,5269,2470,1350,144,351,"San Bernardino city, California",2172,2131,307,95,252,281,197,436,177,253,212,390,434,548,794,509,634,781,1125,1201,658,598,195,207
"G06065042","2014","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06065084","2014","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06066000","2014","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",264751,258637,282,306,399,2920,1424,1026,1970,1641,1492,2825,2614,3232,2353,3866,7157,17635,18586,44143,40307,59205,45254,6114,"San Diego city, California",5296,5302,236,284,240,780,573,427,756,674,572,705,892,1155,824,883,1676,2202,2018,3197,3455,4143,3465,1179
"G06067000","2014","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",220569,214802,1295,823,871,3223,6211,1804,3349,4323,2294,3360,2331,3335,2154,3679,2591,9923,8425,23902,20167,44084,66658,5767,"San Francisco city, California",5746,5550,740,450,526,1079,1442,745,966,1064,793,1016,877,977,722,1032,763,1834,1161,2450,2282,3317,3758,1234
"G06068000","2014","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",133441,129801,570,405,315,1209,1668,1128,743,840,668,2431,543,1089,444,1224,806,2696,4344,17519,19808,36489,34862,3640,"San Jose city, California",3888,3950,522,349,259,470,539,478,294,365,425,877,401,452,239,615,439,688,1105,1691,2148,2697,2756,907
"G06068084","2014","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068196","2014","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068252","2014","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068378","2014","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069000","2014","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",42718,41885,0,24,146,232,380,338,49,166,30,68,156,267,108,295,531,3700,4897,9413,7755,9356,3974,833,"Santa Ana city, California",2105,2152,200,41,184,152,206,300,57,212,53,82,156,125,181,263,299,944,850,1375,1514,1293,871,376
"G06069070","2014","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069084","2014","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069088","2014","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069196","2014","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",13822,13481,80,79,73,227,62,0,0,124,0,78,336,293,415,251,712,2196,640,3391,2180,2204,140,341,"Santa Maria city, California",1422,1451,68,123,125,162,107,200,200,204,200,97,291,279,349,268,481,680,334,736,747,928,165,201
"G06070000","2014","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",33372,32154,72,0,0,319,293,60,591,70,190,449,390,442,507,934,340,1705,1514,3549,3603,8765,8361,1218,"Santa Monica city, California",2009,2115,117,200,200,377,380,98,491,116,183,309,387,334,368,582,275,735,599,862,1250,1203,1446,543
"G06070098","2014","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",30453,29583,35,37,85,948,258,163,217,458,299,601,81,111,309,634,179,1401,2907,6815,5109,6826,2110,870,"Santa Rosa city, California",2227,2122,59,62,100,580,220,184,168,277,205,394,135,188,405,522,178,607,858,1526,1140,1412,877,499
"G06072016","2014","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06073080","2014","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,,"South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06073262","2014","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,"South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06075000","2014","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",52204,50586,430,160,131,560,258,711,870,1533,848,1707,2039,3061,4195,3714,3746,8099,4487,7770,3677,1933,657,1618,"Stockton city, California",2301,2344,245,202,151,364,208,369,491,622,337,505,622,920,982,942,1100,1373,1050,1456,1111,768,407,599
"G06077000","2014","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06078120","2014","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06078582","2014","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06080000","2014","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06080238","2014","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"16000US0680238","Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06080812","2014","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"16000US0680812","Turlock city, California",12389,11830,238,198,44,143,257,250,0,354,265,224,42,1001,917,995,709,2010,1111,1547,1012,369,144,559,"Turlock city, California",1457,1420,270,232,73,139,222,348,200,398,258,198,72,548,556,562,400,615,631,596,624,258,170,337
"G06080854","2014","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"16000US0680854","Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06081204","2014","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"16000US0681204","Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,
