GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PF8E001,PF8E002,PF8E003,PF8E004,PF8E005,PF8E006,PF8E007,PF8E008,PF8E009,PF8E010,PF8E011,PF8E012,PF8E013,PF8E014,PF8E015,PF8E016,PF8E017,PF8E018,PF8E019,PF8E020,PF8E021,PF8E022,PF8E023,PF8E024,NAME_M,PF8M001,PF8M002,PF8M003,PF8M004,PF8M005,PF8M006,PF8M007,PF8M008,PF8M009,PF8M010,PF8M011,PF8M012,PF8M013,PF8M014,PF8M015,PF8M016,PF8M017,PF8M018,PF8M019,PF8M020,PF8M021,PF8M022,PF8M023,PF8M024
"G41064900","2012","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",25432,24011,144,261,597,414,164,238,344,862,1646,1810,3102,2420,2302,1393,807,2666,1752,1989,754,231,115,1421,"Salem city, Oregon",2394,2315,160,214,455,296,196,201,212,420,567,707,935,843,645,671,360,1002,658,790,395,303,141,777
"G42002000","2012","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",22139,22042,561,285,484,571,153,521,284,325,371,1539,905,1204,2417,1988,2134,3799,2179,1140,1054,73,55,97,"Allentown city, Pennsylvania",1647,1644,489,244,285,446,168,330,234,284,298,696,367,532,761,752,752,1039,685,489,534,118,47,96
"G42006088","2012","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",15572,15217,442,443,341,396,226,364,454,224,417,556,728,1360,978,830,1171,1700,1737,1331,879,388,252,355,"Bethlehem city, Pennsylvania",1608,1596,329,245,300,336,181,251,280,148,354,469,475,633,521,381,600,650,671,579,500,284,253,215
"G42024000","2012","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",21589,21087,284,46,393,690,555,1290,1537,2966,2943,2827,2250,707,939,766,905,423,316,597,211,239,203,502,"Erie city, Pennsylvania",1614,1524,193,75,269,410,336,522,594,763,866,765,807,367,399,417,463,365,273,433,157,159,254,286
"G42060000","2012","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",277323,265588,5957,3358,6864,7163,3994,7018,6258,7818,9764,15036,12765,19272,20446,21564,16770,30533,17548,22567,11473,12251,7169,11735,"Philadelphia city, Pennsylvania",6610,6476,1222,896,1221,1511,894,1381,1168,1638,1737,1718,2055,2993,2541,2442,2050,2779,2374,2189,1873,1609,1488,2082
"G42061000","2012","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",68780,66262,1447,949,1870,1708,1803,1447,2141,3512,3335,4559,5319,5170,5302,3811,3307,4934,4366,4814,3017,2145,1306,2518,"Pittsburgh city, Pennsylvania",2999,2894,482,401,702,382,494,530,578,865,684,800,1227,987,970,898,836,1015,1009,895,795,518,615,717
"G42063624","2012","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",17352,16482,238,307,435,635,166,467,570,1329,1665,1478,1583,2637,1683,1023,1042,994,35,25,0,170,0,870,"Reading city, Pennsylvania",1536,1529,205,307,314,365,170,326,306,616,738,579,511,738,592,436,393,429,55,43,165,165,165,509
"G42069000","2012","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",15687,14332,385,67,211,529,481,607,1207,1072,620,2184,1810,1783,912,508,374,759,191,348,23,88,173,1355,"Scranton city, Pennsylvania",1085,1049,254,80,113,277,242,351,507,474,334,643,651,601,402,361,207,344,181,280,38,113,143,549
"G44019180","2012","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",9349,9050,0,69,0,405,246,375,199,139,0,239,88,622,99,700,331,1832,1212,1778,385,226,105,299,"Cranston city, Rhode Island",1365,1358,200,122,200,236,193,356,168,136,200,218,107,444,117,378,319,565,541,739,297,173,134,175
"G44054640","2012","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",16236,16011,337,80,0,958,724,706,141,228,232,968,563,1736,1528,1496,1226,3093,683,1103,166,0,43,225,"Pawtucket city, Rhode Island",1511,1509,325,94,200,493,359,297,174,203,213,501,339,616,597,520,563,831,392,504,209,200,76,165
"G44059000","2012","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",40680,40022,1336,144,1273,2460,1135,1138,348,818,699,1346,1456,3012,4236,2938,3026,4174,3292,3413,1832,1483,463,658,"Providence city, Rhode Island",2244,2289,426,191,565,703,551,558,222,487,492,547,593,940,1272,861,843,1050,846,851,786,624,324,384
"G44074300","2012","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",11239,11017,0,0,60,268,334,34,359,158,310,175,146,293,156,489,695,1317,1328,2159,1866,870,0,222,"Warwick city, Rhode Island",1599,1577,200,200,99,175,197,58,202,151,301,153,124,214,265,354,511,830,606,969,792,509,200,185
"G45013330","2012","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",24965,24323,589,662,333,233,185,544,206,551,293,917,815,2461,1176,1817,765,3384,961,3962,1573,1415,1481,642,"Charleston city, South Carolina",1815,1842,376,465,222,200,164,382,221,316,182,578,410,853,441,729,408,965,413,824,490,581,545,348
"G45016000","2012","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",22332,21855,811,280,398,395,220,503,717,435,1882,1640,2165,1812,2534,642,1351,1998,1120,1735,703,263,251,477,"Columbia city, South Carolina",1603,1691,308,211,282,235,169,242,339,242,687,680,710,609,784,288,567,700,372,491,346,169,258,351
"G45048535","2012","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2012","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",18891,18147,487,92,346,394,42,340,353,366,1069,1569,1433,2076,1003,1300,1833,1644,1468,1970,216,146,0,744,"North Charleston city, South Carolina",1630,1619,466,120,273,315,71,306,282,248,455,623,763,769,438,516,607,758,750,626,181,164,197,384
"G45061405","2012","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",14384,13763,125,25,103,530,219,0,72,527,1152,1289,3036,1696,1176,1266,268,1053,409,132,185,0,500,621,"Rock Hill city, South Carolina",1567,1546,155,46,127,483,243,197,91,409,612,700,890,714,542,757,266,558,393,131,219,197,355,321
"G46052980","2012","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",11989,11628,83,0,379,383,84,373,274,484,560,680,627,1103,1158,938,1017,1262,880,747,209,136,251,361,"Rapid City city, South Dakota",1404,1390,139,147,291,282,112,214,172,373,300,425,404,615,563,518,499,574,485,469,220,138,249,289
"G46059020","2012","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",26623,25193,145,68,532,345,116,430,301,1265,1831,971,3822,2963,2736,2700,1553,2043,874,1536,662,48,252,1430,"Sioux Falls city, South Dakota",1887,1810,155,112,366,217,138,316,256,493,590,436,909,1036,851,967,636,731,477,682,561,79,157,712
"G47014000","2012","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",32602,30711,1093,303,893,1162,206,1381,605,2203,2647,2584,2533,2254,1815,2191,1030,3411,1183,1991,453,356,417,1891,"Chattanooga city, Tennessee",2318,2157,463,291,388,513,175,535,277,629,843,853,779,726,740,885,462,1071,700,742,298,207,330,812
"G47015160","2012","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",23492,22477,154,19,194,308,338,241,615,985,1433,2216,1744,2499,2593,2059,835,1792,1780,1265,1136,239,32,1015,"Clarksville city, Tennessee",2047,2031,192,31,250,300,291,219,333,405,557,889,657,862,1016,751,423,809,508,616,523,243,56,667
"G47027740","2012","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2012","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",11569,11114,93,226,453,291,436,345,1114,1090,523,1370,1074,1311,493,472,182,917,180,157,266,60,61,455,"Jackson city, Tennessee",1292,1293,163,257,336,251,321,342,532,514,312,635,587,655,260,339,191,547,138,186,320,102,104,335
"G47040000","2012","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",43651,41597,1359,684,534,847,291,1265,1151,1607,2761,2876,6209,4887,4424,1735,3664,2843,1264,1072,736,1060,328,2054,"Knoxville city, Tennessee",2358,2204,505,339,313,407,241,562,495,626,985,785,1528,1269,971,685,1073,879,626,523,501,578,311,682
"G47048000","2012","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",123583,119465,1827,2191,1348,2154,2577,4535,5298,9446,8128,10060,13781,9730,9277,7561,7562,7805,6317,5567,1686,1442,1173,4118,"Memphis city, Tennessee",4433,4476,751,889,440,682,746,1080,1109,1699,1439,1553,1735,1544,1507,1359,1445,1436,1796,1361,751,584,561,942
"G47051560","2012","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",21605,20380,26,262,213,0,0,519,791,944,1072,677,1328,880,2365,2812,1979,1977,2001,974,924,374,262,1225,"Murfreesboro city, Tennessee",1477,1509,44,222,154,193,193,402,462,586,519,409,469,622,927,971,993,868,873,527,585,453,226,662
"G47052006","2012","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",121023,116974,3105,1075,2064,2212,1464,1124,2706,4044,4827,7483,9881,12464,9508,10010,7970,11185,6734,10668,3844,2903,1703,4049,"Nashville-Davidson metropolitan government (balance), Tennessee",3998,3912,897,540,749,773,488,550,854,812,1263,1339,1776,1939,1743,1716,1616,1615,1202,1861,966,1050,768,929
"G48001000","2012","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",20578,19242,471,158,37,121,192,507,1804,1262,1465,2673,1199,1049,2133,1099,1322,887,1083,888,370,409,113,1336,"Abilene city, Texas",1741,1644,388,168,46,151,154,329,618,538,699,768,597,468,711,442,686,571,734,661,363,375,141,553
"G48001924","2012","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2012","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",28914,27035,142,19,235,331,618,1008,1263,2684,1958,2380,2864,2205,2535,2036,1732,1479,313,1827,549,549,308,1879,"Amarillo city, Texas",2200,2204,174,33,178,249,328,452,421,840,563,705,880,721,800,819,711,494,261,697,318,416,196,652
"G48004000","2012","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",59944,58745,263,470,0,0,326,303,599,3270,4454,5362,4857,6260,5908,6518,3727,5392,3769,4563,872,1588,244,1199,"Arlington city, Texas",2951,2856,268,366,206,206,264,329,380,1109,1282,1238,1214,1335,1406,1180,1085,1256,1294,1160,493,765,222,572
"G48004462","2012","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2012","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",183080,179205,1013,1390,1371,1371,898,291,2080,2145,3519,6374,10410,12234,12967,13285,12148,23763,17607,25253,16044,10318,4724,3875,"Austin city, Texas",4844,4833,578,619,439,620,551,302,756,696,936,1394,1720,1896,1625,1837,1670,2790,2186,2501,2083,1422,1149,1199
"G48006128","2012","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",8985,8985,0,28,78,42,87,47,33,352,699,1447,1273,880,1405,775,996,196,200,251,42,0,154,0,"Baytown city, Texas",1530,1530,206,46,130,70,104,81,55,226,576,638,645,519,602,499,641,182,204,315,35,206,130,206
"G48007000","2012","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",19526,18574,740,251,346,617,1118,354,840,1393,1021,2707,1881,597,1054,1439,1281,944,741,602,344,82,222,952,"Beaumont city, Texas",1899,1832,482,204,228,410,576,200,452,657,575,952,698,281,450,629,563,592,454,503,362,109,272,522
"G48010768","2012","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",19751,17895,622,785,995,963,1056,1009,1613,1600,1482,2134,888,1237,818,693,135,532,770,563,0,0,0,1856,"Brownsville city, Texas",1718,1681,333,464,570,477,640,378,542,608,551,711,464,535,431,399,173,362,456,497,206,206,206,586
"G48010912","2012","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",14453,14139,0,85,112,621,161,668,484,1375,1538,873,1133,1489,820,709,788,1426,485,646,0,424,302,314,"Bryan city, Texas",1278,1297,206,100,133,486,188,412,369,716,673,367,581,686,374,470,501,639,291,479,206,375,453,261
"G48013024","2012","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",17060,16636,0,0,0,0,0,0,0,171,325,536,986,928,2577,1232,1389,2361,1951,2926,673,497,84,424,"Carrollton city, Texas",1746,1746,206,206,206,206,206,206,206,170,298,353,469,402,892,570,513,748,784,927,415,267,99,283
"G48015976","2012","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",21111,20905,0,0,97,105,26,139,470,498,1496,2037,2143,1725,2061,1152,646,1069,1222,1870,1454,2324,371,206,"College Station city, Texas",2115,2138,206,206,127,166,44,117,355,396,538,845,782,567,806,498,337,555,586,992,854,985,351,223
"G48017000","2012","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",48798,46741,1393,240,1036,562,781,1234,943,1884,2675,3639,3208,3188,3530,4024,3288,5225,2507,3422,1938,1184,840,2057,"Corpus Christi city, Texas",2841,2956,600,139,515,421,444,610,410,789,790,1089,991,902,1060,1225,1015,1274,838,874,663,581,415,699
"G48019000","2012","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",267358,262184,2234,1213,2033,3218,1846,2538,4637,13218,16166,22807,21400,27069,20875,20153,16346,23409,14191,23805,11388,8013,5625,5174,"Dallas city, Texas",6437,6196,753,441,611,913,556,735,1190,1807,1961,2451,2444,2733,2520,2288,2167,2348,1523,1999,1757,1159,1143,1184
"G48019972","2012","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",22040,21777,0,47,0,136,0,127,0,778,674,1008,2814,1498,3016,1440,1652,2646,1804,1995,1057,1015,70,263,"Denton city, Texas",1966,1920,206,80,206,157,206,150,206,530,391,439,739,507,946,550,691,922,796,745,903,804,61,215
"G48022660","2012","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",10325,9725,234,356,392,233,172,259,749,624,919,1601,1667,779,305,349,230,333,252,158,113,0,0,600,"Edinburg city, Texas",1411,1431,233,351,289,233,276,330,593,508,579,836,738,535,250,369,299,397,424,264,178,206,206,394
"G48024000","2012","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",91474,86210,2416,1175,2204,2200,2669,4116,3056,4474,5055,5974,4955,6567,6711,3946,5594,7008,5142,7914,2998,1531,505,5264,"El Paso city, Texas",3868,3792,870,590,716,693,661,1048,929,983,901,1565,1147,1524,1505,982,1627,1192,1318,1637,1107,866,339,1012
"G48026232","2012","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2012","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",116532,112200,1134,889,1241,1089,856,2299,3493,4873,7112,8314,9471,9201,8278,7092,7612,9023,4612,13319,6508,4533,1251,4332,"Fort Worth city, Texas",5166,5039,544,362,572,472,401,868,945,1181,1414,1364,1643,1739,1751,1633,1760,1588,1217,2476,1825,1482,328,1152
"G48027684","2012","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",10491,10208,0,0,86,0,0,45,0,117,47,0,147,206,367,489,705,1087,1193,2122,1805,1279,513,283,"Frisco city, Texas",1646,1636,206,206,145,206,206,75,206,157,77,206,120,226,271,287,443,430,608,759,780,652,283,160
"G48029000","2012","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",25109,24624,0,115,321,236,40,214,33,577,579,1877,1852,2317,2825,2649,2301,2900,1893,2725,561,526,83,485,"Garland city, Texas",2086,2013,206,92,282,236,66,276,54,423,368,722,653,753,903,885,820,875,794,1009,342,329,138,409
"G48030464","2012","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",19741,19334,256,0,113,0,276,357,466,383,656,1658,1627,1882,1235,1537,435,2596,2178,2935,233,69,442,407,"Grand Prairie city, Texas",2241,2194,362,206,88,206,323,214,277,227,444,587,731,812,555,726,309,973,858,1129,219,113,422,264
"G48032372","2012","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",9308,8815,309,111,803,279,326,232,552,348,643,977,879,1039,602,565,0,451,444,0,148,0,107,493,"Harlingen city, Texas",1339,1318,354,152,518,193,241,190,326,222,438,457,578,564,390,519,206,376,414,206,253,206,126,383
"G48035000","2012","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",436462,424325,3441,4078,3445,2893,2894,4686,9872,19586,26952,43213,32245,34862,32490,29371,24431,43409,22318,40004,18590,15832,9713,12137,"Houston city, Texas",8447,8679,1069,1042,815,880,775,1055,1840,2135,2994,3104,3361,2727,3378,2845,3100,3760,2600,3957,2271,2086,1841,1805
"G48037000","2012","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",54837,54269,130,45,0,169,77,373,481,1663,3092,3072,3957,4277,5116,5054,4481,6958,5291,5473,2143,1876,541,568,"Irving city, Texas",2800,2774,210,74,206,208,91,385,373,736,1047,841,1059,1125,1300,1327,1078,1203,1269,1335,897,811,401,286
"G48039148","2012","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",22642,22148,103,96,204,308,31,1376,852,855,1264,1568,2559,2131,1509,480,1679,2748,1564,1847,953,21,0,494,"Killeen city, Texas",1812,1765,123,113,239,293,51,653,368,426,496,624,1042,930,629,313,727,826,644,819,558,34,206,381
"G48041464","2012","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",24817,23656,361,633,498,780,339,1207,1733,2202,2537,2218,2144,1801,1095,1084,702,1946,955,933,254,110,124,1161,"Laredo city, Texas",2258,2173,295,290,314,754,266,419,642,723,842,659,713,592,406,544,381,827,481,514,281,117,189,436
"G48041980","2012","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2012","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",23181,23057,0,24,0,0,0,180,811,298,599,913,1052,2516,2400,2039,1911,2810,2756,2399,1129,1179,41,124,"Lewisville city, Texas",2117,2094,206,42,206,206,206,174,771,287,384,601,639,933,787,635,675,1035,798,696,794,546,68,146
"G48043888","2012","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",12556,11888,133,131,172,99,110,573,461,361,709,1459,1207,1305,1170,795,662,922,679,532,272,57,79,668,"Longview city, Texas",1309,1456,203,131,182,124,137,386,348,258,400,612,639,601,560,400,541,467,542,322,335,104,69,361
"G48045000","2012","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",42398,40441,551,47,468,625,648,1054,1774,1661,4102,3335,4178,2976,3056,1343,3927,3377,2656,1702,1345,906,710,1957,"Lubbock city, Texas",2706,2692,350,80,326,509,385,508,656,637,1110,937,954,925,849,476,1151,978,849,1013,667,477,372,760
"G48045384","2012","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",16805,15139,0,36,235,609,685,164,752,1345,1758,1222,2285,1141,236,952,861,590,802,1357,0,77,32,1666,"McAllen city, Texas",1607,1643,206,58,198,433,524,143,445,619,676,522,847,522,249,600,474,325,465,715,206,130,53,696
"G48045744","2012","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",14686,14371,211,0,0,0,0,0,22,234,0,164,576,768,1194,1654,1164,501,1388,1891,2172,1400,1032,315,"McKinney city, Texas",1800,1784,242,206,206,206,206,206,37,354,206,265,392,555,916,694,618,288,731,753,710,632,605,235
"G48047892","2012","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",19438,19026,399,209,399,0,0,39,462,0,276,904,761,2180,1661,2979,2137,2457,581,1691,1326,359,206,412,"Mesquite city, Texas",1807,1884,400,275,366,206,206,63,394,206,246,442,390,972,693,1036,752,843,391,793,746,388,126,280
"G48048072","2012","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",15595,14912,59,81,100,0,0,0,44,293,435,546,652,902,1851,1010,2464,1426,622,2151,632,1439,205,683,"Midland city, Texas",1719,1802,90,137,166,206,206,206,79,306,407,461,411,578,969,466,1091,712,362,907,621,726,204,339
"G48048768","2012","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2012","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2012","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2012","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",12446,11462,169,594,0,350,0,451,158,231,229,1882,350,1487,381,959,398,1456,976,810,410,171,0,984,"Odessa city, Texas",1571,1568,222,536,206,286,206,384,167,212,214,729,285,686,290,467,439,673,524,453,345,270,206,499
"G48056000","2012","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",22540,21804,0,202,37,169,181,701,381,1215,913,2649,2774,2555,2264,1379,1976,1539,1156,966,500,247,0,736,"Pasadena city, Texas",2056,2023,206,192,61,215,215,398,239,553,523,709,895,782,804,706,630,648,626,580,281,265,206,335
"G48056348","2012","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2012","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2012","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",35853,35453,222,364,0,0,169,37,85,385,108,223,394,1878,2258,2061,1920,5426,4089,7087,4571,2755,1421,400,"Plano city, Texas",2083,2040,299,319,206,206,214,62,140,384,132,227,290,791,997,834,740,1180,1010,1514,1292,779,533,298
"G48061796","2012","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",14901,14239,0,67,0,0,48,0,30,112,352,845,1014,631,710,1148,623,1935,1997,2250,1504,527,446,662,"Richardson city, Texas",1622,1663,206,81,206,206,80,206,50,138,412,493,701,285,503,752,485,650,842,747,752,303,429,426
"G48063500","2012","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",14230,14172,363,68,0,0,0,314,52,0,15,259,625,573,1444,1134,1240,1944,1189,2991,1095,553,313,58,"Round Rock city, Texas",1590,1590,459,113,206,206,206,322,100,206,25,214,430,402,648,450,574,796,674,999,639,399,316,101
"G48064472","2012","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",16371,15626,67,29,233,665,374,561,548,1620,1437,2202,1165,787,993,1095,707,702,967,839,424,211,0,745,"San Angelo city, Texas",1596,1590,123,55,187,341,309,420,411,1095,685,845,542,481,579,597,543,439,517,544,429,271,206,404
