GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MF9E001,MF9E002,MF9E003,MF9E004,MF9E005,MF9E006,MF9E007,MF9E008,MF9E009,MF9E010,MF9E011,MF9E012,MF9E013,MF9E014,MF9E015,MF9E016,MF9E017,MF9E018,MF9E019,MF9E020,MF9E021,MF9E022,MF9E023,MF9E024,NAME_M,MF9M001,MF9M002,MF9M003,MF9M004,MF9M005,MF9M006,MF9M007,MF9M008,MF9M009,MF9M010,MF9M011,MF9M012,MF9M013,MF9M014,MF9M015,MF9M016,MF9M017,MF9M018,MF9M019,MF9M020,MF9M021,MF9M022,MF9M023,MF9M024
"G25045000","2011","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",22147,21795,228,69,159,1010,411,520,684,806,495,2247,1419,3114,2650,1659,2105,1790,1011,1018,312,56,32,352,"New Bedford city, Massachusetts",1612,1570,238,82,135,436,238,284,295,364,311,633,701,767,838,657,699,525,388,487,233,93,55,239
"G25045560","2011","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2011","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",19802,19095,0,68,307,1076,140,893,251,443,203,174,53,138,90,288,138,1850,598,7283,1982,2262,858,707,"Quincy city, Massachusetts",2052,2003,204,111,290,589,176,521,183,365,203,170,89,171,126,394,111,924,339,1771,734,970,629,388
"G25062535","2011","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",21547,21121,301,144,544,550,510,322,252,59,0,181,0,563,326,169,49,1132,879,4110,4015,5378,1637,426,"Somerville city, Massachusetts",1756,1740,288,236,282,415,350,370,230,70,204,159,204,404,221,165,80,714,418,1183,915,1077,760,311
"G25067000","2011","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",29272,28643,1329,588,1506,3121,1287,834,650,1388,693,1579,1520,1164,1614,2379,1862,3101,1678,1678,209,301,162,629,"Springfield city, Massachusetts",2292,2239,617,280,556,811,498,410,355,564,419,661,607,522,684,809,802,903,636,718,189,230,203,485
"G25082000","2011","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",38204,37353,58,518,661,2682,644,527,590,1167,252,1596,2002,2577,2010,3003,1646,6430,3699,5086,1194,654,357,851,"Worcester city, Massachusetts",2292,2329,72,316,454,894,374,344,295,550,174,743,828,1005,767,993,566,1213,874,1094,502,501,373,446
"G26003000","2011","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",26695,25933,404,115,516,38,163,117,47,246,1188,505,1071,859,1677,1459,1990,3664,2967,4209,2376,801,1521,762,"Ann Arbor city, Michigan",1754,1743,239,134,510,66,166,142,55,253,459,253,468,420,481,449,775,1017,891,897,756,394,559,524
"G26021000","2011","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",9396,8722,67,80,155,203,136,148,78,302,268,504,732,799,635,677,464,1350,694,952,238,66,174,674,"Dearborn city, Michigan",1185,1123,80,133,93,182,133,120,128,255,188,310,417,400,272,412,302,517,423,461,179,81,147,374
"G26022000","2011","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",122329,113726,2035,1423,3477,2811,3583,4338,6239,8069,11879,13874,9773,9932,8773,6530,5117,7670,3435,3195,576,960,37,8603,"Detroit city, Michigan",4081,3947,612,522,803,754,852,988,1282,1199,1723,1785,1492,1586,1406,1486,1133,1470,900,963,296,524,62,1152
"G26027440","2011","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",11167,10474,0,0,38,42,90,64,93,82,393,145,613,770,1306,1195,307,1504,1083,1452,832,35,430,693,"Farmington Hills city, Michigan",1335,1331,167,167,62,71,104,105,114,121,270,170,481,412,480,428,343,716,542,746,420,58,379,546
"G26029000","2011","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",17579,16131,454,335,419,734,244,1171,3003,2446,1589,1598,2265,519,595,218,208,240,42,51,0,0,0,1448,"Flint city, Michigan",1742,1714,255,323,228,495,167,450,860,703,480,541,718,393,490,204,207,279,51,85,167,167,167,655
"G26034000","2011","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",33594,32699,798,202,680,731,304,747,1182,2043,1858,3349,3240,4047,2450,2440,2034,2893,1664,926,492,386,233,895,"Grand Rapids city, Michigan",2327,2310,503,218,443,465,170,503,459,616,629,861,1088,1087,748,757,770,905,804,426,311,301,245,344
"G26042160","2011","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",15458,15073,632,239,406,356,189,643,346,719,599,2497,1662,1890,1218,966,586,270,492,703,292,332,36,385,"Kalamazoo city, Michigan",1467,1522,365,196,271,300,201,346,293,350,291,687,790,734,558,487,368,194,351,451,220,366,59,247
"G26046000","2011","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",23834,23032,589,301,877,779,206,310,540,1530,1889,2188,3308,2749,2038,966,1554,2034,725,239,108,23,79,802,"Lansing city, Michigan",1919,1916,393,268,523,446,200,155,434,651,801,769,959,690,666,382,594,706,491,131,106,35,131,487
"G26049000","2011","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,"Livonia city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,
"G26069035","2011","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",6751,6453,0,65,0,162,0,0,221,0,28,172,470,462,519,408,401,687,869,1122,385,97,385,298,"Rochester Hills city, Michigan",1016,963,167,107,167,98,167,167,258,167,47,202,295,407,315,329,345,507,532,494,176,113,330,203
"G26074900","2011","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",16950,16476,46,0,392,23,47,224,39,289,248,305,788,1253,990,1986,1238,4333,791,1715,773,496,500,474,"Southfield city, Michigan",1441,1449,78,167,361,40,77,168,46,243,227,299,448,733,519,683,570,931,367,560,366,249,312,265
"G26076460","2011","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",12945,12521,217,150,299,84,179,0,40,122,684,1104,1619,1325,647,2156,610,1054,293,833,135,477,493,424,"Sterling Heights city, Michigan",1594,1575,227,244,168,119,172,167,66,145,463,659,667,688,413,909,303,647,227,500,141,470,530,286
"G26080700","2011","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",8423,8094,0,0,102,87,73,0,588,149,37,37,135,533,355,1129,539,1094,1150,615,616,571,284,329,"Troy city, Michigan",1099,1074,167,167,101,103,61,167,324,141,61,60,177,396,194,539,281,529,586,240,353,430,211,168
"G26084000","2011","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",13824,13266,219,0,43,49,296,40,389,445,558,1071,2136,1335,2250,1229,522,1298,443,573,79,50,241,558,"Warren city, Michigan",1475,1424,257,167,74,41,263,67,282,267,371,501,794,596,797,581,351,577,366,365,92,82,110,315
"G26086000","2011","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",13316,13112,0,0,69,185,258,350,269,535,992,1126,2233,1039,1042,1133,1271,1071,711,509,40,279,0,204,"Westland city, Michigan",1277,1276,167,167,80,245,146,203,268,405,571,483,774,479,625,520,754,598,369,401,67,162,167,215
"G26088940","2011","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,
"G27006616","2011","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",10759,10570,65,35,119,72,307,90,94,292,86,316,98,721,1145,1370,747,1293,1668,994,431,253,374,189,"Bloomington city, Minnesota",1162,1147,108,61,103,116,174,106,112,340,104,272,117,478,575,482,352,408,570,392,278,189,284,161
"G27007966","2011","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2011","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",13251,12665,424,282,116,426,304,273,664,293,534,1315,1463,907,666,843,628,897,626,981,210,602,211,586,"Duluth city, Minnesota",1285,1317,301,230,128,208,208,155,366,208,289,490,479,416,289,435,401,339,312,408,195,324,197,355
"G27043000","2011","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",83684,82029,2083,1014,2195,4609,1222,1302,970,1885,1311,4009,3566,6813,6477,5837,4508,8232,7443,9530,4746,3184,1093,1655,"Minneapolis city, Minnesota",3249,3231,861,576,832,1184,541,503,536,647,494,953,920,1332,1076,1307,1106,1368,1168,1554,946,888,519,834
"G27051730","2011","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27054880","2011","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",13120,12484,398,95,107,578,269,241,102,222,438,638,1099,1060,1002,1488,345,1678,630,826,225,607,436,636,"Rochester city, Minnesota",1466,1449,372,116,104,331,305,276,126,161,307,348,512,519,451,723,231,623,401,448,257,404,307,406
"G27056896","2011","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",12546,12546,182,0,172,210,126,212,30,440,565,1855,1269,668,557,429,946,2242,1553,598,461,31,0,0,"St. Cloud city, Minnesota",1509,1509,150,143,197,177,133,221,50,285,312,784,569,341,473,374,593,1215,897,326,485,52,143,143
"G27058000","2011","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",58668,56608,1954,708,908,1667,1248,1180,992,1207,2234,1661,4323,3600,5388,4101,4592,7023,3949,6034,1758,1525,556,2060,"St. Paul city, Minnesota",2617,2721,721,451,433,620,508,715,427,477,764,577,1169,982,1053,1043,1114,1234,968,1143,846,602,351,689
"G28029700","2011","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",11683,10871,356,278,0,0,256,142,548,226,505,1638,1068,1330,964,1070,404,800,506,358,189,21,212,812,"Gulfport city, Mississippi",1462,1363,373,237,206,206,208,137,399,232,461,706,491,767,539,609,321,437,399,243,147,37,351,471
"G28036000","2011","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",28889,27425,814,756,874,755,1044,2032,740,2525,2018,1844,3816,1852,2323,2207,1699,741,347,654,329,55,0,1464,"Jackson city, Mississippi",2352,2465,426,437,449,366,502,919,416,849,867,616,939,650,890,869,554,505,345,499,286,89,206,637
"G29015670","2011","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",22715,22018,26,121,247,371,153,233,1423,1103,3713,2392,2189,1569,1640,1597,794,1199,1070,889,577,645,67,697,"Columbia city, Missouri",1832,1899,50,113,258,227,186,230,630,578,1464,866,742,753,757,965,554,675,534,578,445,537,116,652
"G29035000","2011","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",15994,14881,256,123,224,281,172,608,1165,1282,831,2133,1561,1468,1506,670,505,520,651,332,154,120,319,1113,"Independence city, Missouri",1862,1686,215,146,224,248,172,370,624,482,252,707,686,656,566,349,304,283,468,264,160,150,309,548
"G29038000","2011","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",84521,82035,1753,1031,1248,1066,821,1456,3156,6560,6580,8390,7809,7402,7255,6876,4207,4987,2892,4957,1357,1771,461,2486,"Kansas City city, Missouri",3461,3426,656,365,445,467,315,489,804,1217,1136,1632,1230,1506,1443,1462,1043,1127,815,1212,622,666,299,705
"G29041348","2011","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",8773,8676,169,0,0,60,0,272,148,38,243,174,657,566,1027,516,952,708,1013,706,370,588,469,97,"Lee's Summit city, Missouri",1502,1501,265,184,184,99,184,281,175,63,341,169,463,429,503,433,628,459,557,502,347,470,405,119
"G29054074","2011","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,
"G29064082","2011","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",9260,9162,52,432,41,0,21,0,218,222,317,474,1406,918,1467,937,548,186,443,941,65,67,407,98,"St. Charles city, Missouri",1437,1417,86,555,73,184,35,184,187,197,389,346,672,598,849,642,325,189,393,649,108,111,259,119
"G29064550","2011","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",10989,10357,77,256,331,130,422,467,1056,1422,1291,1304,1530,654,472,185,244,265,86,26,0,29,110,632,"St. Joseph city, Missouri",1252,1256,109,216,191,112,372,320,644,639,575,655,680,361,424,250,251,329,106,45,184,48,137,319
"G29065000","2011","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",74473,72665,803,2071,2733,1904,1415,2429,4376,6308,7593,8586,6823,6105,4832,3320,3109,2787,2171,2760,1542,724,274,1808,"St. Louis city, Missouri",3518,3619,314,760,715,742,407,767,864,1680,1187,1514,1393,1341,1105,964,1029,926,780,693,578,311,222,645
"G29070000","2011","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",38110,37062,180,309,1106,316,1539,1334,2274,6342,4081,3891,4016,2294,2848,2138,1431,829,706,348,179,100,801,1048,"Springfield city, Missouri",2139,2180,152,166,456,176,602,575,796,1410,1019,992,1237,673,813,954,781,473,534,169,210,81,363,454
"G30006550","2011","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",15715,15394,223,329,129,392,0,885,455,1506,1298,1818,1150,928,1997,1081,341,523,473,1217,285,300,64,321,"Billings city, Montana",1832,1825,212,290,140,413,165,451,300,771,641,823,533,513,827,682,292,325,351,852,223,374,109,278
"G30050200","2011","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",14903,14476,194,87,0,0,102,204,221,942,1272,1317,1652,1421,1645,1198,640,1160,879,616,612,111,203,427,"Missoula city, Montana",1440,1426,191,146,165,165,120,185,305,570,658,664,662,600,675,636,521,717,681,391,576,137,307,319
"G31028000","2011","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",44472,43418,475,149,497,796,1077,1833,2604,4177,3094,4633,3950,3591,3798,3276,1537,1937,1881,2393,996,106,618,1054,"Lincoln city, Nebraska",2137,2067,420,149,444,547,607,746,749,1111,959,1224,1087,1136,1104,1094,536,645,733,841,667,121,283,427
"G31037000","2011","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",68373,66918,1021,507,658,932,562,1174,2189,5432,6068,6053,6206,6912,6020,4521,3597,4527,3018,5307,533,1010,671,1455,"Omaha city, Nebraska",2938,2965,542,317,344,500,369,547,739,1232,1420,1113,1058,1409,1059,1124,836,934,647,1312,242,511,242,543
"G32023770","2011","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2011","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",35715,35192,257,305,181,139,58,252,139,341,348,974,683,767,1953,2585,2294,4996,3085,8613,2988,2784,1450,523,"Henderson city, Nevada",2926,2909,405,425,248,170,97,275,181,343,325,612,514,361,854,899,952,1299,1071,2003,1005,1236,800,407
"G32040000","2011","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",100289,96587,796,1012,703,217,316,431,1251,2293,3247,5769,5296,6621,5358,5587,8928,13926,10361,16382,5032,2477,584,3702,"Las Vegas city, Nevada",4863,4415,345,515,439,257,318,320,550,823,1115,1238,1313,1256,1060,1725,2185,2706,2233,2357,1899,809,400,1591
"G32051800","2011","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",28390,27533,0,93,33,0,276,495,268,572,716,1165,1400,891,1266,1605,1804,4970,3056,5092,2239,875,717,857,"North Las Vegas city, Nevada",3113,2900,234,156,55,234,261,482,235,343,364,523,596,503,692,729,1109,1366,1161,1500,1003,840,1073,608
"G32054600","2011","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",51519,50230,253,151,0,43,67,552,282,1431,1731,5625,2946,5262,4330,4130,3898,6080,2416,6516,2218,1508,791,1289,"Paradise CDP, Nevada",3756,3760,345,132,234,72,81,433,229,656,882,1215,1083,1313,1208,1130,1300,1565,1177,1831,953,624,558,756
"G32060600","2011","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",46832,46297,165,111,445,981,349,123,636,1571,3535,3222,3975,2387,4767,3289,2873,6210,1306,6490,2209,994,659,535,"Reno city, Nevada",3279,3359,267,125,361,547,389,162,370,745,1154,1172,1159,910,1288,1071,1030,1526,815,1460,1147,599,464,355
"G32068400","2011","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",13852,13490,0,43,0,0,0,61,60,1003,56,841,1156,214,1169,1081,774,1375,1827,2063,1025,742,0,362,"Sparks city, Nevada",1614,1619,234,72,234,234,234,102,100,560,90,509,592,195,613,600,436,637,867,835,612,614,234,306
"G32068585","2011","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",37459,36650,0,0,0,0,173,102,177,130,0,928,512,1587,1707,5465,2514,5165,5740,6740,3305,461,1944,809,"Spring Valley CDP, Nevada",4137,4056,234,234,234,234,201,122,289,215,234,631,445,1079,915,2159,1005,1791,1905,1884,1520,424,1353,557
"G32071400","2011","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",28293,27048,414,72,141,33,42,52,388,828,1595,2286,3013,3798,2931,2636,1099,3325,1247,2648,366,134,0,1245,"Sunrise Manor CDP, Nevada",2513,2439,373,91,184,53,71,87,268,599,749,909,1044,1081,910,958,631,980,672,814,209,159,234,624
"G33045140","2011","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",23517,23068,117,230,671,600,559,268,140,191,118,289,563,1019,849,1775,2087,4795,4116,2700,1551,430,0,449,"Manchester city, New Hampshire",1729,1756,189,206,525,292,394,146,120,203,194,275,275,476,463,789,700,1161,947,803,637,351,184,274
"G33050260","2011","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",14766,14444,289,75,334,174,172,274,218,154,191,610,506,627,779,852,473,1217,2794,2856,1141,567,141,322,"Nashua city, New Hampshire",1622,1573,402,117,308,132,179,213,181,143,276,459,416,531,431,657,364,584,910,837,503,416,139,267
"G34010000","2011","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",15170,14775,804,731,1299,753,191,813,431,222,231,284,205,663,1375,666,1065,1917,1255,1396,356,118,0,395,"Camden city, New Jersey",1358,1376,301,370,476,363,178,470,309,210,172,290,204,400,541,405,511,646,583,597,332,105,198,270
"G34013690","2011","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2011","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",20151,19824,733,287,805,300,480,350,53,127,349,173,214,693,829,1522,1469,2795,2698,3629,1370,866,82,327,"East Orange city, New Jersey",1778,1763,463,181,410,219,356,219,89,150,308,127,181,371,423,652,573,927,891,871,623,508,138,295
"G34021000","2011","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",28044,27314,277,436,290,228,149,140,95,281,69,484,407,851,1311,1810,1712,6634,3524,5433,2113,1070,0,730,"Elizabeth city, New Jersey",1825,1821,212,271,263,244,151,183,129,269,91,258,247,418,680,564,565,1301,944,1106,653,505,198,430
"G34036000","2011","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",66975,65796,721,573,1164,1014,545,870,605,987,1446,1777,894,1580,1804,3176,3243,7013,6573,11835,4400,7736,7840,1179,"Jersey City city, New Jersey",2901,3101,484,317,492,517,279,456,423,508,678,608,366,581,856,1027,976,1166,1395,1818,934,1332,1464,861
"G34051000","2011","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",70017,69026,2704,1618,1990,3603,945,917,960,1254,1409,1120,1282,3149,2624,5413,3980,10727,6982,11224,4416,2450,259,991,"Newark city, New Jersey",2690,2769,671,511,537,825,384,414,422,540,583,507,528,780,748,1091,945,1422,1255,1544,975,779,271,407
"G34056550","2011","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",16750,16614,289,364,355,707,700,109,76,400,83,519,525,600,451,404,1082,3046,1983,3328,1004,404,185,136,"Passaic city, New Jersey",2439,2395,348,369,411,657,518,131,124,362,139,458,484,465,355,316,592,1222,1013,1283,594,397,312,227
"G34057000","2011","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",32220,31662,180,40,612,520,468,282,171,533,440,636,567,677,1383,2295,2021,4380,5462,8278,1650,873,194,558,"Paterson city, New Jersey",1854,1848,182,70,376,293,241,252,211,392,287,397,325,390,530,775,842,1048,1137,1344,633,491,226,397
"G34073110","2011","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2011","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",17090,16902,418,804,619,787,355,220,42,413,86,595,505,1245,876,615,624,2920,2675,2505,350,248,0,188,"Trenton city, New Jersey",1701,1695,329,506,400,450,350,174,70,334,107,392,333,738,452,378,344,754,852,730,275,255,198,220
"G34074630","2011","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",18265,18219,197,336,298,113,99,206,91,613,127,318,411,673,1029,1086,752,2508,2245,4333,1550,1002,232,46,"Union City city, New Jersey",1425,1426,232,239,264,110,164,258,113,449,121,220,280,301,491,452,399,775,692,960,521,526,237,75
"G35002000","2011","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",92721,89717,1410,529,2196,1089,818,2023,1611,5057,5912,7050,7769,7181,9131,5447,4866,9692,6408,7581,1760,1534,653,3004,"Albuquerque city, New Mexico",4408,4592,993,418,1157,520,537,957,675,1374,1216,1509,1354,1546,2020,1437,1247,2272,1470,1427,763,723,431,910
"G35039380","2011","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",16382,15638,340,211,523,0,303,447,991,820,2360,1919,1027,934,857,1125,812,1770,708,297,55,139,0,744,"Las Cruces city, New Mexico",1816,1790,271,233,406,198,289,420,624,437,999,893,633,532,603,824,530,1169,518,246,96,242,198,455
"G35063460","2011","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2011","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",13400,12803,113,115,428,202,267,82,0,126,424,488,519,596,464,1153,1348,2063,1152,1776,635,544,308,597,"Santa Fe city, New Mexico",1412,1358,114,191,316,206,242,99,198,150,354,374,358,351,378,614,508,743,421,767,361,436,275,278
"G36001000","2011","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",23128,22914,133,288,377,936,987,195,339,675,677,806,1709,1961,1787,2342,2406,2243,2659,1847,396,37,114,214,"Albany city, New York",1985,1962,145,274,263,426,545,136,259,338,319,496,703,689,636,949,796,631,939,758,276,60,108,189
