GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G41031250","2018","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41034100","2018","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2018","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",14542,14354,137,167,493,259,188,50,0,371,376,742,160,1120,700,858,861,2377,1002,2753,513,721,222,68,81,135,188,"Medford city, Oregon",1754,1753,124,216,520,195,201,87,207,369,355,421,133,545,480,548,528,906,447,965,313,402,222,108,123,136,138
"G41059000","2018","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",129523,126408,847,338,1920,1711,655,862,1663,1035,1034,1170,2542,1906,1890,2785,3553,8340,12010,27592,19617,23509,7633,2152,999,645,3115,"Portland city, Oregon",3563,3725,455,288,835,733,443,583,784,736,553,603,854,962,764,969,1122,1702,1658,2730,2435,2697,1554,697,402,409,908
"G41064900","2018","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",30809,30120,364,183,322,402,49,398,121,584,740,914,903,1426,1611,1608,1619,3999,4251,5130,3645,1175,524,152,0,0,689,"Salem city, Oregon",2541,2631,331,157,206,458,82,353,153,434,668,639,501,708,677,981,642,1273,1175,1503,930,617,445,250,207,207,453
"G42002000","2018","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",25545,25323,292,323,230,181,262,59,140,47,919,1200,409,1614,1615,1240,1730,4301,3794,4413,1522,1032,0,0,0,0,222,"Allentown city, Pennsylvania",1922,1960,260,313,199,159,268,102,135,80,517,668,290,602,608,572,696,1316,1306,1119,685,620,177,177,177,177,203
"G42006088","2018","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",14094,13739,124,190,523,320,301,473,261,244,437,321,414,890,420,927,507,1458,1664,2096,1323,565,281,0,0,0,355,"Bethlehem city, Pennsylvania",1569,1657,204,195,423,187,220,411,164,227,381,356,264,464,351,552,301,587,659,758,597,332,214,177,177,177,451
"G42024000","2018","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",19964,19289,188,38,358,523,746,993,1256,1631,1430,1946,1762,2205,982,1553,764,773,588,347,543,391,272,0,0,0,675,"Erie city, Pennsylvania",1508,1458,185,66,240,274,448,559,518,757,530,800,603,822,468,571,539,440,415,270,412,246,354,177,177,177,444
"G42060000","2018","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",287543,274189,4895,3832,2480,7562,4155,5134,4282,6146,4876,9202,5845,13277,14351,16214,15856,33448,25807,39013,20969,22599,9060,3390,1255,541,13354,"Philadelphia city, Pennsylvania",6327,6732,1208,1162,1079,1622,1233,1189,1181,1517,1255,1917,1646,2126,2507,2778,2861,3571,3068,4034,2506,2192,1161,804,552,308,2034
"G42061000","2018","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",75283,73156,735,968,1291,2012,2497,1212,1604,1202,1471,2894,3522,4891,3971,4720,3832,8380,5031,8579,6364,5249,1786,557,162,226,2127,"Pittsburgh city, Pennsylvania",3117,3088,350,474,483,611,1043,633,734,434,595,1008,1043,1055,875,997,1051,1621,904,1261,1216,968,624,308,136,364,910
"G42063624","2018","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",18070,17583,529,111,178,1199,243,396,203,591,208,1228,1568,1915,2460,1521,1671,1933,1267,323,0,0,39,0,0,0,487,"Reading city, Pennsylvania",1611,1564,375,183,193,639,315,344,315,504,174,621,728,628,823,579,669,674,579,264,177,177,66,177,177,177,325
"G42069000","2018","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",14898,14100,74,0,212,287,386,398,473,252,599,1058,1682,1294,1106,1618,802,2230,330,822,24,284,169,0,0,0,798,"Scranton city, Pennsylvania",1485,1483,85,177,176,201,297,305,374,169,272,495,617,517,463,697,449,644,281,535,40,249,220,177,177,177,562
"G44019180","2018","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2018","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",14682,14354,262,0,197,914,552,125,282,433,150,300,398,1300,1822,905,1198,2497,854,1757,318,90,0,0,0,0,328,"Pawtucket city, Rhode Island",1730,1661,366,220,258,522,465,120,325,526,175,293,261,566,833,439,510,846,343,700,246,107,220,220,220,220,229
"G44059000","2018","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",39511,37966,531,287,767,4776,863,442,333,1148,307,1584,489,1563,974,1727,3033,5402,4734,3719,2168,2157,386,293,247,36,1545,"Providence city, Rhode Island",2878,2750,397,282,509,1426,461,424,392,646,293,878,475,799,447,722,1359,1371,1057,1020,858,700,261,230,281,60,936
"G44074300","2018","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2018","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",23620,22428,0,359,418,139,300,0,193,619,0,55,294,681,416,393,136,2924,1875,4736,3292,3951,1148,148,102,249,1192,"Charleston city, South Carolina",2034,2026,214,302,413,138,308,214,251,578,214,72,269,489,449,269,137,939,721,1205,1018,1172,387,123,115,222,696
"G45016000","2018","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",26026,25665,709,134,438,558,482,230,480,256,632,1906,1532,1442,1570,2164,2268,2802,2521,2355,1435,1086,363,245,57,0,361,"Columbia city, South Carolina",2249,2201,345,143,290,284,445,193,317,277,427,662,568,653,629,788,676,898,1172,669,647,594,276,255,97,214,274
"G45030850","2018","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",17218,16483,259,96,540,269,628,124,104,300,544,0,296,461,550,954,1173,1430,1620,4210,1464,1042,242,69,0,108,735,"Greenville city, South Carolina",1684,1688,261,106,324,306,380,107,140,191,370,214,257,269,299,503,548,449,563,981,857,420,207,116,214,129,416
"G45048535","2018","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2018","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",23612,23311,68,130,0,609,629,567,0,140,597,592,536,1168,915,1088,963,3202,3897,5959,1240,912,0,0,99,0,301,"North Charleston city, South Carolina",2244,2238,111,202,214,378,550,498,214,138,412,355,359,613,481,622,626,1011,951,1399,585,433,214,214,161,214,266
"G45061405","2018","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",12955,12581,0,72,0,307,175,120,340,442,176,1022,509,886,895,494,1414,2479,1257,1454,184,140,129,86,0,0,374,"Rock Hill city, South Carolina",1512,1449,214,88,214,379,257,159,282,316,183,589,355,529,551,263,655,824,622,691,188,210,121,80,214,214,218
"G46052980","2018","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",11719,11418,301,178,190,46,112,387,255,289,685,755,332,299,1348,780,1054,1201,1074,1194,392,40,238,38,230,0,301,"Rapid City city, South Dakota",1644,1589,324,177,224,79,111,356,298,194,487,498,219,235,704,479,717,445,570,520,267,69,332,67,228,163,249
"G46059020","2018","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",27504,26611,39,169,204,163,164,137,844,211,532,1629,1758,2480,3019,3781,1776,3701,1857,2395,926,418,37,0,181,190,893,"Sioux Falls city, South Dakota",2164,2042,65,208,266,203,152,142,540,180,347,541,791,858,997,1299,608,969,790,947,520,335,62,163,165,167,582
"G47014000","2018","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",35534,34058,835,60,458,1332,613,766,383,1369,1759,2276,1891,2115,2646,2273,3272,3611,2270,3348,1740,822,139,0,80,0,1476,"Chattanooga city, Tennessee",2769,2558,486,103,387,696,352,499,249,611,733,1049,795,765,813,783,919,865,838,809,798,372,127,211,131,211,916
"G47015160","2018","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",27392,26494,104,206,392,403,0,150,335,978,564,1746,1742,1650,2087,2491,1814,2748,2495,3788,1887,687,181,0,46,0,898,"Clarksville city, Tennessee",1942,1919,145,325,449,404,211,140,295,574,326,707,670,604,766,951,706,1043,955,1000,813,475,112,211,78,211,639
"G47027740","2018","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2018","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",12901,12831,211,749,213,738,280,182,1134,939,1200,992,473,1156,1318,929,448,454,870,384,101,0,60,0,0,0,70,"Jackson city, Tennessee",1450,1441,274,548,183,361,274,171,616,687,667,434,324,658,659,517,394,312,613,334,169,211,98,211,211,211,99
"G47038320","2018","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",14869,13843,338,236,39,142,379,459,249,835,1663,1195,1488,781,927,991,299,1676,892,593,614,47,0,0,0,0,1026,"Johnson City city, Tennessee",1914,1868,364,366,69,157,371,383,253,557,719,606,684,562,533,568,223,906,478,466,453,79,211,211,211,211,431
"G47040000","2018","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",44638,43306,779,434,1157,2579,1057,592,721,1115,1634,2705,2097,3974,3493,3348,2954,5026,2568,3968,1245,1030,520,39,105,166,1332,"Knoxville city, Tennessee",2325,2371,504,349,610,826,575,372,379,483,727,852,791,1041,1060,955,898,1295,864,1086,448,539,406,65,173,273,551
"G47048000","2018","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",135133,129843,1978,1491,1756,2699,1692,2693,2306,6916,9201,8507,11538,11570,12686,11003,7639,11203,8925,9744,3876,1940,113,177,190,0,5290,"Memphis city, Tennessee",5287,5328,859,698,757,773,585,915,899,1602,2079,1756,1948,2277,2284,1943,1489,2217,1637,1704,1156,695,152,245,204,211,1240
"G47051560","2018","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",27335,26701,280,72,102,89,59,274,308,398,745,1658,447,984,2297,688,928,2500,4105,6273,1729,2513,252,0,0,0,634,"Murfreesboro city, Tennessee",2470,2426,420,122,174,150,102,404,487,312,410,1327,328,675,1124,422,696,1251,1343,1938,1008,888,289,211,211,211,455
"G47052006","2018","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",127541,122996,2594,219,811,3002,962,1440,1354,1274,1185,3460,2275,3617,3136,6031,7982,13082,14002,24856,15798,11404,3093,798,244,377,4545,"Nashville-Davidson metropolitan government (balance), Tennessee",4449,4678,900,241,449,835,464,984,725,583,604,1092,919,1025,952,1460,1949,1994,2348,3032,2501,1994,782,428,245,429,1268
"G48001000","2018","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",20260,19006,0,0,121,138,217,119,467,450,666,621,1415,1591,2774,1507,1303,2328,1810,2158,769,322,0,0,103,127,1254,"Abilene city, Texas",1711,1737,228,228,106,156,198,129,438,310,434,392,739,765,914,736,632,1023,827,738,385,263,228,228,171,111,623
"G48001924","2018","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2018","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",31712,30786,475,179,195,289,145,573,333,857,2393,3155,1983,2664,2306,3059,1991,3955,1662,2928,843,233,345,32,56,135,926,"Amarillo city, Texas",2214,2222,405,175,211,271,124,357,237,429,876,988,740,941,988,854,704,1104,770,966,492,256,283,54,38,216,501
"G48004000","2018","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",61745,60426,191,60,691,0,128,347,268,141,563,1133,574,2864,1619,3574,4562,11233,7567,14064,6368,3771,708,0,0,0,1319,"Arlington city, Texas",3841,3867,313,101,494,228,211,249,267,166,529,677,318,941,965,1156,1342,2520,1601,2222,1412,1225,428,228,228,228,611
"G48004462","2018","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2018","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",215379,212100,1692,586,1090,704,488,213,1024,433,1501,1120,1311,1556,2811,4859,7011,21183,24113,53338,36048,34031,9888,4355,2125,620,3279,"Austin city, Texas",5188,5435,834,441,706,443,465,185,637,392,726,805,757,719,1049,1206,1454,2569,2968,4175,2767,3478,1764,1280,796,383,987
"G48006128","2018","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48007000","2018","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",20055,18908,954,654,739,1332,515,458,152,448,1296,1167,1218,785,600,1422,1010,2569,844,1903,767,75,0,0,0,0,1147,"Beaumont city, Texas",2148,2089,563,520,512,721,401,473,179,323,653,588,532,562,432,801,559,1013,447,912,538,131,228,228,228,228,578
"G48010768","2018","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",20435,19096,222,506,1184,588,326,546,1073,900,1209,1602,1708,1770,1423,1150,1363,1408,297,1135,504,182,0,0,0,0,1339,"Brownsville city, Texas",1904,1772,190,403,523,357,244,399,550,396,641,627,596,645,652,540,557,726,231,731,426,241,228,228,228,228,619
"G48010912","2018","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",16343,15968,47,120,0,104,311,70,755,271,538,733,871,303,1999,1493,1011,1831,1571,2602,280,642,302,114,0,0,375,"Bryan city, Texas",1877,1850,89,190,228,135,294,125,565,266,499,548,519,299,752,706,557,744,799,982,315,479,230,183,228,228,252
"G48013024","2018","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2018","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2018","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",26444,25766,182,0,231,0,0,0,383,560,925,673,1693,1831,2559,1615,1345,3411,931,2914,2750,2595,804,263,0,101,678,"College Station city, Texas",2223,2234,214,228,271,228,228,228,412,422,644,418,802,905,1061,823,581,1073,527,1143,873,998,621,392,228,169,459
"G48016432","2018","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2018","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",50853,49403,978,473,830,493,989,809,671,1515,1005,1420,1155,1679,3820,2956,3673,5881,5875,8030,2447,4004,661,0,39,0,1450,"Corpus Christi city, Texas",3084,3075,687,305,447,332,535,465,478,730,666,495,718,645,1134,1064,1191,1516,1552,1684,832,1438,406,228,65,228,544
"G48019000","2018","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",311432,305604,2045,1454,840,2804,1783,1198,1773,2421,2626,7841,6706,12049,16366,19036,24537,44351,34125,53654,30973,25954,7147,2735,2358,828,5828,"Dallas city, Texas",7316,7107,754,658,444,747,727,549,786,781,934,1631,1699,2153,2440,2960,3010,4238,3541,3932,3081,3237,1305,652,690,500,1342
"G48019972","2018","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",25924,25194,0,0,65,0,124,327,0,86,46,266,536,1512,900,1089,1096,3939,3926,4475,3152,2776,879,0,0,0,730,"Denton city, Texas",2243,2313,228,228,109,228,152,262,228,106,78,226,389,818,503,473,433,996,1150,1219,1219,977,573,228,228,228,395
"G48022660","2018","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",11763,10602,0,390,45,152,490,491,756,139,382,371,558,1012,1146,1109,815,929,861,508,448,0,0,0,0,0,1161,"Edinburg city, Texas",1622,1570,228,399,73,246,487,424,711,228,376,319,355,649,742,822,503,670,677,342,448,228,228,228,228,228,716
"G48024000","2018","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",94975,90054,910,786,1860,2219,1095,3578,2266,3771,4850,5656,4775,9907,5831,5619,5348,8457,7665,9110,3738,2236,292,85,0,0,4921,"El Paso city, Texas",4771,4586,532,445,847,1081,544,1124,834,943,1394,1407,1390,2019,1316,1199,1422,1613,1673,1941,1060,968,189,142,228,228,1357
"G48026232","2018","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2018","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",134324,131061,1641,747,1805,2129,1027,475,1415,1444,1940,4010,2489,6430,8401,7733,11718,14625,12982,19115,15924,11380,2192,754,237,448,3263,"Fort Worth city, Texas",4839,4675,698,432,758,1074,644,291,903,782,659,1096,879,1384,1900,1490,2097,2205,2158,2590,2883,2519,801,455,199,247,1005
"G48027684","2018","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2018","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029336","2018","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48030464","2018","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",25302,24683,112,46,0,0,25,0,286,170,218,443,180,597,509,1106,1659,4723,3356,5353,2834,2551,461,54,0,0,619,"Grand Prairie city, Texas",2670,2591,135,74,228,228,41,228,295,154,243,308,178,367,387,514,713,1344,1011,1712,1156,1097,402,92,228,228,537
"G48032372","2018","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlingen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48035000","2018","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",493513,480571,2411,2832,3092,2245,2798,3266,3302,4737,4139,11858,13759,25799,29325,35362,35132,63410,54609,78395,42834,40589,10202,5722,3628,1125,12942,"Houston city, Texas",9001,8771,963,1035,974,854,1013,1259,1070,1413,1075,1854,2325,2913,3059,3532,3932,4852,4574,5225,4198,3593,1694,1183,1612,390,1891
"G48037000","2018","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",58611,57871,0,80,125,0,0,35,72,132,0,492,238,455,1677,2999,2882,8055,8103,15198,8804,6335,1733,325,36,95,740,"Irving city, Texas",2386,2415,228,95,155,228,228,58,127,158,228,419,250,315,683,836,801,1395,1480,1870,1663,1531,630,263,58,115,334
"G48039148","2018","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",29637,29169,0,101,211,267,106,813,836,898,1986,1174,1904,1522,2606,1464,2360,4049,1788,4323,2266,495,0,0,0,0,468,"Killeen city, Texas",2477,2397,228,170,149,261,174,512,496,500,1032,713,654,667,900,619,1146,1168,910,1442,1144,372,228,228,228,228,268
"G48041464","2018","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",28661,26815,228,251,420,517,217,723,667,985,1297,3294,2079,1796,1832,1796,1422,2297,3381,3138,168,232,75,0,0,0,1846,"Laredo city, Texas",2273,2226,216,208,390,402,220,419,391,420,538,990,748,611,711,693,663,865,1231,1124,113,334,122,228,228,228,724
"G48041980","2018","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2018","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2018","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",15005,14139,209,121,149,65,72,59,0,835,411,2056,1630,930,1419,624,1470,617,597,1358,799,250,385,0,0,83,866,"Longview city, Texas",1802,1777,337,203,190,113,118,78,228,586,326,628,752,567,888,449,755,324,547,664,434,292,375,228,228,99,531
"G48045000","2018","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",46244,44841,289,411,99,274,119,253,654,1719,1018,3656,1962,4595,4086,3502,3097,4640,4270,4872,2412,1568,541,136,402,266,1403,"Lubbock city, Texas",2932,2880,252,456,92,287,195,311,358,783,504,1419,913,1199,1076,1092,1125,1385,1409,1297,911,660,410,173,308,170,550
"G48045384","2018","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",17253,16575,491,265,172,159,554,0,828,710,781,1544,1514,2002,942,1680,395,1317,793,1617,538,43,33,197,0,0,678,"McAllen city, Texas",1970,1864,462,329,223,263,322,228,538,479,617,701,733,819,594,739,292,724,489,790,370,73,67,318,228,228,512
"G48045744","2018","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48046452","2018","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2018","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048072","2018","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
