GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AN6BE001,AN6BE002,AN6BE003,NAME_M,AN6BM001,AN6BM002,AN6BM003
"G28029700","2021","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"1600000US2829700","2829700","Gulfport city, Mississippi",33401,29385,4016,"Gulfport city, Mississippi",1719,1674,1018
"G28036000","2021","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"1600000US2836000","2836000","Jackson city, Mississippi",74637,62140,12497,"Jackson city, Mississippi",2038,2120,1880
"G29015670","2021","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"1600000US2915670","2915670","Columbia city, Missouri",55042,50572,4470,"Columbia city, Missouri",1831,2224,1587
"G29035000","2021","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"1600000US2935000","2935000","Independence city, Missouri",57486,53057,4429,"Independence city, Missouri",2853,2481,1282
"G29038000","2021","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"1600000US2938000","2938000","Kansas City city, Missouri",243950,219020,24930,"Kansas City city, Missouri",4034,3767,2583
"G29041348","2021","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"1600000US2941348","2941348","Lee's Summit city, Missouri",39391,37795,1596,"Lee's Summit city, Missouri",2000,1871,893
"G29054074","2021","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"1600000US2954074","2954074","O'Fallon city, Missouri",35283,34412,871,"O'Fallon city, Missouri",1553,1466,731
"G29064082","2021","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"1600000US2964082","2964082","St. Charles city, Missouri",32822,29992,2830,"St. Charles city, Missouri",1375,1332,1162
"G29064550","2021","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"1600000US2964550","2964550","St. Joseph city, Missouri",33734,29750,3984,"St. Joseph city, Missouri",866,1639,1270
"G29065000","2021","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"1600000US2965000","2965000","St. Louis city, Missouri",173493,139736,33757,"St. Louis city, Missouri",644,2863,2752
"G29070000","2021","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"1600000US2970000","2970000","Springfield city, Missouri",83888,79232,4656,"Springfield city, Missouri",1875,1916,1214
"G30006550","2021","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"1600000US3006550","3006550","Billings city, Montana",53981,50365,3616,"Billings city, Montana",1377,1518,1247
"G30050200","2021","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"1600000US3050200","3050200","Missoula city, Montana",35602,33744,1858,"Missoula city, Montana",1267,1332,848
"G31028000","2021","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"1600000US3128000","3128000","Lincoln city, Nebraska",126262,120407,5855,"Lincoln city, Nebraska",1224,1708,1510
"G31037000","2021","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"1600000US3137000","3137000","Omaha city, Nebraska",212802,201469,11333,"Omaha city, Nebraska",1693,2293,1758
"G32023770","2021","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"1600000US3223770","3223770","Enterprise CDP, Nevada",88599,83983,4616,"Enterprise CDP, Nevada",4160,3971,1167
"G32031900","2021","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"1600000US3231900","3231900","Henderson city, Nevada",132088,124470,7618,"Henderson city, Nevada",3644,3117,1948
"G32040000","2021","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"1600000US3240000","3240000","Las Vegas city, Nevada",269602,250350,19252,"Las Vegas city, Nevada",4527,5195,2528
"G32051800","2021","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"1600000US3251800","3251800","North Las Vegas city, Nevada",91034,85966,5068,"North Las Vegas city, Nevada",3629,3596,1283
"G32054600","2021","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"1600000US3254600","3254600","Paradise CDP, Nevada",95898,78005,17893,"Paradise CDP, Nevada",3955,3685,1835
"G32060600","2021","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"1600000US3260600","3260600","Reno city, Nevada",116918,110993,5925,"Reno city, Nevada",2794,2468,1564
"G32068400","2021","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"1600000US3268400","3268400","Sparks city, Nevada",47203,43392,3811,"Sparks city, Nevada",2592,2224,1225
"G32068585","2021","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"1600000US3268585","3268585","Spring Valley CDP, Nevada",94405,88063,6342,"Spring Valley CDP, Nevada",4234,3751,1610
"G32071400","2021","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"1600000US3271400","3271400","Sunrise Manor CDP, Nevada",70430,62737,7693,"Sunrise Manor CDP, Nevada",3157,2868,1482
"G33045140","2021","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"1600000US3345140","3345140","Manchester city, New Hampshire",50479,48649,1830,"Manchester city, New Hampshire",2333,2196,946
"G33050260","2021","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"1600000US3350260","3350260","Nashua city, New Hampshire",38955,36986,1969,"Nashua city, New Hampshire",1878,1692,914
"G34003580","2021","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"1600000US3403580","3403580","Bayonne city, New Jersey",30021,28375,1646,"Bayonne city, New Jersey",1915,1836,665
"G34010000","2021","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"1600000US3410000","3410000","Camden city, New Jersey",28066,24276,3790,"Camden city, New Jersey",1988,1947,850
"G34013690","2021","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"1600000US3413690","3413690","Clifton city, New Jersey",34132,32408,1724,"Clifton city, New Jersey",2586,2260,826
"G34019390","2021","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"1600000US3419390","3419390","East Orange city, New Jersey",29376,28318,1058,"East Orange city, New Jersey",1867,1853,496
"G34021000","2021","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"1600000US3421000","3421000","Elizabeth city, New Jersey",49554,46107,3447,"Elizabeth city, New Jersey",2218,2059,952
"G34036000","2021","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"1600000US3436000","3436000","Jersey City city, New Jersey",131609,119158,12451,"Jersey City city, New Jersey",3580,3269,2247
"G34038580","2021","NJ",,,"New Jersey","34",,,"Lakewood CDP","38580",,,,,,,,,,,,,,,,"1600000US3438580","3438580","Lakewood CDP, New Jersey",14210,13701,509,"Lakewood CDP, New Jersey",2005,2032,361
"G34051000","2021","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"1600000US3451000","3451000","Newark city, New Jersey",122145,115145,7000,"Newark city, New Jersey",3802,3722,1124
"G34056550","2021","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"1600000US3456550","3456550","Passaic city, New Jersey",21049,20446,603,"Passaic city, New Jersey",1323,1258,372
"G34057000","2021","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"1600000US3457000","3457000","Paterson city, New Jersey",54231,51612,2619,"Paterson city, New Jersey",2244,2208,823
"G34073110","2021","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"1600000US3473110","3473110","Toms River CDP, New Jersey",39067,35128,3939,"Toms River CDP, New Jersey",2759,2522,1090
"G34074000","2021","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"1600000US3474000","3474000","Trenton city, New Jersey",36389,34116,2273,"Trenton city, New Jersey",2350,2347,602
"G34074630","2021","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"1600000US3474630","3474630","Union City city, New Jersey",26280,24041,2239,"Union City city, New Jersey",1704,1747,833
"G35002000","2021","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"1600000US3502000","3502000","Albuquerque city, New Mexico",256814,243582,13232,"Albuquerque city, New Mexico",2299,2744,2191
"G35039380","2021","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"1600000US3539380","3539380","Las Cruces city, New Mexico",48065,45991,2074,"Las Cruces city, New Mexico",2114,2359,979
"G35063460","2021","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",40978,40013,965,"Rio Rancho city, New Mexico",1044,1085,717
"G35070500","2021","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",45246,40641,4605,"Santa Fe city, New Mexico",1421,1542,1197
"G36001000","2021","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",50720,44279,6441,"Albany city, New York",2733,2638,1547
"G36011000","2021","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",137222,122569,14653,"Buffalo city, New York",3077,3241,2130
"G36015000","2021","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",34541,33247,1294,"Cheektowaga CDP, New York",1913,1785,597
"G36049121","2021","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",27528,26465,1063,"Mount Vernon city, New York",1831,1709,545
"G36050617","2021","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",33043,32877,166,"New Rochelle city, New York",2151,2149,136
"G36051000","2021","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",3641931,3263895,378036,"New York city, New York",2894,13490,12577
"G36063000","2021","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",103333,93263,10070,"Rochester city, New York",3267,3427,1500
"G36065508","2021","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",30921,28965,1956,"Schenectady city, New York",1692,1690,740
"G36073000","2021","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",70055,62663,7392,"Syracuse city, New York",2696,2304,1339
"G36084000","2021","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",83368,81397,1971,"Yonkers city, New York",3165,3240,871
"G37002140","2021","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",52159,38131,14028,"Asheville city, North Carolina",3162,2492,2319
"G37010740","2021","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",69951,65254,4697,"Cary town, North Carolina",2794,2540,1395
"G37012000","2021","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",393631,365269,28362,"Charlotte city, North Carolina",3480,4087,3660
"G37014100","2021","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",42877,33859,9018,"Concord city, North Carolina",2147,2004,1692
"G37019000","2021","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",131917,122412,9505,"Durham city, North Carolina",1868,2774,2125
"G37022920","2021","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",91054,83147,7907,"Fayetteville city, North Carolina",1851,1934,1151
"G37025580","2021","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",35696,33292,2404,"Gastonia city, North Carolina",1861,1792,912
"G37028000","2021","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",139565,123955,15610,"Greensboro city, North Carolina",3225,3924,2342
"G37028080","2021","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",45122,41575,3547,"Greenville city, North Carolina",2429,2191,1343
"G37031400","2021","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",45472,42738,2734,"High Point city, North Carolina",2158,2230,784
"G37034200","2021","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",25381,22024,3357,"Jacksonville city, North Carolina",2061,1853,1509
"G37055000","2021","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",217866,194917,22949,"Raleigh city, North Carolina",4672,4618,3472
"G37074440","2021","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",63490,59341,4149,"Wilmington city, North Carolina",2432,2415,1239
"G37075000","2021","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",114871,101551,13320,"Winston-Salem city, North Carolina",2572,2991,1974
"G38007200","2021","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",35318,31426,3892,"Bismarck city, North Dakota",889,1267,1297
"G38025700","2021","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",61277,58269,3008,"Fargo city, North Dakota",1511,1737,1150
"G39001000","2021","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",93546,84914,8632,"Akron city, Ohio",2721,2749,1712
"G39012000","2021","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",36101,31168,4933,"Canton city, Ohio",2129,1849,1243
"G39015000","2021","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"1600000US3915000","3915000","Cincinnati city, Ohio",160420,144929,15491,"Cincinnati city, Ohio",4032,3676,1908
"G39016000","2021","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"1600000US3916000","3916000","Cleveland city, Ohio",202735,171321,31414,"Cleveland city, Ohio",4511,4585,2280
"G39018000","2021","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"1600000US3918000","3918000","Columbus city, Ohio",422120,390605,31515,"Columbus city, Ohio",4966,5416,3246
"G39021000","2021","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"1600000US3921000","3921000","Dayton city, Ohio",68591,55114,13477,"Dayton city, Ohio",2694,2498,1552
"G39044856","2021","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"1600000US3944856","3944856","Lorain city, Ohio",31664,27852,3812,"Lorain city, Ohio",2024,1680,1177
"G39061000","2021","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"1600000US3961000","3961000","Parma city, Ohio",35322,33401,1921,"Parma city, Ohio",1919,1775,745
"G39077000","2021","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"1600000US3977000","3977000","Toledo city, Ohio",133129,120895,12234,"Toledo city, Ohio",2443,2758,1708
"G40009050","2021","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"1600000US4009050","4009050","Broken Arrow city, Oklahoma",46629,45138,1491,"Broken Arrow city, Oklahoma",1515,1523,406
"G40023200","2021","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"1600000US4023200","4023200","Edmond city, Oklahoma",38476,36530,1946,"Edmond city, Oklahoma",1762,1464,969
"G40041850","2021","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"1600000US4041850","4041850","Lawton city, Oklahoma",40112,33921,6191,"Lawton city, Oklahoma",915,1527,1407
"G40052500","2021","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"1600000US4052500","4052500","Norman city, Oklahoma",57307,53446,3861,"Norman city, Oklahoma",1962,2093,1292
"G40055000","2021","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"1600000US4055000","4055000","Oklahoma City city, Oklahoma",302241,275285,26956,"Oklahoma City city, Oklahoma",4267,4662,2986
"G40075000","2021","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"1600000US4075000","4075000","Tulsa city, Oklahoma",194402,173943,20459,"Tulsa city, Oklahoma",2135,2212,1243
"G41005350","2021","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"1600000US4105350","4105350","Beaverton city, Oregon",44099,42858,1241,"Beaverton city, Oregon",2575,2340,776
"G41005800","2021","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"1600000US4105800","4105800","Bend city, Oregon",47882,44620,3262,"Bend city, Oregon",2135,2312,1421
"G41023850","2021","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"1600000US4123850","4123850","Eugene city, Oregon",78322,74740,3582,"Eugene city, Oregon",2592,2581,1398
"G41031250","2021","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"1600000US4131250","4131250","Gresham city, Oregon",46296,43487,2809,"Gresham city, Oregon",2474,2290,1032
"G41034100","2021","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"1600000US4134100","4134100","Hillsboro city, Oregon",41432,40891,541,"Hillsboro city, Oregon",2288,2216,467
"G41047000","2021","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"1600000US4147000","4147000","Medford city, Oregon",37661,36525,1136,"Medford city, Oregon",1654,1614,805
"G41059000","2021","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"1600000US4159000","4159000","Portland city, Oregon",303483,286734,16749,"Portland city, Oregon",3047,4101,3104
"G41064900","2021","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"1600000US4164900","4164900","Salem city, Oregon",69247,64959,4288,"Salem city, Oregon",2352,2410,1441
"G42002000","2021","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"1600000US4202000","4202000","Allentown city, Pennsylvania",51405,47204,4201,"Allentown city, Pennsylvania",2339,2375,1199
"G42006088","2021","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"1600000US4206088","4206088","Bethlehem city, Pennsylvania",31754,30099,1655,"Bethlehem city, Pennsylvania",1814,1739,708
"G42024000","2021","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"1600000US4224000","4224000","Erie city, Pennsylvania",42194,38636,3558,"Erie city, Pennsylvania",2054,1907,1081
"G42060000","2021","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"1600000US4260000","4260000","Philadelphia city, Pennsylvania",733015,660921,72094,"Philadelphia city, Pennsylvania",2013,5390,5189
"G42061000","2021","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"1600000US4261000","4261000","Pittsburgh city, Pennsylvania",159435,136747,22688,"Pittsburgh city, Pennsylvania",5069,4641,2553
"G42063624","2021","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"1600000US4263624","4263624","Reading city, Pennsylvania",34964,32504,2460,"Reading city, Pennsylvania",1895,1714,838
"G42069000","2021","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"1600000US4269000","4269000","Scranton city, Pennsylvania",35098,30096,5002,"Scranton city, Pennsylvania",1982,1704,1133
"G44019180","2021","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"1600000US4419180","4419180","Cranston city, Rhode Island",34482,33049,1433,"Cranston city, Rhode Island",2447,2340,744
"G44054640","2021","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"1600000US4454640","4454640","Pawtucket city, Rhode Island",32238,29735,2503,"Pawtucket city, Rhode Island",1917,1874,727
"G44059000","2021","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"1600000US4459000","4459000","Providence city, Rhode Island",78329,68179,10150,"Providence city, Rhode Island",2878,2955,1927
"G44074300","2021","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"1600000US4474300","4474300","Warwick city, Rhode Island",38375,36595,1780,"Warwick city, Rhode Island",1769,1691,791
"G45013330","2021","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"1600000US4513330","4513330","Charleston city, South Carolina",75367,63391,11976,"Charleston city, South Carolina",3370,3233,2059
"G45016000","2021","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"1600000US4516000","4516000","Columbia city, South Carolina",59270,51455,7815,"Columbia city, South Carolina",3009,2642,1427
"G45030850","2021","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"1600000US4530850","4530850","Greenville city, South Carolina",37958,34154,3804,"Greenville city, South Carolina",2111,1966,942
"G45048535","2021","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"1600000US4548535","4548535","Mount Pleasant town, South Carolina",41499,37983,3516,"Mount Pleasant town, South Carolina",2561,2042,1765
"G45050875","2021","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"1600000US4550875","4550875","North Charleston city, South Carolina",56930,47324,9606,"North Charleston city, South Carolina",2907,2921,1899
"G45061405","2021","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"1600000US4561405","4561405","Rock Hill city, South Carolina",31490,29268,2222,"Rock Hill city, South Carolina",1856,1737,999
"G46052980","2021","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"1600000US4652980","4652980","Rapid City city, South Dakota",34819,32471,2348,"Rapid City city, South Dakota",1156,1191,926
"G46059020","2021","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"1600000US4659020","4659020","Sioux Falls city, South Dakota",86893,83498,3395,"Sioux Falls city, South Dakota",1468,1744,1343
"G47014000","2021","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"1600000US4714000","4714000","Chattanooga city, Tennessee",86385,77299,9086,"Chattanooga city, Tennessee",2414,2453,1775
"G47015160","2021","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"1600000US4715160","4715160","Clarksville city, Tennessee",68485,63787,4698,"Clarksville city, Tennessee",1991,2246,1268
"G47027740","2021","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"1600000US4727740","4727740","Franklin city, Tennessee",34177,33275,902,"Franklin city, Tennessee",1684,1690,702
"G47037640","2021","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"1600000US4737640","4737640","Jackson city, Tennessee",29394,26505,2889,"Jackson city, Tennessee",1311,1483,971
"G47038320","2021","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"1600000US4738320","4738320","Johnson City city, Tennessee",33824,30806,3018,"Johnson City city, Tennessee",2380,2284,1130
"G47040000","2021","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"1600000US4740000","4740000","Knoxville city, Tennessee",94457,85151,9306,"Knoxville city, Tennessee",2836,2689,1656
"G47048000","2021","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"1600000US4748000","4748000","Memphis city, Tennessee",288491,256968,31523,"Memphis city, Tennessee",4648,4780,2600
"G47051560","2021","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"1600000US4751560","4751560","Murfreesboro city, Tennessee",67416,58371,9045,"Murfreesboro city, Tennessee",2856,2651,2284
"G47052006","2021","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"1600000US4752006","4752006","Nashville-Davidson metropolitan government (balance), Tennessee",331262,305247,26015,"Nashville-Davidson metropolitan government (balance), Tennessee",1908,3646,2995
"G48001000","2021","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"1600000US4801000","4801000","Abilene city, Texas",53099,48398,4701,"Abilene city, Texas",1405,1816,1220
"G48001924","2021","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"1600000US4801924","4801924","Allen city, Texas",38372,37461,911,"Allen city, Texas",2185,2204,516
"G48003000","2021","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"1600000US4803000","4803000","Amarillo city, Texas",89810,82129,7681,"Amarillo city, Texas",2197,2459,1596
"G48004000","2021","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"1600000US4804000","4804000","Arlington city, Texas",156653,146888,9765,"Arlington city, Texas",5087,4942,1983
"G48004462","2021","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"1600000US4804462","4804462","Atascocita CDP, Texas",31181,29579,1602,"Atascocita CDP, Texas",5187,4887,1443
"G48005000","2021","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"1600000US4805000","4805000","Austin city, Texas",469156,449399,19757,"Austin city, Texas",6990,7214,3775
"G48006128","2021","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"1600000US4806128","4806128","Baytown city, Texas",30642,28264,2378,"Baytown city, Texas",2266,2128,873
"G48007000","2021","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"1600000US4807000","4807000","Beaumont city, Texas",54306,46375,7931,"Beaumont city, Texas",2272,2183,1586
