GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S25E001,S25E002,S25E003,NAME_M,S25M001,S25M002,S25M003
"G37022920","2013","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",91364,80010,11354,"Fayetteville city, North Carolina",1788,1865,1466
"G37025580","2013","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",31468,27706,3762,"Gastonia city, North Carolina",1559,1386,967
"G37028000","2013","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",128671,115731,12940,"Greensboro city, North Carolina",2731,2981,2163
"G37028080","2013","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",40504,35490,5014,"Greenville city, North Carolina",1630,1533,1312
"G37031400","2013","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",46753,40800,5953,"High Point city, North Carolina",2142,1925,1343
"G37034200","2013","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",23624,20666,2958,"Jacksonville city, North Carolina",1866,1641,1433
"G37055000","2013","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",185317,170554,14763,"Raleigh city, North Carolina",3729,4016,2910
"G37074440","2013","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",55847,49069,6778,"Wilmington city, North Carolina",2156,2297,1669
"G37075000","2013","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",106503,94074,12429,"Winston-Salem city, North Carolina",2085,2406,2061
"G38007200","2013","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",30198,28761,1437,"Bismarck city, North Dakota",989,1084,844
"G38025700","2013","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",53139,49568,3571,"Fargo city, North Dakota",1115,1828,1371
"G39001000","2013","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",95722,81989,13733,"Akron city, Ohio",2514,2384,2002
"G39012000","2013","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",35295,30184,5111,"Canton city, Ohio",2132,1899,1307
"G39015000","2013","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",158066,133301,24765,"Cincinnati city, Ohio",3283,3442,2208
"G39016000","2013","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",206803,164400,42403,"Cleveland city, Ohio",3835,3806,2613
"G39018000","2013","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",377298,329894,47404,"Columbus city, Ohio",3307,4236,3995
"G39021000","2013","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",77054,59009,18045,"Dayton city, Ohio",2554,2377,1929
"G39044856","2013","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",29303,25029,4274,"Lorain city, Ohio",1732,1576,1055
"G39061000","2013","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",36344,33438,2906,"Parma city, Ohio",1929,1636,974
"G39077000","2013","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",139607,118526,21081,"Toledo city, Ohio",2396,2949,2541
"G39088000","2013","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",32989,26384,6605,"Youngstown city, Ohio",1818,1636,1040
"G40009050","2013","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",40143,37461,2682,"Broken Arrow city, Oklahoma",1256,1261,597
"G40023200","2013","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",34979,32956,2023,"Edmond city, Oklahoma",1732,1590,989
"G40041850","2013","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",40502,33750,6752,"Lawton city, Oklahoma",941,1679,1530
"G40052500","2013","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",49699,44889,4810,"Norman city, Oklahoma",2078,1926,1442
"G40055000","2013","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",261078,232102,28976,"Oklahoma City city, Oklahoma",3332,3631,2790
"G40075000","2013","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",186628,162992,23636,"Tulsa city, Oklahoma",1927,2104,1588
"G41005350","2013","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",40340,38494,1846,"Beaverton city, Oregon",2333,2085,889
"G41005800","2013","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",33987,30413,3574,"Bend city, Oregon",2016,2089,1488
"G41023850","2013","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",69265,65201,4064,"Eugene city, Oregon",2389,2453,1150
"G41031250","2013","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",40121,38775,1346,"Gresham city, Oregon",1905,1884,747
"G41034100","2013","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",38283,34941,3342,"Hillsboro city, Oregon",2059,1807,1131
"G41047000","2013","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",31178,29201,1977,"Medford city, Oregon",1864,1723,974
"G41059000","2013","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",268056,253021,15035,"Portland city, Oregon",2647,3082,2503
"G41064900","2013","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",63523,59637,3886,"Salem city, Oregon",2376,2525,1166
"G42002000","2013","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",45149,39767,5382,"Allentown city, Pennsylvania",1786,1938,1290
"G42006088","2013","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",31601,29325,2276,"Bethlehem city, Pennsylvania",1589,1569,782
"G42024000","2013","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",44983,40914,4069,"Erie city, Pennsylvania",1843,1698,1032
"G42060000","2013","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",667625,582528,85097,"Philadelphia city, Pennsylvania",1712,4670,4610
"G42061000","2013","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",152163,130418,21745,"Pittsburgh city, Pennsylvania",3371,3608,3008
"G42063624","2013","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",34432,29758,4674,"Reading city, Pennsylvania",1738,1684,1138
"G42069000","2013","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",31539,26682,4857,"Scranton city, Pennsylvania",1541,1541,1194
"G44019180","2013","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",31659,29837,1822,"Cranston city, Rhode Island",1866,1656,802
"G44054640","2013","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",29476,25592,3884,"Pawtucket city, Rhode Island",1769,1630,990
"G44059000","2013","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",70223,60595,9628,"Providence city, Rhode Island",2833,2552,1608
"G44074300","2013","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",36853,35424,1429,"Warwick city, Rhode Island",1452,1468,654
"G45013330","2013","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",62457,54364,8093,"Charleston city, South Carolina",2314,2196,1833
"G45016000","2013","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",51303,44222,7081,"Columbia city, South Carolina",2344,2186,1342
"G45048535","2013","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",29840,28482,1358,"Mount Pleasant town, South Carolina",1947,1860,749
"G45050875","2013","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",43168,37024,6144,"North Charleston city, South Carolina",2010,2046,1306
"G45061405","2013","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",29083,26168,2915,"Rock Hill city, South Carolina",1566,1444,1034
"G46052980","2013","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",30839,28684,2155,"Rapid City city, South Dakota",1136,1116,962
"G46059020","2013","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",69801,66504,3297,"Sioux Falls city, South Dakota",1298,1548,1052
"G47014000","2013","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",78718,68523,10195,"Chattanooga city, Tennessee",2114,2342,2096
"G47015160","2013","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",59453,50911,8542,"Clarksville city, Tennessee",1099,2018,1985
"G47027740","2013","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",28358,26966,1392,"Franklin city, Tennessee",1200,1269,764
"G47037640","2013","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",30449,25638,4811,"Jackson city, Tennessee",1092,1254,1242
"G47038320","2013","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",31776,28172,3604,"Johnson City city, Tennessee",1708,1777,1216
"G47040000","2013","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",88899,80265,8634,"Knoxville city, Tennessee",2362,2166,1839
"G47048000","2013","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",297610,250302,47308,"Memphis city, Tennessee",2917,4332,3327
"G47051560","2013","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",47844,45345,2499,"Murfreesboro city, Tennessee",2008,1910,1008
"G47052006","2013","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",277669,251718,25951,"Nashville-Davidson metropolitan government (balance), Tennessee",1420,3567,3373
"G48001000","2013","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",48040,42519,5521,"Abilene city, Texas",1272,1861,1237
"G48001924","2013","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",30693,30231,462,"Allen city, Texas",1714,1539,479
"G48003000","2013","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",82972,75280,7692,"Amarillo city, Texas",1475,1985,1553
"G48004000","2013","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",146783,135015,11768,"Arlington city, Texas",3933,3825,1974
"G48004462","2013","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",19826,19463,363,"Atascocita CDP, Texas",1942,1887,423
"G48005000","2013","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",375441,349200,26241,"Austin city, Texas",4573,5054,3213
"G48006128","2013","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",28921,25976,2945,"Baytown city, Texas",1950,1686,1133
"G48007000","2013","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",53756,44792,8964,"Beaumont city, Texas",1897,2006,1663
"G48010768","2013","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",54965,49682,5283,"Brownsville city, Texas",2054,2178,1235
"G48010912","2013","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",31484,28363,3121,"Bryan city, Texas",1727,1562,1044
"G48013024","2013","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",47744,46179,1565,"Carrollton city, Texas",2050,1997,697
"G48015976","2013","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",40615,35021,5594,"College Station city, Texas",1634,1694,1486
"G48017000","2013","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",127153,115854,11299,"Corpus Christi city, Texas",1271,2158,2094
"G48019000","2013","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",530492,476733,53759,"Dallas city, Texas",6687,6946,4530
"G48019972","2013","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",47888,43673,4215,"Denton city, Texas",2161,2011,1099
"G48022660","2013","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",25036,23344,1692,"Edinburg city, Texas",2202,2030,798
"G48024000","2013","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",239557,219332,20225,"El Paso city, Texas",2010,2888,2741
"G48026232","2013","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",23923,23504,419,"Flower Mound town, Texas",1002,957,479
"G48027000","2013","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",295503,269433,26070,"Fort Worth city, Texas",5596,5649,3073
"G48027684","2013","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",46977,45378,1599,"Frisco city, Texas",1996,1810,783
"G48029000","2013","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",82781,77958,4823,"Garland city, Texas",2958,2710,1409
"G48030464","2013","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",64749,59638,5111,"Grand Prairie city, Texas",2833,2405,1554
"G48032372","2013","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",24978,20298,4680,"Harlingen city, Texas",1658,1467,1486
"G48035000","2013","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",926019,815266,110753,"Houston city, Texas",7348,7582,6169
"G48037000","2013","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",87865,82361,5504,"Irving city, Texas",3240,2967,1273
"G48039148","2013","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",60380,43523,16857,"Killeen city, Texas",2450,1865,1909
"G48041464","2013","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",71763,65685,6078,"Laredo city, Texas",844,1701,1446
"G48041980","2013","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",35945,34347,1598,"League City city, Texas",2340,2185,1419
"G48042508","2013","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",40146,36845,3301,"Lewisville city, Texas",2171,1857,1075
"G48043888","2013","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",33572,30842,2730,"Longview city, Texas",1242,1351,952
"G48045000","2013","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",99544,88815,10729,"Lubbock city, Texas",1631,2421,2213
"G48045384","2013","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",47365,41352,6013,"McAllen city, Texas",2848,2330,1497
"G48045744","2013","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",50565,48717,1848,"McKinney city, Texas",2095,1967,857
"G48047892","2013","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",51362,47649,3713,"Mesquite city, Texas",2358,2079,1277
"G48048072","2013","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",46423,43231,3192,"Midland city, Texas",1355,1678,1168
"G48048768","2013","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",31007,25009,5998,"Mission city, Texas",2075,1842,1516
"G48048804","2013","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",23120,22219,901,"Missouri City city, Texas",1657,1653,661
"G48052356","2013","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",27814,26333,1481,"North Richland Hills city, Texas",1678,1571,568
"G48053388","2013","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",40719,38870,1849,"Odessa city, Texas",1258,1233,802
"G48056000","2013","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",50549,45715,4834,"Pasadena city, Texas",2011,1722,1189
"G48056348","2013","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",36087,35067,1020,"Pearland city, Texas",2145,2106,621
"G48057200","2013","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",22935,19788,3147,"Pharr city, Texas",1937,1784,1110
"G48058016","2013","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",110660,105977,4683,"Plano city, Texas",2560,2275,1458
"G48061796","2013","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",40039,38324,1715,"Richardson city, Texas",2234,2012,741
"G48063500","2013","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",39797,37153,2644,"Round Rock city, Texas",2170,1816,1204
"G48064472","2013","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",41231,37998,3233,"San Angelo city, Texas",1197,1460,1082
"G48065000","2013","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",538533,493102,45431,"San Antonio city, Texas",3960,5088,3678
"G48070808","2013","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",28830,27493,1337,"Sugar Land city, Texas",1881,1639,692
"G48072176","2013","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",26712,23926,2786,"Temple city, Texas",1798,1422,1032
"G48072656","2013","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",39714,36186,3528,"The Woodlands CDP, Texas",2796,2381,1635
"G48074144","2013","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",42745,38261,4484,"Tyler city, Texas",1979,1909,1386
"G48075428","2013","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",26144,23729,2415,"Victoria city, Texas",864,973,734
"G48076000","2013","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",51711,46626,5085,"Waco city, Texas",1996,1996,1277
"G48079000","2013","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",44016,38748,5268,"Wichita Falls city, Texas",1584,1760,1192
"G49043660","2013","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",23412,22086,1326,"Layton city, Utah",1270,1094,766
"G49055980","2013","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",32306,29414,2892,"Ogden city, Utah",1366,1280,824
"G49057300","2013","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",28199,26715,1484,"Orem city, Utah",1508,1372,610
"G49062470","2013","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",33403,31527,1876,"Provo city, Utah",1573,1504,713
"G49065330","2013","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",31600,26205,5395,"St. George city, Utah",1476,1511,1491
"G49067000","2013","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",80619,73441,7178,"Salt Lake City city, Utah",2821,2561,1432
"G49067440","2013","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",30301,29484,817,"Sandy city, Utah",1473,1396,531
"G49082950","2013","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",33103,31566,1537,"West Jordan city, Utah",1716,1538,913
"G49083470","2013","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",38422,36344,2078,"West Valley City city, Utah",1887,1711,814
"G51001000","2013","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",73472,65595,7877,"Alexandria city, Virginia",487,1972,2020
"G51003000","2013","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",109689,98973,10716,"Arlington CDP, Virginia",504,2218,2182
"G51014440","2013","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",25482,24704,778,"Centreville CDP, Virginia",1790,1685,502
"G51016000","2013","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",86457,80014,6443,"Chesapeake city, Virginia",892,1950,1684
"G51021088","2013","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",20141,19498,643,"Dale City CDP, Virginia",1573,1510,431
"G51035000","2013","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",60076,53255,6821,"Hampton city, Virginia",383,1462,1414
"G51047672","2013","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",32161,29631,2530,"Lynchburg city, Virginia",576,1105,907
"G51056000","2013","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",77133,67538,9595,"Newport News city, Virginia",595,1794,1744
"G51057000","2013","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",95683,85484,10199,"Norfolk city, Virginia",1603,2393,1604
"G51064000","2013","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",40848,36012,4836,"Portsmouth city, Virginia",328,1208,1166
"G51067000","2013","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",99268,88110,11158,"Richmond city, Virginia",898,2051,1763
"G51068000","2013","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",47142,42759,4383,"Roanoke city, Virginia",478,1384,1392
"G51076432","2013","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",34086,30989,3097,"Suffolk city, Virginia",365,906,827
