GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQALE001,AQALE002,AQALE003,NAME_M,AQALM001,AQALM002,AQALM003
"G27040166","2022","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"1600000US2740166","2740166","Maple Grove city, Minnesota",27771,27012,759,"Maple Grove city, Minnesota",1773,1733,708
"G27043000","2022","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"1600000US2743000","2743000","Minneapolis city, Minnesota",210510,193694,16816,"Minneapolis city, Minnesota",4219,4646,2499
"G27051730","2022","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"1600000US2751730","2751730","Plymouth city, Minnesota",35503,35006,497,"Plymouth city, Minnesota",1871,1815,432
"G27054880","2022","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"1600000US2754880","2754880","Rochester city, Minnesota",54661,52780,1881,"Rochester city, Minnesota",804,1028,739
"G27056896","2022","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"1600000US2756896","2756896","St. Cloud city, Minnesota",28756,27401,1355,"St. Cloud city, Minnesota",1576,1556,784
"G27058000","2022","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"1600000US2758000","2758000","St. Paul city, Minnesota",134988,126654,8334,"St. Paul city, Minnesota",3018,3236,1980
"G27071428","2022","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"1600000US2771428","2771428","Woodbury city, Minnesota",30571,30291,280,"Woodbury city, Minnesota",1330,1324,297
"G28029700","2022","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"1600000US2829700","2829700","Gulfport city, Mississippi",32769,29156,3613,"Gulfport city, Mississippi",1756,1958,822
"G28036000","2022","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"1600000US2836000","2836000","Jackson city, Mississippi",76474,62149,14325,"Jackson city, Mississippi",1777,2505,1934
"G29015670","2022","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"1600000US2915670","2915670","Columbia city, Missouri",55962,52954,3008,"Columbia city, Missouri",1399,1816,1194
"G29035000","2022","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"1600000US2935000","2935000","Independence city, Missouri",57341,53919,3422,"Independence city, Missouri",2363,2441,1125
"G29038000","2022","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"1600000US2938000","2938000","Kansas City city, Missouri",249272,227027,22245,"Kansas City city, Missouri",3811,4111,2326
"G29041348","2022","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"1600000US2941348","2941348","Lee's Summit city, Missouri",42171,40527,1644,"Lee's Summit city, Missouri",1717,1601,789
"G29054074","2022","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"1600000US2954074","2954074","O'Fallon city, Missouri",36577,35928,649,"O'Fallon city, Missouri",1624,1645,745
"G29064082","2022","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"1600000US2964082","2964082","St. Charles city, Missouri",33281,31424,1857,"St. Charles city, Missouri",1442,1435,858
"G29064550","2022","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"1600000US2964550","2964550","St. Joseph city, Missouri",33092,29214,3878,"St. Joseph city, Missouri",786,1204,1052
"G29065000","2022","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"1600000US2965000","2965000","St. Louis city, Missouri",174049,148348,25701,"St. Louis city, Missouri",189,3079,3077
"G29070000","2022","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"1600000US2970000","2970000","Springfield city, Missouri",84329,77278,7051,"Springfield city, Missouri",1897,2120,1786
"G30006550","2022","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"1600000US3006550","3006550","Billings city, Montana",54818,51174,3644,"Billings city, Montana",1109,1591,1534
"G30050200","2022","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"1600000US3050200","3050200","Missoula city, Montana",37628,35840,1788,"Missoula city, Montana",954,1086,780
"G31028000","2022","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"1600000US3128000","3128000","Lincoln city, Nebraska",128790,121921,6869,"Lincoln city, Nebraska",872,1671,1608
"G31037000","2022","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"1600000US3137000","3137000","Omaha city, Nebraska",214669,203273,11396,"Omaha city, Nebraska",1704,2291,1776
"G32023770","2022","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"1600000US3223770","3223770","Enterprise CDP, Nevada",92009,83441,8568,"Enterprise CDP, Nevada",4083,4311,1854
"G32031900","2022","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"1600000US3231900","3231900","Henderson city, Nevada",143835,133443,10392,"Henderson city, Nevada",4132,4075,2191
"G32040000","2022","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"1600000US3240000","3240000","Las Vegas city, Nevada",262590,243223,19367,"Las Vegas city, Nevada",6134,5881,2660
"G32051800","2022","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"1600000US3251800","3251800","North Las Vegas city, Nevada",97459,89660,7799,"North Las Vegas city, Nevada",3670,3424,1870
"G32054600","2022","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"1600000US3254600","3254600","Paradise CDP, Nevada",93764,74554,19210,"Paradise CDP, Nevada",4309,3845,2476
"G32060600","2022","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"1600000US3260600","3260600","Reno city, Nevada",123380,114106,9274,"Reno city, Nevada",2792,3143,2162
"G32068400","2022","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"1600000US3268400","3268400","Sparks city, Nevada",46344,42946,3398,"Sparks city, Nevada",2354,2233,1128
"G32068585","2022","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"1600000US3268585","3268585","Spring Valley CDP, Nevada",94505,85323,9182,"Spring Valley CDP, Nevada",4905,4437,2290
"G32071400","2022","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"1600000US3271400","3271400","Sunrise Manor CDP, Nevada",72609,66799,5810,"Sunrise Manor CDP, Nevada",4103,4119,1159
"G33045140","2022","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"1600000US3345140","3345140","Manchester city, New Hampshire",51311,48068,3243,"Manchester city, New Hampshire",2228,2022,1043
"G33050260","2022","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"1600000US3350260","3350260","Nashua city, New Hampshire",39884,38017,1867,"Nashua city, New Hampshire",2563,2538,935
"G34003580","2022","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"1600000US3403580","3403580","Bayonne city, New Jersey",30376,28393,1983,"Bayonne city, New Jersey",2416,2242,784
"G34010000","2022","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"1600000US3410000","3410000","Camden city, New Jersey",26678,24224,2454,"Camden city, New Jersey",2132,2053,907
"G34013690","2022","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"1600000US3413690","3413690","Clifton city, New Jersey",35192,34615,577,"Clifton city, New Jersey",2292,2227,479
"G34019390","2022","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"1600000US3419390","3419390","East Orange city, New Jersey",29117,27653,1464,"East Orange city, New Jersey",2520,2376,825
"G34021000","2022","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"1600000US3421000","3421000","Elizabeth city, New Jersey",49932,47280,2652,"Elizabeth city, New Jersey",2470,2424,828
"G34036000","2022","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"1600000US3436000","3436000","Jersey City city, New Jersey",135927,130213,5714,"Jersey City city, New Jersey",3600,3537,1378
"G34038580","2022","NJ",,,"New Jersey","34",,,"Lakewood CDP","38580",,,,,,,,,,,,,,,,"1600000US3438580","3438580","Lakewood CDP, New Jersey",14392,14000,392,"Lakewood CDP, New Jersey",1574,1459,352
"G34051000","2022","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"1600000US3451000","3451000","Newark city, New Jersey",118265,112713,5552,"Newark city, New Jersey",3328,3412,1451
"G34056550","2022","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"1600000US3456550","3456550","Passaic city, New Jersey",20613,20280,333,"Passaic city, New Jersey",1382,1338,296
"G34057000","2022","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"1600000US3457000","3457000","Paterson city, New Jersey",53159,50054,3105,"Paterson city, New Jersey",2627,2437,797
"G34073110","2022","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"1600000US3473110","3473110","Toms River CDP, New Jersey",39740,35023,4717,"Toms River CDP, New Jersey",2574,2433,1338
"G34074000","2022","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"1600000US3474000","3474000","Trenton city, New Jersey",32561,30789,1772,"Trenton city, New Jersey",2262,2390,712
"G34074630","2022","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"1600000US3474630","3474630","Union City city, New Jersey",26286,25162,1124,"Union City city, New Jersey",1972,1851,546
"G35002000","2022","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"1600000US3502000","3502000","Albuquerque city, New Mexico",258335,243680,14655,"Albuquerque city, New Mexico",2200,3020,2560
"G35039380","2022","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"1600000US3539380","3539380","Las Cruces city, New Mexico",50454,47379,3075,"Las Cruces city, New Mexico",2008,1923,1370
"G35063460","2022","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",42084,40116,1968,"Rio Rancho city, New Mexico",1374,1419,1150
"G35070500","2022","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",47460,43401,4059,"Santa Fe city, New Mexico",1199,1359,1131
"G36001000","2022","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",50529,43179,7350,"Albany city, New York",2260,2091,1509
"G36011000","2022","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",139156,122578,16578,"Buffalo city, New York",3893,3828,2336
"G36015000","2022","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",34944,33432,1512,"Cheektowaga CDP, New York",2320,2020,891
"G36049121","2022","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",30642,28869,1773,"Mount Vernon city, New York",2166,2124,667
"G36050617","2022","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",33291,32338,953,"New Rochelle city, New York",2276,2296,551
"G36051000","2022","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",3679063,3373039,306024,"New York city, New York",1557,12815,12964
"G36063000","2022","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",103260,92415,10845,"Rochester city, New York",3247,2955,1756
"G36065508","2022","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",30302,27636,2666,"Schenectady city, New York",1624,1574,907
"G36073000","2022","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",66350,60078,6272,"Syracuse city, New York",2237,2186,1215
"G36084000","2022","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",81651,79175,2476,"Yonkers city, New York",3092,2889,786
"G37001520","2022","NC",,,"North Carolina","37",,,"Apex town","01520",,,,,,,,,,,,,,,,"1600000US3701520","3701520","Apex town, North Carolina",26040,25158,882,"Apex town, North Carolina",1603,1563,618
"G37002140","2022","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",49011,37410,11601,"Asheville city, North Carolina",2592,2534,1787
"G37010740","2022","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",76310,69980,6330,"Cary town, North Carolina",2911,2546,1660
"G37012000","2022","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",406055,378089,27966,"Charlotte city, North Carolina",3275,3971,3242
"G37014100","2022","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",41154,38750,2404,"Concord city, North Carolina",1858,1921,1067
"G37019000","2022","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",134423,124536,9887,"Durham city, North Carolina",1880,2641,2107
"G37022920","2022","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",92076,84755,7321,"Fayetteville city, North Carolina",1464,1563,1053
"G37025580","2022","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",36861,34881,1980,"Gastonia city, North Carolina",2048,1973,795
"G37028000","2022","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",133125,122726,10399,"Greensboro city, North Carolina",3296,3415,1822
"G37028080","2022","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",45880,41645,4235,"Greenville city, North Carolina",1988,2132,1300
"G37031400","2022","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",48438,45906,2532,"High Point city, North Carolina",2891,2596,1129
"G37034200","2022","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",26124,22962,3162,"Jacksonville city, North Carolina",2101,1805,1048
"G37055000","2022","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",225320,195414,29906,"Raleigh city, North Carolina",4444,4779,3538
"G37074440","2022","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",62489,55512,6977,"Wilmington city, North Carolina",2374,2550,1856
"G37075000","2022","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",114796,100769,14027,"Winston-Salem city, North Carolina",2965,2374,2559
"G38007200","2022","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",35034,33320,1714,"Bismarck city, North Dakota",850,1366,981
"G38025700","2022","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",63183,59028,4155,"Fargo city, North Dakota",1629,2132,1735
"G39001000","2022","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",93123,85395,7728,"Akron city, Ohio",2842,2899,1609
"G39012000","2022","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",34305,29693,4612,"Canton city, Ohio",1942,1904,1192
"G39015000","2022","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"1600000US3915000","3915000","Cincinnati city, Ohio",161545,145749,15796,"Cincinnati city, Ohio",4096,3705,2204
"G39016000","2022","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"1600000US3916000","3916000","Cleveland city, Ohio",200223,169427,30796,"Cleveland city, Ohio",4299,4070,2857
"G39018000","2022","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"1600000US3918000","3918000","Columbus city, Ohio",429289,392041,37248,"Columbus city, Ohio",4410,4867,3391
"G39021000","2022","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"1600000US3921000","3921000","Dayton city, Ohio",72874,63308,9566,"Dayton city, Ohio",3173,2944,1529
"G39044856","2022","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"1600000US3944856","3944856","Lorain city, Ohio",31309,27957,3352,"Lorain city, Ohio",2120,1856,951
"G39061000","2022","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"1600000US3961000","3961000","Parma city, Ohio",36252,34961,1291,"Parma city, Ohio",2127,1860,772
"G39077000","2022","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"1600000US3977000","3977000","Toledo city, Ohio",132209,121261,10948,"Toledo city, Ohio",2014,2352,1639
"G40009050","2022","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"1600000US4009050","4009050","Broken Arrow city, Oklahoma",47352,45550,1802,"Broken Arrow city, Oklahoma",1354,1467,438
"G40023200","2022","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"1600000US4023200","4023200","Edmond city, Oklahoma",37724,35655,2069,"Edmond city, Oklahoma",1678,1432,1001
"G40041850","2022","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"1600000US4041850","4041850","Lawton city, Oklahoma",40388,34625,5763,"Lawton city, Oklahoma",802,940,864
"G40052500","2022","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"1600000US4052500","4052500","Norman city, Oklahoma",56702,52844,3858,"Norman city, Oklahoma",1587,1619,1281
"G40055000","2022","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"1600000US4055000","4055000","Oklahoma City city, Oklahoma",305402,277216,28186,"Oklahoma City city, Oklahoma",3416,3771,3350
"G40075000","2022","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"1600000US4075000","4075000","Tulsa city, Oklahoma",194541,175943,18598,"Tulsa city, Oklahoma",1953,1923,1569
"G41005350","2022","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"1600000US4105350","4105350","Beaverton city, Oregon",41004,38590,2414,"Beaverton city, Oregon",2223,1914,1288
"G41005800","2022","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"1600000US4105800","4105800","Bend city, Oregon",47631,43897,3734,"Bend city, Oregon",1772,2074,1415
"G41023850","2022","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"1600000US4123850","4123850","Eugene city, Oregon",79852,76874,2978,"Eugene city, Oregon",2579,2651,1239
"G41031250","2022","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"1600000US4131250","4131250","Gresham city, Oregon",48063,44816,3247,"Gresham city, Oregon",2469,2475,1254
"G41034100","2022","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"1600000US4134100","4134100","Hillsboro city, Oregon",46315,45269,1046,"Hillsboro city, Oregon",2001,1924,549
"G41047000","2022","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"1600000US4147000","4147000","Medford city, Oregon",38165,35786,2379,"Medford city, Oregon",1870,1953,1140
"G41059000","2022","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"1600000US4159000","4159000","Portland city, Oregon",305077,284533,20544,"Portland city, Oregon",3320,4220,3295
"G41064900","2022","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"1600000US4164900","4164900","Salem city, Oregon",70335,68667,1668,"Salem city, Oregon",2232,2299,855
"G42002000","2022","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"1600000US4202000","4202000","Allentown city, Pennsylvania",49553,46536,3017,"Allentown city, Pennsylvania",2339,2161,1028
"G42006088","2022","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"1600000US4206088","4206088","Bethlehem city, Pennsylvania",32404,31251,1153,"Bethlehem city, Pennsylvania",1791,1787,676
"G42024000","2022","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"1600000US4224000","4224000","Erie city, Pennsylvania",44034,39958,4076,"Erie city, Pennsylvania",2191,2197,1252
"G42060000","2022","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"1600000US4260000","4260000","Philadelphia city, Pennsylvania",757656,695320,62336,"Philadelphia city, Pennsylvania",525,5141,5185
"G42061000","2022","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"1600000US4261000","4261000","Pittsburgh city, Pennsylvania",161999,136444,25555,"Pittsburgh city, Pennsylvania",3727,3629,3105
"G42063624","2022","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"1600000US4263624","4263624","Reading city, Pennsylvania",35173,32779,2394,"Reading city, Pennsylvania",1871,1621,990
"G42069000","2022","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"1600000US4269000","4269000","Scranton city, Pennsylvania",37299,31998,5301,"Scranton city, Pennsylvania",1422,1470,1345
"G44019180","2022","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"1600000US4419180","4419180","Cranston city, Rhode Island",33977,32863,1114,"Cranston city, Rhode Island",2170,2032,645
"G44054640","2022","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"1600000US4454640","4454640","Pawtucket city, Rhode Island",33635,32229,1406,"Pawtucket city, Rhode Island",2013,1980,653
"G44059000","2022","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"1600000US4459000","4459000","Providence city, Rhode Island",79302,72767,6535,"Providence city, Rhode Island",3061,3036,1613
"G44074300","2022","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"1600000US4474300","4474300","Warwick city, Rhode Island",38480,37175,1305,"Warwick city, Rhode Island",1566,1639,649
"G45013330","2022","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"1600000US4513330","4513330","Charleston city, South Carolina",75816,68377,7439,"Charleston city, South Carolina",3498,3088,2054
"G45016000","2022","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"1600000US4516000","4516000","Columbia city, South Carolina",62487,54570,7917,"Columbia city, South Carolina",2917,2446,1595
"G45030850","2022","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"1600000US4530850","4530850","Greenville city, South Carolina",38214,34547,3667,"Greenville city, South Carolina",1904,1701,1142
"G45048535","2022","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"1600000US4548535","4548535","Mount Pleasant town, South Carolina",45264,39533,5731,"Mount Pleasant town, South Carolina",2982,1979,2045
"G45050875","2022","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"1600000US4550875","4550875","North Charleston city, South Carolina",51846,47683,4163,"North Charleston city, South Carolina",3032,3122,1039
"G45061405","2022","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"1600000US4561405","4561405","Rock Hill city, South Carolina",35186,32770,2416,"Rock Hill city, South Carolina",2032,1897,974
"G46052980","2022","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"1600000US4652980","4652980","Rapid City city, South Dakota",36569,33411,3158,"Rapid City city, South Dakota",1044,1462,1162
"G46059020","2022","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"1600000US4659020","4659020","Sioux Falls city, South Dakota",89528,86565,2963,"Sioux Falls city, South Dakota",1236,1429,1049
"G47014000","2022","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"1600000US4714000","4714000","Chattanooga city, Tennessee",86737,76930,9807,"Chattanooga city, Tennessee",2284,2598,2163
"G47015160","2022","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"1600000US4715160","4715160","Clarksville city, Tennessee",72431,68704,3727,"Clarksville city, Tennessee",1322,1687,1166
"G47027740","2022","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"1600000US4727740","4727740","Franklin city, Tennessee",35295,34057,1238,"Franklin city, Tennessee",1313,1380,756
"G47037640","2022","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"1600000US4737640","4737640","Jackson city, Tennessee",31324,27098,4226,"Jackson city, Tennessee",1158,1421,1284
"G47038320","2022","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"1600000US4738320","4738320","Johnson City city, Tennessee",33078,29977,3101,"Johnson City city, Tennessee",1328,1513,1328
"G47040000","2022","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"1600000US4740000","4740000","Knoxville city, Tennessee",95106,85304,9802,"Knoxville city, Tennessee",3254,3050,2204
"G47048000","2022","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"1600000US4748000","4748000","Memphis city, Tennessee",290535,254379,36156,"Memphis city, Tennessee",3501,3855,3430
"G47051560","2022","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"1600000US4751560","4751560","Murfreesboro city, Tennessee",66911,62258,4653,"Murfreesboro city, Tennessee",2482,2476,1759
"G47052006","2022","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"1600000US4752006","4752006","Nashville-Davidson metropolitan government (balance), Tennessee",347694,317817,29877,"Nashville-Davidson metropolitan government (balance), Tennessee",1211,3764,3565
