GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA02E001,AA02E002,AA02E003,NAME_M,AA02M001,AA02M002,AA02M003
"G37012000","2014","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",334471,310106,24365,"Charlotte city, North Carolina",2472,3723,2867
"G37014100","2014","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",32882,30591,2291,"Concord city, North Carolina",1356,1402,859
"G37019000","2014","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",114191,104830,9361,"Durham city, North Carolina",1428,2176,2087
"G37022920","2014","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",94304,79637,14667,"Fayetteville city, North Carolina",1819,2028,1341
"G37025580","2014","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",32581,28187,4394,"Gastonia city, North Carolina",1377,1307,1013
"G37028000","2014","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",127413,113350,14063,"Greensboro city, North Carolina",2809,3074,2048
"G37028080","2014","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",42592,37752,4840,"Greenville city, North Carolina",1512,1547,1201
"G37031400","2014","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",44868,38948,5920,"High Point city, North Carolina",2580,2150,1310
"G37034200","2014","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",23821,20741,3080,"Jacksonville city, North Carolina",1883,1735,1136
"G37055000","2014","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",192504,173456,19048,"Raleigh city, North Carolina",3533,3979,2628
"G37074440","2014","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",56326,49459,6867,"Wilmington city, North Carolina",2248,2321,1666
"G37075000","2014","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",105647,95771,9876,"Winston-Salem city, North Carolina",2187,2159,1682
"G38007200","2014","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",31543,30704,839,"Bismarck city, North Dakota",929,1083,634
"G38025700","2014","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",54338,50430,3908,"Fargo city, North Dakota",1447,1909,1240
"G39001000","2014","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",97486,83604,13882,"Akron city, Ohio",2694,2573,1533
"G39012000","2014","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",35297,29075,6222,"Canton city, Ohio",1711,1601,1257
"G39015000","2014","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",163103,137197,25906,"Cincinnati city, Ohio",3590,3365,2675
"G39016000","2014","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",209848,165984,43864,"Cleveland city, Ohio",3834,3538,3130
"G39018000","2014","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",381780,339145,42635,"Columbus city, Ohio",3918,4732,3406
"G39021000","2014","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",72665,56251,16414,"Dayton city, Ohio",2826,2141,1975
"G39044856","2014","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",28713,24321,4392,"Lorain city, Ohio",1611,1439,1099
"G39061000","2014","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",36563,33940,2623,"Parma city, Ohio",1696,1484,1027
"G39077000","2014","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",138203,116450,21753,"Toledo city, Ohio",2337,2649,2234
"G39088000","2014","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",34112,26934,7178,"Youngstown city, Ohio",1719,1541,1085
"G40009050","2014","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",39356,37813,1543,"Broken Arrow city, Oklahoma",1198,1102,438
"G40023200","2014","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",34828,32977,1851,"Edmond city, Oklahoma",1531,1415,764
"G40041850","2014","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",40706,32315,8391,"Lawton city, Oklahoma",1083,1791,1708
"G40052500","2014","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",51789,45454,6335,"Norman city, Oklahoma",2153,2074,1512
"G40055000","2014","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",266902,237213,29689,"Oklahoma City city, Oklahoma",3364,3527,2641
"G40075000","2014","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",188306,165817,22489,"Tulsa city, Oklahoma",1863,2112,1448
"G41005350","2014","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",41022,38807,2215,"Beaverton city, Oregon",2400,2169,1078
"G41005800","2014","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",36990,33526,3464,"Bend city, Oregon",1941,1850,1397
"G41023850","2014","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",69146,64345,4801,"Eugene city, Oregon",1883,1848,1313
"G41031250","2014","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",41342,38393,2949,"Gresham city, Oregon",2269,1941,1087
"G41034100","2014","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",38475,37134,1341,"Hillsboro city, Oregon",1757,1629,660
"G41047000","2014","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",32923,30122,2801,"Medford city, Oregon",1555,1694,1210
"G41059000","2014","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",270527,257267,13260,"Portland city, Oregon",2814,3136,2289
"G41064900","2014","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",63266,58793,4473,"Salem city, Oregon",2282,2212,1138
"G42002000","2014","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",44629,40275,4354,"Allentown city, Pennsylvania",1748,1748,882
"G42006088","2014","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",32288,30474,1814,"Bethlehem city, Pennsylvania",1583,1526,762
"G42024000","2014","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",45629,40433,5196,"Erie city, Pennsylvania",1393,1457,1215
"G42060000","2014","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",670445,577862,92583,"Philadelphia city, Pennsylvania",1724,5809,5248
"G42061000","2014","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",153098,131112,21986,"Pittsburgh city, Pennsylvania",3875,3346,2002
"G42063624","2014","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",35706,29942,5764,"Reading city, Pennsylvania",1784,1687,1085
"G42069000","2014","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",33180,27886,5294,"Scranton city, Pennsylvania",1482,1350,1048
"G44019180","2014","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",33090,31653,1437,"Cranston city, Rhode Island",1787,1719,639
"G44054640","2014","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",29368,26336,3032,"Pawtucket city, Rhode Island",1260,1165,810
"G44059000","2014","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",71807,62020,9787,"Providence city, Rhode Island",2355,2172,1541
"G44074300","2014","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",37052,33887,3165,"Warwick city, Rhode Island",1083,1098,1030
"G45013330","2014","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",60089,54144,5945,"Charleston city, South Carolina",2205,2214,1272
"G45016000","2014","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",51812,45297,6515,"Columbia city, South Carolina",2989,2669,1331
"G45048535","2014","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",33272,31215,2057,"Mount Pleasant town, South Carolina",1724,1746,972
"G45050875","2014","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",45413,40977,4436,"North Charleston city, South Carolina",2181,2001,986
"G45061405","2014","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",29626,26841,2785,"Rock Hill city, South Carolina",1383,1364,1006
"G46052980","2014","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",30634,28494,2140,"Rapid City city, South Dakota",1181,1274,874
"G46059020","2014","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",71713,67005,4708,"Sioux Falls city, South Dakota",1267,1532,1315
"G47014000","2014","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",82641,70382,12259,"Chattanooga city, Tennessee",2236,2292,1816
"G47015160","2014","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",61451,51617,9834,"Clarksville city, Tennessee",1179,1637,1627
"G47027740","2014","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",27044,25725,1319,"Franklin city, Tennessee",1256,1153,707
"G47037640","2014","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",29366,25948,3418,"Jackson city, Tennessee",917,1112,853
"G47038320","2014","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",31922,28059,3863,"Johnson City city, Tennessee",1694,1600,1173
"G47040000","2014","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",88304,77502,10802,"Knoxville city, Tennessee",2263,2469,1847
"G47048000","2014","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",300637,250553,50084,"Memphis city, Tennessee",3089,3753,3184
"G47051560","2014","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",49290,46058,3232,"Murfreesboro city, Tennessee",1956,2124,1137
"G47052006","2014","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",282620,258263,24357,"Nashville-Davidson metropolitan government (balance), Tennessee",1513,3494,3221
"G48001000","2014","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",47610,41710,5900,"Abilene city, Texas",1349,1745,1312
"G48001924","2014","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",31274,30341,933,"Allen city, Texas",1655,1521,682
"G48003000","2014","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",83800,74709,9091,"Amarillo city, Texas",1285,1755,1594
"G48004000","2014","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",148731,135093,13638,"Arlington city, Texas",4095,3965,2164
"G48004462","2014","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",23786,22899,887,"Atascocita CDP, Texas",2240,2191,508
"G48005000","2014","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",392184,360996,31188,"Austin city, Texas",4926,4783,3489
"G48006128","2014","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",31372,27073,4299,"Baytown city, Texas",2125,1795,980
"G48007000","2014","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",51580,45669,5911,"Beaumont city, Texas",1942,1991,1399
"G48010768","2014","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",55540,50340,5200,"Brownsville city, Texas",2024,1855,1023
"G48010912","2014","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",32190,29718,2472,"Bryan city, Texas",1934,1785,993
"G48013024","2014","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",47471,45936,1535,"Carrollton city, Texas",1918,1836,716
"G48015976","2014","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",41336,38725,2611,"College Station city, Texas",1800,1766,984
"G48016432","2014","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",25619,23105,2514,"Conroe city, Texas",2368,2238,785
"G48017000","2014","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",129241,117685,11556,"Corpus Christi city, Texas",1582,2279,2146
"G48019000","2014","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",540447,484335,56112,"Dallas city, Texas",5968,6075,3973
"G48019972","2014","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",49109,46295,2814,"Denton city, Texas",2219,2105,972
"G48022660","2014","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",26222,23471,2751,"Edinburg city, Texas",2002,1700,1121
"G48024000","2014","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",244766,218127,26639,"El Paso city, Texas",2137,3208,2939
"G48026232","2014","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",23135,21963,1172,"Flower Mound town, Texas",1120,852,667
"G48027000","2014","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",309326,281924,27402,"Fort Worth city, Texas",4309,4487,3462
"G48027684","2014","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",50407,47880,2527,"Frisco city, Texas",1441,1220,1062
"G48029000","2014","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",80814,75775,5039,"Garland city, Texas",2513,2182,1427
"G48030464","2014","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",61908,58703,3205,"Grand Prairie city, Texas",2172,2092,1057
"G48032372","2014","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",23938,20831,3107,"Harlingen city, Texas",1894,1462,1057
"G48035000","2014","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",931083,834204,96879,"Houston city, Texas",8168,9001,6037
"G48037000","2014","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",90708,84734,5974,"Irving city, Texas",3021,2759,1379
"G48039148","2014","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",57695,48652,9043,"Killeen city, Texas",1982,2048,1424
"G48041464","2014","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",72972,66985,5987,"Laredo city, Texas",871,1069,1129
"G48041980","2014","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",33530,32128,1402,"League City city, Texas",1970,1859,939
"G48042508","2014","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",42261,39017,3244,"Lewisville city, Texas",1725,1563,1066
"G48043888","2014","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",34068,31082,2986,"Longview city, Texas",1416,1502,1092
"G48045000","2014","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",103366,94682,8684,"Lubbock city, Texas",1189,1981,1769
"G48045384","2014","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",47882,41458,6424,"McAllen city, Texas",2287,1726,1503
"G48045744","2014","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",56104,53943,2161,"McKinney city, Texas",1965,2114,919
"G48047892","2014","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",51941,47715,4226,"Mesquite city, Texas",2796,2313,1327
"G48048072","2014","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",46380,43086,3294,"Midland city, Texas",1282,1561,1197
"G48048768","2014","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",27962,22849,5113,"Mission city, Texas",2139,1642,1631
"G48048804","2014","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",23457,23115,342,"Missouri City city, Texas",1915,1880,405
"G48050820","2014","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",23812,21463,2349,"New Braunfels city, Texas",1601,1688,685
"G48052356","2014","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",26297,24849,1448,"North Richland Hills city, Texas",1632,1524,771
"G48053388","2014","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",44978,40556,4422,"Odessa city, Texas",1548,1922,1362
"G48056000","2014","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",55379,49719,5660,"Pasadena city, Texas",2274,2011,1088
"G48056348","2014","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",36225,35128,1097,"Pearland city, Texas",1817,1734,1012
"G48057200","2014","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",23242,20333,2909,"Pharr city, Texas",1753,1418,1069
"G48058016","2014","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",108910,104535,4375,"Plano city, Texas",3143,2898,1283
"G48061796","2014","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",46162,43569,2593,"Richardson city, Texas",2280,2060,1004
"G48063500","2014","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",37918,36034,1884,"Round Rock city, Texas",1836,1577,842
"G48064472","2014","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",40582,36051,4531,"San Angelo city, Texas",1144,1660,1121
"G48065000","2014","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",535546,492940,42606,"San Antonio city, Texas",4059,4788,3780
"G48070808","2014","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",29848,28213,1635,"Sugar Land city, Texas",2105,1927,1035
"G48072176","2014","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",29367,25732,3635,"Temple city, Texas",1789,1469,1133
"G48072656","2014","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",42106,38872,3234,"The Woodlands CDP, Texas",2870,2644,1963
"G48074144","2014","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",41114,35901,5213,"Tyler city, Texas",1556,1796,1504
"G48075428","2014","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",26985,24195,2790,"Victoria city, Texas",933,1230,823
"G48076000","2014","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",52483,46843,5640,"Waco city, Texas",1936,2003,1414
"G48079000","2014","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",41610,34845,6765,"Wichita Falls city, Texas",1581,1958,1455
"G49043660","2014","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",23762,22863,899,"Layton city, Utah",1257,1237,693
"G49050150","2014","UT",,,"Utah","49",,,"Millcreek CDP","50150",,,,,,,,,,,,,,,,"16000US4950150","Millcreek CDP, Utah",27364,26621,743,"Millcreek CDP, Utah",1934,1967,497
"G49055980","2014","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",33160,29689,3471,"Ogden city, Utah",1554,1420,1174
"G49057300","2014","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",26754,25216,1538,"Orem city, Utah",1336,1241,623
"G49062470","2014","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",34864,32916,1948,"Provo city, Utah",1560,1341,771
"G49065330","2014","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",34272,26640,7632,"St. George city, Utah",1524,1509,1270
"G49067000","2014","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",81715,75923,5792,"Salt Lake City city, Utah",2624,2579,1467
"G49067440","2014","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",28882,27007,1875,"Sandy city, Utah",1377,1242,809
"G49082950","2014","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",33305,32100,1205,"West Jordan city, Utah",1790,1686,622
"G49083470","2014","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",36924,35717,1207,"West Valley City city, Utah",1876,1911,580
"G51001000","2014","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",75334,68796,6538,"Alexandria city, Virginia",301,1406,1370
"G51003000","2014","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",110597,100732,9865,"Arlington CDP, Virginia",542,1834,1787
"G51014440","2014","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",26037,25676,361,"Centreville CDP, Virginia",1612,1563,291
"G51016000","2014","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",88116,83904,4212,"Chesapeake city, Virginia",765,1433,1301
"G51021088","2014","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",22336,21194,1142,"Dale City CDP, Virginia",1789,1646,639
"G51035000","2014","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",60347,53420,6927,"Hampton city, Virginia",391,1636,1584
"G51047672","2014","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",32349,27870,4479,"Lynchburg city, Virginia",497,1111,911
