GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHNBE001,AHNBE002,AHNBE003,NAME_M,AHNBM001,AHNBM002,AHNBM003
"G34019390","2017","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",27693,22871,4822,"East Orange city, New Jersey",1920,1658,833
"G34021000","2017","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",43325,40273,3052,"Elizabeth city, New Jersey",2060,1922,871
"G34036000","2017","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",114196,99363,14833,"Jersey City city, New Jersey",2866,2727,2001
"G34051000","2017","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",113025,98678,14347,"Newark city, New Jersey",3172,2980,1570
"G34056550","2017","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",20611,19890,721,"Passaic city, New Jersey",1498,1454,386
"G34057000","2017","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",47927,44010,3917,"Paterson city, New Jersey",1791,1724,937
"G34073110","2017","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",37529,34196,3333,"Toms River CDP, New Jersey",1826,1725,1047
"G34074000","2017","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",34673,27324,7349,"Trenton city, New Jersey",2043,1901,1028
"G34074630","2017","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",25623,22927,2696,"Union City city, New Jersey",1306,1228,741
"G35002000","2017","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",244656,221418,23238,"Albuquerque city, New Mexico",2270,3270,2760
"G35039380","2017","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",46372,39176,7196,"Las Cruces city, New Mexico",2364,2198,2110
"G35063460","2017","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",36632,34189,2443,"Rio Rancho city, New Mexico",1135,1384,939
"G35070500","2017","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",40130,33767,6363,"Santa Fe city, New Mexico",1352,1491,1305
"G36001000","2017","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",48019,39646,8373,"Albany city, New York",2176,1794,1308
"G36008026","2017","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",15035,14133,902,"Brentwood CDP, New York",1569,1505,463
"G36011000","2017","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",133239,110678,22561,"Buffalo city, New York",3076,3152,2335
"G36015000","2017","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",32588,30936,1652,"Cheektowaga CDP, New York",1353,1217,706
"G36049121","2017","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",29594,28111,1483,"Mount Vernon city, New York",1652,1607,555
"G36050617","2017","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",29478,28514,964,"New Rochelle city, New York",2096,1967,567
"G36051000","2017","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3497344,3159674,337670,"New York city, New York",2448,11338,11476
"G36063000","2017","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",104723,90303,14420,"Rochester city, New York",2868,2894,2221
"G36065508","2017","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",33651,21353,12298,"Schenectady city, New York",1979,1917,1352
"G36073000","2017","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",66998,54062,12936,"Syracuse city, New York",2355,2170,1603
"G36084000","2017","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",80434,75981,4453,"Yonkers city, New York",2608,2599,1097
"G37002140","2017","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",47697,42045,5652,"Asheville city, North Carolina",2008,1933,1397
"G37010740","2017","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",65006,62831,2175,"Cary town, North Carolina",2604,2258,964
"G37012000","2017","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",359326,331822,27504,"Charlotte city, North Carolina",2909,4253,3566
"G37014100","2017","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",34824,33305,1519,"Concord city, North Carolina",1720,1689,731
"G37019000","2017","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",118995,110017,8978,"Durham city, North Carolina",1711,2128,1865
"G37022920","2017","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",96784,83558,13226,"Fayetteville city, North Carolina",2307,2292,1300
"G37025580","2017","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",33143,30097,3046,"Gastonia city, North Carolina",1480,1344,927
"G37028000","2017","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",130620,115802,14818,"Greensboro city, North Carolina",3205,3260,2057
"G37028080","2017","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",41920,36029,5891,"Greenville city, North Carolina",2125,1857,1853
"G37031400","2017","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",45823,40437,5386,"High Point city, North Carolina",2400,2130,1152
"G37034200","2017","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",22461,19630,2831,"Jacksonville city, North Carolina",2235,2136,1254
"G37055000","2017","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",203936,183672,20264,"Raleigh city, North Carolina",3572,3738,2711
"G37074440","2017","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",59338,51862,7476,"Wilmington city, North Carolina",2174,2266,1721
"G37075000","2017","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",108432,94344,14088,"Winston-Salem city, North Carolina",2553,2828,2098
"G38007200","2017","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",34542,31597,2945,"Bismarck city, North Dakota",1071,1237,923
"G38025700","2017","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",59891,54351,5540,"Fargo city, North Dakota",1399,1786,1503
"G39001000","2017","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",94758,84331,10427,"Akron city, Ohio",2832,2652,1873
"G39012000","2017","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",34954,30708,4246,"Canton city, Ohio",2286,2115,1026
"G39015000","2017","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",164944,140911,24033,"Cincinnati city, Ohio",3063,2977,2331
"G39016000","2017","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",212726,171717,41009,"Cleveland city, Ohio",3703,3269,2940
"G39018000","2017","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",391716,355414,36302,"Columbus city, Ohio",3740,4641,3967
"G39021000","2017","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",74369,57649,16720,"Dayton city, Ohio",2591,2455,1862
"G39044856","2017","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",30710,26351,4359,"Lorain city, Ohio",1677,1353,1200
"G39061000","2017","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",36243,33748,2495,"Parma city, Ohio",1545,1411,950
"G39077000","2017","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",137831,117449,20382,"Toledo city, Ohio",2355,2406,2224
"G39088000","2017","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",32648,26746,5902,"Youngstown city, Ohio",1636,1385,987
"G40009050","2017","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",42652,39869,2783,"Broken Arrow city, Oklahoma",1308,1285,769
"G40023200","2017","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",38049,34670,3379,"Edmond city, Oklahoma",2051,1823,1135
"G40041850","2017","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",40172,33863,6309,"Lawton city, Oklahoma",1115,1369,1280
"G40052500","2017","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",53475,48236,5239,"Norman city, Oklahoma",2268,2115,1363
"G40055000","2017","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",268953,237932,31021,"Oklahoma City city, Oklahoma",3094,3351,2940
"G40075000","2017","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",187612,162640,24972,"Tulsa city, Oklahoma",2076,2414,1757
"G41005350","2017","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",41084,39301,1783,"Beaverton city, Oregon",1913,1631,1018
"G41005800","2017","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",41772,37831,3941,"Bend city, Oregon",1631,1674,1678
"G41023850","2017","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",74725,70253,4472,"Eugene city, Oregon",2013,1955,1197
"G41031250","2017","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",43333,40669,2664,"Gresham city, Oregon",2432,2170,975
"G41034100","2017","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",41602,38749,2853,"Hillsboro city, Oregon",2293,2189,1215
"G41047000","2017","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",35284,32615,2669,"Medford city, Oregon",1684,1506,1252
"G41059000","2017","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",284258,265700,18558,"Portland city, Oregon",2780,3566,2797
"G41064900","2017","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",64414,58511,5903,"Salem city, Oregon",2386,2236,1684
"G42002000","2017","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",46329,43480,2849,"Allentown city, Pennsylvania",1920,1805,975
"G42006088","2017","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",30232,27995,2237,"Bethlehem city, Pennsylvania",2173,1994,853
"G42024000","2017","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",44638,38522,6116,"Erie city, Pennsylvania",1769,1542,1196
"G42060000","2017","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",685988,606142,79846,"Philadelphia city, Pennsylvania",1730,4673,4289
"G42061000","2017","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",158277,137442,20835,"Pittsburgh city, Pennsylvania",3688,3392,2512
"G42063624","2017","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",33026,28765,4261,"Reading city, Pennsylvania",1670,1646,974
"G42069000","2017","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",36553,31486,5067,"Scranton city, Pennsylvania",2052,1998,1253
"G44019180","2017","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",30376,28764,1612,"Cranston city, Rhode Island",1854,1878,835
"G44054640","2017","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",30773,27548,3225,"Pawtucket city, Rhode Island",2091,1912,839
"G44059000","2017","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",76660,64156,12504,"Providence city, Rhode Island",3057,3046,1663
"G44074300","2017","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",36526,33749,2777,"Warwick city, Rhode Island",1342,1394,1157
"G45013330","2017","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",65680,56780,8900,"Charleston city, South Carolina",2514,2637,1871
"G45016000","2017","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",55980,48202,7778,"Columbia city, South Carolina",2472,2250,1476
"G45030850","2017","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",35457,31367,4090,"Greenville city, South Carolina",1663,1465,888
"G45048535","2017","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",38090,34298,3792,"Mount Pleasant town, South Carolina",2678,1994,1640
"G45050875","2017","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",50820,45072,5748,"North Charleston city, South Carolina",2903,2552,1494
"G45061405","2017","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",30969,28673,2296,"Rock Hill city, South Carolina",1782,1774,947
"G46052980","2017","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",32999,29814,3185,"Rapid City city, South Dakota",1196,1355,910
"G46059020","2017","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",77439,72873,4566,"Sioux Falls city, South Dakota",1241,1745,1331
"G47014000","2017","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",85406,75985,9421,"Chattanooga city, Tennessee",2547,2388,1681
"G47015160","2017","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",61873,56014,5859,"Clarksville city, Tennessee",1394,2149,1768
"G47027740","2017","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",30824,30018,806,"Franklin city, Tennessee",1358,1246,575
"G47037640","2017","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",29054,24077,4977,"Jackson city, Tennessee",1192,1441,1160
"G47038320","2017","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",31934,27768,4166,"Johnson City city, Tennessee",1868,2172,1322
"G47040000","2017","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",89070,79066,10004,"Knoxville city, Tennessee",2703,2556,1635
"G47048000","2017","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",298121,246518,51603,"Memphis city, Tennessee",3353,4056,3745
"G47051560","2017","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",51489,48694,2795,"Murfreesboro city, Tennessee",1685,1767,1248
"G47052006","2017","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",302389,273111,29278,"Nashville-Davidson metropolitan government (balance), Tennessee",1717,3958,3626
"G48001000","2017","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",48809,42828,5981,"Abilene city, Texas",1391,1679,1111
"G48001924","2017","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",35629,33446,2183,"Allen city, Texas",2412,1838,1574
"G48003000","2017","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",85201,76092,9109,"Amarillo city, Texas",1416,2092,1808
"G48004000","2017","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",145857,131485,14372,"Arlington city, Texas",3577,3654,2423
"G48004462","2017","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",26675,25319,1356,"Atascocita CDP, Texas",2372,2159,1000
"G48005000","2017","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",417939,376509,41430,"Austin city, Texas",5982,6217,3485
"G48006128","2017","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",30256,27188,3068,"Baytown city, Texas",2502,2232,926
"G48007000","2017","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",51998,44960,7038,"Beaumont city, Texas",2235,2389,1501
"G48010768","2017","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",58048,52138,5910,"Brownsville city, Texas",2021,2207,1265
"G48010912","2017","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",34480,30998,3482,"Bryan city, Texas",1642,1630,1090
"G48013024","2017","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",48957,47064,1893,"Carrollton city, Texas",1961,1905,767
"G48013552","2017","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",24026,22376,1650,"Cedar Park city, Texas",1512,1540,813
"G48015976","2017","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",43850,38829,5021,"College Station city, Texas",1853,2043,1381
"G48016432","2017","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",32250,29297,2953,"Conroe city, Texas",2549,2333,1116
"G48017000","2017","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",131980,115797,16183,"Corpus Christi city, Texas",1405,2373,2243
"G48019000","2017","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",573667,513084,60583,"Dallas city, Texas",7118,5613,4789
"G48019972","2017","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",52329,49287,3042,"Denton city, Texas",2665,2694,1047
"G48022660","2017","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",28063,26185,1878,"Edinburg city, Texas",2091,1936,1018
"G48024000","2017","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",252969,229156,23813,"El Paso city, Texas",2308,2764,2574
"G48026232","2017","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",26616,25597,1019,"Flower Mound town, Texas",1357,1270,464
"G48027000","2017","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",329779,299593,30186,"Fort Worth city, Texas",5005,4906,3746
"G48027684","2017","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",62911,58409,4502,"Frisco city, Texas",2485,2086,1427
"G48029000","2017","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",80940,77072,3868,"Garland city, Texas",2655,2437,1139
"G48029336","2017","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",27525,26361,1164,"Georgetown city, Texas",1969,2004,694
"G48030464","2017","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",66054,60843,5211,"Grand Prairie city, Texas",2859,2632,1522
"G48032372","2017","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",22839,19945,2894,"Harlingen city, Texas",1779,1374,1028
"G48035000","2017","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",958421,837686,120735,"Houston city, Texas",9459,10337,7131
"G48037000","2017","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",89292,84371,4921,"Irving city, Texas",3154,3100,1250
"G48039148","2017","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",61000,53350,7650,"Killeen city, Texas",2201,2227,1589
"G48041464","2017","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",78073,70522,7551,"Laredo city, Texas",945,1816,1563
"G48041980","2017","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",37654,35854,1800,"League City city, Texas",2190,1910,1248
"G48042508","2017","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",43056,39357,3699,"Lewisville city, Texas",1902,1818,1086
"G48043888","2017","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",34417,29620,4797,"Longview city, Texas",1557,1733,1370
"G48045000","2017","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",107222,94480,12742,"Lubbock city, Texas",1719,2750,2318
"G48045384","2017","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",54480,46598,7882,"McAllen city, Texas",2902,2236,1688
"G48045744","2017","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",64403,61833,2570,"McKinney city, Texas",2298,2257,1124
"G48046452","2017","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",24279,22679,1600,"Mansfield city, Texas",1673,1511,822
"G48047892","2017","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",48419,44948,3471,"Mesquite city, Texas",2823,2431,1279
"G48048072","2017","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",52141,48729,3412,"Midland city, Texas",1313,1558,1118
"G48048768","2017","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",30123,25857,4266,"Mission city, Texas",2279,1633,1544
"G48048804","2017","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",24970,23948,1022,"Missouri City city, Texas",1885,1943,727
"G48050820","2017","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",32886,29931,2955,"New Braunfels city, Texas",1708,1787,930
"G48052356","2017","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",28799,27650,1149,"North Richland Hills city, Texas",1913,1686,726
"G48053388","2017","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",44340,39400,4940,"Odessa city, Texas",1428,1774,1546
"G48056000","2017","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",52211,47532,4679,"Pasadena city, Texas",2333,2223,1082
