GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G4900490","2017","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",606425,306715,30490,29862,29100,16560,12020,5530,6936,25939,26058,18737,21385,17481,14443,11310,10238,3742,6024,2751,4583,5285,4177,2188,1876,299710,28518,28191,27081,15667,12921,7691,9029,21129,22493,19101,20900,17270,13234,11261,9874,4777,5767,3643,4485,6469,4746,3439,2024,"Utah County, Utah",0,766,492,1770,1573,336,665,1665,1265,2014,731,444,1534,1518,546,124,816,570,673,492,664,705,580,459,376,766,606,2004,2035,390,493,1240,1259,1422,347,411,1592,1501,214,229,909,835,705,689,725,858,632,602,501
"G4900530","2017","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",165662,82383,5130,6264,7675,4094,2347,1131,1499,2746,4494,5022,5579,3166,4440,3759,4575,1570,2196,1916,2776,4539,3675,1675,2115,83279,5960,6399,4978,3520,1915,1311,580,2878,5249,4243,6466,3690,4223,3875,4517,2842,2506,1700,3277,5181,3029,2040,2900,"Washington County, Utah",0,1222,447,1007,1077,587,264,477,463,907,267,828,857,924,646,508,1042,539,633,811,725,967,751,600,701,1222,669,1331,1250,382,238,566,334,637,752,232,1093,908,535,387,860,862,819,679,736,962,700,756,586
"G4900570","2017","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",251769,126206,10019,10026,10302,6216,3194,2213,1971,5595,10340,9191,10699,6238,6809,6676,6588,2579,4374,2499,2916,2971,1939,1458,1393,125563,9621,10170,9916,5625,3454,1955,1686,5234,9492,8920,9266,8012,6732,6569,7771,2425,3531,2480,2667,4171,2074,2047,1745,"Weber County, Utah",0,1068,384,1183,1210,551,187,963,736,808,447,344,885,898,214,243,982,668,1006,641,668,631,456,330,456,1068,352,1295,1156,217,397,743,683,953,284,335,1237,1067,163,201,863,635,662,748,808,799,461,486,458
"G5000070","2017","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",162372,79659,4344,4254,4047,2500,3465,1208,2868,5271,6820,5471,4116,4765,4605,5157,5083,3182,2439,1943,1803,2572,1190,1749,807,82713,3791,3304,4710,2118,4077,2159,1411,5529,6231,5221,5116,4306,5203,5177,5801,2230,2907,2018,2518,3013,1696,1459,2718,"Chittenden County, Vermont",0,907,363,1076,978,186,139,497,1094,1098,438,527,795,866,258,355,847,827,566,554,457,586,427,474,377,907,339,677,737,157,261,736,598,871,489,457,825,791,449,283,769,728,654,525,695,591,594,486,665
"G5100030","2017","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",107702,51481,2789,3549,2917,1809,3024,596,848,2462,3312,3343,2933,2699,3106,3275,2693,1372,2316,797,2139,2093,1324,845,1240,56221,2533,3122,2902,2015,3174,1142,993,2011,3081,3839,3924,3165,3193,3708,3291,1602,2549,1633,1987,1947,1883,1311,1216,"Albemarle County, Virginia",0,642,355,763,787,309,411,425,462,699,647,456,666,500,423,389,610,448,722,389,496,547,517,518,462,642,288,683,627,536,779,665,529,842,332,523,983,723,337,618,648,505,594,538,584,548,452,424,359
"G5100130","2017","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",234965,116424,5719,7472,5292,2140,1202,565,678,7346,14352,13756,10472,9465,9039,6525,7248,2064,2454,2036,2437,2776,1614,1107,665,118541,7006,5807,5533,3008,1164,789,406,7166,15233,13588,11614,8158,8298,5793,6595,2298,2834,1672,2614,4044,2273,1421,1227,"Arlington County, Virginia",0,791,461,1119,1253,331,516,413,361,807,469,545,1329,1343,963,554,1075,803,688,641,642,592,418,446,277,791,777,881,871,444,497,421,287,710,0,0,1104,1144,723,715,901,773,833,529,878,999,573,604,427
"G5100150","2017","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",75144,38608,1842,2237,1948,1389,1148,364,535,1051,2357,2542,1860,2828,2549,2876,2611,1567,1452,1464,1453,1492,995,836,1212,36536,1793,1956,2038,1273,808,0,342,1219,1901,1889,2172,1969,2547,2759,3138,1392,1219,818,1744,1943,1953,1291,372,"Augusta County, Virginia",0,584,204,572,682,152,655,303,333,475,199,464,495,454,148,148,649,572,582,545,474,525,489,391,544,584,213,534,525,101,494,204,285,527,122,134,495,452,189,66,698,502,536,427,517,523,544,479,309
"G5100190","2017","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",77974,38602,1674,2038,2302,1592,888,852,81,1122,2467,1631,1597,2741,2769,2954,2818,1620,1511,1456,1026,2210,1578,963,712,39372,1702,2144,2092,1471,553,156,670,1194,1774,1746,2049,1700,3343,3253,2938,1792,1665,823,1233,3077,1449,1305,1243,"Bedford County, Virginia",0,735,173,530,493,306,406,431,136,371,989,123,572,731,356,306,613,556,484,517,404,529,512,380,399,735,291,570,380,264,398,248,458,543,103,166,515,513,445,416,573,555,502,397,433,578,555,574,587
"G5100410","2017","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",343599,165004,10361,13396,10329,7969,4358,2172,2305,5558,9503,10184,10493,11912,11161,12004,11724,4412,5199,4856,4633,5146,3200,1962,2167,178595,9993,10450,12401,7157,5033,1078,2193,7167,9838,11098,10583,13683,13442,12259,12994,5537,6348,4006,6025,6785,4385,2875,3265,"Chesterfield County, Virginia",0,336,172,1242,1263,194,283,1008,737,1012,291,440,1511,1564,637,526,1324,724,898,975,934,852,557,484,549,336,173,1363,1354,194,904,585,854,1217,266,377,1539,1612,692,448,1053,1001,1048,855,870,977,742,730,668
"G5100590","2017","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1148433,569115,37337,35595,40846,23474,13904,6340,5566,22883,38051,40905,43688,37984,41816,40438,36470,14773,20189,10832,15266,17773,11466,6753,6766,579318,35363,37084,36531,22603,13362,5647,6927,21069,35238,39810,44746,39356,43270,42233,38015,15448,21195,13710,15180,19923,14754,7699,10155,"Fairfax County, Virginia",0,659,255,2269,2243,406,3,1720,1168,1829,397,216,2795,2722,254,190,1980,1521,1968,1156,1439,1513,1130,1143,1103,659,106,2063,2116,334,926,1377,1404,1657,49,186,2069,2079,194,154,2092,1628,1627,1461,1518,1410,1268,1283,1251
"G5100610","2017","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",69465,34301,1874,2889,2424,1577,672,402,218,1356,1945,1920,2044,2139,2386,2524,3114,1022,711,724,1272,1372,1043,470,203,35164,1736,2339,2451,1419,465,988,108,781,1911,2066,2095,2432,2590,2634,2820,1214,1186,946,1224,1261,1020,727,751,"Fauquier County, Virginia",0,498,449,851,734,202,204,295,203,256,332,330,527,680,345,163,599,498,357,363,378,420,234,226,173,498,204,679,634,252,306,490,146,421,307,426,604,686,389,196,498,433,447,308,389,446,331,317,386
"G5100690","2017","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",86484,42731,2210,2195,3439,2703,1092,471,339,1564,2282,2595,2655,2178,2854,3720,3223,1265,1133,822,1721,1433,843,1309,685,43753,1973,2655,3007,1927,1170,306,1084,858,2217,2536,2157,2790,2678,4078,4383,1059,1185,1281,1259,1886,1088,839,1337,"Frederick County, Virginia",0,1169,243,1036,931,684,426,347,325,463,156,483,653,759,416,754,578,500,395,451,491,507,337,379,298,1169,93,1011,639,474,681,337,692,425,226,454,500,687,208,582,735,420,517,454,521,413,320,349,414
"G5100850","2017","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",105923,52639,3106,3519,3682,2506,1676,1270,753,1348,2315,2454,3731,2419,4176,3840,4596,1465,1543,1664,2043,1692,1725,517,599,53284,2358,2952,3469,1934,1023,720,624,1687,2675,2988,3412,2855,4114,4190,4576,1602,2083,1477,2091,2199,1796,1410,1049,"Hanover County, Virginia",0,379,536,807,680,112,314,449,420,469,171,224,577,821,372,385,481,504,433,482,536,561,398,281,321,379,234,566,616,80,444,396,322,491,250,255,799,764,337,324,587,474,566,414,499,593,419,465,347
"G5100870","2017","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",327898,155059,9882,8185,13529,6356,2707,2350,1484,6567,9831,12504,9994,10871,11234,9924,10549,3818,5178,3073,4214,5186,3082,2260,2281,172839,9665,10091,10829,6470,3236,906,1899,6747,12089,12227,11990,10827,12095,11660,12940,4474,5709,3982,6312,5954,3592,4572,4573,"Henrico County, Virginia",0,877,535,1344,1390,530,535,962,689,1231,445,584,1370,1293,563,576,1111,867,1087,845,823,915,670,574,604,877,615,1738,1754,358,365,528,841,1007,404,562,1509,1392,856,512,1316,1057,1084,1061,977,949,839,933,943
"G5100950","2017","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",75524,36119,1698,2591,2519,1207,563,218,801,1747,1451,1819,1940,2210,1913,2036,1880,1356,1957,805,1251,2386,2021,825,925,39405,1558,2286,2616,1489,826,931,590,1048,1501,1708,1831,2250,2160,3092,3576,499,1489,917,2069,2567,2343,424,1635,"James City County, Virginia",0,1009,645,692,791,195,524,177,462,828,253,809,780,698,238,171,576,629,690,410,487,572,532,464,345,1009,480,702,805,448,613,845,403,796,883,297,578,628,351,490,574,324,500,463,609,702,532,302,539
"G5101070","2017","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",398080,197123,14467,16976,16578,9168,4771,1928,1029,6914,9972,13371,16582,16897,18022,14113,12425,3225,4901,3091,2695,4774,1789,2203,1232,200957,14092,16533,16028,9496,4234,1985,1299,6321,10287,15010,18867,15729,16617,14579,11318,4344,4347,2294,3744,5206,3432,3494,1701,"Loudoun County, Virginia",0,752,82,1516,1509,733,657,689,561,998,28,72,1498,1503,354,369,1051,746,952,811,663,772,450,551,369,752,37,1553,1559,733,860,819,701,1130,508,104,1423,1424,47,52,1136,992,963,609,612,741,753,846,572
"G5101210","2017","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",98559,51775,2343,2424,1686,1643,5956,3475,1828,5665,3867,3004,2741,2457,2690,2247,1812,995,1610,441,1943,906,722,942,378,46784,2535,1798,1806,654,3584,2164,3296,3132,3656,2922,2628,2059,2273,2895,1889,1207,1659,600,1489,1754,1460,664,660,"Montgomery County, Virginia",0,1218,581,622,588,426,1243,1479,800,1473,391,316,1046,557,400,83,580,604,532,267,636,451,375,355,350,1218,640,600,534,424,467,797,1176,793,592,505,785,706,204,812,600,608,583,364,592,527,418,342,376
"G5101530","2017","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",463023,232008,17844,16201,19894,10791,5869,2826,2286,10203,15337,16421,17811,17270,17494,16587,14300,5174,5955,3971,4142,5551,3390,1451,1240,231015,16661,18761,15710,10300,5199,3241,2890,7865,14741,16536,19079,16418,17285,16254,14140,5694,6178,2936,5103,7012,4670,1596,2746,"Prince William County, Virginia",0,375,49,1721,1717,105,285,774,823,958,106,113,1393,1356,266,216,1257,989,1006,995,722,820,527,410,407,375,81,1725,1746,105,2,829,1072,1144,3,3,1532,1528,112,2,1304,947,1071,732,995,815,718,513,687
"G5101610","2017","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",93730,44366,1867,2496,2474,2050,995,847,183,1985,2781,2388,3232,2195,2749,3450,2830,1203,2043,958,1917,2382,1371,1267,703,49364,2099,3386,1831,2158,780,571,694,1798,2650,2481,3845,2204,3250,3388,3176,1478,2078,1670,2280,2440,2413,1286,1408,"Roanoke County, Virginia",0,912,192,571,498,297,152,434,195,773,492,214,618,603,204,464,636,452,622,354,547,520,425,466,359,912,413,574,450,347,373,513,314,872,440,405,700,642,387,362,534,464,545,602,689,516,477,407,431
"G5101650","2017","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",80227,39536,2337,2652,2536,1772,969,415,302,2191,2760,1937,2423,2105,2463,2536,2844,1030,1307,732,1105,2247,1722,343,808,40691,2067,2316,2342,1802,1306,370,743,1628,2171,2060,2272,2466,2370,2698,2974,1340,1592,793,1576,1812,1472,1078,1443,"Rockingham County, Virginia",0,524,211,471,520,265,136,301,294,710,521,71,505,505,296,77,490,509,380,380,477,488,361,244,390,524,195,492,519,250,285,348,380,421,205,80,491,546,75,151,583,502,537,315,409,336,415,412,534
"G5101770","2017","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",133033,65866,4623,4102,5416,3215,1887,1343,665,2111,4007,4329,3367,5001,4325,4757,5135,1364,1932,1116,2062,2520,1143,736,710,67167,3732,3844,5401,2946,1683,591,657,2717,4014,3903,4515,4385,4999,5211,4266,1362,2994,1536,2177,2369,1383,1154,1328,"Spotsylvania County, Virginia",0,774,655,781,795,189,531,597,388,570,469,507,652,755,260,250,650,574,504,378,494,589,357,333,413,774,645,644,598,265,487,464,399,557,495,408,591,763,372,396,736,421,639,462,633,653,470,380,524
"G5101790","2017","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",146649,74571,5316,5091,6280,3536,2499,958,1019,3675,4801,3544,6681,4928,5414,5532,4808,1455,1695,959,2052,1992,1047,644,645,72078,3780,4694,5853,3823,1874,840,752,3732,3632,4590,5970,4859,6026,5652,5043,1883,1451,964,1835,2313,1231,645,636,"Stafford County, Virginia",0,1101,671,777,798,449,570,441,509,915,634,360,1104,1022,555,368,685,528,578,525,834,470,280,338,299,1101,731,914,903,452,492,449,454,888,630,722,1209,928,600,758,687,660,485,610,653,570,389,363,299
"G5101990","2017","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",67739,33235,1968,1764,3283,1023,602,886,272,1423,1589,2463,2613,1951,1906,2115,2400,1377,949,776,861,1292,1165,464,93,34504,1366,2253,2652,1849,495,586,195,1520,1637,2551,1668,2377,2019,2757,2508,933,1690,538,940,1408,1196,402,964,"York County, Virginia",0,729,439,475,876,415,330,416,258,597,245,720,834,744,303,329,569,513,355,346,337,384,391,327,152,729,233,665,641,454,358,468,187,549,313,610,526,627,335,493,594,382,537,286,370,409,419,265,406
"G5105100","2017","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",160035,76850,5624,3179,3810,1858,1246,359,717,2234,7004,9600,8382,7469,4734,4817,4607,1234,1949,1495,1036,2241,1130,1204,921,83185,5823,3196,3708,1667,1325,398,193,2993,8755,9638,8597,6968,5452,5215,5155,1428,2811,1191,2443,2590,1098,981,1560,"Alexandria city, Virginia",0,998,832,803,803,401,494,249,542,521,475,0,1400,1478,895,444,720,595,582,555,395,475,418,579,414,998,832,599,621,401,756,320,155,819,660,532,1312,1283,420,619,826,541,650,405,663,508,464,494,460
"G5105500","2017","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",240397,117602,7555,8136,8858,5280,2900,2126,1351,4684,8075,8209,8798,6710,8183,8313,7435,3204,4253,1706,3498,3372,2656,1774,526,122795,7491,7383,8620,5102,2459,1148,1804,4713,8079,8088,9100,7740,8378,8774,8755,3894,3931,2026,3735,4687,3227,1994,1667,"Chesapeake city, Virginia",0,776,505,1062,1043,243,544,979,725,1024,422,536,1079,1086,760,626,1112,742,940,681,1005,793,522,480,318,776,439,1311,1347,401,235,708,724,1143,457,517,1328,1395,654,310,1144,744,868,677,783,761,680,609,574
"G5106500","2017","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",134669,65262,3716,3272,4721,2948,2748,1192,785,3591,5795,4398,4786,2223,3741,3994,4617,2062,2100,1075,2002,2201,1706,699,890,69407,3768,2325,5255,2128,2602,760,1391,2686,5450,5294,5639,3330,3028,4591,4815,2474,2192,1261,2659,2694,1277,1475,2313,"Hampton city, Virginia",0,973,213,965,1003,985,901,646,536,831,457,273,632,595,505,260,753,731,784,405,451,478,496,279,355,973,325,705,807,643,870,446,864,854,439,717,1129,836,901,306,884,700,571,483,605,635,429,612,642
"G5106800","2017","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",80995,37085,2654,2064,2118,656,2787,2049,2017,2156,3948,2183,1821,1700,1438,1398,1389,1464,638,831,471,1329,672,453,849,43910,2615,1772,2010,1834,4152,1837,2426,3380,3002,1824,2788,1434,1978,1571,2368,934,1043,646,1356,1528,1607,724,1081,"Lynchburg city, Virginia",0,752,408,609,569,402,395,589,814,934,787,457,633,553,375,322,426,420,248,397,284,406,320,261,292,752,431,716,428,560,1025,618,878,1004,655,386,752,551,617,324,488,363,378,335,351,369,506,309,426
"G5107000","2017","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",179388,86834,6732,5775,5761,3187,3045,2138,1806,4052,7652,7648,6015,4239,4656,5001,4806,1322,3808,1475,1636,2493,1828,695,1064,92554,6460,6413,4193,3170,2990,2963,748,3715,7562,7709,5833,4784,5474,5616,6557,1837,3012,1242,3297,3051,2480,1596,1852,"Newport News city, Virginia",0,666,509,1099,1168,308,812,829,804,986,556,725,994,901,426,316,829,540,795,571,456,459,396,259,389,666,490,968,863,424,770,1071,438,920,426,488,1074,1103,377,268,887,581,701,504,692,630,510,450,470
"G5107100","2017","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",244703,127975,8139,6679,6590,3592,5142,3115,5318,13900,14661,11037,7677,6577,5851,6131,6361,2724,3166,2177,2495,2574,2247,920,902,116728,7638,6488,6000,3290,4054,1876,3039,7936,12015,9248,7013,5944,6047,6772,7375,2661,3870,2941,2474,3283,2578,2078,2108,"Norfolk city, Virginia",0,519,193,903,910,255,597,855,1200,1479,704,930,1086,1070,688,464,674,674,671,633,632,602,447,303,363,519,88,911,814,235,313,777,809,1197,263,330,943,963,358,449,743,563,676,649,629,568,447,556,487
"G5107400","2017","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",94572,45149,3405,2459,3434,1228,1400,1037,788,1885,4101,2961,3480,2506,2677,2524,3155,1214,1068,902,1202,1576,699,564,884,49423,3212,2387,3595,2075,1028,601,339,2258,3821,3810,3092,2791,2773,3106,3396,1221,1892,1322,1251,1833,1461,1149,1010,"Portsmouth city, Virginia",0,862,176,1059,1040,474,637,592,704,677,318,679,676,672,320,204,595,550,433,425,477,417,326,292,380,862,106,769,825,457,555,522,230,533,103,256,798,844,252,337,727,416,647,382,325,422,456,388,418
"G5107600","2017","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",227032,107065,7000,4991,5574,2768,4229,2934,1481,5452,12169,10877,6992,6229,6019,6157,7950,1849,2623,2214,2934,2360,1761,1436,1066,119967,6555,4976,5705,2760,4870,3125,1850,5475,14320,11340,6982,6628,6088,7220,7096,3117,4819,2928,2832,3967,2893,2367,2054,"Richmond city, Virginia",0,703,488,1092,1090,406,976,779,641,1101,225,236,1146,1139,585,260,1015,602,844,595,592,535,503,584,403,703,462,1024,992,366,800,840,691,1210,219,527,1242,1112,265,554,1031,790,903,737,659,638,677,678,594
"G5107700","2017","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99837,47869,4088,2869,2999,1291,1017,671,190,1280,3108,4003,2655,3845,3660,3078,2903,1597,1813,939,2047,1414,1015,583,804,51968,2814,3386,2145,2051,373,1190,0,2110,4600,3617,3464,2984,3062,3150,3671,1567,1719,1730,1563,2446,1330,1009,1987,"Roanoke city, Virginia",0,1131,586,888,844,710,885,527,193,424,640,833,747,1142,837,663,616,616,532,511,675,457,430,301,435,1131,815,711,873,473,204,928,204,831,943,842,804,1085,231,56,756,605,584,721,490,671,721,473,396
"G5108000","2017","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",90237,43664,2978,3484,3115,1527,975,228,248,1509,3412,3318,3273,2088,2962,3101,2690,1095,2000,1416,970,1424,694,437,720,46573,2892,2759,3191,2068,905,315,309,1884,2918,3426,3362,2436,3401,3600,2298,1789,1895,1137,1243,1787,985,785,1188,"Suffolk city, Virginia",0,594,136,769,743,405,637,257,252,714,575,436,813,750,146,187,451,410,535,417,274,495,293,256,281,594,228,731,704,300,572,239,286,618,129,334,648,633,246,201,525,527,587,352,327,390,322,309,340
"G5108100","2017","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",450435,221666,14693,13226,15215,8602,4813,3785,2980,11068,20131,18600,15394,13739,13127,13961,12977,6037,6944,4747,4856,6853,4402,3046,2470,228769,14181,15439,11328,7724,4493,2495,3086,9903,18600,17685,15756,13491,14659,15502,13815,6327,9124,5623,5656,8916,5979,4254,4733,"Virginia Beach city, Virginia",0,603,160,1378,1459,310,118,997,808,1377,336,238,1433,1451,482,500,1205,866,1025,983,784,922,744,602,587,603,366,1322,1321,311,642,929,806,1179,121,82,1467,1473,114,232,1280,1081,1096,960,980,999,755,745,733
"G5300050","2017","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",198171,99250,7042,8021,7643,4376,2678,1611,653,3729,6762,7157,6182,6386,5943,5564,6458,1937,4127,1681,3071,3702,2217,1094,1216,98921,6893,8255,6017,4721,1714,1378,681,4130,6463,6507,6720,5751,6233,5646,7093,1845,3246,2749,2447,3549,3244,1681,1958,"Benton County, Washington",0,950,312,1194,1311,704,681,866,483,997,334,449,1046,1083,454,411,906,582,845,615,802,734,525,405,506,950,427,999,938,666,348,594,606,813,304,256,1073,1009,506,487,933,565,761,651,787,691,938,716,707
"G5300070","2017","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",76533,38422,1814,2885,2867,2132,1031,1448,64,1155,2265,1883,1920,2017,2246,2950,2710,1228,1213,1111,1609,1525,1100,561,688,38111,2883,2527,1835,1538,1929,153,406,703,2139,1864,2115,2295,2312,1956,2678,1601,1742,961,1675,1706,1316,725,1052,"Chelan County, Washington",0,978,611,897,823,572,671,1018,123,608,524,492,726,720,829,1196,637,619,494,495,636,459,284,232,254,978,611,695,474,632,1063,184,326,628,623,482,783,825,767,299,599,785,790,418,639,470,463,407,374
"G5300090","2017","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",75474,36661,1951,1569,2098,813,531,844,344,692,2221,1906,1636,2105,1836,2031,3322,855,1643,1746,2256,2140,1964,1432,726,38813,1563,2374,1273,1137,127,538,254,1356,1831,1631,2030,1784,1676,2390,3068,1439,2538,1435,1652,3667,2394,1739,917,"Clallam County, Washington",0,688,357,513,595,458,330,412,208,333,260,193,467,522,182,233,598,348,508,509,515,513,450,405,383,688,234,528,550,428,120,352,231,381,241,105,599,684,148,490,713,478,694,414,518,664,514,555,442
"G5300110","2017","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",474643,234913,14772,15406,18082,10580,5318,2762,3243,7990,16302,14515,16321,15646,16846,15012,16116,6341,7781,5246,6567,8840,4284,3003,3940,239730,14396,17897,14353,9933,5107,2587,2541,7792,15579,15650,16742,14799,16014,16059,15196,6409,9659,6515,8113,9303,5890,3878,5318,"Clark County, Washington",0,1058,826,1501,1540,491,415,755,815,1006,475,243,1311,1335,515,413,1113,956,928,725,860,833,609,665,797,1058,645,1569,1538,407,403,742,788,1015,803,736,1407,1311,392,540,1197,1060,1128,847,1076,1117,963,673,863
"G5300150","2017","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",106910,53032,3382,2311,4226,2107,1056,461,1122,1229,3529,3214,3517,2453,3510,4139,3451,789,3283,1420,1729,2658,842,1072,1532,53878,2850,3643,3793,2203,784,222,651,2146,3393,3290,4159,1655,3494,3495,3758,1999,1874,1242,2560,2246,1625,1647,1149,"Cowlitz County, Washington",0,927,508,679,838,229,184,357,846,565,446,548,696,600,549,673,662,390,629,552,591,592,373,444,501,927,385,954,943,654,204,225,432,513,430,433,655,455,374,417,779,712,589,492,623,623,560,615,453
"G5300210","2017","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",92125,47518,3725,3507,5046,1864,1146,496,735,2730,3723,4285,4647,2039,2996,2238,1569,1096,1334,844,1417,1188,351,401,141,44607,4404,4189,4195,2481,828,491,1655,1003,3085,3200,3260,2728,2884,1969,2496,796,790,534,690,978,602,774,575,"Franklin County, Washington",0,1220,441,943,988,696,580,458,572,846,425,543,775,619,357,617,574,542,732,468,437,670,320,342,163,1220,590,984,1026,747,530,448,739,480,120,4,772,802,742,590,613,444,384,361,395,514,413,371,262
